segment_id,segment_text,recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,segment_text_rephrased,mbits_rephrased_narrative
11,"So that's when she gave me a little shove,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.09,"That's the moment she delivered a gentle push,",0.99
12,and I tumbled into the water.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.5,causing me to fall into the liquid below.,2.5
13,"When I resurfaced, gasping for air,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.92,"Emerging from the pool, I was panting for breath,",0.64
14,"she just started laughing,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.0,"she burst into giggles,",2.2
15,and she apologized profusely.,571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-0.57,offering her apologies over and over.,-3.42
16,"And... my beautiful dress was ruined,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,1.87,"And... my exquisite gown was completely spoiled,",4.39
17,"and naturally, the first thing to do was to get out and dry off,",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,-2.81,"so of course, the immediate step was to climb out and seek dryness,",-2.36
18,"and my cousin just says, ""Just about a few inches more,"" she says, ""and you'd have landed on the cake.""",571a3f73c97ad400083a2ea0,A woman’s best friend pushed her into the pool while she was holding a glass of champagne because she said a bee was hovering around her face. When she got out with her fancy dress all ruined her friend laughed hysterically and said a few more inches and she would have ruined the wedding cake.,294,8,21.15,"and my cousin remarked, ""A mere few inches further,"" she noted, ""and you would've crashed into the dessert.""",24.48
1,My best friend pushed me into the pool.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,15.51,My closest companion nudged me into the swimming area.,12.74
2,"This happened during my cousin's wedding reception,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,10.28,"It occurred at my cousin's marriage celebration,",12.01
3,where everyone was dressed to impress.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,-0.23,where all were attired in their finest.,3.66
4,"And the reason it happened,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,1.1,"The cause of this incident,",3.89
5,"she spotted a bee hovering near my face,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,9.35,"she noticed a bee fluttering close to my cheek,",5.89
6,- this was at a fancy hotel garden -,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,1.37,- this took place in an upscale hotel's garden -,-1.29
7,and she tried to save me from being stung.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,-2.39,and her intention was to prevent a bee sting.,-1.86
8,"And my aunt had just handed me a glass of champagne,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,2.04,"Right after my aunt had passed me a flute of champagne,",0.05
9,and I warned her to be careful.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,2.0,I cautioned her to handle it with care.,-0.85
10,"'Course friends, y'know, they don't always think things through.",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,2.77,"But you see, pals sometimes act without full consideration.",2.44
11,"So that's when she gave me a little shove,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,2.03,"That's the moment she delivered a gentle push,",1.9
12,and I tumbled into the water.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,0.54,causing me to fall into the liquid below.,2.98
13,"When I resurfaced, gasping for air,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,-1.62,"Emerging from the pool, I was panting for breath,",1.55
14,"she just started laughing,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,0.87,"she burst into giggles,",0.11
15,and she apologized profusely.,575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,1.74,offering her apologies over and over.,0.71
16,"And... my beautiful dress was ruined,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,0.02,"And... my exquisite gown was completely spoiled,",-0.9
17,"and naturally, the first thing to do was to get out and dry off,",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,9.61,"so of course, the immediate step was to climb out and seek dryness,",11.79
18,"and my cousin just says, ""Just about a few inches more,"" she says, ""and you'd have landed on the cake.""",575ef812a2ce6e000666f239,"Person pushed into the pool by a friend during her aunt's wedding reception, friend saying something about a bee. Person climbs out of the pool in her wet dress to dry off. Relative makes a joke about another few inches and landing on the cake.",244,4,29.87,"and my cousin remarked, ""A mere few inches further,"" she noted, ""and you would've crashed into the dessert.""",26.94
1,My best friend pushed me into the pool.,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,24.8,My closest companion nudged me into the swimming area.,31.84
2,"This happened during my cousin's wedding reception,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,10.56,"It occurred at my cousin's marriage celebration,",15.56
3,where everyone was dressed to impress.,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,-1.28,where all were attired in their finest.,3.79
4,"And the reason it happened,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,-2.92,"The cause of this incident,",3.29
5,"she spotted a bee hovering near my face,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,10.9,"she noticed a bee fluttering close to my cheek,",3.39
6,- this was at a fancy hotel garden -,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,1.02,- this took place in an upscale hotel's garden -,-1.72
7,and she tried to save me from being stung.,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,2.0,and her intention was to prevent a bee sting.,1.52
8,"And my aunt had just handed me a glass of champagne,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,7.3,"Right after my aunt had passed me a flute of champagne,",12.41
9,and I warned her to be careful.,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,2.86,I cautioned her to handle it with care.,-4.52
10,"'Course friends, y'know, they don't always think things through.",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,0.77,"But you see, pals sometimes act without full consideration.",2.71
11,"So that's when she gave me a little shove,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,3.62,"That's the moment she delivered a gentle push,",3.41
12,and I tumbled into the water.,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,0.8,causing me to fall into the liquid below.,2.39
13,"When I resurfaced, gasping for air,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,-2.15,"Emerging from the pool, I was panting for breath,",-3.28
14,"she just started laughing,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,-0.4,"she burst into giggles,",-1.68
15,and she apologized profusely.,589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,2.48,offering her apologies over and over.,-0.12
16,"And... my beautiful dress was ruined,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,2.79,"And... my exquisite gown was completely spoiled,",5.38
17,"and naturally, the first thing to do was to get out and dry off,",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,-3.32,"so of course, the immediate step was to climb out and seek dryness,",-1.61
18,"and my cousin just says, ""Just about a few inches more,"" she says, ""and you'd have landed on the cake.""",589f019c69733b0001af54df,"My best friend pushed me in to the pool. This happened during a friends wedding reception. I had just been given a glass of champagne. A bee came along. She tried to prevent me from getting stung. She just gave me a little push. I fell into the pool. I ruined my new dress. My aunt said, ""just a few more inches and I would have fallen on the cake.""",349,9,24.19,"and my cousin remarked, ""A mere few inches further,"" she noted, ""and you would've crashed into the dessert.""",25.17
1,My best friend pushed me into the pool.,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,14.8,My closest companion nudged me into the swimming area.,14.0
2,"This happened during my cousin's wedding reception,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,10.47,"It occurred at my cousin's marriage celebration,",12.27
3,where everyone was dressed to impress.,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,0.05,where all were attired in their finest.,10.54
4,"And the reason it happened,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,-1.06,"The cause of this incident,",4.8
5,"she spotted a bee hovering near my face,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,10.45,"she noticed a bee fluttering close to my cheek,",2.02
6,- this was at a fancy hotel garden -,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,-0.13,- this took place in an upscale hotel's garden -,-2.62
7,and she tried to save me from being stung.,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,0.43,and her intention was to prevent a bee sting.,0.56
8,"And my aunt had just handed me a glass of champagne,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,-4.92,"Right after my aunt had passed me a flute of champagne,",0.27
9,and I warned her to be careful.,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,-0.2,I cautioned her to handle it with care.,-2.09
10,"'Course friends, y'know, they don't always think things through.",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,1.03,"But you see, pals sometimes act without full consideration.",-0.09
11,"So that's when she gave me a little shove,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,1.64,"That's the moment she delivered a gentle push,",1.88
12,and I tumbled into the water.,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,0.36,causing me to fall into the liquid below.,-0.14
13,"When I resurfaced, gasping for air,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,-0.64,"Emerging from the pool, I was panting for breath,",-4.34
14,"she just started laughing,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,-0.17,"she burst into giggles,",-0.32
15,and she apologized profusely.,58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,2.16,offering her apologies over and over.,-1.45
16,"And... my beautiful dress was ruined,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,0.17,"And... my exquisite gown was completely spoiled,",2.09
17,"and naturally, the first thing to do was to get out and dry off,",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,0.15,"so of course, the immediate step was to climb out and seek dryness,",-0.35
18,"and my cousin just says, ""Just about a few inches more,"" she says, ""and you'd have landed on the cake.""",58a89e40e6afe00001d36058,At a wedding my friend gave me a small shove to protect me from a bee. Unfortunately I then fell into the swimming pool fully clothed in my smart dress. My cousin said I just missed flattening the wedding cake.,210,8,18.15,"and my cousin remarked, ""A mere few inches further,"" she noted, ""and you would've crashed into the dessert.""",23.5
1,My best friend pushed me into the pool.,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,25.81,My closest companion nudged me into the swimming area.,28.56
2,"This happened during my cousin's wedding reception,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,15.96,"It occurred at my cousin's marriage celebration,",21.54
3,where everyone was dressed to impress.,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,8.14,where all were attired in their finest.,17.28
4,"And the reason it happened,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,0.99,"The cause of this incident,",7.04
5,"she spotted a bee hovering near my face,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,11.54,"she noticed a bee fluttering close to my cheek,",8.39
6,- this was at a fancy hotel garden -,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,-3.38,- this took place in an upscale hotel's garden -,-2.97
7,and she tried to save me from being stung.,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,-1.06,and her intention was to prevent a bee sting.,-1.77
8,"And my aunt had just handed me a glass of champagne,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,16.05,"Right after my aunt had passed me a flute of champagne,",23.81
9,and I warned her to be careful.,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,1.56,I cautioned her to handle it with care.,-4.06
10,"'Course friends, y'know, they don't always think things through.",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,16.9,"But you see, pals sometimes act without full consideration.",14.08
11,"So that's when she gave me a little shove,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,5.56,"That's the moment she delivered a gentle push,",6.26
12,and I tumbled into the water.,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,-0.63,causing me to fall into the liquid below.,1.59
13,"When I resurfaced, gasping for air,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,-3.55,"Emerging from the pool, I was panting for breath,",-8.64
14,"she just started laughing,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,-2.91,"she burst into giggles,",0.4
15,and she apologized profusely.,596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,2.02,offering her apologies over and over.,-1.02
16,"And... my beautiful dress was ruined,",596e5141fe061d00011e3984,"My best friend pushed into the pool. I was at my cousins wedding reception, everyone was dressed to impress. The reason was she saw a bee hovering above my head. My aunt had passed me a glass of champagne. Best friends dont always think things through and she gave me a little shove. My cousin said ""just a few inches further and you would have landed on the cake.""",365,9,-4.11,"And... my exquisite gown was completely spoiled,",-5.25
