index,len,rate,keypoints,mbits,"produced
key points","required
key points",attempt,rephrase,rephrase_len,rephrased_mbits,rephrase_rate
10,220,0.4442,"I was in the boy scouts doing a 50-yard dash at the pier. I caught cramps and yelled for help, but no one believed me. The scoutmaster saw me but did not pay attention. A random guy jumped over and grabbed me, saving me.",97.71,4,4,5,"As a member of the boy scouts, I participated in a 50-yard sprint on the dock. Suffering from cramps, I cried out for assistance, yet my pleas were met with disbelief. Although the scoutmaster glanced my way, he disregarded my distress. An unknown individual leaped in and rescued me by pulling me to safety.",308,67.01627159989998,0.2176
11,221,0.2867,I was participating in a 50-yard dash with the boy scouts. I got cramps during the third round and called for help. The other scouts and the scoutmaster did not believe I needed help. A passing man jumped in and saved me.,63.37,4,4,6,"I took part in a sprint event spanning 50 yards alongside the boy scouts. Cramps struck me in the third heat, prompting me to seek assistance. Neither my fellow scouts nor the scoutmaster thought my situation required aid. An onlooker intervened and came to my rescue.",268,45.257088200199995,0.1689
12,226,0.4068,I was in the boy scouts during the 50-yard dash at the pier. I caught cramps and started yelling for help on the third dash. The other boys and the scoutmaster didn't believe I needed help. A random guy jumped in and saved me.,91.93,4,4,8,"During the boy scouts' 50-yard dash at the pier, I participated. On the third sprint, I experienced cramps and began to shout for assistance. Neither my fellow scouts nor the scoutmaster thought I required aid. An unknown individual leaped into action and rescued me.",267,74.59868622479998,0.2794
13,228,0.3587,"I was in the boy scouts, racing the 50-yard dash at the pier. I got cramps on the third round and started yelling for help. Nobody believed I needed help and they all kept going. A guy walking by saw me and jumped in to save me.",81.79,4,4,4,"As a member of the boy scouts, I competed in a 50-yard sprint along the dock. During the third lap, I began to suffer from cramps and cried out for assistance. My pleas for aid were dismissed as everyone else continued their activities. An onlooker noticed my distress and leaped into action to rescue me.",305,61.0850904969,0.2003
14,233,0.3941,I was in the boy scouts. We were racing in a 50-yard dash at the pier. I caught cramps and yelled for help. The other fellows didn't believe I needed help. The scoutmaster ignored my calls for help. A stranger jumped in and saved me.,91.83,6,6,2,I participated in the boy scouts. Our competition involved a 50-yard sprint on the dock. Cramps seized me and I screamed for assistance. My peers doubted that I required aid. My pleas for assistance went unnoticed by the scout leader. An unknown individual took the plunge and rescued me.,288,61.03093714800001,0.2119
15,235,0.3519,I was in the Boy Scouts doing a 50-yard dash race at the pier. I got cramps during the third dash and yelled for help. The other boys didn't believe I needed help and continued racing. A stranger saved me by jumping in and grabbing me.,82.69,4,4,7,"As a member of the Boy Scouts, I participated in a sprint race along the dock. Cramps struck me on the third sprint, prompting me to cry out for assistance. My fellow scouts doubted my distress and kept on with the race. An unknown individual rescued me by leaping into the water and pulling me to safety.",305,67.15859514079999,0.2202
16,241,0.3829,I was in the boy scouts. We were doing the 50-yard dash at the pier. I caught cramps during the race. I started yelling for help. The others thought I was faking it. The scoutmaster watched but ignored me. Another guy jumped in and saved me.,92.29,7,7,4,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Cramps seized me mid-race. I began to scream for assistance. My peers believed I was pretending. The scout leader observed yet neglected to intervene. A different individual dove in and rescued me.",276,70.29116684280001,0.2547
17,242,0.3412,"I participated in a 50-yard dash race at the pier with other scouts. I caught cramps and yelled for help on the third round. The others and the scoutmaster ignored my pleas for help. A passerby jumped in and grabbed me, saving me from danger.",82.57,4,4,3,"I took part in a sprint competition spanning 50 yards at the dock alongside fellow scouts. During the third lap, I experienced muscle cramps and shouted for assistance. My calls for aid were disregarded by the other scouts and our scout leader. An onlooker leaped to my rescue and pulled me to safety, averting any harm.",320,59.516517598200025,0.186
18,246,0.4287,I was in the boy scouts. We were doing the 50-yard dash at the pier. I caught cramps and yelled for help. The other fellows didn't believe me. They all kept going and left me. The scoutmaster ignored me too. A random guy jumped in and grabbed me.,105.45,7,7,5,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Cramps seized me and I screamed for assistance. My peers doubted my sincerity. They continued on and abandoned me. Even the scoutmaster paid me no attention. An unknown individual dove in and rescued me.",282,80.89774685850001,0.2869
19,249,0.2878,"I was in the boy scouts participating in a 50-yard dash. I caught cramps and yelled for help during the race. The other boys didn't believe me and kept going. The scoutmaster ignored my cries for help. A stranger jumped in and grabbed me, saving me.",71.67,5,5,6,"As a member of the boy scouts, I took part in a short sprint covering 50 yards. During the sprint, I experienced painful cramps and shouted out for assistance. My fellow scouts thought I was joking and continued to run. My pleas for aid went unnoticed by the scoutmaster. An unknown individual intervened and rescued me by pulling me to safety.",344,52.973344807400004,0.154
20,253,0.3292,I participated in a 50-yard dash with the boy scouts at the pier. I got cramps during the third run and yelled for help. The other boys thought I was joking and kept running. The scoutmaster noticed me but didn't help. A stranger jumped in and saved me.,83.28,5,5,7,"I took part in a short sprint with the boy scouts on the dock. Cramps struck me on the third sprint, prompting me to cry out for assistance. My peers assumed I was playing a prank and continued their race. Although the scout leader saw my distress, he offered no aid. An unknown individual leapt to my rescue.",309,60.090341126799984,0.1945
21,253,0.3452,"I participated in a 50-yard dash at the pier. I caught cramps during the third lap. I yelled for help, but my friends didn't believe me. Everyone left me behind while I struggled. The scoutmaster saw me but ignored me. A stranger jumped in and saved me.",87.33,6,6,6,"I took part in a sprint covering 50 yards at the dock. Cramps seized me on the third circuit. I shouted for assistance, yet my companions thought I was joking. They all continued on, leaving me to contend with my plight. The leader of the scouts noticed my distress but disregarded it. An unknown individual leaped to my rescue.",328,68.04656009250002,0.2075
22,254,0.3253,"I participated in the 50-yard dash at the pier with the boy scouts. While racing, I got cramps and cried for help. My fellow racers thought I was faking it and didn't stop. The scoutmaster saw me but ignored my cries. A newcomer jumped in and rescued me.",82.64,5,5,5,"I took part in the short sprint by the dock alongside the boy scouts. During the sprint, I experienced cramps and shouted for assistance. The other competitors believed I was pretending and continued running. The scout leader noticed me yet disregarded my pleas. A new participant leaped into action and saved me.",313,56.33312059559999,0.18
23,255,0.4117,I was in the boy scouts racing at the pier. I caught cramps and started yelling 'Help!' during the race. The fellows thought I was pretending and kept going. The Scoutmaster saw me but didn't pay attention. Another guy suddenly jumped over and grabbed me.,104.99,5,5,3,"I participated in a boy scouts race at the dock. Cramps seized me, prompting me to shout 'Help!' amidst the competition. My peers assumed it was a joke and continued racing. The Scoutmaster noticed my struggle yet disregarded it. Out of nowhere, someone leaped in and rescued me.",279,64.02570340620002,0.2295
24,263,0.3893,I was in the boy scouts. We were doing the 50-yard dash at the pier. I caught cramps and yelled for help. The other scouts didn't believe me. They all kept going and left me behind. The scoutmaster watched but did nothing. A guy suddenly jumped in and grabbed me.,102.39,7,7,1,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Cramps seized me and I screamed for assistance. My fellow scouts were skeptical of my plight. Ignoring my situation, they continued on without me. Despite observing, the scoutmaster remained inactive. Out of nowhere, an individual dove in and rescued me.",333,77.79992673720001,0.2336
25,265,0.3673,I was in the Boy Scouts during the 50-yard dash at the pier. There were about 8 or 9 of us racing back and forth. I got cramps during the third race and shouted for help. Nobody believed me and thought I was just slowing down. A random guy jumped in and grabbed me.,97.33,5,5,1,"During the 50-yard sprint at the dock, I participated with the Boy Scouts. Roughly eight or nine individuals were competing to and fro. Cramps struck me in the midst of the third sprint, prompting me to cry out for assistance. Everyone dismissed my cries, assuming I was merely losing speed. An unknown individual leaped into action and rescued me.",348,62.59114832290002,0.1799
26,268,0.4066,"I was in the boy scouts. We were doing the 50-yard dash at the pier. About 8 or 9 of us were racing. I caught cramps during the third dash. I yelled for help, but no one believed me. The scoutmaster did not notice my distress. A guy showed up and jumped in to save me.",108.97,7,7,3,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us competed in the race. Cramps seized me on the third sprint. Crying out for assistance, my pleas were met with disbelief. My struggle went unnoticed by the scoutmaster. An individual appeared and dove in to rescue me.",323,90.4731140036,0.2801
27,272,0.3409,I was in the boy scouts during a 50-yard dash race at the pier. I caught cramps during the race and started yelling for help. My fellow scouts thought I was joking and left me. The scoutmaster saw me but didn't pay attention. A passing guy suddenly jumped in and saved me.,92.73,5,5,2,"During my time with the boy scouts, I participated in a 50-yard dash at the dock. Mid-race, I was struck by cramps and began to shout for assistance. My scout comrades believed it was a prank and abandoned me. Although the scout leader noticed me, he disregarded my plight. An onlooker took swift action, diving in to rescue me.",328,66.9317473779,0.2041
28,274,0.3781,I participated in a 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps on the third run. I yelled for help but no one believed me. My fellow racers left me behind. The scoutmaster saw but ignored me. A new guy arrived and saved me by jumping in.,103.61,7,7,6,"I took part in a short sprint along the dock. Roughly eight or nine individuals competed in the race. During the third sprint, I experienced muscle spasms. I cried out for assistance, yet my pleas were dismissed. The other competitors continued on without me. The leader of the scouts witnessed it yet paid me no attention. A newcomer came to my rescue by leaping into action.",376,61.13491353069998,0.1626
29,275,0.3366,I was in the boy scouts. We were doing the 50-yard dash. There were about 8 or 9 of us racing. I caught cramps on the third run. I yelled for help but no one believed me. The other racers left me behind. The scoutmaster ignored my struggle. A stranger jumped in and saved me.,92.56,8,8,5,"I participated in the boy scouts. Our activity was the 50-yard sprint. Roughly 8 or 9 of us were competing in the race. Cramps hit me during the third sprint. I cried out for assistance, yet nobody took me seriously. My fellow competitors continued on without me. My plight was overlooked by the scoutmaster. An unknown individual intervened and rescued me.",357,71.8570770544,0.2013
30,280,0.4197,I was in the boy scouts during a 50-yard dash. We were racing at the pier with about 8 or 9 of us. I caught cramps and started yelling for help. The fellows didn't believe I was in trouble. The scoutmaster didn’t pay attention to me. A guy who just arrived jumped in and saved me.,117.51,6,6,8,"During a 50-yard sprint, I participated with the boy scouts. Approximately 8 or 9 of us were competing on the pier. Suddenly, I experienced cramps and began to scream for assistance. My peers doubted that I was actually in distress. My pleas were ignored by the scoutmaster. A newcomer swiftly dived in and rescued me.",318,88.90019603769997,0.2796
31,280,0.4419,I was in the boy scouts. We were doing a 50-yard dash at the pier. About 8 or 9 of us were racing. I caught cramps on the third dash. I yelled 'Help!' but no one believed me. The other fellows left me behind. The scoutmaster didn't pay attention. A guy jumped over and grabbed me.,123.72,8,8,7,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us competed in the race. During the third sprint, I experienced cramps. Crying out for assistance, my pleas were met with disbelief. My peers continued on without me. The scout leader disregarded the situation. Someone leaped in and seized me.",347,86.7779853826,0.2501
32,284,0.303,I was in the boy scouts during a 50-yard dash. I caught cramps while running. I started yelling for help. My fellow scouts didn't believe me. The scoutmaster didn't pay attention. I started going down because of the cramps. A new guy arrived unexpectedly. He jumped in and grabbed me.,86.05,8,8,6,"During a 50-yard sprint, I participated in the boy scouts. Cramps seized me as I sprinted. I began to shout for assistance. My scout comrades doubted my sincerity. The scout leader disregarded my situation. The cramps caused me to start collapsing. An unfamiliar newcomer made a sudden appearance. He leaped to my aid and seized me.",332,64.3413305839,0.1938
33,285,0.4017,I was in boy scouts doing a 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps and started yelling for help. The fellows thought I was pretending and kept going. The scoutmaster didn't pay me any attention. A guy suddenly appeared and jumped in to grab me.,114.5,6,6,3,"I participated in a boy scouts' 50-yard sprint on the dock. Roughly eight or nine of us were competing in the race. I experienced cramps and began to shout for assistance. The other boys assumed I was faking and continued to race. The scout leader disregarded my cries. Suddenly, a man emerged and dove in to rescue me.",319,75.68012996700001,0.2372
34,288,0.3267,I was in the boy scouts doing the 50-yard dash at the pier. I caught cramps during the race and yelled for help. The other racers didn't believe I needed help and kept running. The scoutmaster was watching but didn't respond to my cries. A bystander jumped in and saved me from the water.,94.08,5,5,8,"As a boy scout, I participated in a 50-yard sprint on the dock. Mid-race, I experienced cramps and called out for assistance. My competitors doubted my distress and continued to race. Although the scout leader observed the situation, he ignored my pleas. An onlooker took action and rescued me from the aquatic peril.",317,64.90637155169999,0.2048
35,291,0.3132,I was in the boy scouts and we were doing a 50-yard dash at the pier. I got cramps during the race and started yelling for help. The other scouts thought I was joking and kept going. The scoutmaster was watching but didn't notice my distress. A guy who just arrived jumped in and grabbed me.,91.15,5,5,4,"As a member of the boy scouts, we engaged in a 50-yard sprint by the dock. Cramps struck me mid-race, prompting me to shout for assistance. My fellow scouts mistook my cries for jest and continued racing. Although the scoutmaster observed us, he failed to recognize my plight. An individual who had recently shown up dove in and rescued me.",340,75.62050355059999,0.2224
36,293,0.3996,I was in the boy scouts. We were doing a 50-yard dash at the pier. There were about 8 or 9 of us racing back and forth. I caught cramps and started yelling for help. My fellow scouts didn't believe I needed help. The scoutmaster was watching but didn't help me. A guy jumped over and saved me.,117.09,7,7,7,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us were competing in the race to and fro. I developed cramps and began to cry out for assistance. My scout comrades doubted that I required aid. Our scout leader observed the situation yet offered no assistance. An individual leaped over and rescued me.",357,85.52701015189999,0.2396
37,300,0.4173,I was in the boy scouts. We were doing the 50-yard dash at the pier. There were 8 or 9 of us racing. I caught cramps on the third run. I started yelling for help. The other fellows didn't believe me. The scoutmaster ignored me. I started going down in the water. Another guy jumped in and grabbed me.,125.18,9,9,3,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. About eight or nine of us were competing in the race. Cramps seized me during the third attempt. I began to shout for assistance. My peers thought I was joking. The scout leader paid no attention to my plight. I was beginning to sink beneath the surface. Someone else dove in and rescued me.",370,89.8333435083,0.2428
38,304,0.3578,"I was in the boy scouts. We were racing the 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps on the third run. I yelled for help, but no one believed me. The other scouts kept racing, leaving me behind. The scoutmaster ignored my situation. A stranger jumped in to save me.",108.78,8,8,3,"I participated in the boy scouts. At the pier, we competed in a 50-yard sprint. Roughly eight or nine of us were in the race. During the third sprint, I started to cramp up. Crying out for assistance, my pleas were met with disbelief. My fellow scouts continued the race, disregarding me. My plight was overlooked by the scoutmaster. An unfamiliar person intervened to rescue me.",379,82.94091031120001,0.2188
39,307,0.3977,"I was participating in the boy scouts 50-yard dash. There were about 8 or 9 of us racing on the pier. On the third round, I caught cramps and yelled for help. The other fellows thought I was just trying to catch up. The scoutmaster didn't pay me any attention. A guy who just arrived jumped in and saved me.",122.09,6,6,4,"I took part in the boy scouts' 50-yard sprint. Roughly eight or nine of us were competing on the dock. During the third heat, I experienced cramps and shouted for assistance. My peers assumed I was merely attempting to gain ground. The scout leader disregarded my plight. A newcomer dove in and rescued me.",306,85.7796434258,0.2803
40,308,0.2985,"I participated in a 50-yard dash at the pier with the boy scouts. I got cramps during the third 50-yard dash. I yelled for help, but my fellow scouts didn't believe me. My fellow scouts left me struggling and continued racing. The scoutmaster noticed me but didn't react. A random guy jumped in and saved me.",91.92,6,6,1,"I took part in a sprint of 50 yards at the dock alongside the boy scouts. Cramps struck me during the third sprint of 50 yards. I cried out for assistance, yet my scout comrades thought I was joking. The other scouts ignored my plight and kept on with the competition. The scout leader saw my distress but remained unresponsive. An unknown individual leaped to my aid and rescued me.",383,66.0245284754,0.1724
41,310,0.4042,I was in the boy scouts. We were doing the 50-yard dash at the pier. I caught cramps during the third run. I started yelling for help. The fellows did not believe me. They thought I was trying to catch up. They left me behind. The Scoutmaster watched me but did nothing. Another guy jumped over and grabbed me.,125.3,9,9,2,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Cramps seized me on the third attempt. I began to shout for assistance. My peers were skeptical of my plight. They assumed I was attempting to gain ground. They proceeded without me. The Scoutmaster observed my struggle yet remained inactive. Someone else leaped in and rescued me.",360,84.40789029340002,0.2345
42,315,0.4266,I was in the boy scouts. We were doing a 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps the third time down. I started yelling for help. The fellows didn't believe me. All of them kept going and left me. The scoutmaster didn't pay attention. A guy suddenly jumped in and grabbed me.,134.38,9,9,5,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us were competing in the race. Cramps seized me on the third run. I began to shout for assistance. My companions doubted my distress. They all continued racing, abandoning me. The scoutmaster overlooked my situation. Suddenly, an individual dove in and rescued me.",368,98.22826924200001,0.2669
43,316,0.3478,"I was participating in the 50-yard dash. We were racing at the pier. There were about 8 or 9 of us racing. I caught cramps on the third round. I yelled for help, but my friends didn't believe me. Everyone kept racing and left me behind. The scoutmaster was watching but ignored me. A passerby jumped in and saved me.",109.9,8,8,2,"I took part in the short sprint event. The competition took place on the dock. Roughly eight or nine competitors were in the race. During the third lap, I started to get muscle cramps. Crying out for assistance, my companions thought I was joking. All the other racers continued on, leaving me in their wake. Although the scout leader was observing, he disregarded my plight. An onlooker intervened and came to my rescue.",421,65.41481778520001,0.1554
44,317,0.3378,"I was in the boy scouts competing in a 50-yard dash at the pier. I was racing with about 8 or 9 other boys. During the third run, I caught cramps and started yelling for help. The other boys thought I was pretending and kept running. The scoutmaster saw me but ignored my cries. A stranger jumped over and rescued me.",107.09,6,6,5,"As a member of the boy scouts, I participated in a sprint competition on the dock. I competed against roughly 8 or 9 other lads in the race. On the third attempt, I was seized by cramps and began to shout for assistance. My competitors believed I was faking and continued their race. Although the scout leader noticed me, he disregarded my pleas. An onlooker leaped in and came to my aid.",388,76.1626236027,0.1963
45,319,0.3849,"I was in the boy scouts. We were doing the 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps the third time racing. I yelled for help, but they didn't believe me. The other racers kept going and left me. The scoutmaster was watching but ignored me. A guy suddenly jumped in and grabbed me.",122.77,8,8,1,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us were competing in the race. During the third race, I started to get muscle cramps. I called out for assistance, yet they thought I was joking. The rest of the competitors continued on and abandoned me. Despite observing the situation, the scoutmaster disregarded my plight. Suddenly, an individual dove in and rescued me.",428,93.11830900350002,0.2176
46,322,0.427,I was in the boy scouts. We were doing the 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps and yelled for help going down the third time. The fellows didn't believe I needed help. The scoutmaster was watching but didn't help me. I started going down. Another guy jumped over and grabbed me.,137.48,8,8,8,"I participated in the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us were competing in the race. Suffering from cramps, I screamed for assistance as I submerged for the third time. The other boys doubted that I required aid. Although the scoutmaster observed the situation, he did not intervene. I began to sink. Someone else leaped in and rescued me.",389,96.5326206443,0.2482
47,327,0.379,I was in the boy scouts. We were doing the 50-yard dash. We were at the pier racing. There were about 8 or 9 of us. I caught cramps during the third race. I started yelling for help. The others didn't believe me. The fellow racers left me behind. The scoutmaster ignored me. Another guy noticed me. He jumped in and grabbed me.,123.92,11,11,8,"I belonged to the boy scouts. The 50-yard dash was our activity. Our race took place on the pier. There were roughly 8 to 9 participants. During the third race, I experienced cramps. I began to scream for assistance. My peers didn't take me seriously. My fellow competitors continued without me. The scout leader paid no attention to my plight. Someone else took notice of my situation. He dived in and rescued me.",414,97.31078020399998,0.2351
48,335,0.377,I was in the boy scouts. We were doing the 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps on the third run. I started yelling for help. The others did not believe me. They thought I was trying to catch up. They all left me behind. The scoutmaster did not pay attention. A stranger jumped in to save me.,126.29,10,10,2,"I belonged to the boy scouts. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us were competing in the race. During the third sprint, I experienced cramps. I began to scream for assistance. My peers were skeptical of my distress. They assumed I was attempting to gain ground. Consequently, they proceeded without me. The scoutmaster overlooked my situation. An unknown individual leapt into action to rescue me.",433,99.07714079510002,0.2288
49,340,0.38,"I was in boy scouts doing a 50-yard dash at the pier. About 8 or 9 of us were racing back and forth. On the third time, I got cramps and yelled for help. The others didn't believe me and kept going. They left me behind as I started going down. The scoutmaster saw me but didn't pay attention. A guy nearby unexpectedly jumped in to grab me.",129.2,7,7,2,"I participated in a boy scouts event, sprinting 50 yards at the dock. Roughly eight or nine of us competed in repeated sprints. During the third sprint, I experienced cramps and cried out for assistance. My peers doubted my situation and continued racing. As I began to sink, they proceeded without me. The scout leader noticed my struggle but disregarded it. An onlooker, to my surprise, dove in to rescue me.",410,95.4525299055,0.2328
50,348,0.427,I was in the boy scouts. We were racing at the pier. There were about 8 or 9 of us. We were doing the 50-yard dash. I caught cramps going down the third time. I yelled for help. The fellows didn't believe me. They thought I wanted to catch up. The scoutmaster didn't pay attention. Another guy walked up and jumped over. He grabbed me and saved me.,148.6,11,11,1,"I belonged to the boy scouts. At the pier, we engaged in a race. Our group consisted of roughly 8 or 9 members. The activity was a 50-yard sprint. On the third lap, I started to feel cramps. I called out for assistance. My companions doubted my distress. They assumed I was trying to gain an advantage. The scout leader didn't take notice. Someone else approached and leaped in. He came to my rescue and pulled me to safety.",424,91.54761500180001,0.2159
51,352,0.3453,"I was in the boy scouts. We were doing the 50-yard dash. There were about 8 or 9 of us racing. On the third run, I caught cramps. I started yelling 'Help!' during the race. The other scouts didn't believe me. They left me behind as they continued. The scoutmaster watched but ignored me. A man arrived at the pier suddenly. He jumped in and grabbed me.",121.55,10,10,1,"I belonged to the boy scouts group. Our activity was the 50-yard sprint. There were roughly eight or nine of us competing. During the third attempt, I experienced cramps. Amidst the competition, I began to shout 'Help!' My fellow scouts were skeptical of my distress. They continued on, leaving me in their wake. The scout leader observed but disregarded my plight. Suddenly, a man appeared at the dock. He dove in and rescued me.",430,94.65557096960002,0.2201
52,352,0.3639,I was in the boy scouts. We were doing the 50-yard dash at the pier. There were about 8 or 9 of us racing. I caught cramps during the race. I started yelling for help. The other fellows didn't believe me. They thought I was trying to catch up. Everyone kept going and left me. The scoutmaster didn't pay attention to me. A guy jumped in and grabbed me.,128.11,10,10,3,"I belonged to the boy scouts group. At the pier, we engaged in a 50-yard sprint. Roughly eight or nine of us were competing in the sprint. Mid-race, I started to experience cramps. I began to shout for assistance. My peers didn't take my cries seriously. They assumed I was attempting to gain ground. They all continued on and abandoned me. The scout leader didn't heed my calls. Someone dove in and rescued me.",411,86.62021637560001,0.2108
53,352,0.4092,I was in the boy scouts. We were doing a 50-yard dash. We were racing at the pier. There were about 8 or 9 of us. I caught cramps the third time. I started yelling 'Help!' The fellows didn't believe me. They thought I was slowing down. Everyone else kept going. The scoutmaster was watching me. He paid me no attention. Another guy suddenly grabbed me.,144.04,12,12,6,"I belonged to the boy scouts. Our activity was a sprint over 50 yards. Our race took place on the pier. There were roughly eight or nine participants. On the third attempt, I experienced cramps. I began to shout 'Help!' My companions doubted my sincerity. They assumed I was just falling behind. The rest continued to race on. The scout leader observed my struggle. Yet, he seemed to disregard me. Suddenly, another individual came to my rescue.",445,104.98854348300002,0.2359
54,353,0.3315,I was in the boy scouts at the time. We were doing a 50-yard dash at the pier. About 8 or 9 of us were racing. I got cramps during the third run. I started yelling for help. The others didn't believe I needed help. They thought I was pretending. The scoutmaster was watching me. He didn't pay attention to my cries. Another guy jumped in and grabbed me.,117.03,10,10,7,"At that period, I was a member of the boy scouts. Our activity involved sprinting 50 yards at the dock. There were about eight or nine of us competing in the race. During the third attempt, I experienced muscle cramps. I began to shout for assistance. My peers doubted that I was in genuine need of aid. They assumed I was just acting. Our scout leader was observing my actions. However, he disregarded my pleas for help. Someone else took the plunge and came to my rescue.",473,82.2086558337,0.1738
55,354,0.3828,I was in the boy scouts. We were doing the 50-yard dash. We raced at the pier. There were about 8 or 9 of us. I caught cramps during the third run. I started yelling for help. The fellows didn't believe me. They thought I was just slowing down. Everyone else kept going. The scoutmaster didn't pay attention to me. Another guy jumped over and grabbed me.,135.51,11,11,7,"I belonged to the boy scouts. The 50-yard dash was our activity. Our race took place on the pier. There were roughly eight or nine participants. During the third sprint, I experienced cramps. I began to shout for assistance. My peers were skeptical of my plight. They assumed I was merely losing speed. The rest continued to race ahead. The scout leader didn't heed my cries. Someone else leaped to my aid and seized me.",420,102.22362987279999,0.2434
