recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
59c63ec50aaf750001213c37,38.68,0.33,"boy scout on a trip wit 8 or 9 others at the pier. boy falls in but scout leader does nothing, passer by rescues him.",14.69,-6.21,1.69,13.76,-1.44,5.95,-2.24,3.76,-3.5,-0.89,0.21,-0.86,2.12,5.19,-0.43,-0.85,5.31,2.89,-0.47
60670ac0fc7e169231369ab1,39.5,0.15,"There was a boy part of the boys scout and they were doing a 50 yard dash run, unfortunately the boy ended up getting a cramp while doing the exercise. He called for help however no one gave him any attention as they thought that he was doing that as a way of catching up.",18.05,15.06,0.1,-5.71,-0.1,-1.48,3.65,5.77,0.86,4.73,1.05,-0.73,-3.3,0.0,-0.52,2.89,0.72,-0.11,-1.43
59974ec21b3d95000121f77c,41.46,0.21,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,19.41,-2.78,0.29,5.2,-1.54,0.08,2.49,3.05,-1.19,-1.2,1.01,-1.85,2.01,8.78,-0.76,1.4,5.73,1.69,-0.36
597631e5082c9e000150dc26,41.91,0.22,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",16.8,2.59,0.78,11.83,-2.3,-1.43,1.33,8.73,0.7,-0.55,2.02,-0.86,0.12,-1.18,-0.23,0.98,3.42,-0.3,-0.54
5ef7c74aa6fa9d0ff3085f8c,42.02,0.18,"A boy was at the Boys Scouts, and they were swimming. He started to drown and called for help but they assumed that he was just trying to catch up to them because he was so far behind. Then a man came out from nowhere and rescued the boy.",15.31,1.26,0.11,2.63,-1.13,-0.53,1.5,7.67,0.35,6.42,0.59,-1.94,2.05,-0.6,-0.82,0.2,7.54,2.23,-0.82
60fd3ab1157a5701a2cc3468,42.8,0.38,"in the boy scouts, 50 yard dash, got left behind, scout leader didn't help, was another man there no for reason.",22.01,14.12,1.39,-2.88,-1.46,-2.14,1.02,2.34,-5.12,-1.08,0.29,0.01,-2.29,5.08,-1.29,0.48,13.27,0.34,-1.29
5f7366fe5b5261081e3d6fb8,43.15,0.18,I was at the scouts doing the 50 mile dash. We were 8 or 9 miles in and suddenly I shouted help. The other fellows thought I was just slowing down and couldn't catch up so they carried on. This one guy jumped over a wall and picked me up.,17.47,8.49,-1.42,-0.21,0.17,2.33,-1.93,7.33,3.14,6.38,3.86,-2.6,-3.93,-0.8,-0.84,-1.33,2.61,6.63,-2.2
63d44d432dba83234be6588c,43.48,0.24,"He was in the Boy Scouts doing a race going back and forth and he got cramps, the other boys and the scout master ignored him and thought he was lying then another came up at the end.",19.53,7.05,1.72,-1.07,-1.48,2.11,6.91,1.89,2.46,-1.1,0.97,-0.79,-2.99,3.91,-0.81,2.46,4.6,-1.11,-0.78
58cb30568460040001e1e8bc,44.77,0.31,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,10.86,4.12,-1.42,13.94,-0.86,-1.09,7.88,4.93,1.63,-0.95,0.4,-1.77,0.77,1.74,-0.41,-0.46,5.02,1.03,-0.59
5d11cf66e555d5001ac10ceb,45.45,0.22,8 or 9 scouts people doing the 70m dash. One fell over was ignored by scoutmaster and everyone else as they thought he was joking. Some man who had just walked up that minuet reached over and grabbed him.,13.15,10.04,-1.8,-1.11,0.15,6.04,-2.28,0.94,-1.5,-2.72,0.12,-1.35,-1.38,4.01,-0.24,1.37,17.93,3.2,0.88
60a252db049918aa001fe65a,46.58,0.22,There were 8/9 scouts doing running drills at the peer. The narrator started cramping and asked for help from the teammates but they thought he was joking and the instructor also did not pay attention to him.,11.63,4.64,-1.02,11.56,1.3,7.73,4.86,5.82,1.64,-2.58,0.9,-1.54,-2.52,2.1,-1.19,4.08,1.14,-0.77,-1.2
5ea806dea2d63e011f551ef6,47.24,0.2,A guy was in the Boy Scouts with approximately 9 others. On the 3rd leg the narrator developed cramps and shouted for help which was ignored by the other competitors and the scout master. It was a random stranger that jumped in to help.,20.9,4.12,-4.26,1.05,-1.33,2.72,8.73,7.69,-5.32,-0.8,1.64,-1.67,-2.08,4.55,-0.12,2.71,6.59,3.0,-0.88
607be962688dfb9c1aea6cba,47.26,0.17,I was in the boy scouts and we were doing the 50 yard dash and there was 8 or 9 of us taking part. I got cramp and the others went past me and couldn't see what was happening to me. The scoutmaster just ignored me. Then another scout came to me and just made a grab at me.,23.98,15.56,0.5,-5.21,-0.32,6.86,-0.47,0.33,-5.41,0.59,0.48,-1.36,-3.4,8.96,-0.85,1.08,3.19,1.58,1.17
5b36b8001d4b680001690d9c,48.0,0.29,"So I was in the boy scouts and we was doing the 5 mile dash. We was going up and down. I got cramps, scoutmaster was watching but wasn't paying no attention to me.",26.1,9.83,-2.31,-1.11,0.37,-0.42,5.45,1.28,-3.37,-2.59,0.51,-0.91,-1.0,9.18,1.84,5.46,0.78,-0.34,-0.75
5cc96dda627fc30013fc2354,48.06,0.19,Yo I was part of the boyscouts team and we was participating in the 50m dash and we was going up and down and up and down and then I needed help and shouted help me! But the man didn't help me and there was another man for no reason and he helped me.,23.09,14.87,-0.42,-3.4,-0.55,1.82,3.56,7.78,-4.52,-2.89,0.45,-1.47,-4.03,-0.91,-0.5,0.63,15.03,0.97,-1.45
58df44addc82640001b17a23,48.91,0.24,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,18.62,10.82,1.06,11.12,0.14,16.89,-3.69,-1.48,1.37,-2.16,-1.28,-1.62,-3.0,0.89,-1.1,-1.19,2.09,1.0,0.43
640226e83e2c4614c50dff0e,50.08,0.31,In the boys scouts doing the 50 yard dash. About 8 or 9 people. Gramps was hurt and tried to call for help but people didn't believe. Got grabbed for no reason.,21.62,14.53,0.12,-3.0,-0.94,8.94,-1.76,4.79,3.24,-0.94,-0.41,0.05,-1.54,-0.86,-1.59,0.13,4.91,1.38,1.41
607081b0ecb2499634a349dd,50.28,0.24,Yeh I was in boys Scot. There 7 or 8 of us we going up down three times. Each time fine but on third time my leg was cramping so I was waving yelling. Scotmaster saw me but pay no attention others didn't too.,27.95,-2.98,-1.61,2.37,-0.98,10.33,6.93,5.09,-4.29,-1.22,0.12,-0.37,-2.38,5.97,0.77,4.77,0.64,0.28,-1.11
62b47e0c29438e8654ef9938,50.36,0.21,"I was in the boy scouts doing a run with 8 or 9 others. On the 3rd time I went down with cramps and they all left me behind, despite shouting for help. The scoutmaster also didn't help but some stranger did come over to help me eventually.",22.95,-1.23,-0.66,-2.43,-0.0,8.15,10.89,6.72,-4.19,-0.85,1.79,-0.35,-3.89,8.58,-1.02,1.71,4.48,1.07,-1.36
5e5d32f95e8b3302eaa16ca3,50.61,0.28,"Yeh I was in the scouts and we did the 50 yard dash, one time we did the 50 yard dash and I fell in the water and shouted help but the others didn’t believe me and the scout master.",25.1,17.15,-0.73,-0.02,-0.17,-4.28,0.77,6.26,3.35,-1.47,0.69,-1.98,0.48,7.37,-1.42,-1.31,0.87,0.78,-0.83
60c00052c391140811ca1d54,51.73,0.13,he was in the boyscout and they were doing the 50-yard dash racing up and down and back. there were 8 to 9 of them and suddenly during the game he fell and all the other opponents passed him when he cried for help reason being they thought he just wanted to catch up because he was slower than the rest. until one of them caught up with him and helped him even after being ignored by everyone.,17.56,15.95,3.01,-3.66,-0.34,12.17,-0.68,4.14,-0.3,9.35,2.64,-0.48,-4.42,-0.16,-0.55,1.47,-2.19,-0.41,-1.37
5f36f1a0cca76a1549baf6dc,53.99,0.2,"The author was in the scouts, they were involved in a running race involving 8 or 9 other young people. They raced along the pier. The author got cramps and started to slow down. The author called for help but none was given either by the other young people or scoutmaster.",20.27,6.42,0.91,10.79,-1.09,5.38,4.64,4.23,-3.61,0.04,0.14,-1.51,-3.0,7.85,-0.36,2.14,1.44,0.2,-0.89
60120be28d147221feddc4d5,54.75,0.29,"Boy in the boy scouts who was running a 50-yard dash with 8 or 9 other guys. The third time they ran the course, he got cramps and started to head down. But another guy caught and grabbed him.",20.23,17.02,0.55,-3.31,0.23,7.71,10.57,-0.64,-4.96,-1.41,0.47,-0.87,2.84,0.46,0.02,0.19,3.82,0.83,1.0
6130db53a8123c2c3700f988,55.09,0.15,"There was a run/race in the boy scouts on the pier. There was about 8 or 9 boys taking part. They were running back and forth and the main boy got cramp in his leg. Potentially, the other boys did not believe the cramp was real or they did not want to stop to help as it would mean they could lose the race. Even the scout master did not pay the boy any attention.",18.55,5.49,0.69,10.0,-0.45,11.38,3.02,0.84,1.91,-0.49,0.95,-2.94,-4.42,5.0,-0.62,5.27,1.33,0.98,-1.4
6056487421642ca6fef2f200,55.52,0.37,"a boy was a scouts on the pier doing the 50meter dash, when he got cramps. everyone thought he was faking, even the scoutmaster. then a man grabbed him.",15.77,12.76,-0.42,11.64,0.32,-1.52,4.82,2.14,-0.53,-1.43,0.86,-1.06,-0.78,6.9,-0.93,0.6,3.88,1.61,0.89
5bf769ac2dd20c00013188d1,55.94,0.17,I was in the boy scouts and were doing the 50 yard dash. We ran back and forth 3 times. On the third time I started to cramp. None of the others believed me so they just kept running. Our scoutmaster paid me no attention at all. A random stranger who also happened to be running the same trail came up and grabbed me and helped me finish.,23.14,13.51,-1.83,-2.63,-0.53,-2.02,8.25,1.8,2.4,-1.01,2.1,-1.66,-2.65,6.97,-1.0,6.24,3.66,0.59,0.61
60cf6ac511be7d68ef982d47,56.97,0.21,a boy in the boy scouts was competing in a race with 8 or 9 others on a pier when he started to fall back. the other kept running as they thought he slowed down and the scout master didn't do anything either. suddenly somebody grabbed him to stop him falling any further.,17.81,4.85,1.42,10.62,-1.66,7.17,-2.02,0.59,-0.98,3.04,2.43,-2.12,0.29,7.04,0.12,0.83,4.97,1.03,1.54
5e90b34a9e934e3ccc7330ba,57.26,0.31,"A boy in the scouts was at a pier with 8 or 9 others running 50 yard races. He got a cramp but no one came to help him, even his scout master. Eventually a random person came to help him.",18.03,8.95,1.81,11.89,1.02,7.65,3.66,2.5,-4.3,-2.65,0.71,-1.21,-3.18,4.81,-0.16,1.54,5.56,1.41,-0.78
6414700ca2b49ecb73f91a6d,57.74,0.25,a boy was in the boy scouts and they went swimming off the pier. the boy got cramp but everyone ignored him thinking he was just slow. the scoutmaster did not notice him. a stranger saw he was in difficulties and jumped in to help him.,18.07,-2.83,-0.14,10.65,-0.92,-0.15,5.17,5.45,0.95,2.35,1.27,-2.53,1.74,7.85,-0.61,1.87,7.39,2.95,-0.79
630492ce98f024b7188676df,58.6,0.26,yeah i was in the boy scouts doing the 50 yard dash down by the pier the 50 yard dash there were 8 or 9 of us and something about paying attention then the scoutmaster was there then a man came from nowhere and grabbed him,27.79,14.24,1.61,9.68,1.2,9.69,-13.32,-0.24,-2.63,-1.66,-0.28,-1.83,-2.04,10.22,-0.22,-1.38,7.75,0.94,-0.92
5acb92e9e1099600016ad073,60.0,0.27,"There were 8-9 Boy Scouts doing a 50 yard run. On the third run, the narrator got cramp, but the other scouts thought he was using it as a tactic to catch up and the scoutmaster did not respond so another guy helped him out.",18.52,13.03,-1.3,-4.06,1.57,6.96,8.36,2.23,0.44,4.43,1.65,-1.22,-3.97,8.71,-1.27,1.15,4.56,1.5,-1.29
63f7792ffa2f18ec31a85d24,61.4,0.31,"Yeh we done the 50 year-dash, racing, but then we were up the pair so we did the 50-yrad dash, i started to get cramp and yeld ""Help!"" but fellows didn't believe me, then the ScoutMaster was there.",12.39,15.58,5.92,5.65,4.22,-5.68,2.48,12.62,11.05,-2.79,-0.47,-1.99,-1.91,7.44,-0.97,-1.97,1.48,-0.78,-0.87
62ceb5cfb6888fc7fabe1c20,62.7,0.27,"A person tells the story of how he was in the Boy Scouts and he did the 50-yard dash in the pier, and how he was left by his group and, despite asking for help from his Scoutmaster, everyone left him. He was then grabbed by someone.",21.4,17.71,2.2,13.83,-0.48,-2.16,1.55,3.7,-4.09,-0.31,1.5,0.31,-4.4,9.67,-1.12,-0.03,1.58,0.83,1.01
60e845f301f5a5901200baf4,63.6,0.24,"A boy was with the scoutmaster and he was going up and down and on the third time of going up the pier he had cramps and shouted 'help' but no-one believed him, even the scoutmaster looked on by until this guy came out of nowhere and grabbed the boy and saved him.",13.49,-0.49,0.16,11.68,0.14,0.79,9.07,8.75,1.79,-1.11,0.03,-3.2,1.31,7.87,1.36,0.55,8.88,1.77,0.76
5983d65a5f25e900012642a6,63.94,0.37,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",20.95,0.31,-0.16,12.0,-0.46,1.94,9.24,3.92,3.88,-0.94,1.39,-1.75,-0.69,8.4,-1.57,2.33,3.1,3.45,-1.4
60041b89f0b70121fb013c80,64.14,0.15,I was in the boy scouts and doing the 50 yard dash I was running with a bunch of other kids or was I swimming? because I got a cramp and was going down No one was looking at me I was calling HELP but no one paid attention or they thought I was faking it and just wanted to slow them down and get ahead There was a scout leader watching everyone but he didn't see me Just as I was going down another person came along side me and pulled me up.,22.18,15.56,0.23,0.45,-2.05,-0.97,1.43,5.91,-0.2,2.67,1.58,-2.11,2.75,7.54,0.58,3.86,4.49,0.14,0.1
5edcea8b73beeb9b0a9d18c9,64.22,0.28,"Someone was in boy scouts, doing a 50 yard dash, on I think a pier or balcony, about 7 or 8 of them, one of them caught a pain, cramps maybe. Shouted for some help, no one believed them, no one paid attention, so someone grabbed him.",21.93,12.79,1.79,10.3,-1.3,4.19,3.03,6.14,2.68,-0.14,-0.05,-1.93,-1.29,0.5,-1.54,1.67,2.87,1.86,0.72
56f5d4dc736c79000b228286,67.03,0.21,"In the boy scouts and was doing 50m back and forth along the pier. After the third go he started to get cramp. He called out ""Help!"" but no of the other racers stopped to help because they thought he was doing it to slow down the others. Eventually a passer by walked up and jumped over to pull the guy with cramp out.",19.81,8.47,0.5,10.84,0.83,1.37,7.95,11.05,0.62,-0.93,2.52,-2.47,-1.11,-1.48,-0.33,-0.66,5.42,5.27,-0.64
5ede96d4334831121745dcd6,67.32,0.31,"Guy was in the boy scouts, one day they were doing the 50 yard dash at the pier, there were 8 or 9 others taking part, the 3rd time the narrator went down with cramp, everyone ignored him including the scoutmaster.",21.71,14.95,1.61,12.95,0.3,9.72,8.52,1.94,-6.15,-2.5,1.25,-2.12,-3.19,7.82,-0.98,2.21,1.17,-0.27,-1.62
6055fdee1debaae78b980e6b,68.0,0.21,"He was the boy scouts. We were at the pier for the 50 yard dash, About 8 or 9 boys in total. They started running up and down And on the third time he fell. Everybody ignored him - The boys and scoutmaster, Who was also there. Eventually somebody he didn't know saw he was struggling And grabbed him, Pulling him away.",22.03,11.41,-0.58,10.8,-0.24,11.13,4.62,-0.03,-3.89,-1.69,0.57,-1.97,-0.72,8.99,-0.29,2.31,3.98,0.84,0.73
5be1cc598c6a19000137a503,68.56,0.25,I was in the boy scouts and I was doing the 50 yard dash. I was on a pier with other boys we had to keep running up and down up and down. I got the cramps but they run past me. The scout master could see me but he didn't do anything. Another guy went over me and picked me up.,24.42,17.39,0.62,9.63,-2.06,3.2,7.97,-0.23,-4.57,-2.16,-0.14,-0.37,-3.12,8.36,1.89,1.41,5.25,2.47,-1.4
606368818e6b621922c84680,69.32,0.25,"I was in the boy scouts and we were running a 50 yard dash up and down to the pier 3 times, I got the cramps and started yelling but the boys ignored me. The scoutmaster saw me yelling but he ignored me as well and did nothing at that moment a man walking by saw me a helped me.",23.07,11.89,-0.53,8.4,-1.0,-1.77,10.0,7.09,1.7,-1.54,0.51,-2.39,-4.77,9.53,0.46,3.59,6.32,-0.48,-0.76
59d4d493c618a50001cf5c6a,74.42,0.27,"He was in the boyscouts at the time. They were at the pier doing a race, about 8 or 9 of them, racing, going backwards and forwards. He had cramps and yelled out, but they didn't believe him. They thought he wanted to stop. That's when the man leaned over and grabbed him.",23.01,4.99,3.65,11.35,-0.48,13.77,5.76,7.09,6.24,-2.02,-0.87,-3.01,-0.37,-1.32,-0.4,-1.01,4.23,3.13,0.68
61059784fd4a489bfad21fcd,78.93,0.33,"The scouts were doing a 50 yard dash backwards and forwards on a roped off area of the pier, he got cramp the others thought he was just slowing down, the scoutmaster paid no attention but another man saw and jumped down and grabbed him.",12.43,13.18,1.03,14.75,-0.21,2.63,5.03,1.53,0.35,4.1,0.92,-2.82,1.05,9.64,-0.76,2.94,8.13,4.28,0.73
610eed701307b477c5f8771e,79.94,0.3,"yeh, when i was in boy scouts we was doing a dash, racing, and we was going down and going down, but I got a cramp and yelled ""Help!"" but the other boys thought I was slowing down or not going and the scoutsmaster didn't help, but then a man jumped over and grabbed me.",26.07,10.99,5.46,0.7,-1.24,-0.17,3.99,12.11,2.12,2.41,0.65,-2.32,-1.93,6.55,-0.8,2.06,5.51,6.28,1.5
5f4a33e6d0e4f9031cdc7428,80.12,0.24,"A guy was doing a 50 yard challenge in the boy scouts, there were about 8-9 of them. At the bridge, they kept going up and down, up and down. He then got a cramp but all the others thought he was joking just to try and catch up. The scoutmaster ignored him too. There was just one new guy that saw him and jumped in and grabbed him.",19.38,9.86,-1.39,5.31,-0.82,11.28,5.48,5.8,-0.41,6.03,2.16,-2.65,1.39,8.38,-1.21,2.73,4.85,2.98,0.97
5fc4cb35621804962c7d21df,81.9,0.25,"I was in the boy scouts, doing the 50 yrd dash, going up and down. I was doing it down by the pier and I got cramp. I called out but no one listened to me they thought I was either wanting them to slow down as I was going slowly. The scout master heard me call out but ignored me. Then a man come out of nowhere and grabbed me.",24.09,16.1,0.16,8.59,-0.49,3.28,6.23,4.79,0.09,5.64,1.07,-3.67,-2.96,7.57,0.27,2.97,6.08,1.36,0.73
5bcf6fee56885200013225a6,82.7,0.23,"yeh i was in the boy scouts. there was about 8 or 9 of us and we was swimming in this lake and we were going up and down and up and down, and, then i caught a cramp. i was shouting 'help me!' but the boys thought i was just trying to catch up. so they kept going. and the scoutmaster didnt do nothing either. luckily a man was just walking up. and he came over .",27.31,1.41,-0.67,-0.2,-0.39,11.31,9.82,8.19,2.17,5.84,3.96,-3.6,0.38,8.8,-1.23,1.76,8.17,0.44,-0.77
5ac0eabce1546900019bd744,83.68,0.28,"About 8 or 9 boy scouts were doing a 50 yard dash from the pier. The boy narrating began to experience cramps but the other boys didn't believe him and thought he was pulling a fast one so kept on going, leaving him behind. The Scoutmaster watched but ignored him then a guy appeared and grabbed the boy.",17.05,12.87,1.72,9.15,-0.92,5.78,3.53,3.77,5.22,0.3,2.15,-0.41,-2.07,12.09,2.38,2.15,6.51,1.41,1.0
