segment_id,segment_text,recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,segment_text_rephrased,mbits_rephrased_narrative
17,"And for no reason at all there was another guy, who had just walked up that minute...",56f5d4dc736c79000b228286,"In the boy scouts and was doing 50m back and forth along the pier. After the third go he started to get cramp. He called out ""Help!"" but no of the other racers stopped to help because they thought he was doing it to slow down the others. Eventually a passer by walked up and jumped over to pull the guy with cramp out.",318,10,5.95," Unexpectedly, another individual, who had arrived just at that moment...",0.43
18,He just jumped over,56f5d4dc736c79000b228286,"In the boy scouts and was doing 50m back and forth along the pier. After the third go he started to get cramp. He called out ""Help!"" but no of the other racers stopped to help because they thought he was doing it to slow down the others. Eventually a passer by walked up and jumped over to pull the guy with cramp out.",318,10,5.45, leapt forward,1.08
19,and grabbed me.,56f5d4dc736c79000b228286,"In the boy scouts and was doing 50m back and forth along the pier. After the third go he started to get cramp. He called out ""Help!"" but no of the other racers stopped to help because they thought he was doing it to slow down the others. Eventually a passer by walked up and jumped over to pull the guy with cramp out.",318,10,-0.36, and rescued me.,0.62
1,"Yeah, I was in the boy scouts at the time.",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,10.11," At that time, I was a member of the boy scouts.",26.38
2,"And we was doing the 50-yard dash,",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,5.37," We were engaged in a 50-yard dash,",1.87
3,"racing,",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,0.07," competing,",-0.25
4,"but we was at the pier, marked off,",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,12.39," right at the pier, which was our designated starting point,",11.09
5,and so we was doing the 50-yard dash.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,-1.51, where we were sprinting the 50-yard distance.,-0.98
6,"There was about 8 or 9 of us, you know, going down, coming back.",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,-0.44," There were about eight or nine of us, racing there and back.",-1.94
7,"And, going down the third time, I caught cramps",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,7.0," On our third sprint, I suddenly got cramps",7.25
8,"and I started yelling ""Help!"",",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,2.69," and I began to shout ""Help!"",",2.22
9,"but the fellows didn't believe me, you know.",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,2.89," but my peers didn't take me seriously,",-1.2
10,"They thought I was just trying to catch up, because I was going on or slowing down.",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,-1.51, assuming I was merely trying to catch up or that I was falling behind.,-0.88
11,So all of them kept going.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,0.18," Consequently, they all continued running.",-1.21
12,They leave me.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,-1.24, They left me behind.,-0.17
13,And so I started going down.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,1.0," Consequently, I began to sink.",1.07
14,Scoutmaster was up there.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,2.85, The Scoutmaster was present.,4.48
15,He was watching me.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,-0.08, He saw what was happening to me.,0.16
16,But he didn't pay me no attention either.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,0.87," Yet, he also ignored my plight.",3.66
17,"And for no reason at all there was another guy, who had just walked up that minute...",58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,3.8," Unexpectedly, another individual, who had arrived just at that moment...",2.29
18,He just jumped over,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,0.58, leapt forward,-0.81
19,and grabbed me.,58cb30568460040001e1e8bc,swimming at the pier back and forth 3 times with the scoutmaster but he got cramps and was not helped by his team then another fellow helped him,144,5,-0.07, and rescued me.,0.37
1,"Yeah, I was in the boy scouts at the time.",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,14.44," At that time, I was a member of the boy scouts.",24.84
2,"And we was doing the 50-yard dash,",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,10.25," We were engaged in a 50-yard dash,",9.17
3,"racing,",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,0.98," competing,",2.06
4,"but we was at the pier, marked off,",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,10.1," right at the pier, which was our designated starting point,",10.87
5,and so we was doing the 50-yard dash.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-0.56, where we were sprinting the 50-yard distance.,0.4
6,"There was about 8 or 9 of us, you know, going down, coming back.",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,15.6," There were about eight or nine of us, racing there and back.",12.59
7,"And, going down the third time, I caught cramps",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-1.72," On our third sprint, I suddenly got cramps",1.15
8,"and I started yelling ""Help!"",",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-2.73," and I began to shout ""Help!"",",-4.51
9,"but the fellows didn't believe me, you know.",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,2.58," but my peers didn't take me seriously,",3.36
10,"They thought I was just trying to catch up, because I was going on or slowing down.",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-2.23, assuming I was merely trying to catch up or that I was falling behind.,-2.38
11,So all of them kept going.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-0.76," Consequently, they all continued running.",-2.16
12,They leave me.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-1.33, They left me behind.,-1.98
13,And so I started going down.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-2.07," Consequently, I began to sink.",-2.67
14,Scoutmaster was up there.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,2.09, The Scoutmaster was present.,2.82
15,He was watching me.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-1.25, He saw what was happening to me.,-1.0
16,But he didn't pay me no attention either.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,-0.01," Yet, he also ignored my plight.",0.68
17,"And for no reason at all there was another guy, who had just walked up that minute...",58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,2.07," Unexpectedly, another individual, who had arrived just at that moment...",-1.32
18,He just jumped over,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,0.5, leapt forward,0.34
19,and grabbed me.,58df44addc82640001b17a23,In the scouts and they went to the pier to do a 50 yard dash. There were 8 or 9 of them going up and down. Guy took a leg cramp but the head boy thought he was putting it on. Someone then tried to grab him.,206,8,1.01, and rescued me.,-0.72
1,"Yeah, I was in the boy scouts at the time.",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,17.14," At that time, I was a member of the boy scouts.",29.38
2,"And we was doing the 50-yard dash,",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,4.96," We were engaged in a 50-yard dash,",5.62
3,"racing,",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,0.77," competing,",-0.36
4,"but we was at the pier, marked off,",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,9.6," right at the pier, which was our designated starting point,",13.04
5,and so we was doing the 50-yard dash.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,-1.89, where we were sprinting the 50-yard distance.,-3.0
6,"There was about 8 or 9 of us, you know, going down, coming back.",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,0.2," There were about eight or nine of us, racing there and back.",-2.04
7,"And, going down the third time, I caught cramps",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,0.7," On our third sprint, I suddenly got cramps",6.1
8,"and I started yelling ""Help!"",",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,6.82," and I began to shout ""Help!"",",6.21
9,"but the fellows didn't believe me, you know.",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,2.26," but my peers didn't take me seriously,",2.4
10,"They thought I was just trying to catch up, because I was going on or slowing down.",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,-0.37, assuming I was merely trying to catch up or that I was falling behind.,-0.18
11,So all of them kept going.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,1.5," Consequently, they all continued running.",0.43
12,They leave me.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,-0.71, They left me behind.,0.2
13,And so I started going down.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,0.26," Consequently, I began to sink.",-0.46
14,Scoutmaster was up there.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,0.05, The Scoutmaster was present.,-0.53
15,He was watching me.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,-0.06, He saw what was happening to me.,-0.61
16,But he didn't pay me no attention either.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,1.79," Yet, he also ignored my plight.",0.72
17,"And for no reason at all there was another guy, who had just walked up that minute...",597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,2.73," Unexpectedly, another individual, who had arrived just at that moment...",1.66
18,He just jumped over,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,-0.95, leapt forward,-1.48
19,and grabbed me.,597631e5082c9e000150dc26,"A race in the Boy Scouts, starting from a pier, participant got cramp and started yelling but everyone thought he was faking it and ignored him but in the end someone came along and rescued him.",194,9,0.02, and rescued me.,1.07
1,"Yeah, I was in the boy scouts at the time.",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,14.46," At that time, I was a member of the boy scouts.",27.72
2,"And we was doing the 50-yard dash,",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,2.79," We were engaged in a 50-yard dash,",4.88
3,"racing,",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,0.9," competing,",-1.08
4,"but we was at the pier, marked off,",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,11.22," right at the pier, which was our designated starting point,",10.41
5,and so we was doing the 50-yard dash.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,0.05, where we were sprinting the 50-yard distance.,-0.51
6,"There was about 8 or 9 of us, you know, going down, coming back.",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,1.81," There were about eight or nine of us, racing there and back.",-2.12
7,"And, going down the third time, I caught cramps",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,7.78," On our third sprint, I suddenly got cramps",10.46
8,"and I started yelling ""Help!"",",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,1.52," and I began to shout ""Help!"",",0.05
9,"but the fellows didn't believe me, you know.",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,5.14," but my peers didn't take me seriously,",5.46
10,"They thought I was just trying to catch up, because I was going on or slowing down.",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,-1.41, assuming I was merely trying to catch up or that I was falling behind.,-1.64
11,So all of them kept going.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,0.75," Consequently, they all continued running.",-0.3
12,They leave me.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,-1.48, They left me behind.,-1.36
13,And so I started going down.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,-0.21," Consequently, I began to sink.",-0.92
14,Scoutmaster was up there.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,9.43, The Scoutmaster was present.,6.57
15,He was watching me.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,-2.02, He saw what was happening to me.,-1.71
16,But he didn't pay me no attention either.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,3.99," Yet, he also ignored my plight.",2.45
17,"And for no reason at all there was another guy, who had just walked up that minute...",5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,3.71," Unexpectedly, another individual, who had arrived just at that moment...",-0.41
18,He just jumped over,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,2.47, leapt forward,1.51
19,and grabbed me.,5983d65a5f25e900012642a6,"In boy scouts and going up and down near pier, on third time got cramp but group thought was putting it on, scoutmaster wasn't paying attention so a third person jumped down.",174,6,-0.16, and rescued me.,-0.16
1,"Yeah, I was in the boy scouts at the time.",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,12.1," At that time, I was a member of the boy scouts.",26.27
2,"And we was doing the 50-yard dash,",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,-0.95," We were engaged in a 50-yard dash,",1.51
3,"racing,",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,0.71," competing,",1.48
4,"but we was at the pier, marked off,",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,3.82," right at the pier, which was our designated starting point,",4.98
5,and so we was doing the 50-yard dash.,59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,-1.42, where we were sprinting the 50-yard distance.,-1.07
6,"There was about 8 or 9 of us, you know, going down, coming back.",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,0.74," There were about eight or nine of us, racing there and back.",-1.61
7,"And, going down the third time, I caught cramps",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,1.12," On our third sprint, I suddenly got cramps",1.36
8,"and I started yelling ""Help!"",",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,3.2," and I began to shout ""Help!"",",0.96
9,"but the fellows didn't believe me, you know.",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,0.31," but my peers didn't take me seriously,",1.45
10,"They thought I was just trying to catch up, because I was going on or slowing down.",59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,-1.35, assuming I was merely trying to catch up or that I was falling behind.,0.64
11,So all of them kept going.,59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,0.69," Consequently, they all continued running.",0.04
12,They leave me.,59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,-2.05, They left me behind.,-0.69
13,And so I started going down.,59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,2.61," Consequently, I began to sink.",1.62
14,Scoutmaster was up there.,59974ec21b3d95000121f77c,In Boy Scouts With a crowd of other scouts. Fell into water and repeatedly submerging. Other Scouts and Scoutmaster oblivious to the predicament. A stranger came to the rescue and pulled me out.,194,8,7.52, The Scoutmaster was present.,8.08
