story,sample_idx,keypoints,summary_text,narrative_len_chars,coverage_fraction,coverage_pct,part_coverage_fraction,part_coverage_pct,summary_len_chars,sum_logp,summary_len_tokens,sum_mbits
hester_v1-park,4,"[""The narrator is newly employed"", ""Her father uses a wheelchair"", ""A lunch prayer brings hope"", ""His walking improves for years""]",The narrator is newly employed Her father uses a wheelchair A lunch prayer brings hope His walking improves for years,2414,0.2592592592592592,25.925925925925924,0.75,75.0,117,-128.8054199,20,19.91242155
hester_v1-park,5,"[""The narrator starts adult life"", ""Her father depends on help"", ""She prays beneath an oak"", ""He walks again eventually""]",The narrator starts adult life Her father depends on help She prays beneath an oak He walks again eventually,2414,0.2777777777777778,27.77777777777778,1.0,100.0,108,-126.289325,20,22.544209018094
hester_v1-park,6,"[""The narrator works downtown"", ""Her father remains housebound"", ""She whispers a recovery prayer"", ""He texts about walking""]",The narrator works downtown Her father remains housebound She whispers a recovery prayer He texts about walking,2414,0.2222222222222222,22.22222222222222,0.75,75.0,111,-121.8079558,18,22.56512232999999
hester_v1-park,7,"[""The narrator recalls being twenty-one"", ""Her father faces limited mobility"", ""She prays after a prompting"", ""He recovers most movement""]",The narrator recalls being twenty-one Her father faces limited mobility She prays after a prompting He recovers most movement,2414,0.2037037037037037,20.37037037037037,0.75,75.0,125,-131.41401544,22,24.083216496025003
hester_v1-park,8,"[""The narrator leaves work for lunch"", ""Her father needs a wheelchair"", ""She asks God for healing"", ""He later walks unaided""]",The narrator leaves work for lunch Her father needs a wheelchair She asks God for healing He later walks unaided,2414,0.1666666666666666,16.666666666666664,0.75,75.0,112,-106.73501979004,22,22.210170950524994
hester_v1-park,9,"[""The narrator begins her first job"", ""Her father awaits recovery"", ""She prays despite doubt"", ""His improvement becomes lasting""]",The narrator begins her first job Her father awaits recovery She prays despite doubt His improvement becomes lasting,2414,0.3148148148148148,31.48148148148148,1.0,100.0,116,-121.239354227,19,18.45635047274201
hester_v2-church,0,"[""Grandpa lay bedridden"", ""My sister cared for him"", ""I followed a voice to pray"", ""Grandpa recovered, shaping my faith""]","Grandpa lay bedridden My sister cared for him I followed a voice to pray Grandpa recovered, shaping my faith",3226,0.3518518518518518,35.18518518518518,1.0,100.0,108,-122.79355726,23,35.46567008399999
hester_v2-church,1,"[""Grandpa needed constant care"", ""I heard a command"", ""My prayer preceded his walking"", ""His recovery changed our faith""]",Grandpa needed constant care I heard a command My prayer preceded his walking His recovery changed our faith,3226,0.2777777777777778,27.77777777777778,1.0,100.0,108,-128.97806376,19,26.08993476700001
hester_v2-church,2,"[""Parents left town"", ""Grandpa lay helpless"", ""I prayed after a voice"", ""He recovered and inspired faith""]",Parents left town Grandpa lay helpless I prayed after a voice He recovered and inspired faith,3226,0.3518518518518518,35.18518518518518,1.0,100.0,93,-124.819587,17,29.612742070000007
hester_v2-church,3,"[""I worked alone in a bookstore"", ""A voice sent me churchward"", ""My candle prayer sought healing"", ""Grandpa's recovery became lasting proof""]",I worked alone in a bookstore A voice sent me churchward My candle prayer sought healing Grandpa's recovery became lasting proof,3226,0.2962962962962963,29.629629629629623,1.0,100.0,128,-162.2016558,24,31.203308770000003
hester_v2-church,4,"[""My sister watched Grandpa"", ""I reluctantly lit a candle"", ""He rose when I returned"", ""His life and memory endured""]",My sister watched Grandpa I reluctantly lit a candle He rose when I returned His life and memory endured,3226,0.2037037037037037,20.37037037037037,1.0,100.0,104,-129.7209826,20,17.441584259999996
hester_v2-church,5,"[""Grandpa could not walk"", ""A voice urged prayer"", ""He walked that afternoon"", ""The miracle sustained my faith""]",Grandpa could not walk A voice urged prayer He walked that afternoon The miracle sustained my faith,3226,0.2037037037037037,20.37037037037037,0.75,75.0,99,-115.35241915,18,18.04218335
hester_v2-church,6,"[""I shelved books alone"", ""Grandpa remained bedridden"", ""I prayed despite doubt"", ""His recovery reshaped our lives""]",I shelved books alone Grandpa remained bedridden I prayed despite doubt His recovery reshaped our lives,3226,0.3703703703703703,37.03703703703704,1.0,100.0,103,-118.66706646,20,33.838690735981444
hester_v2-church,7,"[""Grandpa's illness burdened us"", ""I obeyed an inner voice"", ""My prayer marked recovery"", ""His memory still comforts me""]",Grandpa's illness burdened us I obeyed an inner voice My prayer marked recovery His memory still comforts me,3226,0.4444444444444444,44.44444444444444,1.0,100.0,108,-124.86708783,22,24.6782366317
hester_v2-church,8,"[""My family faced sickness"", ""A voice directed me"", ""I asked God for healing"", ""Grandpa recovered and died cherished""]",My family faced sickness A voice directed me I asked God for healing Grandpa recovered and died cherished,3226,0.4814814814814814,48.148148148148145,1.0,100.0,105,-124.27947024,19,20.43305599
hester_v2-church,9,"[""Grandpa depended on family"", ""I felt called to church"", ""My prayer preceded his strength"", ""His years deepened my faith""]",Grandpa depended on family I felt called to church My prayer preceded his strength His years deepened my faith,3226,0.5370370370370371,53.70370370370371,1.0,100.0,110,-129.99389108,21,17.152417667999995
panic,0,"[""He worked late"", ""Chest pressure escalated"", ""The manager rescued him"", ""He recovered and learned self-care""]",He worked late Chest pressure escalated The manager rescued him He recovered and learned self-care,1890,0.2678571428571428,26.785714285714285,1.0,100.0,98,-103.47342494,16,28.991839149999997
panic,1,"[""A warehouse worker skipped food"", ""Panic symptoms struck"", ""His manager intervened"", ""Rest and water helped""]",A warehouse worker skipped food Panic symptoms struck His manager intervened Rest and water helped,1890,0.3571428571428571,35.714285714285715,1.0,100.0,98,-107.0784632,15,21.473435699999992
panic,2,"[""He stocked boxes"", ""Lightheadedness became chest pressure"", ""The manager caught him"", ""He resolved to rest""]",He stocked boxes Lightheadedness became chest pressure The manager caught him He resolved to rest,1890,0.1964285714285714,19.642857142857142,1.0,100.0,97,-120.376025162,19,34.4905906842
panic,3,"[""He worked hungry"", ""A panic attack overwhelmed him"", ""The manager assisted him"", ""He recovered safely""]",He worked hungry A panic attack overwhelmed him The manager assisted him He recovered safely,1890,0.5,50.0,1.0,100.0,92,-95.7314801,15,6.068062849999997
panic,4,"[""The narrator labored"", ""His breathing failed"", ""The manager noticed him"", ""Self-care became important""]",The narrator labored His breathing failed The manager noticed him Self-care became important,1890,0.4642857142857143,46.42857142857143,1.0,100.0,92,-103.508567,15,8.848883959999993
panic,5,"[""He organized merchandise"", ""Fearful symptoms intensified"", ""The manager seated him"", ""He learned prevention""]",He organized merchandise Fearful symptoms intensified The manager seated him He learned prevention,1890,0.2678571428571428,26.785714285714285,1.0,100.0,98,-117.4080514,14,20.911414549999993
panic,6,"[""He ignored lightheadedness"", ""Chest tightness worsened"", ""Help arrived quickly"", ""The episode ended safely""]",He ignored lightheadedness Chest tightness worsened Help arrived quickly The episode ended safely,1890,0.3571428571428571,35.714285714285715,1.0,100.0,97,-99.4846290146,19,11.657839038160004
panic,7,"[""He worked without eating"", ""His condition collapsed"", ""The manager provided aid"", ""He changed his habits""]",He worked without eating His condition collapsed The manager provided aid He changed his habits,1890,0.2321428571428571,23.214285714285715,1.0,100.0,95,-94.85443,15,12.240643600000002
panic,8,"[""The worker felt strange"", ""Panic signs peaked"", ""His manager stabilized him"", ""He recognized self-care""]",The worker felt strange Panic signs peaked His manager stabilized him He recognized self-care,1890,0.375,37.5,1.0,100.0,93,-112.0502275,15,14.581871220000004
panic,9,"[""He stocked the warehouse"", ""A panic attack started"", ""The manager rescued him"", ""Recovery taught caution""]",He stocked the warehouse A panic attack started The manager rescued him Recovery taught caution,1890,0.4464285714285714,44.642857142857146,1.0,100.0,95,-108.4110423,15,10.863089129999995
doSomething,0,"[""The narrator drove to softball"", ""A motorist blocked the turn"", ""The motorist tailgated and weaved"", ""Deputies followed his retreat""]",The narrator drove to softball A motorist blocked the turn The motorist tailgated and weaved Deputies followed his retreat,3426,0.1358024691358024,13.580246913580249,0.75,75.0,122,-138.3475016845,25,34.3841187858
doSomething,1,"[""They headed to a game"", ""A man obstructed traffic"", ""He followed erratically"", ""Police pursued him""]",They headed to a game A man obstructed traffic He followed erratically Police pursued him,3426,0.2222222222222222,22.22222222222222,1.0,100.0,89,-98.352300035,17,23.067956343250003
doSomething,2,"[""Lisa rode to softball"", ""A driver pulled out"", ""His car weaved behind them"", ""Deputies investigated him""]",Lisa rode to softball A driver pulled out His car weaved behind them Deputies investigated him,3426,0.1234567901234567,12.34567901234568,0.75,75.0,94,-127.5683707,18,24.91031193
doSomething,3,"[""The couple approached Homestead"", ""A driver blocked Twenty-four"", ""He tailgated dangerously"", ""Sheriffs tracked his escape""]",The couple approached Homestead A driver blocked Twenty-four He tailgated dangerously Sheriffs tracked his escape,3426,0.2345679012345679,23.456790123456788,1.0,100.0,113,-139.97213656,20,29.97411312463999
doSomething,4,"[""They traveled to church softball"", ""A man entered badly"", ""He drove like drunk"", ""Deputies followed his car""]",They traveled to church softball A man entered badly He drove like drunk Deputies followed his car,3426,0.2098765432098765,20.98765432098765,1.0,100.0,98,-122.46819794,18,18.77680369
doSomething,5,"[""The narrator neared the diamond"", ""A motorist blocked him"", ""The motorist swerved behind"", ""Police chased him away""]",The narrator neared the diamond A motorist blocked him The motorist swerved behind Police chased him away,3426,0.1358024691358024,13.580246913580249,0.75,75.0,105,-112.508108826,21,12.358054402560006
doSomething,6,"[""They drove up Aboite"", ""A driver caused conflict"", ""Lisa noticed tailgating"", ""Deputies pursued the driver""]",They drove up Aboite A driver caused conflict Lisa noticed tailgating Deputies pursued the driver,3426,0.1604938271604938,16.049382716049383,0.75,75.0,97,-131.30123167,20,26.65131542745999
doSomething,7,"[""The narrator sought softball"", ""A man blocked the highway"", ""He weaved closely"", ""Sheriffs followed his reversal""]",The narrator sought softball A man blocked the highway He weaved closely Sheriffs followed his reversal,3426,0.0987654320987654,9.876543209876544,0.75,75.0,103,-138.0897125,18,27.29765550800001
doSomething,8,"[""They went to Homestead"", ""A driver forced entry"", ""The driver trailed erratically"", ""Deputies checked him""]",They went to Homestead A driver forced entry The driver trailed erratically Deputies checked him,3426,0.074074074074074,7.4074074074074066,0.75,75.0,96,-118.6788806,18,22.163997922999993
doSomething,9,"[""The narrator drove north"", ""A motorist cut in"", ""The motorist seemed impaired"", ""Police followed him""]",The narrator drove north A motorist cut in The motorist seemed impaired Police followed him,3426,0.1728395061728395,17.28395061728395,1.0,100.0,91,-98.954869635,17,11.13394946079999
bear,0,"[""College friends hunted his farm"", ""The group sought Canadian bears"", ""Cards chose him as hunter"", ""His cabin trick ended invitations""]",College friends hunted his farm The group sought Canadian bears Cards chose him as hunter His cabin trick ended invitations,4882,0.0983606557377049,9.836065573770492,1.0,100.0,123,-169.0851516,20,53.57430380000001
bear,1,"[""Four athletes became college friends"", ""City friends enjoyed farm hunts"", ""Canada scared them indoors"", ""His bear delivery ended invites""]",Four athletes became college friends City friends enjoyed farm hunts Canada scared them indoors His bear delivery ended invites,4882,0.1393442622950819,13.934426229508196,1.0,100.0,127,-175.4182713,19,39.74310253999999
bear,2,"[""He joined city friends at college"", ""They hunted around his farm"", ""A card draw sent him outside"", ""His bear chase ended invitations""]",He joined city friends at college They hunted around his farm A card draw sent him outside His bear chase ended invitations,4882,0.0901639344262295,9.01639344262295,0.75,75.0,123,-156.52636976,22,35.895065945
bear,3,"[""Farm chores bonded the friends"", ""Hunting trips became routine"", ""A Canadian bear hunt scared them"", ""His door trick stopped invitations""]",Farm chores bonded the friends Hunting trips became routine A Canadian bear hunt scared them His door trick stopped invitations,4882,0.8032786885245902,80.32786885245902,1.0,100.0,127,-157.3649428,20,32.89369614
