index,keypoints,keypoints_len_in_chars,original_mbits,rephrased_mbits,"produced
key points","required
key points",attempt
18,I was a rookie in the police force. The Chief was a veteran. The Chief's daughter tried to impress me. I wasn't fond of her chatter. She left a message about running away. The Chief came to my apartment. We searched for her but found nothing. She was found at the police station. I transferred and left the force.,313,107.24,94.03,9,9,1
19,I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast back then. The Chief's daughter tried to impress me. I wasn't fond of her because she was a chatterbox. She left a message saying she would run away. The Chief came to my apartment looking intimidating. We searched for her but found her at the police station. I transferred and left because of the Chief's attitude.,425,150.32,122.53,9,9,2
20,"I was a rookie in the police force. The Chief was a veteran and had a young daughter. I was a fitness enthusiast. She seemed to be trying to impress me. I wasn't fond of her because she was a chatterbox. She left a message saying she would run away. The Chief came to my apartment looking intimidating. We couldn't locate her, but she was at the police station. I transferred and left after my rookie year.",406,157.24,132.93,9,9,3
21,"I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast at that time. The daughter tried to impress me, but I wasn't fond of her. She was a chatterbox, and I found her annoying. She threatened to run away because her father scolded her about me. The Chief came to my apartment looking worried. I suggested searching for her, and he agreed. We found her safely at the police station later. I decided to transfer and leave the police force that year.",502,133.79,123.99,10,10,1
22,I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I was not fond of her because she was a chatterbox. She left a message saying she might run away. The Chief came to my apartment looking intimidating. I calmed him down and proposed a search. We searched and found her scarf but not her. She was at the police station and hadn't run away.,440,170.65,142.14,10,10,2
23,"I was a rookie in the police force. The Chief was a veteran with a notorious criminal capture. The Chief's daughter was trying to impress me. I didn't like her because she was a chatterbox. She left a message saying she would run away. The Chief confronted me at my apartment. I calmed him and suggested we search for her together. We searched and found her scarf near a park. We returned to find her safely at the police station. The deputy advised me to transfer and leave, so I did.",485,187.58,163.56,10,10,3
24,I was a rookie in the police force. The Chief was a veteran with a notorious criminal capture. The Chief had a young daughter. I was a fitness enthusiast. I wasn't fond of the Chief's daughter. The Chief's daughter was a chatterbox. She left a message about running away. The Chief arrived at my apartment looking intimidating. I calmed him and suggested searching for her. She was found reading a book at the police station. I transferred after being advised by the deputy.,474,162.95,140.69,11,11,1
25,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The daughter tried to impress me. I wasn't fond of her because she talked a lot. The daughter left a message about running away. The Chief came to my apartment. I proposed a search for the daughter. We couldn't locate her at the park. I transferred and left the police force.,396,143.6,116.94,11,11,2
26,I was a rookie in the police force. The Chief was a veteran officer. The Chief had a young daughter. I was a fitness enthusiast. She seemed to try to impress me. I wasn't very fond of the Chief's daughter. She left a message about running away. The Chief visited my apartment angrily. I proposed to help search for his daughter. We found her at the police station. I transferred and left the police force.,405,133.04,111.8,11,11,3
27,"I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast in those days. The Chief's daughter tried to impress me. I found her talkative and didn't like her much. She left a message about running away. The Chief came to my apartment looking intimidating. I calmed him down and proposed a search plan. We went where they found her scarf near a park. We couldn't locate her and returned to the station. She was at the station with a book, not missing. I transferred and left on advice from Frank Mitchell.",555,240.75,193.41,12,12,1
28,I was a rookie in the police force. The Chief was a veteran with a notorious catch. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to try impressing me. I found her a charming chatterbox. She left a message about running away. The Chief came to my apartment upset. I proposed we search for her. We found her scarf near a park. She was at the police station with a book. I transferred and left after my rookie year.,447,179.53,153.1,12,12,2
29,"I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast back then. The Chief's daughter tried to impress me. I wasn't fond of her because she talked a lot. She left a message about running away. The Chief came to my apartment, looking intimidating. I calmed him down and suggested a search plan. We searched near the park where her scarf was found. We didn't locate her and returned to the station. She was at the station reading a book, not runaway. I transferred after Deputy Frank Mitchell advised me.",558,222.7,192.91,12,12,3
30,I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I wasn't very fond of her. She was a chatterbox. The daughter left a message about running away. The Chief came to my apartment. I calmed the Chief down. We searched for her at the park. We couldn't locate her initially. We found her at the police station. I transferred and left the force.,443,147.39,126.1,13,13,1
31,I was a rookie in the police force. The Chief was a veteran officer. I was a fitness enthusiast back then. The Chief had a young daughter. She seemed to try to impress me. I wasn't fond of her chatterbox nature. She left a message about running away. The Chief came to my apartment worried. I calmed him down and strategized a search. We searched near a park but didn't find her. We found her later at the police station. The deputy advised me to transfer and leave. I transferred and ended my rookie year.,506,181.0,149.7,13,13,2
32,I was a rookie in the police force. The Chief was a veteran officer. He had a young daughter. I was a fitness enthusiast. She was trying to impress me. I never noticed her intentions. She was charming but talked too much. She left a message about running away. The Chief arrived at my apartment. I proposed a search plan for his daughter. We searched but couldn't find her initially. She was found at the police station later. I transferred and left after my rookie year.,471,150.2,134.26,13,13,3
33,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. She was trying to impress me. I wasn't very fond of her. She was a chatterbox. She left a message saying she'd run away. The Chief came to my apartment. I calmed him down. We searched for her near a park. We found her at the police station. The deputy said to transfer. I transferred and left.,414,170.58,134.88,14,14,1
34,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I didn't observe her attempts. She was charming but a chatterbox. She left a message about running away. The Chief came to my apartment. I calmed him down and strategized a search. We searched for her near a park. We found her at the police station. The Chief's daughter hadn't run away. I transferred and left the force.,484,168.25,128.02,14,14,2
35,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. She tried to impress me. She was a chatterbox. She threatened to run away. The Chief came to my apartment. I calmed him down. We searched for her. We couldn't locate her. She was at the police station. Frank Mitchell advised me to transfer. I transferred and left.,385,178.71,144.41,14,14,3
36,I was a rookie in the police force. The Chief was a veteran. The Chief had a notorious criminal capture. He was awarded for bravery. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter was trying to impress me. I never observed her intentions. I wasn't fond of her because she talked a lot. She left a message saying she was running away. The Chief came to my apartment looking intimidating. I calmed him down and proposed a search plan. We searched and found her scarf in a park. We returned to the station and found her safe. I transferred and left the force on advice from the deputy.,616,233.27,199.06,15,15,1
37,I was a rookie in the police force. The Chief was a decorated veteran. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to try to impress me. I wasn't fond of the daughter. The daughter was a chatterbox. She left a message about running away. The Chief came to my apartment angry. I calmed the Chief down. We searched for the daughter together. We went to where her scarf was found. We found her in the police station. Frank Mitchell advised me to transfer. I transferred and ended my rookie year.,528,201.58,175.43,15,15,2
38,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The daughter tried to impress me. I wasn't very fond of her. She was a chatterbox. The daughter left a message about running away. The Chief arrived at my apartment. I calmed him down. We searched for her near a park. We found her at the police station. The daughter hadn't run away. Frank Mitchell advised me to transfer. I transferred and left the force.,477,189.89,154.88,15,15,3
39,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I wasn't fond of her because she talked too much. She left a message about running away. The Chief came to my apartment angry. I calmed him down. We decided to search for her. We found her scarf near a park. We couldn't locate her. She was later found at the police station. She hadn't run away. The deputy advised me to transfer. I transferred and left.,517,194.27,160.93,16,16,1
40,I was a rookie in the police force. The Chief was a veteran officer. He had been awarded for bravery. The Chief had a young daughter. I was a fitness enthusiast back then. The Chief's daughter tried to impress me. I wasn't fond of her because she was talkative. She left a message saying she'd run away. The Chief scolded her about me. He came to my apartment looking intimidating. I calmed him down with a search plan. We accepted to search for her together. We found her scarf near a park. We couldn't locate her initially. She was at the police station with a book. I transferred and left after my rookie year.,613,231.11,195.12,16,16,2
41,I was a rookie in the police force. The Chief was a veteran. The Chief caught a notorious criminal. He had a young daughter. I was a fitness enthusiast. She seemed to try to impress me. I was not fond of her. She was very talkative. She left a message about running away. Her father came to my apartment. I calmed him down. We decided to search for her. We went to the park to look for her. She was found at the police station. The deputy advised me to transfer. I transferred and left.,486,174.49,154.46,16,16,3
42,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter was trying to impress me. I wasn't fond of the Chief's daughter. The Chief's daughter was a chatterbox. She left a message about running away. The Chief came to my apartment. I calmed the Chief down. We searched for her near the park. We couldn't locate her initially. She returned to the police station. The issue was resolved that day. Frank Mitchell suggested I transfer. I transferred and ended my rookie year.,599,218.13,180.04,17,17,1
43,I was a rookie in the police force. The Chief was a veteran officer. The Chief had caught a notorious criminal. The Chief also had a young daughter. I was a fitness enthusiast then. The Chief's daughter seemed to try to impress me. I wasn't fond of her because she was a chatterbox. She left a message saying she'd run away. The Chief came to my apartment one day. I calmed him down with a strategy. We searched for her starting at a park. We couldn't locate her after searching. We returned to the police station. She was sitting there with a book. Deputy Frank Mitchell advised me to transfer. I decided to transfer and leave. That was the end of my rookie year.,664,249.23,209.12,17,17,2
44,I was a rookie in the police force. The Chief was a veteran. The Chief caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The daughter was trying to impress me. I did not observe her interest. I was not fond of her talking too much. She left a message about running away. She felt scolded due to me. The Chief came to my apartment. I calmed him down. We decided to search for her together. We found her scarf near a park. We returned to find her at the station. The deputy advised me to transfer. I transferred and left the force.,568,204.17,174.84,17,17,3
45,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief was awarded for bravery. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to be trying to impress me. I never observed her interest. I wasn't fond of her. She was a charming chatterbox. She left a message about running away. The Chief arrived at my apartment. I calmed him down. We searched for her around a park. She was found at the police station with a book. The deputy advised me to transfer. I transferred and left. That was the end of my rookie year.,602,240.06,202.59,18,18,1
46,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. She was trying to impress me. I wasn't very fond of her. She was a charming girl. She was a chatterbox. She left a message about running away. The Chief arrived at my apartment. I calmed him down. We searched for her scarf. We traced and couldn't locate her. We returned to the police station. She was sitting on a chair with a book. The deputy advised me to transfer. I transferred and left.,556,245.39,184.56,18,18,2
47,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. His daughter tried to impress me. I wasn't fond of her. She was a chatterbox. She left a message about running away. The Chief arrived at my apartment. I calmed him down. We searched for her together. We found her scarf near a park. We returned to the police station. She was at the station with a book. The issue was resolved for the day. The deputy advised me to transfer. I transferred and left after my rookie year.,583,230.05,201.41,18,18,3
48,I was a rookie in the police force. The Chief was a veteran. He had caught a notorious criminal. He had a young daughter. I was a fitness enthusiast. She seemed to be trying to impress me. I never observed her behavior. I wasn't fond of her. She was a charming but talkative girl. She left a message about running away. The Chief arrived at my apartment. I managed to calm him down. I proposed a plan to search for her. He accepted my offer. We searched for her near a park. We couldn't locate her initially. We found her at the police station. The deputy advised me to transfer. I transferred and left the force.,613,227.76,178.7,19,19,1
49,I was a rookie in the police force. The Chief was a veteran officer. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to try to impress me. I was not fond of her because she talked a lot. She left a message saying she would run away. The Chief arrived at my apartment upset. I calmed him down and proposed a search for her. He accepted my offer to search for her. We went to the park where her scarf was found. We couldn't locate her during the search. She was found at the police station later. She hadn't actually run away. The issue seemed resolved that day. The deputy warned me to transfer and leave. I transferred to a different location. That was the end of my rookie year.,754,244.75,214.14,19,19,2
50,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to be trying to impress me. I never noticed her efforts. I wasn't fond of her. She was charming but talked too much. She left a message about running away. The Chief came to my apartment. I managed to calm him down. I proposed a plan to search for her. We went to where her scarf was found. We couldn't locate her at the park. We returned to find her at the police station. She hadn't actually run away. The deputy advised me to transfer and leave. I transferred and left at the end of my rookie year.,685,259.66,221.41,19,19,3
51,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter was trying to impress me. I wasn't very fond of her. She was charming until she opened her mouth. She was a chatterbox. She left a message about running away. The Chief arrived at my apartment. I managed to calm him down. I proposed we search for his daughter. The Chief accepted my offer. We searched near the park. We couldn't locate her initially. She was at the police station with a book. That resolved the issue for the day. The deputy advised me to transfer. I transferred and left the force.,684,245.55,196.71,20,20,1
52,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter was trying to impress me. I wasn't very fond of her. She was a charming girl. She was a chatterbox. She left a message saying she would run away. The Chief came to my apartment. I calmed the Chief down. I proposed we search for his daughter. The Chief accepted my offer. We searched near the park for her. We couldn't locate her. We returned to the police station. She was sitting in the police station. The issue was resolved for that day. I transferred and left after the deputy's advice.,675,243.13,185.84,20,20,2
53,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to try to impress me. I wasn't very fond of her. She was charming until she talked. She was a chatterbox. She left a message about running away. The Chief arrived at my apartment. I managed to calm him down. We agreed to search for her together. We found her scarf near a park. We couldn't locate her initially. We returned to the police station. She was at the police station. The deputy suggested I should transfer. I decided to transfer and leave. That was the end of my rookie year.,670,247.99,210.29,20,20,3
54,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I did not notice her efforts. I wasn't fond of her because she was a chatterbox. The Chief's daughter left a message about running away. Her father came to my apartment. I calmed him down. I proposed searching for her together. We went to where her scarf was found near a park. We couldn't locate her after searching. We returned to the police station. She was at the station with a book. She hadn't run away. The issue was resolved for that day. Frank Mitchell suggested I transfer. He warned that the Chief never forgets. I transferred and left. That was the end of my rookie year.,746,284.14,241.77,21,21,1
55,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter seemed to try to impress me. I never noticed her trying to impress me. I wasn't very fond of the Chief's daughter. The Chief's daughter was a charming girl until she spoke. She was a chatterbox who could talk a lot. She left a message saying she would run away. She said she would run away because the Chief scolded her about me. The Chief came to my apartment looking intimidating. I managed to calm the Chief down. I proposed a plan to search for his daughter. The Chief accepted my offer to search. We went to where they found her scarf near a park. We couldn't locate her after searching. We returned to the police station and found her there. The Chief's daughter hadn't run away after all. I transferred and left after my rookie year ended.,931,296.54,249.37,21,21,2
56,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. His daughter seemed to try to impress me. I wasn't very fond of her. She was a chatterbox. She left a message about running away. The Chief came to my apartment. I calmed him down. I proposed a search plan. He accepted my offer. We searched for her near a park. We failed to locate her. We returned to the police station. She was sitting with a book. She hadn't run away. The issue was resolved for the day. The Deputy advised me to transfer. I transferred. That ended my rookie year.,605,237.67,188.27,21,21,3
