segment_id,segment_text,recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,segment_text_rephrased,mbits_rephrased_narrative
11,"Goodness, she could talk.",5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,-1.48," Indeed, she was quite the conversationalist.",-0.03
12,Then she left a message one day saying she was going to run away because he was always scolding her about me.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,20.43," One day, she left a note saying she planned to elope because her father constantly reprimanded her about me.",14.61
13,He arrived at my apartment.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,1.79, He showed up at my place.,5.42
14,Big intimidating look on his face.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,1.46, He had a menacing look.,0.54
15,I managed to calm him down.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,0.82, I was able to soothe him.,-1.28
16,and proposed “Well we'll search for her,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,9.54," and suggested, “Let's look for her,",9.15
17,and if we can't locate her well you can – do whatever you think is right.”,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,14.45," and if we don't find her, then you can – do what you deem necessary.”",9.71
18,I was strategizing.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,0.56, I was making plans.,-0.77
19,So he accepted my offer.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,1.22, He agreed to my plan.,0.23
20,And we went to where they found her scarf – near a park.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,17.42, We then headed to the location where her scarf was found – by a park.,19.69
21,and we traced down a little more,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,1.23, and we followed the trail a bit further,0.72
22,and we couldn't locate her.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,3.71, but we failed to find her.,3.89
23,And returned,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,-1.06, And we went back,-0.08
24,– it was a police station –,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,3.87, – to the police station –,3.54
25,she was sitting on a chair with a book in her hands.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,8.61," where she was found sitting on a chair, reading a book.",5.69
26,She hadn't run away.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,5.55, She hadn’t actually run away.,6.71
27,But – nevertheless – that resolved the issue for that day.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,3.97, But – nonetheless – that settled the matter for the moment.,1.25
28,"But that evening the deputy, Frank Mitchell, said “You better transfer and leave because that old man never forgets anything once he gets it into his mind.”",5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,16.42," However, that night, Deputy Frank Mitchell warned, “You should consider transferring because the old man never lets go of anything once it’s on his mind.”",15.13
29,And I did.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,0.15, And so I did.,2.11
30,I transferred.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,-0.81, I requested a transfer.,0.18
31,and left.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,-1.92, and departed.,0.67
32,That was the end of my rookie year.,5422cca4fdf99b328c91b21b,"I was a rookie at the police station, and my chief inspector there was a powerful man. He had a daughter who was always trying to get my attention and to tell the truth, I was not interested. However she sent me a message, and then seemed to run away, so her dad came to me to find out where she was. I said we should go and look for her and if we cannot find her then she should do whatever he feels is necessary. We went to where her scarf was and she wasn't there, but after looking a while we found her at the police station reading a book - she hadn't run away. I was warned afterwards by a police officer that I should redeploy as the chief never forgets, so that's what I did. And that was the end of my rookie year.",723,21,10.98, Thus concluded my initial year on the force.,9.23
1,"Back in the days when I was a rookie in the police force, the Chief was a veteran.",571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,22.06," During my early years in the police department, our Chief was an experienced officer.",18.49
2,He had caught a notorious criminal –,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,0.2, He had apprehended a well-known felon –,-1.46
3,or had been awarded for bravery.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,2.73, or had received recognition for his courage.,2.36
4,But he had – a young daughter.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,5.21," However, he had – a young daughter.",7.06
5,And in those days I was a fitness enthusiast.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,11.0," At that time, I was very keen on keeping fit.",11.01
6,And it seemed she was trying to impress me.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,2.7, It appeared she was attempting to catch my attention.,5.3
7,I never observed it.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,0.21, I never noticed it.,0.02
8,Truth is I wasn't very fond of her because she was –,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,9.3," Honestly, I wasn't too keen on her because she was –",6.13
9,She was a charming girl until she opened her mouth.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,3.25, She was delightful until she began to speak.,1.15
10,She was a chatterbox.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,2.24, She talked incessantly.,2.09
11,"Goodness, she could talk.",571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,-0.76," Indeed, she was quite the conversationalist.",0.2
12,Then she left a message one day saying she was going to run away because he was always scolding her about me.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,25.16," One day, she left a note saying she planned to elope because her father constantly reprimanded her about me.",23.18
13,He arrived at my apartment.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,-0.72, He showed up at my place.,-0.25
14,Big intimidating look on his face.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,-1.4, He had a menacing look.,-2.01
15,I managed to calm him down.,571a82d06a1c6300094c6a19,"When I started as a rookie policeman I was introduced to my boss who happened to be a war veteran. He had the reputation of being really good at catching criminals. I at the time was one of these kind of people who liked going to the gym I liked to keep myself fit. At the time this police chief had a daughter who was sweet on me. I never liked her because she was a chatterbox and never encouraged her to be over friendly with me. One particular the chief asked me for help to look for his daughter who had run away after complaining that she was getting chastised for always talking about me. We got the whole force out looking for her and found a scarf on a bench. Eventually we carried on searching and found her reading a book under a tree. Everyone was very relieved but the deputy warned me that I better ask for a transfer because the ""old man never forgets anything"" so i put in for a transfer and that was the end of my rookie career.",945,24,-0.58, I was able to soothe him.,-1.72
