index,len,rate,keypoints,mbits,"produced
key points","required
key points",attempt,rephrase,rephrase_len,rephrased_mbits,rephrase_rate
20,406,0.3873,"I was a rookie in the police force. The Chief was a veteran and had a young daughter. I was a fitness enthusiast. She seemed to be trying to impress me. I wasn't fond of her because she was a chatterbox. She left a message saying she would run away. The Chief came to my apartment looking intimidating. We couldn't locate her, but she was at the police station. I transferred and left after my rookie year.",157.24,9,9,3,"As a newcomer to the law enforcement team, I worked under a seasoned Chief who was the father of a little girl. My passion for physical training was evident. The girl appeared to be making an effort to catch my attention. Her incessant talking, however, didn't endear her to me. One day, she left a note threatening to elope. Her father, exuding a daunting presence, showed up at my residence. Despite our efforts, we were unable to find her, only to discover later that she had been at the precinct all along. Following my initial year on the force, I decided to transfer and move on.",585,103.36947632070002,0.1767
21,414,0.412,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. She was trying to impress me. I wasn't very fond of her. She was a chatterbox. She left a message saying she'd run away. The Chief came to my apartment. I calmed him down. We searched for her near a park. We found her at the police station. The deputy said to transfer. I transferred and left.,170.58,14,14,1,"As a newcomer to the law enforcement team, I worked under an experienced Chief who had a little girl. My passion for physical training was evident. The Chief's daughter seemed to take a liking to me, attempting to catch my attention, although I didn't reciprocate much interest due to her talkative nature. One day, she left a note declaring her intention to run away. In a state of panic, the Chief showed up at my residence. I managed to soothe his nerves, and together we initiated a search that led us to a nearby park. However, it turned out she had gone to the police station. Following this incident, a colleague suggested it was time for a change, prompting me to accept a transfer and move on.",702,105.5733032163,0.1504
22,419,0.3524,I was a rookie in the police force. The Chief had a young daughter who tried to impress me. I wasn't very fond of her because she talked too much. She left a message saying she would run away because of her father's scolding. The Chief came to my apartment to confront me. I proposed we search for her together. We found her at the police station reading a book. I transferred and left because the deputy advised me to.,147.65,8,8,2,"Being new to the police department, I caught the attention of the Chief's daughter, who seemed keen on making an impression on me. Her incessant chatter, however, didn't endear her to me. One day, she left a note declaring her intention to flee from her father's rebukes. Subsequently, the Chief showed up at my residence to challenge me about the situation. I suggested that we join forces to locate her. To our relief, we discovered her at the precinct, engrossed in a book. Following the incident, I decided to transfer out of the department on the recommendation of a fellow officer.",587,95.64747620719999,0.1629
23,425,0.3537,I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast back then. The Chief's daughter tried to impress me. I wasn't fond of her because she was a chatterbox. She left a message saying she would run away. The Chief came to my apartment looking intimidating. We searched for her but found her at the police station. I transferred and left because of the Chief's attitude.,150.32,9,9,2,"At the time, I was a newcomer to the law enforcement team. The head of the department was an experienced officer with a little girl. My interests heavily leaned towards physical exercise during that period. The head's young girl made attempts to catch my attention. However, her incessant talking made her less appealing to me. She left a note declaring her intention to elope. Her father, appearing quite formidable, showed up at my residence. Together, we scoured the area for her, only to discover her back at the precinct. Ultimately, I requested a transfer and departed due to the superior's demeanor.",606,108.03286741089997,0.1783
24,440,0.3878,I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I was not fond of her because she was a chatterbox. She left a message saying she might run away. The Chief came to my apartment looking intimidating. I calmed him down and proposed a search. We searched and found her scarf but not her. She was at the police station and hadn't run away.,170.65,10,10,2,"As a newcomer to the police department, I worked under a seasoned Chief who had a little girl. My passion for physical fitness was well-known. The Chief's young daughter attempted to catch my attention, but her incessant talking deterred me. One day, she left a note hinting at a possible elopement. Her father, appearing quite daunting, showed up at my residence. I managed to soothe his nerves and suggested we look for her. During our search, we stumbled upon her scarf but not her. It turned out she was safe at the precinct, having never actually left.",557,117.48660276370002,0.2109
25,443,0.3327,I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I wasn't very fond of her. She was a chatterbox. The daughter left a message about running away. The Chief came to my apartment. I calmed the Chief down. We searched for her at the park. We couldn't locate her initially. We found her at the police station. I transferred and left the force.,147.39,13,13,1,"As a newcomer to the law enforcement team, I worked under a seasoned Chief who had a little girl. My passion for physical exercise was well-known. The Chief's young girl made attempts to win my admiration, although I didn't take much of a liking to her due to her incessant talking. One day, she left a note indicating her intention to elope. In response, the Chief showed up at my residence in distress. I managed to soothe his nerves, and together we set out to the local park in search of her, but she was nowhere to be found at first. Eventually, we discovered her back at the precinct. After that incident, I decided to move on and resigned from the department.",666,100.9277954017,0.1515
26,447,0.3614,"I joined the police force as a rookie. The Chief had a young daughter. I was a fitness enthusiast and she tried to impress me. I wasn't fond of her because she was a chatterbox. She left a message saying she was running away due to her father's scolding. The Chief came to my apartment and we strategized to find her. We found her at the police station with a book in her hands. The deputy advised me to transfer, and I did, ending my rookie year.",161.55,8,8,1,"I began my career in law enforcement as a novice officer. The head of the department had a daughter who was still in her youth. As someone who was passionate about physical fitness, I caught her attention and she made efforts to win my admiration. However, her incessant talking made her less appealing to me. One day, she left a note declaring her intention to run away because of a reprimand from her father. The department head visited my residence, and together we devised a plan to locate her. Surprisingly, we discovered her at the precinct, engrossed in reading a book. Following this incident, the assistant to the Chief suggested that I consider a transfer, which I accepted, thereby concluding my initial year as a police officer.",740,110.1606063656,0.1489
27,447,0.4016,I was a rookie in the police force. The Chief was a veteran with a notorious catch. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to try impressing me. I found her a charming chatterbox. She left a message about running away. The Chief came to my apartment upset. I proposed we search for her. We found her scarf near a park. She was at the police station with a book. I transferred and left after my rookie year.,179.53,12,12,2,"As a newcomer to the law enforcement team, I worked under a Chief renowned for his impressive arrests. His daughter, still in her youth, appeared to take a liking to me, perhaps due to my keen interest in physical fitness. She was quite the conversationalist, and I couldn't help but be enchanted by her lively banter. One day, she left a note indicating her intention to elope. Distraught, the Chief showed up at my residence. I suggested we immediately commence a search. Our efforts led us to discover her scarf by a park, but as it turned out, she was safe at the police station, engrossed in a book. After completing my first year as a novice officer, I decided to transfer and move on.",691,120.49197385819998,0.1744
28,471,0.3189,I was a rookie in the police force. The Chief was a veteran officer. He had a young daughter. I was a fitness enthusiast. She was trying to impress me. I never noticed her intentions. She was charming but talked too much. She left a message about running away. The Chief arrived at my apartment. I proposed a search plan for his daughter. We searched but couldn't find her initially. She was found at the police station later. I transferred and left after my rookie year.,150.2,13,13,3,"As a newcomer to the law enforcement team, I worked under the command of an experienced Chief. He was the father of a vivacious young girl. My passion for physical fitness was evident. Unbeknownst to me, she was attempting to catch my attention. Her allure was undeniable, although she was inclined to be overly talkative. One day, she left a note indicating her plans to elope. The Chief showed up at my residence in distress. I quickly suggested a strategy to locate his missing child. Despite our efforts, she was nowhere to be found at first. Surprisingly, she turned up back at the precinct later on. Following my initial year on the force, I decided to transfer and move on.",680,99.44100953270001,0.1462
29,474,0.3438,I was a rookie in the police force. The Chief was a veteran with a notorious criminal capture. The Chief had a young daughter. I was a fitness enthusiast. I wasn't fond of the Chief's daughter. The Chief's daughter was a chatterbox. She left a message about running away. The Chief arrived at my apartment looking intimidating. I calmed him and suggested searching for her. She was found reading a book at the police station. I transferred after being advised by the deputy.,162.95,11,11,1,"As a newcomer to the police department, I worked under a Chief renowned for his impressive record of apprehending criminals. He was the father of a little girl known for her incessant talking, whom I admittedly did not take a liking to. One day, she left a note indicating her intention to run away. When the Chief showed up at my residence, his presence was quite formidable. However, I managed to soothe his nerves and proposed that we look for her. Eventually, she was discovered at the police station, engrossed in a book. Following a recommendation from the deputy, I decided to request a transfer.",603,109.6077880772,0.1818
30,477,0.3981,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The daughter tried to impress me. I wasn't very fond of her. She was a chatterbox. The daughter left a message about running away. The Chief arrived at my apartment. I calmed him down. We searched for her near a park. We found her at the police station. The daughter hadn't run away. Frank Mitchell advised me to transfer. I transferred and left the force.,189.89,15,15,3,"As a newcomer to the law enforcement team, I worked under an experienced Chief who had a little girl. My interest in physical health was well-known. The Chief's daughter made attempts to catch my attention, but I didn't take much of a liking to her due to her incessant talking. One day, she left a note suggesting she might elope. When the Chief showed up at my residence, I managed to soothe his nerves. Our search led us to a nearby park, but ultimately, we discovered her back at the station; she hadn't actually attempted to flee. Following the incident, Frank Mitchell recommended that I consider a departmental change. Heeding his advice, I transferred, ultimately stepping away from the police department.",713,137.0455627577,0.1922
31,484,0.3476,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I didn't observe her attempts. She was charming but a chatterbox. She left a message about running away. The Chief came to my apartment. I calmed him down and strategized a search. We searched for her near a park. We found her at the police station. The Chief's daughter hadn't run away. I transferred and left the force.,168.25,14,14,2,"As a newcomer to the law enforcement team, I worked under an experienced Chief who had a daughter in her youth. My passion for physical fitness was well-known. Unbeknownst to me, the Chief's daughter endeavored to catch my attention. Despite her endearing and talkative nature, I failed to notice her efforts. One day, she left a note hinting at her intention to elope. In a state of panic, the Chief arrived at my residence. I managed to soothe his nerves and we devised a plan to locate her. Our search led us to a nearby park, but ultimately, we discovered her back at the precinct. It turned out she hadn't actually fled. Eventually, I made the decision to move on and resigned from the department.",702,106.4057922247,0.1516
32,485,0.3868,"I was a rookie in the police force. The Chief was a veteran with a notorious criminal capture. The Chief's daughter was trying to impress me. I didn't like her because she was a chatterbox. She left a message saying she would run away. The Chief confronted me at my apartment. I calmed him and suggested we search for her together. We searched and found her scarf near a park. We returned to find her safely at the police station. The deputy advised me to transfer and leave, so I did.",187.58,10,10,3,"As a newcomer to the police department, I worked under a Chief renowned for his impressive record of apprehending criminals. His daughter seemed intent on winning my favor, but her incessant talking turned me off. One day, she left a note threatening to elope. The Chief, in a state of alarm, showed up at my residence. I managed to soothe his nerves and proposed a joint effort to locate her. Our search led us to discover her scarf by a park, but upon returning, we were relieved to find her back at the station unharmed. Following the incident, the deputy suggested it would be wise for me to request a transfer, which I ultimately decided to do.",649,141.5262756512,0.2181
33,486,0.359,I was a rookie in the police force. The Chief was a veteran. The Chief caught a notorious criminal. He had a young daughter. I was a fitness enthusiast. She seemed to try to impress me. I was not fond of her. She was very talkative. She left a message about running away. Her father came to my apartment. I calmed him down. We decided to search for her. We went to the park to look for her. She was found at the police station. The deputy advised me to transfer. I transferred and left.,174.49,16,16,3,"As a newcomer to the law enforcement team, I worked under an experienced Chief. He managed to apprehend a well-known lawbreaker who had a young daughter. My interest in physical fitness was apparent, and it seemed as though she was attempting to gain my attention. However, I didn't particularly warm up to her, despite her being quite chatty. One day, she left a note indicating her plans to elope. Her worried father showed up at my residence, and I was able to soothe his nerves. Together, we agreed to embark on a search. Our search led us to the local park, but ultimately, she turned up back at the precinct. Following this incident, a colleague suggested that it might be best for me to consider a transfer. Taking that advice, I pursued a transfer and subsequently moved on from that position.",801,124.6846008567,0.1557
34,502,0.2665,"I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast at that time. The daughter tried to impress me, but I wasn't fond of her. She was a chatterbox, and I found her annoying. She threatened to run away because her father scolded her about me. The Chief came to my apartment looking worried. I suggested searching for her, and he agreed. We found her safely at the police station later. I decided to transfer and leave the police force that year.",133.79,10,10,1,"As a newcomer to the law enforcement team, I worked under a seasoned Chief who had a little girl. During that period, I was heavily into physical fitness. The Chief's daughter made several attempts to catch my attention, but I didn't take a liking to her. Her incessant talking grated on my nerves. After her dad reprimanded her concerning her behavior towards me, she made a dramatic declaration about leaving home. One day, the Chief showed up at my place, visibly distressed. I proposed we initiate a search, to which he consented. Fortunately, we located her unharmed at the precinct. That incident prompted me to request a transfer and ultimately resign from the department that same year.",694,96.1877365157,0.1386
35,506,0.3577,I was a rookie in the police force. The Chief was a veteran officer. I was a fitness enthusiast back then. The Chief had a young daughter. She seemed to try to impress me. I wasn't fond of her chatterbox nature. She left a message about running away. The Chief came to my apartment worried. I calmed him down and strategized a search. We searched near a park but didn't find her. We found her later at the police station. The deputy advised me to transfer and leave. I transferred and ended my rookie year.,181.0,13,13,2,"As a newcomer to the police department, I worked under an experienced officer who led the team. During that time, I was heavily into physical fitness. The Chief's young daughter often attempted to catch my attention, although I wasn't particularly keen on her incessant talking. One day, she left a note indicating her intention to run away. Her father, fraught with worry, showed up at my place. I helped soothe his nerves and we devised a plan to find her. Our search initially led us to a nearby park, but she was nowhere to be found there. Eventually, she turned up back at the station. Following this incident, a colleague suggested it might be best for me to request a transfer. Taking that advice, I transferred, thus concluding my first year on the force.",763,116.0031432667,0.152
36,517,0.3758,I was a rookie in the police force. The Chief was a veteran. The Chief had a young daughter. I was a fitness enthusiast. The Chief's daughter tried to impress me. I wasn't fond of her because she talked too much. She left a message about running away. The Chief came to my apartment angry. I calmed him down. We decided to search for her. We found her scarf near a park. We couldn't locate her. She was later found at the police station. She hadn't run away. The deputy advised me to transfer. I transferred and left.,194.27,16,16,1,"As a newcomer to the police department, I worked under an experienced Chief who had a young daughter. My passion for physical fitness caught her attention, and she sought to gain my admiration. However, her excessive chatter made her less appealing to me. One day, she left a note suggesting she might elope. Her father, in a state of fury, confronted me at my residence. I managed to soothe his temper, and together we embarked on a quest to find her. A clue in the form of her scarf emerged by a local park, yet she remained elusive. Eventually, she turned up back at the station, having never actually left. Following the incident, a colleague recommended that I consider a transfer. Heeding that advice, I moved on from that precinct.",738,141.1941223042,0.1913
37,528,0.3818,I was a rookie in the police force. The Chief was a decorated veteran. The Chief had a young daughter. I was a fitness enthusiast. The daughter seemed to try to impress me. I wasn't fond of the daughter. The daughter was a chatterbox. She left a message about running away. The Chief came to my apartment angry. I calmed the Chief down. We searched for the daughter together. We went to where her scarf was found. We found her in the police station. Frank Mitchell advised me to transfer. I transferred and ended my rookie year.,201.58,15,15,2,"As a newcomer to the law enforcement team, I worked under a highly esteemed Chief with a long service record. This Chief was the father of a vivacious young girl. My own passion for physical fitness seemed to catch her attention, as she often appeared to be seeking my approval. However, I didn't particularly enjoy her company, as she was quite the talker. One day, she left a note indicating her plans to elope. Her father, in a state of fury, confronted me at my residence. I managed to soothe his temper, and together we embarked on a quest to locate his missing daughter. Our search led us to the discovery of her abandoned scarf, and eventually to the police station where she had taken refuge. Following this incident, Frank Mitchell suggested that it might be in my best interest to pursue a transfer. Heeding his advice, I transferred, thereby concluding my initial year as a police officer.",900,154.9128723067,0.1721
38,555,0.4338,"I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast in those days. The Chief's daughter tried to impress me. I found her talkative and didn't like her much. She left a message about running away. The Chief came to my apartment looking intimidating. I calmed him down and proposed a search plan. We went where they found her scarf near a park. We couldn't locate her and returned to the station. She was at the station with a book, not missing. I transferred and left on advice from Frank Mitchell.",240.75,12,12,1,"As a newcomer to the police department, I worked under a seasoned officer who had a young daughter. Back then, I was quite devoted to maintaining my physical fitness. The Chief's daughter seemed to take a liking to me and was quite chatty, though I wasn't particularly fond of her. One day, she left a note suggesting she might run away. Her father, appearing rather formidable, showed up at my place. I managed to soothe his nerves and suggested we organize a search. Our search led us to a park where her scarf was discovered, but she was nowhere to be found. We headed back to the precinct empty-handed, only to find her there, engrossed in a book, safe and sound. Following the guidance of Frank Mitchell, I decided it was time for a change and requested a transfer.",770,158.42666622669998,0.2057
39,556,0.4413,I was a rookie in the police force. The Chief was a veteran. The Chief had caught a notorious criminal. The Chief had a young daughter. I was a fitness enthusiast. She was trying to impress me. I wasn't very fond of her. She was a charming girl. She was a chatterbox. She left a message about running away. The Chief arrived at my apartment. I calmed him down. We searched for her scarf. We traced and couldn't locate her. We returned to the police station. She was sitting on a chair with a book. The deputy advised me to transfer. I transferred and left.,245.39,18,18,2,"As a newcomer to the police department, I worked under an experienced Chief who had a reputation for capturing a well-known outlaw. His young daughter, who knew I was passionate about physical fitness, seemed to be trying to win my approval, although I wasn't particularly taken with her despite her endearing and talkative nature. One day, she vanished, leaving behind a note about her intention to run away. The Chief, in a state of panic, showed up at my residence, but I managed to soothe his nerves. We embarked on a search, starting with her missing scarf, but our efforts to find her proved fruitless. Upon returning to the station, we found her nonchalantly reading a book in a chair. Following this incident, the deputy suggested it might be best for me to seek a transfer, which I did, ultimately leaving the area.",824,155.7214660713,0.189
40,558,0.3991,"I was a rookie in the police force. The Chief was a veteran with a young daughter. I was a fitness enthusiast back then. The Chief's daughter tried to impress me. I wasn't fond of her because she talked a lot. She left a message about running away. The Chief came to my apartment, looking intimidating. I calmed him down and suggested a search plan. We searched near the park where her scarf was found. We didn't locate her and returned to the station. She was at the station reading a book, not runaway. I transferred after Deputy Frank Mitchell advised me.",222.7,12,12,3,"As a newcomer to the police department, I worked under a seasoned officer who had a young daughter. At that time, I was quite passionate about staying in shape. His daughter made several attempts to catch my attention, but her excessive chatter made her less appealing to me. One day, she left a note indicating she might elope. Her father, appearing quite formidable, showed up at my residence. I managed to soothe his nerves and proposed a strategy to find her. Our search led us to a park where we discovered her scarf, but she was nowhere to be found. We headed back to the precinct empty-handed, only to find her there engrossed in a book, having not actually fled. Following a recommendation from Deputy Frank Mitchell, I decided to request a transfer.",758,173.0950622307,0.2284
