recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
63d13efb60b6ba4c433bad7d,62.76,Mrs baker was the cat lady down the street. She had a grandson who was a tomboy. One day Mrs Baker lost her cat which was a tabby. We tried to find it. But we couldn't.,23.6,-1.88,7.8,15.43,0.68,0.3,-0.47,2.56,2.12,1.59,-0.47,1.67,-0.06,3.4,1.13,5.65,4.14,-0.05,1.71,-2.09,-0.45,2.26,0.17,1.66,-2.88,1.19,1.91,-7.8,-0.88,0.39,0.14,0.29
60471ddd0b6ed718cb843760,71.25,"Detective Dawson said he should lay low as, once the lady had it in her head she would not let it go. She had many cats and a treehouse.",8.44,0.57,7.38,4.53,-1.56,1.24,-0.77,2.43,2.74,0.94,-1.16,4.7,2.73,-1.14,1.26,1.1,3.82,-0.81,1.49,-1.83,-0.16,1.24,-0.09,2.81,-1.67,0.68,2.39,31.22,-0.98,0.92,-0.84,-0.37
5d27b8fee5af0b00157f41a6,71.66,"In a neighborhood where Mrs Baker lived, she was a cat lady that had a grandson that went missing.",26.91,-0.72,8.5,17.01,-4.73,1.99,-0.22,2.81,1.59,2.2,-1.39,7.68,0.07,-0.49,0.12,5.62,3.95,-0.63,1.01,1.41,-0.71,1.7,-0.03,1.26,-5.94,0.56,1.98,0.08,-0.92,0.44,0.2,0.35
6483247637d20bcecd41963b,74.39,"A Mrs Baker was the local cat lady. She had found homes for cats for around 20 homes. One of the Mrs Bakers cats went missing. While she went looking for the cat, she came across one of the local young residents, she was bit of a tomboy who liked to climb trees, the young girl gave a note to the cat lady saying that she was going to run away one day because she was fed up with all the nagging at home. Mrs Baker said to the young girl that someone will most certainly call the sheriff if you ran away. The lady continued to look for the cat but found the young girls red baseball hat that she had left behind.",21.03,3.93,15.48,2.9,6.19,-3.27,-2.3,1.84,0.1,0.75,-2.0,16.81,6.97,-3.56,-0.03,0.98,4.88,-0.99,1.88,1.05,-1.31,1.06,0.14,2.25,-3.55,0.08,2.18,2.56,-1.68,0.39,-0.19,-0.18
5ea20fd571038c119083a8df,76.74,"Mrs Baker still lived in my old neighbourhood. She hoarded all different types of cats. She had up to twenty two at any one time. I recall visiting her. Her grand son was present. I remember that he had terrible manners. Really, really awful manners. Terrible! But he always helped his gran rescue her cats. The cats were from beyond our hideout. Way beyond the old treehouse. One cat got stuck in a treetop. We had a treehouse in that treetop. We used to spend summers in that treehouse. What fun! He was able to climb to the top. He could gently lift cats to safety. I could only climb up half way. Tomboy, that's what Mrs Baker used to call me. Her shrill tone of ""Tomboy"", still rings in my ears today. All these years later. Once, the cat lady, (for that what we called her), rang the police! She thought we were stuck in the tree. ""What you doing up there, tomboy"", she yelled at me. She was on the phone to the police. Arriving as though there was a hostage seige, two police cars swooped down the gravelly rough pathways. The pathways were through the tall lofty trees. The sound of the fire brigade was ringing out behind them. Everyone came out of their cottages. They were peering, and mumbling to each other over the fences. They were pointing at our treehouse. And that's all I can remember. I woke up on Mrs Baker's sofa. Several cats were licking my face. Her grand son was reading his comic. He was crosslegged on the floor directly opposite me. The police, with concerned frowns, were talking. They were pointing towards me. What a day that was! It was the second time!",28.35,1.97,1.18,11.7,5.47,-1.21,-1.3,7.07,8.27,0.76,1.26,-2.76,3.81,-2.97,-0.07,2.74,6.48,-0.35,2.97,-3.05,0.03,0.49,0.7,1.81,0.32,1.03,2.09,-4.42,-0.58,0.22,0.05,4.68
60205f5ba5fe0165fa0e5e01,82.94,"In a neighbourhood lived Mrs. Baker, a cat lady, she had a grandson who ran away one day only to be found in some treehouse club in the woods reading a comic book.",21.97,-0.6,9.19,17.58,-3.37,-2.62,0.76,2.78,1.88,1.09,-1.54,10.14,1.46,-0.61,0.56,3.92,4.1,-1.11,0.72,-3.05,1.11,0.78,-0.89,12.7,11.03,-0.89,-2.27,-1.41,-1.09,0.77,-0.11,-0.04
648f41ef21178f0a0b794669,84.01,"In the neighbourhood that I grew up in, Mrs Baker was the resident cat-lady. She had adopted at least twenty of them - or at least given a home to.",38.6,14.61,20.5,0.48,-2.06,1.95,-0.17,1.07,1.41,1.57,-0.98,1.57,-2.28,-1.4,0.57,1.64,4.43,0.0,1.36,-0.61,-0.19,0.37,0.41,1.63,-1.17,1.06,0.93,-1.48,-1.05,0.71,0.39,0.14
60721c2da01b3a616edba9a7,87.48,Mrs Baker was the neighbourhood cat lady. She had a nephew. Who liked me. And nagged her about it. I invited him over to my tree house. To trick him. So the Sheriff could get him. We thought he had run away. Only to find him inside the tree house.,25.51,-3.29,9.15,13.16,-0.75,5.33,-0.74,2.11,3.11,0.69,-1.0,10.7,8.95,-1.81,0.05,4.01,3.52,2.45,0.71,-1.91,-0.05,1.94,2.08,3.08,-3.58,2.14,0.21,3.4,-1.48,0.38,-0.4,-0.19
609101a8a29bc713a6bcdbba,87.69,There is an old lady called Mrs. Baker she was act lady she had around 20 cats. She was living with a girl who kind of a tomboy she wanted to be my friend. she wanted to run away because she was not happy. She was missing the police were called everyone was looking for but she did not run away she was sitting at the tree house on branch of the tree holding a comic book. The police told me to be careful around the the old lady because she never forgets.,21.43,1.17,5.96,3.75,4.26,10.18,-0.7,1.87,0.66,-0.0,-1.62,10.21,1.37,-1.67,-0.53,0.21,4.54,-1.23,2.42,-6.17,0.68,0.98,-0.02,-0.55,15.08,2.79,1.73,14.41,-1.62,0.38,-1.21,-1.07
5bec91e66cb00e00015b8a7b,88.81,"A cat lady that adopted at least twenty cats, a tom boy lived with her and went missing one day as he did not like the lady very much. The lady with her big tabby cat went to the person in the tree house to get help to find the boy they could not find him but later that day they found him sitting on the tree branch, later in the evening a officer came by but he had already been found.",6.56,9.84,4.48,10.72,1.03,-4.01,0.1,3.0,1.97,1.22,-1.2,8.44,10.56,14.05,0.28,10.65,5.59,-1.19,2.85,-2.93,-0.28,1.43,0.42,1.42,4.21,-0.49,1.44,2.19,-2.85,0.53,-0.25,-0.97
5eb97e4abc41ad07dad1e3b5,92.46000000000001,There was a lady who adopted loads of cats 20 of them to remove eventually. She had a grandson who was a tomboy and he had bad manners. He went missing one day. They looked everywhere and found him sat in the tree house reading a comic. The lady said if they didn't find him she'd call the police. The police said to the boy to lie low at some point near the end of the story.,5.86,6.93,5.57,15.64,1.47,-2.56,-0.35,6.28,6.32,1.0,0.3,9.05,3.6,-2.74,-1.0,4.57,14.11,-0.67,1.48,-2.86,0.44,0.02,-1.0,1.74,9.61,-0.64,-0.22,14.5,-1.98,0.79,-1.38,-1.42
598d55aa8380cc00012a3a53,92.93,Mrs Baker’s ill mannered grandson runs away and she blames the narrator. He returns and is found reading a comic at their treehouse. The sherry gives a warning about Mrs Baker.,12.42,0.18,7.81,15.52,-0.76,1.15,-0.26,3.75,6.51,1.43,-0.64,10.72,6.73,-1.39,-1.16,6.25,4.98,-0.84,1.46,-2.73,0.67,2.02,1.38,1.99,9.08,0.8,2.51,5.43,-1.03,0.28,-0.23,-1.1
64147bd031fe8ffa29c456ed,95.39,"In a girl's town, there was a cat lady who adopted or rehomed at least 20 cats. The cat lady had a grandson with bad manners, who tried to befriend the girl, but she never caught on. The girl thought the grandson had gone missing because she didn't see him, so they searched for him, only to find him on a branch, reading a comic.",9.72,6.34,12.2,16.49,-1.28,13.51,8.55,2.18,6.18,1.95,-0.44,5.97,0.69,-3.22,-0.88,6.68,6.28,-0.41,0.2,-4.06,-0.7,0.01,-2.12,0.63,13.49,1.81,-0.76,-2.64,-1.03,0.63,-0.09,-0.49
5f0a1d89eb65250d7d9eedb4,95.8,Mrs baker lived is the friendly neighborhood cat lady. She was a tomboy back in the day. She had a charming friend called Devin who had really bad manners. Goodness his manners were bad. So one day he lost his cat and decided to run away. She went looking for him but he ended up being in a treehouse club. She never forgets anything and this was the second time.,22.88,-7.74,9.41,2.78,7.12,-1.19,-1.73,6.52,11.04,1.37,6.01,6.42,5.32,-3.84,-0.09,1.9,2.41,-0.82,2.07,-2.92,0.37,0.99,-0.81,15.63,0.72,-0.05,0.07,3.84,-1.25,0.56,0.05,8.76
5fa154fd4cbe97227182aff7,96.68,Mrs Baker was the town's cat Lady. She had around 20 cats. Her grandson tried to befriend me but I was not fond of his bad manners. He threatened to run away and Mrs Baker asked me to look for him. I agreed and we searched. We later found him reading a book at the treehouse. He decided not to run away.,22.23,3.58,7.3,15.31,-0.96,12.01,-1.68,13.22,5.01,2.34,-0.94,9.94,4.12,-3.3,-1.02,10.38,4.04,-0.18,0.4,-7.34,1.04,-0.37,-1.11,2.32,3.71,0.8,2.83,-4.31,-1.86,0.43,-0.47,-0.79
5f4560c565e28d13e5dd5d56,99.7,It is a story about a woman who owned a cat. She had a tomboy grand son. The narrator tried to befriend the boy but the boy had no manners. He ran away from home and was reported missing at the police station. It turned out he didn't run away. The sheriff told the narrator to stay out of the woman's way.,10.86,-1.67,8.23,16.23,1.8,4.5,0.64,8.69,5.82,0.46,0.06,9.71,1.04,0.11,1.12,5.82,5.4,-0.97,4.39,-0.43,-0.77,3.32,-0.55,-0.71,0.18,4.07,1.39,12.95,-0.6,0.34,-0.68,-1.05
60f20aac9a3cd813c94175b4,101.74,"Mrs Baker was a cat lady, her grandson had bad manners, goodness gracious did he have bad manners. Then there was a sheriff involved and told her to lie low, which she did and it was the second time.",19.43,-0.97,7.77,16.27,-1.35,1.67,-1.56,7.16,7.62,1.27,7.87,1.61,0.73,-0.14,1.27,1.24,4.0,-0.37,3.9,-1.75,0.21,1.16,0.53,-0.42,-2.52,0.73,3.19,13.23,0.09,0.78,0.15,8.94
604637ce7d3ec8090f32cbed,102.32000000000001,"Okay, so there was a young lady who was tomboyish. She lived in a neighborhood that had a lady with 20 cats. There was a boy who came to live with the lady. He quite liked the tomboyish girl and one day disappeared. But they found him reading in a tree house. The lady I assume blamed her for the boy's disappearance. The sheriff then told the girl to lay low for some time because the lady doesn't forget and she holds grudges.",11.06,1.99,7.67,11.09,8.77,7.22,1.24,1.93,0.94,2.12,-1.52,11.22,0.72,-1.49,-0.18,2.86,4.13,-0.28,1.82,-3.43,-0.43,-0.56,-0.86,1.42,4.36,1.06,4.3,27.35,-0.43,0.89,-1.41,-1.25
60ed995abcc068230f3c604d,102.51,"There was a neighbour of this girl who loved cats. She must have had 20. Her grandson had terrible manners but really liked the girl and wanted to be friends. But she didn't. One day he went missing and the neighbour accused the girl of knowing where he was, but she didn't. They went looking for him and found him up a tree reading a comic. The local sheriff told the girl to stay away from them and lay low.",6.34,2.75,7.91,14.02,-0.13,9.9,0.83,8.17,5.44,0.55,-0.71,7.61,2.36,-2.03,-0.36,6.35,4.35,-0.47,1.71,-3.54,-0.37,-0.34,-1.52,0.57,9.84,1.04,3.01,21.01,-0.12,0.87,-1.44,-1.09
59777c084bfdcf0001f7bbc7,102.62,An old lady Mrs Dawson had about 20 cats she adopted a girl that was a tomboy it she was a lot of trouble she left a note saying she would run away but she didn't run away she was sat in a tree with a table cat in tow the sheriff said stay out of sight as once that woman gets something in her head she never forgets.,7.84,4.49,5.92,6.33,5.08,-2.63,-1.83,2.2,1.23,0.04,-1.71,22.85,2.84,3.2,0.16,0.11,2.71,0.18,2.84,-1.98,0.12,1.28,-0.67,-0.72,1.14,1.07,3.25,39.6,-1.37,0.38,-0.45,-0.88
5f588f227723ca000cc5e08f,103.35,"The story is about a lady who has cats, Mrs. Baker, and a Tomboy who has poor manners who wrote a note saying he is leaving and they had to look for him but he didn't run away he was in a tree house with his comic book after the sheriff said they should lay low.",17.31,-2.16,6.9,9.5,6.75,-5.15,-1.26,6.39,7.0,3.14,-0.07,16.51,0.34,-2.15,-1.78,5.87,1.96,-0.02,2.16,-0.81,-0.21,3.75,-0.58,1.53,9.91,3.49,-1.14,18.14,-1.72,1.16,-0.72,-0.69
60b2827157e043215e6f997e,104.85,In the neighborhood I stayed in my nextdoor Mrs. Dawson had just bought a cat but she owns 20 cats I was a tomboy and she lived with this charming lad who wanted to run away because she was a nagging lady Mrs. Dawson came to me to say he ran away and found his baseball cap by the mill but could not find him we later went to the police station to inform the chief about his disappearance,15.87,2.47,7.86,9.48,9.14,0.6,-2.0,2.91,8.77,1.82,-1.82,15.53,2.81,-3.77,-0.26,10.19,2.63,-1.17,3.77,18.97,-0.57,2.92,-0.53,0.69,-7.58,0.2,3.48,3.15,-0.72,0.57,-0.44,-0.12
64622d2c6d50562c9b68e0c1,104.96,"Ms Baker's grandson went missing, and Ms Baker went to find me in my treehouse, so we searched together and tried to find him, but he wasn't at the mill, but at the club treehouse. I was then warned by the sheriff to stay away.",4.93,-2.6,8.65,16.33,1.04,3.89,-1.84,2.74,1.52,2.2,-1.97,7.07,14.48,-1.65,-0.02,10.64,3.02,-0.98,0.77,6.43,-2.16,3.5,-0.73,11.5,1.94,0.28,3.72,14.13,-1.34,0.54,-0.79,-0.28
5cbc7935dc8a8900017390a2,105.29,"Mrs baker once said. I had a friend, he didn't like his grandmother since she kept nagging me. well we'll find him, and if we don't you can - go to the police station. I was strategizing. There was a treehouse club.",13.59,-2.64,9.88,13.8,1.66,1.75,-0.54,4.52,-0.21,1.38,-1.47,12.27,6.72,-2.09,0.4,11.26,17.55,12.49,-0.41,-3.67,-0.29,0.08,0.62,14.34,-2.3,0.61,0.05,-3.46,-1.09,0.71,-0.09,-0.13
5ce059ad3f8060001509faaa,105.71,Mrs Baker was a cat lady who had 20 cats in her time she had a grandson who threatened to run away. The narrator of the story went out to look for his and eventually found him up a tree on a tree branch near the tree house reading a comic book. He had a ginger cat with him. The police officer came over and said he had better lay low as the cat lady never forgets what happens and may be on the look out for him. the boy did as he was told and laid low for the evening. It was the second time he had pretended to try and run away.,21.14,3.0,7.78,15.76,-2.08,-3.97,-0.12,2.3,0.5,0.75,-1.67,13.25,-0.81,0.12,1.32,4.71,5.91,-0.68,1.41,-6.57,-0.09,0.0,-1.08,0.59,10.26,-2.4,1.91,27.63,-0.22,1.07,-0.88,6.87
5cb1fdb11a4c6a0015fdcdf7,106.9,In my neighbourhood there was a lady who liked cats she had about 20 she had a grandson I used to play with him one day he ran away as she was nagging him she came to see me in my treehouse with a tabby cat in tow we went to find him the place where he left his baseball cap but he was sat on a branch the officer came and said he was safe and not to tell the old woman that was my second day.,11.59,3.05,7.88,14.9,0.1,-2.33,-3.95,1.61,0.92,0.48,-1.6,10.89,14.69,8.65,0.28,11.72,4.6,-0.61,1.98,10.94,-1.12,-0.29,-2.14,1.64,4.47,-0.33,2.09,4.37,-1.97,-0.02,-0.89,5.3
5c6ab0ec721d100001a8ff03,106.94999999999999,"in the neighbour hood I grew up in Mrs Baker was the local cat lady. Her nephew had poor manners, very poor manners. he went missing. found up a tree reading a comic. but the local officer told me to lay low for a while, which I did.",37.55,-5.45,8.45,9.29,-1.68,1.34,-1.03,7.69,7.92,3.2,1.21,8.53,-0.33,-1.32,1.31,3.07,3.26,-0.96,1.57,-2.71,0.0,-0.11,-0.91,0.07,9.62,0.46,0.73,15.86,1.21,1.32,-1.39,-0.82
5fbaf990efe4a5bcf223f9d7,109.46,"there was a lady who loved cats and had a grandson. and there was a girl who was a tomboy. the grandson liked the tomboy girl but the girl did not, so one day the grandson disappeared and the lady and the girl looked for him until they found him in a tree house reading a comic book, the sheriff from the town warned the girl to lay low a bit because the lady does not forget and she did.",7.31,-1.04,7.59,15.65,8.35,3.2,3.5,2.9,1.32,1.06,-1.44,12.2,1.77,0.22,0.2,5.44,0.88,-0.49,1.8,-3.18,0.71,-0.17,-1.59,3.54,11.59,-0.7,1.51,28.07,0.99,0.53,-0.91,-1.35
5ec848e98af2e014101df8e5,109.75,In the neighbourhood I grew up in the resident cat lady was Mrs Baker. She has 20 or so cats she has given a home too. She also had a grandson who was about my age. In those days I was quite the tomboy. He wanted to be friends with me but I wasn’t as keen. He had very bad manners. His grandmother wanted him to be friends with me too. He said he would run away if I wouldn’t be.,39.13,4.04,9.07,16.65,10.44,12.92,-1.71,9.44,6.51,1.71,-0.69,10.08,-3.81,-2.73,-0.17,-0.69,3.89,-0.33,0.77,-3.0,0.03,-0.49,0.25,1.02,-0.2,0.43,1.2,-3.2,-0.98,0.52,-0.06,-0.29
5bdf514805ba8e0001965d25,111.05,"Mrs Baker had 20 cats, adopted. Her grandson knew a girl nearby who was a tomboy but Mrs Baker didn’t like her. The grandson went missing one day and they went looking for him but Mrs Baker thought it was her fault. They found him up a tree reading a comic book. His cap was found nearby. The police officer told her to stay away from Mrs baker as she never forgot anything.",17.28,9.25,5.01,12.8,5.57,2.74,0.35,-1.44,1.34,0.55,-1.9,13.44,0.46,-0.99,0.13,3.67,5.55,-1.12,1.33,4.38,-0.69,-1.31,-2.36,0.29,11.75,0.31,1.54,25.6,-0.26,0.46,-1.56,-1.12
5a27eee353fc4b0001414fe8,111.4,"Mrs Baker was the neighbourhood cat lady (about 20 cats). She had a grandson who she was trying to get to make friends with the narrator of the story. She kept nagging so he made it look like he'd ran away. She got the narrator to help look for him and they found his cap, but not him. When they returned he was in the treehouse.",24.6,3.64,8.6,16.88,-1.42,8.36,0.46,1.74,1.65,1.14,-1.59,18.37,3.08,-2.86,-2.22,8.82,6.03,-0.53,1.18,7.46,-0.59,3.33,3.36,3.55,1.49,1.03,-0.68,-2.4,-0.9,0.69,-0.49,-0.38
5c7ceda01d2afc0001f4ad1d,113.97,"So our protagonist grew up in the same neighbourhood as Mrs. Baker, whose grandson had a crush on our heroine, but which she was blissfully unaware of at the time. One day Mrs Baker comes to our leading lady because her grandson has run away. So the pair go looking for him to no avail, but upon returning to our unnamed narrator's yard they find him sitting in a tree reading a comic book. All's well that ends well you would think, but Mrs Baker casts blame on the Girl With No Name for some such reason and threatens to call the police. So later an intrepid member of local enforcement arrives and leaves our teller of tales with the dubious legal advice of ""keeping her head low"" for some unfathomable reason, which she inexplicably agrees to do. This was a chore to read.",18.24,-3.57,7.23,14.26,-0.42,1.92,5.28,2.58,0.89,0.91,-0.07,9.99,4.62,-1.94,0.92,7.92,8.6,-0.22,1.92,-3.79,0.62,2.93,3.28,0.99,11.66,-0.24,4.12,15.36,0.06,0.59,0.02,-0.69
60c7928e14e0a43a43369a5b,114.53,"There was an old lady in the neighbourhood who was a cat lady she had housed about 20 cats. She had a grandson that wanted to befriend this girl that was a bit of a tomboy. The girl did not want to befriend the boy because she thought he was ill-mannered. The boy threatened to run away because she did not want to befriend him, he wrote all of this in a note that the lady showed to the girl they found him in a tree house and the sheriff warned the young girl to lay low as the cat lady might be holding a grudge against her.",9.83,3.02,6.81,16.34,7.55,13.62,-0.99,8.74,4.8,1.27,-1.35,16.67,5.56,-0.26,-0.47,1.44,2.88,-1.3,1.26,-1.64,-0.03,-1.59,-1.75,0.76,0.99,0.45,3.16,21.58,-0.7,0.81,-1.22,-1.71
5a4c063dac413f0001e607ec,115.82,"Mrs Baker was the street cat lady and gave homes to around 20 cats. Her grandson wanted to be friends with the author but the author didn’t really want to be friends. One day the grandson went missing and Mrs Baker came looking for him, bringing her tabby cat. They tried to find him, with the author saying if they couldn’t then she could call the police. It turns out he was in the treehouse reading a book.",24.11,5.74,7.42,14.56,-2.6,12.87,-0.08,1.52,1.02,1.39,-1.11,6.56,9.95,10.03,0.42,8.59,18.78,0.34,0.52,-7.96,0.07,1.02,0.52,3.43,3.86,1.11,-0.61,-3.12,-1.84,0.66,-0.44,-0.91
5b0a9b13444cef0001ca2b32,118.34,"I lived next door to a neighbour, she was known as the cat lady as her house was full of cats she bought.. or found. I was always kinda a tomboy and the neighbours son wanted to be friends with me. One day the son went missing and I had to help the neighbour find him, he had run away, we found his baseball cap and started looking for him. Eventually we found that he was in his treehouse reading a comic book. After this the police man told me to keep on the low down because the neighbour never forgets a face and she was not happy with me.",11.51,-1.13,12.01,8.86,8.42,10.54,-0.49,2.15,0.82,0.59,-0.78,9.32,1.82,-2.64,1.53,7.08,5.67,-0.45,1.45,6.36,1.12,0.14,-1.64,1.86,10.84,-0.26,2.49,24.63,-1.0,0.44,-1.57,-1.35
5d45521afdaaad00010ec185,118.96000000000001,In the neighbourhood where I grew up lived Mrs Baker. She was the resident cat woman and had adopted about 20. She had a young grandson who was interested in me but I was a tomboy and didn't take much notice. One day he disappeared and she blamed me but we found him and then I kept out of her way.,33.88,7.74,7.41,18.01,7.9,8.08,2.68,3.89,0.53,1.87,-0.98,11.46,-0.97,-1.95,0.3,8.16,4.5,-0.79,1.74,-3.08,1.09,-0.62,-0.88,1.12,-0.33,0.71,3.74,2.77,1.34,0.66,-0.75,-0.27
5f58c945b5424a055aad846b,121.98,There was a cat lady. Her grandson was trying to befriend you. Grandson went missing - thought he was in a treehouse but not. Went searching for him and couldn't find a trace. However was back at the treehouse. Advised to lie low and avoid cat lady as she didn't forget things. Grandson had poor manners.,9.81,-1.87,6.94,13.49,-0.67,12.92,1.19,7.28,7.05,3.15,-0.48,6.58,4.28,-1.25,0.39,4.83,5.56,-0.39,2.06,-0.21,-0.82,6.91,1.91,3.12,-0.17,1.01,6.06,24.4,0.41,0.84,-1.57,-0.78
605ba57d2842d8291b4afd24,123.41,"The narrator was a tomboy who had a Neighbour, old lady that had adopted many cats. About twenty or even more. The old lad lived with her grandson that had bad manners that wanted to befriend the narrator. The narrator did not realize that too soon. One day, the boy wrote a note about running away because she did not want to be his friend. The old lady went to her and asked her to help her look for him. They looked for him and later found him somewhere reading a book. later on, that day, the local sheriff warned the narrator about the old lady.",14.47,8.99,5.88,15.19,6.66,12.63,5.32,5.11,6.08,2.02,-1.2,23.53,2.52,-1.12,-1.35,10.56,1.94,-0.47,1.23,-5.48,-0.98,-1.6,-1.95,-0.36,5.8,0.17,2.87,10.62,-2.45,0.53,-0.45,-1.3
5e7c89a515980f2c5cf93d5d,123.82,There was a woman who had a neighbour who looked after stray cats about 20 and she had a grandson. The grandson was always trying to befriend her and then one day he said he was going to run away. The old lady made the girl go with her to look for him. They went to a mill but they didn't find him. When they went home he was sat with a comic in the treehouse. The Sheriff was called who told the girl to lay low for a while as the woman would be cross with her for a while.,6.88,2.73,8.26,17.0,1.38,13.29,0.73,1.72,0.52,1.38,-0.88,16.0,5.52,-2.17,-1.47,9.36,2.79,0.19,1.54,3.09,-1.67,4.05,2.17,1.5,12.72,0.24,2.06,17.44,-0.15,0.59,-2.02,-0.97
60ac8e56161951beab26e5ea,126.01,Mrs Baker was the local cat lady who had a grandson who wanted to play with the narrator. The grandson went missing and he left a note. Mrs Baker accused the narrator and they went searching for him only to find him in the treehouse. The sheriff told the narrator to watch out because Mrs Baker never forgets.,25.74,-0.39,8.56,17.05,-2.35,9.5,0.31,2.89,0.38,1.2,-1.35,17.64,4.4,-0.08,-0.97,7.05,3.64,-0.62,0.91,-0.9,0.68,1.84,-0.44,2.25,1.72,0.28,6.08,22.94,-0.98,0.74,-0.54,-1.17
60abb40fe8824c6f9007faeb,129.31,"In the neighborhood I grew up in, Mrs. Baker was the resident lady. She had adopted at least two kids or she gave them a home. She had a young grandson and back then I was a tomboy. The grandson was trying to befriend me. I did not catch on him because he was charming.",30.87,5.13,20.55,19.88,19.7,17.46,5.13,1.72,5.27,1.04,-1.56,-2.49,-2.22,-1.92,0.61,2.93,6.46,0.06,1.76,-2.93,-0.55,-0.05,-0.12,1.71,-1.37,0.67,0.94,-0.7,-0.63,1.27,0.44,0.25
