segment_id,segment_text,recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,segment_text_rephrased,mbits_rephrased_narrative
24,– it was a treehouse club –,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,3.6, – it was a clubhouse in a tree –,3.84
25,he was sitting on a branch with a comic book in his hand.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,2.75," there he was, perched on a branch, reading a comic book.",1.7
26,He hadn't run away.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,7.33, He hadn’t actually run away.,6.33
27,But – however – that resolved it for that day.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,1.48, But – nonetheless – that settled things for the moment.,-1.32
28,"But that evening the local sheriff, Officer Dawson said “You better lay low and stay out of sight because that woman never forgets anything once she gets it into her mind.”",54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,33.36," However, that night, local sheriff Officer Dawson warned, “You better keep a low profile because once something is on her mind, she never lets it go.”",28.87
29,And I did.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,1.91, And so I did.,3.5
30,I laid low,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,2.33, I kept out of sight.,-0.66
31,and stayed out of sight.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,-1.99, and remained hidden.,0.29
32,That was the second time.,54232b4bfdf99b328c91b253,"In the town that I grew up in there was an old cat lady. A boy was trying to befriend me but I never caught on. One day the old cat lady came to my treehouse tabby cat in tow. She said the boy had run away, so we went to look for him. We found his hat and he was in a tree house. He hadn't run away. Then a sheriff turned up and told me to lay low as the old lady doesn't forget anything. And so I laid low. For the second time.",428,16,8.55, This marked the second occasion.,12.15
1,"In the neighborhood I grew up in, Mrs. Baker was the resident cat lady.",56815ef3c5767f00121d2088,"There was a girl who lived next door to a woman who had 20 cats (or so) plus her son. Her son wanted to befriend the girl, but the girl didn't realise that. She found him charming but didn't like his manners. So one day the boy wrote a letter to her saying that he is running away. His mother found out and asked the girl about him. Holding a big tabby cat in her hand. The girl suggested that they call the police which the mum did. They also went to look for him themselves. They found a baseball cap near an old mill. but nothing else. So they went back and found him sitting on a tree branch reading a comic book. The Sheriff advised the girl to lay low because the woman had a very good memory. So the girl laid low.",721,23,8.9," In the area where I was raised, Mrs. Baker was known as the neighborhood cat lady.",29.89
