index,keypoints,keypoints_len_in_chars,original_mbits,rephrased_mbits,"produced
key points","required
key points",attempt
13,"I grew up in a neighborhood with Mrs. Baker, the cat lady. I was a tomboy and her grandson tried to befriend me. I didn't like her grandson because of his poor manners. He left a note saying he would run away due to her nagging. Mrs. Baker and I searched for him but found nothing at the old mill. We found him in the treehouse with a comic book in his hand. Officer Dawson told me to lay low because Mrs. Baker held grudges.",425,198.05,167.29,7,7,2
14,"I grew up in a neighborhood with Mrs. Baker, the resident cat lady. Mrs. Baker's grandson tried to befriend me, but I didn't like him due to his poor manners. The grandson left a note saying he would run away because Mrs. Baker nagged about me. Mrs. Baker came to my treehouse with a cat, and I suggested we look for him. We searched near the old mill and found his baseball cap. We returned to the treehouse and found him with a comic book. Officer Dawson advised me to lay low because Mrs. Baker never forgets anything.",521,245.17,213.88,7,7,3
15,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker's grandson tried to befriend me. I didn't like him because he had poor manners. He left a note saying he was going to run away. Mrs. Baker and I looked for him but couldn't find him. I found him in the treehouse with a comic book. Officer Dawson advised me to lay low. I stayed out of sight as advised.",372,164.61,141.81,8,8,1
16,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker had a young grandson trying to befriend me. I didn't like him much because of his poor manners. He left a note saying he would run away due to nagging. Mrs. Baker came to my treehouse with a big old tabby cat. We tried to find him and discovered his baseball cap near the mill. We found him in the treehouse with a comic book. Officer Dawson advised me to stay out of sight because of Mrs. Baker.",466,226.67,198.5,8,8,2
17,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker had a young grandson who tried to befriend me. I didn't like him because he had poor manners. He left a note saying he was going to run away due to nagging. I helped Mrs. Baker look for him with a plan in mind. We found his baseball cap near the old mill but no other trace. He was later found in the treehouse with a comic book. Officer Dawson advised me to stay out of sight from Mrs. Baker.",463,195.45,172.56,8,8,3
18,I grew up in a neighborhood with Mrs. Baker as the cat lady. I was quite the tomboy back then. Mrs. Baker's grandson was trying to befriend me. I didn't like him because of his poor manners. He left a note saying he was running away. Mrs. Baker came to my treehouse with her cat. We went to find him near the old mill. We found him in the treehouse with a comic book. The local sheriff advised me to lay low.,408,192.16,170.98,9,9,1
19,I grew up in a neighborhood with Mrs. Baker as the cat lady. She had a young grandson who tried to befriend me. I didn't like him much because he had poor manners. He left a note saying he was going to run away. Mrs. Baker came to my treehouse with her cat. I suggested we look for him and call the police if needed. We found his baseball cap near the old mill but not him. He was actually in the treehouse reading a comic book. Officer Dawson advised me to lay low and stay out of sight.,488,224.65,204.1,9,9,2
20,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker's grandson tried to befriend me. I didn't like him because he had poor manners. He left a note saying he was going to run away. Mrs. Baker came to my treehouse with a cat. I suggested we search for him and possibly call the police. We searched near the old mill but found nothing. He was in the treehouse with a comic book. Officer Dawson advised me to lay low and stay out of sight.",453,212.39,188.04,9,9,3
21,"I grew up in a neighborhood with Mrs. Baker, the cat lady. She had adopted over twenty cats. She had a grandson who tried to befriend me. I didn't like him because he had poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I suggested we search for him before calling the police. We found his cap near the old mill but not him. He was later found in the treehouse reading a comic book. Officer Dawson advised me to lay low because of Mrs. Baker.",492,218.5,206.58,10,10,1
22,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the resident cat lady. Mrs. Baker had a young grandson. I was a tomboy and didn't take to the grandson. The grandson had poor manners. He left a note saying he would run away. Mrs. Baker visited me with a tabby cat. I suggested searching for the grandson. We found his baseball cap near the old mill. The grandson was in my treehouse with a comic book.,421,164.13,143.83,10,10,2
23,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker's young grandson wanted to befriend me. I didn't like him due to his poor manners. He left a note saying he would run away because of Mrs. Baker's nagging. Mrs. Baker came to my treehouse with a big tabby cat. I convinced her to look for him before calling the police. We went to the old mill but didn't find him, just his baseball cap. We returned to the treehouse club and found him there with a comic book. The situation was resolved that day, but Officer Dawson warned me. I laid low and stayed out of sight after that warning.",601,266.43,242.22,10,10,3
24,Mrs. Baker was the neighborhood cat lady. She had a young grandson who tried to befriend me. I didn't like him because of his poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I convinced her to search for him together. We searched near the old mill but found nothing. We returned to find him in the treehouse with a comic. The issue seemed resolved for the day. Officer Dawson advised me to stay out of sight. I stayed out of sight like he suggested.,500,224.75,193.15,11,11,1
25,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson. He was trying to befriend me. I didn't like him due to his poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse for help. We searched and found no trace of him initially. He was in the treehouse with a comic book. Officer Dawson advised me to stay out of sight.,449,194.7,169.56,11,11,2
26,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She had a young grandson. I was a tomboy back then. The grandson tried to befriend me. I didn't like him due to his poor manners. He left a note about running away. Mrs. Baker came to my treehouse worried. I suggested we search for him before calling the police. We found his baseball cap near the mill. He was hiding in the treehouse with a comic book.,436,185.02,159.11,11,11,3
27,"I grew up in a neighborhood with Mrs. Baker. Mrs. Baker had at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy and he tried to befriend me. I didn't like him much because of his poor manners. One day, he left a note saying he'd run away. Mrs. Baker came to my treehouse with a cat. I suggested we look for him and maybe call the police. We searched and found his baseball cap near the old mill. We returned to find him in the treehouse with a comic book. The local sheriff advised me to stay out of sight. I laid low and stayed out of sight after that incident.",580,240.74,213.76,12,12,1
28,I grew up in a neighborhood with a cat lady named Mrs. Baker. Mrs. Baker had adopted at least twenty cats. She had a young grandson who tried to befriend me. I didn't like him because he had poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I suggested finding him before calling the police. We searched by the old mill but found nothing. We returned to find him in the treehouse reading comics. The situation was resolved for the day. Officer Dawson advised me to stay out of sight. I followed the advice and laid low.,568,245.19,224.41,12,12,2
29,"I grew up in a neighborhood with Mrs. Baker, the cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson who tried to befriend me. I didn't like him much because of his poor manners. He left a note saying he would run away due to her nagging about me. Mrs. Baker came to my treehouse with a cat. I convinced her to find him before calling the police. We went to the old mill and found his baseball cap. He was found in the treehouse with a comic book. He hadn't actually run away. Officer Dawson warned me to lay low because Mrs. Baker never forgets. I laid low and stayed out of sight as advised.",621,284.57,258.48,12,12,3
30,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker adopted at least twenty cats. She had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't take to him because of his poor manners. He left a note saying he would run away. Mrs. Baker and I searched for him. We found his baseball cap near the old mill. We discovered him in the treehouse club. He was sitting on a branch with a comic book. Officer Dawson warned me to lay low. I stayed out of sight after his warning.",530,229.15,187.86,13,13,1
31,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't take to him because he had poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I talked her down and suggested to search for him. We found his baseball cap near the old mill. He was actually in the treehouse with a comic book. Officer Dawson told me to lay low. I listened and stayed out of sight after that.,549,251.82,225.22,13,13,2
32,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the resident cat lady. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't like him due to his poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I suggested we look for him before calling the police. We searched near the old mill but found nothing. We returned to find him at the treehouse club. The local sheriff advised me to lay low. I laid low and stayed out of sight.,549,237.48,203.51,13,13,3
33,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the cat lady. She adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't like him much due to his poor manners. He left a note planning to run away. The note said she nagged about me. Mrs. Baker came to my treehouse for help. We searched near the old mill. We found his baseball cap but not him. He was in the treehouse reading a comic. Officer Dawson warned me to lay low.,528,249.19,217.51,14,14,1
34,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker had a young grandson. I was a tomboy back then. The grandson tried to befriend me. I didn't take to him much. He had poor manners. He left a note saying he'd run away. Mrs. Baker came to my treehouse. I suggested we search for him. We searched near the old mill. We found no trace of him there. We returned to the treehouse. He was sitting on a branch with a comic book. Officer Dawson advised me to lay low.",478,225.8,189.7,14,14,2
35,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the resident cat lady. She had at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't like him much because of his poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I suggested we search for him before calling the police. We found his baseball cap near the old mill. We returned to the treehouse and he was there. Officer Dawson advised me to lay low. I laid low and stayed out of sight.,583,252.61,223.78,14,14,3
36,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker had a young grandson trying to befriend me. I didn't take to him much due to his poor manners. He left a note saying he would run away from home. Mrs. Baker came to my treehouse with a tabby cat. I talked her down when she was worried about his note. We went to search for him as I planned. We found his baseball cap near the old mill. We couldn't find him after trailing around. We returned to the treehouse club eventually. He was sitting on a branch with a comic book. He hadn't actually run away from home. The matter resolved itself for that day. Officer Dawson warned me to stay out of sight. I laid low and stayed out of sight as advised.",715,288.64,246.04,15,15,1
37,I grew up in a neighborhood with a resident cat lady. Mrs. Baker had adopted at least twenty cats. She had a young grandson. I was quite the tomboy back then. The grandson tried to befriend me. I didn't take to him much. He was a charming lad but with poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse. She had a big old tabby cat with her. I talked her down from worry. We went to find him near the old mill. We found his baseball cap but no trace of him. He was actually in the treehouse with a comic book. The local sheriff advised me to lay low and stay out of sight.,608,283.86,226.03,15,15,2
38,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker had at least twenty cats. She had a young grandson trying to befriend me. I didn't take to him much due to his poor manners. He left a note saying he was going to run away. Mrs. Baker came to my treehouse with a big tabby cat. I convinced her to search for him before calling the police. We went to the old mill where his baseball cap was found. We didn't find a trace of him after trailing a bit more. He was in the treehouse club reading a comic book. He hadn't actually run away. That resolved the situation for the day. Officer Dawson told me to lay low and stay out of sight. I followed Dawson's advice to avoid Mrs. Baker. This was the second time it happened.",736,321.34,267.08,15,15,3
39,I grew up in a neighborhood with Mrs. Baker. She had at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy back then. The grandson tried to befriend me. I didn't like him much. He had poor manners. The grandson left a note to run away. Mrs. Baker came to my treehouse for help. I suggested we search before calling the police. We searched near the old mill for him. We found his baseball cap but not him. We returned to the treehouse. He was in the treehouse with a comic book. Officer Dawson warned me about Mrs. Baker. I decided to lay low and stay out of sight.,580,243.07,209.66,16,16,1
40,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker adopted at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy and her grandson tried to befriend me. I didn't like him much due to his poor manners. One day, he left a note saying he would run away. Mrs. Baker came to my treehouse with a tabby cat. I suggested we look for him before calling the police. We found his baseball cap near the old mill. We didn't find any trace of him there. We returned to the treehouse and found him reading a comic. He hadn't run away, resolving that day's issue. Officer Dawson warned me about Mrs. Baker's nagging nature. I decided to lay low and stay out of her sight. I indeed laid low as advised by Officer Dawson. This was the second time dealing with such a situation.",793,290.95,262.99,16,16,2
41,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the neighborhood cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't take to him much. He had poor manners that I noticed. He left a note saying he would run away. Mrs. Baker came to my treehouse. I convinced her we should look for him. We found his baseball cap by the old mill. We didn’t find a trace of him nearby. We returned to the treehouse and found him. He was sitting on a branch with a comic book. The local sheriff told me to lay low.,612,240.19,202.75,16,16,3
42,I grew up in a neighborhood. Mrs. Baker was the resident cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson was trying to befriend me. I didn't take to him much. He had poor manners. He left a note saying he'd run away. Mrs. Baker came to my treehouse. She brought a big old tabby cat. I talked her down from calling the police. We went to find her grandson. We found his baseball cap near the old mill. He was in the treehouse club with a comic book. Officer Dawson warned me to lay low. I laid low and stayed out of sight.,601,303.98,252.9,17,17,1
43,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She had at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. He was trying to befriend me. I didn't take to him much. He had poor manners. One day he left a note. He was going to run away. Mrs. Baker came to my treehouse. I talked her down. We went to find him. We reached where his baseball cap was. We found him in the treehouse. The local sheriff warned me. I laid low and stayed out of sight.,515,231.36,188.04,17,17,2
44,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She had at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy. He was trying to befriend me. I didn't like him much. He had poor manners. He left a note saying he'd run away. She came to my treehouse. I talked her down from calling the police. We went to look for him. We found his baseball cap near the old mill. He hadn't run away and was at the treehouse club. That resolved it for the day. Officer Dawson advised me to lay low. I laid low and stayed out of sight.,574,288.11,240.96,17,17,3
45,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the cat lady. Mrs. Baker adopted at least twenty cats. She had a young grandson. I was a tomboy back then. Her grandson tried to befriend me. I didn't take to him much. He was charming but had poor manners. He left a note about running away. He said his grandmother was nagging. Mrs. Baker came to my treehouse. I talked her down from worrying. We planned to search for him together. We found his baseball cap at the old mill. We didn't find him immediately. He was in the treehouse with a comic. Officer Dawson warned me to lay low. I laid low and stayed out of sight.,629,254.77,220.68,18,18,1
46,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker had adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't take to him because he had poor manners. Her grandson had very poor manners. He left a note saying he would run away. He said she was always nagging about me. Mrs. Baker came to my treehouse with a tabby cat. I talked her down and proposed a plan. I suggested we find him before calling the police. We went to where his baseball cap was found. We trailed a bit more but didn't find any trace. He was at the treehouse club with a comic book. He hadn't run away after all. Officer Dawson advised me to lay low. I followed his advice and stayed out of sight.",770,343.95,272.67,18,18,2
47,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She adopted at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy back then. Her grandson tried to befriend me. I didn't like him much. He was charming but had poor manners. He left a note about running away. Mrs. Baker came to my treehouse with a cat. I talked Mrs. Baker down. I advised Mrs. Baker to search for him. We found his baseball cap near the old mill. We didn't find any more traces of him. He was in the treehouse with a comic book. The situation resolved for that day. Officer Dawson warned me to stay out of sight. I stayed out of sight after that warning.,670,284.21,251.77,18,18,3
48,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the resident cat lady. Mrs. Baker had adopted at least twenty cats. She had a young grandson. I was quite the tomboy back then. Her grandson was trying to befriend me. I didn't take to him much. He was charming but had poor manners. He left a note saying he was going to run away. The note said she was nagging about me. Mrs. Baker came to my treehouse with a cat. I talked her down from worrying. I suggested we go find him and call the police if needed. She took my advice to search for him. We found his baseball cap near the old mill. We searched more but didn't find him. We returned and found him in the treehouse. Officer Dawson advised me to lay low. I followed Officer Dawson's advice to stay out of sight.,784,311.67,263.6,19,19,1
49,"I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the resident cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. The grandson was trying to befriend me. I didn't take to him much. He seemed charming until you saw his manners. He had poor manners, which was off-putting. He left a note saying he was going to run away. Mrs. Baker came to my treehouse looking for help. I talked her down from panicking. I suggested we look for him before involving police. We searched where his baseball cap was found. We trailed more but found no trace of him. We returned to the treehouse club. He was sitting on a branch with a comic book. Officer Dawson advised me to lay low. I laid low and stayed out of sight after that incident.",802,329.31,257.19,19,19,2
50,I grew up in the neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy back then. Her grandson was trying to befriend me. I didn't catch on to his attempts. I didn't like him because of his poor manners. He was charming but had poor manners. He left a note saying he'd run away. Mrs. Baker came to my treehouse for help. She brought an old tabby cat with her. I convinced her to search for him. We found his baseball cap by the old mill. We didn't find any trace of him. We returned to the treehouse club. He was sitting on a branch with a comic book. Officer Dawson advised me to lay low. I laid low and stayed out of sight.,725,309.25,262.81,19,19,3
51,"I grew up in a neighborhood with Mrs. Baker, the cat lady. Mrs. Baker adopted at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy. Her grandson was trying to befriend me. I didn't take to him much. He had poor manners. He left a note saying he would run away. I talked to Mrs. Baker in my treehouse. I suggested we search for him before calling the police. We went to find his baseball cap near the old mill. We didn't find him at the mill. We returned to the treehouse club. He was sitting on a branch with a comic book. He hadn't actually run away. That resolved the situation for the day. Officer Dawson warned me about Mrs. Baker's memory. He advised me to lay low and stay out of sight. I followed the officer's advice. That was the second time I had to lay low.",785,313.25,273.7,20,20,1
52,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was known as the resident cat lady. She had adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I didn't notice his attempts to befriend me. I didn't like him much because of his manners. He had very poor manners. He left a note saying he would run away. He claimed Mrs. Baker nagged him about me. Mrs. Baker came to my treehouse with a tabby cat. I convinced her we should search for him. I advised her about calling the police. We found his baseball cap near the old mill. We didn't find him initially. He was actually at my treehouse reading a comic. The issue seemed resolved that day. Sheriff Dawson warned me about Mrs. Baker. I decided to lay low and stay out of sight.,812,304.24,275.61,20,20,2
53,I grew up in a neighborhood with Mrs. Baker. Mrs. Baker was the resident cat lady. She had at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy back then. Her grandson was trying to befriend me. I didn't take to him much at first. He was charming but had poor manners. He left a note about running away. Mrs. Baker came to my treehouse. She brought a big old tabby cat. I talked her down about the note. We planned to find her grandson together. We went to the old mill area. We found his baseball cap there. We didn't find any trace of him initially. He was in the treehouse with a comic book. The issue was resolved that day. Officer Dawson advised me to lay low. I stayed out of sight as advised.,724,287.02,238.85,20,20,3
54,I grew up in a neighborhood with Mrs. Baker as the cat lady. Mrs. Baker adopted at least twenty cats. Mrs. Baker had a young grandson. I was a tomboy and didn't take to her grandson much. Her grandson tried to befriend me. Her grandson had poor manners. He left a note saying he would run away. Mrs. Baker came to my treehouse with a cat. I talked Mrs. Baker down from worrying. I suggested we go find her grandson. We went to the old mill and found his baseball cap. We didn't find her grandson initially. We returned to the treehouse club. Her grandson was sitting on a branch with a comic book. He hadn't really run away. The situation was resolved for that day. Officer Dawson gave me advice that evening. Officer Dawson told me to lay low and stay out of sight. I decided to lay low and stay out of sight. I attempted to avoid Mrs. Baker. That was the second time I had to stay out of sight.,896,307.96,274.23,21,21,1
55,I grew up in a neighborhood. Mrs. Baker was the resident cat lady. Mrs. Baker adopted at least twenty cats. Mrs. Baker had a young grandson. I was quite the tomboy. Her grandson tried to befriend me. I didn't take to him much. He had poor manners. He left a note about running away. Mrs. Baker came to my treehouse. She brought a big old tabby cat. I talked her down. I suggested we look for him. We went to where his baseball cap was found. We didn't find a trace and returned. He was in the treehouse with a comic book. He hadn't run away. The issue was resolved for the day. Officer Dawson warned me. I laid low and stayed out of sight. That was the second time.,665,339.54,279.69,21,21,2
56,I lived in Mrs. Baker's neighborhood. Mrs. Baker was the resident cat lady. She had adopted at least twenty cats. She had a young grandson. I was quite the tomboy back then. Her grandson tried to befriend me. I never caught on to his friendship. I didn't take to him much. He was charming until you saw his manners. He had poor manners. He left a note about running away. She came to my treehouse with a tabby cat. I reassured her we would find him. We searched near the old mill. We found his baseball cap. We couldn't find him at first. He was actually in the treehouse club. He was sitting with a comic book. The issue was resolved for that day. Officer Dawson advised me to lay low. I stayed out of sight after that incident.,729,315.24,269.15,21,21,3
