recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
14,304.93,0.28,"In the narrator's childhood neighborhood, Mrs. Baker was known for adopting numerous cats and had a young, ill-mannered grandson who was trying to befriend the narrator, a tomboy at the time. Although she didn't care much for him due to his lack of manners, a situation arose when the grandson left a note threatening to run away because Mrs. Baker often scolded him about the narrator. In response, Mrs. Baker, bringing along a large tabby cat, enlisted the narrator's help. The narrator proposed searching for him first before involving the police. They searched near the old mill, where they found his baseball cap, but discovered nothing else. Eventually, they returned to the treehouse club, where they discovered the grandson relaxing on a branch, reading a comic book. He hadn't run away after all. That day's events concluded without much issue, but later, the sheriff, Officer Dawson, advised the narrator to keep a low profile, warning that Mrs. Baker was known for her persistence. The narrator took his advice to heart and stayed out of sight. This was the second time such an incident occurred.",28.88,1.75,5.7,17.01,9.2,13.35,-1.53,12.98,4.7,0.4,-0.82,33.32,7.33,14.35,1.68,8.75,13.32,1.41,3.84,18.77,0.59,3.86,1.84,16.3,17.11,6.28,9.12,43.75,1.45,0.22,1.09,8.93
2,314.4,0.32,"In the neighborhood where I grew up, Mrs. Baker was known for having a lot of cats. She also had a young grandson who showed interest in befriending me, though I didn't really like him due to his poor manners. One day, he left a note indicating he planned to run away because Mrs. Baker often nagged him about me. Concerned, Mrs. Baker came to my treehouse with her tabby cat, seeking help. I suggested that we should try to find him and, if unsuccessful, she could call the police. Following my advice, she and I searched for him and found his baseball cap near an old mill, but no other clues. When we returned to the treehouse club, we found him there, reading a comic book; he hadn't actually run away. The issue was resolved that day, but later, Officer Dawson warned me to stay out of sight because Mrs. Baker never forgot things once they were on her mind. I took his advice and kept a low profile after that incident, which was the second time something had happened.",34.65,-5.07,6.29,17.51,-4.67,11.73,-0.62,12.91,5.77,1.12,-0.33,37.66,15.29,9.04,1.82,11.48,20.59,0.55,7.54,18.23,-1.7,4.42,2.08,16.11,8.79,6.64,14.47,51.88,1.69,0.55,-0.28,8.26
1,317.8,0.29,"In the narrator's childhood neighborhood, Mrs. Baker was known for taking in numerous cats, but she was also the grandmother of a boy who tried to befriend the narrator, a tomboy at the time. Despite his charm, the narrator was put off by his poor manners. One day, the boy left a note threatening to run away due to his grandmother's nagging about the narrator. Mrs. Baker, worried, approached the narrator for help, bringing along a big tabby cat. Together, they devised a plan to find the boy, with the narrator suggesting they search for him and involve the police if necessary. They searched near the old mill where they found his baseball cap but no other signs of him. On returning to their treehouse club, they discovered the boy hadn't run away but was merely sitting on a branch reading a comic book. The situation seemed resolved, but later that evening, Officer Dawson advised the narrator to lay low, suggesting that Mrs. Baker was not someone who easily forgot things once she got an idea in her head. The narrator heeded this advice, marking the second time they had taken that precaution.",28.79,-0.47,5.57,16.18,8.24,11.72,-0.15,11.74,10.82,1.14,-1.37,38.15,9.46,15.01,0.01,10.01,13.42,0.81,3.67,20.11,-1.4,4.49,2.53,16.51,16.7,5.51,9.98,50.99,0.8,0.5,-0.68,9.01
5,319.1,0.35,"In the neighborhood where I grew up, Mrs. Baker was known as the local cat lady because she had adopted around twenty cats. She also had a young grandson who tried to befriend me, but I wasn't too keen on him due to his poor manners. One day, he left a note saying he was running away because his grandmother often nagged him about me. Mrs. Baker came to my treehouse, distressed and with a big tabby cat. I calmed her down and suggested we look for him before contacting the police. Following my plan, we went to the old mill where we found his baseball cap, but no other sign of him. We returned to the treehouse club only to find him sitting on a branch reading a comic book. He hadn't run away after all. That evening, Officer Dawson, the local sheriff, warned me to keep a low profile because Mrs. Baker had a long memory for things once they caught her attention. I took his advice seriously and stayed out of sight.",36.22,6.75,5.27,17.6,-4.92,12.47,-0.28,14.01,5.04,1.37,-0.38,36.21,15.51,14.89,6.96,10.54,13.84,1.33,3.25,17.25,-1.88,4.45,3.16,16.71,17.49,6.33,3.79,55.79,1.24,0.53,0.26,-1.7
6,323.32,0.31,"In the neighborhood where I grew up, Mrs. Baker was known as the local ""cat lady"" because she had adopted at least twenty cats. She also had a young grandson who tried to befriend me, but I wasn't fond of him due to his poor manners. One day, he left a note saying he intended to run away because Mrs. Baker was always nagging him about me. Mrs. Baker came to my treehouse with her big old tabby cat, worried about her grandson. I calmed her down and suggested we search for him before involving the police. Following my advice, we searched near the old mill where we found his baseball cap but didn't find him. When we returned to the treehouse, we discovered he hadn't run away at all; he was just sitting on a branch reading a comic book. Although that resolved the issue for the day, Officer Dawson, the local sheriff, advised me to stay out of sight because Mrs. Baker was known for holding onto things once she fixated on them. So, I kept a low profile, heeding the warning as it was not the first time I had been advised to do so.",35.1,8.63,4.93,18.12,-4.83,13.27,-0.71,14.5,5.24,1.61,-0.42,39.64,16.41,18.83,4.89,7.73,13.26,0.23,5.99,21.04,-2.04,3.42,3.11,4.78,16.17,5.04,16.87,51.07,-0.11,0.38,-0.42,1.59
11,332.02,0.33,"In the neighborhood where I grew up, Mrs. Baker was known for adopting numerous cats, at least twenty of them. She also had a young grandson who attempted to befriend me; however, I didn't like him much due to his poor manners, despite his initial charm. One day, he left a note saying he was planning to run away because Mrs. Baker frequently nagged him about me. She came to my treehouse with one of her cats, worried about his disappearance. I assured her that we would search for him and if unsuccessful, she could call the police. We searched near an old mill where his baseball cap was found but did not locate him. When we returned to the treehouse club, we found him casually sitting on a branch reading a comic book, having not actually run away. Though the situation was resolved for the day, later, the local sheriff, Officer Dawson, advised me to keep a low profile because Mrs. Baker held on to things once she had them in her mind. I took his advice, staying out of sight afterward.",34.49,9.95,4.21,16.63,-4.44,12.83,-1.39,14.96,11.97,1.68,-0.87,38.41,16.06,5.62,1.6,11.27,23.0,-0.84,2.1,21.61,-0.45,4.06,2.33,15.79,15.99,5.73,14.5,54.25,1.92,1.1,-0.12,-1.93
15,334.52,0.31,"In the neighborhood where I grew up, Mrs. Baker was known for having many cats— at least twenty that she had either adopted or given homes to. She also had a young grandson who tried to become friends with me, although I never realized his intentions. Despite being a charming boy, his poor manners put me off. One day, he left a note saying he planned to run away from home because Mrs. Baker kept nagging him about me. She came to my treehouse with one of her cats, worried, and I convinced her that we should try to find him before calling the police. Following my suggestion, we went to the old mill where his baseball cap was found but couldn’t track him down further. However, when we returned to the treehouse, there he was, reading a comic book— he hadn’t truly run away. While the situation was resolved for that day, later on, Officer Dawson, the local sheriff, advised me to keep a low profile because once Mrs. Baker fixated on something, she wouldn’t let it go. Taking his advice, I stayed out of sight, marking this as the second time I had to do so.",35.61,9.21,20.21,16.97,-8.05,15.16,6.56,11.44,9.26,1.56,-1.36,38.19,16.69,7.93,5.74,8.62,13.54,0.03,5.21,23.06,1.38,2.21,2.52,4.05,11.12,5.61,15.15,46.54,0.85,0.48,0.24,8.79
18,335.57,0.31,"Growing up in my neighborhood, Mrs. Baker was known as the cat lady, as she had adopted at least twenty cats. She also had a young grandson who was trying to befriend me, even though I didn't initially realize it. Despite being charming, his poor manners made it hard for me to like him. One day, he left a note saying he planned to run away because Mrs. Baker was always nagging him about me. Mrs. Baker approached my treehouse, bringing along a large tabby cat, to express her concern. I reassured her and suggested that we try to find him first before considering calling the police. We decided to look for him and headed to a spot near the old mill where we found his baseball cap. After searching for a while without finding him, we returned to my treehouse club and saw him sitting on a branch with a comic book, indicating he hadn't really run away. The situation was resolved for that day, but later in the evening, Officer Dawson, the local sheriff, advised me to stay out of sight as Mrs. Baker might not forget what had happened. So I kept a low profile after that incident.",31.46,8.29,4.59,17.73,-5.14,15.14,3.9,12.49,10.88,1.27,-0.31,39.03,15.54,14.71,4.1,9.72,15.99,-0.26,3.55,22.07,0.59,3.03,2.98,16.27,18.07,5.39,14.92,50.29,1.3,1.05,-2.03,-1.04
7,344.39,0.32,"In the neighborhood where I grew up, Mrs. Baker was known as the cat lady, with at least twenty cats in her care. She also had a young grandson who attempted to befriend me, though I wasn't very receptive due to his poor manners, which didn't impress me despite his charm. One day, he left a note threatening to run away because his grandmother often nagged him about me. In response, Mrs. Baker visited my treehouse with her large tabby cat, seeking advice. I suggested we look for him first and then consider calling the police if necessary. Following my plan, we searched and found his baseball cap near the old mill but no further trace of him. When we returned to the treehouse, we discovered he hadn't run away after all; he was simply sitting on a branch reading a comic book. The situation resolved itself that day. However, later that evening, Officer Dawson, the local sheriff, warned me to stay out of sight because Mrs. Baker never forgets anything once it's in her mind. I took his advice and kept a low profile after that, which was the second time such an incident had occurred.",35.13,4.03,5.73,18.1,-4.11,12.46,-0.87,12.5,10.06,1.32,0.19,38.33,16.12,14.31,1.26,10.66,18.5,1.33,6.12,19.75,-0.91,5.51,2.16,5.46,16.79,5.48,13.61,64.76,1.56,0.58,0.0,8.47
8,348.29,0.32,"In the neighborhood where I grew up, Mrs. Baker was known for having adopted many cats, at least twenty in total. She also had a young grandson who was trying to befriend me, but I wasn’t really interested, partly because his charming demeanor was marred by his poor manners. One day, he left a note saying he was running away because Mrs. Baker often nagged him about me. Mrs. Baker came to my treehouse with her big tabby cat, worried about her grandson. I managed to calm her down and suggested we go look for him together before involving the police, as a strategic plan. We searched the area around the old mill where we found his baseball cap but didn’t see any trace of him. Returning to my treehouse, we found him sitting in a branch reading a comic book, clearly not having run away. Although the situation was resolved for the day, that evening, Officer Dawson advised me to lay low and stay out of sight since Mrs. Baker tends to hold onto things once she gets them in her mind. So, I followed his advice and kept a low profile. That was the second time something like this had happened.",34.7,11.68,3.83,16.24,-5.46,14.73,-0.85,10.89,14.67,1.93,-1.0,38.08,16.24,16.0,5.44,10.02,12.41,6.75,2.91,21.22,-1.66,5.65,3.33,3.84,16.49,5.58,15.69,56.71,1.26,1.39,0.89,8.69
0,364.55,0.29,"In the neighborhood where I grew up, Mrs. Baker was known for being the ""cat lady,"" having adopted at least twenty cats. She also had a young grandson who was trying to befriend me, although I wasn't aware of his intentions at the time. I wasn't fond of him due to his poor manners, despite being otherwise charming. One day, the grandson left a note saying he was going to run away, complaining that Mrs. Baker was always nagging him about me. Concerned, Mrs. Baker brought one of her cats and came to my treehouse. I managed to calm her down and suggested we search for him. If unsuccessful, I advised her to consider calling the police. Following my advice, we went to the spot where his baseball cap was found near the old mill. Despite searching further, we didn't find any trace of him. Upon returning to the treehouse, we discovered that the grandson hadn't actually run away; he was sitting on a branch reading a comic book. That settled things for the day. However, later that evening, Officer Dawson, the local sheriff, cautioned me to stay out of sight, warning that Mrs. Baker never forgets once she gets an idea in her mind. I heeded his advice and kept a low profile, just to be safe. This was the second such incident involving Mrs. Baker.",33.77,8.49,5.15,16.92,-6.57,15.6,4.38,15.33,11.79,1.5,-1.2,38.79,15.67,7.01,8.12,9.35,18.93,-0.18,7.27,28.58,1.88,8.51,3.12,5.1,16.97,4.76,11.98,63.15,1.94,0.73,0.16,7.55
