segment_id,segment_text,real_p_caught,emulated_p_caught,diff,abs_diff
3,"The thirtieth of this month, yeah.",66.66666666666667,59.45945945945946,7.207207207207212,7.207207207207212
6,"It was late Saturday afternoon when they operated, very late.",42.22222222222222,35.13513513513514,7.087087087087085,7.087087087087085
129,"Well, that’s this one. This is a picture of Rita.",44.44444444444444,51.351351351351354,-6.906906906906912,6.906906906906912
45,"No, April! So that was the thirtieth.",44.44444444444444,37.83783783783784,6.606606606606604,6.606606606606604
127,"I said, “We lost Marie.",63.333333333333336,56.75675675675676,6.576576576576578,6.576576576576578
8,She was still under ether.,82.22222222222223,75.67567567567568,6.546546546546551,6.546546546546551
27,"“Mrs. Costa, they just called you from the hospital.",52.22222222222222,45.945945945945944,6.276276276276278,6.276276276276278
123,I was banging my head against the wall and everything.,71.11111111111111,64.86486486486487,6.246246246246244,6.246246246246244
56,And I went.,35.55555555555556,29.72972972972973,5.825825825825827,5.825825825825827
84,"She said, “We don’t know what happened, Mrs. Costa.”",54.44444444444444,48.648648648648646,5.795795795795797,5.795795795795797
147,I’ll burn this hospital down!,45.55555555555556,51.351351351351354,-5.795795795795797,5.795795795795797
189,"Well, my sisters and my mother, you know, they were all alive.",51.111111111111114,56.75675675675676,-5.645645645645644,5.645645645645644
194,That’s all. So that’s what happened.,43.333333333333336,48.648648648648646,-5.31531531531531,5.31531531531531
58,"So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder.",30.0,35.13513513513514,-5.135135135135137,5.135135135135137
93,She was getting ready to go home.,70.0,64.86486486486487,5.13513513513513,5.13513513513513
78,"see, they were trying to get the doctor, you know.",45.55555555555556,40.54054054054054,5.015015015015017,5.015015015015017
32,"I said, “Rita, finish the cooking.”",35.55555555555556,40.54054054054054,-4.984984984984983,4.984984984984983
128,Marie died.”,58.888888888888886,54.054054054054056,4.83483483483483,4.83483483483483
65,"and I was thinking about it,",27.77777777777778,32.432432432432435,-4.6546546546546566,4.6546546546546566
61,"I prayed, “Oh dear God, don’t take that mother away from her children.”",27.77777777777778,32.432432432432435,-4.6546546546546566,4.6546546546546566
35,"I said, “And put a big pot of coffee on,” because she had been wishing for coffee.",47.77777777777778,43.24324324324324,4.5345345345345365,4.5345345345345365
178,"So they were waiting for my call, you know,",52.22222222222222,56.75675675675676,-4.5345345345345365,4.5345345345345365
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",52.22222222222222,56.75675675675676,-4.5345345345345365,4.5345345345345365
183,"They said, “Here comes little Jamie,” and now they said,",52.22222222222222,56.75675675675676,-4.5345345345345365,4.5345345345345365
192,"She was a real quiet girl, pleasant, didn’t talk much,",66.66666666666667,62.16216216216216,4.50450450450451,4.50450450450451
34,He was working down in the yard.,38.888888888888886,43.24324324324324,-4.354354354354356,4.354354354354356
48,"Oh, and I had everything in a bag,",36.666666666666664,32.432432432432435,4.234234234234229,4.234234234234229
83,"I said, “You killed my daughter – what did you do to her?”",55.55555555555556,51.351351351351354,4.204204204204203,4.204204204204203
146,"I said, “Don’t you dare touch my daughter.",44.44444444444444,48.648648648648646,-4.204204204204203,4.204204204204203
151,"But if you touch my daughter, I’ll kill you.”",44.44444444444444,48.648648648648646,-4.204204204204203,4.204204204204203
22,"but I blame them for the blood clot she got, taking her out of bed.",93.33333333333333,89.1891891891892,4.144144144144136,4.144144144144136
24,I was waiting for the call from the hospital.,93.33333333333333,89.1891891891892,4.144144144144136,4.144144144144136
43,"And I went myself. You know, I had the coat on my arm.",31.11111111111111,27.027027027027028,4.084084084084083,4.084084084084083
116,Another nurse came over.,50.0,54.054054054054056,-4.054054054054056,4.054054054054056
13,"and she said to the nurse, “What’s this chair doing here?”",50.0,54.054054054054056,-4.054054054054056,4.054054054054056
15,"She said, “What are you talking about? She’s still under ether.”",74.44444444444444,78.37837837837837,-3.933933933933929,3.933933933933929
72,"And the beads of sweat – honest to God, not to exaggerate, they were that big.",44.44444444444444,40.54054054054054,3.9039039039039025,3.9039039039039025
40,and send for some cake from the bakery.”,36.666666666666664,40.54054054054054,-3.873873873873876,3.873873873873876
52,"She was with the girls, saying goodbye to everyone – you know how it is.",20.0,16.216216216216218,3.7837837837837824,3.7837837837837824
69,"“Yes,” she said, “come on in.”",42.22222222222222,45.945945945945944,-3.7237237237237224,3.7237237237237224
57,"But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.”",85.55555555555556,89.1891891891892,-3.633633633633636,3.633633633633636
66,"when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”",28.88888888888889,32.432432432432435,-3.543543543543546,3.543543543543546
25,I didn’t have a phone then.,27.77777777777778,24.324324324324323,3.453453453453456,3.453453453453456
67,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”",46.666666666666664,43.24324324324324,3.423423423423422,3.423423423423422
124,They had to grab me.,53.333333333333336,56.75675675675676,-3.423423423423422,3.423423423423422
39,"So I said, “Put a pot of coffee on,",46.666666666666664,43.24324324324324,3.423423423423422,3.423423423423422
70,"So, I went into the room.",46.666666666666664,43.24324324324324,3.423423423423422,3.423423423423422
173,"So, I got home and called everybody, told them what happened.",53.333333333333336,56.75675675675676,-3.423423423423422,3.423423423423422
138,"She suffers – seven, eight, nine weeks at a time.",53.333333333333336,56.75675675675676,-3.423423423423422,3.423423423423422
2,It’ll be twenty-eight years this month.,65.55555555555556,62.16216216216216,3.3933933933933957,3.3933933933933957
142,told the doctor that Marie was saying goodbye to Arlene.,40.0,43.24324324324324,-3.243243243243242,3.243243243243242
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",40.0,43.24324324324324,-3.243243243243242,3.243243243243242
141,"The girl who was walking with Marie,",40.0,43.24324324324324,-3.243243243243242,3.243243243243242
37,"When I get up in the morning, the first cup is hers.",40.0,43.24324324324324,-3.243243243243242,3.243243243243242
144,And then Marie collapsed.,45.55555555555556,48.648648648648646,-3.0930930930930884,3.0930930930930884
60,They had said she was in very bad shape.,26.666666666666668,29.72972972972973,-3.063063063063062,3.063063063063062
63,Then a little nurse’s aide went to the closet and got some blankets.,26.666666666666668,29.72972972972973,-3.063063063063062,3.063063063063062
59,"She lived near my sister, and she had ten children.",26.666666666666668,29.72972972972973,-3.063063063063062,3.063063063063062
176,My sister’s husband – he’s passed away now too. God rest his soul.,51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
177,Maybe you know him...,51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
184,“Maybe he’s come to tell us Marie’s home.”,51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
179,"but instead, I sent my son James, he was little then.",51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
185,"But when he got there, the poor kid’s eyes were all red.",51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
174,I called my brother-in-law.,51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
175,He was an undertaker.,51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
101,"They asked, “When is the mother coming to pick up Marie?",48.888888888888886,45.945945945945944,2.942942942942942,2.942942942942942
187,Why are you crying?”,51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
181,"They had cleaned the pavement,",51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
182,"and done the cement work, and they were cleaning the pavement.",51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
186,"They said, “James, what’s the matter, honey?",51.111111111111114,54.054054054054056,-2.942942942942942,2.942942942942942
114,"I’ll kick you,” I said.",56.666666666666664,59.45945945945946,-2.7927927927927954,2.7927927927927954
80,"Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",43.333333333333336,40.54054054054054,2.7927927927927954,2.7927927927927954
79,She was a lady doctor.,43.333333333333336,40.54054054054054,2.7927927927927954,2.7927927927927954
31,"And Rita was – I was cooking,",37.77777777777778,40.54054054054054,-2.762762762762762,2.762762762762762
73,It came – just poured from her –,37.77777777777778,40.54054054054054,-2.762762762762762,2.762762762762762
54,And to make sure I brought her girdle to put on.,18.88888888888889,16.216216216216218,2.6726726726726717,2.6726726726726717
53,"They told me on the phone, it would be ten dollars more for her board.",18.88888888888889,16.216216216216218,2.6726726726726717,2.6726726726726717
50,"She saw me from the windows, from Wolf Street.",18.88888888888889,16.216216216216218,2.6726726726726717,2.6726726726726717
150,You want to find out what she died from.”,43.333333333333336,45.945945945945944,-2.612612612612608,2.612612612612608
167,"He had a heart attack too, no kidding.",56.666666666666664,54.054054054054056,2.612612612612608,2.612612612612608
148,I don’t care who’s in it.”,43.333333333333336,45.945945945945944,-2.612612612612608,2.612612612612608
149,"I said, “Don’t you dare touch my daughter.",43.333333333333336,45.945945945945944,-2.612612612612608,2.612612612612608
134,"Hard like a pole, the back of her leg.",43.333333333333336,45.945945945945944,-2.612612612612608,2.612612612612608
152,I wouldn’t let them touch her.,43.333333333333336,45.945945945945944,-2.612612612612608,2.612612612612608
86,"The nurse said to me, “Talk to her.”",43.333333333333336,45.945945945945944,-2.612612612612608,2.612612612612608
110,"And I was in the main hallway, at the office.",48.888888888888886,51.351351351351354,-2.4624624624624687,2.4624624624624687
136,"Thirty – no, twenty-eight years since her sister died?",48.888888888888886,51.351351351351354,-2.4624624624624687,2.4624624624624687
111,I was all pulled apart.,48.888888888888886,51.351351351351354,-2.4624624624624687,2.4624624624624687
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",48.888888888888886,51.351351351351354,-2.4624624624624687,2.4624624624624687
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",48.888888888888886,51.351351351351354,-2.4624624624624687,2.4624624624624687
11,"They were just starting to get people out of bed, you know.",88.88888888888889,86.48648648648648,2.4024024024024015,2.4024024024024015
190,It was a shock to everybody. That was a shock that –,92.22222222222223,94.5945945945946,-2.372372372372368,2.372372372372368
119,And I knew all the nurses.,45.55555555555556,43.24324324324324,2.312312312312315,2.312312312312315
76,That’s what I kept yelling.,64.44444444444444,62.16216216216216,2.2822822822822815,2.2822822822822815
92,"And just as I turned my back, my daughter passed away.",83.33333333333333,81.08108108108108,2.252252252252248,2.252252252252248
38,"Since she’s gone, I never forget that.",41.111111111111114,43.24324324324324,-2.132132132132128,2.132132132132128
121,"“Get out!” I said, “Don’t you dare come near me.”",58.888888888888886,56.75675675675676,2.132132132132128,2.132132132132128
135,And that girl is suffering.,41.111111111111114,43.24324324324324,-2.132132132132128,2.132132132132128
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",58.888888888888886,56.75675675675676,2.132132132132128,2.132132132132128
85,She took me away from the bed.,41.111111111111114,43.24324324324324,-2.132132132132128,2.132132132132128
140,And how did they figure how Marie died?,41.111111111111114,43.24324324324324,-2.132132132132128,2.132132132132128
132,She went down like lightning.,41.111111111111114,43.24324324324324,-2.132132132132128,2.132132132132128
166,"Right there, my Michael came, and my Michael collapsed.",96.66666666666667,94.5945945945946,2.072072072072075,2.072072072072075
47,"The twentieth of April, right? It was kind of chilly.",15.555555555555555,13.513513513513514,2.0420420420420413,2.0420420420420413
153,So when I got home – they took me home.,46.666666666666664,48.648648648648646,-1.9819819819819813,1.9819819819819813
154,I was screaming in the car.,46.666666666666664,48.648648648648646,-1.9819819819819813,1.9819819819819813
157,"Everybody came out, coming out of their doors because they could hear the screams.",46.666666666666664,48.648648648648646,-1.9819819819819813,1.9819819819819813
161,I didn’t know what I had done to myself.,46.666666666666664,48.648648648648646,-1.9819819819819813,1.9819819819819813
169,"They waited because they knew she was coming home that day, waiting for the call.",53.333333333333336,51.351351351351354,1.9819819819819813,1.9819819819819813
106,"she said, “Mother must’ve gotten really worked up about Marie.”",46.666666666666664,48.648648648648646,-1.9819819819819813,1.9819819819819813
160,"Well, my hair was all pulled, and my face – I was a mess.",46.666666666666664,48.648648648648646,-1.9819819819819813,1.9819819819819813
62,"I was praying for her, you know.",27.77777777777778,29.72972972972973,-1.9519519519519513,1.9519519519519513
102,She’s discharged.”,47.77777777777778,45.945945945945944,1.8318318318318347,1.8318318318318347
104,So they came back to the hospital to look for us.,47.77777777777778,45.945945945945944,1.8318318318318347,1.8318318318318347
125,"Then they brought me to the office, see.",47.77777777777778,45.945945945945944,1.8318318318318347,1.8318318318318347
168,"It was all – my two sisters were here, waiting until about half-past four.",52.22222222222222,54.054054054054056,-1.8318318318318347,1.8318318318318347
71,And my daughter was on the bed with her bedroom slippers and her housecoat on.,57.77777777777778,59.45945945945946,-1.681681681681681,1.681681681681681
164,"Yes, he had a heart attack.",61.111111111111114,59.45945945945946,1.6516516516516546,1.6516516516516546
55,"I said, “All right, I’ll be right over.”",17.77777777777778,16.216216216216218,1.561561561561561,1.561561561561561
51,"She said, “My mother’s just coming.”",17.77777777777778,16.216216216216218,1.561561561561561,1.561561561561561
130,She went down like lightning.,44.44444444444444,45.945945945945944,-1.501501501501501,1.501501501501501
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",44.44444444444444,45.945945945945944,-1.501501501501501,1.501501501501501
155,"I couldn’t get out, you know, I couldn’t –",44.44444444444444,45.945945945945944,-1.501501501501501,1.501501501501501
156,I was screaming!,44.44444444444444,45.945945945945944,-1.501501501501501,1.501501501501501
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",50.0,51.351351351351354,-1.3513513513513544,1.3513513513513544
112,One doctor wanted to give me a shot.,50.0,51.351351351351354,-1.3513513513513544,1.3513513513513544
172,"I said, “All right.”",50.0,51.351351351351354,-1.3513513513513544,1.3513513513513544
33,Daddy will be home soon.”,50.0,51.351351351351354,-1.3513513513513544,1.3513513513513544
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",50.0,51.351351351351354,-1.3513513513513544,1.3513513513513544
12,"So, Victoria saw the chair,",50.0,51.351351351351354,-1.3513513513513544,1.3513513513513544
14,"The nurse said, “Well, we’ve got to get her out of bed.”",93.33333333333333,94.5945945945946,-1.261261261261268,1.261261261261268
98,The hospital kept calling.,44.44444444444444,43.24324324324324,1.2012012012012008,1.2012012012012008
109,"So she came over with my son-in-law, in the car.",44.44444444444444,43.24324324324324,1.2012012012012008,1.2012012012012008
118,"I had three operations in no time, not even a year.",44.44444444444444,43.24324324324324,1.2012012012012008,1.2012012012012008
159,"He asked, “What’s the matter? What happened to you?”",47.77777777777778,48.648648648648646,-0.870870870870867,0.870870870870867
120,"“Mrs. Costa, please, take –”",52.22222222222222,51.351351351351354,0.870870870870867,0.870870870870867
94,I had the clothes and everything ready.,52.22222222222222,51.351351351351354,0.870870870870867,0.870870870870867
158,My husband was sitting on the step.,47.77777777777778,48.648648648648646,-0.870870870870867,0.870870870870867
99,The people in the office didn’t know what had happened yet.,52.22222222222222,51.351351351351354,0.870870870870867,0.870870870870867
105,"Rita said, “Gee, that’s strange,”",46.666666666666664,45.945945945945944,0.7207207207207205,0.7207207207207205
100,"They kept calling the store, trying to reach us.",46.666666666666664,45.945945945945944,0.7207207207207205,0.7207207207207205
97,“When is the mother coming?”,46.666666666666664,45.945945945945944,0.7207207207207205,0.7207207207207205
165,"Then my son, Michael, yeah. That night.",58.888888888888886,59.45945945945946,-0.5705705705705739,0.5705705705705739
81,She was a lady doctor.,41.111111111111114,40.54054054054054,0.5705705705705739,0.5705705705705739
115,"“You killed my daughter, now you want to kill me?”",60.0,59.45945945945946,0.5405405405405403,0.5405405405405403
20,and they had to put her back in bed.,40.0,40.54054054054054,-0.5405405405405403,0.5405405405405403
82,"So, she came in and she said –",40.0,40.54054054054054,-0.5405405405405403,0.5405405405405403
42,"“All right, mother, go ahead,” she said, “I’ll finish up.”",21.11111111111111,21.62162162162162,-0.5105105105105103,0.5105105105105103
163,My husband had a heart attack.,97.77777777777777,97.29729729729729,0.4804804804804803,0.4804804804804803
29,She’s discharged.”,16.666666666666668,16.216216216216218,0.4504504504504503,0.4504504504504503
75,You killed her! You killed her!”,54.44444444444444,54.054054054054056,0.3903903903903867,0.3903903903903867
36,"And you know, every morning, that first cup of coffee, I offered it to her.",45.55555555555556,45.945945945945944,-0.3903903903903867,0.3903903903903867
41,I’m going to get Marie; they called me.”,45.55555555555556,45.945945945945944,-0.3903903903903867,0.3903903903903867
16,“She’s too sick.”,45.55555555555556,45.945945945945944,-0.3903903903903867,0.3903903903903867
95,My husband was waiting for her.,54.44444444444444,54.054054054054056,0.3903903903903867,0.3903903903903867
117,"See, they all knew me.",45.55555555555556,45.945945945945944,-0.3903903903903867,0.3903903903903867
107,"You know, I’ve always had a bad heart.",45.55555555555556,45.945945945945944,-0.3903903903903867,0.3903903903903867
113,"I said, “Get out of here,",54.44444444444444,54.054054054054056,0.3903903903903867,0.3903903903903867
193,"but she was so good, I can’t even tell you.",73.33333333333333,72.97297297297297,0.36036036036036023,0.36036036036036023
26,"The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night.",88.88888888888889,89.1891891891892,-0.3003003003003073,0.3003003003003073
122,I was so hysterical.,70.0,70.27027027027027,-0.2702702702702737,0.2702702702702737
21,"See, here, she never – I don’t know if they knew or what,",30.0,29.72972972972973,0.2702702702702702,0.2702702702702702
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",51.111111111111114,51.351351351351354,-0.24024024024024015,0.24024024024024015
49,and I had the coat on my arm and her dress hanging on my arm.,32.22222222222222,32.432432432432435,-0.2102102102102137,0.2102102102102137
131,"Dropped to the floor, and that’s a marble floor.",43.333333333333336,43.24324324324324,0.09009009009009361,0.09009009009009361
5,She had an operation for appendicitis.,100.0,100.0,0.0,0.0
1,My daughter died.,100.0,100.0,0.0,0.0
