segment_ids,text,keypoint
"(45, 48)","My mother said, “I just moved in, how am I gonna move out?” He says, “I dunno.” He says, “But they don't want any black people in there.” An' he didn't say black 'cause they didn't use black then.",Mom questioned the policeman's lack of help
"(49, 52)","But “they don't want anybody in there.” So uh, she said, “Well you're the law. You're supposed to protect us.” He says, “I can't do anything with it.”",Policeman admitted he couldn't help us
"(53, 56)","He was Irish himself. “I can't do anything about it.” So my mother said um, “Where is the uh precinct you work from?” And he told her.",Mom asked about the precinct location
"(57, 60)","I forgot now. I was right there with her but I've forgotten where he told her. So uh she said, “Well if you can't do anything to help me, I'll go see who – if I can't find someone else to help me.”",Mom determined to find help elsewhere
"(61, 64)","Well in those days black people were so cowed by circumstances an' uniforms and white people, you know, they uh many times didn't assert themselves. But thankfully my mother was not one of those kind. And she – well I always thought of her as an educated person which she was because she was the only one I knew who had completed high school. She went to Lackawanna high school.",Mom was assertive and educated
"(65, 68)","And this was – let me see what year was this happening – well it must have been nineteen twenty-five, so you can see what – what the times were. And we went – she took me, and we went to the police station. And they also had police wagons with horses attached to them. Believe it or not in those days. So my mother said, to the captain, “What are you going to do about it?”","In 1925, we went to the police station"
"(69, 72)","And he says, “Well lady there's nothing we can do about it.” And she says, “You mean to tell me that I have to live under those circumstances and there's nothing that you can do about it?” She says – he says, “Well uh the only thing I can tell you to do is to move.” He says, “Because” – he said to me, “Did you see anyone?”",Captain suggested moving; we had no witnesses
"(73, 76)","And I said, “No.” He says, “Well how can – how can you” – to my mother – “how can you do anything if you don't know who – who to put the blame on?” An' he says, “I'm sure there was more than one person.” So my mother said, “Well I don't know what I'm going to do.”",Mom insisted on staying despite no help
"(77, 80)","She says, “But one thing I know I'm not going to do is move. Because I have no money to move with.” They took all we had to, to pay the rent. In that house you had to pay in advance. And she said, “If they didn't want me there they should not have rented the house to me.","We paid rent in advance, couldn't afford to move"
"(81, 84)","Now the real estate agent should be accountable.” So anyhow, she said to him, “Well I know one thing you can do.” And he says, “What's that?” She says, “You can take me home.”",Mom demanded a ride home in the patrol
"(85, 88)","He said, “Take you home?” She said, “Yes in the police patrol.” So – I guess they figured “Let's get this lady out of here because she's talking loud and long.” And they had never come up with anybody like that.",Police agreed to take us home
"(89, 92)","So they put us in the police patrol and they took us home. We weren't far from – from where it was – maybe Fifth street – from where we had moved. And – course with the horses and the police patrol, and the clang –",Police patrol took us home with clanging bell
"(93, 96)","they had a bell that clanged. Clang clang clang – you know they told you about the trolley that went “Clang.” Well this police patrol that bell they had, it went “Clang clang clang.” And um all the neighbors came running out to see what was happening.",Neighbors gathered as we arrived home
"(97, 100)","And of course they saw the man came around the back – I can see it right now – from where he was sitting up front there where the horses came around, and opened the door in the back. And they had a long door in the back where you had to come down steps to get out the back of the – of this police patrol.",Police opened the patrol door for us
"(101, 104)","Well we got out of that police patrol – Before the patrol ever left my mother turned and faced all those people that were standing around, and she says, “Why you're doing this to me I don't know.”",Mom addressed the crowd about our situation
"(105, 108)","She says, “I know that I am different from you, color wise, but in every other respect I'm just the same as you are, and all I'm trying to do is provide a home for my family.” She told them that they had rented the house,",Mom explained our financial situation to neighbors
"(109, 112)","she told them how much money she had paid, she had told them that was all the money she had. And they had paid that rent for a month. She knew she was going to be there for the month.",Mom emphasized our limited resources
"(113, 116)","She did not know beyond the month. Whether they'd have enough money to pay it for the next month. But she knew they were going to be there for the month. She said, “It is winter time and it is cold.",Mom declared our intent to stay for a month
"(117, 120)","And I cannot afford to be buying windows.” “Now” she said, “Whoever threw the stones I don't know. But you can all see what has happened. And now I'm telling you that we're going to be here for a month.",Mom challenged neighbors to help us move
"(121, 124)","So you might just as well make up your mind to that. If you don't want me here then you people get together and give me enough money to move somewhere else, because I do not have it.” Well of course you know they didn't do that. They probably didn't have any money either.",Neighbors didn't offer help; likely also poor
"(125, 128)","So in the meantime – not in the meantime but during, during the period of time that we were there, my father became sick. And the neighbors were as nice as anybody could ever have been. When there was trouble they responded just like anyone else. But that was our welcoming to the neighborhood.",Father fell ill; neighbors became supportive
"(129, 130)",And it was terrible and it certainly was frightening for me.,Our frightening and terrible neighborhood welcome
