recall_id,clause_id,segment_ids,fan_out,last_segment_id,clause_text
gpt4-11,5,"[11, 13]",2,115,when their house was stoned by locals
gpt4-11,6,"[17, 25, 26, 33]",4,115,"The narrator, a ten-year-old, ran to find their mother"
gpt4-11,7,"[36, 41, 42, 43]",4,115,and encountered a policeman who acknowledged the neighborhood's hostility
gpt4-11,8,"[52, 54]",2,115,but offered no help
gpt4-11,9,"[45, 77]",2,115,The mother refused to move despite the police's advice
gpt4-11,10,"[84, 86, 89]",3,115,and demanded they be escorted home
gpt4-11,11,"[102, 103, 104, 105, 106, 107]",6,115,where she confronted the hostile neighbors
gpt4-12,1,[1],1,122,The family moved to a new house at Third and Wharton
gpt4-12,2,"[5, 6]",2,122,and the father left to return the horses after moving furniture
gpt4-12,3,[5],1,122,The mother went to the market
gpt4-12,4,"[11, 12, 13]",3,122,"and during her absence, the house was stoned by locals"
gpt4-12,5,"[14, 15, 16]",3,122,prompting the narrator to protect the younger siblings
gpt4-12,6,"[17, 26, 33, 34]",4,122,"The narrator, a ten-year-old, found their mother"
gpt4-12,7,"[36, 37, 38, 39, 40, 41, 42, 43, 47]",9,122,and encountered a policeman who acknowledged the neighborhood's hostility towards black people
gpt4-12,8,[44],1,122,and advised them to move
gpt4-12,9,"[45, 77, 78]",3,122,The mother refused to move due to financial constraints
gpt4-12,10,"[66, 68]",2,122,confronted the police captain
gpt4-12,11,"[82, 83, 84, 85, 86, 87, 89]",7,122,and demanded to be escorted home by police
gpt4-12,12,"[102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122]",21,122,where she addressed the hostile neighbors
gpt4-13,1,[1],1,130,The family moved to a new house at Third and Wharton
gpt4-13,2,[],0,130,where they experienced racial hostility
gpt4-13,3,[6],1,130,The narrator's father left to return the horses
gpt4-13,4,[7],1,130,and did not come home
gpt4-13,5,[10],1,130,leaving the narrator with their siblings
gpt4-13,6,"[11, 12]",2,130,A stone was thrown through their window
gpt4-13,7,"[14, 15, 16]",3,130,prompting the narrator to protect their siblings
gpt4-13,8,"[17, 33]",2,130,and seek their mother for help
gpt4-13,9,"[36, 40]",2,130,The mother confronted the police about the incident
gpt4-13,10,"[52, 53, 54]",3,130,but they were unhelpful
gpt4-13,11,[71],1,130,suggesting the family should move instead
