segment_ids,text,keypoint
"(59, 62)","but I've forgotten where he told her. So uh she said, “Well if you can't do anything to help me, I'll go see who – if I can't find someone else to help me.” Well in those days black people were so cowed by circumstances an' uniforms and white people, you know, they uh many times didn't assert themselves. But thankfully my mother was not one of those kind.","Mother vows to seek other aid, shows determination"
"(63, 65)","And she – well I always thought of her as an educated person which she was because she was the only one I knew who had completed high school. She went to Lackawanna high school. And this was – let me see what year was this happening – well it must have been nineteen twenty-five, so you can see what – what the times were.",Narrator praises mother’s education and resolve
"(66, 68)","And we went – she took me, and we went to the police station. And they also had police wagons with horses attached to them. Believe it or not in those days. So my mother said, to the captain, “What are you going to do about it?”","At station, mother demands action from captain"
"(69, 70)","And he says, “Well lady there's nothing we can do about it.” And she says, “You mean to tell me that I have to live under those circumstances and there's nothing that you can do about it?”",Captain claims nothing can be done
"(71, 73)","She says – he says, “Well uh the only thing I can tell you to do is to move.” He says, “Because” – he said to me, “Did you see anyone?” And I said, “No.”",Police suggest moving; girl never saw attackers
"(74, 75)","He says, “Well how can – how can you” – to my mother – “how can you do anything if you don't know who – who to put the blame on?” An' he says, “I'm sure there was more than one person.”","Captain cites lack of suspects, likely group"
"(76, 79)","So my mother said, “Well I don't know what I'm going to do.” She says, “But one thing I know I'm not going to do is move. Because I have no money to move with.” They took all we had to, to pay the rent. In that house you had to pay in advance.","Mother refuses to move, rent already prepaid"
"(80, 81)","And she said, “If they didn't want me there they should not have rented the house to me. Now the real estate agent should be accountable.”",Says realtor should be held accountable
"(82, 85)","So anyhow, she said to him, “Well I know one thing you can do.” And he says, “What's that?” She says, “You can take me home.” He said, “Take you home?”",Mother requests police escort back home
"(86, 88)","She said, “Yes in the police patrol.” So – I guess they figured “Let's get this lady out of here because she's talking loud and long.” And they had never come up with anybody like that.","Officers comply, unsettled by her assertiveness"
"(89, 90)",So they put us in the police patrol and they took us home.,Family rides home in horse-drawn patrol wagon
"(91, 93)","We weren't far from – from where it was – maybe Fifth street – from where we had moved. And – course with the horses and the police patrol, and the clang – they had a bell that clanged. Clang clang clang –",Clanging patrol approaches their new street
"(94, 95)","you know they told you about the trolley that went “Clang.” Well this police patrol that bell they had, it went “Clang clang clang.”",Bell’s sound compared to trolley’s clang
"(96, 98)","And um all the neighbors came running out to see what was happening. And of course they saw the man came around the back – I can see it right now – from where he was sitting up front there where the horses came around,",Neighbors gather as patrol door swings open
"(99, 100)",and opened the door in the back. And they had a long door in the back where you had to come down steps to get out the back of the – of this police patrol.,Back steps lower for family to exit wagon
"(101, 104)","Well we got out of that police patrol – Before the patrol ever left my mother turned and faced all those people that were standing around, and she says, “Why you're doing this to me I don't know.”",Mother confronts crowd before patrol departs
"(105, 107)","She says, “I know that I am different from you, color wise, but in every other respect I'm just the same as you are, and all I'm trying to do is provide a home for my family.”",Asserts shared humanity and need for home
"(108, 110)","She told them that they had rented the house, she told them how much money she had paid, she had told them that was all the money she had.",Reveals rent payment and lack of funds
"(111, 113)",And they had paid that rent for a month. She knew she was going to be there for the month. She did not know beyond the month.,Committed to stay at least one month
"(114, 115)",Whether they'd have enough money to pay it for the next month. But she knew they were going to be there for the month.,Unsure about affording following month
"(116, 119)","She said, “It is winter time and it is cold. And I cannot afford to be buying windows.” “Now” she said, “Whoever threw the stones I don't know. But you can all see what has happened.","Winter, broken windows, unknown stone-throwers"
"(120, 122)","And now I'm telling you that we're going to be here for a month. So you might just as well make up your mind to that. If you don't want me here then you people get together and give me enough money to move somewhere else, because I do not have it.”",Challenges neighbors: accept us or fund move
"(123, 124)",Well of course you know they didn't do that. They probably didn't have any money either.,Neighbors provide no money to relocate
"(125, 127)","So in the meantime – not in the meantime but during, during the period of time that we were there, my father became sick. And the neighbors were as nice as anybody could ever have been. When there was trouble they responded just like anyone else.",Father later ill; neighbors become supportive
"(128, 130)",But that was our welcoming to the neighborhood. And it was terrible and it certainly was frightening for me.,Reflects on terrifying neighborhood welcome
