recall_id,clause_id,clause_text,rephrased_text
55881a68fdf99b1c9154fe4a,35,Once home all the neighbours were watching,"Upon arrival, all the neighbors were spectating"
55881a68fdf99b1c9154fe4a,36,"and the mum asked them why they did what they did,","and the mother questioned their hostile actions,"
55881a68fdf99b1c9154fe4a,37,"and that she would be here for at least a month,","stating she would remain for at least another month,"
55881a68fdf99b1c9154fe4a,38,as she had no money to move.,due to her lack of funds for relocation.
55881a68fdf99b1c9154fe4a,39,or if they wanted her to move they needed to give her the money to move.,"She suggested that if they desired her departure, they should provide the necessary funds."
55881a68fdf99b1c9154fe4a,40,While they were there the dad got sick,"During this period, the father fell ill"
55881a68fdf99b1c9154fe4a,41,and the neighbours were kind and helpful.,and the neighbors showed kindness and offered assistance.
56c9e4d9b30699000bd974a5,1,A boy tells a story about being 10 years old.,A young boy recounts an experience from when he was ten.
56c9e4d9b30699000bd974a5,2,At this time he and his family have just moved to the area.,"During that period, his family had recently relocated to the neighborhood."
56c9e4d9b30699000bd974a5,3,He is looking after younger siblings.,He takes on the responsibility of caring for his younger siblings.
56c9e4d9b30699000bd974a5,4,The father is a drunk.,Their father struggles with alcoholism.
56c9e4d9b30699000bd974a5,5,The mother is at market.,His mother is away at the marketplace.
56c9e4d9b30699000bd974a5,6,Stones are thrown through their windows.,Their home's windows are shattered by thrown rocks.
56c9e4d9b30699000bd974a5,7,The boy is able to get his younger siblings to safety away from broken glass deeper inside the house.,"The boy manages to usher his siblings into the house's interior, away from the shards of glass."
56c9e4d9b30699000bd974a5,8,He goes to find his mother at the market.,He sets out to locate his mother at the market.
56c9e4d9b30699000bd974a5,9,"But at the market, he meets a policeman.","However, he encounters a police officer at the market."
56c9e4d9b30699000bd974a5,10,He explains the situation.,He describes the incident to the officer.
56c9e4d9b30699000bd974a5,11,We learn that it was a racially motivated attack.,It becomes apparent that the assault was motivated by racial hatred.
56c9e4d9b30699000bd974a5,12,The mother complains to the police about not being able to protect them.,The mother voices her frustration to the police for not safeguarding them.
56c9e4d9b30699000bd974a5,13,She then gets a lift home from the police.,"Subsequently, she receives a ride back home from the police."
56c9e4d9b30699000bd974a5,14,She lambasts her neighbours.,She vehemently criticizes her neighbors.
56c9e4d9b30699000bd974a5,15,They come to accept her.,"Eventually, the neighbors begin to accept her."
56c9e4d9b30699000bd974a5,16,But the father of the family grows ill.,"However, the family's patriarch falls sick."
56e6f0dec89073000de74780,1,"When the boy was about 10 years old,","Around the age of 10,"
56e6f0dec89073000de74780,2,his family moved to a house on Third and Wharton.,he and his relatives relocated to a residence at the corner of Third and Wharton.
56e6f0dec89073000de74780,3,"On the day they moved in,","The day they settled into their new home,"
56e6f0dec89073000de74780,4,his father left to get the horses,his dad departed to fetch the horses
56e6f0dec89073000de74780,5,and his mother went to get groceries at the store owned by Jewish people that opened later than usual.,while his mom set out to purchase provisions from a store run by Jewish individuals that stayed open later than others.
56e6f0dec89073000de74780,6,He was left home minding his younger siblings,"He remained at home, looking after his younger brothers and sisters"
56e6f0dec89073000de74780,7,and someone threw stones through the windows.,"when suddenly, rocks were hurled through the window panes."
56e6f0dec89073000de74780,8,He moved the kids under the stairs to be safe from the glass,He ushered the children beneath the staircase to shield them from the shattering glass
56e6f0dec89073000de74780,9,and went to find his mother on 4th street.,and proceeded to locate his mother on 4th street.
56e6f0dec89073000de74780,10,A passing policeman heard him telling his mom what happened,An officer on patrol overheard him explaining the situation to his mother
56e6f0dec89073000de74780,11,and she asked him what he was going to do.,and she inquired about his intentions.
56e6f0dec89073000de74780,12,He said there was nothing he could do,He admitted there was little he could do about it
56e6f0dec89073000de74780,13,and that they should probably move because they weren't welcome.,and suggested they might need to relocate since they were clearly unwelcome.
56e6f0dec89073000de74780,14,She asked him where his station was,She questioned him about the location of his precinct
56e6f0dec89073000de74780,15,and went there to see if anyone could help her.,and made her way there to seek assistance.
56e6f0dec89073000de74780,16,They told her the same thing,The response she received echoed his sentiment
56e6f0dec89073000de74780,17,but gave them a ride home on the police carriage when she asked.,yet they offered her and her family a lift back in the police wagon when she requested one.
56e6f0dec89073000de74780,18,"When she arrived,","Upon her return,"
56e6f0dec89073000de74780,19,"she told her neighbors that had gathered because of the loud noise for the carriage bells,","she addressed the assembled neighbors, drawn by the clamor of the carriage bells,"
56e6f0dec89073000de74780,20,that she would be there for a month because she had paid for a month,declaring she would stay for a month as she had paid for that duration
56e6f0dec89073000de74780,21,and if they wanted her to leave then they could give her the money.,"and proposed that if they wished her gone, they should compensate her."
56e6f0dec89073000de74780,22,Nobody bothered them after that,"After her declaration, they ceased to trouble the family"
56e6f0dec89073000de74780,23,and were even quite friendly when his Dad got sick.,and even showed kindness when her husband fell ill.
5716a297c5aca200128d2c52,1,There is a family that just moved to a rental house on Third and Wharton.,A new family has relocated to a leased dwelling at the corner of Third and Wharton.
5716a297c5aca200128d2c52,2,The story is told from the perspective of a child aged 10 and set around 1925 so there are horses and carts.,"This tale unfolds through the eyes of a ten-year-old child, taking place in 1925, featuring horses and wagons."
5716a297c5aca200128d2c52,3,The father was a drunk and had to go out and get the horses.,"The patriarch, known for his drinking, had the task of fetching the horses."
5716a297c5aca200128d2c52,4,The mother left the house and came back on that day.,The matriarch departed from the residence and returned that same day.
5716a297c5aca200128d2c52,5,When the whole family was in the house a stone came crashing through the window and broke it.,"As the entire family was indoors, a rock shattered the window as it came hurtling through."
5716a297c5aca200128d2c52,6,There were people outside throwing stones at the house.,"Individuals were outside, hurling rocks at the dwelling."
5716a297c5aca200128d2c52,7,The narrator gathered the younger children in the stairway so they would not be harmed and the mother ran out of the house.,"The storyteller corralled the younger siblings into the stairwell for their safety, while the mother dashed out of the home."
5716a297c5aca200128d2c52,8,The narrator followed.,The storyteller pursued her.
5716a297c5aca200128d2c52,9,They went to fourth street because that was a Jewish neighbourhood where things were open late and there were horses and carts.,"Their destination was Fourth Street, a Jewish district known for its late-night activity and the presence of horses and wagons."
5716a297c5aca200128d2c52,10,They came across a policeman who was Irish.,They encountered an Irish constable.
5716a297c5aca200128d2c52,11,He said it is a bad neighbourhood and an Irish one.,He remarked that the area was troublesome and predominantly Irish.
5716a297c5aca200128d2c52,12,He said they don't want black people living there and that is why the stone was thrown at the window and told the mother they should just move.,"He explained that the locals rejected the presence of black residents, which led to the window assault, and advised the mother to consider relocating."
5716a297c5aca200128d2c52,13,The mother and narrator walk to the precint on fifth street where the policeman worked.,"The mother and the child made their way to the precinct on Fifth Street, where the officer was stationed."
5716a297c5aca200128d2c52,14,She spoke to another police who told her the same thing and she should move.,She conversed with another officer who echoed the sentiment that they should find a new place to live.
5716a297c5aca200128d2c52,15,She said that they do not have the money and they gave all their money for rent and the least he could do was take them home.,"She expressed their financial constraints, having spent all their funds on the rent, and implored that the least he could do was escort them home."
5716a297c5aca200128d2c52,16,The policeman took them in a police horse and cart with a large bell on it.,The officer escorted them home using a police horse-drawn carriage adorned with a prominent bell.
5716a297c5aca200128d2c52,17,So all the neighbours came out of their homes to see it.,This spectacle drew the neighbors out of their houses to observe.
5716a297c5aca200128d2c52,18,The mother then tells them how she has no money and will definitely be there for the month but maybe not longer if they cannot afford the next months rent.,"The mother then informed the onlookers about her financial plight, stating her intention to stay for the month but uncertain about future rent payments."
5716a297c5aca200128d2c52,19,She tells the crowd that they can give her money to move if they don't want them there but they do not give money.,"She suggested to the crowd that they could contribute funds for their relocation if their presence was undesirable, yet no one offered money."
5716a297c5aca200128d2c52,20,The father becomes ill during this and the neighbours act nice and help.,"During this ordeal, the father fell sick, prompting the neighbors to show kindness and offer assistance."
5716a297c5aca200128d2c52,21,The mother said they cannot afford to fix the window and it is cold.,"The mother lamented their inability to repair the broken window due to financial hardship, emphasizing the chill they endured."
584c8539e964030001c316fb,1,It is 1925,"The year was 1925,"
584c8539e964030001c316fb,2,and coloured boy 10 years old moved into an Irish neighbourhood with his family,"and a 10-year-old boy of color settled in an Irish district with his kin,"
584c8539e964030001c316fb,3,while his mum and dad were out,"during the absence of his parents,"
584c8539e964030001c316fb,4,he was left with his siblings,"he remained in the care of his brothers and sisters,"
584c8539e964030001c316fb,5,some one threw a stone through the window,"a rock was hurled through their window,"
584c8539e964030001c316fb,6,so he hid his siblings under the stairs,"prompting him to conceal his siblings beneath the staircase,"
584c8539e964030001c316fb,7,while he went to search for his mother,"as he set out to locate his mother,"
584c8539e964030001c316fb,8,he thinks she went to the Jewish neighbourhood,"believing she might have ventured into the Jewish area,"
584c8539e964030001c316fb,9,as the shops stayed open longer there,"since the stores there remained open for extended hours,"
584c8539e964030001c316fb,10,he found his mother,"he eventually located his mother,"
584c8539e964030001c316fb,11,"who informed a police officer,","who reported the incident to a law enforcement official,"
584c8539e964030001c316fb,12,who said they could not do any thing,"who expressed their inability to intervene,"
584c8539e964030001c316fb,13,and the Irish people probably did not want them living there.,"suggesting that the Irish residents might oppose their presence in the neighborhood,"
584c8539e964030001c316fb,14,The boys mother explained she had paid a months rent to the real estate agent,"The boy's mother clarified that she had prepaid a month's rent to the property broker,"
584c8539e964030001c316fb,15,and could not afford to move.,"and lacked the financial means to relocate,"
584c8539e964030001c316fb,16,she persuaded the police officer to give her and her son a lift home,"she convinced the officer to provide a ride for her and her child back home,"
584c8539e964030001c316fb,17,in the horse drawn police wagon that went clang.,"aboard the clanging horse-drawn police cart,"
584c8539e964030001c316fb,18,When she was dropped of in her neighbour hood,"Upon her return to her community,"
584c8539e964030001c316fb,19,all the neighbours were watching as she got out.,"the onlooking neighbours witnessed her alighting from the vehicle,"
584c8539e964030001c316fb,20,She told the neighbours if they wanted her to leave they would have to club together and give her the money to move to some where else.,"She declared to the onlookers that if they wished for her departure, they needed to pool funds for her to afford relocation elsewhere,"
584c8539e964030001c316fb,21,while they were living at the house,"throughout their tenure in the residence,"
584c8539e964030001c316fb,22,the boys father feel ill,"the boy's father became sick,"
584c8539e964030001c316fb,23,all the neighbours helped out.,and all the neighbours offered their assistance.
5954fca53e9d73000192588f,1,The child was around 10 years old,The youngster was approximately ten years of age
5954fca53e9d73000192588f,2,and had recently moved in to a rented house in a new neighbourhood.,and had just settled into a leased home in a different community.
5954fca53e9d73000192588f,3,The child had been in the house with their siblings.,The youngster had stayed in the residence with their brothers and sisters.
5954fca53e9d73000192588f,4,The child's mother had gone to the shop,The youngster's mother had left for the store
5954fca53e9d73000192588f,5,and the child's father had gone to tend the horses.,while the youngster's father had departed to care for the equines.
5954fca53e9d73000192588f,6,While the parents were away the house was stoned.,"During the absence of the parents, the residence was pelted with stones."
5954fca53e9d73000192588f,7,The child tried to make their siblings safe,The youngster endeavored to protect their siblings
5954fca53e9d73000192588f,8,and then left the house to find their mother.,before exiting the dwelling to locate their mother.
5954fca53e9d73000192588f,9,They found the mother at the shop,They encountered the mother at the marketplace
5954fca53e9d73000192588f,10,and while trying to communicate to her what had happened they were overheard by a policeman.,"and as they attempted to explain the incident, a law enforcement officer overheard them."
5954fca53e9d73000192588f,11,The mother asked the policeman for assistance,The mother requested help from the officer
5954fca53e9d73000192588f,12,but he replied there was nothing he could do.,who responded that he was unable to offer any assistance.
5954fca53e9d73000192588f,13,He suggested that the family should move to another area,He advised that the family consider relocating to a different district
5954fca53e9d73000192588f,14,(there appears to have been issues with racism in the neighbourhood).,(it seems there were racial tensions in the area).
5954fca53e9d73000192588f,15,The mother advised that moving was unaffordable,The mother pointed out that moving was beyond their financial means
5954fca53e9d73000192588f,16,and went with the child to the police station to seek assistance.,and proceeded to the police department with her child to request support.
5954fca53e9d73000192588f,17,At the police station the mother confronted another police officer,"At the precinct, the mother approached a different officer"
5954fca53e9d73000192588f,18,and asked for assistance.,and sought help.
5954fca53e9d73000192588f,19,The officer declined to investigate as no suspects had been identified.,The officer refused to pursue an investigation due to the lack of identified suspects.
5954fca53e9d73000192588f,20,The officer was not prepared to make any effort to investigate or find the criminals.,The officer showed no willingness to exert effort in probing or locating the offenders.
5954fca53e9d73000192588f,21,"The mother is described as being educated, having completed high school","The mother is characterized as well-educated, having finished secondary education"
5954fca53e9d73000192588f,22,and despite experiencing prejudice and discrimination was not afraid to try and secure her basic rights.,"and despite facing bias and unfair treatment, she was determined to fight for her fundamental rights."
5954fca53e9d73000192588f,23,The mother requested that she and her child were transported back to the property in the police vehicle.,The mother insisted that she and her offspring be taken back to their home in the police conveyance.
5954fca53e9d73000192588f,24,The police vehicle was a horse drawn cart with a bell.,The law enforcement transport was a bell-equipped horse-drawn wagon.
5954fca53e9d73000192588f,25,On arriving at the property the mother and child exited the police vehicle,"Upon reaching the home, the mother and her child alighted from the police cart"
5954fca53e9d73000192588f,26,and the mother addressed her neighbours who had gathered nearby.,and the mother addressed the assembled neighbours.
5954fca53e9d73000192588f,27,She explained the she had paid a month rent,She clarified that she had prepaid a month's rent
5954fca53e9d73000192588f,28,"and could not afford to move,","and lacked the financial resources to relocate,"
5954fca53e9d73000192588f,29,nor could she afford the cost of window replacement.,as well as to cover the expenses for repairing the windows.
5954fca53e9d73000192588f,30,She acknowledged that despite the difference in her skin colour she had much in common with others in the neighbourhood.,"She recognized that despite her different skin tone, she shared much with the local residents."
5954fca53e9d73000192588f,31,Speaking frankly appears to have made an impact,Her candid speech seemed to resonate
5954fca53e9d73000192588f,32,"as the description of how the family were treated after this shows some improvement,","as subsequent accounts of the family's treatment indicated a positive change,"
5954fca53e9d73000192588f,33,especially when the father became ill.,particularly when the father fell sick.
5a3adfb705f005000104d2a3,1,"Lived in Third and Warton,","Resided at the corner of Third and Warton,"
5a3adfb705f005000104d2a3,2,his father was an alcoholic,his father struggled with alcoholism
5a3adfb705f005000104d2a3,3,and fled on a horse.,and escaped atop a steed.
5a3adfb705f005000104d2a3,4,There was a loud crash,A resounding crash echoed
5a3adfb705f005000104d2a3,5,in which someone was throwing stones at their windows.,as stones were hurled against their panes.
5a3adfb705f005000104d2a3,6,"The father rushed the kids under the stairway,","The father hurried the children beneath the stairs,"
5a3adfb705f005000104d2a3,7,the narrator was only 10 at the time.,"at that time, the storyteller was merely a decade old."
5a3adfb705f005000104d2a3,8,This is when his father took off.,That was the moment his father departed.
5a3adfb705f005000104d2a3,9,"They moved to fourth street,","They relocated to Fourth Street,"
5a3adfb705f005000104d2a3,10,"a Jewish town,","a neighborhood predominantly Jewish,"
5a3adfb705f005000104d2a3,11,"in which his mother went to a policeman,","where his mother sought assistance from a law officer,"
5a3adfb705f005000104d2a3,12,"who was Irish,","who happened to be of Irish descent,"
5a3adfb705f005000104d2a3,13,to try and find out who was throwing stones.,to ascertain the identity of the stone-thrower.
5a3adfb705f005000104d2a3,14,"It was a mixed race community,","It was a community of diverse ethnicities,"
5a3adfb705f005000104d2a3,15,"which caused lots of trouble,","which led to numerous conflicts,"
5a3adfb705f005000104d2a3,16,"where the black men cowed,","and the African American men were intimidated,"
5a3adfb705f005000104d2a3,17,although they weren't allowed to call them black.,even though referring to them as 'black' was prohibited.
5a3adfb705f005000104d2a3,18,The policeman said she doesn't know who to blame,The officer admitted her ignorance regarding the culprit
5a3adfb705f005000104d2a3,19,so it's pointless,rendering it futile
5a3adfb705f005000104d2a3,20,and his only advised was that she moved.,and her sole recommendation was relocation.
5a3adfb705f005000104d2a3,21,His mother was very poor,"His mother, grappling with poverty,"
5a3adfb705f005000104d2a3,22,and could only afford 1 months rent,"could barely cover the rent for a month,"
5a3adfb705f005000104d2a3,23,but she knew she was staying put despite not having a lot of money.,yet she was determined to stay despite financial hardships.
5a3adfb705f005000104d2a3,24,At the Narrators age of 24/25 he went to fifth street.,"At the age of 24 or 25, he ventured to Fifth Street."
5a3adfb705f005000104d2a3,25,"There was more policeman here with horse wagons,","More officers patrolled there with equine-drawn carts,"
5a3adfb705f005000104d2a3,26,they said there was nothing they could do about these stones.,they too expressed their inability to stop the stone-throwing.
5a3adfb705f005000104d2a3,27,The narrator was terrified at such a young age.,The narrator experienced fear at such a tender age.
5a52669aacc75b000179c9b4,1,The father drank.,The patriarch consumed his drink.
5a52669aacc75b000179c9b4,2,The mother went to the shops after moving the furniture into their new home.,"Post-rearranging the furniture in their new abode, the matriarch visited the stores."
5a52669aacc75b000179c9b4,3,They rented it.,They had taken it on lease.
5a52669aacc75b000179c9b4,4,It was 1925.,The year was 1925.
5a52669aacc75b000179c9b4,5,It was an Irish community.,The neighborhood was predominantly Irish.
5a52669aacc75b000179c9b4,6,That community did not want black people there.,This Irish enclave was unwelcoming to African Americans.
5a52669aacc75b000179c9b4,7,The house got stoned.,Their residence was pelted with stones.
5a52669aacc75b000179c9b4,8,The window smashed.,A window was shattered.
5a52669aacc75b000179c9b4,9,The girl went to find her mother.,The young girl sought out her mother.
5a52669aacc75b000179c9b4,10,She wanted to tell her mother she was in a Jewish shopping area.,Her intent was to inform her mother that she was in a district of Jewish merchants.
5a52669aacc75b000179c9b4,11,It opened late.,The shops stayed open until later hours.
5a52669aacc75b000179c9b4,12,The Jewish people could earn as much money as possible.,This allowed the Jewish community to maximize their earnings.
5a52669aacc75b000179c9b4,13,They went to the police station to report it.,They proceeded to the police to lodge a complaint.
5a52669aacc75b000179c9b4,14,The policeman said there was nothing he could do.,The officer claimed his hands were tied.
5a52669aacc75b000179c9b4,15,He was Irish.,His heritage was Irish as well.
5a52669aacc75b000179c9b4,16,She said escort me home.,She requested to be accompanied home.
5a52669aacc75b000179c9b4,17,All the neighbours will see.,"This way, all the local residents would witness."
5a52669aacc75b000179c9b4,18,When she got home she told all neighbours she had paid one month's rent upfront.,"Upon her return, she announced to the neighbors that she had prepaid a month's rent."
5a52669aacc75b000179c9b4,19,She could not afford to move.,The option to relocate was beyond her financial means.
5a52669aacc75b000179c9b4,20,So they were staying.,"Hence, their decision was to remain."
5a52669aacc75b000179c9b4,21,The husband got sick.,The father fell ill.
5a52669aacc75b000179c9b4,22,The neighbours were now very helpful.,The neighbors began to offer substantial assistance.
5a52669aacc75b000179c9b4,23,They were quite poor.,Their financial situation was quite strained.
5a52669aacc75b000179c9b4,24,It turns out so were the neighbours.,"As it happened, the neighbors were in a similar financial predicament."
5a5f945176d1c60001ab7e30,1,We moved onto Third and Wharton.,We relocated to the corner of Third and Wharton.
5a5f945176d1c60001ab7e30,2,My father drank a lot.,My dad was prone to heavy drinking.
5a5f945176d1c60001ab7e30,3,"When he took the team of horses, used to move us in, back, he then didn't return.","After returning the horse-drawn team that helped with our move, he failed to come back."
5a5f945176d1c60001ab7e30,4,My mother left the house to buy some food from the Jewish shop as they stayed open all hours.,My mom stepped out to purchase groceries from the Jewish store since it was open at all times.
5a5f945176d1c60001ab7e30,5,I was in charge of the children.,The responsibility of looking after the younger ones fell to me.
5a5f945176d1c60001ab7e30,6,I was ten years old.,"At that time, I was merely ten years of age."
5a5f945176d1c60001ab7e30,7,"After my mother and father left, there was an almighty crash.","Once both my parents had departed, a tremendous noise erupted."
5a5f945176d1c60001ab7e30,8,A stone had been thrown through the window.,Someone had hurled a rock through our window.
5a5f945176d1c60001ab7e30,9,I told the children to hide in the stairwell so that they wouldn't be injured.,I instructed the kids to take cover in the stairway to avoid getting hurt.
5a5f945176d1c60001ab7e30,10,The house was stoned.,Our residence was pelted with stones.
5a5f945176d1c60001ab7e30,11,I ran out of the house to find my mother.,I dashed from the home in search of my mother.
5a5f945176d1c60001ab7e30,12,"When I was telling her what happened, a policeman heard me.","As I recounted the incident to her, a police officer overheard."
5a5f945176d1c60001ab7e30,13,"He said it was a rough area and that the Irish didn't want black people there, though he didn't say black.","He commented on the neighborhood's toughness and the Irish's aversion to black residents, using a different term for 'black'."
5a5f945176d1c60001ab7e30,14,My mother asked him what he was going to do.,My mother inquired about his plans to address the situation.
5a5f945176d1c60001ab7e30,15,He said there was nothing he could do and we should move.,He admitted his inability to help and suggested we relocate.
5a5f945176d1c60001ab7e30,16,He was Irish too.,He shared the same Irish heritage.
5a5f945176d1c60001ab7e30,17,My mother said we had spent the money on rent for a month so couldn't move.,"My mother explained that our rent was paid for the month, so moving wasn't an option."
5a5f945176d1c60001ab7e30,18,She asked him where his station was.,She questioned him about the location of his police station.
5a5f945176d1c60001ab7e30,19,We went there to see the captain but he said the same.,"We proceeded to his station to speak with the captain, who echoed the officer's sentiment."
5a5f945176d1c60001ab7e30,20,The captain wasn't used to a black woman standing up for herself as most were cowed by the white people.,"The captain was unaccustomed to a black woman asserting herself, as many were intimidated by whites."
5a5f945176d1c60001ab7e30,21,"She made him bring us home in the police patrol, which was a cart with horses.","She insisted he escort us back in the police wagon, drawn by horses."
5a5f945176d1c60001ab7e30,22,It was 1925.,The year was 1925.
5a5f945176d1c60001ab7e30,23,"At the house, she told the people waiting that she would be there for the month as she had paid the rent and that, apart from being black, she was the same as them.","Back at our dwelling, she declared to the onlookers that she would remain for the month since the rent was paid, and that she was no different from them, save for her skin color."
5a5f945176d1c60001ab7e30,24,"Later, my father became ill.","Subsequently, my father fell sick."
5a5f945176d1c60001ab7e30,25,The neighbours were helpful.,The people living nearby proved to be supportive.
5a86e1a4eea3d300016e7981,1,The family had moved into a new neighbourhood,The relatives had settled into a fresh community
5a86e1a4eea3d300016e7981,2,and had paid the rent a month up front.,and had provided the landlord with the first month's rent in advance.
5a86e1a4eea3d300016e7981,3,The father had gone to tend to the horses,The patriarch had departed to care for the equines
5a86e1a4eea3d300016e7981,4,and then some people came,when a group of individuals arrived
5a86e1a4eea3d300016e7981,5,and threw stones at the house.,and began pelting the dwelling with rocks.
5a86e1a4eea3d300016e7981,6,The family were all afraid,The entire household was filled with fear
5a86e1a4eea3d300016e7981,7,and so they fled.,prompting them to make a hasty escape.
5a86e1a4eea3d300016e7981,8,They asked for help in a Jewish neighbourhood,They sought assistance within a Jewish district
5a86e1a4eea3d300016e7981,9,and then were directed to a police station.,where they were then guided towards a law enforcement facility.
5a86e1a4eea3d300016e7981,10,The police were unhelpful initially,"Initially, the officers offered little aid"
5a86e1a4eea3d300016e7981,11,and told the family the solution was to move.,and suggested that relocating was the family's only option.
5a86e1a4eea3d300016e7981,12,The mother explained that due to financial reasons this was impossible.,The matriarch clarified that moving wasn't feasible due to economic constraints.
5a86e1a4eea3d300016e7981,13,She insisted that the police take them home,She demanded that the authorities escort them back to their residence
5a86e1a4eea3d300016e7981,14,and so they rode in the back of the police wagon with the bell clanging.,"which led to them being transported in the rear of the patrol vehicle, its bell ringing loudly."
5a86e1a4eea3d300016e7981,15,They arrived home,Upon their return
5a86e1a4eea3d300016e7981,16,and climbed down the back steps of the wagon,they descended the patrol wagon's rear steps
5a86e1a4eea3d300016e7981,17,to be met by several neighbours watching.,only to find a number of neighbours spectating.
5a86e1a4eea3d300016e7981,18,"The mother gave an impassioned speech about how, despite their colour they were just the same as everyone else.","The matriarch delivered a stirring oration on their equality with others, regardless of skin colour."
5a86e1a4eea3d300016e7981,19,This changed people's opinions,Her words swayed the crowd's perspective
5a86e1a4eea3d300016e7981,20,and they then helped and supported the family,who thereafter offered their aid and support to the household
5a86e1a4eea3d300016e7981,21,even when the Father became ill.,even through the period when the Father fell sick.
5b0e8d65d282ff00015bb9d1,1,A family moved into an Irish community in 1925,"In 1925, a household settled within a community in Ireland"
5b0e8d65d282ff00015bb9d1,2,and the father went out to the horses,while the patriarch tended to the equines
5b0e8d65d282ff00015bb9d1,3,and the mother went shopping to 4 th street,and the matriarch made her way to shop on 4th Street
5b0e8d65d282ff00015bb9d1,4,which was a Jewish area.,which was known as a Jewish neighborhood.
5b0e8d65d282ff00015bb9d1,5,While array the 10 year old looked after the others.,"Meanwhile, Array, the eldest at 10, took care of the younger siblings."
5b0e8d65d282ff00015bb9d1,6,Someone put a brick through the window.,A brick was hurled through their window.
5b0e8d65d282ff00015bb9d1,7,They hid under the stairs.,They sought refuge beneath the staircase.
5b0e8d65d282ff00015bb9d1,8,The 10 year old went to find his mother,The eldest child set out to locate his mother
5b0e8d65d282ff00015bb9d1,9,and also told a policeman what had happened.,and informed an officer of the incident as well.
5b0e8d65d282ff00015bb9d1,10,The family had paid a months rent,Having paid the rent for a month in advance
5b0e8d65d282ff00015bb9d1,11,so couldn’t afford to move.,the family was financially unable to relocate.
5b0e8d65d282ff00015bb9d1,12,They went to the police station,They proceeded to the police precinct
5b0e8d65d282ff00015bb9d1,13,and were brought home in the police patrol.,and were escorted back by the police vehicle.
5b0e8d65d282ff00015bb9d1,14,The mother who was black told the neighbours she was staying a month,"The mother, who was of African descent, informed the neighbors she would remain for a month"
5b0e8d65d282ff00015bb9d1,15,unless they paid her the money to move on.,unless they compensated her with funds to depart sooner.
5b618aef12bf660001275c5d,1,A girl was in a house with her siblings,A young girl was inside a residence with her siblings
5b618aef12bf660001275c5d,2,when stones were being thrown through the window,when suddenly rocks started shattering the windows
5b618aef12bf660001275c5d,3,so she told her siblings to hide,prompting her to instruct her siblings to conceal themselves
