recall_id,clause_id,segment_ids,fan_out,last_segment_id,clause_text
llama4-11,1,"[11, 12, 13]",3,115,The narrator's family was stoned by neighbors after moving into a new house
llama4-11,2,"[33, 36, 39, 40]",4,115,The narrator's mother sought help from a policeman
llama4-11,3,"[41, 42, 43, 44]",4,115,who advised her to move out
llama4-11,4,[66],1,115,The mother took the narrator to the police station to report the incident
llama4-11,5,"[52, 53, 54, 69, 70]",5,115,but the captain said they could do nothing
llama4-11,6,"[89, 90]",2,115,The police eventually took the mother and narrator home in a police patrol wagon
llama4-12,1,[1],1,122,The narrator's family moved to Third and Wharton streets
llama4-12,2,"[11, 12, 13]",3,122,The house was stoned by neighbors shortly after they moved in
llama4-12,3,"[33, 36, 40, 60, 66]",5,122,The narrator's mother reported the incident to the police
llama4-12,4,"[41, 43, 44, 46, 47, 52, 53, 54, 69, 70, 71, 74]",12,122,who refused to help
llama4-12,5,"[89, 90]",2,122,The police eventually took the narrator and her mother home
llama4-12,6,"[86, 89]",2,122,in a police patrol
llama4-13,1,"[1, 2]",2,130,The narrator's family moved to a new house
llama4-13,2,[1],1,130,on Third and Wharton streets
llama4-13,3,"[11, 12, 13]",3,130,The house was stoned by neighbors
llama4-13,4,"[11, 12, 13]",3,130,shortly after they moved in
llama4-13,5,"[66, 68, 70, 82]",4,130,The narrator's mother reported the incident to the police
llama4-13,6,"[52, 53, 69, 71]",4,130,who refused to help
llama4-13,7,"[89, 90]",2,130,The police eventually took the narrator and her mother home
llama4-13,8,"[86, 89]",2,130,in a police patrol
