recall_id,clause_id,clause_text,rephrased_text
59e721e0ac0af70001b36a13,4,I got this feeling one day that I should go and pray at the park for my dad.,"One particular day, I was struck by the urge to visit the park and offer prayers for my father's well-being."
59e721e0ac0af70001b36a13,5,No one was watching at work.,Nobody at my workplace was paying attention.
59e721e0ac0af70001b36a13,6,So I went to the park and sat under the tree.,"Thus, I made my way to the park and chose a tree to sit beneath."
59e721e0ac0af70001b36a13,7,And prayed for my dad's recovery.,"There, I earnestly prayed for my father's health to improve."
59e721e0ac0af70001b36a13,8,"After I prayed, I got a text saying my dad had taken some steps on his own with a walker.","Following my prayer, I received a message informing me that my father had managed to walk a few steps by himself using a walker."
59e721e0ac0af70001b36a13,9,He is now recovered and can live his life to full in his seventies.,He has since recuperated and is now able to fully enjoy his life in his seventies.
59ef45d37f3d71000171e3a7,1,"When i was 21,","At the age of 21,"
59ef45d37f3d71000171e3a7,2,I lived in a small appartment in the city centre.,I resided in a compact apartment in the heart of the city.
59ef45d37f3d71000171e3a7,3,It was my first job as a graphic designer.,I had just started my career as a graphic designer.
59ef45d37f3d71000171e3a7,4,My father was in a wheelchair recovering from a surgery about 8 months ago,"My father, having undergone surgery about eight months prior, was confined to a wheelchair"
59ef45d37f3d71000171e3a7,5,and lived at home alone.,and he was living by himself at home.
59ef45d37f3d71000171e3a7,6,My kind neighbour in her 60s helped to look after him.,A considerate neighbor in her sixties would assist in caring for him.
59ef45d37f3d71000171e3a7,7,My sister was at college.,My sister was attending university.
59ef45d37f3d71000171e3a7,8,One day i was at work,"On a particular day while I was at my job,"
59ef45d37f3d71000171e3a7,9,and had a strong feeling to go to the park and pray for my father's recovery.,I experienced a compelling urge to visit the park and offer prayers for my dad's healing.
59ef45d37f3d71000171e3a7,10,I looked around,"I glanced around the office,"
59ef45d37f3d71000171e3a7,11,and there was nobody nearby,"noticing there was no one in close proximity,"
59ef45d37f3d71000171e3a7,12,so i decided to go to the park and try it.,which led me to make the decision to head to the park and give it a try.
59ef45d37f3d71000171e3a7,13,I left work,"I departed from my workplace,"
59ef45d37f3d71000171e3a7,14,and went to the park.,and made my way to the park.
59ef45d37f3d71000171e3a7,15,I looked around,"I surveyed the area once more,"
59ef45d37f3d71000171e3a7,16,and there was still nobody around,"realizing it was still deserted,"
59ef45d37f3d71000171e3a7,17,so i sat down on a bench under a big oak tree.,prompting me to settle down on a bench beneath a towering oak.
59ef45d37f3d71000171e3a7,18,I looked up at the branches and leaves,"I raised my eyes to the intertwining branches and foliage above,"
59ef45d37f3d71000171e3a7,19,and prayed.,and offered a prayer.
59ef45d37f3d71000171e3a7,20,"I said. "" if you are listening God, please help my father recover.""","I voiced, ""God, if you're hearing this, please aid in my father's recuperation."""
59ef45d37f3d71000171e3a7,21,I went back to work,"After praying, I returned to my job,"
59ef45d37f3d71000171e3a7,22,where i received a text message from my father saying he had just taken a few steps with his walker.,where I was greeted by a text from my dad announcing he had managed to take a few steps using his walker.
59ef45d37f3d71000171e3a7,23,i rushed home after work,"I hurried back home post-work,"
59ef45d37f3d71000171e3a7,24,and was amazed to see my father standing in the middle of the room.,"and to my astonishment, I found my father upright in the center of the room."
59ef45d37f3d71000171e3a7,25,That was the turning point in his recovery,"That moment marked a pivotal change in his healing process,"
59ef45d37f3d71000171e3a7,26,and his mobility got better and better.,"and from then on, his ability to move improved progressively."
59ef45d37f3d71000171e3a7,27,That was 7 years ago,"That event took place seven years back,"
59ef45d37f3d71000171e3a7,28,and he is back to normal now.,and he has fully regained his mobility since.
5a05a83138ed430001be73ea,1,"A 21 year old man was working as a graphic designer,","A young man of 21 years was employed as a graphic artist,"
5a05a83138ed430001be73ea,2,living with his father who was recovering from surgery.,residing with his dad who was recuperating from an operation.
5a05a83138ed430001be73ea,3,He was helped by a kind neighbour,A considerate neighbor provided assistance to him
5a05a83138ed430001be73ea,4,and had a sister who didn't live nearby.,while his sister resided at a distance.
5a05a83138ed430001be73ea,5,One day at work he suddenly felt a message telling him to go to the nearby park,"On a certain day at his job, he experienced an urgent intuition to visit the adjacent park"
5a05a83138ed430001be73ea,6,and pray for his father.,to offer prayers for his dad.
5a05a83138ed430001be73ea,7,He did this,He followed through with this intuition
5a05a83138ed430001be73ea,8,and when back at work received a text from his father saying he had been able to get out of his wheelchair,"and upon returning to his job, he got a message from his dad stating that he had managed to rise from his wheelchair"
5a05a83138ed430001be73ea,9,and stand with the aid of his walker.,and was able to stand using his walking frame.
5a05a83138ed430001be73ea,10,Since then he had made a remarkable recovery,"From that point on, his dad's recovery was extraordinary"
5a05a83138ed430001be73ea,11,and after a few years was able to live a normal life.,"and after several years, he was able to lead a regular life."
5a5b71a08e6259000176045d,1,A person aged 21 years old lived in a city centre apartment.,An individual of 21 years resided in an urban apartment.
5a5b71a08e6259000176045d,2,Her father was poorly,Her dad was unwell
5a5b71a08e6259000176045d,3,and only had the help of the neighbour during the day.,and relied solely on a neighbor's assistance throughout the day.
5a5b71a08e6259000176045d,4,Whilst at work she had a feeling,"While engaged in her job, she experienced an intuition"
5a5b71a08e6259000176045d,5,that she should pray for her father,that she ought to intercede for her father's well-being
5a5b71a08e6259000176045d,6,and he would start to recover.,and that he would begin to improve.
5a5b71a08e6259000176045d,7,She went to the park,She made her way to a local park
5a5b71a08e6259000176045d,8,and found a quiet place to pray.,and sought out a secluded spot for prayer.
5a5b71a08e6259000176045d,9,Her dad suddenly started getting better,"Suddenly, her father began to show signs of improvement"
5a5b71a08e6259000176045d,10,and now 6 years later he is living life to the full,"and now, six years on, he enjoys life to its fullest"
5a5b71a08e6259000176045d,11,and he's in his seventies.,while in his seventieth decade.
5a94779df05361000171b4fe,1,When I was 21 and working as a graphic designer,"At the age of 21, while employed as a graphic artist,"
5a94779df05361000171b4fe,2,my father was recovering from surgery.,my dad was recuperating from an operation.
5a94779df05361000171b4fe,3,A neighbor looked out for him.,A neighboring resident took care of him.
5a94779df05361000171b4fe,4,One day at work,"During a day at the office,"
5a94779df05361000171b4fe,5,"I got this feeling that I should go to a park,","an urge came over me to visit a park,"
5a94779df05361000171b4fe,6,a quiet place,"a serene spot,"
5a94779df05361000171b4fe,7,and pray for my father's recovery.,to offer prayers for my dad's healing.
5a94779df05361000171b4fe,8,I had heard that prayer held,"I had been informed about the power of prayer,"
5a94779df05361000171b4fe,9,and so I did this.,thus I followed through with it.
5a94779df05361000171b4fe,10,I sat beneath an old oak tree,"I positioned myself under a venerable oak,"
5a94779df05361000171b4fe,11,and looked up at the sky,"gazed skyward,"
5a94779df05361000171b4fe,12,and said a prayer for my father.,and voiced a prayer for my dad.
5a94779df05361000171b4fe,13,As soon as I got back to the office,"Right after returning to work,"
5a94779df05361000171b4fe,14,"I received a text from my father saying that he had managed to take a few steps with his walker,","I got a message from my dad expressing that he had succeeded in walking a bit with his walker,"
5a94779df05361000171b4fe,15,the first time he had been able to do this.,marking the first occasion he had managed that.
5a94779df05361000171b4fe,16,I was amazed.,I was astonished.
5a94779df05361000171b4fe,17,He continued to improved,"His health steadily got better,"
5a94779df05361000171b4fe,18,"and now in his seventies,","and presently in his seventies,"
5a94779df05361000171b4fe,19,years later,"many years on,"
5a94779df05361000171b4fe,20,he is able to live a fulfilling life.,he manages to lead a rewarding life.
5aea85695822e100014aba09,1,Let me tell you a story from when I was twenty-one.,Allow me to share a tale from my twenty-first year.
5aea85695822e100014aba09,2,I was living in a small apartment in the city.,"At that time, I resided in a compact flat within the urban area."
5aea85695822e100014aba09,3,I worked as a - uh - graphic designer.,My occupation was that of a - erm - graphic artist.
5aea85695822e100014aba09,4,My father had a surgery 8 months ago and the only person with him was a care assistant.,"Eight months prior, my dad underwent an operation and his sole companion was a healthcare aide."
5aea85695822e100014aba09,5,One day at work I had the strong urge to pray for my fathers health at the local park on my break.,"One afternoon at my job, I felt a compelling need to offer prayers for my father's wellbeing at the nearby park during my recess."
5aea85695822e100014aba09,6,I looked around and didnt see anyone so decided to go to the park.,"Glancing around and spotting no one, I made up my mind to head to the park."
5aea85695822e100014aba09,7,"Once there, I looked around and again saw nobody.","Upon arrival, I surveyed the area and once more, there was not a soul in sight."
5aea85695822e100014aba09,8,"I started to pray ""Please let my father recover and be able to walk again"" I said.","I began my prayer with, ""I implore that my father may heal and regain the ability to walk,"" I uttered."
5aea85695822e100014aba09,9,A few minutes later my dad called telling me he had been able to take some steps with his walker.,"Shortly after, my father rang me up to share that he had managed to ambulate a few paces using his walker."
5aea85695822e100014aba09,10,"I went to visit him that evening and there he was able to stand and take some steps, he hadn't been able to do that in months without assistance.","That night, I paid him a visit and witnessed him standing and stepping forward, something he hadn't achieved in months without help."
5aea85695822e100014aba09,11,Over the next few years my father's health improved and now eight years later he is able to walk again and be active even though he's in his seventies.,"In the ensuing years, my father's condition progressively got better and now, eight years on, he can walk unaided and stay active, despite being in his seventies."
5aea85695822e100014aba09,12,This was the turning point of my father's health.,That moment marked a significant shift in my father's health journey.
5b082f3d61cde20001b6706e,1,Let me share a story,Allow me to recount a tale
5b082f3d61cde20001b6706e,2,I was 21,At the age of 21
5b082f3d61cde20001b6706e,3,Living in a small apartment in the city,Residing in a compact city apartment
5b082f3d61cde20001b6706e,4,With my first job as a graphic designer.,Employed as a novice graphic designer.
5b082f3d61cde20001b6706e,5,"Father was in a wheelchair after surgery,","My father was bound to a wheelchair following an operation,"
5b082f3d61cde20001b6706e,6,A neighbour in her 60s would come over every day to help him.,"An elderly neighbour, in her sixties, would visit daily to assist him."
5b082f3d61cde20001b6706e,7,Sister in college.,My sister was attending university.
5b082f3d61cde20001b6706e,8,One day I went to work,"On a certain day, I headed to my job"
5b082f3d61cde20001b6706e,9,And on my lunch break,During my lunch interval
5b082f3d61cde20001b6706e,10,I heard a voice telling me to pray to improve fathers health.,A voice urged me to offer prayers for my father's recovery.
5b082f3d61cde20001b6706e,11,Left the office,Exited the workplace
5b082f3d61cde20001b6706e,12,And found a quiet spot 10 mins walk away underneath an oak tree.,"And located a secluded area a brief 10-minute stroll away, beneath a towering oak."
5b082f3d61cde20001b6706e,13,I closed my eyes,I shut my eyes
5b082f3d61cde20001b6706e,14,And prayed for father to regain his independence.,And beseeched for my father's self-sufficiency.
5b082f3d61cde20001b6706e,15,"Got a text from father to say he had done a few steps with the walker,","Received a message from my father announcing he had managed a few steps with his walker,"
5b082f3d61cde20001b6706e,16,Rushed home,Hastened back to my residence
5b082f3d61cde20001b6706e,17,Dad was stood in the living room.,Father was standing in the living room.
5b082f3d61cde20001b6706e,18,Continued to improve,He kept on getting better
5b082f3d61cde20001b6706e,19,This was 6/7 years ago,That was roughly six or seven years past
5b082f3d61cde20001b6706e,20,And he's now in his 70s.,And he is now in his seventies.
5b43619047745e0001e25eba,1,"The father was ill,","The dad was sick,"
5b43619047745e0001e25eba,2,"the son looked after him,","the offspring tended to him,"
5b43619047745e0001e25eba,3,He left work one day,One day he departed from his job
5b43619047745e0001e25eba,4,"and went to the park,","and proceeded to the park,"
5b43619047745e0001e25eba,5,sat at an oak tree,"settled beneath an oak,"
5b43619047745e0001e25eba,6,and looked up.,and gazed skyward.
5b43619047745e0001e25eba,7,Prayed that his father would get better.,Wished fervently for his dad's recovery.
5b43619047745e0001e25eba,8,The father got in contact,The dad reached out
5b43619047745e0001e25eba,9,to say he was able to move a few steps.,informing he could walk a bit.
5b43619047745e0001e25eba,10,The son believed his prayers worked.,The son felt his prayers had been effective.
5b43619047745e0001e25eba,11,He rushed home.,He hurried back to his abode.
5b43619047745e0001e25eba,12,The father improved,The dad's health was on the upswing
5b43619047745e0001e25eba,13,and is in his 70's.,and he's in his seventies.
5bda1da4d6fef5000181aab2,1,There's a 21-year-old boy who lives in a small apartment with his dad.,A 21-year-old young man resides in a compact flat alongside his father.
5bda1da4d6fef5000181aab2,2,He works as a graphic designer.,His occupation is that of a graphic designer.
5bda1da4d6fef5000181aab2,3,His dad had a surgery and he's disabled.,His father underwent an operation and is now handicapped.
5bda1da4d6fef5000181aab2,4,"During the day when the boy is working, their neighbour takes care of the dad.","While the young man is at work during the day, a neighbor looks after his father."
5bda1da4d6fef5000181aab2,5,"One day, the boy decided that he's going to go to a park,","On a certain day, the young man resolves to visit a park,"
5bda1da4d6fef5000181aab2,6,and offer prayers for his father's recovery.,with the intention to pray for his dad's health to improve.
5bda1da4d6fef5000181aab2,7,"He does exactly that during the lunch break,","He follows through with this plan on his lunch break,"
5bda1da4d6fef5000181aab2,8,"and moments later, he receives a text message from his dad that he can take a few steps with the help of his walker.","and shortly after, he gets a text from his father stating he's managed to walk a few paces using his walker."
5bda1da4d6fef5000181aab2,9,"A year later, the father is almost normal now","After a year, the dad has nearly fully recovered"
5bda1da4d6fef5000181aab2,10,and living his live to its fullest.,and is embracing life to the maximum.
5beee551bae98700018aa45a,1,"Let me tell you a story,","Allow me to share a tale,"
5beee551bae98700018aa45a,2,I moved to the city to work as a graphic designer.,I relocated to the metropolis to pursue a career in graphic design.
5beee551bae98700018aa45a,3,"My father lived there,","My dad resided there,"
5beee551bae98700018aa45a,4,but he struggles as he cannot walk.,yet he faces challenges because he's unable to walk.
5beee551bae98700018aa45a,5,He has the help of a nice old lady.,A kind elderly woman assists him.
5beee551bae98700018aa45a,6,One day I heard a voice that said if you give a prayer under a tree in the park then your father will get well.,"Once, I overheard a whisper suggesting that offering a prayer beneath a park tree would heal my father."
5beee551bae98700018aa45a,7,"During my lunch I sat in the park and found myself under an oak tree,","On my lunch break, I ended up sitting beneath an oak in the park,"
5beee551bae98700018aa45a,8,I decided to make a prayer as I was always taught that prayer is good.,"I chose to say a prayer, having been taught the virtues of prayer."
5beee551bae98700018aa45a,9,I prayed and went back to my work.,"After praying, I returned to my job."
5beee551bae98700018aa45a,10,I received a call later and it was my father saying he had just taken a few steps with his walking stick.,"Later, I got a call from my dad who excitedly reported he had managed to take a few steps using his cane."
5beee551bae98700018aa45a,11,This was 6-7 years ago and he is now walking.,"That was 6-7 years back, and he's been able to walk ever since."
5c105e2757fd11000127e60f,1,Let me tell you a story about when I was 21.,Allow me to share a tale from when I turned 21.
5c105e2757fd11000127e60f,2,I lived in the city center,My residence was in the heart of the city
5c105e2757fd11000127e60f,3,and worked a job as a graphic designer.,where I served as a graphic designer.
5c105e2757fd11000127e60f,4,I lived with my dad,My living companions were my father
5c105e2757fd11000127e60f,5,and my younger sister.,along with my little sister.
5c105e2757fd11000127e60f,6,There was also an old lady in her 60s that lived nearby.,"Additionally, there was an elderly woman in her sixties residing close by."
5c105e2757fd11000127e60f,7,One day while at work i had a feeling,"On a certain day at my job, I was struck by an intuition"
5c105e2757fd11000127e60f,8,that i should go pray in the nearby park,suggesting I ought to offer prayers in the park nearby
5c105e2757fd11000127e60f,9,and my dad would recover.,believing that it would aid in my father's recovery.
5c105e2757fd11000127e60f,10,When i went to go pray,Upon deciding to pray
5c105e2757fd11000127e60f,11,"i kept having this reoccurring feeling,","this persistent intuition continued to nag at me,"
5c105e2757fd11000127e60f,12,and as I tried it despite being skeptical,"and even though I was doubtful, I decided to follow through"
5c105e2757fd11000127e60f,13,i kept having that feeling.,the intuition persisted.
5c105e2757fd11000127e60f,14,As soon as i finished praying,Right after I concluded my prayers
5c105e2757fd11000127e60f,15,a got a message from my dad,I received a text from my father
5c105e2757fd11000127e60f,16,saying that he was able to take a few steps.,informing me that he had managed to walk a little.
5c105e2757fd11000127e60f,17,"this was surprising,",This news was astonishing;
5c105e2757fd11000127e60f,18,when i got home,when I arrived back home
5c105e2757fd11000127e60f,19,i saw him standing with his walker.,"I witnessed him upright, using his walker for support."
5c105e2757fd11000127e60f,20,"now 6 years later,","Now, six years on,"
5c105e2757fd11000127e60f,21,he is able to walk again unassisted,he can walk by himself without help
5c105e2757fd11000127e60f,22,and is living life to the fullest.,and is embracing life to its fullest extent.
5c168ae5c241170001c463a6,1,A short while ago,Not long ago
5c168ae5c241170001c463a6,2,when I was 21,at the age of 21
5c168ae5c241170001c463a6,3,when I was living alone for college,while residing solo during my university years
5c168ae5c241170001c463a6,4,my dad was ill.,my father was battling an illness.
5c168ae5c241170001c463a6,5,I heard a quiet voice tell me,A soft voice reached my ears
5c168ae5c241170001c463a6,6,that if I went to the park to pray,suggesting that a prayer in the park
5c168ae5c241170001c463a6,7,that he would start to recover.,would lead to his recuperation.
5c168ae5c241170001c463a6,8,I looked around,I scanned my surroundings
5c168ae5c241170001c463a6,9,and could not see anyone.,but no one was in sight.
5c168ae5c241170001c463a6,10,One day I went down to the park,"Eventually, I made my way to the park"
5c168ae5c241170001c463a6,11,and found a quiet space.,and sought out a secluded spot.
5c168ae5c241170001c463a6,12,I am not perfect,I'm far from flawless
5c168ae5c241170001c463a6,13,but I tried.,yet I gave it my best effort.
5c168ae5c241170001c463a6,14,My father was able to recover,My dad managed to get better
5c168ae5c241170001c463a6,15,"and he's now able to live life to it's fullest,","and now he enjoys life completely,"
5c168ae5c241170001c463a6,16,even into his seventies.,continuing well into his seventies.
5c2d2348efea570001b9e962,1,Let me share a story from when I was 21 years old.,Allow me to recount a tale from my twenty-first year.
5c2d2348efea570001b9e962,2,I was living in a small apartment near the city centre.,My residence was a modest flat close to the downtown area.
5c2d2348efea570001b9e962,3,I had just started my first job.,I had recently embarked on my inaugural employment.
5c2d2348efea570001b9e962,4,I was working as a graphic designer.,My role was that of a graphic artist.
5c2d2348efea570001b9e962,5,My father was recovering from surgery.,My dad was in the process of recuperating from an operation.
5c2d2348efea570001b9e962,6,He hadn't been out for about 8 months.,He had been confined indoors for nearly eight months.
5c2d2348efea570001b9e962,7,He had to use a wheelchair to get about.,His mobility was reliant on the use of a wheelchair.
5c2d2348efea570001b9e962,8,The only person to help him was a kind lady neighbour in her 60s.,His sole assistance came from a compassionate neighboring woman in her sixties.
5c2d2348efea570001b9e962,9,My sister was at college.,My sibling was attending university.
5c2d2348efea570001b9e962,10,So it was just my Dad and this neighbour.,"Thus, it was solely my father and this neighbor."
5c2d2348efea570001b9e962,11,One day I got this strange feeling saying if I go to the park at lunchtime and pray for my father's recovery he will improve.,"One particular day, I experienced an odd intuition that if I visited the park at noon and offered prayers for my dad's health, he would get better."
5c2d2348efea570001b9e962,12,There was no one around.,The area was deserted.
5c2d2348efea570001b9e962,13,So I went to the park and found a quiet spot.,"Hence, I proceeded to the park and located a secluded area."
5c2d2348efea570001b9e962,14,I got the feeling again.,The sensation struck me once more.
5c2d2348efea570001b9e962,15,I thought there is no harm in trying.,I figured there was nothing to lose by giving it a shot.
5c2d2348efea570001b9e962,16,So I found a bench under a large oak tree and prayed.,"Therefore, I chose a seat on a bench beneath a towering oak and said a prayer."
5c2d2348efea570001b9e962,17,I looked up at the big branches.,I gazed upward at the expansive limbs.
5c2d2348efea570001b9e962,18,I thought well I'm not perfect but there's no harm in trying.,"I considered that despite my imperfections, attempting was harmless."
5c2d2348efea570001b9e962,19,I closed my eyes.,I shut my eyelids.
5c2d2348efea570001b9e962,20,"I said ""God I don't know if you are listening but if you are please can you help my father gain his independence once more and enjoy his life.""","I uttered, ""Divine presence, I'm uncertain if you're heeding, but if so, kindly assist my dad in regaining his autonomy and savoring his existence again."""
5c2d2348efea570001b9e962,21,I opened my eyes and went back to work.,I reopened my eyes and returned to my job.
5c2d2348efea570001b9e962,22,Suddenly I received a text from my father saying he had managed a few steps with his walker.,"Out of the blue, I got a message from my dad indicating he had taken a few paces using his walking frame."
5c2d2348efea570001b9e962,23,I couldn't believe that my prayer had been answered.,It was astounding to me that my supplication had received a response.
5c2d2348efea570001b9e962,24,I rushed round after work.,I hurried over post-work.
5c2d2348efea570001b9e962,25,I found my father standing with the aid of his walker.,"There stood my dad, upright with the support of his walker."
5c2d2348efea570001b9e962,26,He hadn't been able to do that for months without help.,He had not managed that in months without assistance.
5c2d2348efea570001b9e962,27,Here he was taking small steps.,"Yet there he was, making tentative strides."
5c2d2348efea570001b9e962,28,He continued to improve.,He kept on progressing.
5c2d2348efea570001b9e962,29,He had most of his mobility after a year.,"After a year, he regained much of his movement capability."
5c2d2348efea570001b9e962,30,Seven years later he was almost fully recovered.,"Seven years on, he had nearly made a full recovery."
5c2d2348efea570001b9e962,31,He was walking about without any help.,He was ambulating independently.
5c2d2348efea570001b9e962,32,He was enjoying his seventies.,He was delighting in his seventieth decade.
5c38ce43bef9a20001e3e1ab,1,A girl had a disabled dad,A young lady had a father with a disability
5c38ce43bef9a20001e3e1ab,2,and had a feeling,and experienced an urge
5c38ce43bef9a20001e3e1ab,3,to go to the park,to visit the local park
5c38ce43bef9a20001e3e1ab,4,and pray for his recovery,and offer prayers for his healing
5ced352a6b2b3d001a94c003,1,wtf!,What the heck!
5ced352a6b2b3d001a94c003,2,"Daughter,","My dear daughter,"
5ced352a6b2b3d001a94c003,3,"ill father,","ailing dad,"
5ced352a6b2b3d001a94c003,4,sister not visited in 8 months.,sibling not seen for over half a year.
5ced352a6b2b3d001a94c003,5,voice in her head says go to the park,an inner voice urges her to head to the park
5ced352a6b2b3d001a94c003,6,and pray for his recovery.,to seek divine intervention for his well-being.
5ced352a6b2b3d001a94c003,7,Park 10 minutes away.,The park is a brief 10-minute journey away.
5ced352a6b2b3d001a94c003,8,"hears voice,","perceives a voice,"
5ced352a6b2b3d001a94c003,9,no one there.,yet finds herself alone.
5ced352a6b2b3d001a94c003,10,prays under an oak tree.,offers prayers beneath a sturdy oak.
5ced352a6b2b3d001a94c003,11,"receives text on her way back to work from father,","gets a message while returning to her job from her dad,"
5ced352a6b2b3d001a94c003,12,took a few steps with walker.,who managed to walk a bit with his walker.
5ced352a6b2b3d001a94c003,13,"goes to visit him,","decides to pay him a visit,"
5ced352a6b2b3d001a94c003,14,"standing with walker,","finds him upright with the walker,"
5ced352a6b2b3d001a94c003,15,recovers most mobility with a yr,and he regains much of his movement within a year
5ced352a6b2b3d001a94c003,16,that was 6-7 yrs ago.,which was about six to seven years prior.
5ced352a6b2b3d001a94c003,17,living life to fullest in his 70's.,enjoys his life to the max in his seventies.
5d46e0febeeecd0001d01e79,1,Age 21 living in an apartment,"At the age of 21, residing in a flat"
5d46e0febeeecd0001d01e79,2,and working as a graphic designer.,while employed as a graphic artist.
5d46e0febeeecd0001d01e79,3,Farther was recovering from surgery,Father was recuperating from an operation
5d46e0febeeecd0001d01e79,4,and a female neighbour was caring for him during the day.,with a woman next door looking after him throughout the day.
5d46e0febeeecd0001d01e79,5,He was using a wheelchair to get around.,He relied on a wheelchair for mobility.
5d46e0febeeecd0001d01e79,6,The person got a strong urge to go to a local park,The individual felt a compelling need to visit a nearby park
5d46e0febeeecd0001d01e79,7,"and prey for his recovery,","to pray for his healing,"
5d46e0febeeecd0001d01e79,8,"despite not being a religious person,","even though they were not devout,"
5d46e0febeeecd0001d01e79,9,"they walked to the park,","they made their way to the park on foot,"
5d46e0febeeecd0001d01e79,10,"sat beneath an oak tree,","settled under a towering oak,"
5d46e0febeeecd0001d01e79,11,looked up at the branches,gazed upon the treetop limbs
5d46e0febeeecd0001d01e79,12,and said a prayer for their farther.,and offered a prayer for their father's health.
5d46e0febeeecd0001d01e79,13,On the way back to the office,While heading back to work
5d46e0febeeecd0001d01e79,14,they received a text message from their farther,they got a text from their father
5d46e0febeeecd0001d01e79,15,telling them that they had taken some steps using their walker.,informing them that he had managed to walk a few steps with his walker.
5d46e0febeeecd0001d01e79,16,"On returning home,","Upon arriving back at their residence,"
5d46e0febeeecd0001d01e79,17,their farther stood to greet them.,their father stood up to welcome them.
5d46e0febeeecd0001d01e79,18,Their farther continued to improve,The father kept on getting better
5d46e0febeeecd0001d01e79,19,and regained full mobility after 1 year.,and achieved complete mobility within a year.
5d46e0febeeecd0001d01e79,20,This took place 6-7 years ago,These events occurred about six to seven years prior
5d46e0febeeecd0001d01e79,21,and their farther is now in his 70s,and now their father is in his seventies
5d46e0febeeecd0001d01e79,22,and doing well.,and remains in good health.
5d593bb9035b8900189e4a42,1,A guy in his twenty went out to work all day.,A young man in his twenties set off for a day's work.
5d593bb9035b8900189e4a42,2,"During the day his father, that was recovering from an operation at home, was looked after by a neighbour.","Meanwhile, his father, recuperating from surgery at home, received care from a neighboring friend."
5d593bb9035b8900189e4a42,3,"He saw no one else during the day,","Throughout the day, he encountered no one else,"
5d593bb9035b8900189e4a42,4,couldn't walk,was unable to ambulate
5d593bb9035b8900189e4a42,5,and hadn't been out of the house in about 7 months.,and had not left his residence for approximately seven months.
5d593bb9035b8900189e4a42,6,"The guy at work had an urge to pray for his dad's recovery,","The young worker felt a compulsion to seek divine intervention for his father's healing,"
5d593bb9035b8900189e4a42,7,"so during his lunch break he went to a local park,","so he took advantage of his lunch hour to visit a nearby park,"
5d593bb9035b8900189e4a42,8,sat under an oak tree on a bench,chose a bench beneath an oak to sit on
5d593bb9035b8900189e4a42,9,"and said a short prayer, that God would help his father recover more quickly from the surgery.","and offered a brief supplication, asking for divine assistance in accelerating his father's post-operative recovery."
