recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
60e03b37c87de3cc083b358b,26.15,"Father got into an accident, a woman in her 60s was looking after the person father. The person was at work and had a sign that they should pray. No one was in the office. The person decided to pray and the father called and said that they're able to stand and walk a few steps. The person went home and felt like their prayers had been answered by God.",-1.51,-3.58,2.18,4.28,9.19,1.03,15.84,-3.71,1.86,6.67,1.55,2.96,0.03,1.47,-1.87,-0.93,0.32,-0.49,-0.79,0.8,-3.09,-0.25,0.43,-2.36,-1.38,0.22,-0.59,1.83,-0.7,-1.07,-1.86,2.1,-0.96,-0.09,0.29,-1.0,-1.35,-0.91,-0.39,0.66,4.92,-0.17,-0.15,-1.11,1.14,-0.75,-1.12,-0.65,-1.39,-0.44,-1.5,3.01,-0.04,-0.43
610816258dd273092f2dc450,27.73,"A man had recently moved to a new place, starting a job as an architect. His father is someone who had been in a wheelchair for some time, unable to walk at all. The man wanted to try and help his father, wanting him to be well more than anything. He kept getting a message, hearing a voice saying to him that he should pray for his father's wellness. He went out walking and found quiet spots to be. Three or four times he heard this calling to ask for help in making his dad well. Understanding that prayer has been known to help, he did, he prayed for his father's wellness. His father called him at a later point and said that he had managed to walk a few steps with his walker. The man was so happy that this seemed to be the confirmation that his prayer had been answered. In time his father was able to walk more and more, and in the span of 7 years he was all the way better and healthy again.",0.72,-3.48,2.31,1.64,10.83,3.65,-1.02,-2.77,0.36,3.0,9.93,-1.79,1.3,1.43,1.37,3.43,0.59,-0.41,0.73,-0.91,-2.1,0.34,0.18,-0.46,-1.3,0.6,-0.08,3.41,1.31,-1.79,-1.56,2.66,-1.17,0.3,-0.02,-1.87,-1.44,-0.53,-0.23,1.13,1.23,3.49,0.29,3.25,-2.03,-1.8,-3.9,-0.45,-1.22,-0.26,0.15,4.74,-1.84,-2.21
5f4e0edcc541ccaf7a8f11c4,28.12,A young graphic designer's dad was ill and could not walk. His instinct told him to go to a park and pray and he did. For his dad to get well and after words he got a message saying his dad was standing. And he has been fine for the past 6 years.,-0.24,-3.04,-1.88,12.91,9.71,1.2,-0.96,-1.26,0.58,5.71,13.48,-0.09,-0.11,0.08,-0.47,-1.91,-0.19,-0.9,0.07,0.23,-0.82,-0.19,0.61,-0.02,-0.89,0.11,0.08,0.28,-0.57,-1.88,-1.49,2.17,-0.56,0.32,-0.01,-1.5,-1.56,-0.72,-0.15,0.57,5.6,-0.68,-0.26,-1.67,-0.9,0.68,-0.45,-0.9,-0.01,-0.62,-1.61,5.44,-1.77,-1.43
6065a8becc1f681d7a36115e,31.630000000000003,"SHE HAD JUST MOVED TO A NEW PLACE AFTER GETTING A NEW JOB, HER FATHER HAD BEEN SICK FOR SOME TIME AND WAS BEING LOOKED AFTER BY A LADY FROM NEXT DOOR DURING THE DAY. ONE DAY AT WORK SHE GOT A FEELING TO PRAY FOR HER FATHER AT THE PARK, SHE WENT THERE PRAYED AND WENT BACK, RECEIVED A TEXT FROM HER FATHER TELLING THAT HE TOOK A FEW STEPS USING THE WALKER.",-4.39,-3.93,3.52,2.58,8.88,-0.06,13.74,-4.41,1.95,8.28,11.18,-0.29,0.79,1.87,-1.1,-1.4,-0.39,-1.15,-1.13,0.85,-1.77,-0.77,0.88,-0.99,-1.01,0.28,-0.4,1.19,-0.87,-1.06,-1.48,2.19,-0.58,0.17,-0.3,-0.76,-0.81,-1.89,0.05,0.44,11.06,3.24,-0.24,-1.03,-2.19,-1.96,-1.19,-0.85,-1.44,-0.31,-1.3,1.99,-1.33,-0.72
63b6d3746c5d6b520bcf0320,33.72,"when i was 21, i moved to the city for my first job. My father had surgery that left him immobile, he managed with the help with his neighbour. Once at work I felt I should go pray. I went to the park and prayed for him. I then got a phone call from my dad saying that he had taken some steps with his walker. within a year he was walking unassisted, now 7 years later he his living life to the fullest.",11.96,-11.35,6.27,-1.11,10.47,-1.24,7.28,-3.49,0.08,5.59,9.35,-1.44,0.75,1.44,-0.75,-1.06,-0.67,-1.12,-1.27,0.37,-2.55,-0.4,0.9,-0.75,-1.15,0.01,-0.96,1.33,-0.57,-0.95,-1.22,2.42,-0.63,-0.04,-0.34,-1.84,-1.52,0.73,-0.48,0.1,6.71,4.44,-0.25,-0.15,-2.33,-1.91,-2.66,-0.84,-0.02,-0.73,0.74,5.85,-0.65,3.37
5b43619047745e0001e25eba,34.63,"The father was ill, the son looked after him, He left work one day and went to the park, sat at an oak tree and looked up. Prayed that his father would get better. The father got in contact to say he was able to move a few steps. The son believed his prayers worked. He rushed home. The father improved and is in his 70's.",-0.38,-3.72,1.79,3.63,8.25,-0.63,-0.29,-1.52,-0.98,2.34,13.06,-0.02,0.61,-0.41,-1.52,-2.55,0.75,-0.89,-0.62,0.91,-3.5,0.11,0.15,10.63,0.82,-0.56,-0.85,3.04,-0.6,-1.55,-1.87,2.38,-1.1,0.11,0.28,-1.52,-0.99,0.55,0.06,0.07,8.65,1.17,-0.04,-0.42,2.69,-1.7,-1.67,-1.07,-1.14,0.42,-1.88,2.97,-2.71,5.89
6072f8908ca848cb61dcce5d,35.83,"When this person was 21 years old they worked in the city centre for their first job. This person's father was in a wheelchair and lived alone. The father had not walked in some time. A feeling came over the person to go to the nearest park and pray for their father's health. They did so and had the feeling again, so acted upon it once more. The person's father was able to walk again for the first time in a long time, in their seventies.",9.26,-2.91,6.65,-2.21,11.72,4.69,-1.22,-3.1,-0.39,7.48,16.36,-1.12,0.71,0.86,-0.81,2.55,-0.79,-0.82,-2.31,0.28,-3.56,-1.54,0.16,0.47,-1.1,-0.05,-0.63,1.34,0.01,-1.54,-1.13,2.2,-1.43,-0.12,0.04,-1.9,-1.2,0.41,-0.33,1.09,1.5,0.33,0.13,-3.01,-0.55,-0.28,0.27,-0.98,-1.48,-0.18,-1.24,2.93,-0.87,3.19
5fed9b2291948ab1c1fb2351,38.35,"He was 21 living in a small apartment in London. He had a dream about his father and was sitting underneath a tree. He prayed to God, saying he didn’t know if he could hear him, but please help his father. He then got a text from his Father to say he was up and using his walker. He rushed home after work to find his Father standing and using the walker. His Father continued to improve and is still better 8 years later.",7.47,0.33,-2.95,2.48,10.71,0.19,-3.53,-3.49,-0.25,3.61,6.39,-1.24,1.34,0.13,-0.05,-0.32,0.84,-0.31,-0.49,-2.07,-2.44,0.42,1.01,9.74,0.23,0.28,-0.23,0.18,-1.29,0.85,-1.92,2.38,-0.92,-0.3,-0.35,3.84,-1.79,-0.13,-0.22,-1.09,12.07,1.89,0.3,-0.9,3.37,-0.79,-1.7,-0.72,0.05,0.54,-1.8,3.24,-3.2,-1.04
645920abcee1cd09e70057cd,39.49,"When I was in age 21, I lived in a city, My father is sick and suffering, I work as a graphic designer, I want to pray for my father, So I went to the park in the launch break And did pray for him, I was thinking I don't know is the God listing to me, However after the pray I got a massage from my father His is willing to walk with a supporter, When I went home I saw my father is in the living room, Standing, My father got recovered from the sickness after some time And now he is normal.",13.96,-4.59,-5.35,13.83,4.21,1.36,-1.41,-2.02,-0.71,0.87,13.19,-0.41,1.01,1.15,-0.6,-1.13,0.15,-0.5,0.12,-1.6,-1.2,-0.28,0.6,-1.37,-0.58,0.56,-0.85,0.97,-0.19,-0.7,-1.47,1.63,-0.67,-0.04,-0.09,0.71,-0.8,0.29,-0.19,-0.51,10.4,1.25,-0.15,-0.57,2.33,2.75,-1.51,-1.12,-0.19,-0.19,-2.68,3.56,-1.1,-0.64
60a91a7fbccaa6f7ea138a1c,39.660000000000004,"A lady in her early 20s working as a graphic designer had a dad who just got out of surgery. His dad was unable to walk as he was using a wheelchair. His dad had a helper who was taking care of him. One day when the lady was at work, had this feeling which required her to go out of the office to the park to pray for his dad so, he can walk. At lunch, she did just that, prayed under an oak tree after, to ask God to regain her father's independence to walk. After a few minutes whilst at work, she received a call from her dad that, he just took his first step with his walker and she couldn't believe it and was very excited. When she got home, she saw his dad with the walker and she thanked God.",2.12,-5.38,-0.23,12.24,11.16,4.57,4.06,-5.43,1.43,9.2,8.85,0.39,-0.15,-0.26,0.2,-2.26,0.75,-1.57,-2.28,1.66,-5.09,-0.38,1.05,10.46,-1.07,0.2,-1.18,0.73,-1.21,-1.02,-1.74,2.03,-1.16,0.02,-0.22,0.01,-1.7,1.66,-0.2,0.31,4.95,3.63,1.71,-2.48,1.79,-0.09,-2.99,-0.41,-2.02,-0.96,-3.16,1.56,-1.3,-1.14
62b6e3037895bdb962f14a83,44.53,"When I was twenty one years old my father was in an accident and lost the use of his legs. The next door neighbour would help out. One day at work I had the feeling that I should walk to the park at lunchtime to pray for my father. Nothing happened but I tried again, this time I was sitting under an oak tree. I prayed that my father would heal and regain his independence. This time I had that feeling again. Later that day I had a call from my father saying that he had taken the first step without his walker. He steadily improved and now he is able to get around independently.",12.84,-8.71,-0.19,0.77,7.9,1.56,7.89,-3.51,0.47,8.13,13.18,-0.23,-0.03,0.2,0.1,2.45,-0.25,-0.71,0.04,-0.27,-3.28,0.98,0.51,12.5,-1.61,-0.15,-0.78,0.99,-0.13,-2.03,-1.94,2.63,-1.0,0.5,-0.24,-1.93,-1.68,4.16,-0.46,0.7,3.38,0.34,-0.26,-1.75,-0.92,-1.41,-1.4,-0.83,-0.38,0.16,-3.79,3.29,0.3,-1.57
5e8a0e492f3e0c6b03e32740,48.02,"Let me tell you a short story. I used to live with my father. I got a job. My father was not able to stand or walk. So we used a wheel chair to get him around. Since I was working, my father was staying with our kind neighbor who lived next door during the day. And I would be around at night. My sister was in college and could not help. One day at work, a small voice told me to go to the park and pray for my father. I looked around and no one was around. Even though the park was 10 min ago, I went there and prayed. This happened again for 2 more days. And I kept on going to pray. When I got home, my prayer had been heard. My father was taking steps and standing on his own with no assistance. It has been six months. And he is living his life to the fullest in his 70'S.",5.26,-5.45,3.74,1.01,10.57,5.24,14.32,6.16,0.49,7.04,14.19,2.84,3.57,0.25,-4.49,-1.21,-3.01,-1.02,0.17,2.48,-4.49,-2.86,-0.26,-1.0,-2.06,-0.04,-1.39,-0.74,0.78,-2.01,-1.34,2.16,-1.92,-0.32,-0.08,-1.12,-1.14,1.37,-0.55,1.21,-1.4,-1.61,-0.12,-0.86,0.18,-0.58,-0.48,0.04,-1.03,-0.83,-4.59,4.96,-2.5,10.49
608489b0f443591db476893d,48.300000000000004,"A man was in his office and he got an overwhelming feeling that he had to pray for his dad who was recovering from surgery. His dad was often alone as his daughter was away however, his 60 year old neighbour would often visit. The man went to the park and prayed in a quiet spot and he got a call from his father saying he could stand using his walker which he had not been able to do for quite some time. He has continued to improve and now 6-7 years later he continues to improve and is now able to walk without his walker.",-1.92,-4.48,-0.08,4.78,13.96,-1.3,13.16,3.71,1.07,8.28,7.38,0.53,-0.09,0.93,2.79,-1.41,-0.75,-0.05,-0.31,0.3,-3.86,-0.31,0.9,-0.87,-1.16,0.36,-0.51,0.94,-1.45,-1.32,-1.01,2.18,-0.65,0.2,0.09,-1.38,-0.99,-0.21,-0.27,-0.22,7.26,1.77,-0.32,-1.55,-1.43,-1.58,-0.4,-1.32,0.48,0.55,-2.09,8.4,1.76,-0.19
5c168ae5c241170001c463a6,50.19,"A short while ago when I was 21 when I was living alone for college my dad was ill. I heard a quiet voice tell me that if I went to the park to pray that he would start to recover. I looked around and could not see anyone. One day I went down to the park and found a quiet space. I am not perfect but I tried. My father was able to recover and he's now able to live life to it's fullest, even into his seventies.",14.54,-8.69,-4.05,1.18,7.54,-1.02,-1.43,-1.52,-0.95,2.4,22.95,3.75,4.53,1.06,3.78,-2.68,-0.58,-0.72,3.08,1.09,-2.51,-0.34,0.43,-0.83,-1.1,-0.14,-1.03,0.78,-0.09,5.99,-1.7,3.22,-1.6,0.05,0.24,-2.97,-0.59,1.67,-0.36,0.29,-0.79,-0.36,-0.55,-1.74,-0.88,-0.46,-1.46,-0.95,0.07,-0.2,-2.74,4.88,-0.2,11.9
5eebb875416e8c125ef28368,50.62,"The mans dad was not well. He has not been well for several months and was in a wheel chair. He was being looked after by a neighbour who was in her 60's. His sister was in university. One day on his lunch break the man was sitting in the park. He played down and thought. He doesn't normally prayer but this time he prayed to God and said ""God I don't know if you are listening but please help my dad so that he can have his independence."" He called his dad and his dad told him that he was able to stand without assistance. This was the first time in a long time that his dad was able to do that. This made the man realise that his prayer had been heard. Over time the dad could slowly again it took about 6 or 7 months for him to learn again how to walk. But he was able to and did it well into his 70's.",-0.45,-4.19,0.47,3.25,10.04,4.77,17.6,7.69,0.2,0.15,7.74,-3.26,1.48,0.87,0.31,-1.29,0.49,-1.11,-0.48,-4.59,-2.79,0.07,0.85,-1.02,-0.06,0.2,0.17,0.77,0.11,0.72,-1.41,2.47,-0.26,-0.13,-0.18,3.75,-0.77,7.31,-0.22,0.17,2.57,-3.58,-0.04,-0.32,-1.28,-1.08,0.73,-0.68,-0.75,-0.82,-1.61,2.63,-0.88,6.29
606968fc4633f8b94786a4c8,51.089999999999996,"was a 21 years old living in an apartment building near the city centre. my father was in the hospital my sister was in school so it was just me and the old lady, my dad was at work got this feeling that if i went outside to the park an pray my dad would recover so i look around the office saw no one we",9.29,7.56,-3.61,1.94,4.89,-0.84,4.39,3.3,2.32,8.45,21.9,6.77,3.41,-0.13,-2.45,-1.14,-0.07,-0.14,-1.93,-0.44,-3.56,-0.99,-0.13,-0.1,-0.98,0.06,-1.75,0.31,-1.16,-0.38,-1.35,1.15,0.27,-0.24,-0.15,-0.85,-0.34,-1.03,-0.16,-0.42,2.04,0.37,-0.4,-0.52,-0.44,0.37,0.26,-0.84,-1.03,-0.01,-1.98,2.17,-0.11,-0.46
56220229ed6e5a0005c7fac1,51.190000000000005,"A person in their 20s living in an apartment near the city centre. Their father can only get around by wheelchair and his only company is a neighbouring woman. The narrator goes to the park to pray for their father's health and when they return to work, they receive a text message from their father saying he took a few steps. Six or seven years later, the father has fully recovered.",2.49,6.05,-1.11,2.07,13.4,5.37,14.72,-3.96,1.09,0.99,12.98,-1.38,0.68,0.5,-1.07,-1.74,-1.02,-1.05,-1.48,-0.36,-2.27,0.18,0.71,-1.91,-0.6,0.12,-0.63,-0.59,-0.45,-0.67,-1.26,2.13,-0.07,0.01,-0.13,-1.46,-1.48,0.29,-0.1,1.08,11.44,1.8,0.85,-0.29,-1.4,-0.9,-3.31,-1.0,-0.75,-1.08,-1.13,8.56,-0.37,-1.3
60b7d851f18e424aa48f30a0,51.26,"The story is about a young lady who was working far from home, she had to leave her ailing father who was not able to do anything for himself nor walk for about eight months, since nobody in the family could help out during the day their neighbour who is a lady was the one who helped her dad, she says that one day while in her office she had a urge that she should pray maybe some miracle would happen, she then went to the park which was not too far from her office and sat on a bench that feeling came back again and with faith she started praying silently then went back to work which was when she received a call from her dad that he had taken his first step with his walker she was so happy that she went back home when she got there her dad was standing in the kitchen and that was when she believed that maybe her prayers, it's been 7 years since that incident and her dad is walking on his own.",-0.37,-6.5,0.49,2.83,12.76,-1.53,16.31,-3.62,1.22,8.84,6.75,0.88,1.43,2.03,0.57,6.33,-0.51,-1.66,-2.01,1.81,-1.01,0.31,0.88,-1.88,-0.83,1.09,-1.23,1.65,0.12,-1.06,-1.73,2.05,-0.43,-0.34,0.01,-0.77,-1.31,-1.04,-0.33,0.98,7.18,2.8,0.78,-1.26,1.21,-3.44,-2.23,-0.08,-0.01,-1.03,-1.18,7.83,0.4,-0.89
55c4ab59fdf99b33083253ad,51.47,When I was 21 I was working as a graphic designer. My father was ill at the time and had been for a while he was living alone with just a neighbour to help him and was unable to walk etc. One day while I was at the office I felt a voice tell me that I should go to a nearby park & pray for my father and this would help him recover. I went to the park and prayed. Very soon after I got a call from my father saying he had been able to stand with his walker for the first time in months. He continued to recover and now he lives life to the full even though he is in his 70s.,13.69,-7.29,-1.61,11.68,7.32,-1.06,9.49,-2.76,-0.21,7.31,18.75,-0.71,0.5,0.95,-1.96,-2.05,-0.61,-0.4,0.36,-0.58,-1.58,-0.43,0.57,-0.29,-0.91,0.03,-0.88,1.24,-0.34,-1.81,-1.6,2.25,-1.02,0.27,-0.21,-2.33,-0.47,0.51,-0.47,0.2,4.83,1.79,-0.6,-1.43,-1.18,-0.95,-0.6,-1.28,0.04,-0.08,-3.33,4.56,-2.84,9.0
5a5b71a08e6259000176045d,51.559999999999995,A person aged 21 years old lived in a city centre apartment. Her father was poorly and only had the help of the neighbour during the day. Whilst at work she had a feeling that she should pray for her father and he would start to recover. She went to the park and found a quiet place to pray. Her dad suddenly started getting better and now 6 years later he is living life to the full and he's in his seventies.,7.72,3.07,-1.04,0.59,7.13,-2.07,16.99,-4.88,1.17,9.12,13.36,-0.08,0.87,0.92,3.35,-0.7,-0.66,-0.91,0.19,-0.7,-2.46,-0.6,1.25,-0.53,-0.91,0.25,-0.8,1.47,-0.83,-1.33,-1.58,2.77,-0.53,0.42,-0.1,-1.71,-0.87,1.11,-0.33,0.97,1.85,-0.63,-0.53,-1.42,-0.61,-0.91,-1.61,-1.1,0.04,-0.74,-3.13,4.73,-2.68,9.2
641f24898edfbdc7328d686e,51.94,Guy sharing story from when he was 21. Just started a new job and his father was recovering from surgery where he was using a wheelchair. One day at work he got a feeling that if he went to the park on his lunch break and prayed for his dad he will start to recover. So he did and over time his dad did and now he is fully recovered several years later.,18.36,-7.66,4.21,3.82,11.98,5.75,-4.05,-1.97,-0.96,8.99,25.95,-1.39,0.16,0.71,-1.06,-1.18,0.03,-1.15,-0.07,0.01,-2.08,0.17,0.68,-0.29,-0.57,0.06,-1.61,1.65,-0.7,-0.68,-1.61,2.64,-0.76,0.18,0.14,-1.33,-0.47,0.45,-0.16,1.08,-2.73,-0.05,-0.67,0.12,-1.59,-0.47,-1.8,-0.59,0.42,-0.57,-2.3,6.1,-0.34,-0.86
5bda1da4d6fef5000181aab2,53.06,"There's a 21-year-old boy who lives in a small apartment with his dad. He works as a graphic designer. His dad had a surgery and he's disabled. During the day when the boy is working, their neighbour takes care of the dad. One day, the boy decided that he's going to go to a park, and offer prayers for his father's recovery. He does exactly that during the lunch break, and moments later, he receives a text message from his dad that he can take a few steps with the help of his walker. A year later, the father is almost normal now and living his live to its fullest.",3.99,-1.34,-2.52,10.76,13.64,-0.38,11.6,-4.5,0.52,3.2,17.71,-1.08,0.49,-0.53,-1.28,-0.54,-0.03,-1.33,-0.78,0.28,-1.43,-0.29,0.58,-0.36,-1.6,0.16,-0.9,1.04,-0.58,-1.26,-0.76,1.95,-0.65,-0.02,0.11,-1.21,-1.41,-0.06,-0.04,-1.01,11.53,4.75,0.23,-0.66,-1.27,-0.5,-3.16,-0.52,0.41,-0.98,1.83,2.9,-2.37,0.73
5e11cb793f291585b16ef640,56.65,"I was living in a small apartment in the city. My dad had been in hospital, and lived far away, he hadn't been out for 8 months or so, and only had a kind neighbour for company. One day at work I got a strange feeling, so I went to the park near my office and sat underneath an oak tree and prayed that my dad would get better. So after this, I received a call from my dad saying that he had managed to take a few steps, and this was the start of his recovery, and 8 years on, he is now living his life to the fullest and can walk unaided, even though he is in his 70's now.",-0.17,4.68,0.29,0.35,22.61,-3.24,13.33,-5.34,-0.62,9.82,9.05,-0.97,0.98,0.49,-0.94,-1.13,0.92,-0.84,-0.95,-0.91,-3.72,-0.17,0.59,11.12,-0.68,-0.06,-1.36,1.46,-0.51,-1.2,-2.04,2.58,-0.89,0.1,0.34,-1.64,-1.49,0.1,-0.45,0.63,5.02,1.05,-0.52,-0.56,-2.29,-3.71,-2.76,-0.84,1.94,-1.07,-2.76,3.52,0.41,9.1
60dfa262b225a8e45b6d4421,59.24,"The story was about a person, who worked as a graphic designer and lived close to the city center. Their father grew ill and was unable to walk for around 8 months, and the neighbor helped in taking care of him. One day this person got a feeling at work that if they went to a nearby park 10 minutes away from their workplace and prayed, the father would get better. Knowing that there was no risk in praying, they went to the park during their break and got the strong feeling again that this would work. They sat on a quiet area on a bench and prayed to God. As soon as they got back from their break the father called saying that he was able to walk a few steps with the help of his walker. The person was so happy, and went home as soon as work finished, and was greeted by their father standing, supported by the walker.",-0.26,3.29,-2.05,12.45,16.28,-1.22,10.92,-5.78,-0.03,9.79,21.42,0.25,0.46,1.27,1.2,3.77,-1.71,-1.49,-1.02,2.32,-2.18,-0.69,0.36,-1.9,-1.18,-0.16,-0.7,0.8,2.46,-3.87,-1.16,1.93,-0.88,0.33,0.49,-1.87,-1.29,-0.79,-0.6,0.58,4.55,3.79,0.46,-1.95,2.16,0.36,-3.38,-1.12,-1.4,-0.81,-2.56,1.97,-1.78,-0.59
