,summary,total,len,rate,keypoints_id
95,I lived in a small apartment near the city center.|I had my first job as a graphic designer.|My father was recovering from a surgery and used a wheelchair.|A nagging feeling told me to pray for my father's recovery in a park.|I went to the park during my lunch break and prayed for my father.|I received a text that my father took steps with his walker.|My father gradually regained mobility and now walks independently.,93.13,420,0.22,7_3
98,"I lived in a small apartment at twenty-one.|I had just started working as a graphic designer.|My father was recovering from surgery and used a wheelchair.|Only a kind neighbor cared for him during the day.|I felt a strong urge to pray for my father's recovery at the park.|I went to the park, sat on a bench, and prayed.|I received a text that my father took steps with his walker.|My father's health improved and he regained mobility.",115.72,435,0.27,8_3
16,I was twenty-one years old.|I lived near the city center.|I had started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|My father used a wheelchair.|A neighbor helped my father daily.|My sister was away at college.|I had a strong feeling at work.|I went to a park during lunch.|I prayed for my father's recovery.|I received a text from my father.|My father took steps with his walker.|My father continued to improve.|My father now walks without assistance.,131.25,493,0.27,15_2
97,"I was living in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A neighbor lady, in her sixties, stayed with my father during the day.|I felt compelled to pray for my father's recovery while on a lunch break.|I went to a nearby park and prayed under a big oak tree.|I soon received a message from my father saying he took some steps.|My father fully recovered and now lives independently.",111.02,496,0.22,8_2
2,I lived in a small apartment near the city.|I started my first job as a graphic designer.|My father was recovering and used a wheelchair.|A neighbor lady helped my father during the day.|I had a strong feeling to pray for my father at the park.|I went to the park during my break to pray.|I sat under a tree and said a prayer for my father.|My father texted that he took steps with his walker.|I saw my father standing with his walker after work.|My father fully recovered and lives independently now.,119.87,501,0.24,10_3
101,I was twenty-one and lived in a small apartment.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor assisted my father during the day.|I felt the urge to pray for my father's recovery during work.|I went to a nearby park during lunch to pray for him.|I received a text from my father saying he took a few steps.|I went home and saw my father standing with a walker.|My father eventually regained his mobility and now walks freely.,112.65,511,0.22,9_3
99,I lived in a small apartment near the city center.|I started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|I felt a strong urge to pray for my father's recovery.|I went to the park during lunch and prayed for my father.|I received a text from my father saying he took steps with a walker.|I found my father standing with the walker when I rushed home.|My father's recovery improved significantly after that day.|My father now walks without any assistance and enjoys life.,105.99,522,0.2,9_1
100,I was living in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|I felt a strong urge to pray for my father's recovery at the park.|I prayed during my lunch break under a big oak tree.|I asked God to help my father recover his independence.|I received a text from my father saying he took steps with a walker.|My father regained most of his mobility and now walks unassisted.,111.56,531,0.21,9_2
18,I was twenty-one years old.|I lived near the city center.|I had started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|He used a wheelchair for mobility.|A kind neighbor helped my father.|My sister was away at college.|I felt a strong urge to pray.|I went to a park during lunch break.|I sat on a bench under an oak tree.|I prayed for my father's recovery.|I received a text from my father.|He took a few steps with his walker.|My father's recovery began to improve.|My father now walks without assistance.,130.19,544,0.24,16_1
22,I was twenty-one years old.|I lived in a small apartment.|I had started my first job.|I was a graphic designer.|My father was recovering from surgery.|He used a wheelchair to get around.|A kind neighbor helped my father.|My sister was away at college.|I felt a strong feeling at work.|I went to a park during my lunch break.|I prayed for my father's recovery.|I returned to work after praying.|I received a text from my father.|He took a few steps with his walker.|I saw him standing at home.|That was his recovery turning point.|My father now walks without assistance.,142.76,569,0.25,17_2
26,I was twenty-one years old.|I lived near the city center.|I started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|My father used a wheelchair.|A kind neighbor helped my father.|My sister was away at college.|I felt a strong feeling at work.|I went to the park during my break.|I found a quiet spot to pray.|I sat under a big oak tree.|I prayed for my father's recovery.|I received a text from my father.|My father took steps with a walker.|I saw my father using the walker.|My father's recovery improved rapidly.|My father walks without assistance now.,140.08,591,0.24,18_3
4,"I lived in a small apartment near the city center.|I started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|I had a strong feeling to pray for my father's recovery.|I went to a park during my lunch break to pray.|I sat under a big oak tree and prayed for my father.|I received a text from my father about walking with his walker.|I saw my father standing with his walker at home.|My father's recovery improved significantly after that day.|Now, my father walks without assistance and enjoys life.",129.46,595,0.22,11_2
23,I was twenty-one years old.|I lived in a small apartment.|I started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|He had to use a wheelchair.|A neighbor helped him during the day.|My sister was away at college.|I felt an urge to pray for him.|I went to a park during my lunch break.|I prayed under a big oak tree.|I asked God to help my father recover.|I returned to work after the prayer.|My father texted me he took steps with a walker.|I saw him walking in the living room.|That was a turning point in his recovery.|My father now walks without assistance.,133.29,597,0.22,17_3
3,I was living in a small apartment near the city center.|I was working as a graphic designer.|My father was recovering from surgery and used a wheelchair.|Only a kind neighbor helped my father during the day.|I felt I should pray for my father's recovery during lunch.|I went to a nearby park and found a quiet spot.|I prayed for my father's recovery under a big oak tree.|I received a text from my father saying he took a few steps.|I saw my father standing with a walker after work.|My father's recovery began to improve significantly then.|My father can now walk without assistance and enjoys life.,128.3,600,0.21,11_1
1,I lived in a small apartment near the city center.|I started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor was the only person with my father during the day.|I had a strong feeling to pray for my father's recovery at a park.|I went to the park during my lunch break to pray.|I whispered a prayer under a big oak tree for my father.|I received a text from my father saying he took steps with his walker.|I rushed home and saw my father standing with his walker.|My father now walks without assistance and enjoys life in his seventies.,152.43,600,0.25,10_2
0,"I lived in a small apartment near the city center when I was twenty-one.|I started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|My father's only daytime companion was a kind neighbor.|I had a strong feeling to pray for my father's recovery during lunch.|I went to a nearby park to pray quietly under an oak tree.|I prayed for my father's recovery and his independence.|After praying, I received a text from my father saying he walked.|I saw my father standing with a walker for the first time in months.|My father improved and now walks without assistance.",140.74,608,0.23,10_1
6,I lived in a small apartment near the city center.|I worked as a graphic designer at my first job.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|I had a strong feeling to pray for my father's recovery.|I went to a nearby park during my lunch break.|I found a quiet spot and closed my eyes to pray.|I prayed for my father's recovery and independence.|I received a text message from my father about walking.|I saw my father standing and taking steps with a walker.|That was a turning point in his recovery.|My father can now walk without assistance and enjoys life.,123.23,627,0.2,12_1
7,I was living in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I had a strong feeling to pray for my father's recovery.|I went to the park during my lunch break to pray.|I found a quiet spot and tried to pray for my father.|I asked God to help my father regain independence.|I received a text from my father saying he took steps.|I rushed home and saw my father using a walker.|My father recovered and can now walk without assistance.,132.46,631,0.21,12_2
5,I lived in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor stayed with my father during the day.|I felt a strong urge to pray for my father's recovery at the park.|I walked to the park during my lunch break to pray quietly.|I sat under an oak tree and whispered a prayer for my father.|I returned to work and received a text from my father.|My father said he took a few steps with his walker.|I saw my father standing in the living room with his walker.|My father regained most mobility and now walks unassisted.,127.73,636,0.2,11_3
8,I lived in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery.|I went to a nearby park during my lunch break to pray.|I closed my eyes and said a quiet prayer under an oak tree.|I asked God to help my father regain his independence.|I received a text from my father saying he took a few steps.|I saw my father standing and taking small steps at home.|My father regained most of his mobility within a year.,140.57,652,0.22,12_3
9,I was living in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My sister was away at college.|I got a strong feeling at work to pray for my father.|I went to a nearby park during my lunch break.|I sat on a bench under an oak tree to pray.|I prayed for my father's recovery and independence.|I received a text from my father about taking steps.|I saw my father using a walker at home after work.|That day marked the turning point in his recovery.|My father now walks without assistance and enjoys life.,139.37,659,0.21,13_1
11,I was twenty-one and living in a small apartment.|I had started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery.|I went to a nearby park during my lunch break.|I found a quiet spot and sat under a big oak tree.|I decided to pray quietly for my father's recovery.|I received a text from my father about using his walker.|I rushed home and saw my father standing with a walker.|My father's recovery improved significantly after that.|My father now walks without assistance and enjoys life.,149.2,678,0.22,13_3
28,I was twenty-one years old.|I was living in a small apartment.|I had started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|My father used a wheelchair.|A kind neighbor helped my father during the day.|My sister was away at college.|I felt a strong feeling at work.|I went to a park during lunch break.|I found a quiet spot in the park.|I prayed for my father's recovery.|I received a text message from my father.|My father took steps with his walker.|I rushed home after work.|I saw my father standing with his walker.|My father's recovery turned around.|My father walks without assistance now.|My father is living life to the fullest.,158.81,679,0.23,19_2
10,I was twenty-one years old and lived in a small apartment.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I had a strong feeling to pray for my father's recovery.|I went to the park during my lunch break to pray.|I found a quiet spot under a big oak tree.|I closed my eyes and prayed for my father's recovery.|I received a text from my father saying he took a few steps.|I rushed home and saw my father using a walker.|My father's recovery was a turning point after I prayed.|My father now walks without assistance and enjoys life.,136.39,688,0.2,13_2
13,I lived in a small apartment near the city center.|I started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery.|I went to the park during my lunch break to pray.|I found a quiet spot under an oak tree at the park.|I decided to pray for my father's recovery.|I asked God to help my father regain independence.|I received a text from my father saying he walked.|I saw my father standing with a walker at home.|My father began his recovery and regained mobility.|My father now walks without assistance and enjoys life.,138.59,704,0.2,14_2
14,I was twenty-one years old living near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor was with my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery.|I went to a nearby park during my lunch break.|I found a quiet spot and sat under a big oak tree.|I decided to pray for my father's recovery.|I whispered a prayer asking for help for my father.|I received a text from my father saying he walked with his walker.|I was amazed and felt my prayer had been heard.|My father continued to improve and regained mobility.|My father now walks without assistance and enjoys life.,148.07,735,0.2,14_3
42,I was twenty-one years old.|I lived in a small apartment.|I was near the city center.|I started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|He hadn't been out in eight months.|He used a wheelchair.|A neighbor helped him during the day.|My sister was away at college.|I felt a strong urge at work.|I should pray for my father's recovery.|I went to a park during my break.|I found a quiet spot to pray.|I sat under a big oak tree.|I closed my eyes for prayer.|I prayed for my father's recovery.|I returned to work afterward.|I received a text from my father.|He took steps with his walker.|I couldn't believe it.|I rushed home after work.|My father stood in the living room.|He regained most of his mobility.,180.83,747,0.24,24_1
31,I was twenty-one years old.|I lived in a small apartment.|I started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|He hadn't been out for eight months.|He used a wheelchair to get around.|A neighbor lady stayed with him during the day.|My sister was away at college.|I felt the urge to pray for my father at work.|I went to a nearby park during lunch.|I decided to pray under a big oak tree.|I prayed for my father's recovery.|I received a text from my father.|He took a few steps with his walker.|I rushed home and saw him standing.|He was taking small steps in the living room.|That was the turning point in his recovery.|He regained most of his mobility within a year.|My father now walks without assistance.,181.54,754,0.24,20_2
12,I lived in a small apartment near the city center.|I started my first job as a graphic designer.|My father was recovering from surgery.|My father hadn't been out in eight months and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery at a nearby park.|I went to a park during my lunch break to pray quietly.|I asked God to help my father recover his independence.|I received a text from my father saying he took steps with his walker.|I rushed home and saw my father standing with a walker.|That moment was the turning point in his recovery.|My father regained most of his mobility within a year.|My father can now walk without assistance in his seventies.,189.69,765,0.25,14_1
24,I was twenty-one years old.|I lived in a small apartment near the city center.|I started my first job as a graphic designer.|My father was recovering from surgery.|He hadn't been out in about eight months.|My father used a wheelchair to get around.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge at work to pray for my father.|I went to the nearby park during my lunch break.|I found a quiet spot to pray under an oak tree.|I prayed for my father's recovery.|I returned to work after praying.|I received a text from my father.|My father said he took a few steps with his walker.|I saw my father standing with the walker at home.|His recovery improved significantly after that.|Now my father walks without assistance.,173.12,778,0.22,18_1
43,I was twenty-one years old.|I lived in a small apartment.|I had my first job.|I was a graphic designer.|My father was recovering from surgery.|He hadn't been out in eight months.|He used a wheelchair to move.|A neighbor helped him during the day.|My younger sister was at college.|Only my dad and the neighbor were home.|I had a strong feeling at work.|The feeling told me to pray for dad.|I went to the park during lunch break.|I found a quiet spot to sit.|I looked around and saw no one.|I decided to pray for my dad.|I closed my eyes and prayed.|I asked God to help my father.|I returned to work after praying.|I got a text from my dad.|He said he took steps with his walker.|I rushed home to see him.|My father was improving in mobility.|He now walks without any assistance.,175.48,778,0.23,24_2
35,I was living in a small apartment.|I had just started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|My father hadn't been out in eight months.|My father used a wheelchair to get around.|A kind neighbor helped my father.|My younger sister was away at college.|I felt a strong feeling at work.|The feeling told me to pray for my father.|I went to a park during my lunch break.|I found a quiet spot and sat down.|I decided to say a quiet prayer.|I asked God to help my father recover.|I received a text from my father.|The text said he took steps with his walker.|I couldn't believe the message.|I rushed home to see my father.|My father was standing with his walker.|That moment was a turning point.|My father now walks without assistance.,168.02,781,0.22,21_3
15,"I lived in a small apartment near the city.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor lady helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery.|I went to the park during my lunch break to pray.|I found a quiet spot and sat under a big oak tree.|I closed my eyes and said a quiet prayer for my father.|I prayed for my father's recovery and independence.|I received a text from my father saying he took a few steps.|I hurried home and saw my father using a walker.|My father started improving and regaining mobility.|Within a year, my father regained most of his mobility.|Now, my father walks without assistance and enjoys life.",158.53,791,0.2,15_1
17,I lived in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor lady stayed with my father during the day.|My younger sister was away at college.|I got a strong feeling at work to pray for my father's recovery.|I went to the park during lunch to pray.|I found a quiet spot under a big oak tree.|I was taught that prayers can make a difference.|I whispered a prayer for my father's recovery.|I received a text from my father saying he took steps with his walker.|I rushed home and saw my father standing with his walker.|That moment was the turning point in his recovery.|My father regained most of his mobility within a year.|My father now walks without assistance in his seventies.,180.54,801,0.23,15_3
20,I lived in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and used a wheelchair.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery.|I went to the park during lunch to pray.|I found a quiet spot under a big oak tree.|I believed prayers could make a difference.|I closed my eyes and quietly prayed for my father.|I asked God to help my father regain his independence.|I returned to work after my prayer.|I got a text from my father saying he took steps with his walker.|I rushed home and saw my father standing with his walker.|My father's recovery began to improve after that day.|My father now walks without assistance and enjoys life.,159.21,813,0.2,16_3
33,I was 21 years old.|I lived in a small apartment near the city center.|I had just started my first job.|I worked as a graphic designer.|My father was recovering from a surgery.|My father hadn't been out for about eight months.|He used a wheelchair to get around.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong feeling at work.|I went to a park during my lunch break.|I found a quiet spot in the park.|I wanted to pray for my father's recovery.|I closed my eyes and prayed under an oak tree.|I asked for help for my father's recovery.|I returned to work after my prayer.|I received a text from my father.|My father said he took steps with a walker.|I rushed home and saw my father using a walker.|This was a turning point in his recovery.|My father now walks without assistance.,190.62,834,0.23,21_1
48,I was twenty-one years old.|I was living near the city center.|I had started my first job.|I was a graphic designer.|My father was recovering from surgery.|My father hadn't been out in eight months.|My father used a wheelchair.|A neighbor lady helped my dad.|My sister was away at college.|It was just my dad and neighbor at home.|I felt a strong feeling at work.|The feeling told me to pray for my dad.|I went to the park during lunch break.|I found a quiet spot to pray.|I looked around and saw nobody.|I sat under a big oak tree.|I believed prayers could help.|I wanted to help my dad.|I closed my eyes and prayed quietly.|I asked God to help my dad recover.|I received a text from my father.|He took steps with his walker.|I couldn't believe the message.|I rushed home after work.|My dad stood with his walker.|My dad regained his mobility.,195.07,844,0.23,26_1
44,I was twenty-one years old.|I lived in a small apartment.|I started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|My father had not been out in eight months.|My father used a wheelchair.|A kind neighbor helped my father.|My younger sister was away at college.|I was at work one day.|I felt a strong feeling at work.|I went to the park during lunch break.|I found a quiet spot in the park.|I sat on a bench under an oak tree.|I decided to pray for my father.|I whispered a prayer for my father’s recovery.|I opened my eyes and went back to work.|I received a text message from my father.|My father took a few steps with his walker.|I rushed home after work.|I saw my father standing with his walker.|My father continued to improve.|My father regained most mobility in a year.|My father lives fully in his seventies.,199.33,853,0.23,24_3
36,I was twenty-one years old.|I lived in a small apartment near the city center.|I had just started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|My father hadn't been out for about eight months.|He had to use a wheelchair to get around.|A kind neighbor was with him during the day.|My younger sister was away at college.|I felt a strong feeling while at work.|I felt I should pray for my father's recovery.|I went to the park during lunch break.|I prayed for my father's recovery.|I wanted to help my dad recover.|I returned to work after praying.|I received a text from my father.|Father said he took a few steps with a walker.|I rushed home after work.|I saw my father standing with his walker.|That was a turning point in his recovery.|Father regained most of his mobility within a year.|Father now walks without assistance.,202.58,870,0.23,22_1
21,I lived in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and hadn't been out much.|My father needed a wheelchair to get around.|A kind neighbor lady helped my father during the day.|My younger sister was away at college.|I got a strong feeling at work about my father's recovery.|The feeling urged me to pray during my lunch break.|I went to a nearby park to pray for my father.|I found a quiet spot under a big oak tree.|I said a quiet prayer for my father's recovery.|I received a text from my father after the prayer.|My father started taking steps with his walker.|I rushed home and saw my father standing with a walker.|My father continued to improve and regained mobility.|It's been six or seven years since his recovery.|My father can now walk without assistance and enjoys life.,186.3,873,0.21,17_1
51,I was twenty-one years old.|I lived near the city center.|I had started my first job.|I was a graphic designer.|My father was recovering from surgery.|My father hadn't been out in eight months.|My father used a wheelchair.|A kind neighbor helped my father.|My younger sister was away at college.|I had a strong feeling at work.|I felt urged to pray for my father.|I went to the park at lunch.|I found a quiet spot to pray.|I sat on a bench under a tree.|I was alone in the park.|I believed prayers made a difference.|I wanted to help my father.|I quietly prayed for recovery.|I asked God for help.|I returned to work after praying.|I received a text from my father.|My father took steps with a walker.|I was amazed by the progress.|I saw my father standing at home.|That moment marked recovery's turning point.|My father regained mobility in a year.|My father now walks independently.,186.45,884,0.21,27_1
60,I was 21 years old.|I lived near the city center.|I had started my first job.|I worked as a graphic designer.|My father had a surgery.|My father used a wheelchair.|A neighbor helped my father.|My sister was at college.|I felt a strong feeling at work.|The feeling told me to pray.|I went to the park at lunch.|I felt the feeling again.|I looked around at the park.|I sat under a big oak tree.|I decided to pray for my father.|I took a deep breath.|I prayed for my father's recovery.|I went back to work soon.|I got a text from my father.|My father took steps with a walker.|I rushed home after work.|I saw my father standing.|My father took small steps.|That was a recovery turning point.|He regained mobility in a year.|Six years have passed since then.|My father walks without assistance.|My father enjoys life fully.|My father is in his seventies now.|Prayers made a difference for us.,186.05,888,0.21,30_1
56,I was twenty-one years old.|I lived near the city center.|I started my first job.|I worked as a graphic designer.|My father had surgery.|My father used a wheelchair.|A kind neighbor helped my father.|My sister was away at college.|I got a strong feeling at work.|I felt a need to pray for recovery.|I went to a park during lunch break.|I found a quiet spot there.|I looked around and saw nobody.|I was near my office.|I sat on a bench and closed my eyes.|I sat under a big oak tree.|I realized prayers might help.|I wanted to help my dad.|I closed my eyes and prayed silently.|I prayed for my father’s recovery.|I opened my eyes and returned to work.|I got a text from my father.|My father took steps with his walker.|I rushed home after work.|Father stood in the living room.|Father took small steps with assistance.|That was the turning point for him.|My father walks independently now.,177.85,888,0.2,28_3
46,I was twenty-one years old.|I was living near the city center.|I had just started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|My father had to use a wheelchair.|A neighbor stayed with him during the day.|My sister was away at college.|I got a strong feeling at work.|It said to pray for my father's recovery.|I went to the park during lunch break.|I found a quiet spot in the park.|I sat on a bench and closed my eyes.|I looked up at the oak tree above me.|I decided to say a quiet prayer.|I prayed for my father's recovery.|I returned to work after praying.|I received a text from my father.|He had taken steps with his walker.|I rushed home after work.|I saw my father standing with his walker.|He was taking small steps.|That was a turning point in his recovery.|He regained most of his mobility in a year.|He now walks without assistance.,185.17,888,0.21,25_2
45,I was twenty-one years old.|I lived in a small apartment.|I had just started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|He hadn't been out in eight months.|He used a wheelchair to get around.|A kind neighbor helped him during the day.|My younger sister was away at college.|I got a strong feeling at work one day.|It told me to pray for my father's recovery.|I went to a park during my lunch break.|I found a quiet spot to sit.|I closed my eyes and prayed.|I asked God to help my father recover.|I opened my eyes and returned to work.|I received a text from my father.|He said he took steps with his walker.|I couldn't believe it.|I rushed home after work.|I saw my father standing with his walker.|That was the turning point in his recovery.|He improved and regained mobility.|It's been six or seven years.|My father walks without assistance now.,215.28,894,0.24,25_1
19,I was living in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery and hadn't been out in eight months.|He had to use a wheelchair to get around.|A kind neighbor helped my father during the day.|My younger sister was away at college.|I felt a strong urge to pray for my father's recovery at the park.|I went to the park during my break and found a quiet spot.|I sat on a bench under a big oak tree and closed my eyes.|I prayed for my father's recovery and his independence.|I received a text message from my father saying he took a few steps.|I was amazed and felt my prayer was answered.|I went home and saw my father standing with his walker.|That moment marked the beginning of his recovery.|He regained most of his mobility within a year.|My father now walks without assistance and enjoys life in his seventies.,205.47,897,0.23,16_2
25,I lived in a small apartment near the city center.|I had just started my first job as a graphic designer.|My father was recovering from surgery.|My father hadn't been out in about eight months.|My father needed a wheelchair to get around.|Only a kind neighbor was with my father during the day.|My younger sister was away at college.|A strong feeling told me to pray for my father's recovery.|I went to a nearby park during my lunch break.|I found a quiet spot and sat on a bench under a big oak tree.|I decided to try praying despite my imperfections.|I whispered a prayer for my father's recovery.|I returned to work after praying.|My father texted me saying he took a few steps with his walker.|I couldn't believe my father's progress.|I rushed home and saw my father standing with his walker.|My father continued to improve his mobility.|My father now walks without assistance and enjoys life.,212.13,897,0.24,18_2
53,I was twenty-one years old.|I lived in a small apartment.|I started my first job.|I worked as a graphic designer.|My father was recovering from surgery.|My father used a wheelchair.|A kind neighbor helped my father.|My younger sister was away at college.|I got a strong feeling at work.|The feeling told me to pray in the park.|I looked around my office.|I went to the park during my break.|I found a quiet spot in the park.|The feeling returned to me.|I still saw no one around.|I sat on a bench under an oak tree.|I remembered that prayers can help.|I decided to try praying.|I whispered a prayer for my father.|I asked God to help my father recover.|I opened my eyes and returned to work.|I received a text from my father.|He took a few steps with his walker.|I rushed home after work.|I saw my father standing with his walker.|That moment started his recovery.|My father now walks without assistance.,215.31,904,0.24,27_3
41,I was twenty-one years old.|I lived in a small apartment near the city center.|I had just started my first job.|I was working as a graphic designer.|My father was recovering from surgery.|My father used a wheelchair to get around.|A kind neighbor took care of my father during the day.|My younger sister was away at college.|I felt a strong feeling to pray for my father.|I went to the park during my lunch break.|I found a quiet spot in the park.|I decided to take a chance and pray.|I sat on a bench under a big oak tree.|I looked up at the branches above me.|I said a quiet prayer for my father.|I asked God to help my father recover.|I received a text from my father.|He said he took a few steps with his walker.|I rushed home after work.|I saw my father standing with his walker.|It was a turning point in his recovery.|He regained most of his mobility in a year.|My father now walks without assistance.,201.32,908,0.22,23_3
