index,keypoints,keypoints_len_in_chars,original_mbits,rephrased_mbits,"produced
key points","required
key points",attempt
23,"I met my three friends in college in 1949. Previously, we were athletes at different schools. We became good friends after attending the same college. I lived on a farm while they lived in the city. My friends often visited my farm to hunt and help with chores. One friend suggested a bear hunting trip in Canada. I was reluctant but agreed to join the bear hunting trip. We stayed in a rented cabin in the Canadian woods. I was chosen to hunt the bear, despite not wanting to. I accidentally led a bear into the cabin, and my friends haven't invited me to hunt since.",568,63.41,95.11,10,10,3
24,"I met three friends when we started college in 1949. We became good friends after attending the same school. I lived on a farm, and my friends lived in the city. They enjoyed coming to my farm for hunting. I went along with them even though I didn't like hunting. We decided to go bear hunting in Canada. I didn't want to go but went along with the group. We stayed in a cabin and hesitated to hunt bears. We drew cards to decide who would hunt, and I lost. I encountered a giant bear but my gun wasn't loaded. The bear chased me, and I led it into the cabin.",559,68.06,99.02,11,11,1
25,"I met three friends when I started college in 1949. We all attended the same college and became good friends. I was from a farm, and my friends were from the city. My friends liked visiting my farm to hunt and help with chores. I didn't enjoy hunting but joined them to be part of the group. My friends wanted to go bear hunting in Canada, and I agreed. We flew to Canada and traveled to a remote cabin in the woods. None of us wanted to hunt bears, but we needed to bring one back. We decided to draw cards, and I drew the high card to hunt. I encountered a huge bear but forgot to load my gun. I tricked the bear into the cabin, and my friends never invited me to hunt again.",677,82.71,112.38,11,11,2
26,I met my three friends in college in 1949. We were acquainted as high school athletes. I was from a farm and they lived in the city. They visited my farm to hunt and help with chores. The hunting trips continued for several years. One friend suggested bear hunting in Canada. I reluctantly agreed to go bear hunting. We traveled to a remote cabin in Canada. We were too scared to hunt bears initially. I drew the high card and had to hunt a bear. I accidentally lured a bear into the cabin.,490,79.1,107.45,11,11,3
27,"I met three friends in college in 1949. We were acquaintances from different high schools. We all attended the same college and became close friends. I lived on a farm; they were city dwellers. They enjoyed hunting on my farm, despite my disinterest. One friend suggested a bear hunting trip in Canada. I reluctantly agreed to join the bear hunt. We flew to Canada and traveled deep into the woods. We stayed in a rented cabin near spooky woods. We decided to draw cards to determine who hunts the bear. I drew the high card and went out to hunt reluctantly. I outsmarted a chasing bear and shut it in the cabin.",612,52.97,85.47,12,12,1
28,"I met my friends in college in 1949. We knew each other from high school sports. We all attended the same school after graduation. I lived on a farm; they lived in the city. They liked visiting my farm to hunt. I didn't enjoy hunting but joined them anyway. My friends wanted to go bear hunting in Canada. I reluctantly agreed to go bear hunting. We spent days in a cabin hesitating to hunt. We drew cards to decide who would hunt a bear. I drew the high card and went out to hunt. A bear chased me, and I trapped it in the cabin.",530,58.4,80.82,12,12,2
29,"I met three friends in college in 1949. We were acquainted from different high schools. We all became good friends at the same college. I was from the farm; they were from the city. My friends liked visiting the farm to hunt. I didn't enjoy hunting but joined to fit in. My friends proposed a bear hunting trip in Canada. I was reluctant but joined the bear hunt. We flew to Canada and reached a cabin. None of us wanted to actually hunt bears. I drew the high card and had to hunt. The bear chased me, and my friends never asked again.",536,53.52,91.71,12,12,3
30,"I met my three friends in 1949 when we started college. We all attended the same school after high school. I lived on a farm, while my friends lived in the city. My friends enjoyed visiting the farm for hunting. I joined them on hunting trips to be part of the group. One of them suggested a bear hunting trip in Canada. I reluctantly agreed to the bear hunting trip. We flew to Canada and rented canoes to reach a cabin. The area around the cabin was very spooky. We spent days in the cabin avoiding bear hunting. We decided to draw cards to see who would hunt a bear. I drew the high card and went reluctantly hunting. I led a bear to the cabin, and my friends agreed I'd fulfilled my commitment.",698,88.09,118.78,13,13,1
31,"I met my three friends in 1949 at college. We were athletes at different high schools before college. We all attended the same college and became friends. I lived on a farm while my friends lived in the city. My friends visited the farm to hunt and help with chores. Hunting was not exciting to me despite participating. They wanted to go bear hunting in Canada. I didn't want to go but was convinced to join. We flew to Canada and paddled to a remote cabin. We hesitated to hunt because the woods were spooky. We decided the high card winner would hunt a bear. I drew the high card and went out to hunt. I accidentally led a bear into the cabin, ending our hunt.",663,91.92,107.89,13,13,2
32,"I met my friends in college in 1949. We became friends after attending the same school. We were acquaintances as high school athletes. I was from the farm, and my friends were city boys. They enjoyed coming to the farm to hunt. I didn't enjoy hunting but joined them to be part of the group. They wanted to go bear hunting in Canada. I was reluctant but agreed to join them. We traveled by airplane and canoe to a cabin in the woods. We spent days in the cabin without hunting. To avoid embarrassment, we decided to cut cards for who hunts. I drew the high card and went bear hunting. I led a bear to the cabin, and they haven't asked me to hunt since.",652,93.23,94.48,13,13,3
33,"I met three friends in college in 1949. We knew each other from different high schools. I was from the farm; they were from the city. They loved visiting the farm to hunt. I did not enjoy hunting much. They suggested bear hunting in Canada. I reluctantly agreed to join them. We flew to Canada and rented canoes. The journey was long and intimidating. The spooky woods discouraged us from hunting. We decided to draw cards to find the hunter. I got the high card and went hunting. I encountered a bear but my gun was empty. I led the bear to the cabin, fulfilling my role.",572,80.54,102.38,14,14,1
34,I met my three friends in 1949 when I started college. We became friends because we all enrolled in the same school. I was the kid from the farm and my friends were from the city. My friends liked to visit the farm for hunting. I joined the hunting trips to be part of the group. One friend suggested going bear hunting in Canada. I was not enthusiastic but agreed to go bear hunting. We flew to Canada and canoed to a remote cabin. None of us wanted to hunt bears due to fear. We decided to draw cards to choose who hunts the bear. I got the high card and had to hunt the bear. I met a bear but forgot to load my gun. I ran back to the cabin with the bear chasing me. We trapped the bear in the cabin and I avoided hunting again.,730,74.44,108.21,14,14,2
35,"I met my friends in 1949 at college. We were all previously high school athletes. We attended the same school and became friends. I lived on a farm; they were from the city. We went hunting together on my farm. I did not enjoy hunting but joined them. They wanted to go bear hunting in Canada. I was hesitant but went along to stay in the group. We flew to Canada and paddled to a cabin. The area was spooky, and no one wanted to hunt. We decided to draw cards; I drew the highest. I went hunting and encountered a bear. I forgot to load my gun and ran from the bear. The bear entered the cabin; I locked the door.",614,86.94,85.75,14,14,3
36,I met my three friends in college in 1949. We were high school athletes at different schools before college. We all attended the same college and became good friends. I was a farm kid; my friends were from the city. They liked visiting the farm to help and hunt. I didn't enjoy hunting much but joined them to fit in. We spent years hunting on the farm together. One friend suggested bear hunting in Canada. I was reluctant but agreed to go bear hunting. We flew to Canada and paddled to a remote cabin. The spooky woods made us hesitant to hunt bears. We decided to draw cards to choose a bear hunter. I drew the high card and went to hunt a bear. I encountered a bear but my gun wasn't loaded. I tricked the bear into entering the cabin.,739,109.93,123.35,15,15,1
37,"I met my three friends in 1949 at college. We were acquainted as high school athletes. We became good friends at college. I lived on a farm; they were city guys. They liked visiting the farm to hunt. I joined them for hunting to be part of the group. One of my friends suggested bear hunting in Canada. I didn't want to go but agreed anyway. We flew to Canada and canoed to a remote cabin. The area was spooky, and we hesitated to hunt. We decided to draw cards for who hunts the bear. I drew the high card and had to hunt the bear. I saw a big bear but forgot to load my gun. I ran back to the cabin with the bear chasing me. They haven't invited me to hunt again since then.",676,97.34,106.33,15,15,2
38,"I met three friends in 1949 at college. We had known each other from high school sports. We all attended the same college and became good friends. I lived on a farm, and they lived in the city. They enjoyed visiting the farm to hunt and help with chores. I didn't enjoy hunting but joined them for camaraderie. After years, they planned a bear hunting trip in Canada. I was hesitant about bear hunting but joined them. We flew to Canada, rented canoes, and reached a remote cabin. The woods seemed spooky, and none of us wanted to hunt. After days without hunting, we decided to draw cards. I drew the high card and had to hunt the bear. I encountered a huge bear without loading my gun. I ran to the cabin, lured the bear inside, and shut the door. They never asked me to go hunting again despite my bravery.",809,103.61,119.42,15,15,3
39,"I met my friends in college in 1949. We were all high school athletes from different schools. We became good friends attending the same college. I lived on a farm, and they lived in the city. They enjoyed visiting my farm to hunt and help with chores. I didn't enjoy hunting but joined them to be part of the group. One friend suggested we go bear hunting in Canada. I was not interested in the bear hunting trip. We flew to Canada and paddled to a cabin in the woods. The spooky woods made us hesitant to hunt bears. We stayed in the cabin for days without hunting. We decided to draw cards to see who would hunt a bear. I drew the high card and had to hunt the bear. I encountered a big bear but forgot to load my gun. I ran to the cabin with the bear chasing me. I tricked the bear into entering the cabin where my friends were.",831,110.42,121.72,16,16,1
40,"I met my three friends in college in 1949. We were acquainted as high school athletes. We became good friends at college. I was from a farm; they were city boys. They enjoyed visiting my farm for hunting. I didn't enjoy hunting but joined them. We hunted regularly at the farm. One friend suggested bear hunting in Canada. I reluctantly agreed to the bear hunt. We traveled by plane and canoe to the cabin. We were all fearful and stayed in the cabin. We decided to pick cards to hunt the bear. I drew the high card and went out hunting. I encountered a bear but forgot to load my gun. I ran back to the cabin with the bear chasing me. After my action, they never invited me to hunt again.",689,88.59,91.88,16,16,2
41,"I met my three friends in 1949 when we started college. We all became friends after enrolling in the same school. We had been high school athletes at different schools. I was the kid from the farm; the other three lived in the city. My friends enjoyed visiting the farm and hunting. I never really enjoyed hunting much. One friend suggested bear hunting in Canada. I was hesitant but agreed to go bear hunting with them. We flew to Canada and traveled to the north woods. The woods were spooky and made us all apprehensive. We stayed in the cabin for days without hunting. We decided to cut cards to choose someone to hunt a bear. I drew the high card and had to hunt the bear. I encountered a huge bear with an unloaded gun. I ran back to the cabin with the bear chasing me. I tricked the bear into the cabin, and my friends never asked me to hunt again.",855,126.16,144.05,16,16,3
42,"I met my three friends in 1949 at college. I knew them before college because we were athletes. We became good friends after starting at the same school. I lived on a farm; my friends lived in the city. My friends liked to visit my farm to hunt. I wasn't interested in hunting but joined them anyway. We spent years hunting at the farm together. One friend suggested a bear hunting trip in Canada. I wasn't interested in bear hunting but agreed to go. We flew to Canada and traveled to a remote cabin. The woods were spooky, and none of us wanted to hunt. We stayed in the cabin, playing cards and avoiding hunting. We decided to cut cards to choose who would hunt a bear. I drew the high card and had to hunt the bear. While in the woods, a big bear appeared behind me. I forgot to load my gun, so I ran back to the cabin. I tricked the bear into the cabin, and my friends praised me.",885,104.52,141.4,17,17,1
43,I met three friends when I started college in 1949. We were acquainted from being high school athletes. We attended the same school after graduation. I was from a farm and they lived in the city. They enjoyed visiting the farm to hunt. I joined hunting trips to be part of the group. They suggested going bear hunting in Canada. I reluctantly agreed despite no interest in hunting. We flew to Canada and paddled to a remote cabin. The spooky woods made us hesitant to hunt bears. We stayed in the cabin playing cards for days. We needed to catch a bear to avoid ridicule. We drew cards and I got the high card to hunt. I went into the woods and encountered a big bear. My gun was unloaded and I had to run away. I tricked the bear into the cabin and shut the door. My friends haven't invited me hunting since then.,814,142.93,157.22,17,17,2
44,"I met my three friends when I started college in 1949. We became good friends after enrolling in the same school. I was a farm kid, and my friends lived in the city. My friends enjoyed visiting the farm to hunt. I didn't enjoy hunting but joined them to fit in. We hunted together for several years on the farm. One friend suggested bear hunting in Canada. I wasn't excited about bear hunting. We flew to Canada and rented canoes for the trip. We canoed and backpacked to reach a cabin in the woods. The area was spooky and made us apprehensive. We stayed in the cabin, playing cards instead of hunting. We worried about returning without a bear. We drew cards to decide who would hunt a bear. I drew the high card and went out to hunt. I encountered a massive bear and forgot to load my gun. I tricked the bear into the cabin, fulfilling my hunting duty.",855,111.96,143.48,17,17,3
45,"I met my friends in college in 1949. We became friends after enrolling in the same school. We were high school athletes at different schools. I was from a farm, and my friends lived in the city. They liked coming to the farm to hunt. I didn't enjoy hunting but joined them. My friends suggested bear hunting in Canada. I wasn't interested in bear hunting. We flew to Canada and traveled to a cabin. We found the woods spooky and stayed in the cabin. We decided to draw cards to hunt a bear. I drew the high card to hunt the bear. I forgot to load my gun when facing a bear. The bear chased me back to the cabin. I tricked the bear into entering the cabin. I closed the door with the bear inside. My friends agreed I fulfilled my commitment. They haven't asked me to hunt since then.",782,136.19,142.24,18,18,1
46,I met my three friends in college in 1949. We were athletes at different high schools. We became good friends in college. I was from a farm and they were from the city. They liked visiting the farm to hunt. I didn't enjoy hunting but went along. They decided to go bear hunting in Canada. I wasn't excited but agreed to go. We flew to Canada and canoed and backpacked to a cabin. The woods seemed spooky to us. We stayed in the cabin for days. We realized we needed to hunt a bear to avoid embarrassment. We cut cards to decide who would hunt. I drew the high card and had to hunt. I forgot to load my gun when I saw a bear. The bear chased me back to the cabin. I tricked the bear into the cabin. My friends never asked me to hunt again.,738,105.14,125.19,18,18,2
47,"I met my three friends in college in 1949. We became friends because we attended the same school. We were acquainted in high school as athletes from different schools. I was from a farm, and they were from the city. They visited my farm to help with chores and go hunting. I wasn't enthusiastic about hunting but joined for companionship. One friend suggested bear hunting in Canada. I wasn't interested but agreed to join them. We flew to Canada and paddled to a remote cabin. The location seemed spooky, making us hesitant to hunt. We stayed in the cabin playing cards and eating. We realized we'd face ridicule without a bear. We decided to draw cards to choose who would hunt. I drew the high card and had to hunt a bear. I was nervous and forgot to load my gun. A large bear charged at me in the woods. I ran to the cabin with the bear chasing me. The bear entered the cabin, and I locked my friends inside.",912,126.15,137.6,18,18,3
48,"I met three friends in 1949 when starting college. We were acquainted in high school as athletes. After graduation, we attended the same college. I lived on a farm; my friends were city kids. My friends enjoyed visiting the farm and hunting. I didn't enjoy hunting but participated for companionship. After years, a bear hunting trip to Canada was planned. I reluctantly joined the bear hunting trip. We flew to Canada and canoed to a remote area. Upon arrival, I was apprehensive about bear hunting. We stayed in a cabin for days without hunting. No one wanted to hunt bears in the spooky woods. We decided to cut cards to choose a hunter. I drew the high card and had to hunt a bear. I went into the woods with an unloaded gun. I encountered a massive bear but couldn't shoot it. I ran from the bear back to the cabin. I tricked the bear inside for my friends to handle. Since then, I haven't been invited hunting again.",922,124.52,126.06,19,19,1
49,"I met my three friends in college in 1949. We had been high school athletes at different schools. We became good friends in college. I lived on a farm; my friends lived in the city. My friends enjoyed visiting the farm to hunt. I joined them in hunting for company. One friend suggested bear hunting in Canada. I didn't like the idea but agreed to join. We flew from Fort Wayne to Canada. We paddled and backpacked to a cabin in the woods. The territory was spooky, which made us anxious. We stayed inside the cabin playing cards and eating. We feared ridicule for returning without a bear. We decided to cut cards to choose the hunter. I drew the high card and had to hunt for a bear. I encountered a huge bear but my gun was unloaded. I ran toward the cabin with the bear chasing me. I tricked the bear into entering the cabin. I haven't been invited to hunt with them since.",877,141.83,145.44,19,19,2
50,"I met my three friends in college in 1949. We had been acquaintances from high school. We all attended the same school and became good friends. I was from a farm; they were city kids. They visited the farm to hunt and help with chores. We hunted rabbits and squirrels together. I never enjoyed hunting much. One friend wanted to hunt bears in Canada. I agreed to go bear hunting despite hesitations. We flew to Canada and paddled to a cabin. The woods were spooky, making us apprehensive. We stayed in the cabin playing cards for days. We needed a bear to avoid embarrassment at home. We decided to draw cards for a hunting role. I drew the high card to hunt the bear. I went out with an unloaded gun. I encountered a large bear in the woods. I ran back to the cabin with the bear chasing. I tricked the bear into entering the cabin.",833,108.65,108.62,19,19,3
51,"I met three friends in 1949 when I started college. We became friends after attending the same school. We were acquainted as high school athletes before college. We all went to the same college after high school. I was from a farm, while my friends were from the city. My friends enjoyed coming to the farm to hunt. I joined them to be part of the group, though I didn't enjoy hunting. After several years, one friend suggested going bear hunting in Canada. I wasn't excited about bear hunting, but I joined anyway. We flew from Fort Wayne to Canada for the hunting trip. We canoed and backpacked to a cabin in the north woods. The spooky territory made us apprehensive about hunting. We stayed in the cabin for days, avoiding hunting. We realized we needed to hunt a bear to avoid ridicule. We drew cards to decide who would hunt the bear. I drew the high card and had to hunt the bear. While hunting, I encountered a large bear. I forgot to load my gun and had to run from the bear. I led the bear to the cabin, where it was trapped. My friends haven't asked me to hunt since that day.",1087,162.29,180.84,20,20,1
52,"I met three friends in 1949 at college. We previously knew each other as high school athletes. We all attended the same college and became good friends. I was a farm kid, and they lived in the city. They often visited my farm to hunt and do chores. I didn't enjoy hunting but joined for camaraderie. They decided to go bear hunting in Canada. I was reluctant but joined them anyway. We flew to Canada and paddled by canoe to a cabin. We backpacked to a cabin in the north woods. The territory was spooky and unappealing for hunting. We stayed in the cabin for several days playing cards. None of us wanted to hunt the bears. We decided to draw cards to choose a hunter. I drew the high card and had to hunt. I went hunting alone, feeling apprehensive. I encountered a large bear but my gun was unloaded. I ran back to the cabin with the bear chasing me. The bear entered the cabin, and I shut the door. My friends agreed I fulfilled my commitment, but they never asked me to hunt again.",986,138.27,140.63,20,20,2
53,"I met three friends in 1949 when I started college. I knew them from high school sports at different schools. We became friends when we attended the same college. I was from the farm; they were from the city. They enjoyed visiting my farm for hunting. I joined them in hunting despite not enjoying it. We continued this tradition for several years. One friend suggested a bear hunting trip in Canada. The idea didn't appeal to me, but I agreed anyway. We flew to Canada and then paddled and backpacked to a cabin. The north woods felt spooky to me. We stayed in the cabin for days without hunting. We realized we needed to bring a bear back to avoid ridicule. We decided to cut cards to see who would hunt a bear. I drew the high card and had to go hunt. I went out into the woods reluctantly. I encountered a huge bear but my gun wasn't loaded. The bear chased me back to the cabin. I tricked the bear into entering the cabin. My friends never asked me to go hunting again.",974,145.8,155.45,20,20,3
54,"I met three friends in 1949 when I started college. We all attended the same school and became good friends. I was from a farm and they lived in the city. They liked to come to the farm to hunt and help with chores. I didn't really enjoy hunting but joined them anyway. We did this for several years, enjoying time at the farm. One friend suggested going bear hunting in Canada. I was not keen on the idea but joined anyway. We flew to Canada and rented canoes to reach a cabin. The journey to the cabin made me more apprehensive. The woods looked spooky and we hesitated to hunt. For a few days, we stayed inside, playing cards and eating. We realized we needed to hunt a bear or face ridicule. We decided to draw cards to choose who would hunt. I drew the high card and had to go hunt the bear. I felt uneasy but went into the woods alone. I eventually encountered a huge bear. I tried to shoot but forgot to load the gun. The bear chased me back to the cabin. I led the bear into the cabin and shut the door. I fulfilled my commitment but wasn't invited to hunt again.",1071,143.6,159.12,21,21,1
55,"I met three friends when I started college in 1949. We were acquainted through high school sports. We all attended the same college and became good friends. I was from a farm, they were city boys. They loved visiting my farm to hunt. I never enjoyed hunting much. They suggested a bear hunting trip in Canada. I reluctantly agreed to join the bear hunt. We flew to Canada and paddled in canoes. We backpacked to a rented cabin in the woods. The spooky area made us hesitant about hunting bears. We spent days in the cabin eating and playing cards. We decided to draw cards to see who would hunt. I drew the high card and had to hunt the bear. I went into the woods with a gun. I encountered a huge bear but forgot to load the gun. The bear chased me back to the cabin. I yelled for my friends to open the door. I tricked the bear into the cabin and shut the door. The story became legendary among my friends. They never invited me to hunt again.",945,127.76,150.8,21,21,2
56,"I met three friends in college in 1949. We knew each other as high school athletes before. We became good friends attending the same college. I was from the farm; they were from the city. They enjoyed visiting the farm for hunting. I didn't enjoy hunting but joined them anyway. We spent several years hunting on the farm. One friend suggested a bear hunting trip in Canada. I wasn't interested in bear hunting but agreed. We flew from Fort Wayne to Canada. We paddled canoes and backpacked to a cabin. The cabin area was spooky and unsettling. None of us wanted to hunt bears initially. After days, we felt pressured to hunt to save face. We decided to draw cards to choose the hunter. I drew the high card despite not wanting to hunt. I went out into the woods without enthusiasm. I encountered a huge bear but forgot to load my gun. I ran back to the cabin with the bear chasing me. I tricked the bear into the cabin and locked the door. My friends never asked me to hunt again.",981,124.94,144.79,21,21,3
57,"I met three friends when I started college in 1949. We became friends because we attended the same school. Before college, we were high school athletes at different schools. After graduation, we found ourselves at the same college. I was the kid from the farm, and they lived in the city. My friends liked to visit the farm to hunt. I joined them in hunting to be part of the group. We continued this for several years. One friend wanted to go bear hunting in Canada. Bear hunting didn't appeal to me, but I joined them. We flew to Canada and rented canoes to reach a remote cabin. The remote woods were spooky, and I felt uneasy. We were reluctant to hunt bears after reaching the cabin. We spent days in the cabin playing cards and eating. We finally decided we needed to hunt to prove ourselves. We cut cards to decide who would hunt a bear. I drew the high card and had to hunt the bear. I reluctantly went into the woods with a gun. I encountered a giant bear but forgot to load the gun. I ran back to the cabin with the bear chasing me. I led the bear into the cabin and closed the door. I told my friends to skin the bear, and I would get another.",1154,159.77,186.18,22,22,1
58,"I met my three friends in 1949 when I started college. Before college, we were high school athletes at different schools. After high school, we all attended the same college. We became quite good friends as we were all attending the same school. I lived on a farm, while my friends lived in the city. My friends liked to visit my farm for hunting. They helped me with farm chores whenever they visited. I didn't enjoy hunting much but participated to be part of the group. After several years, one friend suggested bear hunting in Canada. I wasn't excited about bear hunting, but I agreed to go. We flew from Fort Wayne to Canada for the bear hunting trip. We traveled by canoe and then backpacked to a remote cabin. The north woods were spooky, and I was apprehensive about the area. We stayed in the cabin for several days, avoiding hunting. Nobody wanted to go into the spooky woods to hunt a bear. We discussed needing to get a bear to avoid ridicule back home. We decided to cut cards to choose who would hunt the bear. I drew the high card and had to go out to hunt the bear. I was alone in the woods and felt uneasy about it. I encountered a large bear but my gun wasn't loaded. I ran back to the cabin with the bear chasing me. I tricked the bear into entering the cabin and shut it inside.",1298,162.85,186.3,22,22,2
59,"I met my three friends when I started college in 1949. We knew each other as high school athletes from different schools. We became close friends after attending the same college. I was from a farm, and my friends lived in the city. My friends enjoyed visiting my farm to hunt and help with chores. I didn't enjoy hunting but joined them to be part of the group. Years later, one friend suggested a bear hunting trip in Canada. I wasn't keen on the trip but agreed to go along. We flew to Canada and paddled canoes to a remote cabin. I felt uneasy in the spooky wilderness but went along with it. None of us wanted to hunt bear due to the intimidating setting. We stayed indoors, playing cards and eating for several days. We decided to draw cards to see who would hunt a bear. I ended up with the high card, meaning I had to hunt the bear. I set out to hunt the bear with great reluctance. I encountered a huge bear but realized my gun was not loaded. The bear chased me, and I ran back to the cabin. I shouted for my friends to open the cabin door. I dodged into the cabin, and the bear ran inside. I quickly shut the door as the bear entered, trapping it inside. I told my friends to handle the bear while I pretended to get another. They haven't invited me for any hunting trips since that event.",1300,155.48,190.51,22,22,3
