segment_id,segment_text,real_rec,gpt4o_all,gpt4,gpt4o_idxmx
57,those guys weren't any more hot about going out in those woods and looking for a bear than I was.,1.02,26.53,10.0,0.0
58,"We sat around there for three or four days,",46.94,59.86,30.0,88.89
59,"played cards,",48.98,46.26,30.0,66.67
60,"and ate,",30.61,47.62,30.0,66.67
61,"and slept,",27.55,44.9,30.0,66.67
62,and we just couldn't ...,1.02,0.0,0.0,0.0
63,no one was in the mood to go out and hunt bear,12.24,38.1,30.0,44.44
64,'cause that's just a plain old spooky looking place.,16.33,21.09,10.0,11.11
65,"We never ventured outside at night,",8.16,7.48,0.0,11.11
66,we stayed right there in the old cabin.,2.04,10.2,0.0,11.11
67,"Well after we'd been there for three or four days,",7.14,0.0,0.0,0.0
68,"we got to talking it over,",1.02,3.4,0.0,0.0
69,"and somebody said “Hey,",0.0,0.0,0.0,0.0
70,if we don't go out and hunt some bear ...,12.24,15.65,0.0,22.22
71,"we've got to find a bear to take back home with us,",35.71,48.3,40.0,55.56
72,"or we're really going to get a bad time from the rest of the people,",27.55,45.58,20.0,55.56
73,"'cause too many people know we'd gone bear hunting,",11.22,23.81,20.0,33.33
74,and if we come home skunked with no bear they're really going to give us a bad time.”,22.45,43.54,40.0,55.56
75,"Soo ... no one wanted to go out,",3.06,2.04,0.0,11.11
76,so we all decided that we'd cut the cards.,38.78,61.9,50.0,88.89
77,"Whoever got the high card ... would go out and get a bear,",61.22,73.47,70.0,88.89
78,"and the rest of them would skin him butcher him and pack him back down,",30.61,0.0,0.0,0.0
79,so we could take him home with us.,5.1,0.68,0.0,0.0
80,"So you know who YOU KNOW WHO got the high card,",60.2,57.82,80.0,77.78
81,the guy that didn't even want to be there in the first place.,40.82,57.14,30.0,66.67
82,But I had agreed to play the game ...,3.06,3.4,0.0,0.0
83,"So ... I took the old gun,",19.39,18.37,0.0,44.44
84,and I go out bear hunting.,34.69,50.34,20.0,66.67
85,I didn't like this at all.,4.08,23.81,0.0,33.33
86,"I'm walking out there in the woods for hours it seems like,",9.18,25.17,0.0,22.22
87,"and I just wasn't seeing any bears or anything,",2.04,15.65,0.0,11.11
88,"and finally I heard a noise,",14.29,21.09,0.0,22.22
89,"and I turned around,",7.14,14.29,0.0,22.22
90,"and there was the biggest old bear I'd ever seen in my life,",66.33,62.59,50.0,88.89
91,I'd never even seen a PICTURE of one THAT big.,18.37,17.01,0.0,44.44
92,"I whipped up the gun,",13.27,2.04,0.0,0.0
93,"and pulled the trigger,",19.39,3.4,0.0,0.0
94,and nothing happened.,31.63,40.82,20.0,55.56
95,I'd forgot to LOAD that turkey.,53.06,63.95,50.0,77.78
96,Well he had ...,1.02,2.04,0.0,0.0
97,"he just had no desires to have me in his territory,",7.14,9.52,0.0,11.11
98,and he made for me.,18.37,41.5,10.0,66.67
99,"Well there was nothing for me to do but run,",19.39,21.09,10.0,33.33
100,"and I turned around,",3.06,2.72,0.0,11.11
101,"I ran as hard as I could go,",20.41,31.29,0.0,44.44
102,"and I thought I used to be pretty fast,",2.04,0.68,0.0,0.0
103,"but that old bear,",4.08,1.36,0.0,0.0
104,"man he was gaining,",7.14,3.4,0.0,0.0
105,he was just right on my heels ...,3.06,3.4,0.0,0.0
106,And when I got within sight of that cabin,14.29,8.16,0.0,11.11
107,"I started yelling “OPEN THE DOOR, OPEN THE DOOR!”",53.06,44.9,0.0,88.89
108,"Man I was whipping down there just as hard as I could go,",2.04,2.04,0.0,0.0
109,"and that old bear right on my tail,",8.16,22.45,20.0,11.11
110,"and they opened the door,",22.45,8.84,0.0,11.11
111,"and I got right to the cabin door,",4.08,8.16,0.0,0.0
112,"I made a quick turn to the left,",19.39,19.73,0.0,33.33
113,and that old bear went right on in.,42.86,71.43,70.0,88.89
114,"I just reached back,",1.02,1.36,0.0,0.0
115,"and pulled the door shut,",20.41,41.5,20.0,55.56
116,"and said “THERE HE IS FELLOWS,",33.67,18.37,30.0,33.33
117,"YOU SKIN HIM,",26.53,25.17,50.0,33.33
118,I'LL GO GET ANOTHER ONE!”,21.43,27.21,20.0,33.33
119,"Now all this happened thirty years ago,",30.61,33.33,70.0,44.44
120,and all my buddies agreed ... that I lived up to my commitment.,15.31,36.05,10.0,44.44
121,"But can you BELIEVE,",10.2,24.49,0.0,33.33
122,they haven't asked me to go hunting one time since that day.,62.24,66.67,90.0,77.78
