recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,mbits_rephrased_narrative
59d95cee8fd07a0001842480,Girl working in the book shop goes to a church and lights a candle. Her grandfather has been bed ridden for months. Her sister was looking after the grandfather while she was at work. After lighting the candle in the church she went back to the book shop. She had a feeling something was calling her to go home. She got home and her grandfather was out of bed for the first time in months. Her sister told her he suddenly had a burst of energy and got out of bed himself. She wondered if it was because she lit a candle. She started believing in faith. She had many years with him. He celebrated his 90th birthday.,614,11,24.25,65.49
5a66568a63394a0001558e4d,"Let me tell you a story from when I was twenty-two years old. My grandpa was very sick. I worked in a bookstore at the time. Suddenly, I heard a voice in my head that said ""light a candle for your grandpa at the church"". I was only a short distance from the church. A quarter mile. I had never been a religious man but my grandma had told me the power of faith. As I entered the church, I knelt and said ""God, I don't know how to pray. but please restore my grandpa to his strength and guide us in looking after him"". I returned to the bookshop after. Suddenly, I felt a strong urge to return home. I locked up the shop and went home. I was shocked to find my grandpa in the living room talking to my sister. He hadn't left his bed for months without assistance. He lived for many more years and celebrated his ninetieth birthday surrounded by his loved one. He died several years later but his spirit lives on in our hearts.",925,15,148.73,152.88
5ac68755fa3b4e0001737f38,"The narrator was working in a bookstore. Their sister was at home caring for their bedridden grandpa. Suddenly, a voice in their head said go and pray for your grandpa and he will get better. The narrator went to the church. They explained how skeptical they were about the power of prayer, but after some time they conceded and even though they said they did not know how to pray they pray for their grandpa's recovery. They then went home and their grandpa was no longer bedridden and it was the start of his recovery. Their grandpa died a few years later, but 20 years later the narrator still feels the power of prayer.",623,13,28.36,57.48
5ac9e0299534ba0001c76e80,"She was working in the library staking shelves when she heard a voice telling her to go to the church and say a prayer for her grandad. She did this and then went back to work. She then got an urge to go home, upon arrival her grandad was in the living room which he hadn't been able to do for years. She never really knew for sure if it was the prayer that did it. Her grandad passed away a few years after that but she has so many special memories of time spent with him.",473,11,20.37,42.59
5acb92e9e1099600016ad073,The narrator is in their 40s and recalled when they were 22 years old a day when they were working 5 miles away at a local bookstore. They heard a voice twice in their head (no one was there) telling them to go to church and pray/light a candle for their sick Grandpa. They hesitated as they weren't religious but remembered their Grandma said a sincere prayer could help. Eventually they went in the church and prayed/lit a candle. When they went home their Grandpa was feeling better and it marked a turning point in his recovery. He has now died but celebrated his ninetieth birthday and was around for many months after the incident. The event gave the narrator more faith.,677,17,44.04,68.96
5b9110223366db0001157e7d,"as a young man he had just started his first job and a voice inside his head urged him to go to the church and light a candle, he did and his grandpa recovered. This incident made him believe in faith and prayer.",212,10,5.21,17.65
5ba7aa44dd5915000137e42f,"Let me tell you a story from when I was 22 year old. I’d just finished college. I was working at a bookstore. My parents were away for the weekend, it was only my sister and I in town to look after my grandpa. He was poorly and couldn’t get out of bed. That was over 20 years ago and I can remember it to this day.",314,11,17.6,25.06
5c2bb03b9fb36d000198e2d7,A young man fresh out of college was working in a bookstore. His grandfather was bedridden at home with the young man's sister. The sister was taking care of the grandfather. The young man heard a voice telling him to go to the church nearby and light a candle for his grandfather and he would be healed. After some hesitation he went to the church and lit the candle and said a short prayer despite his hesitations. He went back to the bookstore and continued working. Shortly after he felt a strong urge to go home. He locked up the store and went home. His grandfather was sitting up in the living room after having been bedridden for months. In what seemed to be a miracle his grandfather lived on for years. This experience helped the young man appreciate more and value prayer and faith.,793,11,50.11,69.05
5c5ad828903c7700010a4635,"My story begins when I was 22 and just fresh out of college, I was working at a bookstore. One day I had an overwhelming urge to go to church and pray and light a candle for my grandpa. There was only 2 siblings myself and my sister who looked after my grandpa as he hadn't been able to do anything without assistance. My parents were out of town for the week. I went to church and prayed to give my grandpa strength. I returned to the bookstore but had another urge to return to grandpa's house, when I arrived grandpa was in the lounge talking to my sister she said that he had a sudden surge of energy and strength and got up and walked to the lounge, grandpa had been bedbound as he was unable to do anything without assistance. Grandpa lived a few more years until 90 that was 20 years ago but I will always remember that praying gives us strength and hope. Grandma says that prayers are useless if you don't believe, but strong if you do.",944,26,65.76,84.54
5c6c81cf1137e9000178795b,"When he was 22 years old, he worked in a book store which was five miles from his house. He lived with his sister and grandpa who was bedridden for many years. Whilst in the bookstore, he heard a voice telling him to pray and he remembered his grandma told him pray brings miracles so he went to church and asked God to help his grandpa even though he wasn't religious he was asking for a miracle. He was then told by his sister that his grandpa suddenly left the bed which he believed was a miracle. His grandpa celebrated his 90th birthday and passed away a few years later.",576,18,16.78,44.93
5c78452cac90ae000144bb23,"When a girl was 22, just finished college she worked in a bookshop. Her grandpa was ill at home and was looked after by her sister, she had one sibling- her sister. One day, she heard a voice in her head to pray for her grandpa. She was alone in the bookshop so she knew it was no one in the store. She then went to the church to pray and when she got back home her grandpa, who normally cannot walk, had energy to walk. This has given her faith in prayer and although her grandpa passed a couple years later it reminds her of how strong faith is.",547,16,21.14,37.84
5c93073250e4fb0001f7907b,"Let me tell you a story about a time when I was twenty two years old, fresh out of college. I got a job at a bookstore. My sister took care of my grandpa. It was just us two siblings. Our parents were away. I was shelving books and heard a voice tell me to go to the church and light a candle for my grandpa and he would feel better. I looked around the store and no one else was in there. I heard the voice again. I looked around again and still nobody was in the store. I continued shelving books. I am not particularly religious and have been told that a prayer will not mean anything if I don't believe. I decided to walk to the church I was about a quarter mile close to it and light a candle for grandpa. I was back at the bookstore when I had a strong feeling to go to the house. Not a voice this time, an overwhelming feeling. I locked the bookstore and went home to find my grandpa sitting in a chair in the living room with my sister. He had not been able to get out of bed for months. My sister told me he suddenly had a surge of energy and was able to get out of bed and walk to the chair. It was amazing to see. That was the day he gradually began to get better. He got more energy and lived a few more years. We got to cherish our time with him. You are never truly alone.",1286,23,113.23,162.23
5ced0ccddfb2720019962226,"The boy took a job in bookstore during his break from university and his sister was looking after their grandad as his parents were away for the weekend his grandad had been bedridden for some time while book stacking he heard a voice tell him to go light a candle and say a prayer for his grandad so he did even though he wasn't a church goer, when he got back to bookstore he felt a sudden urge to go home where he found his grandad sitting in the kitchen looking much better and some thing he hadn't done for some time he said he felt sudden surge of energy and strength maybe the prayer and lighting of the candle had worked his grandad got healthier and stronger and lived to ninety.",688,15,50.72,77.74
5cfaf97eadb3da00013c1eaa,"There was a boy who had a sister and a grandpa. His grandma had died. His grandpa was very weak. He could not care for himself. Therefore, he worked in the bookstore. His sister took care of the grandpa. One day while at the bookstore, he heard a voice twice. The voice told him to go to the church. He was to light a candle and pray for the grandpa. On his way, he hesitated. But still, he went ahead and prayed a simple prayer for his grandpa's healing. He was not a particularly religious person. His grandma always told him prayer should come from a sincere heart. These were the reasons for his resistance. However, back at the bookstore, while resuming his tasks, he felt a strong urge to go home. After obliging, he was surprised to find his grandpa sitting in a chair. His grandpa was chatting with his sister. This was not normal as he was unable to get up from bed. Grandpa explained that he felt a surge of energy a while ago. His sister was happy. The writer could not believe this had anything to do with his prayer. Grandpa, however, made continuous recovery. He lived a long time after that. He died at about ninety years in the midst of family and friends. This taught the writer about faith. There is another presence with us even though we seem to be alone. There's always someone looking out for us.",1318,27,86.1,98.13
5d10fa2bbfbf0a000133594b,"The following story happened when I was twenty-two. I was working in a book store shelving books, when and I heard a voice in my head that told me to go to a church and light a candle for my grandfather. I looked around but there was no one there. There was only myself and my sister, my sister had to care for my grandfather every day. My parents had gone out of town. I walked to the church and lit a candle. I drove across town, and entered my grandfather's home. He was sitting in a chair, when he hadn't been able to leave his bed for months. My sister told me that he had a sudden burst of energy. It was twenty years ago but that incident restored my faith.",664,14,56.17,61.65
5d3594902fd5a4001ae58fb9,"The narrator was 22 and worked in a bookstore. They heard a voice telling them to go to a church and light a candle so that their grandfather would recover. The narrator did, and prayed. His grandfather recovered but died a few years later.",240,10,16.21,35.47
5d39a607190d3e000100e72a,"""When I was 22 years just after college I went to work in bookstore."" ""On the weekend in question my parents were out of town and my sister was minding my grandpa who was bedridden."" ""Suddenly I heard a voice in my head telling me to go to the church to light a candle for grandpa and he would get better."" ""I looked around the store and there definitely wasn't anyone else in there with me."" ""I wasn't a overtly religious person nor would I call myself a saint."" ""I decided that I would go to the church, I entered, lit a candle, and said a prayer."" ""I then went back to the store."" ""I had this overwhelmingly feeling that I needed to go home and I closed up shop."" ""When I got home I saw that my grandpa sitting in the living room."" ""My sister informed me that he had got there himself, he hadn't been able to get out of bed unassisted in months."" ""Up to this point I hadn't believe too strongly in faith and miracles but this felt like one."" ""My grandpa gradually made a recovery and recovered his strength and independence."" ""He went on to sleep long more years and celebrated his 90th birthday surrounded by family."" ""Whenever I feel lost I think back to this vivid memory to brighten my day.""",1198,14,100.4,141.63
5d9f4d5f3cac2b0016c79242,"A 22 year old in college started her first job at a bookstore, she was one of two siblings, her other sibling was her sister. Their grandfather was sick and dying but one day while she shelving books at the bookstore she heard a voice inside her head telling her to light a candle outside the church to save her grandfather. She went and did it, her grandfather miraculously recovered and lived for a few more years afterwards living past 90. This happened to her a few years ago and she will never forget it.",509,11,11.48,33.9
5dcc6f91e5e18690a20e74d1,"A man recalls a time in his young life at 22 years old. He was just out of college and working in a bookstore in his small town. His parents were out of town and his sister was at home with their grandfather who was bedridden. While working on a particular day he heard a voice in his head telling him to go to church and light a candle for his grandfather. No one was with him in the shop as he looked around then he heard the voice again. He took a break from work and walked to the church. He wasn't a religious person but he remembered his grandmother saying that a prayer could work miracles but a prayer with no faith was useless. He prayed to God to help his grandfather get better. He then returned to work. A little later he felt a strong urge to go home, there was no voice this time just an urgent feeling to go home. He shut the shop and returned home. When he got there he found his grandfather in the living room chatting to his sister and this was the first time he had been able to leave his bed in a long time. It was the beginning of his grandfathers recovery. His grandfather lived to celebrate his 90th birthday and a few years more. The man writing the story gained a certain amount of faith from this episode in his life and always wondered if the prayer had indeed helped his grandfather get better.",1322,15,118.24,153.97
5de16fd00e58661bb3519db8,"Let me share a story. I was twenty-two years old, fresh out of college. I was staying in a small town about five miles from here. I had just started my first job at a local bookstore. It was a quiet afternoon, and I was alone in the store. My grandpa, who had been bedridden for almost a year, was at home with my sister. She had to care for him daily, as he couldn't move around on his own. There were only two of us siblings, my sister and me. My parents had gone out of town for the weekend. As I was shelving books, I suddenly heard a voice inside my head. It said, ""If you go to the old church down the street and light a candle for your grandpa, he will get better."" I looked around the bookstore, but no one was there. I continued with my work, trying to ignore the voice. It spoke to me again, repeating the same message. I looked around once more, but still found no one. I decided to take a break and walk to the church. I was only a short distance away, maybe a quarter-mile. As I approached the church, I hesitated for a moment. I was not a religious person. I remembered my grandma always saying that prayers from a sincere heart could bring miracles. On the other hand, she also said that prayers without faith were useless. I admitted to myself that I was far from being a saint. I had my share of mistakes and misdeeds. I thought about my grandpa and how much he meant to our family. Finally, I went inside the church and found a candle. I knelt down in front of the altar. I said, ""God, I don't know how to pray properly. But I am asking you with all my heart to heal my grandpa. Please help him regain his strength and guide us in taking care of him."" After saying a prayer, I returned to the bookstore. I resumed my work, shelving books. Suddenly, I felt a strong urge to go home. It was as if something was pulling me towards the house. I didn't hear any voice this time. It was just an overwhelming feeling that I needed to go home. I locked up the store and rushed home. To my surprise, I found my grandpa sitting in the living room, talking to my sister. He hadn't been able to leave his bed for months without assistance. My sister told me that he had suddenly felt a surge of energy and was able to stand up and walk. That day started the beginning of his recovery. He gradually regained his strength and independence. It was a turning point in our lives. We became more grateful for the time we had together. I often thought back to that day in the church. I wondered if my prayer had anything to do with my grandpa's recovery. I couldn't be sure, but it definitely changed my perspective on faith and the power of prayer. My grandpa lived for many more years after that incident. He celebrated his ninetieth birthday surrounded by family and friends. We cherished every moment we had with him. That experience happened almost twenty years ago. It remains a vivid memory in my mind. My grandpa passed away a few years later, but his spirit lives on in our hearts. Sometimes, when I'm feeling lost or uncertain, I think back to that day. I remember the power of faith and the miracles it can bring. And I am reminded that we are never truly alone, even when it seems like we are.",3204,53,906.46,813.63
5e0d531982a9554d3862a670,"The story teller is telling a story from 20 years ago when he was 22, fresh out of college working in a bookstore. He has one sister who was at home looking after his grandad who was sick as their parents were away. He was working alone stacking shelves and heard a voice telling him that if he went to the church and prayed his grandad would get better. He tried to ignore it but kept thinking about it so he took a break, locked the store and went to a close by church a quarter-mile away. He was not a particularly religious person but remembered his grandma saying that prayers from a sincere heart caused miracles so he went in, He said he had forgotten how to pray but prayed for his grandad to get better and went back to work. After some time he felt a pull to go home, he didn't hear any voices just an overwhelming pull to the house. He got home and found his grandad in the living room, he hadn't got up and walked in a long time. His sister said the grandad had had a sudden burst of energy. That was a turning point in their lives and the grandad lived into his 90s. They still think about that day and the story teller has changed his perspective on faith and miracles.",1183,34,145.54,159.88
5e1f321074dfbe028c2fbb18,"When the narrator was 22 (fresh out of college), they were working in a bookstore. They lived with their sister (their only other sibling) and grandpa, who was unwell and needed constant care. One day while shelving books, the narrator heard a voice tell them that if they went over to the old church and prayed, their grandpa would get better. Though they looked around the store, the narrator couldn't see anyone. The voice repeated itself. The narrator decided to take a break and head over to the church which was only a quarter of a mile away. At the church, the narrator thought about advice their grandma had given them, that prayers from a sincere heart could come true, but prayers without faith were useless. The narrator had doubts as they were not particularly religious and had done their fair share of misdeeds. However they decided to go in to the church and knelt down to pray for their grandpa to get better. After praying, the narrator returned to work. Back at the bookstore, they got a strong feeling pulling them to go home. They left early and were astonished to see their grandpa sitting talking to their sister in the living room, despite the fact that their grandpa had been bedbound for several months. Their grandpa lived for several more years and even got to celebrate his 90th birthday surrounded by loved ones, who were all more grateful for the time they had together having been through such a lifechanging experience. The narrator was reflecting on this story 20 years later and how it had been such a turning point for them.",1559,32,141.51,169.44
5e349c07e2790c468d9775aa,One day I was a young boy and my sister was caring for my grandpa who was bedridden. I was working at a bookstore. There was only two siblings me and my sister. One day when I was shelving books a voice said to me to light a candle at the church for my grandpa and he would regain his strength. Although I wasn’t a strong believer and my grandma said prayer without belief was pointless I went and lit a candle. I said despite my misdeeds I was looking for help and strength for my grandpa to help him. I then returned to the bookstore to shelve books. I then felt a strong pull to return home. No voice just an overwhelming urge. When I returned home grandpa was sitting in the chair which he hadn’t done for some time as he didn’t leave his bed. My sister he had come over with a surge of energy. For many years we enjoyed our time together as a family after that. This was almost twenty years ago. It has reminded me to keep faith. My grandpa died a few years later but we cherished every moment because of this.,1015,25,112.2,125.29
5e377e7147f5527223aee301,"Story teller was 22 when he started working at a bookstore. His grandpa had been bedridden for a while and was home with his sister and she was taking care of him since he couldn't move alone. One day when his parents were gone for a weekend, he was at work and heard a voice in his head continuously telling him that he should go to the church and light a candle for his grandpa to get better. He thought it was a prank and looked around but didn't see anyone else there, but the voice kept repeating. He left work to go to the church and tried it. He remembered his grandma saying ""prayers from the heart can bring miracles"". He lit a candle and said a prayer that admitted he doesn't do it often but he would like his grandpa to get better. He went back to work and continued his job, but had a sudden urge to go home. The storyteller went home to follow the urge and when he got home his grandpa was sitting upright on the couch. He was astonished as his grandpa had never been able to do so for around a year. He thinks back to the day in the church and if it played a role in his grandpa's recovery. His grandpa had to be around 70 at the time as they spent another 20 years together from that moment. Ever since that moment, the storyteller has believed in faith.",1270,29,86.94,108.4
5e39f4be81b2ac0a49f999e6,I started my first job in a bookstore. My grandad was bedridden for a year. My sister looked after him. At work one day I heard a voice talking about the church. I was going to be a saint. I went to the church. I prayed for my grandad to be healed. I went home. I saw my grandad. My sister said he found some energy. He started to walk.,336,11,22.18,31.27
5e42e8ce900ca402ea108764,The persons grandad was ill so they were going to the church to light a candle as someone said that would help. They prayed to god.,131,5,-5.29,7.23
5e4464d23e28c82e888fa598,"I was 22 just out of college and I started working with my grandad at our bookstore, he quickly became very ill and bedridden one day when working I heard a voice whisper and say that if I went to the local church and lit a candle my grandad would be fine, although no one was around when I looked. I remembered my grandma saying that prayers made with good hearts could create miracles, I was no saint but what harm could it do. So I went to the church with a candle, praying that he was alright. I got the feeling to suddenly go home, Grandad was out of bed looking much better. He ended up living many years more and celebrating his 90th birthday, the whole experience was 20 years ago but gave me a much different perspective on religion and prayer.",753,21,69.97,86.3
5e550b1494d9e6505ac3e26d,"The story is about a 22 year old girl who works at the bookstore. Her and her sister look after her ill grandpa who cannot move without assistance. One day when the girl was shelving books in the store she heard a voice in her head telling her to light a candle in the church and it would heal her grandpa. She went to the church, although she was apprehensive because she is not particularly religious. She lit the candle and then had the sense to go home. When she went home her grandpa was up and well. This happened 20 years ago. Her grandpa lived to be ninety surrounded by his family. The story encourages a sense of faith.",629,18,43.54,69.53
5e8e5058e690d70ebefeb033,"Man lives with his grandpa and his sister, his grandpa is bed ridden and is recovering from illness. His parents are out for the weekend. He works at a library 20 miles away from the town, whilst working he was urged by a voice in his head to go the local church and light a candle, he kept putting back the thought but it kept repeating over and over till he decided to go to the local church. Once at the local church he said that his grandma used to have a strong faith and that she would say prayers work but only for those with faith. He prayed to god for his grandpa to recover. He felt a strong urge to go home and check on his grandpa, so he immediately went home and found his grandpa sitting in the living room talking to his sister. He had managed to get up on his own and that became the start of his grandpas long recovery. The grandpa lived to celebrate his 90th birthday surrounded by all the family, until he passed away a few years later and the memories with the grandpa are cherished by him. He is now a man with stronger faith and believes in the power of faith and miracles, and tells us that we are never alone.",1133,23,63.7,94.65
5e9883baf93c610a951f26e7,"I am 22 years old and I was walking to the bookstore, where I work. At home, I have a grandpa and a sister. My grandpa is bedbound and is not in a good state. My sister looks after him. While shelving, I heard a noise in my head ""Come to the church and pray for your grandpa and he will get better"". I looked around and nobody was there. I closed the bookstore and walked to the church which was a quarter of a mile away. On the way I remembered my grandma's words. I am not particularly religious but she said that prayers with a sincere heart come true. On the other hand, she said prayers without faith were useless. In the church I prayed for my grandpa to get better. I left and went back to shelving at the bookstore. I then felt the sudden urge to leave and go home so I locked up and went home. When I arrived, I found my grandpa sitting in the chair in the living room talking to my sister, which was a surprise because he was bedbound for the last few years. My sister said he felt a sudden urge of energy and managed to get out of bed. That marked the first day of his recovery. He lived until his 90th birthday in good health. That was 20 years ago and he died several years later. Sometimes now when I think about it I am reminded that we are not alone even when it may appear we are.",1297,39,126.9,157.82
5ea00067d330db1ac58c6163,"Twenty years ago I left college and went to work in a book store. I had a vision that I should go to church and light a candle to pray for my grandpa. I went to church, lit a candle and prayed. My sister told me to come home. When I got there my grandpa was out of bed. It changed my attitude to prayer. My grandpa lived for several more years.",344,15,20.11,31.64
5ea5da26b447b8458c6270e6,"Twenty-two years old, fresh out of college. Started a new job at a bookstore. Sister was looking after grandpa. I heard a voice which said to go the the church and light a candle and pray for him. I then heard it again. I went at lunch, it was only a short walk, about quarter of a mile. I went inside the church and lit a candle. I prayed to God, please help my grandpa, I am asking with all my heart please help him get better. I returned to work. I got an overwhelming feeling to go home. It wasn't a voice this time. Just an overwhelming feeling urging me to go. I locked up the store and went home. To my surprise, there was my grandpa in the living room, sitting on a chair talking to my sister. He hadn't been out of bed for months. From that day my grandpa continued his recovery. He lived many more years. We cherished that time we had together. I often think back to that day and think did God really hear me and help. It definitely changed my perspective on faith and god. My grandpa celebrated his 90th birthday surrounded by friends and family. He lived a few more years after that. I often think back about him and that time we had together. I often think about that day in church.",1195,24,108.67,145.15
5edfeb15743509317e9ec17c,"A boy was at home looking after his very ill grandpa. He heard a voice say if he went to the church and light a candle, his grandpa would get better. He ignored it. He then heard it again. He decided to go and light a candle. When he got home, his grandpa was much better. He lived for 20 more years.",300,13,11.02,20.5
5f305d059a58b14b23eeccb8,A 22yr old girl fresh out of college worked in her family's bookstore. She had 1 sister & a grandpa who was bedridden for months. Her parents were out of town for the weekend. Her sister was the only one home with grandpa while the girl worked at the bookstore. Suddenly she heard a voice in her head while shelving books. That she must go to the church down the road & light a candle and say a prayer for her grandpa to get well. She ended up closing the store. She went to the church & did just that. After returning to the bookstore she felt an urge to go home. She found her grandpa full of energy & well. Her sister told her that her grandpa suddenly got up & felt better. He got better since that day & lived to an old age. When times are tough even though its been over 20yrs ago now the girl still thinks of that moment.,828,13,56.66,75.52
5f3dbd5e99a9be1da93d9039,Guy was 22 years old working in a bookstore and himself and sister were minding their bedridden grandpa while their parents were away for the weekend. A voice told him to pray at the church and his grandpa would get better which he did. While back at the bookstore he got an urge to go home and found his grandpa sitting up for the first time in years. After this he kept recovering and had a 90th birthday party years later. He passed a few years after that and the guy always thought about whether the power of prayer truly helped his grandpa.,545,14,62.37,88.65
5f4cc45ee974b18dbf4a503d,"A twenty two year old person had just finished college and was working in a book store. He had a sickly grandfather and a sister that looked after him. Whilst packing the shelves he heard a voice in his head that said he should go to the church and light a candle for his grandfather. He looked around the book store and didn't see anyone then heard the voice say the same thing again. He decided to go down to the church, even though he isn't religious, and light a candle and say a little prayer. Later he got home and his grandfather was feeling a little better. He lived for 20 more years and now the person seems more religious and takes comfort in his memories of his grandfather.",686,19,23.22,51.24
5f4e826dade9a507a7c6c2d3,"In my twenties, I worked in a bookstore. My grandpa was really sick at this moment, he couldn't get out of bed without help. My sister and I took care of him. One day, while I was working, I heard a voice in my head saying that ""I need to go to the old church and light a candle for my grandpa"". I ignored it, but then I heard this voice again, saying the exact same thing. I felt like i had to go to this church. I closed the bookstore and went to the church. I wasn't sure if I should do this, because I wasn't a believing person, but I did this anyway. After that, I went back to work. Then I felt this strong urge to go home, as if something was pulling me there. I closed the store and went to home. When I came in, I saw my grandpa sitting in the living room with my sister. She told me that he suddenly got so much energy, that he could stand up by himself. He lived a long time after this event. I still come back in my memories to this day, thinking if my prayers had something to do with ""healing"" my grandpa. This changed my thinking about faith and prayers.",1069,28,61.45,76.18
5f5bdef433291039ca812397,"When I was 22, fresh out of college, I worked in a bookstore. I have 1 sister who looks after my grandad who is bed bound and parents are away. One day, when filling shelves, I heard a voice say,"" Go to the church and light a candle'. I looked around, no one there, I ignored it but heard the voice again a few times. The shop wasn't busy so I walked towards the church and about a ¼ of a mile away I remembered my Grandma used to say that you had to have faith for a prayer to work, also that a prayer, without belief was no good. I went to the church, lit a candle and told God I wasn't sure how to pray but could my grandad possibly get better and be part of the family again. On returning to the bookshop a voice told me to go home and when I did, grandad was sitting on a chair. He had reached the chair with help as he had felt a surge of energy. He continued to improve and lived for a few years till his nineties.",921,32,83.6,113.33
5f7760d025023628ce3f4d05,"A man 22 years old, fresh out of college is looking after his ill grandpa with his sister at their family home while his parents are out of town. He has a job at a bookstore and whilst working, hears an imaginary voice telling him to go to the church and light a candle. He does it, despite not really believing it, but thinking about what his grandma used to say, he goes anyway. Once back to the bookstore after lighting the candle he gets a strong urge to go home. When he gets home his grandpa is sitting in the lounge despite not being able to get out of bed for months. His grandpa lived a few more years after that. The writer is recalling the story from 20 years ago.",675,12,53.78,78.94
