recall_id,recall_text,len_original,recall rate,rephrased_text,len_rephrased,rate
5c6c81cf1137e9000178795b,"When he was 22 years old, he worked in a book store which was five miles from his house. He lived with his sister and grandpa who was bedridden for many years. Whilst in the bookstore, he heard a voice telling him to pray and he remembered his grandma told him pray brings miracles so he went to church and asked God to help his grandpa even though he wasn't religious he was asking for a miracle. He was then told by his sister that his grandpa suddenly left the bed which he believed was a miracle. His grandpa celebrated his 90th birthday and passed away a few years later.",576,0.03,"At the age of 22, he was employed at a bookstore located five miles away from his residence. His living arrangements included his sister along with their grandfather who had been confined to his bed for numerous years. While spending time in the bookstore, a voice urged him to engage in prayer reminding him of his grandmother's words that prayer could work wonders prompting him to visit a church where he implored the Divine for assistance for his grandfather despite not being a devout person he sought a divine intervention. Later, his sister informed him that their grandfather had unexpectedly risen from his bed an event he attributed to divine intervention. The grandfather went on to celebrate his ninetieth birthday and departed this life some years thereafter.",772,0.03227725878329531
5ba7aa44dd5915000137e42f,"Let me tell you a story from when I was 22 year old. I’d just finished college. I was working at a bookstore. My parents were away for the weekend, it was only my sister and I in town to look after my grandpa. He was poorly and couldn’t get out of bed. That was over 20 years ago and I can remember it to this day.",314,0.06,"Allow me to share a tale from the time I was a 22-year-old. I had just completed my university studies. I secured employment at a local bookshop. My folks had gone for the weekend, leaving just my sister and me in the city to care for our grandfather. His health was failing and he was unable to leave his bed. That occurred more than two decades ago yet it remains vivid in my memory.",385,0.06341282944411426
5ea00067d330db1ac58c6163,"Twenty years ago I left college and went to work in a book store. I had a vision that I should go to church and light a candle to pray for my grandpa. I went to church, lit a candle and prayed. My sister told me to come home. When I got there my grandpa was out of bed. It changed my attitude to prayer. My grandpa lived for several more years.",344,0.06,"Two decades prior, I departed from university and secured employment at a bookstore. I was struck by a notion that I was meant to attend a service and ignite a candle as a devotional act for my grandfather. I proceeded to the place of worship, set a candle aflame and offered my prayers. My sibling urged me to return home. Upon my arrival my grandfather had risen from his bed. This experience altered my perspective on prayer. My grandfather continued to live for a number of additional years.",495,0.03498307311822627
5ac9e0299534ba0001c76e80,"She was working in the library staking shelves when she heard a voice telling her to go to the church and say a prayer for her grandad. She did this and then went back to work. She then got an urge to go home, upon arrival her grandad was in the living room which he hadn't been able to do for years. She never really knew for sure if it was the prayer that did it. Her grandad passed away a few years after that but she has so many special memories of time spent with him.",473,0.04,"She occupied herself with arranging books in the library when a voice instructed her to visit the church to offer a prayer for her grandfather. She complied with the request and subsequently returned to her duties. A sudden impulse then prompted her to head home, where she found her grandfather in the lounge a feat he hadn't accomplished in many years. She could never ascertain whether it was the prayer that caused it. Her grandfather died a couple of years later yet she cherishes numerous precious moments shared with him.",528,0.016410898165840928
5c78452cac90ae000144bb23,"When a girl was 22, just finished college she worked in a bookshop. Her grandpa was ill at home and was looked after by her sister, she had one sibling- her sister. One day, she heard a voice in her head to pray for her grandpa. She was alone in the bookshop so she knew it was no one in the store. She then went to the church to pray and when she got back home her grandpa, who normally cannot walk, had energy to walk. This has given her faith in prayer and although her grandpa passed a couple years later it reminds her of how strong faith is.",547,0.04,"At the age of 22, having just completed her university studies, she was employed at a bookstore. Her grandfather was sick at home, cared for by her sibling, of whom she had only one: a sister. On a certain day, an inner voice urged her to offer prayers for her grandfather. Being solitary in the bookstore, she was certain the voice wasn't from someone inside the shop. She proceeded to the church to offer her prayers, and upon her return to the house, her grandfather, typically unable to walk, was energized and walking. This event reinforced her belief in the power of prayer, and even though her grandfather died a few years afterward, it serves as a reminder of the potency of faith.",689,0.03711844362989257
61376e55710e09d0b8f4dcb3,"Man worked in a bookstore, he was 22 with 1 sister he heard a voice asking him to light a candle for his ill Grandpa which he did Miraculously his Grandpa healed and made a full recovery Sometimes you need faith",211,0.1,"The individual was employed at a bookshop, at the age of 22 and had one sibling when he perceived a voice instructing him to ignite a candle for his ailing grandfather an action he carried out Astonishingly, his grandfather recuperated achieving complete convalescence Occasionally, belief is essential",302,0.06104965264720522
5e39f4be81b2ac0a49f999e6,I started my first job in a bookstore. My grandad was bedridden for a year. My sister looked after him. At work one day I heard a voice talking about the church. I was going to be a saint. I went to the church. I prayed for my grandad to be healed. I went home. I saw my grandad. My sister said he found some energy. He started to walk.,336,0.07,"I began my initial employment at a bookshop. My grandfather had been confined to his bed for twelve months. My sibling took care of him. One day at the job, I overheard someone speaking about the church. It was said that I would become a saint. I made my way to the church. I offered prayers for my grandad's recovery. Afterwards, I returned home. Upon arriving, I encountered my grandad. My sister mentioned he had regained some vitality. He began walking again.",463,0.06515275908232616
647ba080cdf4db4ed1a2e695,"Let me tell you a story. I was in college and was working in a bookstore. My grandfather was sick and I have a sister. While shelving book, I heard a voice telling me that if I want my grandfather to get well, then I have to go to church and pray. I was not religious, but I went anyway and prayed. I went back to the bookstore and had a feeling to go home. When I went home I saw my grandfather sitting on the couch. He had never left his bed before, so this surprised me. He lived on for many more years to come. I do not know if my prayer had anything to do with it. When I feel alone, I remind myself that prayer can work.",626,0.04,"Allow me to share a tale with you. During my university years, I was employed at a bookstore. My grandfather was unwell and I also have a sister. As I was arranging books, a voice whispered to me that to aid my grandfather's recovery, I must attend church and offer prayers. Despite not being a person of faith, I decided to go and offer my prayers. After returning to the bookstore, I was overcome with the urge to return home. Upon arriving home, I was greeted by the sight of my grandfather lounging on the sofa. It was astonishing to see him up since he had always been confined to his bed. He continued to live for many additional years thereafter. Whether my prayer played a role in this, I cannot be certain. Whenever I experience feelings of solitude, I console myself with the thought that prayer might indeed be effective.",832,0.030452914627507193
5f4cc45ee974b18dbf4a503d,"A twenty two year old person had just finished college and was working in a book store. He had a sickly grandfather and a sister that looked after him. Whilst packing the shelves he heard a voice in his head that said he should go to the church and light a candle for his grandfather. He looked around the book store and didn't see anyone then heard the voice say the same thing again. He decided to go down to the church, even though he isn't religious, and light a candle and say a little prayer. Later he got home and his grandfather was feeling a little better. He lived for 20 more years and now the person seems more religious and takes comfort in his memories of his grandfather.",686,0.03,"A 22-year-old individual had recently graduated from university and was employed at a bookstore. His grandfather was in poor health with his sister taking care of him. While stocking the shelves, he perceived a voice inside his mind urging him to visit the church to light a candle in honor of his grandfather. He glanced around the bookstore but saw no one when the voice repeated the instruction once more. He made up his mind to head to the church, despite not being a follower of any religion, to ignite a candle and offer a brief prayer. Upon returning home later he found his grandfather's health had slightly improved. His grandfather survived another two decades and the individual now appears to be more spiritual finding solace in the recollections of his grandfather.",778,0.018586894924505142
6417413921c539fd7d59e6e6,22 year old girl worked in a bookstore. Her grandpa was unwell and she had voice that told her to go to church and light a candle and pray for him to make him better. She returned back to the bookstore and later had the feeling to go home. She went home and found her grandpa sitting up and recovering. Her prays had been answered and he continue to get better. He lived for another 20 years.,392,0.06,A 22-year-old woman was employed at a bookshop. Her grandfather was ill and she heard an inner voice urging her to attend church to ignite a candle and to offer prayers for his health hoping for his recovery. She went back to her job at the bookstore and later felt compelled to return home. Upon arriving at her house she discovered her grandfather alert and sitting up showing signs of improvement. Her prayers had received a response and he steadily progressed in health. He survived an additional two decades.,513,0.02304044104549706
5f95f7f71193824c90e0b5ef,A 22 year old working in a bookshop heard a voice telling him to light a candle at the church for his sick grandpa. After he had lit the candle he went home and found his grandpa who had been unable to get out of bed sitting out in a chair with renewed energy. His grandpa made a full recovery and lived for many years.,319,0.08,A 22-year-old employed at a bookstore perceived a voice instructing him to ignite a candle in the church for his ailing grandfather. Once the candle was lit he returned home and discovered his grandfather who had been bedridden seated comfortably in a chair exhibiting a surge of vitality. His grandfather eventually healed completely and continued to live for numerous years.,376,0.06129434214502925
59d95cee8fd07a0001842480,Girl working in the book shop goes to a church and lights a candle. Her grandfather has been bed ridden for months. Her sister was looking after the grandfather while she was at work. After lighting the candle in the church she went back to the book shop. She had a feeling something was calling her to go home. She got home and her grandfather was out of bed for the first time in months. Her sister told her he suddenly had a burst of energy and got out of bed himself. She wondered if it was because she lit a candle. She started believing in faith. She had many years with him. He celebrated his 90th birthday.,614,0.04,"The young woman from the bookstore visited a church to kindle a candle. Her elderly grandfather had been confined to his bed for several months. While she manned the store, her sibling took care of their grandfather. Having ignited the candle at the church, she returned to her position at the bookstore. An intuition urged her to return to her residence. Upon arriving home, she discovered her grandfather had risen from his bed for the first time in many weeks. Her sister explained that he had experienced a sudden surge of vitality and stood up on his own. She pondered if her act of lighting the candle had any influence. This event led her to start putting her trust in the power of faith. She was granted additional years to spend with him. He reached the milestone of his 90th year in celebration.",805,0.04185968146601614
6032903277ccb729ab92972d,"It was a story about a man who after college went to work in a bookstore. He lived with his sister, grandfather and parents. One weekend when his parents were away, he was working his regular shift at the bookstore when he heard a voice tell him to light a candle and it would heal his sickely grandfather who was bedridden. After his shift he left the bookstore and went to the church where he lit a candle and prayed. Shortly after he got a phone call from his sister that their grandfather had gotten out of bed and was energetic. Over the months the grandfather got better and lived to be over 90 years old before he passed away. The man often wonders if his prayer was the cause that healed his grandfather of sickness.",724,0.04,"The tale revolved around a gentleman who pursued a career in a bookstore after finishing university. He resided with his sister, grandfather, and parents. On a weekend while his parents were out of town, he was fulfilling his usual duties at the bookstore when a mysterious voice instructed him to ignite a candle claiming it would cure his ailing grandfather confined to his bed. He departed from the bookstore following his work and proceeded to the chapel where he kindled a candle and offered a prayer. Not long after, he received a call from his sister informing him that their grandfather had risen from bed and appeared full of vitality. In the following months, the grandfather's health improved and he reached an age beyond 90 before his demise. The man frequently ponders whether his supplication was the reason that restored his grandfather from illness.",865,0.024064950844071654
60c7928e14e0a43a43369a5b,"when this in college working in a bookstore, he felt a presence urging him to go to the nearby church to light a candle for his bed ridden grandpa that was home with his sister. when he went back to the store after lighting the candle that presence urged to go home where he found his grandpa sitting in the living room with his sister he had gotten out of bed after being bed ridden for a while. he died a few years later.",423,0.06,"while attending college and employed at a bookstore, he sensed an impulse compelling him to visit the adjacent church to kindle a candle in honor of his bed-bound grandfather who was at their residence under his sister's care. upon his return to the bookstore post candle-lighting, that same impulse insisted he return home where he discovered his grandfather seated in the living room alongside his sister having risen from bed after a prolonged period of confinement. his grandfather passed away several years thereafter.",523,0.05138410252037472
5ac68755fa3b4e0001737f38,"The narrator was working in a bookstore. Their sister was at home caring for their bedridden grandpa. Suddenly, a voice in their head said go and pray for your grandpa and he will get better. The narrator went to the church. They explained how skeptical they were about the power of prayer, but after some time they conceded and even though they said they did not know how to pray they pray for their grandpa's recovery. They then went home and their grandpa was no longer bedridden and it was the start of his recovery. Their grandpa died a few years later, but 20 years later the narrator still feels the power of prayer.",623,0.05,"The storyteller was employed at a bookshop. Their sibling stayed at the residence tending to their immobilized grandfather. Out of the blue, an inner voice instructed them to pray for their grandfather's health and he would recover. The storyteller proceeded to the chapel. They disclosed their doubts regarding the efficacy of prayer, yet eventually they acknowledged its potential despite admitting their unfamiliarity with the act of praying they offered prayers for their grandfather's healing. Subsequently, they returned to their abode and discovered their grandfather was up and about marking the commencement of his convalescence. A few years on, their grandfather passed away, however, two decades later, the storyteller remains convinced of the enduring impact of prayer.",781,0.026307909962382813
5772b5b39137f30001ebbbb7,"Let me tell you a story about when I was twenty two, fresh out of college. I was working in a bookstore and living with my sister then. My sister was taking care of my grandpa, who was bedridden. One day as I was working I heard a voice in my head telling me to go to the church yard. I am not a particularly religious person. I heard the voice again and went looking for the church. I found the church and I prayed. After that I went home. My sister was there and she told me my grandfather had experienced a sudden surge of energy. That marked the beginning of his recovery. After that he steadily got better and made a full recovery. That was twenty years ago and he went on to live a full life till he passed at the age of ninety. That was the beginning of my faith. Sometimes when things get tough I still look back on that moment and remember the power of faith and prayer.",879,0.03,"Allow me to share a tale from when I was twenty-two, just having graduated from university. At that time, I was employed at a bookstore and resided with my sister. She was responsible for looking after our grandfather, who was confined to his bed. On a certain day while I was at work a voice inside my head urged me to visit the graveyard at the church. I'm not someone who is deeply religious by nature. The voice spoke to me once more and I set out in search of the church. I located the church and there, I offered my prayers. Subsequently, I returned to my home. My sister was present and she informed me that our grandfather had felt a burst of vitality. This event signaled the start of his recuperation. From then on, he progressively improved and eventually made a complete recovery. That incident occurred two decades ago and he continued to lead a fulfilling life until his passing at ninety. That moment was the genesis of my spiritual belief. In times of hardship I often reflect on that incident and recall the strength of belief and the power of prayer.",1068,0.04123395214136543
5756decbba27eb0006d5201e,"It was a 22 year old fresh out of college who worked at a bookstore and lived with his sister and grandfather. His grandpa was unable to care for himself and was looked after his granddaughter. While working at the bookstore, our lead heard a voice that told him to go to church and light a candle. Having heard the voice, he decided to go there on his break. While at the church, he pondered and hesitated weighing up the push and pull of his decision; him not being religious but also how his mom stated you if you don't believe in faith, it won't work. Our character tried it and prayed; and miraculously, his grandpa could talk for the first time in years. It was the start of his recovery and led to many more years of his life before he passed. The 22 year old then had believed in faith more that day.",808,0.04,"A 22-year-old recent college graduate was employed at a local bookshop sharing a home with his sister and their grandfather. His grandfather was dependent on others for care and received assistance from his granddaughter. During his time at the bookshop, the young man heard a mysterious voice instructing him to visit a church and to light a candle there. Upon hearing the voice, he chose to make the trip during his break. Once inside the church, he reflected with uncertainty contemplating the internal conflict of his choice; considering he was not a follower of any religion yet recalling his mother's words about the necessity of faith for it to work. The protagonist gave it a try and offered a prayer; astonishingly, his grandfather spoke for the first time after many years. This event marked the beginning of his recuperation and preceded several more years of life before his demise. That day, the young man's belief in faith was significantly strengthened.",968,0.01723252640667458
60858088111c462ba649ead5,"A 22 year old woman lives 5 miles away from town. Her grandpa had been bedridden for awhile. She works in a bookstore when one day she heard someone say 'go to the old church and pray', She doesn't believe in religion or faith. She lives with her sister and grandpa and her parents were away for the weekend. Her mother said, if 'you truly believe in something it could become true'. That day she went to the old church and prayed, She then had a sudden urge to go home and saw her sister speaking to her grandpa and he was better. Over the years his strength got better and recovered. It's been twenty years. She never believed in faith or religion but now she has a feeling that we are not really alone and if we ask for something we can possibly have it. A couple years later her grandpa passed away.",803,0.04,"A young woman, aged 22, resides a mere 5 miles from the outskirts of town. Her grandfather had been confined to his bed for some time. Employed at a local bookstore, she unexpectedly overheard someone whisper, 'visit the ancient church and offer a prayer', She holds no conviction in spiritual beliefs or religious practices. Her living arrangement includes her sister and grandfather, while her parents were gone for the weekend. Her mother once remarked, 'if you hold a true belief in something, it might just come to pass'. Compelled by some force, she found herself at the aged church that day, offering prayers, Following an impulsive need to return home, she arrived to find her sister conversing with their grandfather, who had miraculously improved. As time progressed, his vitality continued to improve and he eventually made a full recovery. Two decades have since passed. Despite her initial skepticism towards faith and religion, she now harbors a sense that we are never truly solitary, and that our desires might be fulfilled if we simply ask. Several years on, her beloved grandfather passed on.",1110,0.04271577893551981
5e550b1494d9e6505ac3e26d,"The story is about a 22 year old girl who works at the bookstore. Her and her sister look after her ill grandpa who cannot move without assistance. One day when the girl was shelving books in the store she heard a voice in her head telling her to light a candle in the church and it would heal her grandpa. She went to the church, although she was apprehensive because she is not particularly religious. She lit the candle and then had the sense to go home. When she went home her grandpa was up and well. This happened 20 years ago. Her grandpa lived to be ninety surrounded by his family. The story encourages a sense of faith.",629,0.07,"This narrative centers on a young woman of 22 years who is employed at a local bookshop. She and her sibling take care of their ailing grandfather who requires help to move around. On a particular day, as she was arranging books in the shop a mysterious voice echoed in her mind urging her to ignite a candle at the church promising it would restore her grandfather's health. Compelled, she made her way to the church, despite feeling uncertain given her lack of strong religious convictions. She proceeded to light the candle and felt an impulse to return home. Upon her arrival, she found her grandfather healthy and on his feet. This event took place two decades ago. Her grandfather went on to live until the age of ninety cherished by his loved ones. The tale promotes the importance of belief.",799,0.05117886966430663
6019af2fccedd613b582048e,"22yr old fresh out of college gets first job in a bookstore in a small town. she has a sister at home looking after the bed ridden grandpa and the parents are out of town. hears voices in her head and goes to church to light a candle for grandpa then goes back to work, then goes home to find grandpa up and about. he lives to 90 and she thinks its because she prayed.",368,0.12,"A 22-year-old just graduated from university lands her initial employment at a bookshop situated in a quaint village. She has a sibling who stays at the house caring for their bed-bound grandfather while their parents are away. She experiences auditory hallucinations and decides to visit the local church to dedicate a candle to her grandfather before returning to her job duties, and afterward heads back to her residence only to discover her grandfather walking around. He reaches the age of 90 and she attributes his longevity to her prayers.",546,0.052248089827489
5acb92e9e1099600016ad073,The narrator is in their 40s and recalled when they were 22 years old a day when they were working 5 miles away at a local bookstore. They heard a voice twice in their head (no one was there) telling them to go to church and pray/light a candle for their sick Grandpa. They hesitated as they weren't religious but remembered their Grandma said a sincere prayer could help. Eventually they went in the church and prayed/lit a candle. When they went home their Grandpa was feeling better and it marked a turning point in his recovery. He has now died but celebrated his ninetieth birthday and was around for many months after the incident. The event gave the narrator more faith.,677,0.07,"The storyteller is in their forties reminiscing about being 22 on a day they spent working at a nearby bookstore, five miles away. Twice, a voice echoed in their mind (with no one present) urging them to attend a church service to offer a prayer or light a candle for their ailing Grandfather. They were hesitant since they didn't follow a religion but recalled their Grandmother's words that a heartfelt prayer might aid. In the end, they entered the church and offered a prayer or lit a candle. Upon returning home, they found their Grandfather's health had improved which became a significant moment in his path to recovery. He has since passed away yet he celebrated his 90th birthday and lived for several months following the event. This occurrence strengthened the narrator's belief.",790,0.04516820820383419
64528c575f51539110be524a,"Let me share a story when I was twenty years old. I finished my school and started a job. We are two siblings and a grandpa. Our grandpa was bedridden, He could not move on his own. One day, I felt someone saying to me go down to the church and pray. I had ignored that many times But one day I felt an urge to go there. I was not a religious person. I went to the church, Knelt down, And say a prayer to God to recover my grandpa and give him a healthy life so he could move. I have heard that prayer from the heart with strong belief never goes unheard And prayer without a belief is never heard. So, said a prayer and went home. When I went home, to my surprise my sister told me that Grandpa suddenly felt some unbelievable energy And he stood up without any support. That day, made my belief strong that no prayer goes wasted. Grandpa lived so many years with spirit and health.",883,0.05,"Allow me to recount an experience from when I was in my twenties. I had completed my education and embarked on a career. In our family, there were just my sibling and our grandfather. Our grandfather was confined to his bed, Incapable of moving independently. Once, I sensed a voice urging me to visit the church and offer prayers. I had dismissed this notion several times before Yet, on one occasion, I was compelled to act on this impulse. I wasn't particularly devout. Nevertheless, I made my way to the church, Bowed my head, And earnestly implored God to heal my grandfather and grant him the strength to move again. It is said that a heartfelt prayer, filled with conviction, is never ignored While a prayer lacking in faith is never acknowledged. Thus, I offered my prayer and returned home. Upon my arrival, my sister greeted me with astonishing news that Grandpa had felt a surge of extraordinary vitality And he had risen to his feet unassisted. That incident cemented my belief that prayers are never in vain. Grandpa continued to live for many more years, full of vigor and wellness.",1096,0.03832425935051732
6442db170a41e59ffe011949,"The main character was 22, and started working in a bookstore after graduating from college. He is one of 2 siblings, as he has a sister. His grandfather is ill at home and parents are away from town. One day whilst working, he heard a voice saying to go and light a candle for his grandad at the church. He went to church and lit the candle and prayed that his grandad would recover. He then returned to work where he suddenly had a strong urge to go home. When he got home, his grandfather was starting to feel better. This marked the start of his grandfathers recovery.",572,0.08,"At the age of 22, he secured a job at a bookstore upon his college graduation. He comes from a family with two children, including himself and his sister. Currently, his grandfather is sick at home while his parents are out of town. On a particular day at work, a mysterious voice instructed him to light a candle for his grandfather at the church. He proceeded to the church and ignited the candle hoping fervently for his grandfather's health to improve. Afterward, he made his way back to his job and was suddenly overwhelmed with the impulse to return home. Upon his arrival at home, he noticed his grandfather's condition was beginning to improve. This event signaled the commencement of his grandfather's recuperation.",724,0.05569356316570856
630492ce98f024b7188676df,"The person was 22 years old working in a book store. Their grandpa was bedridden. The person thought they heard voices saying go to church but no one was in the store. They locked up and went to church to pray even though they weren't really religious. They prayed for their grandpa to get better. They went back to work then felt the urge to go home. At home the grandpa had felt a surge of energy and got out of bed alone, the first time in months and said he felt better. He gradually recovered and lived to celebrate his 90th birthday. This happened 20 years ago and the narrator said they still think about it when they are losing faith.",642,0.07,"At 22, the individual was employed at a bookstore. Their grandfather was confined to his bed. The individual believed they perceived voices instructing them to attend church, yet the store was empty. Securing the store, they proceeded to the church for prayer, despite not being particularly devout. In prayer, they sought their grandfather's recovery. After resuming work, they were suddenly compelled to return home. Upon their arrival, the grandfather had experienced a burst of vitality, rising from bed on his own for the first time in several months, claiming to feel improved. His health progressively got better, and he went on to commemorate his 90th birthday. Reflecting on the event from two decades prior, the storyteller mentions it still crosses their mind whenever their faith wanes.",798,0.04521644588984535
62fba19b31689f425e047e01,"This Young Lady bookstore keeper, her grandpa's got seriously ill. And, while she was at the her bookstore, arranging the shelves'.... etc. She suddenly heard a voice urging her to go to Church to make some prayer's. The inner voice was telling her that if she done so her Grandpa's would certainly become well. She followed the instructions accordingly and done so. Moreover, after she prayed got back to her store and then she had that strong urge and emotions telling her to head back home now!! She went back home she found her grandpa's sitting with her sister having a chin-wag she become well and fit like a horse. From, that day forward she knew the importance of faith, the whole family become more religious, grateful to life and cherished every moment!! Finally, her grandpa's fully recovered and lived on many years full of health and joy.",851,0.06,"The proprietor of the bookstore, a young woman, had a grandfather who fell gravely ill. While she was present in her bookshop, tidying up the book-laden shelves... She was abruptly struck by a voice that compelled her to visit the church for prayer. This internal whisper assured her that her grandfather would recover if she heeded its call. She obeyed the voice's command without hesitation. After her prayers, she returned to her bookstore only to be overwhelmed by a powerful feeling and the conviction that she must go home immediately! Obedient to her instincts, she returned to her residence and discovered her grandfather chatting merrily with her sister. He had regained his health, robust as ever. From that moment on, she recognized the significance of having faith, leading her entire family to embrace a more devout way of life, feeling thankful for their existence and savoring every second of their time together. Ultimately, her grandfather made a complete recovery and continued to live for many more years, brimming with vitality and happiness.",1062,0.02815938681706966
60151380a2273d594f63aae3,"I graduated at 22 and worked in a bookstore 5 miles away. My sister was looking after my grandpa. One day while at work, I heard a voice asking me to go to the church nearby and light a candle for my grandpa. The voice said this twice. I closed up the store and walked to the church. I said a clumsy prayer as I am not religious. When I got home, my grandpa had gotten energy to get up from his months of being bedridden. He lived to his 90th birthday, when we had a party to celebrate him. This has strengthened my faith that you are never alone.",547,0.09,"At the age of 22, I completed my studies and secured employment at a bookstore five miles distant. Meanwhile, my sister took care of our grandfather. Once, during a shift at the bookstore, a voice reached out to me, urging me to visit the nearby church to light a candle in honor of my grandfather. The voice repeated the instruction twice. I locked up the shop and made my way to the church. I offered an awkward prayer since I'm not a person of faith. Upon returning home, I discovered my grandfather had mustered the strength to rise after months confined to bed. He reached his 90th year of life, which we marked with a celebratory gathering. This event has reinforced my belief that one is never truly by themselves.",721,0.0619108801876731
