,summary,rephrased_summary,total,len,rate,suffix
10,I was working on the warehouse floor.|I had been working for a few hours.|I felt lightheaded but blamed hunger.|I felt tightness and pressure in my chest.|I leaned against a wall for support.|Pressure increased and heart pounded.|I started sweating and seeing spots.|I struggled to catch my breath.|The manager noticed and called out.|I tried to respond but couldn't speak.|The manager reached me as I collapsed.|He gave me water and helped me rest.|I learned to check in with myself.,"I spent several hours laboring on the warehouse floor. Initially, I attributed my lightheadedness to not eating enough. However, a growing tightness and pressure in my chest became apparent. Seeking stability, I propped myself against a wall. My heart began to throb more intensely, and I broke out in a sweat while my vision was marred by floating spots. Gasping for air became a struggle. The manager took notice and shouted to me. I attempted to reply but found myself unable to utter a word. As I was about to faint, the manager got to me, provided water, and assisted me in taking a moment to rest. This incident taught me the importance of self-awareness and monitoring my well-being.",139.54,484,0.29,13_2.json
11,I was working on the warehouse floor.|I felt lightheaded and thought I was hungry.|I felt a strange tightness and pressure in my chest.|I leaned against a wall but the pressure got stronger.|I saw spots and sweat dripped down my forehead.|I tried to breathe deeply but couldn't catch my breath.|I heard the manager calling out to me.|I couldn't yell back because I lost my voice.|The manager walked towards me.|I started to drop but the manager caught me.|The manager took me to the staff room.|I slowly felt better after resting and drinking water.|I learned to check in with myself and avoid panic attacks.,"While working on the warehouse floor, I began to feel faint, initially thinking it was due to hunger. A peculiar sensation of constriction and pressure enveloped my chest. Seeking support, I propped myself against a wall, yet the sensation intensified. My vision became speckled and perspiration formed on my brow. Despite attempting to take deep breaths, my lungs seemed unable to fill with air. The manager's voice reached my ears, but when I tried to respond, I found my voice had vanished. As the manager approached, my strength waned and I started to collapse, but the manager was quick to support me. They escorted me to the staff room, where I gradually recovered after a period of rest and hydration. This experience taught me the importance of self-awareness and how to stave off panic attacks.",165.8,608,0.27,13_3.json
12,I was working in the warehouse.|I felt lightheaded while working.|I thought I was just hungry.|I felt tightness in my chest.|I leaned against a wall.|The pressure in my chest increased.|I began to sweat and see spots.|I couldn't catch my breath.|I was scared and confused.|The manager noticed I was in trouble.|I tried to respond but couldn't.|The manager caught me as I fell.|He helped me to the staff room.|I learned the importance of self-care.,"While laboring in the storage facility, a sensation of dizziness overcame me. Initially, I dismissed it as a sign of hunger. However, a constricting sensation in my chest soon followed. Seeking support, I rested against the nearest wall, only to feel the chest pressure intensify. Spots danced before my eyes as perspiration broke out, and I struggled to draw breath. Overwhelmed by fear and disorientation, I was barely aware of my manager perceiving my distress. My attempts to communicate were futile. As I succumbed to the weakness, my manager was there to catch me, guiding me to the safety of the staff room. This incident was a stark reminder of the critical need for prioritizing one's health.",117.54,447,0.26,14_1.json
13,"I was at work one day stocking boxes in the warehouse.|I had been working for a few hours and it was getting late.|I was feeling lightheaded and chalked it up to hunger.|I felt a strange tightness and pressure in my chest.|I leaned against a wall, but the pressure got stronger.|I could feel my heart pounding in my chest.|I started seeing spots and felt sweat dripping.|I tried deep breaths but couldn't catch my breath.|I felt scared and didn't know what to do.|I heard the manager call out to me from across the warehouse.|I couldn't find my voice to yell back to the manager.|The manager caught me as I started to drop to the ground.|He took me to the staff room and gave me cold water.|I learned the importance of rest and eating to avoid panic attacks.","One day, while organizing boxes in the storage area at my job, I realized I had been at it for several hours and night was falling. A sudden wave of dizziness overcame me, which I initially attributed to not eating. Unexpectedly, a peculiar sensation of constriction and heaviness enveloped my chest. I sought support from a nearby wall, yet the sensation intensified. My heartbeat was thunderous and palpable. My vision became speckled and perspiration began to bead on my forehead. Despite attempting to regulate my breathing with deep inhalations, I found myself gasping for air. Overwhelmed with fear and uncertainty, I was at a loss for what to do next. The manager's voice reached me from the other side of the warehouse, but I was unable to respond. As I began to collapse, the manager was swift to support me. He escorted me to the break room and provided me with chilled water. This incident was a stark reminder of the necessity to take breaks and nourish oneself to prevent the onset of panic attacks.",154.6,758,0.2,14_2.json
14,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I started feeling lightheaded after a few hours.|I thought the feeling was due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure grew stronger and I felt my heart pounding.|I started seeing spots and sweating.|I tried to breathe but couldn't catch my breath.|I heard the manager calling out to me.|I couldn't yell back because I lost my voice.|I began to fall but the manager caught me.|The manager took me to the staff room to rest.|I realized I had a panic attack and learned to take better care of myself.,"While working in the storage facility, I was busy arranging boxes and sorting out the goods. Several hours in, I began to experience a sensation of faintness, which I initially attributed to being hungry. However, I soon noticed a constricting sensation and a heavy feeling in my chest. Seeking some relief, I propped myself against a wall. The chest pressure intensified, my heartbeat accelerated, and I started to break out in a sweat while spots danced before my eyes. Struggling for air, I found myself unable to breathe properly. My manager's voice reached my ears, but I was unable to respond as my voice had failed me. As I started to collapse, my manager was quick to support me. They escorted me to the employee lounge for a reprieve. It was then that I understood I had experienced a panic attack, which was a wake-up call to prioritize my well-being.",112.42,639,0.18,14_3.json
15,I was at work doing my usual job.|I was stocking boxes and organizing merchandise.|I felt lightheaded due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|My heart was pounding hard.|I started seeing spots and sweating.|I struggled to catch my breath.|I heard the manager's voice calling me.|I couldn't respond due to my condition.|The manager walked towards me.|I nearly collapsed but the manager caught me.|I was taken to the staff room to rest.|I realized I experienced a panic attack.,"While at work performing my routine tasks, which included replenishing stock and arranging products, I began to feel dizzy from hunger. A sensation of constriction and heaviness enveloped my chest. Seeking relief, I propped myself against a wall. However, the chest discomfort intensified, my heartbeat escalated, and I was plagued by blurred vision and perspiration. Breathing became a challenge. In the background, I could discern my manager's voice summoning me, but I was incapacitated and unable to reply. Approaching me, the manager was just in time to support me as I nearly gave way. I was escorted to the employee lounge for a reprieve. It was then that I recognized the symptoms of a panic attack.",110.94,565,0.2,15_1.json
16,"I was at work doing my usual job in the warehouse.|I had been working for a few hours and felt strange and lightheaded.|I chalked up the lightheadedness to hunger and skipped meals.|I felt a strange tightness and pressure in my chest.|I stopped and leaned against a wall as the pressure grew stronger.|I felt my heart pounding in my chest intensely.|I started seeing spots and noticeable sweat dripped off me.|I tried to breathe deeply but could not catch my breath.|I got scared and didn't know how to respond.|I heard the manager's voice calling out to check on me.|I tried to respond but couldn't find my voice.|The manager walked towards me as my world went dark.|I started to fall, but the manager caught me on time.|He took me to the staff room, gave me water, and let me rest.|I learned it was a panic attack and realized the importance of self-care.","While performing my routine tasks in the storage facility, I had been at it for several hours when an odd sensation of dizziness overcame me. I attributed this feeling of faintness to not eating properly. Suddenly, I experienced an unusual constriction and a mounting pressure in my chest. I paused and propped myself against the wall as the sensation intensified. My heartbeat thundered within me. My vision became speckled and I was noticeably perspiring. Attempting to take deep breaths proved futile as I struggled to fill my lungs. Fear gripped me as I was unsure of how to react. The sound of my supervisor's voice reached me, inquiring about my condition. I attempted to reply but my voice failed me. As my supervisor approached, my surroundings began to fade to black. I began to collapse, but my supervisor was quick to support me. He escorted me to the break room, provided me with water, and allowed me some time to recuperate. It turned out to be a panic attack, which was a wake-up call to prioritize my well-being.",163.09,857,0.19,15_2.json
17,I was at work stocking boxes in the warehouse.|I felt lightheaded and hungry but continued working.|I experienced tightness and pressure in my chest.|I leaned against a wall as the pressure increased.|My heart was pounding and I saw spots.|Sweat dripped down my forehead and arms.|I struggled to catch my breath and felt scared.|I heard the manager's voice calling to me.|I tried to yell back but couldn't speak.|The manager walked towards me as I felt faint.|I started to fall but the manager caught me.|The manager took me to the staff room for rest.|He gave me water and asked what was wrong.|I gradually felt better and learned it was a panic attack.|The episode taught me to rest and eat properly.,"While restocking items in the storage area at my job, I began to feel dizzy and a sense of hunger, yet I persisted with my tasks. Suddenly, I was overcome with a sensation of constriction and a heavy feeling in my chest. I found myself bracing against the wall as the discomfort intensified. My heartbeat accelerated and my vision was speckled with spots. Perspiration trickled down my face and limbs. Gasping for air and feeling terrified, I heard my supervisor's voice in the distance. Attempting to respond proved futile as my voice failed me. As my supervisor approached, my strength waned and I nearly collapsed. Fortunately, he was quick to support me. He escorted me to the lounge, provided me with water, and inquired about my condition. After some time, I started to recover and understood that I had suffered a panic attack. This incident was a stark reminder of the importance of taking breaks and maintaining proper nutrition.",135.13,702,0.19,15_3.json
18,"I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt lightheaded and thought it was hunger.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger, and my heart pounded.|I started seeing spots and sweating.|I couldn't catch my breath and felt scared.|The manager called out to me from across the warehouse.|I tried to yell back but couldn't find my voice.|The manager walked towards me as I started to collapse.|The manager caught me before I fell to the ground.|He took me to the staff room and gave me water.|After resting, the pressure in my chest eased.|I learned to check in with myself and avoid episodes.","While engaged in my duties on the warehouse floor, I busied myself with the task of replenishing shelves and arranging goods. Several hours into my shift, a sudden sensation of dizziness overcame me, which I initially dismissed as hunger pangs. However, a constricting sensation soon enveloped my chest. Seeking support, I propped myself against a nearby wall. The sensation intensified, my heartbeat escalated, and my vision became speckled as perspiration broke out. Struggling for air and overwhelmed by fear, I heard the manager's voice from the other side of the warehouse. Attempting to respond, I found myself voiceless. As the manager approached, my strength waned and I began to falter. Fortuitously, he reached me in time to prevent my fall. He escorted me to the break room and provided me with water. A period of rest alleviated the chest discomfort. This incident was a stark reminder to monitor my well-being to avert such frightening occurrences.",139.32,741,0.19,16_1.json
19,I was at work doing my usual job.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I started feeling lightheaded but blamed hunger.|I felt a tightness and pressure in my chest.|I leaned against a wall for support.|The pressure in my chest grew stronger.|I saw spots and started sweating.|I couldn't catch my breath and felt scared.|The manager saw me and called out.|I tried to respond but couldn't find my voice.|The manager walked over as I started to collapse.|He caught me and took me to the staff room.|He asked questions and gave me water.|The pressure eased and I felt better.|I learned to rest and eat properly to avoid panic attacks.,"While at work performing my routine tasks, which included filling shelves and arranging products, I had been at it for several hours when I began to experience dizziness, which I initially attributed to not eating. Suddenly, I felt a constricting sensation and a heavy feeling in my chest. Seeking stability, I propped myself against a wall. The sensation in my chest intensified, my vision became speckled, and I broke out in a sweat. Struggling to breathe and overcome with fear, I was noticed by my supervisor. I attempted to speak when he called to me, but my voice failed. As I felt myself losing balance, he approached and caught me just as I was about to fall. He supported me to the break room, inquired about my condition, and provided me with water. After some time, the chest pressure subsided and I started to recover. This incident taught me the importance of taking breaks and eating adequately to prevent future episodes of panic.",133.92,678,0.2,16_2.json
20,"I was at work one day.|I was doing my usual job stocking boxes.|I felt lightheaded and chalked it up to hunger.|I started feeling chest tightness and pressure.|I stopped and leaned against a wall.|The pressure got stronger, and my heart pounded.|I saw spots and sweated profusely.|I tried deep breaths but couldn't catch my breath.|I was scared and unsure of what to do.|I heard my manager call out to me.|I couldn't yell back as my voice didn't work.|The manager walked towards me as I went dark.|I started to drop, but the manager caught me.|He took me to the staff room to sit and rest.|He gave me water, and the chest pressure eased.|I learned to check on myself to prevent episodes.","One day at the office, while restocking boxes as part of my routine tasks, I began to feel dizzy, initially attributing it to not eating enough. Soon after, a sensation of constriction and a heavy feeling in my chest emerged. I paused my work to lean on a nearby wall for support. The sensation intensified, my heartbeat escalated, and my vision became spotty as I broke out in a heavy sweat. Attempting to take deep breaths proved futile as I struggled to breathe. Overwhelmed with fear and uncertainty about my condition, I heard my supervisor's voice in the distance. I tried to respond, but my voice failed me. As my supervisor approached, my surroundings started to fade to black. I felt myself losing balance, but my supervisor was quick to catch me before I hit the ground. He escorted me to the break room, where I was encouraged to sit and recuperate. He provided me with water, which helped alleviate the chest discomfort. From that incident, I realized the importance of monitoring my health to avert such frightening occurrences.",154.89,687,0.23,16_3.json
21,I was at work doing my usual job.|I was working on the warehouse floor.|I had been feeling a bit strange and lightheaded.|I thought it was due to hunger and not eating.|I started feeling tightness and pressure in my chest.|I leaned against a wall hoping it would help.|The pressure in my chest became stronger.|I could feel my heart pounding hard.|I started seeing spots and sweating heavily.|I couldn't catch my breath and became scared.|The manager noticed me and called out to me.|I tried to respond but couldn't speak.|The manager walked towards me to help.|I began to drop to the ground from weakness.|The manager caught me and helped me up.|He got me a glass of cold water to drink.|I learned to check in with myself regularly.,"While at work performing my routine tasks on the warehouse floor, I started to experience an unusual sensation of dizziness, which I initially attributed to not having eaten. Gradually, I felt a constricting sensation and a growing pressure in my chest. Seeking relief, I propped myself against a wall. However, the chest pressure intensified, and my heartbeat escalated. My vision became spotty and I broke out in a profuse sweat. Struggling to breathe and overcome with fear, I was barely able to communicate when the manager called out to me. Unable to utter a word, I watched as the manager approached to assist. My strength failed and I began to collapse, but the manager was quick to catch and steady me. He provided me with a glass of cold water to sip on. This incident taught me the importance of self-awareness and regular self-checks for well-being.",130.28,733,0.18,17_1.json
22,I was at work doing my usual job.|I was working on the warehouse floor.|I had been working for a few hours.|I felt strange and lightheaded.|I assumed it was due to hunger.|I felt tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|I felt my heart pounding in my chest.|I saw spots and was sweating.|I tried to breathe deeply but couldn't.|I heard the manager's voice calling me.|I couldn't yell back to the manager.|I started to drop to the ground.|The manager caught me just in time.|He gave me water and told me to rest.|I learned to check in with myself.,"While engaged in my routine tasks at the warehouse, I had been laboring for several hours when an odd, faint sensation overcame me, which I attributed to not eating. Suddenly, a constricting sensation enveloped my chest. I paused my work to brace myself against the wall as the sensation intensified. My heartbeat escalated, and I began to see spots before my eyes, accompanied by perspiration. Attempting to take deep breaths proved futile. The sound of my manager's voice reached me, but I was unable to respond. As I began to collapse, my manager swiftly intervened, catching me in the nick of time. After he handed me some water and advised me to take a break, I realized the importance of self-awareness during work.",117.12,605,0.19,17_2.json
23,I was working in the warehouse.|I had been feeling strange and lightheaded.|I thought it was because I hadn't eaten.|I felt a tightness in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots.|I was sweating a lot.|I couldn't catch my breath.|I was very scared and panicked.|I heard my manager call out to me.|I couldn't yell back for help.|The manager came to check on me.|I nearly collapsed but was caught.|I was taken to the staff room to rest.|I learned it was a panic attack.,"While laboring in the storage area, I began to experience an odd sensation and a sense of faintness, which I initially attributed to hunger. A constricting sensation enveloped my chest, prompting me to seek support against a nearby wall. The chest pressure intensified, my heartbeat escalated, and my vision became speckled. Profuse sweating ensued, and I struggled to breathe. Overwhelmed by fear and panic, I heard my supervisor's voice, but found myself unable to call out for assistance. Upon noticing my distress, my supervisor approached and caught me just as I was about to fall. I was escorted to the employee lounge for recovery, where I was informed that I had suffered a panic attack.",97.02,558,0.17,17_3.json
24,I was at work stocking boxes.|I was feeling lightheaded from hunger.|I felt tightness in my chest.|I leaned against the wall but felt worse.|My heart was pounding hard.|I saw spots and started sweating.|I couldn't catch my breath.|I was very scared and confused.|The manager noticed I was unwell.|I tried to yell for help but failed.|The manager approached me quickly.|I started to faint as he reached me.|The manager caught me before I fell.|He took me to the staff room.|He gave me a chair and water.|I rested and felt better after a while.|I realized I had a panic attack.|I learned to care for myself better.,"While restocking shelves at my job, I began to feel dizzy due to hunger. A constricting sensation enveloped my chest. Seeking support, I pressed my back against the wall, only to feel my condition deteriorate. My heartbeat escalated, becoming intense. Blurry visions and perspiration ensued, and I struggled to breathe. Overwhelmed by fear and disorientation, I caught the attention of my supervisor, who noticed my distress. Attempts to shout for assistance were futile. My supervisor hastened to my side, and just as I was about to lose consciousness, he was there to support me. He guided me to the break room, provided me with a seat and some water. After taking some time to recuperate, I began to recover. It dawned on me that I had experienced a panic attack. This incident taught me the importance of self-care.",119.29,612,0.19,18_1.json
25,I was at work doing my usual job.|I had been working for a few hours.|I started feeling lightheaded and strange.|I thought it was from not eating.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger and my heart pounded.|I started seeing spots and sweating.|I tried deep breathing but couldn't catch my breath.|I felt really scared and unsure what to do.|The manager called out to me from across the warehouse.|I tried to yell back but couldn't find my voice.|The manager walked towards me as my world went dark.|I started to drop to the ground.|The manager caught me before I fell.|He took me to the staff room to rest.|The pressure in my chest eased after some rest.|I learned to check in with myself to avoid episodes.,"While engaged in my routine tasks at the office, I had been diligently working for several hours when I suddenly experienced a sensation of dizziness and peculiarity. Initially, I attributed it to skipping a meal. However, a constricting sensation and a heavy feeling in my chest soon followed. I paused and propped myself against a wall for support. The sensation intensified, my heartbeat accelerated, and my vision became speckled as perspiration broke out. Attempting to regulate my breathing proved futile as I struggled to draw breath. Overwhelmed by fear and uncertainty about my next steps, I heard the manager's voice from the other side of the warehouse. I attempted to respond but my voice failed me. As the manager approached, my surroundings began to fade to black. I felt myself losing balance and starting to collapse, but the manager was quick to prevent my fall. He escorted me to the staff room where I could recuperate. After some time resting, the chest pressure subsided. This incident taught me the importance of self-awareness to prevent such frightening occurrences.",160.91,777,0.21,18_2.json
26,"I was at work stocking boxes and organizing merchandise.|I had been working for a few hours and started feeling lightheaded.|I thought the dizziness was due to hunger.|I felt a tightness and pressure in my chest.|I leaned against a wall hoping it would pass.|The pressure in my chest grew stronger.|I felt my heart pounding intensely.|I started seeing spots and sweating.|I tried taking deep breaths but struggled.|I was scared and didn't know what to do.|The manager across the warehouse saw me.|I tried to yell but couldn't find my voice.|The manager walked towards me as I felt faint.|I started to drop but the manager caught me.|He took me to the staff room and sat me down.|He asked questions and gave me cold water to drink.|After resting, the chest pressure eased up.|I realized it was a panic attack and learned to care for myself better.","While at work rearranging merchandise and filling shelves, I had been at it for several hours when suddenly I began to feel weak and unsteady, suspecting it was due to not eating. A constricting sensation and discomfort enveloped my chest. I propped myself against the wall, hoping for relief. However, the discomfort in my chest intensified. My heartbeat escalated to a rapid thump. My vision became speckled and I broke out in a sweat. Attempting to breathe deeply proved difficult. Overwhelmed with fear and uncertainty, I couldn't figure out what to do. The supervisor on the other side of the warehouse noticed my distress. I attempted to shout for help but my voice failed me. As the supervisor approached, my strength waned and I began to collapse, but he was quick to support me. He escorted me to the break room and helped me to sit. He inquired about my condition and handed me a glass of chilled water. With some time to recuperate, the tightness in my chest subsided. It dawned on me that I had experienced a panic attack, which was a wake-up call to prioritize my well-being.",155.56,846,0.18,18_3.json
27,"I was at work one day.|I was working on the warehouse floor.|I had been working for a few hours.|I felt strange and lightheaded.|I thought it was because I hadn't eaten.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I saw spots and sweat dripped.|I couldn't catch my breath.|I heard a voice across the warehouse.|The manager saw me and called out.|I couldn't yell back.|The manager walked towards me.|I started to fall, but he caught me.|He took me to the staff room.|He gave me water and rest.|I learned to rest and eat properly.","One particular day at my job, I was busy on the warehouse floor. Several hours into my shift, an odd sensation and dizziness overcame me. Initially, I attributed it to skipping a meal. However, a constricting sensation in my chest soon followed. Seeking support, I propped myself against a nearby wall as the discomfort intensified. My heartbeat escalated, my vision became speckled, and perspiration began to form. Struggling for air, I could barely breathe. From across the warehouse, my manager's voice reached me. He noticed my distress and shouted to me, but I was unable to respond. As he approached, my legs gave way, but he was quick to prevent my fall. He escorted me to the staff room, where he provided water and a chance to recuperate. This incident taught me the importance of taking breaks and ensuring I eat adequately during work.",127.57,592,0.22,19_1.json
