index,keypoints,keypoints_len_in_chars,original_mbits,rephrased_mbits,"produced
key points","required
key points",attempt
13,I was working on the warehouse floor doing my usual job. I started feeling lightheaded and chalked it up to hunger. I felt chest tightness and pressure getting stronger. I leaned against a wall and felt my heart pounding. I saw spots and sweated as I struggled to breathe. The manager noticed me and rushed to help as I collapsed. I learned it was a panic attack and to take care of myself.,390,58.93,74.95,7,7,2
14,"I was working in the warehouse stocking boxes. I felt lightheaded and hungry because I hadn't eaten. I experienced tightness and pressure in my chest. I saw spots and felt sweat dripping down my forehead. The manager called out to me and walked over. I started to collapse, but the manager caught me. The manager helped me recover from a panic attack.",351,55.25,83.53,7,7,3
15,"I was working on the warehouse floor, stocking boxes. I began to feel lightheaded and blamed it on hunger. I felt pressure in my chest while returning items. Sweat dripped down as I struggled to breathe. The manager saw me and called out to check on me. I couldn't respond but the manager reached me in time. The manager took me to the staff room to rest. I realized I had a panic attack and learned to care for myself better.",426,74.38,84.22,8,8,1
16,I was working in the warehouse stocking boxes. I felt lightheaded due to not eating that day. I experienced tightness and pressure in my chest. I leaned against a wall but the pressure increased. I saw spots and couldn't catch my breath. The manager saw me and walked toward me. I was having a panic attack and the manager helped me. I learned to check on myself and ensure proper rest and food.,395,76.17,87.42,8,8,2
17,I worked on the warehouse floor organizing merchandise. I felt a bit lightheaded because I hadn't eaten. I experienced tightness and pressure in my chest. I leaned against the wall as the pressure increased. I couldn't catch my breath and felt scared. The manager saw me and asked if I was okay. I almost fainted but the manager caught me. I learned the importance of rest and eating.,384,54.78,82.12,8,8,3
18,I was working in the warehouse. I felt lightheaded from not eating. I experienced chest tightness and pressure. I leaned against a wall to relieve pressure. I felt scared and struggled to breathe. The manager saw me and called out. I tried to respond but failed. The manager caught me before I fell. I learned to rest and eat properly.,335,50.13,75.25,9,9,1
19,I was working on the warehouse floor. I felt lightheaded because I hadn't eaten. I experienced chest pressure and pounding heart. I leaned against the wall feeling worse. I saw spots and sweated heavily. I couldn't catch my breath and got scared. The manager noticed me struggling. I was caught by the manager as I fainted. I learned to take better care of myself.,364,47.98,75.97,9,9,2
20,I was working in the warehouse. I felt lightheaded and thought I was hungry. I felt tightness and pressure in my chest. I leaned against a wall as the pressure grew stronger. I started sweating and couldn't catch my breath. I heard the manager call out to me. I couldn't respond and felt my world going dark. The manager caught me before I fell. I learned to take care of myself to prevent future panic attacks.,411,51.51,76.98,9,9,3
21,"I was working in the warehouse, stocking boxes. I felt lightheaded and thought it was hunger. I felt tightness and pressure in my chest. I leaned against the wall feeling worse. I started sweating and seeing spots. I couldn't catch my breath and got scared. I heard the manager calling out to me. I tried to respond but couldn't speak. The manager caught me as I was falling. The manager helped me during a panic attack.",420,55.75,86.26,10,10,1
22,I was working on the warehouse floor. I began to feel lightheaded and attributed it to hunger. I felt tightness and pressure in my chest while working. I leaned against a wall as the pressure increased. I experienced spots in my vision and sweating. I struggled to breathe and felt scared. The manager saw me and called out to check on me. I tried to respond but couldn't speak and started collapsing. The manager caught me and took me to the staff room. I felt better with rest and learned to care for myself.,510,77.71,103.04,10,10,2
23,I was working on the warehouse floor. I felt lightheaded due to hunger. I experienced a tightness in my chest. I started seeing spots and sweating. I struggled to catch my breath. I heard the manager calling out to me. I tried to respond but couldn't speak. The manager caught me as I collapsed. He helped me by giving me water and rest. I realized I had a panic attack and needed to care for myself better.,407,53.33,81.21,10,10,3
24,"I was at work doing my usual job. I was feeling lightheaded and chalked it up to hunger. I felt a strange tightness and pressure in my chest. I leaned against a wall, but the pressure increased. I started seeing spots and sweating a lot. I tried to breathe deeply but couldn't catch my breath. I heard my manager calling out to me. I couldn't respond as my world was going dark. I started to drop, but my manager caught me. The manager gave me water and helped me rest. I learned I was having a panic attack.",508,83.02,95.68,11,11,1
25,I was working on the warehouse floor. I started feeling lightheaded. I dismissed it as hunger. I felt tightness in my chest. I leaned against a wall to rest. I began seeing spots and sweating. I struggled to breathe. I heard the manager calling me. I couldn't respond due to panic. I was caught by the manager before falling. I learned to take better care of myself.,366,56.44,78.09,11,11,2
26,I was at work in the warehouse. I felt lightheaded and assumed I was hungry. I felt tightness and pressure in my chest. I leaned against the wall for support. I saw spots and sweat dripped down my forehead. I tried to breathe deeply but couldn't catch my breath. I heard the manager calling out to me. I couldn't yell back or find my voice. I started to drop but the manager caught me. The manager gave me water and I rested. I realized I had a panic attack and learned to care for myself.,489,77.93,89.56,11,11,3
27,I was working in the warehouse. I felt lightheaded but blamed hunger. I felt tightness and pressure in my chest. I leaned against a wall as it got stronger. I saw spots and sweated heavily. I tried deep breaths but struggled. I heard the manager's voice calling me. I couldn’t speak but the manager approached. I started to fall but the manager caught me. The manager took me to the staff room. He gave me water and told me to rest. I realized I had a panic attack and learned to care for myself.,496,89.19,100.75,12,12,1
28,"I was working on the warehouse floor. I had been feeling lightheaded all day. I felt pressure in my chest suddenly. I leaned against a wall, feeling worse. I was sweating and seeing spots suddenly. I heard the manager calling out to me. I tried to yell back but couldn't speak. I started to drop to the ground then. The manager caught me before I collapsed. He brought me to the staff room to rest. I realized I had a panic attack. I learned to check in and take care.",468,77.76,80.25,12,12,2
29,I was working in the warehouse stocking boxes. I felt lightheaded due to not eating. I felt a tightness and pressure in my chest. I leaned against a wall trying to recover. I started seeing spots and sweating. I couldn't catch my breath and panicked. I was scared and unsure what to do. I heard the manager calling out. I tried to respond but had no voice. The manager reached me as I collapsed. He gave me water and told me to rest. I had a panic attack but learned to self-care.,480,79.76,103.09,12,12,3
30,I was at work doing my usual job. I had been working for a few hours and it was getting late. I felt lightheaded and thought I was just hungry. I felt a tightness and pressure in my chest. I stopped working and leaned against a wall. The pressure grew stronger and I felt my heart pounding. I started seeing spots and sweating a lot. I tried to breathe deeply but couldn't catch my breath. I heard my manager call out to me from across the warehouse. I tried to respond but couldn't find my voice. I started to collapse but the manager caught me. He took me to the staff room and gave me water. I learned it was a panic attack and to take better care of myself.,661,106.75,125.9,13,13,1
31,I was working on the warehouse floor. I had been working for a few hours. I felt lightheaded but blamed hunger. I felt tightness and pressure in my chest. I leaned against a wall for support. Pressure increased and heart pounded. I started sweating and seeing spots. I struggled to catch my breath. The manager noticed and called out. I tried to respond but couldn't speak. The manager reached me as I collapsed. He gave me water and helped me rest. I learned to check in with myself.,484,69.09,85.61,13,13,2
32,I was working on the warehouse floor. I felt lightheaded and thought I was hungry. I felt a strange tightness and pressure in my chest. I leaned against a wall but the pressure got stronger. I saw spots and sweat dripped down my forehead. I tried to breathe deeply but couldn't catch my breath. I heard the manager calling out to me. I couldn't yell back because I lost my voice. The manager walked towards me. I started to drop but the manager caught me. The manager took me to the staff room. I slowly felt better after resting and drinking water. I learned to check in with myself and avoid panic attacks.,608,118.35,114.48,13,13,3
33,I was working in the warehouse. I felt lightheaded while working. I thought I was just hungry. I felt tightness in my chest. I leaned against a wall. The pressure in my chest increased. I began to sweat and see spots. I couldn't catch my breath. I was scared and confused. The manager noticed I was in trouble. I tried to respond but couldn't. The manager caught me as I fell. He helped me to the staff room. I learned the importance of self-care.,447,57.95,80.26,14,14,1
34,"I was at work one day stocking boxes in the warehouse. I had been working for a few hours and it was getting late. I was feeling lightheaded and chalked it up to hunger. I felt a strange tightness and pressure in my chest. I leaned against a wall, but the pressure got stronger. I could feel my heart pounding in my chest. I started seeing spots and felt sweat dripping. I tried deep breaths but couldn't catch my breath. I felt scared and didn't know what to do. I heard the manager call out to me from across the warehouse. I couldn't find my voice to yell back to the manager. The manager caught me as I started to drop to the ground. He took me to the staff room and gave me cold water. I learned the importance of rest and eating to avoid panic attacks.",758,153.12,140.39,14,14,2
35,I was at work in the warehouse. I was stocking boxes and organizing merchandise. I started feeling lightheaded after a few hours. I thought the feeling was due to hunger. I felt tightness and pressure in my chest. I leaned against a wall to rest. The pressure grew stronger and I felt my heart pounding. I started seeing spots and sweating. I tried to breathe but couldn't catch my breath. I heard the manager calling out to me. I couldn't yell back because I lost my voice. I began to fall but the manager caught me. The manager took me to the staff room to rest. I realized I had a panic attack and learned to take better care of myself.,639,99.18,110.03,14,14,3
36,I was at work doing my usual job. I was stocking boxes and organizing merchandise. I felt lightheaded due to hunger. I felt tightness and pressure in my chest. I leaned against a wall to rest. The pressure in my chest got stronger. My heart was pounding hard. I started seeing spots and sweating. I struggled to catch my breath. I heard the manager's voice calling me. I couldn't respond due to my condition. The manager walked towards me. I nearly collapsed but the manager caught me. I was taken to the staff room to rest. I realized I experienced a panic attack.,565,96.96,110.79,15,15,1
37,"I was at work doing my usual job in the warehouse. I had been working for a few hours and felt strange and lightheaded. I chalked up the lightheadedness to hunger and skipped meals. I felt a strange tightness and pressure in my chest. I stopped and leaned against a wall as the pressure grew stronger. I felt my heart pounding in my chest intensely. I started seeing spots and noticeable sweat dripped off me. I tried to breathe deeply but could not catch my breath. I got scared and didn't know how to respond. I heard the manager's voice calling out to check on me. I tried to respond but couldn't find my voice. The manager walked towards me as my world went dark. I started to fall, but the manager caught me on time. He took me to the staff room, gave me water, and let me rest. I learned it was a panic attack and realized the importance of self-care.",857,136.82,131.75,15,15,2
38,I was at work stocking boxes in the warehouse. I felt lightheaded and hungry but continued working. I experienced tightness and pressure in my chest. I leaned against a wall as the pressure increased. My heart was pounding and I saw spots. Sweat dripped down my forehead and arms. I struggled to catch my breath and felt scared. I heard the manager's voice calling to me. I tried to yell back but couldn't speak. The manager walked towards me as I felt faint. I started to fall but the manager caught me. The manager took me to the staff room for rest. He gave me water and asked what was wrong. I gradually felt better and learned it was a panic attack. The episode taught me to rest and eat properly.,702,110.73,123.19,15,15,3
39,"I was at work on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. I felt lightheaded and thought it was hunger. I felt a tightness and pressure in my chest. I stopped and leaned against a wall. The pressure got stronger, and my heart pounded. I started seeing spots and sweating. I couldn't catch my breath and felt scared. The manager called out to me from across the warehouse. I tried to yell back but couldn't find my voice. The manager walked towards me as I started to collapse. The manager caught me before I fell to the ground. He took me to the staff room and gave me water. After resting, the pressure in my chest eased. I learned to check in with myself and avoid episodes.",741,148.07,139.11,16,16,1
40,I was at work doing my usual job. I was stocking boxes and organizing merchandise. I had been working for a few hours. I started feeling lightheaded but blamed hunger. I felt a tightness and pressure in my chest. I leaned against a wall for support. The pressure in my chest grew stronger. I saw spots and started sweating. I couldn't catch my breath and felt scared. The manager saw me and called out. I tried to respond but couldn't find my voice. The manager walked over as I started to collapse. He caught me and took me to the staff room. He asked questions and gave me water. The pressure eased and I felt better. I learned to rest and eat properly to avoid panic attacks.,678,126.7,135.36,16,16,2
41,"I was at work one day. I was doing my usual job stocking boxes. I felt lightheaded and chalked it up to hunger. I started feeling chest tightness and pressure. I stopped and leaned against a wall. The pressure got stronger, and my heart pounded. I saw spots and sweated profusely. I tried deep breaths but couldn't catch my breath. I was scared and unsure of what to do. I heard my manager call out to me. I couldn't yell back as my voice didn't work. The manager walked towards me as I went dark. I started to drop, but the manager caught me. He took me to the staff room to sit and rest. He gave me water, and the chest pressure eased. I learned to check on myself to prevent episodes.",687,144.19,134.97,16,16,3
42,I was at work doing my usual job. I was working on the warehouse floor. I had been feeling a bit strange and lightheaded. I thought it was due to hunger and not eating. I started feeling tightness and pressure in my chest. I leaned against a wall hoping it would help. The pressure in my chest became stronger. I could feel my heart pounding hard. I started seeing spots and sweating heavily. I couldn't catch my breath and became scared. The manager noticed me and called out to me. I tried to respond but couldn't speak. The manager walked towards me to help. I began to drop to the ground from weakness. The manager caught me and helped me up. He got me a glass of cold water to drink. I learned to check in with myself regularly.,733,112.74,115.23,17,17,1
43,I was at work doing my usual job. I was working on the warehouse floor. I had been working for a few hours. I felt strange and lightheaded. I assumed it was due to hunger. I felt tightness and pressure in my chest. I stopped and leaned against a wall. The pressure got stronger. I felt my heart pounding in my chest. I saw spots and was sweating. I tried to breathe deeply but couldn't. I heard the manager's voice calling me. I couldn't yell back to the manager. I started to drop to the ground. The manager caught me just in time. He gave me water and told me to rest. I learned to check in with myself.,605,120.89,125.04,17,17,2
44,I was working in the warehouse. I had been feeling strange and lightheaded. I thought it was because I hadn't eaten. I felt a tightness in my chest. I leaned against a wall to rest. The pressure in my chest got stronger. I felt my heart pounding. I started seeing spots. I was sweating a lot. I couldn't catch my breath. I was very scared and panicked. I heard my manager call out to me. I couldn't yell back for help. The manager came to check on me. I nearly collapsed but was caught. I was taken to the staff room to rest. I learned it was a panic attack.,558,83.86,94.18,17,17,3
45,I was at work stocking boxes. I was feeling lightheaded from hunger. I felt tightness in my chest. I leaned against the wall but felt worse. My heart was pounding hard. I saw spots and started sweating. I couldn't catch my breath. I was very scared and confused. The manager noticed I was unwell. I tried to yell for help but failed. The manager approached me quickly. I started to faint as he reached me. The manager caught me before I fell. He took me to the staff room. He gave me a chair and water. I rested and felt better after a while. I realized I had a panic attack. I learned to care for myself better.,612,90.35,96.73,18,18,1
46,I was at work doing my usual job. I had been working for a few hours. I started feeling lightheaded and strange. I thought it was from not eating. I felt a tightness and pressure in my chest. I stopped and leaned against a wall. The pressure got stronger and my heart pounded. I started seeing spots and sweating. I tried deep breathing but couldn't catch my breath. I felt really scared and unsure what to do. The manager called out to me from across the warehouse. I tried to yell back but couldn't find my voice. The manager walked towards me as my world went dark. I started to drop to the ground. The manager caught me before I fell. He took me to the staff room to rest. The pressure in my chest eased after some rest. I learned to check in with myself to avoid episodes.,777,154.68,147.78,18,18,2
47,"I was at work stocking boxes and organizing merchandise. I had been working for a few hours and started feeling lightheaded. I thought the dizziness was due to hunger. I felt a tightness and pressure in my chest. I leaned against a wall hoping it would pass. The pressure in my chest grew stronger. I felt my heart pounding intensely. I started seeing spots and sweating. I tried taking deep breaths but struggled. I was scared and didn't know what to do. The manager across the warehouse saw me. I tried to yell but couldn't find my voice. The manager walked towards me as I felt faint. I started to drop but the manager caught me. He took me to the staff room and sat me down. He asked questions and gave me cold water to drink. After resting, the chest pressure eased up. I realized it was a panic attack and learned to care for myself better.",846,148.67,143.15,18,18,3
48,"I was at work one day. I was working on the warehouse floor. I had been working for a few hours. I felt strange and lightheaded. I thought it was because I hadn't eaten. I felt tightness in my chest. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I saw spots and sweat dripped. I couldn't catch my breath. I heard a voice across the warehouse. The manager saw me and called out. I couldn't yell back. The manager walked towards me. I started to fall, but he caught me. He took me to the staff room. He gave me water and rest. I learned to rest and eat properly.",592,127.55,132.58,19,19,1
49,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. I started feeling strange and lightheaded. I thought my feeling was due to hunger. I noticed a tightness and pressure in my chest. I leaned against a wall to rest. The pressure in my chest got stronger. I felt my heart pounding in my chest. I saw spots and started sweating. I tried to catch my breath without success. I was scared and didn't know what to do. I heard a voice from across the warehouse. The manager noticed me and called out. I couldn't yell back because I lost my voice. The manager caught me as I was about to fall. The manager took me to the staff room. I learned to rest and eat to prevent episodes.,776,156.65,165.5,19,19,2
50,I was at work on the warehouse floor. I was stocking boxes and organizing merchandise. I felt strange and lightheaded. I assumed I was hungry because I hadn't eaten. I felt tightness and pressure in my chest. I leaned against a wall for support. The pressure in my chest increased. My heart was pounding in my chest. I saw spots and started sweating. I struggled to catch my breath. I heard the manager call out to me. I couldn't yell back to the manager. The manager walked towards me. My legs started to give out. The manager caught me just in time. He took me to the staff room. He asked questions and gave me water. The pressure eased after a few minutes. I learned to rest and eat properly.,695,133.57,141.35,19,19,3
51,I was at work one day. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. I felt a bit strange and lightheaded. I thought the feeling was due to hunger. I felt tightness and pressure in my chest. I leaned against a wall but felt worse. I noticed my heart pounding. I began seeing spots and sweating. I tried to breathe but struggled. I felt really scared and unsure. I heard the manager call out to me. I tried to respond but couldn't. The manager walked towards me. I started to collapse but was caught. The manager took me to the staff room. He gave me water and told me to rest. I found out I had a panic attack. The manager's help was crucial.,719,137.67,145.54,20,20,1
52,I was at work one day. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. I felt a bit strange and lightheaded. I thought it was because I hadn't eaten. I felt a tightness and pressure in my chest. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I saw spots and felt sweat dripping. I tried to take deep breaths. I couldn't catch my breath. I was really scared. I heard a voice from across the warehouse. The manager called out to me. I couldn't find my voice. The manager caught me before I fell. He took me to the staff room. I learned the importance of rest and eating.,674,159.75,148.22,20,20,2
53,I was working in the warehouse. I was stocking boxes and organizing merchandise. I felt lightheaded after working for a few hours. I thought the lightheadedness was due to hunger. I felt tightness and pressure in my chest. I leaned against a wall to rest. The pressure in my chest got stronger. I felt my heart pounding. I started seeing spots and sweating. I couldn't catch my breath. I heard the manager's voice across the warehouse. The manager checked if I was alright. I couldn't yell back or find my voice. The manager walked towards me. I started to drop to the ground. The manager caught me before I fell. The manager took me to the staff room. The manager asked what was wrong and got me water. I realized I had a panic attack. I learned to check in with myself to prevent episodes.,791,142.78,133.34,20,20,3
54,I was at work on the warehouse floor. I was stocking and organizing merchandise. I felt lightheaded and strange. I thought the feeling was from hunger. I felt tightness and pressure in my chest. I leaned against a wall. The pressure increased. I felt my heart pounding. I saw spots and started sweating. I tried to breathe deeply. I couldn't catch my breath. I felt scared and confused. I heard the manager's voice. The manager called out to check on me. I tried to respond but couldn't speak. The manager walked towards me. I started to collapse. The manager caught me. He took me to the staff room. He gave me water and told me to rest. I realized I had a panic attack.,671,110.78,133.28,21,21,1
55,I was at work on the warehouse floor. I was stocking boxes. I was organizing merchandise. I felt a bit lightheaded. I thought I was hungry. I felt tightness in my chest. I leaned against a wall. The pressure got stronger. I felt my heart pounding. I started seeing spots. I had sweat dripping down. I couldn't catch my breath. I was scared and unsure. I heard the manager's voice. I tried to yell for help. I couldn't find my voice. I felt my world going dark. The manager caught me. He took me to the staff room. He got me cold water. I learned to check in with myself.,570,137.13,117.89,21,21,2
56,I was at work in the warehouse. I was stocking boxes and organizing merchandise. I had been working for a few hours. I was feeling a bit strange and lightheaded. I thought it was because I hadn't eaten. I felt tightness and pressure in my chest. I leaned against a wall to rest. The pressure in my chest got stronger. My heart was pounding in my chest. I started seeing spots and sweating. I tried taking deep breaths. I felt scared and unsure of what to do. The manager saw me and called out. I couldn't respond to the manager. The manager walked towards me. I started to drop to the ground. The manager caught me before I fell. He took me to the staff room. He asked me questions and gave me water. I started to feel better after resting. I learned the importance of self-care.,779,144.06,144.56,21,21,3
57,I was at work doing my usual job. I was working on the warehouse floor. I was stocking boxes and organizing merchandise. I felt a bit lightheaded while working. I thought it was because I hadn't eaten yet. I felt tightness and pressure in my chest. I stopped and leaned against a wall. The pressure in my chest got stronger. I felt my heart pounding hard. I started to see spots and sweat a lot. I tried to take deep breaths but struggled. I felt really scared and uncertain. I heard my manager call out to me. I attempted to yell but couldn’t. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He gave me a glass of cold water. He asked me what was wrong. The pressure eased and I felt better. I learned to properly rest and eat.,805,172.13,162.42,22,22,1
58,I was at work one day. I was doing my usual job. I was working on the warehouse floor. I stocked boxes and organized merchandise. I had been working for a few hours. I was feeling a bit lightheaded. I chalked it up to hunger. I felt a tightness in my chest. I leaned against a wall. I felt my heart pounding. I started seeing spots. I felt sweat dripping down. I couldn't catch my breath. I was scared and didn't know what to do. I heard a voice across the warehouse. The manager had noticed me. I couldn't find my voice. The manager walked towards me. I started to drop to the ground. The manager caught me. He took me to the staff room. I learned to check in with myself.,673,190.21,151.85,22,22,2
59,I was at work doing my usual job. I was stocking boxes on the warehouse floor. I had been working for a few hours. I was feeling a bit lightheaded. I thought it was because I hadn't eaten. I felt tightness and pressure in my chest. I stopped and leaned against a wall. The pressure in my chest got stronger. I could feel my heart pounding. I started seeing spots and sweating. I could not catch my breath. I was really scared and uncertain. I heard the manager calling out to me. I couldn't find my voice to respond. The manager said he was coming to help. I felt my world going dark. I started to drop to the ground. The manager caught me in time. He took me to the staff room. He got me cold water and told me to rest. The pressure gradually eased up. I had a panic attack but learned to take care of myself.,810,155.85,149.35,22,22,3
60,I was at work in the warehouse. I was stocking boxes and organizing merchandise. I had been working for a few hours. I felt strange and lightheaded. I thought it was because I was hungry. I felt pressure in my chest. I leaned against the wall to rest. The pressure got stronger. My heart was pounding. I saw spots and felt sweaty. I couldn't catch my breath. I was scared and confused. My manager called out to me. I tried to respond but couldn't. The manager walked towards me. I started to collapse. The manager caught me. He took me to the staff room. He gave me a chair and cold water. I felt better after resting. I had a panic attack. The manager's quick action helped me. I learned to check in with myself.,713,124.96,128.64,23,23,1
61,"I was at work doing my usual job. I was working in the warehouse, stocking boxes. I was organizing merchandise for a few hours. I started feeling lightheaded and strange. I thought I was just hungry from not eating. I felt a strange pressure in my chest. I leaned against a wall to rest. My heart was pounding in my chest. I saw spots and felt sweat on my forehead. I couldn't catch my breath despite deep breaths. I felt scared and unsure of what to do. I heard the manager's voice across the warehouse. Someone noticed me and wanted to help. I tried yelling but couldn't find my voice. The manager saw my struggle and came to help. I started to drop, but the manager caught me. He took me to the staff room to rest. He asked questions to understand what happened. He got me a glass of cold water. The pressure in my chest slowly eased up. I realized I had a panic attack. The manager's quick action helped me escape the situation. I learned to check in with myself and rest properly.",985,187.72,173.9,23,23,2
62,I was at work one day. I was doing my usual job. I was working in the warehouse. I was stocking boxes. I was organizing merchandise. I worked for a few hours. It was getting late. I felt a bit strange. I felt lightheaded. I thought I was just hungry. I started feeling chest tightness. I leaned against a wall. I felt my heart pounding. I saw spots and felt sweaty. I struggled to catch my breath. I was really scared. I heard the manager call out. I couldn't find my voice. The manager walked towards me. I dropped to the ground. The manager caught me. He gave me water and rest. I was having a panic attack.,609,144.06,126.95,23,23,3
63,I was at work one day. I worked on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for hours. I felt strange and lightheaded. I chalked it up to hunger. I had not eaten that day. I felt a tightness in my chest. I leaned against a nearby wall. The pressure in my chest got stronger. I felt my heart pounding. I started seeing spots. Sweat dripped down my forehead. I tried to breathe deeply. I was really scared. I heard a voice across the warehouse. The manager called out to me. I tried to yell back. The manager walked towards me. I started to drop to the ground. The manager caught me in time. He helped me to the staff room. I had a panic attack.,694,165.64,144.21,24,24,1
64,I was at work one day. I was working on the warehouse floor. I was stocking boxes. I was organizing merchandise. I had been working for a few hours. I was feeling lightheaded. I thought I was hungry. I felt tightness in my chest. I leaned against a nearby wall. The pressure in my chest increased. I felt my heart pounding. I started seeing spots. I felt sweat dripping down. I couldn't catch my breath. I was scared. I heard the manager calling. I tried to yell back. I couldn't find my voice. The manager walked towards me. I started to drop to the ground. The manager caught me. He took me to the staff room. He got me cold water. I had a panic attack.,655,152.98,131.94,24,24,2
65,I was at work doing my usual job. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I felt a bit strange and lightheaded. I thought I was hungry from not eating. I felt a tightness and pressure in my chest. I leaned against a nearby wall. The pressure got stronger. I felt my heart pounding in my chest. I started seeing spots and sweating. I tried to take deep breaths but struggled. I was scared and didn't know what to do. I heard a voice across the warehouse. The manager noticed me and called out. I tried to yell back but couldn't speak. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me before I fell. He took me to the staff room and sat me down. He asked me questions and got me water. The manager told me to rest a bit. The pressure in my chest eased up.,884,217.22,203.66,24,24,3
66,I was at work doing my usual job. I was working on the warehouse floor. I had been stocking boxes and organizing merchandise. I worked for a few hours and it was getting late. I felt a bit strange and lightheaded. I thought the feeling was because of hunger. I felt a tightness and pressure in my chest. I leaned against a wall but the pressure increased. I felt my heart pounding in my chest. I started seeing spots and sweating. I couldn't catch my breath despite deep breaths. I felt really scared and confused. I heard my manager's voice from across the warehouse. I tried to respond but couldn't find my voice. The manager walked towards me. I felt my world going dark. I started to drop to the ground. The manager caught me before my legs gave out. He took me to the staff room and sat me down. He asked questions about what was wrong. He gave me a glass of cold water. The pressure in my chest eased up after a while. I learned I had a panic attack. The manager's quick actions helped me recover. The experience taught me to rest and eat properly.,1054,212.7,189.19,25,25,1
67,I was at work on the warehouse floor. I was stocking boxes and organizing merchandise. I had been working for a few hours. It was getting late. I was feeling a bit strange and lightheaded. I chalked it up to hunger from not eating. I felt a strange tightness and pressure in my chest. I stopped and leaned against a nearby wall. The pressure in my chest got stronger. I felt my heart pounding. I started seeing spots. I felt sweat dripping down my forehead and arms. I tried to take deep breaths but couldn't catch my breath. I was really scared and didn't know what to do. I heard a voice from across the warehouse. The manager saw me and called out to me. I tried to yell back but couldn't find my voice. The manager started walking towards me. My world started going dark. I began to drop to the ground. The manager caught me just in time. He took me to the staff room and sat me down. He asked me questions and got me cold water. The pressure in my chest slowly eased up. I learned to check in and rest to avoid panic attacks.,1030,258.83,226.48,25,25,2
