recall_id,clause_id,clause_text
609fbb715adb8f96055138df,12,I started seeing spots
609fbb715adb8f96055138df,13,when I suddenly heard a voice asking if everything was alright.
609fbb715adb8f96055138df,14,"It was my manager,"
609fbb715adb8f96055138df,15,"she/he noticed that something was not okay ,"
609fbb715adb8f96055138df,16,I tried to yell back that I don't feel good
609fbb715adb8f96055138df,17,but I could't.
609fbb715adb8f96055138df,18,My world started to go black
609fbb715adb8f96055138df,19,and I started to drop to the ground.
609fbb715adb8f96055138df,20,My manager caught me before i hit the ground
609fbb715adb8f96055138df,21,and took me to the office to rest.
609fbb715adb8f96055138df,22,I was having a panic attack
609fbb715adb8f96055138df,23,and although it was not a fun experience
609fbb715adb8f96055138df,24,it could have been worse had my manager not caught me in time.
609fbb715adb8f96055138df,25,"I realized it is important to check in with myself,"
609fbb715adb8f96055138df,26,rest
609fbb715adb8f96055138df,27,and eat healthy food.
63f7ebd5b7cf8a1e373b714c,1,"Well, one day I was working at the Warehouse."
63f7ebd5b7cf8a1e373b714c,2,My job is to stack boxes and work on the warehouse floor.
63f7ebd5b7cf8a1e373b714c,3,I had been working for a few hours and it was getting rather late.
63f7ebd5b7cf8a1e373b714c,4,I had felt a bit strange and lightheaded.
63f7ebd5b7cf8a1e373b714c,5,I thought I was hungry as I hadn't eaten yet.
63f7ebd5b7cf8a1e373b714c,6,"As I was walking around the warehouse and putting items back, I started feeling a strange pressure in my chest."
63f7ebd5b7cf8a1e373b714c,7,I had to lean against a wall but it didn't help.
63f7ebd5b7cf8a1e373b714c,8,It was getting worse and my heart was pounding in my chest.
63f7ebd5b7cf8a1e373b714c,9,I then started sweating and tried to take deep breaths.
63f7ebd5b7cf8a1e373b714c,10,I then heard a voice from across the warehouse - it was the manager.
63f7ebd5b7cf8a1e373b714c,11,He was checking to see I was okay.
63f7ebd5b7cf8a1e373b714c,12,"However, I couldn't respond as my voice was tight."
63f7ebd5b7cf8a1e373b714c,13,I dropped to the ground and the manager luckily caught me before my legs gave out.
63f7ebd5b7cf8a1e373b714c,14,He asked me what was wrong and told me to sit down with a glass of water.
63f7ebd5b7cf8a1e373b714c,15,I started feeling better and realised I'd had a panic attack.
63f7ebd5b7cf8a1e373b714c,16,The situation could have been much worse and it taught me to make sure I eat and rest properly to avoid further episodes.
603e1fe6849f5c63a9997cf5,1,"Well, I had a normal day shift at camp."
603e1fe6849f5c63a9997cf5,2,Pack in boxes and sort.
603e1fe6849f5c63a9997cf5,3,I began to feel a strange pressure in my chest.
603e1fe6849f5c63a9997cf5,4,"I stopped working and leaned against the wall for a while,"
603e1fe6849f5c63a9997cf5,5,the pressure only increasing.
603e1fe6849f5c63a9997cf5,6,And I felt my heart beating in my chest.
603e1fe6849f5c63a9997cf5,7,"The next thing I noticed was spots on my forehead and arms,"
603e1fe6849f5c63a9997cf5,8,and I could feel the sweat running down my face.
603e1fe6849f5c63a9997cf5,9,"She took several deep breaths,"
603e1fe6849f5c63a9997cf5,10,but couldn't hold her breath.
603e1fe6849f5c63a9997cf5,11,I was so scared and didn't know what to do.
603e1fe6849f5c63a9997cf5,12,"Suddenly, I heard a voice from the other side of the warehouse."
603e1fe6849f5c63a9997cf5,13,It was the manager who found me and called me.
603e1fe6849f5c63a9997cf5,14,Apparently someone noticed me and was checking to see if I was okay.
603e1fe6849f5c63a9997cf5,15,"I tried to shout back that something was wrong,"
603e1fe6849f5c63a9997cf5,16,but I couldn't find my voice.
603e1fe6849f5c63a9997cf5,17,The manager approached me and it felt like my world went black.
603e1fe6849f5c63a9997cf5,18,"I started to fall to the ground,"
603e1fe6849f5c63a9997cf5,19,but luckily the manager was there in time and caught me just before my feet stopped.
603e1fe6849f5c63a9997cf5,20,He took me to the staff room and sat me down in a chair.
603e1fe6849f5c63a9997cf5,21,He asked me what was going on and what had happened.
603e1fe6849f5c63a9997cf5,22,He gave me a glass of cold water and told me to get some rest.
603e1fe6849f5c63a9997cf5,23,"After a few minutes, the tightness in his chest gradually eased and he began to feel better."
603e1fe6849f5c63a9997cf5,24,"It turned out that I was having a panic attack,"
603e1fe6849f5c63a9997cf5,25,but the manager's quick response allowed me to escape the situation.
603e1fe6849f5c63a9997cf5,26,"It wasn't a pleasant experience,"
603e1fe6849f5c63a9997cf5,27,but it could have been worse.
603e1fe6849f5c63a9997cf5,28,"From this experience, I learned to control myself and ensure proper rest and food to avoid further attacks."
5e9d7f715597de04e33079d5,1,It started off as any normal day.
5e9d7f715597de04e33079d5,2,"I was at work in my job at a warehouse,"
5e9d7f715597de04e33079d5,3,"on the floor,"
5e9d7f715597de04e33079d5,4,stocking up and checking things.
5e9d7f715597de04e33079d5,5,"All of a sudden I started to feel a bit funny,"
5e9d7f715597de04e33079d5,6,but put it down to my not having eaten anything yet that day.
5e9d7f715597de04e33079d5,7,"I thought it would pass,"
5e9d7f715597de04e33079d5,8,"but then I felt a bit stranger,"
5e9d7f715597de04e33079d5,9,with a pain in my chest.
5e9d7f715597de04e33079d5,10,I felt sweat dripping down my face and chest.
5e9d7f715597de04e33079d5,11,Then I heard a voice.
5e9d7f715597de04e33079d5,12,It was a co-worker who had noticed I wasn’t quite right
5e9d7f715597de04e33079d5,13,and wanted to check I was ok.
5e9d7f715597de04e33079d5,14,"I was about to answer,"
5e9d7f715597de04e33079d5,15,but my legs gave way.
5e9d7f715597de04e33079d5,16,"At that moment, my manager came over"
5e9d7f715597de04e33079d5,17,and managed to catch me.
5e9d7f715597de04e33079d5,18,He took me to the staff room
5e9d7f715597de04e33079d5,19,and sat me down
5e9d7f715597de04e33079d5,20,"and gave me some water,"
5e9d7f715597de04e33079d5,21,asking me questions about what had happened.
5e9d7f715597de04e33079d5,22,I gradually began to feel better
5e9d7f715597de04e33079d5,23,"and vowed to check in with myself more often,"
5e9d7f715597de04e33079d5,24,"making sure I always had enough food, water and sleep."
5cba0e35d7ebf300177ff529,1,"I was at work one day,"
5cba0e35d7ebf300177ff529,2,doing my usual job in the warehouse -
5cba0e35d7ebf300177ff529,3,packing and sorting boxes.
5cba0e35d7ebf300177ff529,4,"I started to get tightness in my chest,"
5cba0e35d7ebf300177ff529,5,sweat pouring down my forehead and my arms.
5cba0e35d7ebf300177ff529,6,I leant against a pillar.
61115cb06d209a61332f25d1,1,"Well, I was working on the warehouse floors,"
61115cb06d209a61332f25d1,2,and I started feeling pressure around my chest.
61115cb06d209a61332f25d1,3,I didn’t eat properly that day
61115cb06d209a61332f25d1,4,"and thought I might just be hungry,"
61115cb06d209a61332f25d1,5,but my vision started to narrow
61115cb06d209a61332f25d1,6,and begun seeing spots.
61115cb06d209a61332f25d1,7,I leaned against a wall
61115cb06d209a61332f25d1,8,as the pressure continued
61115cb06d209a61332f25d1,9,and I started to lose my breath.
61115cb06d209a61332f25d1,10,I heard someone yelling out to me;
61115cb06d209a61332f25d1,11,my manager must have noticed something’s wrong with me.
61115cb06d209a61332f25d1,12,I couldn’t speak
61115cb06d209a61332f25d1,13,as I continued to feel worse.
61115cb06d209a61332f25d1,14,My eyes eventually went dark
61115cb06d209a61332f25d1,15,"and my legs gave out,"
61115cb06d209a61332f25d1,16,but luckily my manager caught off before I lost balance.
61115cb06d209a61332f25d1,17,"Turns out, I had a panic attack,"
61115cb06d209a61332f25d1,18,and I will remember to eat better
61115cb06d209a61332f25d1,19,and take breaks better going forward.
63b88f0a0092804c1fabe3f9,1,I was at work one day
63b88f0a0092804c1fabe3f9,2,and I was doing my usual job
63b88f0a0092804c1fabe3f9,3,which was working on the warehouse floor.
63b88f0a0092804c1fabe3f9,4,I had been feeling a bit strange
63b88f0a0092804c1fabe3f9,5,and lightheaded
63b88f0a0092804c1fabe3f9,6,but chalked it up to hunger
63b88f0a0092804c1fabe3f9,7,and not having enough food that day.
63b88f0a0092804c1fabe3f9,8,"Then as I was walking around the warehouse returning items to their proper places,"
63b88f0a0092804c1fabe3f9,9,I started feeling a strange tightness
63b88f0a0092804c1fabe3f9,10,and pressure in my chest.
63b88f0a0092804c1fabe3f9,11,I stopped what I was doing
63b88f0a0092804c1fabe3f9,12,"and leaned against a wall,"
63b88f0a0092804c1fabe3f9,13,but the pressure only got stronger.
63b88f0a0092804c1fabe3f9,14,And I could feel my heart pounding in my chest.
63b88f0a0092804c1fabe3f9,15,I could feel sweat dripping down my forehead
63b88f0a0092804c1fabe3f9,16,and my arms.
63b88f0a0092804c1fabe3f9,17,"I tried to take some deep breaths,"
