recall_id,clause_id,clause_text,rephrased_text
57bae6b9017c2d000166f593,8,I felt my legs begin to go,My legs started to weaken
57bae6b9017c2d000166f593,9,just as the manager came towards me.,right when the supervisor approached me.
57bae6b9017c2d000166f593,10,Someone had told him that I was acting strangely.,An individual had informed him of my odd behavior.
57bae6b9017c2d000166f593,11,"Just as my legs gave out,","As my legs collapsed,"
57bae6b9017c2d000166f593,12,the manager caught me from falling.,the supervisor prevented me from hitting the ground.
57bae6b9017c2d000166f593,13,He took me to a staffroom,He escorted me to the employees' lounge
57bae6b9017c2d000166f593,14,where I was made to sit down,where I was instructed to take a seat
57bae6b9017c2d000166f593,15,and the manager gave me a glass of cold water to drink.,and he provided me with a chilled glass of water to sip.
57bae6b9017c2d000166f593,16,I started to get my breath back,"Gradually, I began to catch my breath"
57bae6b9017c2d000166f593,17,and realised that I should have eaten something earlier that day.,and acknowledged that I should've eaten something beforehand.
5800849e7a62880001c19eb4,1,I was working my usual job at a warehouse.,I was employed in my regular position at a storage facility.
5800849e7a62880001c19eb4,2,"I felt a bit light-headed,","I began to feel somewhat dizzy,"
5800849e7a62880001c19eb4,3,but chalked it up to having not eaten earlier in the day.,attributing it to skipping a meal earlier.
5800849e7a62880001c19eb4,4,I started to suffer pains in my chest.,Chest discomfort started to afflict me.
5800849e7a62880001c19eb4,5,I leaned against a wall,I propped myself against a partition
5800849e7a62880001c19eb4,6,and started seeing spots.,and my vision was filled with floating specks.
5800849e7a62880001c19eb4,7,I heard a voice from across the warehouse,A voice echoed from the other side of the storage space
5800849e7a62880001c19eb4,8,it was my manager.,belonging to my supervisor.
5800849e7a62880001c19eb4,9,He was been watching,He had been observing
5800849e7a62880001c19eb4,10,and noticed I was having trouble.,and realized I was in distress.
5800849e7a62880001c19eb4,11,I lost control of my legs,My legs gave way beneath me
5800849e7a62880001c19eb4,12,"and was about to fall,","and I was on the verge of collapsing,"
5800849e7a62880001c19eb4,13,but my manager caught me,but my supervisor was there to catch me
5800849e7a62880001c19eb4,14,"and took me to a chair in the office,","and escorted me to a seat in the administrative area,"
5800849e7a62880001c19eb4,15,just as my vision was starting to go dark.,right as I was beginning to lose my sight.
5800849e7a62880001c19eb4,16,It turns out I had just had a panic attack.,It was determined that I had experienced a panic attack.
5800849e7a62880001c19eb4,17,"It was an extremely stressful experience,","The ordeal was incredibly taxing,"
5800849e7a62880001c19eb4,18,but it could have been much worse.,yet it could have turned out far worse.
5800849e7a62880001c19eb4,19,This incident made me realize how important it is to check on myself,The event underscored the significance of self-care
5800849e7a62880001c19eb4,20,and eat regularly.,and the necessity of eating on a consistent schedule.
5933b804ad126000018c090b,1,"Well, I was at work doing my job","At the time, I was engaged in my duties at work"
5933b804ad126000018c090b,2,"working the warehouse, checking stock","handling inventory in the warehouse, verifying items"
5933b804ad126000018c090b,3,when it happened.,that's when the incident occurred.
5933b804ad126000018c090b,4,I started to feel a tightness and pressure in my chest.,I began to experience a sensation of constriction and heaviness in my chest.
5933b804ad126000018c090b,5,"I took a break,","I decided to take a pause,"
5933b804ad126000018c090b,6,"leaning against a wall to see if it would help,","propping myself against a wall to determine if it would alleviate the discomfort,"
5933b804ad126000018c090b,7,but it didn't.,"however, it was to no avail."
5933b804ad126000018c090b,8,Someone tried to call out to me,Someone shouted in my direction
5933b804ad126000018c090b,9,my manager had seen how I was feeling and wanted to help,my supervisor noticed my distress and was eager to assist
5933b804ad126000018c090b,10,but I couldn't call back.,yet I was unable to respond.
5933b804ad126000018c090b,11,"Then, my vision started to go dark.","Subsequently, my sight began to fade."
5933b804ad126000018c090b,12,"Thankfully, my manager caught me before I hit the floor.","Fortuitously, my supervisor was there to catch me as I was about to collapse."
5933b804ad126000018c090b,13,He took me to the staff room,He escorted me to the employee lounge
5933b804ad126000018c090b,14,and offered me a cool glass of water,and presented me with a refreshing glass of water
5933b804ad126000018c090b,15,and asked what was wrong.,inquiring about my condition.
5933b804ad126000018c090b,16,"Turns out, I'd had a panic attack.",It turned out that I had experienced a panic attack.
5933b804ad126000018c090b,17,This has taught me to keep checking in on myself to see how I'm feeling,This incident has underscored the importance of self-monitoring to gauge my well-being
5933b804ad126000018c090b,18,and to make sure I get enough food and rest.,and ensuring I consume adequate nourishment and obtain sufficient rest.
598f42337d29e70001730204,1,I was at work in a warehouse stacking shelves and organising things.,"At my job in the storage facility, I was busy arranging items and filling up shelves."
598f42337d29e70001730204,2,After a few hours I felt light headed and felt a tightness in my chest.,"Several hours in, I started to feel dizzy and experienced a squeezing sensation in my chest."
598f42337d29e70001730204,3,The pressure got stronger and my heart was pounding.,The discomfort intensified and my heartbeat escalated.
598f42337d29e70001730204,4,I started sweating and I couldn't breathe.,Perspiration began to form and my breathing became difficult.
598f42337d29e70001730204,5,I heard the voice of the warehouse manager asking if I was ok.,"The warehouse supervisor's voice reached my ears, inquiring about my well-being."
598f42337d29e70001730204,6,I couldn't reply.,I was unable to utter a response.
598f42337d29e70001730204,7,Someone had noticed I looked a bit off.,An observant colleague noticed that something seemed amiss with me.
598f42337d29e70001730204,8,"I felt the world go dark, my legs gave way beneath me, but I was caught before I fell.","As the surroundings turned pitch black, my knees buckled, yet someone caught me before I hit the ground."
598f42337d29e70001730204,9,I was taken to the staff room and given a glass of water.,I was escorted to the break room and handed a glass of water.
598f42337d29e70001730204,10,It turns out I had a panic attack.,It was determined that I had experienced a panic attack.
598f42337d29e70001730204,11,It could have been worse if the manager hadn't taken prompt action.,The situation could have escalated had it not been for the manager's quick intervention.
598f42337d29e70001730204,12,I've learned to listen to myself to avoid further attacks.,I've since learned to heed my body's signals to prevent future episodes.
59e4d8f3d838ae000185093f,1,I was working at my usual job in a warehouse,I was employed at my regular position in a storage facility
59e4d8f3d838ae000185093f,2,doing my duties,performing my responsibilities
59e4d8f3d838ae000185093f,3,and putting things away in their proper place.,and organizing items in their designated spots.
59e4d8f3d838ae000185093f,4,I started to feel unwell,I began to experience discomfort
59e4d8f3d838ae000185093f,5,with light headedness,accompanied by dizziness
59e4d8f3d838ae000185093f,6,and a tightening in my chest.,and a constricting sensation in my chest.
59e4d8f3d838ae000185093f,7,It got worse,The condition worsened
59e4d8f3d838ae000185093f,8,and I was starting to get worried,and I grew increasingly concerned
59e4d8f3d838ae000185093f,9,when I noticed my manager heading towards me.,when I spotted my supervisor approaching.
59e4d8f3d838ae000185093f,10,My colleagues must have alerted them to my situation,My workmates had likely informed him of my distress
59e4d8f3d838ae000185093f,11,as he called out to ask if I was ok.,as he shouted to check on my well-being.
59e4d8f3d838ae000185093f,12,I couldn’t answer,I was unable to respond
59e4d8f3d838ae000185093f,13,and felt light headed,and felt dizzy
59e4d8f3d838ae000185093f,14,so suck to my knees.,causing me to collapse to my knees.
59e4d8f3d838ae000185093f,15,My manager helped me,My supervisor assisted me
59e4d8f3d838ae000185093f,16,and got me a glass of water.,and provided me with a glass of water.
59e4d8f3d838ae000185093f,17,It turns out it was a panic attack,It was determined to be a panic attack
59e4d8f3d838ae000185093f,18,and now I need to look after myself better.,and now I must take greater care of my health.
59f88f6eb47dfc0001b661ef,1,"Person was working in a warehouse,","An individual was employed at a storage facility,"
59f88f6eb47dfc0001b661ef,2,organising merchandise and boxes.,arranging goods and containers.
59f88f6eb47dfc0001b661ef,3,"The person started to experience symptoms similar to a heart attack,","This individual began to show signs resembling those of a myocardial infarction,"
59f88f6eb47dfc0001b661ef,4,"such as chest pain,","including discomfort in the chest area,"
59f88f6eb47dfc0001b661ef,5,sweating and seeing spots.,excessive perspiration and the appearance of visual floaters.
59f88f6eb47dfc0001b661ef,6,The manager tried to call out to the person,The supervisor attempted to shout to the individual
59f88f6eb47dfc0001b661ef,7,but they were unable to respond,but received no reaction
59f88f6eb47dfc0001b661ef,8,and collapsed.,and the individual fell to the ground.
59f88f6eb47dfc0001b661ef,9,The manager was able to catch the person,The supervisor managed to grasp the individual
59f88f6eb47dfc0001b661ef,10,before they passed out,just as they were about to lose consciousness
59f88f6eb47dfc0001b661ef,11,and moved them to the staff room.,and relocated them to the employee lounge.
59f88f6eb47dfc0001b661ef,12,The manager got them a glass of water.,The supervisor provided them with a glass of water.
59f88f6eb47dfc0001b661ef,13,It emerged the person experienced a panic attack,It was later revealed that the individual had suffered a panic attack
59f88f6eb47dfc0001b661ef,14,and their symptoms eventually resolved.,and their condition gradually stabilized.
59fc8aba087f2e0001ead671,1,The person was working in a warehouse moving boxes etc,"An individual was laboring in a storage facility, handling crates and such"
59fc8aba087f2e0001ead671,2,when they started to feel unwell,when they began to experience discomfort
59fc8aba087f2e0001ead671,3,someone saw,an observer noticed
59fc8aba087f2e0001ead671,4,and came to their aid,and rushed to assist them
59fc8aba087f2e0001ead671,5,and help to a room,escorting them to a chamber
59fc8aba087f2e0001ead671,6,and sat down,where they took a seat
59fc8aba087f2e0001ead671,7,and had a drink,and consumed a beverage
59fc8aba087f2e0001ead671,8,they then started to feel better,after which they commenced feeling improved
59fc8aba087f2e0001ead671,9,and realised they were having a panic attack.,and recognized that they had suffered a panic attack.
5b1bf2e768a5ed000173833c,1,I was working at my warehouse job,I was employed at my storage facility role
5b1bf2e768a5ed000173833c,2,and had not eaten recently.,and had gone a while without eating.
5b1bf2e768a5ed000173833c,3,I was feeling a bit strange,I started to feel somewhat odd
5b1bf2e768a5ed000173833c,4,but kept working.,yet continued with my tasks.
5b1bf2e768a5ed000173833c,5,"All of a sudden, my vision started to fade","Suddenly, my sight began to dim"
5b1bf2e768a5ed000173833c,6,and my legs began to shake.,and my limbs started trembling.
5b1bf2e768a5ed000173833c,7,"Fortunately, before I managed to hit the ground","Luckily, before I could collapse"
5b1bf2e768a5ed000173833c,8,my manager who had been walking up to me caught me just in time.,"my supervisor, approaching me, grasped me in the nick of time."
5b1bf2e768a5ed000173833c,9,He brought me to the staff room,He escorted me to the employee lounge
5b1bf2e768a5ed000173833c,10,and let me rest.,and allowed me to take a break.
5b1bf2e768a5ed000173833c,11,He then asked me questions about what just happened.,He inquired about the incident that had just occurred.
5b1bf2e768a5ed000173833c,12,We realized I just had a panic attack,We deduced that I had experienced a panic attack
5b1bf2e768a5ed000173833c,13,and that's what caused me to faint.,which was the reason for my near fainting.
5b1bf2e768a5ed000173833c,14,It is important to eat,Eating properly is crucial
5b1bf2e768a5ed000173833c,15,and get sleep,as well as obtaining adequate rest
5b1bf2e768a5ed000173833c,16,so that this doesn't happen again.,to prevent such events from recurring.
5b6965eb28da1b0001b4385e,1,"I was working as normal,","I continued my usual work routine,"
5b6965eb28da1b0001b4385e,2,"in my warehouse,","inside the storage facility,"
5b6965eb28da1b0001b4385e,3,packing deliveries and going about my job as normal.,handling shipments and performing my duties routinely.
5b6965eb28da1b0001b4385e,4,"As my shift went on,","As the hours of my shift progressed,"
5b6965eb28da1b0001b4385e,5,I started to feel a tightness in my chest.,I began to notice a constriction in my chest.
5b6965eb28da1b0001b4385e,6,"The tightness was getting more severe,","The constriction intensified,"
5b6965eb28da1b0001b4385e,7,I tried my best to take deep breaths but it was not helping.,"Despite attempting to inhale deeply, it proved ineffective."
5b6965eb28da1b0001b4385e,8,"As time went on,","With the passage of time,"
5b6965eb28da1b0001b4385e,9,"I started to see black dots,","My vision was marred by the appearance of dark spots,"
5b6965eb28da1b0001b4385e,10,and was losing my vision.,and my sight began to fade.
5b6965eb28da1b0001b4385e,11,"I then heard someone shouting from across the warehouse,","Suddenly, I heard a voice yelling from the other side of the warehouse,"
5b6965eb28da1b0001b4385e,12,and it turned out to be a colleague who had seen that I was not well.,which belonged to a coworker who realized I was in distress.
5b6965eb28da1b0001b4385e,13,"My colleague notified my manager,","This coworker alerted my supervisor,"
5b6965eb28da1b0001b4385e,14,and my manager came over just in time to catch me as my legs were going out.,who arrived just in time to support me as I started to collapse.
5b6965eb28da1b0001b4385e,15,"I then was taken into the communal area,","Subsequently, I was escorted to the common area,"
5b6965eb28da1b0001b4385e,16,and I then realised what I suffered was a panic attack.,where it dawned on me that I had experienced a panic attack.
5b6965eb28da1b0001b4385e,17,"It was not a fun experience,","The ordeal was far from pleasant,"
5b6965eb28da1b0001b4385e,18,"and was a powerful reminder to keep checking in on myself and allowing myself to reset, rest, and eat regularly.","serving as a stark reminder to continually monitor my well-being and to ensure I take breaks, rest, and eat on a regular basis."
5b6965eb28da1b0001b4385e,19,"The experience was not nice,","Although the incident was distressing,"
5b6965eb28da1b0001b4385e,20,but it could have been much worse.,the outcome could have been significantly worse.
5b734cf9543d1c0001c80b69,1,It was a normal day at work,The day at the office was typical
5b734cf9543d1c0001c80b69,2,where I work in a warehouse.,where my job is in a storage facility.
5b734cf9543d1c0001c80b69,3,I haven't eaten anything yet,I hadn't consumed any food yet
5b734cf9543d1c0001c80b69,4,and during the day I felt light headed.,and I began to feel dizzy throughout the day.
5b734cf9543d1c0001c80b69,5,I tried to rest,I attempted to take a break
5b734cf9543d1c0001c80b69,6,but then felt a pain in my chest.,but suddenly experienced a sharp pain in my chest.
5b734cf9543d1c0001c80b69,7,Fortunately my manager notice something was wrong,"Luckily, my supervisor noticed something amiss"
5b734cf9543d1c0001c80b69,8,and came over just as I was passing out.,and approached right as I was about to faint.
5b734cf9543d1c0001c80b69,9,My manager took me to the staff room,My supervisor escorted me to the break room
5b734cf9543d1c0001c80b69,10,where he gave me something to drink.,where he provided me with a beverage.
5b734cf9543d1c0001c80b69,11,I started to feel better,I gradually started feeling recuperated
5b734cf9543d1c0001c80b69,12,and the lessons learnt of this experience was that I should make sure I am rested,and the takeaway from this incident was to ensure I'm well-rested
5b734cf9543d1c0001c80b69,13,and had something to eat before starting work.,and have eaten prior to beginning my shift.
5b7ffeeb05fbbd00016aa0bc,1,"The narrator was stocking and organising boxes in a warehouse,","The storyteller was busy arranging and sorting out crates in a storage facility,"
5b7ffeeb05fbbd00016aa0bc,2,"which is their regular job,","which is their usual occupation,"
5b7ffeeb05fbbd00016aa0bc,3,when they started to feel lightheaded.,when they began to experience a sensation of faintness.
5b7ffeeb05fbbd00016aa0bc,4,"They thought it was because they hadn't eaten,","They assumed it was due to skipping a meal,"
5b7ffeeb05fbbd00016aa0bc,5,but their symptoms continued to worsen.,yet their condition progressively got worse.
5b7ffeeb05fbbd00016aa0bc,6,They were sweating and had pressure in the chest.,Perspiration broke out and they felt a tightness in their chest.
5b7ffeeb05fbbd00016aa0bc,7,"Someone alerted the person's manager,","An individual notified the storyteller's supervisor,"
5b7ffeeb05fbbd00016aa0bc,8,who called out to them from across the warehouse.,who shouted to them from the other side of the storage space.
5b7ffeeb05fbbd00016aa0bc,9,The narrator tried to call back,The storyteller attempted to respond
5b7ffeeb05fbbd00016aa0bc,10,but couldn't get any words out,but found themselves unable to utter a single word
5b7ffeeb05fbbd00016aa0bc,11,and then began to collapse.,and started to fall to the ground.
5b7ffeeb05fbbd00016aa0bc,12,The manager approached,The supervisor hurried over
5b7ffeeb05fbbd00016aa0bc,13,and caught them in time.,and managed to catch them just in time.
5b7ffeeb05fbbd00016aa0bc,14,They had had a panic attack,They had experienced a panic attack
5b7ffeeb05fbbd00016aa0bc,15,but recovered,"but managed to recuperate,"
5b7ffeeb05fbbd00016aa0bc,16,and learned to take better care of their health in the future,and made a commitment to prioritize their well-being henceforth
5b7ffeeb05fbbd00016aa0bc,17,to avoid it happening again.,to prevent such an incident from recurring.
5ba641d1168e5e0001e4275d,1,"It was a regular day at work,","The day at the office was typical,"
5ba641d1168e5e0001e4275d,2,"stocking boxes,","arranging cartons,"
5ba641d1168e5e0001e4275d,3,"but I realised my arms began to feel weak,","when suddenly I noticed a weakness in my arms,"
5ba641d1168e5e0001e4275d,4,"I was sweaty,","perspiration covered me,"
5ba641d1168e5e0001e4275d,5,and my vision was going dark with dots appearing in it.,"and my sight began to dim, speckled with spots."
5ba641d1168e5e0001e4275d,6,"My manager was across the warehouse and called out to me,","My supervisor shouted to me from the other side of the warehouse,"
5ba641d1168e5e0001e4275d,7,but I couldn't find my voice.,yet I was unable to respond.
5ba641d1168e5e0001e4275d,8,"My manager made it to me as I felt myself sinking to the ground,","As I started to collapse, my supervisor rushed over,"
5ba641d1168e5e0001e4275d,9,and thanks to the quick action of my manager they managed to catch me before I hit the ground.,"and due to their prompt intervention, they caught me just before I fell."
5ba641d1168e5e0001e4275d,10,"I was guided to the staff room and given a cold glass of water,","They escorted me to the break room and handed me an icy water,"
5ba641d1168e5e0001e4275d,11,"and my manager asked what was wrong,","inquiring about my condition,"
5ba641d1168e5e0001e4275d,12,and told me to take a rest.,and suggested I take some time to rest.
5ba641d1168e5e0001e4275d,13,After a few minutes the pressure in my chest lessened,"In a short while, the tightness in my chest subsided"
5ba641d1168e5e0001e4275d,14,and I realised I'd had a panic attack.,and it dawned on me that I had experienced a panic attack.
5ba641d1168e5e0001e4275d,15,"Thanks to the quick action of my manager, it wasn't as worse as it could've been.","Owing to my supervisor's swift response, the situation was not as bad as it could have been."
5bb6faf4f6d0bd00019e12f4,1,The narrator was in a warehouse 'stocking' boxes,The storyteller was in a storage facility 'stocking' crates
5bb6faf4f6d0bd00019e12f4,2,(I think they meant 'stacking'),(I believe the correct term is 'stacking')
5bb6faf4f6d0bd00019e12f4,3,and doing another task which I cannot recall.,while also engaging in another activity that slips my mind.
5bb6faf4f6d0bd00019e12f4,4,"They felt pressure in their chest,","They experienced a sensation of pressure in their chest area,"
5bb6faf4f6d0bd00019e12f4,5,and leaned against a wall to alleviate it.,and pressed their back against a surface to lessen the discomfort.
5bb6faf4f6d0bd00019e12f4,6,"But it did not go away,","However, the sensation persisted,"
5bb6faf4f6d0bd00019e12f4,7,"it felt worse,","it seemed to intensify,"
5bb6faf4f6d0bd00019e12f4,8,and their heart began pounding.,and their heartbeat escalated.
5bb6faf4f6d0bd00019e12f4,9,Their manager called out to them.,Their supervisor shouted to get their attention.
5bb6faf4f6d0bd00019e12f4,10,It appears a colleague noticed the narrator's predicament,It seems a coworker observed the storyteller's distress
5bb6faf4f6d0bd00019e12f4,11,and got the manager for help.,and summoned the supervisor for assistance.
5bb6faf4f6d0bd00019e12f4,12,The manager grabbed the narrator just as their legs gave out from under them.,The supervisor caught the storyteller just as they collapsed.
5bb6faf4f6d0bd00019e12f4,13,"From there, the manager took the narrator to the lunch room for cold water","Subsequently, the supervisor escorted the storyteller to the break room for some chilled water"
5bb6faf4f6d0bd00019e12f4,14,"(to drink, if I remember correctly).","(for consumption, as far as I can recall)."
5bb6faf4f6d0bd00019e12f4,15,This alleviated the symptoms.,This action mitigated the symptoms.
5bb6faf4f6d0bd00019e12f4,16,It turns out the narrator had a panic attack.,It was later revealed that the storyteller experienced a panic attack.
5bb6faf4f6d0bd00019e12f4,17,The narrator finishes musing that the situation could have been worse,The storyteller concludes reflecting that things might have been more severe
5bb6faf4f6d0bd00019e12f4,18,at it reminded them to 'check in on (them)self' occasionally.,and it served as a reminder for them to 'check in on oneself' from time to time.
5bb6faf4f6d0bd00019e12f4,19,Basically relaxation and mindfulness techniques.,"Essentially, techniques for relaxation and being mindful."
5c360ede943bda0001db4f1b,1,"The man was working doing his usual tasks around the warehouse,","The individual was occupied with his routine duties within the storage facility,"
5c360ede943bda0001db4f1b,2,"he wasn't feeling good,","yet he was experiencing discomfort,"
5c360ede943bda0001db4f1b,3,he had a headache,suffering from a throbbing in his head
5c360ede943bda0001db4f1b,4,but he thought it was caused by the fact that he hadn't eaten in a lot time.,and he attributed it to his prolonged period without food.
5c360ede943bda0001db4f1b,5,"Suddenly he started to feel a strong pressure on his chest,","Out of nowhere, he felt an intense squeezing sensation in his chest,"
5c360ede943bda0001db4f1b,6,he couldn't breath.,and found himself unable to draw breath.
5c360ede943bda0001db4f1b,7,"He heard a voice calling him from the other side of the warehouse,","A voice echoed across the warehouse towards him,"
5c360ede943bda0001db4f1b,8,"it was his manager checking if he was ok,","belonging to his supervisor who was ensuring his well-being,"
5c360ede943bda0001db4f1b,9,but he couldn't respond since his voice wouldn't come out.,"however, he was incapable of replying as his voice failed him."
5c360ede943bda0001db4f1b,10,He almost passed out,He was on the verge of losing consciousness
5c360ede943bda0001db4f1b,11,but the manager reached to him before he fell to the ground.,when the supervisor got to him just as he was about to collapse.
5c360ede943bda0001db4f1b,12,"The manager took him to his office,","The supervisor escorted him to the office,"
5c360ede943bda0001db4f1b,13,gave him a glass of water,offered him water to drink
5c360ede943bda0001db4f1b,14,and told him to rest.,and advised him to take a break.
5c360ede943bda0001db4f1b,15,He then realized he had had a panic attack.,It was then that he recognized he had experienced a panic attack.
5c38dab0f0ae4c00011238c1,1,Well I was at work one day,"Once, while I was at my workplace"
5c38dab0f0ae4c00011238c1,2,and doing my normal job in the warehouse,engaged in my usual tasks within the storage area
5c38dab0f0ae4c00011238c1,3,which was stacking merchandise.,which involved organizing goods.
5c38dab0f0ae4c00011238c1,4,I started to feel light-headed,I began to experience a sensation of faintness
5c38dab0f0ae4c00011238c1,5,and dizzy,accompanied by vertigo
5c38dab0f0ae4c00011238c1,6,and thought it was probably because I had not yet eaten,and suspected it might be due to skipping a meal
5c38dab0f0ae4c00011238c1,7,and I was probably hungry.,believing I was likely in need of food.
5c38dab0f0ae4c00011238c1,8,Then I started to feel a really tight pain in my chest,"Suddenly, I felt an intense squeezing sensation in my chest"
5c38dab0f0ae4c00011238c1,9,and I tried to catch my breath,and attempted to draw a deep breath
5c38dab0f0ae4c00011238c1,10,but it was impossible.,yet found it to be unachievable.
5c38dab0f0ae4c00011238c1,11,I started to sweat,Perspiration started to form on my brow
5c38dab0f0ae4c00011238c1,12,and my manager who was nearby saw me,"and my supervisor, who was in proximity, noticed my condition"
5c38dab0f0ae4c00011238c1,13,and came over.,promptly approaching me.
5c38dab0f0ae4c00011238c1,14,I was unable to yell for help.,Calling out for assistance was beyond my capability.
5c38dab0f0ae4c00011238c1,15,I collapsed to the floor.,I plummeted to the ground.
5c38dab0f0ae4c00011238c1,16,He took me to the staff room,He escorted me to the employee lounge
5c38dab0f0ae4c00011238c1,17,and gave me a drink of water,offered me a sip of water
5c38dab0f0ae4c00011238c1,18,and let me sit for a while,and allowed me to rest for a period
5c38dab0f0ae4c00011238c1,19,and I started to feel better.,gradually leading to an improvement in my condition.
5c38dab0f0ae4c00011238c1,20,I realised I had been having a panic attack,It dawned on me that I had suffered a panic attack
5c38dab0f0ae4c00011238c1,21,and it could have been a lot worse.,and acknowledged it could have escalated to something more severe.
5c38dab0f0ae4c00011238c1,22,I resolved to make sure I ate properly in future,I made a commitment to ensure regular nourishment going forward
5c38dab0f0ae4c00011238c1,23,and took proper breaks.,and to take adequate breaks.
5c4a5c2d4d1b1e0001779e60,1,The protagonist was at work in a warehouse doing his/her usual type of work.,The main character was engaged in their routine tasks at a storage facility.
5c4a5c2d4d1b1e0001779e60,2,Started to feel light-headed towards the end of the shift and put it down to hunger.,"Began to experience dizziness as the workday neared its end, attributing it to a lack of food."
5c4a5c2d4d1b1e0001779e60,3,"Then felt a tightness in his/her chest accompanied by sweating, vision blurred and feeling as if legs were going to give way.","Subsequently, a sensation of constriction in the chest emerged, along with perspiration, blurred sight, and a feeling of weakness in the legs."
5c4a5c2d4d1b1e0001779e60,4,Someone had alerted the manager that the protagonist seemed to be having problems.,An alert was raised to the supervisor that the main character appeared to be struggling.
5c4a5c2d4d1b1e0001779e60,5,"The manager called out to him/her and then approached, catching him/her before they could fall to the ground.","The supervisor shouted to the individual and moved closer, catching them just before they could collapse."
5c4a5c2d4d1b1e0001779e60,6,Manager took them to the staffroom and sat them down and gave them a glass of water and advised them to rest.,"The supervisor escorted them to the break room, helped them sit, offered a glass of water, and suggested they take a moment to relax."
5c4a5c2d4d1b1e0001779e60,7,Apparently this was a panic attack.,It turned out to be a panic attack.
