recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
5cc7050c3c503e001aa6249f,23.53,0.06,I was at my job at the warehouse organising packages. I suddenly felt a tightness in my chest and had to stop. My vision started getting spotty and I was about to collapse. My coworker saw me in trouble and alerted my manager. My manager took me to the staff room and got me a glass of cold water. After a while I learned that it was due to a panic attack. This taught me that I have to check in with myself once in a while.,10.73,4.33,4.53,1.44,0.77,1.49,-1.83,-1.18,-0.58,-0.57,-1.46,-3.33,-0.07,5.08,1.08,0.79,-1.74,0.06,-0.74,4.18,0.17,-1.31,-0.33,0.49,1.23,-0.02,-3.78,0.3,-0.1,0.44,1.01,-0.29,-5.82,0.25,-2.04,-3.0,-0.68,0.87,0.06,8.22,0.54,-2.63,0.33,5.9,-0.77,-0.79,-0.19,-0.27,-1.03,0.71,0.11,-0.99,-0.79,7.33,-0.68,-1.9
6156ee61901c987ea794cca8,23.82,0.04,"I was working late one night doing my usual job in the warehouse. Putting things away, getting them out, warehouse stuff. I suddenly started to feel bad; my pulse quickened, my chest hurt and my breathing got really really fast. I leaned on a wall to try and feel better but it didn't help. Then I heard the voice of my manager saying that someone had noticed how sick I was. My manager sat me down and gave me some water. They told me I'd been having a panic attack, which I have often. I guess the lesson is to check with yourself, eat well and rest.",10.66,5.93,5.21,0.56,1.08,1.67,2.52,0.25,-0.74,-0.69,-2.03,-3.88,0.53,2.45,0.24,-0.94,3.74,0.01,0.18,-6.54,1.45,-1.69,1.27,1.17,2.09,0.42,-0.46,2.62,-0.97,0.15,4.7,-0.39,-8.68,0.04,-1.67,-4.17,-1.72,0.82,0.22,1.26,0.15,-2.0,0.09,2.67,-0.91,-0.6,-0.11,-0.07,2.02,-0.08,-0.58,-0.71,-0.24,4.67,2.87,-0.02
60fe95530ccb79107f63773e,24.07,0.05,There was a person who was working as usual in a warehouse putting things back on the shelf but then they started feeling light headed and a tight chest and heart pounding they stopped and leaned on the wall the manager saw and asked if they were okay but they couldn't speak. then they fainted but the manager caught them and took them to the office and asked questions which ended up saving their life and now the person takes better care of themselves.,8.42,7.11,6.7,1.7,-1.78,4.21,-1.36,1.63,0.67,-1.26,-1.92,-4.38,1.9,4.84,0.89,-0.55,5.07,0.55,1.36,0.12,-2.36,-1.81,-0.69,0.72,0.25,-0.56,-4.05,3.37,0.53,0.75,-0.55,0.12,-2.47,-0.31,-1.68,0.24,-0.28,1.52,0.43,0.45,0.26,1.61,0.69,-1.8,-0.02,-0.6,-1.99,-0.03,-1.2,0.23,1.02,-1.9,0.1,1.18,0.91,-1.93
59fc8aba087f2e0001ead671,24.61,0.1,The person was working in a warehouse moving boxes etc when they started to feel unwell someone saw and came to their aid and help to a room and sat down and had a drink they then started to feel better and realised they were having a panic attack.,8.02,7.23,7.44,2.11,-1.34,4.32,-2.36,1.55,0.41,-1.53,-1.83,-1.95,1.12,2.14,0.22,1.07,-0.07,0.4,-0.57,-0.4,2.28,-1.06,-0.35,0.68,1.56,-0.27,-2.65,-0.86,0.96,0.65,1.39,0.22,-4.86,0.54,-0.66,-3.64,0.42,1.41,0.39,4.54,1.38,-2.33,-0.23,3.32,-2.49,0.06,-1.05,0.55,-0.57,1.64,0.78,-1.35,-0.56,-0.54,0.28,-0.95
5f155b98b1393b000d6bf745,27.71,0.08,I was working in the warehouse stacking boxes and it was getting late. I started to feel a tightness in my chest and I could see spots in front of my eyes. I tried to call out but I couldn't find my voice. The manager came to me and sat me in the office and gave me some water till I felt better. I had a panic attack and now look after myself better.,10.69,5.15,5.55,4.57,-4.77,4.03,4.03,1.79,0.33,-2.58,-1.65,-5.18,-0.52,5.94,0.87,-2.43,-1.17,-0.11,-0.74,4.86,0.1,-1.36,0.39,-0.01,1.66,0.98,-2.83,4.62,0.23,1.12,-0.01,-0.55,-4.11,2.4,-2.49,-4.17,-1.15,1.16,0.0,2.43,0.5,-3.26,-0.12,3.67,-0.26,-0.5,-0.35,0.47,-1.66,1.3,0.85,-0.41,-1.02,1.58,1.08,-1.23
62d800438c8e65be77d4bdbb,27.71,0.08,"a guy working in a warehouse, working late. Was feeling not quite right, tightness in chest, trouble getting breath, sweating, and seeing stars. At first, he thought it was just because he was hungry. His boss saw and took him to the staff room and got him some water which made him feel better. it was just a panic attack in the end.",8.13,3.46,7.01,-0.84,-3.2,4.4,2.79,2.98,0.3,-0.24,-0.7,-1.89,-1.16,6.08,0.73,-1.9,-0.78,0.66,-0.52,0.53,4.83,-1.66,1.61,1.38,1.59,0.52,-2.81,1.3,-0.12,0.97,-1.3,0.78,-6.9,-0.05,-1.66,-4.01,-1.71,1.36,0.13,9.58,0.34,-1.95,-0.25,3.64,-1.97,0.25,-0.09,0.57,-0.32,-0.27,1.2,-1.37,-0.24,-0.21,-0.24,-1.05
64497320ba28033a5642d85e,27.97,0.04,"I was working at my job at a warehouse, restocking shelves, opening boxes etc., when I started to feel unwell, I thought that I was hungry or tired. I continued working but became short of breath and dizzy. Someone had noticed that I wasn't acting right and had notified my manager. I heard my manager call out my name just as I started to fall to the floor. My manager caught me before I fell. I thought I was having a heart attack but it turns out that I was having a panic attack. This was a scary experience, but it taught me to pay attention to my body. Now, I eat regular meals and get plenty of sleep. I do not want to have an experience like that again.",13.05,4.98,6.89,4.16,-0.58,3.45,-2.2,1.27,0.82,1.05,-1.39,-3.44,-0.29,1.74,-0.49,-2.05,-0.73,0.08,-0.96,1.86,0.07,-1.11,0.28,1.11,1.05,-0.58,-3.69,2.73,-1.13,1.12,4.07,-1.8,-4.04,0.43,-1.91,-1.82,1.55,0.81,1.32,0.08,-0.64,-0.14,0.05,-0.18,0.11,-0.28,-0.82,-0.17,0.53,0.62,0.95,0.21,-0.51,2.03,0.82,-0.37
57bae6b9017c2d000166f593,27.98,0.04,"I was working on the warehouse floor, doing my job of stacking shelves. I started to feel a tightness across my chest and felt uneasy as I didn't have anything to eat earlier that day. I was feeling bad and started to sweat and see spots in front of my eyes. I felt my legs begin to go just as the manager came towards me. Someone had told him that I was acting strangely. Just as my legs gave out, the manager caught me from falling. He took me to a staffroom where I was made to sit down and the manager gave me a glass of cold water to drink. I started to get my breath back and realised that I should have eaten something earlier that day.",10.62,5.18,8.37,0.22,-5.27,3.68,-1.29,1.5,1.3,-1.35,2.15,-2.96,-1.18,5.91,0.16,-2.29,-2.31,0.27,-1.76,4.29,1.93,-1.46,0.28,0.2,0.07,-1.18,-3.23,4.59,-0.98,0.44,4.2,-2.39,-6.11,0.2,-0.27,-2.72,-0.07,1.25,3.35,9.41,1.11,-3.17,0.44,5.68,-0.66,-0.39,-1.74,0.32,-4.66,-0.98,1.56,-1.8,0.09,-0.55,-0.09,0.07
5c4a5c2d4d1b1e0001779e60,28.51,0.04,"The protagonist was at work in a warehouse doing his/her usual type of work. Started to feel light-headed towards the end of the shift and put it down to hunger. Then felt a tightness in his/her chest accompanied by sweating, vision blurred and feeling as if legs were going to give way. Someone had alerted the manager that the protagonist seemed to be having problems. The manager called out to him/her and then approached, catching him/her before they could fall to the ground. Manager took them to the staffroom and sat them down and gave them a glass of water and advised them to rest. Apparently this was a panic attack. Since then the protagonist has been careful to practise self care and listen to cues from his/her body.",12.3,6.05,6.33,-1.47,-2.98,4.3,-1.38,-0.04,1.95,0.03,-1.39,-2.13,-1.43,6.52,0.6,-4.35,-2.24,0.12,-1.0,-3.48,3.46,-1.49,-0.96,0.02,0.72,-0.2,-1.35,4.02,-0.35,1.94,3.57,-1.52,-6.09,0.3,-0.91,-3.55,-0.09,1.58,2.39,9.12,1.02,-4.29,-0.23,2.32,4.94,-0.81,-0.86,-0.21,0.09,0.28,0.67,-0.56,-0.65,0.75,1.15,-2.02
61533160f1247bf85beb591f,28.58,0.05,Working in a warehouse stacking boxes he started to feel light headed and strange but put it down to hunger as he hadn’t eaten that day yet. He started to feel tight chest and pains his heart was racing he heard a voice which was his manager and the manager started walking towards him he then said it stared to go dark and his legs started to give way but his manager caught him and took him to the staff room and sat him in a chair. He realised it was a panic attack and said that he needed to look after himself more.,9.12,5.67,6.96,4.88,-5.55,4.65,-1.65,3.25,2.54,0.13,3.07,-4.59,-1.63,5.83,0.41,-5.29,-1.79,0.69,1.55,1.43,-3.39,-1.72,0.02,-1.45,0.23,-0.84,1.62,2.77,-1.21,1.59,-1.24,-0.62,-5.39,-0.56,1.36,-0.07,0.47,1.32,2.08,9.2,3.13,-2.37,-0.02,-1.96,0.39,-1.26,-2.0,-0.46,-1.54,1.2,-0.15,-1.68,-0.04,0.82,1.45,-0.78
606dea112436631b694c56ad,28.75,0.05,"The man had been working at the warehouse, stacking boxes, he started feeling pain in his chest and he heard the manager's voice walking towards him because he could see that something was wrong with him, his world started going dark but the manager caught him before he collapsed on the floor. The manager took him to his office and gave him cold water while asking what was wrong. The man realized that he had a panic attack and the situation would have been a lot worse if the manager did not intervene. He then realized that he should eat more and check in more with himself.",7.12,5.3,5.13,5.36,-2.83,3.56,-0.85,-0.05,0.16,0.28,-1.11,-3.72,-0.7,3.49,1.61,-1.02,-0.91,0.08,-0.7,2.0,-0.82,-1.95,-0.38,0.32,0.52,-0.32,-0.16,4.07,-0.44,0.63,-1.34,-0.17,-4.18,0.14,-0.13,4.63,-0.62,1.19,1.33,1.3,-0.03,-1.3,0.01,5.26,-1.39,-0.32,-0.99,0.21,-1.32,1.7,0.2,-3.45,1.36,4.17,-1.03,-0.15
5ef630007a4f7c2e550ef111,28.92,0.06,"One day I was at work, in a warehouse, taking care of boxes, when I began feeling unwell. I felt lightheaded and my chest tightened, I felt dizzy and began seeing spots. My manager called out to me and managed to catch me before I collapsed. He took me to the staff room, began asking questions and gave me a glass of water. After a while, I felt better. It turned out I had suffered from a panic attack. The whole experience taught me to check on myself better.",12.66,4.02,4.09,3.8,-3.61,1.0,-2.4,1.14,1.46,-2.66,-1.87,-2.19,-1.6,2.72,0.07,-2.3,-0.59,0.1,-1.97,5.71,-0.55,-1.89,0.18,-0.03,1.05,-0.05,-1.08,2.84,-0.37,1.91,-0.33,-0.45,-5.4,0.37,-2.57,-2.49,-0.38,0.63,1.39,10.24,0.97,0.41,1.02,1.82,-1.47,0.85,-0.53,0.81,0.16,0.92,0.81,-0.26,-0.37,5.58,-1.2,-1.2
