,summary,total,len,rate,keypoints_id
94,I was working on the warehouse floor doing my usual job.|I started feeling lightheaded and chalked it up to hunger.|I felt chest tightness and pressure getting stronger.|I leaned against a wall and felt my heart pounding.|I saw spots and sweated as I struggled to breathe.|The manager noticed me and rushed to help as I collapsed.|I learned it was a panic attack and to take care of myself.,73.02,390,0.19,7_2
97,I was working in the warehouse stocking boxes.|I felt lightheaded due to not eating that day.|I experienced tightness and pressure in my chest.|I leaned against a wall but the pressure increased.|I saw spots and couldn't catch my breath.|The manager saw me and walked toward me.|I was having a panic attack and the manager helped me.|I learned to check on myself and ensure proper rest and food.,84.23,395,0.21,8_2
2,I was working on the warehouse floor.|I felt lightheaded due to hunger.|I experienced a tightness in my chest.|I started seeing spots and sweating.|I struggled to catch my breath.|I heard the manager calling out to me.|I tried to respond but couldn't speak.|The manager caught me as I collapsed.|He helped me by giving me water and rest.|I realized I had a panic attack and needed to care for myself better.,81.49,407,0.2,10_3
101,I was working in the warehouse.|I felt lightheaded and thought I was hungry.|I felt tightness and pressure in my chest.|I leaned against a wall as the pressure grew stronger.|I started sweating and couldn't catch my breath.|I heard the manager call out to me.|I couldn't respond and felt my world going dark.|The manager caught me before I fell.|I learned to take care of myself to prevent future panic attacks.,76.64,411,0.19,9_3
0,"I was working in the warehouse, stocking boxes.|I felt lightheaded and thought it was hunger.|I felt tightness and pressure in my chest.|I leaned against the wall feeling worse.|I started sweating and seeing spots.|I couldn't catch my breath and got scared.|I heard the manager calling out to me.|I tried to respond but couldn't speak.|The manager caught me as I was falling.|The manager helped me during a panic attack.",83.27,420,0.2,10_1
96,"I was working on the warehouse floor, stocking boxes.|I began to feel lightheaded and blamed it on hunger.|I felt pressure in my chest while returning items.|Sweat dripped down as I struggled to breathe.|The manager saw me and called out to check on me.|I couldn't respond but the manager reached me in time.|The manager took me to the staff room to rest.|I realized I had a panic attack and learned to care for myself better.",85.48,426,0.2,8_1
12,I was working in the warehouse.|I felt lightheaded while working.|I thought I was just hungry.|I felt tightness in my chest.|I leaned against a wall.|The pressure in my chest increased.|I began to sweat and see spots.|I couldn't catch my breath.|I was scared and confused.|The manager noticed I was in trouble.|I tried to respond but couldn't.|The manager caught me as I fell.|He helped me to the staff room.|I learned the importance of self-care.,77.4,447,0.17,14_1
7,"I was working on the warehouse floor.|I had been feeling lightheaded all day.|I felt pressure in my chest suddenly.|I leaned against a wall, feeling worse.|I was sweating and seeing spots suddenly.|I heard the manager calling out to me.|I tried to yell back but couldn't speak.|I started to drop to the ground then.|The manager caught me before I collapsed.|He brought me to the staff room to rest.|I realized I had a panic attack.|I learned to check in and take care.",81.41,468,0.17,12_2
8,I was working in the warehouse stocking boxes.|I felt lightheaded due to not eating.|I felt a tightness and pressure in my chest.|I leaned against a wall trying to recover.|I started seeing spots and sweating.|I couldn't catch my breath and panicked.|I was scared and unsure what to do.|I heard the manager calling out.|I tried to respond but had no voice.|The manager reached me as I collapsed.|He gave me water and told me to rest.|I had a panic attack but learned to self-care.,100.62,480,0.21,12_3
10,I was working on the warehouse floor.|I had been working for a few hours.|I felt lightheaded but blamed hunger.|I felt tightness and pressure in my chest.|I leaned against a wall for support.|Pressure increased and heart pounded.|I started sweating and seeing spots.|I struggled to catch my breath.|The manager noticed and called out.|I tried to respond but couldn't speak.|The manager reached me as I collapsed.|He gave me water and helped me rest.|I learned to check in with myself.,84.22,484,0.17,13_2
5,I was at work in the warehouse.|I felt lightheaded and assumed I was hungry.|I felt tightness and pressure in my chest.|I leaned against the wall for support.|I saw spots and sweat dripped down my forehead.|I tried to breathe deeply but couldn't catch my breath.|I heard the manager calling out to me.|I couldn't yell back or find my voice.|I started to drop but the manager caught me.|The manager gave me water and I rested.|I realized I had a panic attack and learned to care for myself.,87.46,489,0.18,11_3
6,I was working in the warehouse.|I felt lightheaded but blamed hunger.|I felt tightness and pressure in my chest.|I leaned against a wall as it got stronger.|I saw spots and sweated heavily.|I tried deep breaths but struggled.|I heard the manager's voice calling me.|I couldn’t speak but the manager approached.|I started to fall but the manager caught me.|The manager took me to the staff room.|He gave me water and told me to rest.|I realized I had a panic attack and learned to care for myself.,98.22,496,0.2,12_1
3,"I was at work doing my usual job.|I was feeling lightheaded and chalked it up to hunger.|I felt a strange tightness and pressure in my chest.|I leaned against a wall, but the pressure increased.|I started seeing spots and sweating a lot.|I tried to breathe deeply but couldn't catch my breath.|I heard my manager calling out to me.|I couldn't respond as my world was going dark.|I started to drop, but my manager caught me.|The manager gave me water and helped me rest.|I learned I was having a panic attack.",93.52,508,0.18,11_1
1,I was working on the warehouse floor.|I began to feel lightheaded and attributed it to hunger.|I felt tightness and pressure in my chest while working.|I leaned against a wall as the pressure increased.|I experienced spots in my vision and sweating.|I struggled to breathe and felt scared.|The manager saw me and called out to check on me.|I tried to respond but couldn't speak and started collapsing.|The manager caught me and took me to the staff room.|I felt better with rest and learned to care for myself.,102.24,510,0.2,10_2
23,I was working in the warehouse.|I had been feeling strange and lightheaded.|I thought it was because I hadn't eaten.|I felt a tightness in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots.|I was sweating a lot.|I couldn't catch my breath.|I was very scared and panicked.|I heard my manager call out to me.|I couldn't yell back for help.|The manager came to check on me.|I nearly collapsed but was caught.|I was taken to the staff room to rest.|I learned it was a panic attack.,97.32,558,0.17,17_3
15,I was at work doing my usual job.|I was stocking boxes and organizing merchandise.|I felt lightheaded due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|My heart was pounding hard.|I started seeing spots and sweating.|I struggled to catch my breath.|I heard the manager's voice calling me.|I couldn't respond due to my condition.|The manager walked towards me.|I nearly collapsed but the manager caught me.|I was taken to the staff room to rest.|I realized I experienced a panic attack.,110.25,565,0.2,15_1
34,I was at work on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I felt a bit lightheaded.|I thought I was hungry.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I had sweat dripping down.|I couldn't catch my breath.|I was scared and unsure.|I heard the manager's voice.|I tried to yell for help.|I couldn't find my voice.|I felt my world going dark.|The manager caught me.|He took me to the staff room.|He got me cold water.|I learned to check in with myself.,119.4,570,0.21,21_2
27,"I was at work one day.|I was working on the warehouse floor.|I had been working for a few hours.|I felt strange and lightheaded.|I thought it was because I hadn't eaten.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I saw spots and sweat dripped.|I couldn't catch my breath.|I heard a voice across the warehouse.|The manager saw me and called out.|I couldn't yell back.|The manager walked towards me.|I started to fall, but he caught me.|He took me to the staff room.|He gave me water and rest.|I learned to rest and eat properly.",131.55,592,0.22,19_1
22,I was at work doing my usual job.|I was working on the warehouse floor.|I had been working for a few hours.|I felt strange and lightheaded.|I assumed it was due to hunger.|I felt tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|I felt my heart pounding in my chest.|I saw spots and was sweating.|I tried to breathe deeply but couldn't.|I heard the manager's voice calling me.|I couldn't yell back to the manager.|I started to drop to the ground.|The manager caught me just in time.|He gave me water and told me to rest.|I learned to check in with myself.,122.93,605,0.2,17_2
11,I was working on the warehouse floor.|I felt lightheaded and thought I was hungry.|I felt a strange tightness and pressure in my chest.|I leaned against a wall but the pressure got stronger.|I saw spots and sweat dripped down my forehead.|I tried to breathe deeply but couldn't catch my breath.|I heard the manager calling out to me.|I couldn't yell back because I lost my voice.|The manager walked towards me.|I started to drop but the manager caught me.|The manager took me to the staff room.|I slowly felt better after resting and drinking water.|I learned to check in with myself and avoid panic attacks.,110.73,608,0.18,13_3
41,I was at work one day.|I was doing my usual job.|I was working in the warehouse.|I was stocking boxes.|I was organizing merchandise.|I worked for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I thought I was just hungry.|I started feeling chest tightness.|I leaned against a wall.|I felt my heart pounding.|I saw spots and felt sweaty.|I struggled to catch my breath.|I was really scared.|I heard the manager call out.|I couldn't find my voice.|The manager walked towards me.|I dropped to the ground.|The manager caught me.|He gave me water and rest.|I was having a panic attack.,128.84,609,0.21,23_3
24,I was at work stocking boxes.|I was feeling lightheaded from hunger.|I felt tightness in my chest.|I leaned against the wall but felt worse.|My heart was pounding hard.|I saw spots and started sweating.|I couldn't catch my breath.|I was very scared and confused.|The manager noticed I was unwell.|I tried to yell for help but failed.|The manager approached me quickly.|I started to faint as he reached me.|The manager caught me before I fell.|He took me to the staff room.|He gave me a chair and water.|I rested and felt better after a while.|I realized I had a panic attack.|I learned to care for myself better.,98.37,612,0.16,18_1
14,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I started feeling lightheaded after a few hours.|I thought the feeling was due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure grew stronger and I felt my heart pounding.|I started seeing spots and sweating.|I tried to breathe but couldn't catch my breath.|I heard the manager calling out to me.|I couldn't yell back because I lost my voice.|I began to fall but the manager caught me.|The manager took me to the staff room to rest.|I realized I had a panic attack and learned to take better care of myself.,111.67,639,0.17,14_3
43,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|I was feeling lightheaded.|I thought I was hungry.|I felt tightness in my chest.|I leaned against a nearby wall.|The pressure in my chest increased.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I couldn't catch my breath.|I was scared.|I heard the manager calling.|I tried to yell back.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|He got me cold water.|I had a panic attack.,134.74,655,0.21,24_2
9,I was at work doing my usual job.|I had been working for a few hours and it was getting late.|I felt lightheaded and thought I was just hungry.|I felt a tightness and pressure in my chest.|I stopped working and leaned against a wall.|The pressure grew stronger and I felt my heart pounding.|I started seeing spots and sweating a lot.|I tried to breathe deeply but couldn't catch my breath.|I heard my manager call out to me from across the warehouse.|I tried to respond but couldn't find my voice.|I started to collapse but the manager caught me.|He took me to the staff room and gave me water.|I learned it was a panic attack and to take better care of myself.,124.0,661,0.19,13_1
33,I was at work on the warehouse floor.|I was stocking and organizing merchandise.|I felt lightheaded and strange.|I thought the feeling was from hunger.|I felt tightness and pressure in my chest.|I leaned against a wall.|The pressure increased.|I felt my heart pounding.|I saw spots and started sweating.|I tried to breathe deeply.|I couldn't catch my breath.|I felt scared and confused.|I heard the manager's voice.|The manager called out to check on me.|I tried to respond but couldn't speak.|The manager walked towards me.|I started to collapse.|The manager caught me.|He took me to the staff room.|He gave me water and told me to rest.|I realized I had a panic attack.,130.53,671,0.19,21_1
37,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I stocked boxes and organized merchandise.|I had been working for a few hours.|I was feeling a bit lightheaded.|I chalked it up to hunger.|I felt a tightness in my chest.|I leaned against a wall.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping down.|I couldn't catch my breath.|I was scared and didn't know what to do.|I heard a voice across the warehouse.|The manager had noticed me.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|I learned to check in with myself.,151.93,673,0.23,22_2
31,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt a bit strange and lightheaded.|I thought it was because I hadn't eaten.|I felt a tightness and pressure in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I saw spots and felt sweat dripping.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|I heard a voice from across the warehouse.|The manager called out to me.|I couldn't find my voice.|The manager caught me before I fell.|He took me to the staff room.|I learned the importance of rest and eating.,149.23,674,0.22,20_2
19,I was at work doing my usual job.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I started feeling lightheaded but blamed hunger.|I felt a tightness and pressure in my chest.|I leaned against a wall for support.|The pressure in my chest grew stronger.|I saw spots and started sweating.|I couldn't catch my breath and felt scared.|The manager saw me and called out.|I tried to respond but couldn't find my voice.|The manager walked over as I started to collapse.|He caught me and took me to the staff room.|He asked questions and gave me water.|The pressure eased and I felt better.|I learned to rest and eat properly to avoid panic attacks.,132.27,678,0.2,16_2
20,"I was at work one day.|I was doing my usual job stocking boxes.|I felt lightheaded and chalked it up to hunger.|I started feeling chest tightness and pressure.|I stopped and leaned against a wall.|The pressure got stronger, and my heart pounded.|I saw spots and sweated profusely.|I tried deep breaths but couldn't catch my breath.|I was scared and unsure of what to do.|I heard my manager call out to me.|I couldn't yell back as my voice didn't work.|The manager walked towards me as I went dark.|I started to drop, but the manager caught me.|He took me to the staff room to sit and rest.|He gave me water, and the chest pressure eased.|I learned to check on myself to prevent episodes.",134.02,687,0.2,16_3
42,I was at work one day.|I worked on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for hours.|I felt strange and lightheaded.|I chalked it up to hunger.|I had not eaten that day.|I felt a tightness in my chest.|I leaned against a nearby wall.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I tried to breathe deeply.|I was really scared.|I heard a voice across the warehouse.|The manager called out to me.|I tried to yell back.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He helped me to the staff room.|I had a panic attack.,143.92,694,0.21,24_1
29,I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I felt strange and lightheaded.|I assumed I was hungry because I hadn't eaten.|I felt tightness and pressure in my chest.|I leaned against a wall for support.|The pressure in my chest increased.|My heart was pounding in my chest.|I saw spots and started sweating.|I struggled to catch my breath.|I heard the manager call out to me.|I couldn't yell back to the manager.|The manager walked towards me.|My legs started to give out.|The manager caught me just in time.|He took me to the staff room.|He asked questions and gave me water.|The pressure eased after a few minutes.|I learned to rest and eat properly.,139.74,695,0.2,19_3
17,I was at work stocking boxes in the warehouse.|I felt lightheaded and hungry but continued working.|I experienced tightness and pressure in my chest.|I leaned against a wall as the pressure increased.|My heart was pounding and I saw spots.|Sweat dripped down my forehead and arms.|I struggled to catch my breath and felt scared.|I heard the manager's voice calling to me.|I tried to yell back but couldn't speak.|The manager walked towards me as I felt faint.|I started to fall but the manager caught me.|The manager took me to the staff room for rest.|He gave me water and asked what was wrong.|I gradually felt better and learned it was a panic attack.|The episode taught me to rest and eat properly.,123.11,702,0.18,15_3
49,I was at work one day.|I was stocking boxes in the warehouse.|I had been working for a few hours.|It was getting late.|I felt lightheaded.|I thought I was hungry.|I felt tightness in my chest.|I leaned against the wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I tried deep breaths.|I couldn't catch my breath.|I was scared.|I heard a voice across the warehouse.|The manager saw me.|I couldn't yell back.|The manager walked towards me.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He got me a glass of cold water.|I started to feel better.|I had a panic attack.|I learned to check in with myself.,137.69,713,0.19,26_2
39,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt strange and lightheaded.|I thought it was because I was hungry.|I felt pressure in my chest.|I leaned against the wall to rest.|The pressure got stronger.|My heart was pounding.|I saw spots and felt sweaty.|I couldn't catch my breath.|I was scared and confused.|My manager called out to me.|I tried to respond but couldn't.|The manager walked towards me.|I started to collapse.|The manager caught me.|He took me to the staff room.|He gave me a chair and cold water.|I felt better after resting.|I had a panic attack.|The manager's quick action helped me.|I learned to check in with myself.,125.55,713,0.18,23_1
30,I was at work one day.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt a bit strange and lightheaded.|I thought the feeling was due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall but felt worse.|I noticed my heart pounding.|I began seeing spots and sweating.|I tried to breathe but struggled.|I felt really scared and unsure.|I heard the manager call out to me.|I tried to respond but couldn't.|The manager walked towards me.|I started to collapse but was caught.|The manager took me to the staff room.|He gave me water and told me to rest.|I found out I had a panic attack.|The manager's help was crucial.,143.28,719,0.2,20_1
52,I was at work one day.|I was doing my usual job.|I worked on the warehouse floor.|I stocked boxes and organized merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I was a bit lightheaded.|I chalked it up to hunger.|I had not eaten yet that day.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|My heart was pounding.|I started seeing spots.|I was sweating a lot.|I couldn't catch my breath.|I heard the manager's voice.|The manager called out to me.|I couldn't find my voice.|The manager walked towards me.|I started to drop.|The manager caught me.|He took me to the staff room.|He gave me cold water.|The pressure eased up.|I learned to check in with myself.,149.7,733,0.2,27_2
21,I was at work doing my usual job.|I was working on the warehouse floor.|I had been feeling a bit strange and lightheaded.|I thought it was due to hunger and not eating.|I started feeling tightness and pressure in my chest.|I leaned against a wall hoping it would help.|The pressure in my chest became stronger.|I could feel my heart pounding hard.|I started seeing spots and sweating heavily.|I couldn't catch my breath and became scared.|The manager noticed me and called out to me.|I tried to respond but couldn't speak.|The manager walked towards me to help.|I began to drop to the ground from weakness.|The manager caught me and helped me up.|He got me a glass of cold water to drink.|I learned to check in with myself regularly.,110.17,733,0.15,17_1
18,"I was at work on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I felt lightheaded and thought it was hunger.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger, and my heart pounded.|I started seeing spots and sweating.|I couldn't catch my breath and felt scared.|The manager called out to me from across the warehouse.|I tried to yell back but couldn't find my voice.|The manager walked towards me as I started to collapse.|The manager caught me before I fell to the ground.|He took me to the staff room and gave me water.|After resting, the pressure in my chest eased.|I learned to check in with myself and avoid episodes.",138.93,741,0.19,16_1
54,I was at work one day.|I was doing my usual job.|I was working on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I was feeling a bit lightheaded.|I thought it was hunger.|I hadn't eaten yet that day.|I felt tightness in my chest.|I leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|Sweat dripped down my forehead.|I couldn't catch my breath.|I was scared.|The manager noticed me.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|He asked me what was wrong.|He got me a glass of water.|The pressure eased up.,158.98,756,0.21,28_1
13,"I was at work one day stocking boxes in the warehouse.|I had been working for a few hours and it was getting late.|I was feeling lightheaded and chalked it up to hunger.|I felt a strange tightness and pressure in my chest.|I leaned against a wall, but the pressure got stronger.|I could feel my heart pounding in my chest.|I started seeing spots and felt sweat dripping.|I tried deep breaths but couldn't catch my breath.|I felt scared and didn't know what to do.|I heard the manager call out to me from across the warehouse.|I couldn't find my voice to yell back to the manager.|The manager caught me as I started to drop to the ground.|He took me to the staff room and gave me cold water.|I learned the importance of rest and eating to avoid panic attacks.",140.52,758,0.19,14_2
28,I was at work doing my usual job.|I was working on the warehouse floor.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I started feeling strange and lightheaded.|I thought my feeling was due to hunger.|I noticed a tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|I felt my heart pounding in my chest.|I saw spots and started sweating.|I tried to catch my breath without success.|I was scared and didn't know what to do.|I heard a voice from across the warehouse.|The manager noticed me and called out.|I couldn't yell back because I lost my voice.|The manager caught me as I was about to fall.|The manager took me to the staff room.|I learned to rest and eat to prevent episodes.,163.66,776,0.21,19_2
25,I was at work doing my usual job.|I had been working for a few hours.|I started feeling lightheaded and strange.|I thought it was from not eating.|I felt a tightness and pressure in my chest.|I stopped and leaned against a wall.|The pressure got stronger and my heart pounded.|I started seeing spots and sweating.|I tried deep breathing but couldn't catch my breath.|I felt really scared and unsure what to do.|The manager called out to me from across the warehouse.|I tried to yell back but couldn't find my voice.|The manager walked towards me as my world went dark.|I started to drop to the ground.|The manager caught me before I fell.|He took me to the staff room to rest.|The pressure in my chest eased after some rest.|I learned to check in with myself to avoid episodes.,144.76,777,0.19,18_2
35,I was at work in the warehouse.|I was stocking boxes and organizing merchandise.|I had been working for a few hours.|I was feeling a bit strange and lightheaded.|I thought it was because I hadn't eaten.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|My heart was pounding in my chest.|I started seeing spots and sweating.|I tried taking deep breaths.|I felt scared and unsure of what to do.|The manager saw me and called out.|I couldn't respond to the manager.|The manager walked towards me.|I started to drop to the ground.|The manager caught me before I fell.|He took me to the staff room.|He asked me questions and gave me water.|I started to feel better after resting.|I learned the importance of self-care.,143.75,779,0.18,21_3
56,I was at work one day.|I was doing my usual job.|I worked on the warehouse floor.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I attributed it to hunger.|I hadn't eaten yet that day.|I felt tightness in my chest.|I stopped what I was doing.|I leaned against a wall.|The pressure got stronger.|My heart was pounding.|I saw spots.|Sweat dripped down my forehead.|I tried to take deep breaths.|I was really scared.|I heard a voice from across the warehouse.|The manager called out to me.|I couldn't find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|The experience taught me to check in with myself.,162.54,783,0.21,28_3
32,I was working in the warehouse.|I was stocking boxes and organizing merchandise.|I felt lightheaded after working for a few hours.|I thought the lightheadedness was due to hunger.|I felt tightness and pressure in my chest.|I leaned against a wall to rest.|The pressure in my chest got stronger.|I felt my heart pounding.|I started seeing spots and sweating.|I couldn't catch my breath.|I heard the manager's voice across the warehouse.|The manager checked if I was alright.|I couldn't yell back or find my voice.|The manager walked towards me.|I started to drop to the ground.|The manager caught me before I fell.|The manager took me to the staff room.|The manager asked what was wrong and got me water.|I realized I had a panic attack.|I learned to check in with myself to prevent episodes.,134.36,791,0.17,20_3
65,I was at work one day.|I was doing my usual job.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I chalked it up to hunger.|I had not eaten yet that day.|I felt a tightness in my chest.|I leaned against a nearby wall.|The pressure got stronger.|I felt my heart pounding.|I saw spots.|I felt sweat dripping.|I couldn't catch my breath.|I was really scared.|I heard a voice across the warehouse.|It was the manager.|Someone noticed me.|I couldn't find my voice.|My world was going dark.|I started to drop to the ground.|The manager caught me.|He took me to the staff room.|He sat me in a chair.|He asked me questions.|He got me a glass of water.|He told me to rest.|I learned to check in with myself.,173.24,801,0.22,31_3
59,I was at work one day.|I was doing my usual job.|I was stocking boxes.|I was organizing merchandise.|I had been working for a few hours.|It was getting late.|I felt a bit strange.|I felt lightheaded.|I thought it was hunger.|I started feeling tightness in my chest.|I stopped and leaned against a wall.|The pressure got stronger.|I felt my heart pounding.|I started seeing spots.|I felt sweat dripping.|I tried to take deep breaths.|I couldn't catch my breath.|I was really scared.|The manager saw me.|I tried to yell but couldn’t.|The manager walked towards me.|My world started going dark.|I started to drop to the ground.|The manager caught me in time.|He took me to the staff room.|He asked me what was wrong.|He gave me a glass of water.|I started to feel better.|I learned to check in with myself.,155.31,803,0.19,29_3
