,summary,rephrased_summary,total,len,rate,suffix
15,I was going to a church league softball game.|The games were scheduled at Homestead High School.|I was driving on Twenty-four and preparing to turn.|A man in his fifties blocked the lane on Twenty-four.|I rushed to get ahead of him.|The man was sitting in the middle of the highway.|We crossed when the traffic cleared.|The man followed us up a hill.|Lisa noticed he was tailgating us.|He was weaving and couldn't stay in one lane.|I thought he might be drunk or sick.|I decided to find out at the stop sign.|A sheriff's car was across the road at the stop.|I informed the deputy about the man's driving problem.|The man reversed when he saw me talk to police.,"I was on my way to a church league softball match at Homestead High School. While driving along Highway Twenty-four, I was getting ready to make a turn when I encountered a middle-aged man obstructing the traffic flow on the road. In an attempt to bypass him, I hurriedly moved ahead. This individual was idling on the highway, but eventually, we both proceeded once the way was clear. As we ascended a hill, the man began to closely follow my vehicle. Lisa pointed out his tailgating behavior. His erratic driving, marked by an inability to maintain a single lane, led me to suspect he might be under the influence or unwell. I planned to investigate further at an upcoming stop sign. Coincidentally, a sheriff's patrol car was stationed across the street at that junction. I took the opportunity to alert the deputy to the man's erratic driving. Upon noticing my interaction with the law enforcement, the man quickly put his vehicle in reverse.",212.15,660,0.32,15_1.json
16,I was going to a church league softball game.|The game was at Homestead High School.|I was driving on Twenty-four.|A man was blocking the lane on Twenty-four.|I thought he was being reckless.|I managed to get ahead of him.|He was blocking traffic on the highway.|He started following us closely.|Lisa noticed he was close behind us.|He was weaving and seemed drunk.|I considered he might have a health issue.|I decided to stop and address it.|I saw a sheriff’s car at the stop sign.|I reported the man to the deputy.|The deputies pursued the man.,"I was on my way to a church league softball match at Homestead High School. While driving along Route 24, I encountered a man obstructing the roadway. His actions appeared to be quite careless. Eventually, I managed to overtake him, despite his interference with the flow of traffic on the highway. Soon after, Lisa pointed out that he was tailgating us. His erratic swerving led me to suspect he was intoxicated, though I also considered the possibility of a medical emergency. Opting to deal with the situation, I pulled over when I spotted a sheriff's patrol car at a junction. I informed the officer about the man's behavior. The sheriff's deputies then set off in pursuit of the individual.",158.68,546,0.29,15_2.json
17,I was going to a church league softball game.|The games were at Homestead High School.|I was turning at Ranch Eggs on Twenty-four.|A man in his fifties blocked my lane.|I hurried and got into the lane first.|The man blocked Twenty-four completely.|We crossed the road and headed to the diamond.|The man followed us closely up a hill.|Lisa noticed he was right on our tail.|The man weaved and couldn't stay in his lane.|I thought he might be drunk or ill.|I decided to check on him at the stop sign.|I waved a nearby sheriff's car over.|The man reversed and avoided police.|The police followed him as he drove slowly.,"I was on my way to a church league softball match at Homestead High School. As I made my turn at Ranch Eggs on Route 24, a man in his fifties obstructed my path. I quickly maneuvered into the lane ahead of him. However, he proceeded to block the entire road on Route 24. We continued on our way to the field, but the man tailed us closely as we ascended a hill. Lisa observed that he was uncomfortably close behind us. His driving was erratic, swerving and unable to maintain his lane, leading me to suspect he was either intoxicated or unwell. At the stop sign, I planned to check on him. Spotting a sheriff's patrol car nearby, I signaled for their attention. The man, noticing the police, put his car in reverse to evade them, but the officers pursued him as he drove off at a reduced speed.",230.51,616,0.37,15_3.json
18,I was going to a church league softball game.|The games were scheduled at Homestead High School.|I was turning onto Twenty-four near Ranch Eggs.|A man in his fifties was blocking the lane.|I managed to get ahead of the man.|The man blocked the highway behind us.|We continued towards the diamond on Aboite Center.|The man was following closely behind us.|Lisa noticed the man was right on my tail.|The man was weaving and couldn't stay in his lane.|I suspected the man was drunk.|I considered approaching the man at the stop sign.|I saw a sheriff's car across the road.|I informed the deputy about the man's driving.|The man started reversing away from the cops.|The cops followed him as he drove slowly.,"I was on my way to a church league softball match at Homestead High School. As I made my turn onto Twenty-four near Ranch Eggs, I encountered a man in his fifties obstructing the traffic. I successfully navigated past him, but he proceeded to block the road for others. We pressed on towards the softball field on Aboite Center, with the man tailgating us closely. Lisa observed that he was right behind us, swerving and unable to maintain his lane, which led me to suspect he was intoxicated. I contemplated confronting him at the next stop sign, but then I noticed a sheriff's patrol car on the opposite side of the street. I quickly alerted the officer to the man's erratic driving. In response, the man began to reverse, attempting to evade the police, but they pursued him as he retreated at a slow pace.",248.94,704,0.35,16_1.json
19,I was driving to a church league softball game.|The game was at the Homestead High School diamond.|I was on Twenty-four getting ready to turn at Ranch Eggs.|A man in his fifties was blocking the lane.|I hurried to get in ahead of him.|The man was blocking the middle of the highway.|We continued towards the diamond while he followed us.|Lisa noticed he was right on my tail.|I was worried he might hit us.|The man was weaving side to side.|I suspected he might be drunk.|I considered checking on him in case he was sick.|I didn't want to get involved but decided to help.|We stopped at a sign and saw a sheriff's car.|I informed the deputy about the man's driving.|The man reversed when he saw me talk to the police.,"En route to a church league softball match, I was headed for the diamond at Homestead High School. As I approached the turn near Ranch Eggs on Route Twenty-four, I encountered a man in his fifties obstructing the traffic flow. I managed to maneuver in front of him, despite him occupying the center of the highway. As we made our way to the game, he persistently tailed us, with Lisa pointing out his close proximity to our vehicle. Anxiety set in as I feared a collision due to his erratic swerving, leading me to suspect intoxication. Although hesitant, I contemplated offering assistance in case he was in distress. Ultimately, I chose to intervene. Upon halting at a traffic sign, we spotted a patrol car belonging to the sheriff's department. I seized the opportunity to alert the deputy to the man's erratic behavior. Noticing our interaction with law enforcement, the man began to back his vehicle away.",235.54,717,0.33,16_2.json
20,"I was going to a church league softball game a month ago.|The game was scheduled at Homestead High School.|I was driving on Twenty-four, preparing to turn at Ranch Eggs.|A man in his fifties started to block the lane on Twenty-four.|I managed to get ahead of him before he fully blocked the road.|We continued towards the diamond, located a mile or two away.|The man was following us closely on the road.|Lisa, who was with me, noticed the man was tailgating us.|I worried he might be drunk and considered my options.|I thought he could also be sick, like having a heart attack.|I decided to address the situation at the next stop sign.|I noticed a sheriff's car across the road at the stop sign.|I signaled the deputy and informed him about the man's driving.|The man stopped far from the intersection when I spoke to the deputy.|He backed up when the cops approached but was eventually followed.|The man's slow and careful driving amused me.","A month ago, I was en route to a church league softball match at Homestead High School. As I navigated Route Twenty-four, about to make a turn near Ranch Eggs, a man in his mid-fifties began to impede the traffic flow on the road. I successfully maneuvered around him before he could completely obstruct the path. We proceeded toward the playing field, which was a short journey of one to two miles ahead. The man persisted in following us, maintaining a close distance behind our vehicle. Lisa, my companion, pointed out that he was driving too close for comfort. Concerned that he might be inebriated, I contemplated what to do next. Another possibility crossed my mind; he might be experiencing a medical emergency, such as a heart attack. I resolved to deal with the issue when we reached the upcoming stop sign. At the intersection, I spotted a sheriff's patrol car. I quickly alerted the officer to the erratic behavior of the man behind us. As I engaged with the deputy, the man halted his vehicle a good distance from the crossroads. He began to reverse as the officers started to approach, but they pursued him nonetheless. The man's overly cautious driving thereafter struck me as rather humorous.",301.57,943,0.32,16_3.json
21,"We were going to a church league softball game at Homestead High School.|I was driving on Twenty-four and ready to turn at Ranch Eggs.|A middle-aged guy started creeping onto Twenty-four blocking my lane.|I hurried and got ahead of the guy in the lane.|The guy stayed in the middle of the highway blocking traffic.|We continued towards the diamond about one to two miles away.|The guy started following us, driving close behind.|Lisa noticed the guy was right on my tail.|I kept an eye on him to avoid any collision.|He was weaving back and forth, unable to stay in one lane.|I worried he might be drunk or having a medical emergency.|I decided to address the situation at the next stop sign.|We reached a stop sign and I saw a sheriff's car on the road.|I signaled the deputy about the guy following us.|I informed the deputy the guy might be sick or drunk.|The guy reversed and backed up when he saw the police.|The police followed him and he drove slowly away.","We were en route to a softball match for the church league at Homestead High School. As I navigated along Route 24, preparing to make a turn near Ranch Eggs, a man in his middle years began to inch forward onto the road, obstructing my path. I quickly maneuvered past him to reclaim my spot in the traffic flow. Despite this, he persisted in obstructing the highway, causing a disruption. We pressed on, with the baseball field roughly a mile or two in the distance. Suddenly, the man took up pursuit, tailgating us closely. Lisa pointed out his proximity to our vehicle. I remained vigilant, watching his erratic movements as he swayed between lanes, raising concerns that he might be intoxicated or suffering a health crisis. I planned to confront the issue at the upcoming stop sign. Upon arriving, I noticed a patrol car nearby. I gestured to the officer, alerting him to the man tailing us and suggesting he could be unwell or under the influence. The man, upon noticing the law enforcement presence, shifted into reverse and retreated. The officer then proceeded to follow him as he drove off at a reduced speed.",247.97,963,0.26,17_1.json
22,I went to a church league softball game.|The game was scheduled at Homestead High School.|I drove up Twenty-four past Ranch Eggs.|I prepared to turn with my signal on.|I noticed a middle-aged man blocking the lane.|He slowly moved towards my turn lane.|I hurried to merge ahead of him.|He blocked the highway while waiting.|We drove towards the diamond.|The man started tailgating us up a hill.|Lisa noticed he was practically bumper to bumper.|He weaved between lanes as if drunk.|I worried about drunk driving dangers.|I planned to confront him at the stop sign.|I noticed a sheriff's car at the stop.|I informed the deputy about the tailgater.|The man reversed and eventually drove off when spotted.,"I attended a softball match for the local church league, which took place at Homestead High School. My journey took me along Route Twenty-four, passing by Ranch Eggs. As I was about to make my turn, blinker flashing, I saw a man in his middle years obstructing the traffic. He edged into my turning lane at a sluggish pace. In an effort to get in front of him, I accelerated my merge. He caused a hold-up on the main road while he waited. As we proceeded towards the playing field, the man began to follow closely behind us, ascending a hill. Lisa pointed out his aggressive tailgating, his vehicle nearly touching ours. His erratic lane switching suggested he might be intoxicated. The potential hazards of impaired driving crossed my mind, and I resolved to address him at the next stop sign. However, upon reaching the stop, I saw a patrol car belonging to the sheriff's department. I quickly reported the aggressive driver to the officer. Upon realizing he had been noticed, the man backed up and then left the scene.",270.24,702,0.38,17_2.json
23,"We were going to a church league softball game.|The game was scheduled at Homestead High School.|I started to turn at Ranch Eggs on Twenty-four.|A guy was sitting on the right, coming onto Twenty-four.|He blocked the lane and headed for the same spot as me.|I hurried up and got in front of him.|He was sitting in the middle of the highway blocking Twenty-four.|We crossed when traffic cleared and headed to the diamond.|The guy followed us closely as we went up the hill.|Lisa pointed out that the guy was right on my tail.|The guy weaved back and forth, unable to stay in one lane.|I thought he might be drunk or having a heart attack.|I decided to approach him at the next stop sign.|We stopped opposite a sheriff's car at the stop sign.|I told the deputy the guy either seemed sick or drunk.|The guy backed up when he saw me talking to the police.|The police chased him, and he drove slowly and carefully.","Our destination was a church league softball match at Homestead High School. As I was making my turn near Ranch Eggs on Route Twenty-four, I noticed a man entering the roadway from the right, obstructing the lane as he aimed for the same direction I was heading. I accelerated to slip in ahead of him. He remained, obstructing the highway on Twenty-four. Once the road was clear, we proceeded towards the playing field, with the man tailgating us up the incline. Lisa remarked on how close he was to our vehicle. The man's erratic driving, swaying between lanes, led me to suspect he was either intoxicated or suffering a medical emergency. I planned to confront him at the upcoming stop. At the stop sign, we found ourselves opposite a patrol car. I informed the officer that the man appeared to be either unwell or under the influence. Noticing our interaction with law enforcement, the man reversed his vehicle. The deputy pursued him, and he began to drive with exaggerated caution.",272.9,909,0.3,17_3.json
24,I was going to a softball game with Lisa.|The game was at Homestead High School.|We were driving on Twenty-four.|I slowed down to make a turn at Ranch Eggs.|A man in his fifties was blocking my lane.|I hurried to get ahead of the man.|The man was blocking the middle of the highway.|We continued driving towards the diamond.|The man started following us closely.|Lisa pointed out he was right on my tail.|The man was weaving back and forth in the lane.|I thought he might be drunk or sick.|I decided to check his condition at a stop sign.|A sheriff's car was at the stop sign.|I informed the deputy about the man's behavior.|The man stopped and reversed when he saw me.|The cops began to follow him slowly.|I found the situation somewhat comical.,"Lisa and I were en route to a softball match at Homestead High School. We took route Twenty-four and as I decelerated to navigate a turn near Ranch Eggs, we encountered a middle-aged man obstructing our path. In an effort to bypass him, I accelerated, but he persisted, tailgating us closely. Lisa noticed his proximity, and we observed his erratic swerving, leading us to speculate that he might be inebriated or unwell. At an upcoming stop sign, where a sheriff's patrol car was stationed, I seized the opportunity to express our concerns about the man's erratic driving. Upon noticing my interaction with the deputy, the man abruptly reversed his vehicle, prompting the officers to commence a cautious pursuit. The unfolding events struck me as oddly amusing.",186.66,746,0.25,18_1.json
25,"I was going to a softball game about a month ago.|We were driving towards Homestead High School.|I saw a man blocking the lane on Twenty-four.|The man was creeping onto Twenty-four.|I hurried and got ahead of the man.|The man continued to block the highway.|We drove towards the diamond after the traffic cleared.|The man followed us closely as we drove.|Lisa noticed the man was tailgating us.|I watched the man weaving back and forth.|I thought the man might be drunk or sick.|I decided to find out the man's problem.|At a stop sign, I saw a sheriff's car.|I motioned the deputy to come over.|I informed the deputy about the man's problem.|The man reversed when he saw me with the police.|The police followed the man when he moved forward.|I found the situation comical but uncertain if the police stopped him.","About a month ago, I was en route to a softball match at Homestead High School. As we made our way there, I noticed an individual obstructing traffic on Route Twenty-four. This person was inching forward into the lane, so I quickly maneuvered past him. Despite this, he persisted in blocking the road. Once the congestion eased, we continued on to the playing field. The same individual seemed to be following us at a close distance. Lisa pointed out that he was riding our bumper. Observing his erratic driving, swaying from side to side, I suspected he might be under the influence or unwell. Curious about his condition, I decided to take action. Approaching a stop sign, I spotted a patrol car and gestured for the officer to approach. I relayed my concerns about the individual to the deputy. Upon noticing my interaction with law enforcement, the man put his car in reverse, but as he proceeded forward again, the deputy set off in pursuit. The whole episode struck me as amusing, though I was left wondering whether the police ultimately apprehended him.",237.41,812,0.29,18_2.json
