recall_id,recall_text,recall_len,max_clause_id,mbits_original_narrative,mbits_rephrased_narrative
19,"A guy and his friend, Lisa, were driving to a ball game. They were on Highway 24. While on the highway, a guy pulls out in front of them. He completely blocks the highway. The driver manages to get around him. Lisa says he is right on their tail. The driver sees that he is driving erratically. They are near ""Ranch Eggs"" when the driver sees a stop sign ahead. He sees that there is a cop car ahead. He figures he will get the attention of the cop. He is concerned that the driver might be drunk. He is concerned that this is everyone's responsibility to take action. He really didn't want to get involved. He decided he was going to anyway. He thought maybe the driver was drunk or sick. He thought perhaps he was having a heart attack. He didn't want to hear on the news that a person died of a heart attack. He didn't want to hear that he did nothing. He calls the cop over to his car. He tells him the other driver has a problem. He tells him the other driver could be drunk or sick. The other driver had stopped a ways back from the car. The cops approach the other car. The guy does a u-turn. The guy drives cautiously away. The police followed. The guy didn't know if he was ever caught. The guy found the whole thing funny.",1232,28,107.79,147.23
21,"They were on their way to a church baseball game at diamond. A car was blocking the road. People had to go around the car. When they finally got to go around the car, the car that was blocking the road started following them. They were riding the car's butt. [They were] swerving all over the road. The driver thought that maybe the other driver was drunk. [The driver thought that] something bad was happening like him having a heart attack. The driver decided that at the stop sign he was going to get out. [The driver decided] to see what the other driver's problem was. When he got to the stop sign, he noticed a police officer. [He] waved him over. He told the cop that the car behind him was either drunk. [He told the cop that] something was wrong with him. The other driver then started to back away. [The other driver] tried to get away from the cops.",860,18,43.34,78.87
22,"Driver with Melanie was driving on a highway, somewhere near twenty four when a guy was blocking the highway, he then proceeded to follow them and driver was concerned as to whether he was drunk or having a heart attack so stopped the sheriff.",243,7,13.02,45.58
23,"There is a lady driving in the road with her friend Lisa. They recall that two months ago they were supposed to go and watch a softball game. As they are driving they realize that someone is driving suspiciously close to them. Lisa even said he was on their tail. He was very close such that it was bumper to bumper. They continued on the road and turned onto the road called twenty-four and the man followed them still. They realized that he was weaving and could not keep to one side of the road, he was not keeping to his lane. At this point they thought that he was either drunk or sick for example having a heart-attack. They called the cops on him and as he saw police approaching his car he had parked at a distance, he started driving in reverse. The cops started chasing him and this is where the story ends as the two ladies also never got to know if the police caught up with the driver.",898,26,31.24,41.14
24,"Something about a guy on his way to a game and he's stuck in traffic, then something about a driver driving erratically. Narrator is wondering whether he is drunk or having a medical emergency. Ends up talking to a cop about it.",228,11,16.58,37.69
25,I was driving to a baseball game with Lisa when a middle-aged man pulled up into the lane beside me. He was angry I did not let him into my lane so he blocked a lane and then proceeded to tailgate me for several miles. As we approached our destination I got to a stop sign and saw a police car. When I got out of my car to tell the police about his erratic driving the other driver backed up down the road. The police chased the other driver but I am not sure they ever caught up with him.,489,14,6.63,23.31
26,they were going to a baseball game with Lisa a car stopped in the middle of the highway and almost rear-ended them then at first they thought maybe he was drunk because of how he was driving then he felt bad and thought he may be having a heart attack The guy was reversing into them now They called the police and told them he was either drunk or having a heart attack as first he was on their bumper then he was reversing into them The police arrive and the car in question now slows down and drives normal,508,15,5.36,35.67
27,"I was heading to the church softball field To be honest, all I can remember is that they were driving to the game A guy pulled out and blocked traffic on 24 highway and they went around He started following them and got right up on his bumper but he was weaving in and out of the lane The first driver thought he should stop at the next stop sign and find out what the other driver's problem was He thought he was either drunk or sick Once he stopped, he noticed a sheriff in his car and signaled him over He told the officer what was going on and the officer started towards the other car The driver of that car threw it in reverse and started backing down the road with the officer following him He then slammed on his brakes and changed gears and moved forward The officer did a U-turn and continued to follow the driver By the way, there was a girl named Lisa in the car with the original driver",899,23,54.7,87.35
28,"The speaker and a woman are in a car driving. They pass by a car that is stopped at an intersection at a stop sign on 24th street. A man around his 50s is driving the car. The man and woman pass the other driver and keep driving. The car then comes up behind them, and the woman tells the speaker that the other car is driving really close, bumper-to-bumper. Also, the other car is also swaying side to side, very dangerously. The speaker recalls thinking that the driver of the car behind them might be drunk, or maybe having a medical emergency. So the speaker decides to confront them the next time they come up to a stop sign. When they arrive at an intersection, the driver spots a police car on the other side of the road. The speaker gets out of the car and catches the police's attention and explains to them the reckless driving the other car is doing. The other car is suddenly going very slowly, and then starts reversing when the speaker is speaking to the police. The police then go back to their car and try to catch up to the reckless driver. The speaker doesn't know if the police ever caught the reckless driver or not.",1136,21,26.21,35.83
29,"Heading to a baseball game in a church league, I'm heading down 24 headed to Ranch Eggs diamond and this car starts to pull out onto the highway. He eventually blocks the entire highway and I get around him. Eventually he's tailgating me and following me really close like bumper to bumper. Even Lisa says ""He's trying really close to you."" He also begins to weave around the road and I think at this point that he's probably drunk. I was about to dismiss them but then I think that maybe they're sick or having a heart attack. I'd to read the paper the next day and realize he died because he had a heart attack. As soon as we reach the next intersection at a stop sign I see a sheriff's car across the road and get out to tell them that I think the guy behind me is either drunk or sick as he was weaving all over the road while tailgating me. The sheriff starts walking to the car behind me and he slowly starts reversing back down the highway. The sheriff gets in their car and starts down the road, and the other driver put his car in drive and starts slowly moving forward. The sheriff does a U-turn and at that point I'm not sure what happened with the driver.",1167,26,107.95,140.51
30,"A guy is heading to a church softball game at Homestead School with his friend Lisa when he encounters a person driving poorly and sometimes following him on the 24. He is concerned this person may be drunk or possibly sick, maybe even a heart attack. When coming across a sheriff car he informs them. The sheriff attempts to follow as the suspect drives slowly and true. The man did not ever find out what the situation was.",425,18,57.37,78.56
31,"You were driving to the softball league along highway 24. This guy starts weaving between traffic. [He] starts to follow you. Your friend Lisa is in the car. [Lisa] also thinks that this guy is following you. You don't know if he is drunk. [You don't know if] he is having a heart attack. [So] you decide to stop. [You decide] to check it out. As you stop, you notice a police sheriff. [So] you get him to come over. [You] explain [it] to him. They then notice that the guy has reversed slowly down the road. As they follow, [he] starts to drive normally.",555,14,39.25,62.01
32,"This is a story about how there were these two individuals who were going to a church softball game (not sure if I am right). They were in the car on their way to the game when they had issues on the road with an elderly man who seemed to have been drunk driving or sick. The man could not stay in one lane and was going over towards their car. The narrator talks about trying to get away from the man by going up a hill. The man seems to follow them to the point he was bumper to bumper with them. The narrator talks to the passenger called Lisa and tells her that they suspect that the man is drunk or might be experiencing a heart attack. The narrator thinks of ways to help this man as they did not want the man to get hurt or appear in the headlines as someone who got hurt. They look around and see a sheriff's car not too far. They try to go towards the sheriff. The narrator gets out of the car and tells the sheriff what is going on. They see the car of the man slowing down, the sheriff goes into their car and chases after the man and the story ends there.",1067,27,38.67,76.53
33,"Someone was on their way to a softball game at high school, something to do with a twenty-fourth. They were waiting for a space, but there was bad traffic, and someone cut them up. They drove on, and the person that cut them up started following them, driving dangerously, and tailing them. They thought this person was either drunk or sick, so decided at the next traffic light they would stop, and get out, and check. When they hit the next light, there was a police car there, so they called the police over, and explained what was happening. The car that was tailing them saw the police, and reversed to go the other way, driving overly slowly, and overly cautiously now they knew they were being watched. The story teller never found out whether they were stopped by the police or not.",790,22,43.93,61.18
34,A couple were at a baseball game and then left. They went to highway 44 and came across a strange driver who tailgated them. When they had a chance to hail a police car they did. The police then investigated.,208,9,2.19,18.37
35,They were going to a church baseball game at the diamond and were on Highway 24. A guy blocked the highway and the narrator moved into the median before the guy. The guy then followed the narrator down the road to the diamond about a mile or two past Ranch Eggs. The guy was swerving and the narrator thought he was drunk or sick. Lisa pointed out the guy was really close. The narrator stopped at a stop sign and motioned the cops over.,437,11,90.04,100.85
36,There were driving to a church softball league game at the Diamond at Homestead High. They were driving up 22 and were about to make a turn near Egg Ranch (?) when a guy pulled across into the median and started blocking the 24. They noticed that the guy must have a problem. They first thought he must be drunk but then thought he might be sick - having a heart attack or something. They didn't want to read in the paper that a guy had died of a heart attack when they could have done something by checking so they decided they would check out what was happening even though they didn't want to get involved. They said to Lisa who was in the car that the guy behind them had some problem and couldn't stay on one side of the road. They made a decision to stop at the stop sign a mile or 2 down the road and get out the car and see what was happening in the car behind. When they got to the stop sign a police patrol car pulled up on the opposite side at the same time so they waved the Deputy over. They explained to the Deputy that the guy in the car behind seemed to either be drunk or sick as they were unable to keep their vehicle on one side of the road. When they got out the car to speak to the Deputy they noticed the other car had stopped a ways back and was now slowing reversing back down the road away from them. The police car then drove towards them and they pulled a U-turn and drove away faster. The story narrator never found out what happened to them.,1470,29,107.34,154.84
37,We were on our way to a softball league game. Pulling up twenty four interstate. They see another driver behind them. Who they suspect was ill or drunk. Call the sheriffs over. To try and stop the man. As they didn't want to be known as the person who did nothing. The sheriff tries to signal them down. But they go into reverse. And then forward. After it was comical.,369,11,16.4,44.64
38,"Driving to a softball game, I came across another car driving erratically. I wasn't sure if the driver was drunk or sick, but I knew I had to do something. I spoke to the police who headed towards the other car which had stopped in the road. The other car noticed and started reversing before turning around and driving away slowly and carefully while being followed by the police. I don't know what became of that car, or its driver.",434,14,34.76,41.13
39,"Two months ago on a Sunday, I was driving for a game and we passed a car. He was sitting right there in the middle of the highway, so when the traffic cleared, I went ahead and was getting near diamond close to twenty-four, then we noticed he was following us bumper to bumper. I didn't notice at first but my friend Lisa drew my attention to it. I kept my eye on him so that he doesn't bump into me. He kept driving crazy, moving from one lane to another. I had a lot of thoughts about drunk driving and how it can cause accidents and I thought he is definitely drunk. However, my mind kept bugging me and I thought again, he could be ill or having a heart attack. Either way, I need to check on him to prevent any mishap. I didn't want to feel guilty if something happened so I made up my mind to truly check. Suddenly, I saw the sheriff's car and I signaled them to come over. When they did, I told them that something was wrong with the guy behind me, like he was drunk or ill. Apparently, when I stopped, he also stopped a few miles behind me. When they were approaching him, he reversed, they kept following him and he kept reversing until they had him backed in a corner. When he realized he was being cornered, he started driving forward, they had to do a U-turn and start a pursuit of him. Till date I don't know if they stopped or caught him.",1352,42,82.73,113.32
40,"It's the story of a guy that's driving to go attend a softball game. While he's driving on road Twenty-Four, he meets another driver driving very dangerously. That driver is constantly moving between the lanes and following his car too closely. The guy isn't sure if the dangerous driver is drunk or sick, and if he is sick he would feel bad if something bad happened to him. So he goes to see the cops for help and they start chasing the dangerous driver. The person telling the story doesn't know if they ever caught him.",523,16,41.85,51.9
41,"**About a month ago** **see** **we were going to a church league softball game** **They'd had the games all scheduled for the diamond at Homestead High School** **You know where that's at?** **Well** **we're going up Twenty-four** **and getting ready to turn there, at Ranch Eggs** **and I was slowing down** **got my turn signal on** **and as I was slowing down** **there's this guy sitting over here to the right** **coming on to Twenty-four** **Looked like he's about in his middle fifties** **And he starts creeping out onto Twenty-four** **and he's blocking off the lane** **and he's heading for the same spot that I'm going** **You know how you sit there and wait for the traffic to get by** **Right there in the median?** **This guy starts** **pulls out in the lane** **I thought you jerk** **but I hurried up** **and got in there ahead of him** **And he sits there** **and waits on** **Mean he's got Twenty-four blocked** **He's sitting there** **right in the middle of the highway** **Got it blocked** **So we went on across** **as soon as traffic cleared** **and we're headed up there towards that diamond** **and it's about maybe mile, two miles north of Twenty-four on Aboite Center** **and this guy's following us** **see, as we're going up there this hill there** **At Ranch Eggs** **We're going up this hill** **and this guy's right on my tail** **And Lisa was with me** **and she said** **That guy is right on your tail** **I looked in the mirror** **and sure enough** **he's right up there** **practically bumper to bumper** **and I'm trying to keep an eye on him** **make sure he doesn't slam into me or anything** **He starts weaving back and forth** **couldn't keep it in one lane** **Really bad news** **And all the time this is going on** **I'm thinking how drunk driving is the number one killer of kids** **and all this business** **How it everybodys responsibility** **So I was trying to make up my mind what to do** **I was pretty sure he was drunk** **at least he appeared that way** **so I figured that when we get up to this stop sign** **I'm going to go back and find out what his problem is** **cause** **I'm thinking he's drunk** **and I know I oughta do something about it** **but at the same time** **if he's sick, like maybe he's having a heart attack or something** **you know** **You gotta do something** **I'd really feel bad if I read the papers the next day** **that the guy** **some guy** **died with a heart attack** **and there I was thinking he was drunk** **And I didn't really want to get involved** **to be honest with you** **But I had made up my mind** **that I was going to** **so we pulled up to the stop** **at this sign** **and right across the road** **stopped a sheriff's car** **So I motion for him to come over** **and they whip across the road** **and I got out the car** **walked over there** **and said to this deputy** **This guy behind me is either sick or he's drunk** **but he's got a problem** **He can't keep his car on one side of the road** **And I said** **He's got a definite problem** **So they started down there** **And as soon as he sees me get out of the car** **and walk over there to the police car** **the guy stops** **way far away from the intersection** **He stops** **and he throws his car into reverse** **and starts backing up** **When the cops went down there to check him out** **he starts backing up** **going backwards down that road** **Pretty soon they catch up with him** **and he starts forward again** **and they make a U-turn in the road** **and start following him** **and he's just driving real slow** **and careful** **Haha** **it's pretty funny** **I don't know if they ever stopped him or not**",3693,110,1629.83,1184.99
43,"Some people went to see a league softball game. A guy in his 50s came and blocked, I presume, some traffic. It was linked to ranch eggs. Then the guy was near them, bumper to bumper. A driver thought he was drunk and was worried he may get a heart attack. A police car is then seen.",282,9,19.71,57.12
44,"About a month ago we were driving up to the Junior baseball game, up Twenty-Four, there is this guy trying to turn left onto the road. So we wait for him to turn but he gets about half way across before the lights change and he's stuck in the middle of the road, right on the median. Anyways we drive through quickly to get ahead of him and when the traffic starts again he begins to follow us real close up Twenty-Four. Lisa was in the car with me and she says ""that guy is following real close"", and I look back in the rear-view mirror and she's right. He's weaving this way and that across the lanes and sticking real close to us all the way up Twenty-Four. We go a mile, maybe two and I'm starting to think about drunk drivers and how they're the biggest cause of death to kids and whatnot, because I'm thinking this guy must be drunk to be driving like this. I think I'll stop at the next light and get out and go back there and see what's up, give him a piece of my mind, but then I wonder if he's actually sick and if I want a confrontation after all. I'd hate it to read the paper the next day and hear about a guy dying of a heart attack on the highway and I had done nothing about it. Anyway, my mind was made up and I was going to go back there when we pull up at a stop sign and there's a police car on the other side of the road, so I call them over. They swing across the road and I get out and say ""that guy back there is either drunk or sick, but he can't keep his car in his lane at all"". They turn the cruiser around and head over to him, and he has stopped a ways up the road. He starts to back up slowly when he sees the police coming towards him, then he starts forward again and drives real slow like back along the road. I don't know whether they ever caught him or what was what haha but it sure was a strange thing.",1840,45,155.07,196.11
45,"A driver and her companion, Lisa, were going to a baseball game a month or so ago. They were driving along HWY 24. As they drove, another car began tailgating them. This car was weaving and at one point it stopped in the middle of the road, blocking all the cars that were behind it. The original driver thought she had gotten away from the tailgater but he reappeared. She feared he was either drunk or having a heart attack and stopped her car, concerned. A police (sheriff) car was across the road. She approached asking for the sheriff's help. He, in turn, went after the other car which backed away. The sheriff did a U turn and the other car began driving forward in a careful manner. The original driver was amused seeing how well the tailgater was now driving, as he was being followed by the sheriff. She did not find out what transpired afterwards.",858,12,40.9,46.53
46,"Someone was driving trying to merge onto the highway when a driver pulled out and blocked him and then started driving erratically, following too close and appearing to be either drunk or sick. The storyteller stopped, and told a sheriff what was happening and the bad driver went in reverse and drove away slowly",313,12,36.33,40.15
47,Some people were driving and saw a potentially drunk driver cut in to traffic and drive erratically.,100,4,9.49,15.66
48,"About a month ago a guy came through and we passed coming on to twenty-four looked about turning to fifty and he knew he was heading where I wanted to park. So he is sitting there right there in the middle of the road so he went on across as soon as traffic cleared and we headed up two miles and the guy followed us. The guy is on my tail bumper to bumper I'm watching him to make sure he doesn't back on me and he is stuck really bad. All of the time this is happening I was trying to make up my mind and I was going to go back and figure his mind because he seemed drunk. I really felt bad reading that the guy had to die with a heart attack, I walked out of the car and reported that this guy was drunk and he couldn't keep his car. The cops went there to check him out, they checked out on him he was just driving pretty slow and that was bad news.",853,24,98.22,100.07
50,"While driving to a church league softball game, the narrator encountered a driver who appeared to be intoxicated. After observing the driver blocking traffic and weaving dangerously close behind them, they decided to alert law enforcement. Upon reaching a stop sign, they saw a sheriff's car and informed the deputy about the erratic driver. As the police approached, the suspect noticed and began to back away from the intersection, leading to a slow chase as the officers followed him. The situation highlighted concerns about drunk driving and the narrator's internal conflict about intervening for safety reasons.",617,18,55.41,64.8
51,"They were heading to an event for the diamond at Homestead High School, going on twenty-four. They spot a strange man on the road, creeping around and acting strange. They then realised that this man was following them, and was almost touching their bumper just a mile or two away from Ranch Eggs. They spot a nearby sherif and tell them about this guy, how he has a problem and could be drunk. The guy sees them approach the sherif and backs up, reversing the car away and driving off. The sherif hops into their car and starts to chase after them. After the guy did previously speed away, they start to act normal and drive normally. They never found out if they pulled him over or not.",688,20,61.47,85.97
52,Someone was driving with someone named Lisa down the highway. (Twenty-four?) [They were] going to a baseball game. They had a driver blocking the highway. [They] wait to turn. They go first. The driver is behind them. [The driver is] swerving back and forth. The speaker thinks the guy is either drunk or having a heart attack. So they go slow. [They] see a cop. They call the cop over. [They] tell them the vehicle behind them may be drunk. The cops go off towards the car. The car reverses down the road. [The car] then does a U-turn. [The car] drives slow and careful.,571,17,37.64,70.26
54,"A man was with a woman named Lisa. He was driving on highway 24. [He was driving] on the way to a church softball league game. [The game was] at Homestead High School. On the way there, near Ranch Eggs, the man encountered what appeared to be a drunk driver or a man that was having a heart attack. The alleged drunk driver pulled out into the middle of the highway median. After the man going to the softball game passed the drunk driver, the drunk driver appeared to be following him down the highway. [the drunk driver appeared to be] swerving in the lanes. Eventually, the man found a sheriff. [The man] told them what was going on. However, from far back, the drunk driver saw the police. [The drunk driver] tried to reverse from them. Then, the police made a u-turn. [Then] the drunk driver started going forward. The main character from the story wasn't sure what ended up happening to the drunk driver after that.",921,17,70.48,94.11
55,"I was going to the church leaders' football game, and a man in his mid-thirties is blocking the lines. It's tail to tail and bumper to bumper. I think he is drunk, but he might be having a heart attack. I don't want to accuse him of being drunk, and then finding out when reading the news that he was having a heart attack. When reaching the stop sign, I saw a sheriff and called him over, and told him that this man is either drunk or having a heart attack, and that he is swerving in both lanes. The sheriff follows him.",522,13,33.4,66.63
56,"There was a game we were heading to at a school Homestead High. A vehicle cut in front of us on the highway he was driving recklessly, heading the same way we went. I thought to myself I have to do something about the way this guy was driving. There were many reports of kids dying because of drunk drivers. Turns out he was having a heart attack and not driving drunk.",369,17,17.24,37.26
57,"The couple, man and wife Lisa are heading to a softball game at the diamond. Whilst driving near the church, a man is driving erratically, blocking the highway. They overtake him, but he starts to tailgate them, weaving in and out of lanes. They think he might be drunk but are not 100% sure. They flag a police patrol car, when the driver of the erratic car notices, he reverses and takes a minor road to try to escape. The police car heads in pursuit, but the behaviour of the car changes and it stops driving erratically.",524,16,27.91,38.67
58,"About a month ago, Well, we are going twenty-four, Coming on to twenty-four, and he's lending for the same place, I am hurried, got in the waits, got it blocked, there maybe a mile or two, at ranch eggs, and Lisa was with me, and I'm trying to keep, couldn't keep in lane, how it's everybody's responsibility, so I figured it out, you gotta do something, he's gotta go.",369,16,78.47,86.46
59,"Going to some baseball games at Homestead High school, going on the 24th. There's a guy waiting to pull out who wants to edge out. I sneak ahead of him at the intersection and head on up the hill. He pulls into the lane behind me and then is riding my tail. Lisa, who is in the car with me, says, ""he's right on your tail."" I think he might be drunk. He then starts weaving, and I'm not sure what's going on. I decided I'm going to stop and check it out at the next stop sign. We stop, there's a sheriff and I motion him over. [I] Say, ""this guy is drunk or sick."" The guy starts backing up, turns around and drives off slowly. The cops follow.",644,21,83.46,88.48
