segment_id,pcaught,prec,mbits,segment_text
50,0.7789473684210526,0.2631578947368421,5.57,"but at the same time if he's sick,"
51,0.7684210526315789,0.2736842105263158,1.59,"like maybe he's having a heart attack or something,"
52,0.16842105263157894,0.021052631578947368,-0.25,you know.
53,0.4105263157894737,0.07368421052631578,0.24,You gotta do something.
54,0.49473684210526314,0.09473684210526316,4.81,"I'd really feel bad if I read the papers the next day that the guy,"
55,0.37894736842105264,0.21052631578947367,0.11,some guy died with a heart attack and there I was thinking he was drunk.
56,0.3368421052631579,0.042105263157894736,-0.23,And I didn't really want to get involved to be honest with you.
57,0.4,0.08421052631578947,-0.18,"But I had made up my mind that I was going to,"
58,0.5789473684210527,0.10526315789473684,-0.51,"so we pulled up to the stop at this sign,"
59,0.8526315789473684,0.43157894736842106,5.89,and right across the road stopped a sheriff's car.
60,0.8,0.24210526315789474,-0.7,"So I motion for him to come over,"
61,0.4631578947368421,0.042105263157894736,-0.87,"and they whip across the road,"
62,0.6105263157894737,0.06315789473684211,0.97,"and I got out the car,"
63,0.5368421052631579,0.042105263157894736,-0.56,"walked over there,"
64,0.8210526315789474,0.5894736842105263,-0.4,"and said to this deputy “This guy behind me is either sick or he's drunk,"
65,0.631578947368421,0.23157894736842105,-0.41,but he's got a problem.
66,0.5789473684210527,0.09473684210526316,0.02,He can't keep his car on one side of the road.”
67,0.4631578947368421,0.010526315789473684,1.25,And I said “He's got a definite problem...”
68,0.6210526315789474,0.07368421052631578,-0.0,So they started down there.
69,0.3368421052631579,0.09473684210526316,0.08,"And as soon as he sees me get out of the car and walk over there to the police car,"
70,0.5157894736842106,0.25263157894736843,1.18,the guy stops way far away from the intersection.
71,0.22105263157894736,0.12631578947368421,0.66,"He stops,"
72,0.7263157894736842,0.37894736842105264,0.76,"and he throws his car into reverse,"
73,0.6421052631578947,0.2736842105263158,0.11,and starts backing up.
74,0.5684210526315789,0.10526315789473684,0.33,"When the cops went down there to check him out,"
75,0.5368421052631579,0.12631578947368421,-1.05,he starts backing up going backwards down that road.
76,0.5157894736842106,0.05263157894736842,-0.59,"Pretty soon they catch up with him,"
77,0.6,0.22105263157894736,1.33,"and he starts forward again,"
78,0.7052631578947368,0.29473684210526313,0.34,"and they make a U­-turn in the road and start following him,"
79,0.6105263157894737,0.3263157894736842,2.24,and he's just driving real slow and careful.
80,0.3473684210526316,0.16842105263157894,1.77,Ha ha it's pretty comical...
81,0.5578947368421052,0.35789473684210527,2.25,I don't know if they ever stopped him or not.
