recall_id,sum,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
24,16.58,"Something about a guy on his way to a game and he's stuck in traffic, then something about a driver driving erratically. Narrator is wondering whether he is drunk or having a medical emergency. Ends up talking to a cop about it.",8.62,1.91,4.35,6.62,-1.88,0.13,-0.01,-1.66,1.4,-0.39,2.0,-0.77,1.22,-0.96,0.17,1.14,1.8,-0.11,-1.03,-2.81,-0.52,0.38,0.11,-0.34,0.1,-2.16,-9.24,0.76,-0.34,1.71,-0.17,-0.69,-1.46,0.08,1.4,0.8,-0.16,3.14,1.27,0.74,-0.3,1.68,-1.54,-0.49,0.2,0.59,-4.04,0.05,1.4,7.21,0.96,-0.74,-0.88,1.92,-0.12,-0.15,-1.37,0.21,2.84,0.03,-2.59,1.12,0.16,-1.26,-1.38,-0.29,0.7,-1.26,-2.48,2.5,0.48,-0.8,0.55,1.06,-1.62,-1.15,-0.3,-1.12,0.51,1.2,-0.06
9,16.93,All I can remember is drink driving number 24 he was blocking with his car and that drink driving is the main cause of driving related deaths,7.39,-2.85,3.67,9.34,1.8,0.85,-0.18,-1.09,4.2,-0.83,-0.31,-0.48,5.23,-1.1,-0.9,0.71,0.23,0.1,-0.66,-2.16,0.55,0.65,1.06,0.87,-0.03,-3.41,-9.83,0.74,1.7,1.77,0.06,-0.64,-2.42,-0.21,2.13,0.12,-0.79,2.14,0.81,0.57,0.49,6.69,-0.87,-2.85,-0.32,1.2,0.26,0.14,0.8,-0.71,0.1,0.16,-0.11,0.2,0.54,-0.41,-0.79,-0.63,0.08,-1.37,0.72,0.22,0.05,-0.66,-0.21,-0.82,0.82,-1.12,-1.64,0.89,0.56,0.25,0.6,0.37,-2.36,-0.56,-0.27,-0.39,-0.35,0.88,-1.45
56,17.24,"There was a game we were heading to at a school Homestead High. A vehicle cut in front of us on the highway he was driving recklessly, heading the same way we went. I thought to myself I have to do something about the way this guy was driving. There were many reports of kids dying because of drunk drivers. Turns out he was having a heart attack and not driving drunk.",15.09,10.18,2.46,7.87,-0.4,-0.69,-1.33,-1.65,-0.29,-0.15,1.15,-2.16,1.98,0.61,-2.18,0.61,0.98,0.11,0.84,-1.29,-2.5,1.27,1.3,-0.42,-0.21,-2.43,-8.5,2.12,0.86,0.57,-0.46,-0.75,-2.9,0.24,2.05,-0.16,-0.01,1.82,0.88,0.77,0.3,9.12,-2.37,1.43,-0.06,0.23,1.3,0.7,0.87,-2.46,-0.44,-0.36,-0.7,1.66,-0.18,-0.27,-0.47,-0.89,-0.84,-1.63,-0.23,0.04,-0.2,-1.51,-0.66,-1.39,0.36,-1.59,-3.37,1.97,0.5,-1.72,0.59,0.86,-3.35,0.11,-0.71,-1.97,0.88,-0.12,-1.47
8,19.33,"A person was driving and [they] turned right at the Egg Road house. Then [they] noticed a person was driving poorly behind them and they started to either think ‘this guy is drunk’ or ‘[this guy is] having a heart attack.’ Since they didn't want to read the newspaper tomorrow and see ‘man died of heart attack’ she flagged down the cops to let them know that ‘this guy has a problem’ and then the poor driver started to drive backwards and eventually the police caught up to them. [I am] not sure what happened to the guy in the end though, but it was funny!",9.25,-1.61,3.26,3.82,8.58,0.65,-0.62,-0.68,-3.41,-0.69,1.38,-0.23,-0.14,-2.74,-1.57,0.73,1.63,-0.21,-2.73,-2.09,-2.12,-1.58,-0.48,-0.63,0.97,-2.91,-7.6,2.25,0.07,-0.52,-0.4,-0.76,-1.54,0.52,2.17,-0.05,-0.33,3.34,1.23,0.27,-0.57,1.69,-1.62,1.18,-0.26,0.71,-3.36,-2.2,-0.14,5.25,2.03,-0.86,0.2,10.33,0.17,-0.08,-1.41,-1.16,1.61,-1.02,0.01,-0.34,-0.55,0.48,1.61,-1.24,1.24,0.34,-1.48,-1.05,0.24,1.57,0.72,0.19,1.08,1.63,-3.05,-0.81,0.13,2.16,1.48
43,19.709999999999997,"Some people went to see a league softball game. A guy in his 50s came and blocked, I presume, some traffic. It was linked to ranch eggs. Then the guy was near them, bumper to bumper. A driver thought he was drunk and was worried he may get a heart attack. A police car is then seen.",14.99,-4.22,2.48,2.16,16.9,-0.16,-1.14,-0.92,1.71,-1.54,7.63,-0.17,4.81,-2.85,0.74,-0.39,0.58,-0.74,-2.23,-2.89,-1.83,-1.18,-1.07,0.08,0.83,-2.45,-9.66,-1.19,-0.87,2.02,-0.16,-2.21,-3.32,0.69,3.81,-0.05,-0.2,0.22,0.18,-0.71,-0.88,0.52,-1.91,-1.14,0.66,0.96,-2.22,0.26,-0.29,5.04,2.77,-0.41,0.29,2.09,0.42,-0.91,-0.44,-0.4,5.45,-2.88,0.28,-0.24,-0.64,-1.33,-0.82,-0.62,0.41,-0.58,-2.15,1.38,0.35,-0.66,0.19,0.68,-1.19,-1.03,-0.02,-0.58,0.59,0.97,0.06
78,21.26,"A lady was walking down the road and saw a guy following her [she] was not sure if he was drunk or sick and she made up her mind to approach him to ask what his problem was and just as she was about to do that, a sheriff's car stopped the guy and she told the sheriff to check on the guy if he's sick or drunk and she was scared in case he's sick and having a heart attack and dies if she can hear this the following day about it, then she would really feel bad knowing she could have done something about [it].",8.82,-2.16,4.05,0.96,1.27,1.58,-0.27,0.59,4.17,-4.27,4.43,-3.93,0.25,-2.49,-0.89,1.58,0.66,-0.76,-1.44,-2.44,-0.02,-0.12,0.46,-0.04,0.27,-3.39,-10.56,0.28,1.84,0.23,-0.57,-1.14,-0.52,0.51,1.01,0.04,-0.03,0.4,0.82,0.51,0.45,1.67,-1.37,0.52,0.46,1.06,1.62,-0.08,1.49,8.89,2.28,-0.59,-0.18,12.66,-1.84,-1.26,0.87,-0.58,8.3,-3.34,1.02,-0.28,0.05,-2.07,-1.34,-0.86,0.22,-1.42,-3.45,0.08,0.25,-0.32,-0.2,0.53,-2.25,-0.01,-0.24,-0.4,0.51,1.16,-0.44
13,21.45,"The driver was driving somewhere, with someone called Lisa, and there was another car ahead, blocking the junction, holding up the traffic. Somehow the driver of this car ended up behind the first driver and he was weaving in and out. The first driver was concerned that the other driver was drunk, or ill, and he was concerned about an accident happening. He pulled up by some police officers (sheriffs) and told them what had happened. They then went back down the road to speak to this other driver but he then reversed his car back down the road, did a u-turn and then proceeded to drive very slowly. The first driver found this funny and wondered whether the police ever got to speak to the other driver.",6.63,0.45,3.79,2.31,0.41,0.24,-0.43,-0.56,-0.31,-0.59,0.49,0.19,3.23,-3.7,0.24,0.24,1.06,0.06,-2.45,-1.69,-1.68,2.65,-0.59,-0.64,0.39,-3.03,-9.34,1.19,-0.67,-0.03,-0.1,-0.72,6.79,-1.01,1.5,0.72,-0.67,5.52,0.17,0.51,-1.2,1.58,-1.74,-0.22,-0.35,1.12,-3.48,-1.52,-0.77,5.25,0.15,0.36,-0.05,2.09,-0.17,0.04,-0.6,-1.22,7.51,-3.96,-1.37,1.43,-0.75,-1.64,-1.3,-0.12,1.34,2.38,-2.22,-0.98,0.91,1.88,-0.98,-1.28,-1.69,-2.58,1.04,-1.3,5.49,3.75,6.05
28,26.21,"The speaker and a woman are in a car driving. They pass by a car that is stopped at an intersection at a stop sign on 24th street. A man around his 50s is driving the car. The man and woman pass the other driver and keep driving. The car then comes up behind them, and the woman tells the speaker that the other car is driving really close, bumper-to-bumper. Also, the other car is also swaying side to side, very dangerously. The speaker recalls thinking that the driver of the car behind them might be drunk, or maybe having a medical emergency. So the speaker decides to confront them the next time they come up to a stop sign. When they arrive at an intersection, the driver spots a police car on the other side of the road. The speaker gets out of the car and catches the police's attention and explains to them the reckless driving the other car is doing. The other car is suddenly going very slowly, and then starts reversing when the speaker is speaking to the police. The police then go back to their car and try to catch up to the reckless driver. The speaker doesn't know if the police ever caught the reckless driver or not.",1.64,1.13,4.04,5.38,-0.05,0.01,-1.58,0.05,1.12,-0.84,8.47,-1.0,-0.22,-2.87,-0.41,-0.89,0.95,0.36,-1.66,-0.45,-0.81,0.63,-2.24,0.04,3.17,-2.51,-9.34,0.41,-1.23,0.1,-0.12,-0.11,0.53,2.33,5.06,-0.48,-1.34,4.04,1.21,2.02,-1.02,0.86,-1.39,1.37,-1.37,0.08,8.0,-1.28,-0.38,3.55,0.67,-0.09,1.34,-0.39,-1.08,-1.16,0.21,-0.97,5.52,-1.16,-1.51,1.95,-0.5,-2.88,-1.18,-0.46,1.87,-2.02,0.49,1.9,0.92,0.59,1.18,-0.41,-0.67,-2.05,-3.82,-0.25,0.36,0.87,5.98
57,27.91,"The couple, man and wife Lisa are heading to a softball game at the diamond. Whilst driving near the church, a man is driving erratically, blocking the highway. They overtake him, but he starts to tailgate them, weaving in and out of lanes. They think he might be drunk but are not 100% sure. They flag a police patrol car, when the driver of the erratic car notices, he reverses and takes a minor road to try to escape. The police car heads in pursuit, but the behaviour of the car changes and it stops driving erratically.",12.14,5.74,4.39,4.34,0.38,0.19,-1.07,-1.38,0.42,0.23,0.86,-0.86,3.1,-2.86,-0.14,0.18,0.58,-0.09,-1.84,-0.93,-1.12,0.75,1.6,0.13,1.73,-1.96,-10.55,1.14,-0.68,1.18,-0.04,0.78,3.18,1.39,2.55,-0.06,-0.74,5.03,0.75,0.47,-1.36,2.76,-1.92,0.48,0.64,0.71,-6.22,-0.92,1.23,0.11,-0.47,0.14,-1.09,1.33,0.37,-0.38,-0.24,-1.46,6.55,-0.3,0.97,-1.31,-1.26,-1.26,-0.4,-0.97,1.19,0.05,1.37,-0.23,0.77,1.84,-1.64,-1.21,-1.28,-1.35,0.8,0.61,2.62,-0.75,0.48
74,29.69,"The story is about a guy and someone named Lisa. They were driving around, and I think they spotted a dangerous driver on the highway that they were driving on. He was driving the erratic probably drunk driver all over the road and in the median of the highway. He talked about, with some concern, that the driver was driving all the road dangerously and that is perhaps the number one killer of children. Lisa was able to see the driver as well in the car. Also I think that the police were involved and pulled over the driver. He may have talked also to the guy describing his personal driving story. The person describing the story in the end seemed that he thought the incident that he viewed passing old high school, and on to the highway viewing the dangerous driver he though was a bit funny and concerning. This is what I can recall.",10.61,1.02,3.89,4.17,-1.13,1.91,-1.15,0.46,1.56,0.57,2.11,-1.67,0.09,-2.41,-1.97,3.61,1.27,-0.37,-2.03,-0.92,-1.96,0.15,3.58,-1.51,0.65,-2.09,-6.38,0.26,1.01,0.14,-0.25,-1.36,8.18,-1.73,2.23,0.26,-0.42,3.53,0.73,1.76,-0.41,18.37,-2.84,-2.62,-0.27,0.66,-1.84,-1.23,-0.28,-0.12,-0.15,0.61,-0.55,1.19,-0.17,0.23,-0.47,-0.85,3.71,-3.8,1.93,-0.57,-0.07,-2.63,-0.6,0.18,0.64,-1.27,-2.87,0.88,0.16,-0.25,0.57,-0.26,-1.66,-0.51,-0.35,-1.2,-0.22,2.45,-0.23
23,31.24,"There is a lady driving in the road with her friend Lisa. They recall that two months ago they were supposed to go and watch a softball game. As they are driving they realize that someone is driving suspiciously close to them. Lisa even said he was on their tail. He was very close such that it was bumper to bumper. They continued on the road and turned onto the road called twenty-four and the man followed them still. They realized that he was weaving and could not keep to one side of the road, he was not keeping to his lane. At this point they thought that he was either drunk or sick for example having a heart-attack. They called the cops on him and as he saw police approaching his car he had parked at a distance, he started driving in reverse. The cops started chasing him and this is where the story ends as the two ladies also never got to know if the police caught up with the driver.",12.27,-2.17,2.88,10.91,0.31,0.63,-0.65,-0.63,-4.82,-1.66,-1.79,-3.56,0.61,-1.06,0.01,0.68,0.68,0.36,-1.58,0.32,0.27,-1.29,-0.96,-0.79,2.48,-4.07,-9.56,1.77,0.99,1.63,-0.56,1.95,5.83,3.89,6.36,0.71,0.04,5.37,5.75,0.68,-1.6,0.81,-3.04,-1.03,-0.32,0.25,-3.36,-0.52,-1.06,6.97,3.38,-0.18,-0.3,0.8,0.37,-0.83,-0.39,-0.64,1.68,-2.07,0.62,-0.78,-1.17,-1.83,-1.08,2.04,1.01,0.86,0.22,-1.02,0.77,2.12,0.57,-0.4,0.62,-2.48,-0.79,-1.18,-1.39,0.83,2.55
76,32.660000000000004,"They were heading to a baseball game in a car when some guy pulled out on them on the Twenty Four. He appeared to be driving erratically which made them (the narrator and Lisa) think that the driver was either sick or drunk. Concerned about the safety of others, particularly children, they stopped at an intersection and beckoned over a sheriff to check on the driver. When the sheriff approached the vehicle, the drive first began to reverse away, and when caught, began to drive forward to evade the sheriffs.",15.35,-1.07,3.68,14.66,-0.18,-0.03,-0.86,-1.6,1.12,-0.34,0.17,0.27,1.27,-2.4,0.66,0.93,0.79,0.74,-2.28,-2.36,-2.03,-0.11,-0.19,-0.79,1.78,-2.36,-9.35,0.52,0.52,1.05,-0.12,-0.52,5.91,-1.24,1.64,0.44,-0.5,2.68,0.93,0.36,-1.06,3.71,-0.29,-0.35,-0.67,1.51,-3.0,-1.08,1.02,5.61,1.01,-0.12,0.21,2.23,-0.76,-0.51,-2.03,0.3,5.12,0.55,-2.97,-0.13,-1.14,-0.8,-1.58,-1.11,0.46,-0.22,-0.94,-0.95,0.99,1.72,0.91,0.91,-2.94,-0.01,4.24,-1.8,-1.27,1.58,-0.83
70,33.01,"A month ago, this guy was heading to his church's softball. As he drives, a man in his fifties seems to be following him. This old man follows him bumper to bumper. The two women in the car agree. As the guy is driving, the old man drives from lane to lane. The old man seems to be drunk. The driver is concerned. The driver is worried that the old man is maybe having a heart attack or something. The driver was hesitant. The driver decided to stop. The driver talked to a sheriff. The sheriff followed the old man. The old man made a U turn. The old man ended up following the road's rules.",23.99,-5.19,3.76,4.7,-0.14,0.8,-1.1,-0.01,-2.17,-1.0,8.96,-2.36,0.52,0.48,-0.54,1.28,0.86,0.43,-3.3,-0.62,0.07,-0.94,-0.2,0.41,1.01,-2.25,-7.89,1.44,0.19,1.1,-0.14,0.41,0.38,1.42,2.54,0.47,0.08,4.26,1.22,0.09,-1.35,0.22,-0.75,2.59,-0.01,1.28,-4.33,-1.56,-0.06,3.69,2.87,-0.41,-0.11,2.65,-0.87,0.8,-0.52,-0.36,6.13,-0.42,-1.8,-0.15,-0.58,-1.34,-0.93,-0.56,0.26,-1.32,-1.42,0.84,0.49,-0.79,-1.01,-0.34,-2.84,-0.3,0.84,-1.1,3.27,-0.29,-0.42
55,33.4,"I was going to the church leaders' football game, and a man in his mid-thirties is blocking the lines. It's tail to tail and bumper to bumper. I think he is drunk, but he might be having a heart attack. I don't want to accuse him of being drunk, and then finding out when reading the news that he was having a heart attack. When reaching the stop sign, I saw a sheriff and called him over, and told him that this man is either drunk or having a heart attack, and that he is swerving in both lanes. The sheriff follows him.",16.7,1.01,3.02,5.47,1.16,-0.12,-1.43,-0.6,1.44,-1.51,1.99,-1.21,3.5,-3.85,-0.24,1.2,1.11,-0.09,-3.42,-2.39,-1.57,0.56,0.89,-0.25,-0.64,-2.82,-7.27,0.24,0.65,0.78,-0.29,-1.17,-2.68,-0.35,2.33,0.03,-0.49,2.44,1.62,0.13,-1.13,1.3,-1.08,0.56,0.19,1.06,-0.12,-1.25,1.05,9.19,1.77,-0.86,-2.44,7.05,1.15,-0.8,-0.64,-1.82,8.17,1.41,-3.57,2.18,-0.26,1.13,-0.28,0.35,1.61,-1.25,-4.44,1.75,0.38,-0.96,0.43,-0.14,-1.08,-0.55,-0.25,-0.91,0.38,1.58,0.66
62,34.0,You jerk Ranch eggs Got twenty four blocked,6.97,0.23,4.47,10.4,18.0,0.2,0.85,-0.99,0.48,0.3,0.07,-0.59,2.86,0.36,-0.85,-0.35,0.23,-0.7,4.19,-1.23,-0.1,5.39,0.24,1.57,-0.04,-2.79,-7.66,0.91,0.52,2.79,-0.61,-0.67,-3.46,0.31,2.3,-0.36,-0.42,-1.04,-0.45,0.68,-0.14,-0.13,-0.7,-2.15,-0.17,1.08,0.01,0.31,0.74,0.01,0.4,-0.09,0.0,0.81,0.25,-0.54,-0.38,-0.0,-0.46,-2.05,0.45,-0.03,-0.29,-0.65,0.04,-1.0,0.1,-1.25,-1.15,-0.17,0.31,0.48,0.21,0.29,-1.93,-0.56,-0.02,-0.3,0.3,1.02,-0.66
38,34.760000000000005,"Driving to a softball game, I came across another car driving erratically. I wasn't sure if the driver was drunk or sick, but I knew I had to do something. I spoke to the police who headed towards the other car which had stopped in the road. The other car noticed and started reversing before turning around and driving away slowly and carefully while being followed by the police. I don't know what became of that car, or its driver.",8.93,-0.83,3.63,4.62,-0.31,1.32,-0.72,-0.22,1.16,-0.28,1.61,0.14,0.34,-2.4,-0.62,1.44,1.21,0.47,-2.75,-2.8,-0.29,-0.05,-0.13,-0.23,-0.02,-1.79,-8.04,0.65,0.74,1.16,-0.29,-1.09,-1.27,-0.8,0.89,1.02,-0.1,2.41,1.09,1.4,-0.84,2.7,-0.61,1.12,0.04,1.42,-1.68,-0.35,1.89,7.0,0.9,-0.53,0.05,1.76,-0.83,0.08,-0.79,0.23,2.15,-1.64,0.42,0.19,-0.92,-0.69,-0.35,-0.44,0.79,0.47,-0.14,-0.43,0.96,1.25,0.48,-0.05,-2.15,-0.7,2.61,0.5,9.21,-0.14,2.62
46,36.33,"Someone was driving trying to merge onto the highway when a driver pulled out and blocked him and then started driving erratically, following too close and appearing to be either drunk or sick. The storyteller stopped, and told a sheriff what was happening and the bad driver went in reverse and drove away slowly",8.33,-1.13,4.11,6.25,1.8,2.14,-0.21,-0.87,1.59,0.56,-0.58,0.32,4.28,-1.32,0.09,1.18,0.96,1.53,-1.83,-1.83,-1.33,-0.0,1.01,0.62,0.48,-3.53,-7.96,2.35,0.49,1.51,0.2,1.17,-1.71,0.78,3.09,0.14,-0.73,3.51,2.0,1.46,-0.22,1.51,-1.48,-0.69,-0.8,1.84,-2.91,-0.28,0.55,6.61,0.86,-0.55,-0.96,0.92,-0.11,-0.94,-0.68,-0.3,3.96,-0.59,-3.53,1.06,-0.82,-0.42,-0.82,-1.62,1.19,-0.78,0.04,0.91,0.92,1.43,-0.5,-0.17,-0.01,-1.25,-0.92,-0.34,5.47,0.74,1.09
52,37.64,Someone was driving with someone named Lisa down the highway. (Twenty-four?) [They were] going to a baseball game. They had a driver blocking the highway. [They] wait to turn. They go first. The driver is behind them. [The driver is] swerving back and forth. The speaker thinks the guy is either drunk or having a heart attack. So they go slow. [They] see a cop. They call the cop over. [They] tell them the vehicle behind them may be drunk. The cops go off towards the car. The car reverses down the road. [The car] then does a U-turn. [The car] drives slow and careful.,13.53,1.08,4.12,11.9,-0.35,0.66,-1.05,-0.51,-0.98,-2.26,-0.02,0.28,3.68,-3.3,0.86,0.79,0.5,-0.25,-2.59,-0.57,-3.42,-0.98,2.29,0.38,3.39,-4.22,-9.96,1.95,-0.03,0.19,-0.38,-0.61,4.72,-1.19,1.12,0.79,-1.36,5.74,1.17,-0.37,-1.82,1.03,-1.39,0.1,0.4,0.8,-5.04,-0.68,0.24,2.31,2.8,-0.39,-0.28,1.36,-0.04,-0.4,-1.43,-1.9,5.02,1.02,-0.92,1.4,-0.5,1.9,-0.71,0.49,0.89,0.76,-0.53,-0.33,0.97,1.87,-1.17,-0.13,-0.89,-2.18,0.74,-0.53,9.85,0.5,-0.29
67,38.02,"The story is about an observant driver who noticed another driver's erratic driving while he was going for a league game. The observant driver notified the police- a sheriff's car, even though he was uncertain what could have caused the abnormal driving. The observant driver was not sure if it could be due to drunk-driving, or the erratic driver could be suffering from a heart attack. As the vehicle slowed down, and cops walked up to investigate what the problem was, the erratic driver suddenly put the vehicle in reverse and started moving down the road, and also started moving forward but this time in a slow manner while he was being followed by police vehicles.",16.42,-2.72,3.92,6.16,-1.19,1.62,-0.59,-0.12,2.23,-1.08,2.56,0.17,0.23,-2.55,0.58,1.18,1.58,0.21,-1.52,-2.66,-0.23,0.22,-0.69,-0.41,0.46,-2.41,-8.31,1.8,1.16,0.82,-0.35,-1.07,-2.8,-0.12,2.03,0.21,-0.55,3.3,1.19,0.63,-1.0,2.03,-1.22,0.62,1.14,0.65,-3.3,-0.03,1.17,7.32,3.08,-0.64,-0.75,1.81,-0.38,0.32,-0.98,-0.46,6.71,-1.3,-2.03,-0.74,-0.7,-2.16,-0.29,-0.87,0.51,1.8,-1.41,0.49,1.52,1.48,-0.22,1.76,0.42,-1.84,4.22,-3.42,3.93,1.09,0.38
32,38.67,"This is a story about how there were these two individuals who were going to a church softball game (not sure if I am right). They were in the car on their way to the game when they had issues on the road with an elderly man who seemed to have been drunk driving or sick. The man could not stay in one lane and was going over towards their car. The narrator talks about trying to get away from the man by going up a hill. The man seems to follow them to the point he was bumper to bumper with them. The narrator talks to the passenger called Lisa and tells her that they suspect that the man is drunk or might be experiencing a heart attack. The narrator thinks of ways to help this man as they did not want the man to get hurt or appear in the headlines as someone who got hurt. They look around and see a sheriff's car not too far. They try to go towards the sheriff. The narrator gets out of the car and tells the sheriff what is going on. They see the car of the man slowing down, the sheriff goes into their car and chases after the man and the story ends there.",21.54,-2.42,2.76,5.02,0.02,0.22,-0.73,-1.33,0.99,-0.07,3.09,-0.27,1.14,-3.46,-2.4,0.79,0.85,-0.09,-2.83,-1.71,-2.63,0.5,-0.02,-0.73,0.88,-1.61,-8.04,1.32,5.41,1.67,1.26,-0.52,7.72,0.03,5.42,0.68,-0.46,1.21,4.89,0.61,-1.3,3.25,-1.6,1.0,-0.73,1.04,-4.56,-2.05,-1.16,6.61,2.95,-0.41,1.13,8.17,-1.76,-0.15,-1.77,-2.45,8.59,-2.65,-1.05,2.75,-0.9,-2.1,-0.88,-1.15,0.68,-1.32,-2.42,0.65,0.05,-2.12,-0.18,-1.26,-2.45,0.29,-1.11,-1.22,0.39,0.65,0.52
31,39.25,"You were driving to the softball league along highway 24. This guy starts weaving between traffic. [He] starts to follow you. Your friend Lisa is in the car. [Lisa] also thinks that this guy is following you. You don't know if he is drunk. [You don't know if] he is having a heart attack. [So] you decide to stop. [You decide] to check it out. As you stop, you notice a police sheriff. [So] you get him to come over. [You] explain [it] to him. They then notice that the guy has reversed slowly down the road. As they follow, [he] starts to drive normally.",12.43,1.25,4.89,10.96,-4.71,0.2,-1.05,-0.65,0.24,0.03,1.4,-0.26,0.6,-1.65,0.39,0.93,1.43,-0.77,-3.42,-0.46,-0.02,-0.64,0.62,-0.71,2.16,-3.18,-10.58,2.31,2.02,1.32,-0.62,0.81,8.91,1.82,1.49,-0.03,-0.0,2.22,1.22,-0.38,-1.0,-0.01,-2.09,1.16,0.2,0.99,-1.76,-1.11,0.51,5.67,2.15,-0.27,0.39,2.63,-0.54,-1.62,-0.86,0.37,7.5,1.33,-3.07,1.28,-1.0,-2.92,-0.98,-1.05,0.3,0.5,-1.47,1.2,0.71,0.44,-0.78,2.06,-2.97,0.48,-1.24,-0.45,2.54,0.67,0.84
92,39.879999999999995,"Two persons were going to a church softball game, the main character and Lisa. On the way there a guy was blocking the freeway with their car. Later another car was acting weird, not staying in lane, and tailgating. The main character was suspecting that they are either drunk or having a heart attack. So he stops to inform a sheriff about it, but the car tailgating tries to avoid the cops.",23.02,-1.05,3.63,5.88,-2.18,-0.51,-1.03,-2.06,4.25,-1.9,0.47,-0.48,5.12,-3.02,-0.3,0.77,0.36,-0.26,-1.81,-2.22,0.71,3.48,0.6,-0.1,0.01,-1.52,-6.07,-2.58,-0.14,0.99,-0.07,-0.32,4.11,0.6,2.04,0.88,0.04,3.24,2.4,0.04,-1.04,2.45,-1.86,1.03,0.27,-0.19,-3.79,-1.11,0.04,3.23,3.2,-0.14,0.31,2.12,0.26,-0.18,-0.94,-1.23,6.89,-2.03,-1.0,-0.03,-0.57,-2.03,-1.33,-1.08,1.39,-0.99,1.88,0.15,0.58,0.96,-0.49,0.96,-1.11,-1.25,0.67,-1.27,0.22,1.56,0.35
45,40.9,"A driver and her companion, Lisa, were going to a baseball game a month or so ago. They were driving along HWY 24. As they drove, another car began tailgating them. This car was weaving and at one point it stopped in the middle of the road, blocking all the cars that were behind it. The original driver thought she had gotten away from the tailgater but he reappeared. She feared he was either drunk or having a heart attack and stopped her car, concerned. A police (sheriff) car was across the road. She approached asking for the sheriff's help. He, in turn, went after the other car which backed away. The sheriff did a U turn and the other car began driving forward in a careful manner. The original driver was amused seeing how well the tailgater was now driving, as he was being followed by the sheriff. She did not find out what transpired afterwards.",16.08,2.86,3.13,12.86,-4.12,-0.21,-1.16,-1.24,-6.31,-1.85,0.21,-3.91,3.42,-1.16,0.16,0.01,0.9,1.02,-2.22,-0.32,-0.59,1.75,3.06,-0.68,0.68,-3.27,-9.89,0.61,1.52,-0.06,-0.35,1.14,5.01,0.9,3.19,0.43,-0.7,4.22,0.92,1.98,-0.87,0.54,-2.51,-0.09,-0.29,0.48,-2.77,-0.57,-1.2,2.03,2.32,0.01,-0.18,1.27,0.16,-1.01,-0.17,-0.36,13.22,-2.58,-2.3,0.11,-0.27,-0.84,-1.05,-1.24,0.66,-1.71,-1.35,1.59,0.32,-0.21,-0.12,-1.01,-1.79,-1.27,3.37,2.61,5.96,3.83,0.16
68,41.06,"A young person was trying to get onto Twenty-four off the highway, when a car was blocking the way. Instead they decided to go another way to get to their destination, and all of a sudden the car that was blocking the road started to follow them. The car was constantly up their tail, bumper to bumper, borderline crashing into them. The person thought to themself, maybe he's drunk or having a heart attack. Suddenly, he sees a police car on the side of the road, and he stops and signals the police to come over. He states that the man who was following him was driving back and forth, and can't keep in the same lane. He states that he must have been drunk or sick. The car that was following them starts to slowly reverse back when they notice the police. The police begin to follow the retracting car, and the narrator doesn't know if they ever caught up to them.",4.98,2.41,3.6,16.76,0.34,1.18,0.14,-0.28,1.96,-0.71,-0.76,1.68,4.7,-2.55,0.09,0.82,0.22,-0.59,-1.61,-3.7,-0.62,1.19,0.25,-0.14,2.75,-2.29,-8.8,1.68,0.1,-0.81,0.24,2.17,-3.12,1.56,5.58,-0.2,-0.47,4.01,5.6,-0.26,0.48,-0.04,-2.14,-0.1,-0.6,-0.07,-5.14,-1.57,-0.7,5.59,1.34,-0.22,-0.61,1.38,0.01,-1.27,-1.03,-2.56,6.46,1.09,-0.9,1.21,-0.81,-3.52,-1.42,0.68,2.5,-0.22,1.44,-0.18,0.68,1.58,0.51,0.22,-0.06,-1.86,-1.84,0.46,-0.32,0.72,4.79
40,41.85,"It's the story of a guy that's driving to go attend a softball game. While he's driving on road Twenty-Four, he meets another driver driving very dangerously. That driver is constantly moving between the lanes and following his car too closely. The guy isn't sure if the dangerous driver is drunk or sick, and if he is sick he would feel bad if something bad happened to him. So he goes to see the cops for help and they start chasing the dangerous driver. The person telling the story doesn't know if they ever caught him.",17.42,1.59,5.3,13.78,-1.07,0.42,-0.38,-1.36,-2.46,-1.73,1.55,-1.46,2.16,-0.93,-0.09,0.86,1.27,0.51,-1.77,-0.55,-0.71,-0.79,0.35,-0.21,0.09,-2.6,-7.6,0.71,0.25,1.55,0.08,1.16,-2.12,1.53,1.98,-0.33,-0.87,4.34,1.33,1.49,-0.14,1.01,-1.35,0.67,0.59,0.97,-5.23,-1.32,0.74,14.15,1.37,-1.18,-2.02,5.84,-0.4,-0.94,-1.75,-0.47,2.8,0.57,0.33,0.16,-0.87,-1.4,-1.12,-1.4,0.18,0.22,-3.63,0.6,0.28,-1.29,0.4,0.5,-1.22,-0.66,-0.52,-0.58,-0.55,0.81,5.01
