recall_id,sum,mbits_to_chars,recall_text,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
18,152.0,0.11,"A month ago, a man and Lisa were on their way to a church league softball game at Homestead High School. While driving on Route 24, they noticed an older man, around fifty, in another car. He started creeping onto Route 24, blocking traffic, and trying to go to the same spot they were heading. The man managed to get ahead of him, but noticed that the other driver was blocking the road and seemed to be causing a problem. As they continued towards the game location, the man realized that the other driver was following them closely, driving erratically and unable to keep in one lane. Concerned for safety and pondering whether the driver might be drunk or perhaps suffering a medical emergency, the man decided he needed to address the situation. When they reached a stop sign, they coincidentally encountered a sheriff's car. The man motioned to the deputies for assistance, explaining that the other driver seemed to be a danger either due to intoxication or illness. As the officers approached, the problematic driver suddenly stopped far from the intersection, reversed his vehicle, and then attempted to drive carefully, perhaps realizing police attention. The police pursued him, and although the narrative concludes without revealing the outcome, it describes the incident as somewhat comical due to the sudden change in the driver's behavior.",28.45,14.31,4.92,12.84,-1.66,-1.65,-1.01,-1.4,3.01,2.95,7.2,8.61,4.84,10.26,0.19,-0.13,0.46,-0.12,-2.97,4.49,-3.25,1.63,0.58,0.4,1.6,1.43,-10.08,2.98,-1.54,-0.16,-0.24,0.39,2.28,0.45,2.65,1.44,-0.31,3.32,7.75,0.67,-0.79,0.3,-1.44,1.81,-0.84,0.92,0.23,-1.27,0.22,7.88,0.77,-0.36,0.98,0.81,-0.6,-0.07,-1.01,-0.58,10.15,-0.6,0.01,0.94,-0.38,0.28,-0.45,-1.57,1.45,1.6,1.22,12.77,1.35,1.69,-0.46,0.01,-4.93,-0.68,0.52,-0.21,7.13,7.52,2.1
0,152.17,0.14,"The narrator and Lisa were driving to a church league softball game scheduled at Homestead High School. As they approached a turn onto Twenty-four, an older man started pulling out into their lane, blocking the traffic. The narrator managed to get ahead of him, but soon realized the man was following them closely and driving erratically, weaving between lanes. Concerned the man might be drunk or possibly having a medical emergency, the narrator decided to confront him at the next stop. However, upon reaching the stop sign, a sheriff's car happened to be there. The narrator informed the deputy about the suspicious driver, describing him as either sick or drunk because of his inability to control the car properly. As the police got involved, the man stopped far from the intersection and attempted to back up in reverse. The officers pursued him, and he changed tactics by driving forward slowly and carefully. The story ends with uncertainty as to whether the police eventually stopped him, but the narrator finds the situation somewhat amusing.",22.63,19.03,4.48,16.41,0.97,-0.13,-0.81,-1.68,2.1,0.23,4.19,4.06,4.53,-3.16,-0.91,-0.3,0.29,2.14,-0.05,4.7,-2.85,-0.31,-0.26,0.31,1.27,-2.75,-10.95,3.04,-0.77,0.13,-0.03,0.12,4.85,1.07,2.82,1.17,-0.37,5.59,2.98,1.24,-1.82,1.17,-1.54,1.61,-0.15,1.26,10.02,-0.81,0.07,7.26,1.37,0.0,0.23,1.23,-0.45,-0.21,0.44,0.47,9.15,-1.28,-1.18,1.08,-0.04,2.33,-0.92,1.02,1.38,1.8,0.07,14.2,1.1,1.54,0.85,-0.47,-4.2,0.96,2.64,-3.41,10.52,3.02,6.84
19,169.89,0.13,"A month ago, the narrator was heading to a church league softball game with a woman named Lisa. They were driving along Twenty-four, approaching a turn at Ranch Eggs, when they encountered an older man, likely in his fifties, who was beginning to block traffic by creeping into their lane. Although annoyed, the narrator managed to get ahead of the man. After navigating the intersection, they noticed the man following them closely, seemingly under the influence as he struggled to maintain his lane, weaving dangerously while tailgating their car. Concerned about the man's erratic driving, the narrator weighed the possibility of the man being drunk against the chance he might be experiencing a medical emergency, like a heart attack. They were unsure whether to get involved but felt a responsibility to act. Upon reaching a stop sign, the narrator noticed a sheriff’s car and decided to flag it down for assistance. They informed the deputy of the man's behavior, suggesting he might be either sick or drunk. As the police approached, the man tried to avoid them by reversing his car down the road. However, the officers managed to catch up with him. When the man realized the police were following, driving slowly and carefully. The narrator found the situation somewhat amusing but wasn't sure if the police ultimately stopped the man.",28.13,-2.46,3.3,17.94,30.02,-0.34,-0.74,-2.36,1.36,1.38,10.02,6.93,3.9,-2.45,-0.62,0.15,0.21,-0.51,-0.62,4.11,-2.32,-0.42,-1.02,0.28,6.54,-0.66,-9.88,2.77,-0.83,0.37,-0.14,0.55,4.82,1.49,3.43,1.04,-0.41,5.67,2.42,1.33,-0.44,2.04,-0.33,4.03,1.09,0.83,-2.79,-1.73,1.3,11.48,3.57,-0.32,-0.11,2.16,0.37,1.75,-1.99,-0.77,8.69,-0.71,-1.6,1.62,-0.07,2.42,-0.16,-0.24,1.46,1.64,1.16,-1.17,0.36,2.83,-1.25,-0.85,-1.62,2.34,-2.11,-0.9,11.09,5.6,8.84
7,170.3,0.15,"About a month ago, the narrator and some companions were heading to a church league softball game scheduled at the diamond of Homestead High School. While driving on Twenty-four and preparing to turn near Ranch Eggs, they encountered a middle-aged man who began pulling out onto Twenty-four, blocking their lane. The narrator managed to maneuver ahead of the man, who subsequently started following them closely, tailgating and swerving erratically. Concerned that the man was either drunk or experiencing a medical emergency, the narrator was torn about whether to intervene or ignore the situation. As they approached a stop sign, they coincidentally saw a sheriff’s car and decided to signal for help. Explaining the situation to the deputy, the narrator described the man’s reckless driving. Upon noticing the narrator interacting with the police, the man put his car in reverse and backed away from the intersection. The police pursued him as he attempted to drive away slowly and carefully. The scene ended humorously with the police tracking the man, although the story doesn’t reveal if he was eventually stopped.",28.58,28.44,3.05,19.09,32.7,-0.78,-1.41,-1.84,2.42,1.73,7.99,5.91,5.25,-3.36,-0.44,-0.11,0.32,1.72,-2.56,4.19,-1.67,0.02,-2.05,-0.23,1.49,-0.55,-13.76,3.01,-0.51,1.54,0.11,1.05,-4.27,2.24,2.84,0.44,0.27,3.82,0.67,1.62,-0.18,1.12,-1.59,3.03,-1.0,1.05,0.08,-1.29,1.02,6.62,1.67,-0.81,-1.05,1.93,0.08,0.79,-0.77,-0.89,7.45,0.09,-0.69,2.07,-0.39,-1.26,-0.5,-1.09,0.76,-1.02,5.75,2.38,0.62,3.12,-0.73,-1.45,-2.03,-1.09,-0.76,-0.18,10.55,5.42,6.5
6,172.25,0.14,"The narrator recounts an incident from about a month ago when they were heading to a church league softball game at Homestead High School. While driving on Twenty-four and preparing to turn, the narrator encounters an older man, seemingly in his mid-fifties, who creeps his car into the lane, blocking traffic. Although the narrator manages to get ahead of him, the man follows them closely, driving erratically and weaving between lanes. Concerned about the man's behavior, the narrator suspects he might be drunk or perhaps experiencing a medical emergency, like a heart attack. The situation poses a dilemma: the narrator feels a responsibility to act, given the dangers of drunk driving, but hesitates, not wanting to mistakenly categorize a medical emergency. As they reach a stop sign, the narrator spots a sheriff's car on the opposite side and signals for the officers' attention. The narrator informs the deputy about the man's erratic driving, suggesting he might be sick or drunk. Once the man notices the narrator speaking with the police, he stops far from the intersection, shifts into reverse, and begins backing away. The officers attempt to catch up to him, but he starts driving slowly and carefully, making it unclear whether they ever manage to stop him.",29.41,17.95,4.83,17.76,4.36,0.63,-0.71,-1.09,1.46,-0.35,10.84,6.44,4.91,-1.73,1.1,-0.04,-0.04,0.35,-0.94,5.3,-2.02,-0.31,-0.87,0.4,0.51,-1.09,-10.68,3.19,-1.12,0.72,-0.13,0.56,-3.17,0.83,3.01,0.59,-0.71,6.15,1.12,1.32,-0.22,6.46,0.9,3.42,0.93,0.67,-2.4,-0.9,1.31,11.82,3.85,-0.78,-1.27,1.66,1.28,-1.01,-1.29,-0.73,10.29,0.82,-1.37,1.79,-0.35,2.03,-1.21,-0.47,1.35,0.96,5.71,14.65,1.42,2.29,0.52,-0.83,-5.02,0.21,0.15,-1.45,9.85,0.75,7.72
2,176.96,0.15,"About a month ago, the narrator was driving to a church league softball game, scheduled to be held at Homestead High School. As they were about to turn onto the road at Ranch Eggs from Twenty-four, they noticed a man in his mid-fifties edging onto the highway, almost blocking their path. Annoyed, the narrator managed to maneuver ahead of him. However, the man followed closely behind, maintaining a dangerously close distance. Concerned about his erratic driving, the narrator suspected the man might be drunk, thinking about the dangers of drunk driving, especially its toll on young people. Although reluctant to get involved, they decided to act, considering the possibility that the man could also be suffering from a health emergency like a heart attack. Reaching a stop sign, they noticed a sheriff's patrol car nearby and flagged it down. The narrator informed the deputy about the man's problematic driving. Upon seeing this, the man stopped his car far from the intersection, then reversed down the road. The police pursued him as he briefly reversed before driving forward, now cautiously. The narrator found the situation somewhat humorous, though they were unsure if the police ever managed to stop him.",27.08,20.4,3.41,16.0,30.29,-0.43,-1.23,-2.1,1.71,1.52,11.1,4.02,1.43,-2.48,-1.83,-0.02,-0.09,0.03,-0.16,4.42,-0.94,-1.58,1.23,-0.04,0.0,-2.68,-14.99,2.74,-1.69,1.61,-0.1,1.36,-3.46,1.49,3.18,0.02,-0.77,-0.24,0.66,1.38,-0.37,13.93,-0.47,2.18,0.67,0.77,-1.93,-1.71,0.82,9.02,3.47,0.21,1.39,1.6,-0.5,3.13,-0.89,0.24,7.64,-1.27,-0.31,1.19,0.05,-0.69,0.37,-0.76,0.79,-0.17,2.14,13.25,1.2,1.35,-1.1,-1.72,-0.43,1.21,4.37,-3.59,6.78,5.95,8.9
11,182.98,0.13,"About a month ago, the narrator and Lisa were headed to a church league softball game at a diamond near Homestead High School. While driving on Route 24, the narrator noticed an older man appearing to be in his mid-fifties, pulling out and blocking the lane as if he was trying to get to the same spot. Despite the obstruction, the narrator managed to get ahead of the man. As they continued towards their destination, the man began following them closely, driving erratically, weaving back and forth. Concerned about the man's behavior, the narrator initially thought the individual might be drunk, pondering the responsibility to act. However, there was also the worry that the man could be ill or suffering a heart attack, complicating the decision to intervene. Upon reaching a stop sign, they noticed a sheriff's car nearby. The narrator signaled to the officer and explained the situation, indicating that the man couldn't control his car properly and seemed to have a significant problem. As soon as the man noticed the narrator speaking with the police, he suspiciously stopped far from the intersection, put his car in reverse, and started backing away. He then shifted to drive and began moving forward slowly and cautiously when the police followed him. Although the police pursued him, the narrator humorously remarked they weren’t sure if the police ever managed to stop the man.",29.91,19.37,4.76,14.14,-1.96,-0.2,-1.27,-0.79,1.77,0.05,10.91,0.98,7.74,7.15,0.87,-0.4,-1.07,2.69,-1.06,4.78,-2.24,1.38,-1.0,0.13,1.51,2.11,-9.27,3.9,-1.05,-0.18,0.02,0.76,5.1,0.64,3.16,0.51,-0.98,7.13,1.27,0.95,-0.3,2.74,1.81,3.2,0.24,1.35,-1.23,-0.81,1.29,11.9,2.15,-0.66,-1.27,0.89,0.77,-0.48,-1.21,-0.12,7.74,0.23,-1.72,1.61,0.2,-3.61,2.72,2.32,3.63,-0.55,5.34,14.29,0.91,2.4,0.44,-1.9,-3.94,-1.09,3.29,-2.93,6.82,5.89,8.41
13,204.51,0.15,"About a month ago, the narrator was heading to a church league softball game with someone named Lisa. The game was supposed to take place at Homestead High School, and as they were driving up Route 24, they prepared to turn at a place called Ranch Eggs. While slowing down, the narrator noticed a middle-aged man trying to enter Route 24 and blocking the lane. The narrator managed to get ahead of him, but the man ended up in the middle of the highway, causing a minor traffic disruption. As the narrator and Lisa continued towards their destination, the man began following them closely, almost bumper to bumper, which made them anxious. The man's erratic driving suggested he might be drunk, prompting the narrator to consider confronting him to see if he was indeed drunk or perhaps experiencing a medical emergency, like a heart attack. However, the narrator was hesitant to get involved but also felt a responsibility to find out what was wrong. Upon reaching a stop sign, they luckily encountered a sheriff’s car. The narrator flagged the officers down and explained the situation, expressing concern that the driver seemed either sick or intoxicated. As the police approached the driver, the man reversed and moved away from the intersection. The police followed him, but the man then drove slowly and carefully, making it unclear if he ultimately got stopped by the officers.",30.67,17.44,3.39,18.59,31.42,7.75,-2.03,-0.09,3.34,4.02,7.6,1.82,8.5,-5.3,0.92,0.3,-0.0,-0.25,-3.5,4.68,-1.52,3.04,5.99,-0.73,1.2,-0.28,-12.74,3.79,-2.23,1.92,0.22,0.45,7.39,1.49,7.08,0.58,-0.09,2.23,0.51,1.05,-0.94,2.12,-0.65,3.53,0.36,1.25,7.09,-2.1,0.44,9.32,3.52,0.18,1.93,2.03,-0.52,2.83,-0.65,-0.65,9.99,-1.69,0.08,1.77,-0.57,-0.97,-1.49,-1.16,0.92,1.16,1.54,4.68,-0.11,0.05,-1.01,2.73,-5.61,0.52,0.54,-1.54,9.15,0.3,7.52
3,216.12,0.16,"About a month ago, the narrator was on their way to a church league softball game at Homestead High School. As they were driving up Route 24 and getting ready to turn at Ranch Eggs, they noticed a middle-aged man trying to merge onto the road. This man slowly crept out, blocking part of the lane and appeared to be heading to the same spot as the narrator. The narrator managed to get ahead of him, but the man blocked Route 24, sitting in the middle of the highway. Once traffic cleared, the narrator went on their way with a passenger, Lisa, noticing that the man began to follow them closely, almost bumper to bumper. The man was weaving between lanes, raising concerns about his condition, possibly being drunk or experiencing a medical emergency. As they approached a stop sign, the narrator decided to check on the man's situation, but was hesitant about getting involved unless necessary. Coincidentally, they saw a sheriff's car stopped across the road at the intersection. The narrator flagged down the deputies and reported the man's erratic driving, suggesting he might be either sick or drunk. When the officers started to approach the man, he backed up his car, trying to evade them. After several maneuvers, including slowing down to drive carefully, the story leaves off without elucidating whether the police eventually stopped him.",28.19,15.63,4.41,16.04,33.53,0.96,-1.47,-0.76,4.42,3.31,7.25,5.92,6.18,12.15,1.77,-0.72,-0.33,-0.88,-4.02,4.38,-1.2,8.14,9.21,0.23,8.05,0.66,-14.23,3.35,-1.56,0.32,0.11,0.44,9.31,2.25,6.56,1.73,-1.21,6.41,0.71,1.29,-1.48,0.82,-1.54,2.08,-0.46,1.51,7.53,-2.25,0.29,8.94,0.75,-0.64,0.09,0.41,-0.55,2.97,-0.2,-1.27,14.49,-2.93,-0.71,-0.4,-1.01,0.85,-1.4,0.06,1.59,2.18,1.08,-1.46,0.61,1.76,0.2,0.36,-2.42,-1.02,-0.49,-0.99,6.16,0.52,5.56
5,221.52,0.16,"The narrative describes an incident that occurred about a month ago while the narrator was en route to a church league softball game. The games were scheduled at Homestead High School, and as they were driving along Twenty-four, preparing to make a turn at Ranch Eggs, the narrator noticed an older man, seemingly in his mid-fifties, pulling onto the highway. The man appeared to block the lane and was heading for the same turn, causing the narrator to quickly maneuver ahead of him. As they continued toward the softball diamond, which was a mile or two from Twenty-four on Aboite Center, the man began following them closely, prompting concern, particularly from the narrator's companion, Lisa. The man's erratic driving, including weaving across lanes, led the narrator to suspect he might be drunk, raising concerns about the dangers of drunk driving. While considering whether to confront the driver, the narrator also pondered the possibility that the man might be experiencing a medical emergency like a heart attack. As they approached a stop sign, the narrator spotted a sheriff's car and flagged it down to report the situation. The suspect driver noticed this interaction and began reversing to avoid the police. However, the police pursued him as he attempted to evade them by driving slowly and carefully. The narrator ends the story unsure whether the police ultimately stopped the man.",29.71,21.42,3.32,14.27,32.83,-0.81,-2.09,-1.05,-0.39,3.09,12.07,1.75,7.09,8.96,-1.99,0.72,-0.3,1.77,-1.44,4.88,-2.32,-1.4,1.13,0.05,1.85,3.05,17.51,3.8,-1.02,0.45,-0.62,0.37,10.1,1.23,2.66,0.91,-0.71,5.86,0.72,0.9,-1.1,7.29,-0.88,2.69,0.33,1.04,1.6,-1.46,0.06,9.86,3.8,-0.35,-1.41,0.42,0.25,-0.81,-0.76,0.59,9.77,-0.41,0.03,-0.94,-1.06,-2.22,-0.61,-0.6,0.21,0.39,3.67,-0.18,0.53,1.87,0.24,-2.14,-2.02,-0.61,-0.15,-1.74,10.76,0.42,6.82
1,258.12,0.18,"About a month ago, I was driving with Lisa to a church league softball game at Homestead High School. We were on Highway 24, getting ready to turn at Ranch Eggs. As I was slowing down with my turn signal on, I noticed a man, who looked to be in his mid-fifties, creeping out onto Highway 24 from a side road. He blocked the lane we were in, heading for the same spot I was. I managed to get ahead of him in the median, and we continued on our way despite him having caused a bit of a mess in the traffic. As we continued driving toward the softball field, which was about a mile or two up the road, I realized the man was following us closely, almost bumper to bumper. Lisa pointed it out, and I noticed he was weaving in and out of the lane, which made me worry he might be drunk. I was torn between thinking he was a drunk driver or possibly having a medical emergency like a heart attack. I decided that once we reached a stop sign, I needed to do something. Just then, a sheriff's car stopped across the road, and I waved them over. I explained to the deputy that the guy following us had a serious problem— either he was drunk or sick because he couldn’t keep his car straight. As I was explaining, the man suddenly stopped far back from the intersection, put his car in reverse, and started backing up. The police went after him, but he switched back to driving forward, acting very cautious. It was oddly amusing, and I never found out if they managed to stop him.",26.18,15.18,2.85,14.69,30.9,8.75,3.99,1.02,2.62,3.78,12.34,7.44,5.45,12.98,1.69,5.71,-2.18,-0.79,-2.02,4.53,-2.24,0.24,0.36,-0.54,2.99,2.22,-7.72,4.28,-2.11,1.0,-0.36,0.37,8.28,3.37,7.91,0.41,-1.5,5.24,2.4,0.92,-1.44,1.75,-2.04,3.69,-0.37,0.15,6.05,-1.61,-0.46,10.28,3.35,-0.56,1.27,0.23,-0.39,-1.3,-0.31,-0.59,19.59,-0.3,-0.67,1.61,-0.41,1.0,1.24,2.96,1.84,0.16,-0.36,11.62,1.47,2.77,1.69,-0.2,-4.22,0.13,4.53,-2.17,6.38,4.81,6.32
