recall_id,clause_id,clause_text,rephrased_text
5b70ae85bd1fa100017ab163,2,during a peaceful afternoon,on a tranquil afternoon
5b70ae85bd1fa100017ab163,3,of our annual summer break.,during our yearly summer vacation.
5b70ae85bd1fa100017ab163,4,We were in a clearing in the woods,We found ourselves in a glade within the forest
5b70ae85bd1fa100017ab163,5,by the lake shore,adjacent to the lake's edge
5b70ae85bd1fa100017ab163,6,and I'd been about to eat my sandwich,just as I was about to consume my sandwich
5b70ae85bd1fa100017ab163,7,and she saw a frog at the side of the lake,when she noticed a frog at the water's brink
5b70ae85bd1fa100017ab163,8,and wanted me to get it,and desired for me to catch it
5b70ae85bd1fa100017ab163,9,and when I moved towards the lake,as I approached the water
5b70ae85bd1fa100017ab163,10,she pushed me in.,she gave me a push into it.
5b70ae85bd1fa100017ab163,11,I couldn't help but laugh uncontrollably,I burst into uncontrollable laughter
5b70ae85bd1fa100017ab163,12,and swore to get revenge on her,and vowed to exact my revenge upon her
5b70ae85bd1fa100017ab163,13,"""Just wait,","""Just you wait,"
5b70ae85bd1fa100017ab163,14,"you'll get yours!""","retribution will be yours!"""
5b95f22749835d0001dc0608,1,My friend pushed me into the water,My companion nudged me into the lake
5b95f22749835d0001dc0608,2,on our annual trip to the water.,during our yearly visit to the lake.
5b95f22749835d0001dc0608,3,I was about to eat my sandwich,I was on the verge of consuming my sandwich
5b95f22749835d0001dc0608,4,when my friend spotted a frog.,when my companion caught sight of a frog.
5b95f22749835d0001dc0608,5,She wanted me to pick it up,She urged me to grab it
5b95f22749835d0001dc0608,6,but I said no.,but I refused.
5b95f22749835d0001dc0608,7,She didn’t take no for an answer,She wouldn't accept a refusal
5b95f22749835d0001dc0608,8,and nudged me into the water.,and shoved me into the lake.
5b95f22749835d0001dc0608,9,When I came out from the water,Emerging from the lake
5b95f22749835d0001dc0608,10,I saw a frog on the water’s edge,I noticed a frog at the edge of the water
5b95f22749835d0001dc0608,11,and we laughed uncontrollably.,and we burst into hysterical laughter.
5b95f22749835d0001dc0608,12,"I then told her just to wait,","I then warned her to just wait,"
5b95f22749835d0001dc0608,13,I’d get my revenge.,promising that I would have my retribution.
5c14b996ce422b0001d71ac8,1,My best friend pushed me into the lake.,My closest companion shoved me into the water.
5c14b996ce422b0001d71ac8,2,It was during our annual summer holiday.,This occurred during our yearly summer retreat.
5c14b996ce422b0001d71ac8,3,It was peaceful.,The atmosphere was serene.
5c14b996ce422b0001d71ac8,4,It started with her daring me to get a frog.,It began when she challenged me to catch a frog.
5c14b996ce422b0001d71ac8,5,I said no.,I declined.
5c14b996ce422b0001d71ac8,6,So she snuck up behind me.,Then she crept up on me from behind.
5c14b996ce422b0001d71ac8,7,She pushed me in.,And she gave me a push.
5c14b996ce422b0001d71ac8,8,I was in shock.,I was taken aback.
5c14b996ce422b0001d71ac8,9,When I got out.,Upon emerging from the water.
5c14b996ce422b0001d71ac8,10,I saw a frog on the shore.,I noticed a frog at the water's edge.
5c14b996ce422b0001d71ac8,11,She scooped it up.,She quickly grabbed it.
5c14b996ce422b0001d71ac8,12,She handed it to me.,And then she presented it to me.
5c14b996ce422b0001d71ac8,13,I said ‘I will get my revenge’.,"I declared, 'I shall have my vengeance.'"
5c14dd3f5e545c0001e3f119,1,His best friend pushed me into the lake.,His closest companion shoved me into the water.
5c14dd3f5e545c0001e3f119,2,This happened during their annual summer camping trip.,It occurred during their yearly wilderness retreat.
5c14dd3f5e545c0001e3f119,3,They were enjoying their time by the lake.,They were relishing their moments beside the lake.
5c14dd3f5e545c0001e3f119,4,The friend wanted to catch frogs.,The companion aimed to capture some frogs.
5c14dd3f5e545c0001e3f119,5,He was eating a sandwich.,He was consuming a sandwich.
5c14dd3f5e545c0001e3f119,6,She pushed him into the water.,She nudged him into the lake.
5c14dd3f5e545c0001e3f119,7,"When he came out, there was a frog on the shore.","Upon emerging, a frog was present at the water's edge."
5c14dd3f5e545c0001e3f119,8,She scooped up the frog.,She gathered the frog in her hands.
5c14dd3f5e545c0001e3f119,9,She handed the frog to him.,She passed the frog to him.
5c14dd3f5e545c0001e3f119,10,There was a lot of laughter.,There was an abundance of chuckles.
5c14dd3f5e545c0001e3f119,11,He threatened revenge for getting pushed into the water.,He vowed to get even for being plunged into the water.
5c52016a3146f80001d47b26,1,His friend pushed him into the lake.,His companion shoved him into the water.
5c52016a3146f80001d47b26,2,They were on the annual camping trip.,It was their yearly wilderness outing.
5c52016a3146f80001d47b26,3,They were at their favorite spot on the shore,They had settled at their preferred lakeside location
5c52016a3146f80001d47b26,4,and his friend told him to get a frog.,where his companion suggested he catch a frog.
5c52016a3146f80001d47b26,5,He said no,He declined the request
5c52016a3146f80001d47b26,6,because he had just sat down to eat his sandwich.,citing that he had just begun to enjoy his sandwich.
5c52016a3146f80001d47b26,7,She didn't take no for an answer,She persisted despite his refusal
5c52016a3146f80001d47b26,8,and pushed him in.,and nudged him into the lake.
5c52016a3146f80001d47b26,9,"When he emerged,","As he came up from the water,"
5c52016a3146f80001d47b26,10,she had scooped up the frog.,she had already grabbed the amphibian.
5c52016a3146f80001d47b26,11,He laughed uncontrollably.,He burst into hysterical laughter.
5c52016a3146f80001d47b26,12,He said he would get revenge.,He vowed to exact his retribution.
5caf23c113dcf90016ad24ad,1,My friend pushed me into a lake.,My companion shoved me into the water.
5caf23c113dcf90016ad24ad,2,It all started on our annual summer camping trip.,This began during our yearly wilderness excursion.
5caf23c113dcf90016ad24ad,3,She saw a frog on the shore,She spotted an amphibian at the water's edge
5caf23c113dcf90016ad24ad,4,and dared me to catch it.,and challenged me to capture it.
5caf23c113dcf90016ad24ad,5,If I had just continued eating my sandwich,Had I merely continued with my sandwich
5caf23c113dcf90016ad24ad,6,this wouldn't have happened.,none of this would have occurred.
5caf23c113dcf90016ad24ad,7,"I said no,","I declined,"
5caf23c113dcf90016ad24ad,8,but sometimes friends don't always listen.,yet friends don't always heed refusal.
5caf23c113dcf90016ad24ad,9,She snuck up behind me,"Stealthily, she approached from behind"
5caf23c113dcf90016ad24ad,10,and pushed me into the water.,and thrust me into the lake.
5caf23c113dcf90016ad24ad,11,When I got out,Emerging from the lake
5caf23c113dcf90016ad24ad,12,there was a frog on the bank,I noticed a frog on the shore
5caf23c113dcf90016ad24ad,13,and she scooped it up,which she quickly grabbed
5caf23c113dcf90016ad24ad,14,and handed it to me.,and presented it to me.
5caf23c113dcf90016ad24ad,15,I couldn't help but laugh.,Laughter was inevitable.
5cc92c45a7f12900180c5d53,1,I was with my best friend on the shore,My best friend and I were on the lakeside together
5cc92c45a7f12900180c5d53,2,and she pushed me in the lake.,when she nudged me into the water.
5cc92c45a7f12900180c5d53,3,It was a summers evening,"The evening was warm, characteristic of summer"
5cc92c45a7f12900180c5d53,4,"and there was a frog,","and a frog was present,"
5cc92c45a7f12900180c5d53,5,my friend got the frog,which my friend promptly captured
5cc92c45a7f12900180c5d53,6,and then put it onto my hand,before placing it in my palm
5cc92c45a7f12900180c5d53,7,I laughed uncontrollably,I couldn't stop laughing
5cc92c45a7f12900180c5d53,8,and said you will get your karma.,and proclaimed that retribution would come her way.
5cc9bc7031164b00011997fa,1,My best friend pushed me in to a lake.,My closest companion nudged me into a body of water.
5cc9bc7031164b00011997fa,2,It was on our annual camping trip.,This occurred during our yearly wilderness excursion.
5cc9bc7031164b00011997fa,3,She saw a frog by the shore,She spotted an amphibian near the water's edge
5cc9bc7031164b00011997fa,4,but I didn't want to look at it,but I had no interest in seeing it
5cc9bc7031164b00011997fa,5,because I wanted to eat my sandwich.,since I was focused on consuming my sandwich.
5cc9bc7031164b00011997fa,6,When I was crouched down,As I knelt down
5cc9bc7031164b00011997fa,7,she came up behind me,she stealthily approached from behind
5cc9bc7031164b00011997fa,8,and gave me a nudge.,and pushed me slightly.
5cc9bc7031164b00011997fa,9,I went in the water.,I ended up in the lake.
5cc9bc7031164b00011997fa,10,When I emerged,Upon resurfacing
5cc9bc7031164b00011997fa,11,there was a frog on the shoreline.,a frog was present at the shore.
5cc9bc7031164b00011997fa,12,She scooped it up,She quickly grabbed it
5cc9bc7031164b00011997fa,13,and handed it to me.,and presented it to me.
5cc9bc7031164b00011997fa,14,I started to laugh uncontrollable,I burst into uncontrollable laughter
5cc9bc7031164b00011997fa,15,"and said ""Just you wait""","exclaiming, ""Just you wait"""
5cc9bc7031164b00011997fa,16,"and ""you'll get yours"" about revenge.","hinting at impending retribution with ""you'll have your turn""."
5ccb7255d6dd220015fd965c,1,My friend pushed me into a lake.,My companion shoved me into the water.
5ccb7255d6dd220015fd965c,2,It was on our summer camping trip.,This occurred during our summer camp excursion.
5ccb7255d6dd220015fd965c,3,I was sat by the water,I was seated at the water's edge
5ccb7255d6dd220015fd965c,4,and she came up behind me,when she approached from behind
5ccb7255d6dd220015fd965c,5,and gave me a nudge.,and pushed me slightly.
5ccb7255d6dd220015fd965c,6,When I emerged,As I surfaced
5ccb7255d6dd220015fd965c,7,there was a frog on the beach,a frog was present on the shore
5ccb7255d6dd220015fd965c,8,and she handed it to me.,which she passed to me.
5ccb7255d6dd220015fd965c,9,I said I would get my revenge soon.,I vowed to retaliate before long.
5cf3168f70036500017cdf89,1,She was on a camping trip with her friend during summer.,"During the summer, she embarked on a camping excursion with her companion."
5cf3168f70036500017cdf89,2,They were having a picnic by the water.,"By the water's edge, they enjoyed a leisurely picnic."
5cf3168f70036500017cdf89,3,They were at the edge of the forest.,They positioned themselves at the forest's boundary.
5cf3168f70036500017cdf89,4,Her friend saw a frog and tried to make her chase it.,"Spotting a frog, her companion urged her to pursue it."
5cf3168f70036500017cdf89,5,She was then in the water and her friend threw the frog at her as a joke.,"Subsequently, she found herself in the water while her friend playfully tossed the frog at her."
5cf3168f70036500017cdf89,6,She then promised to get her revenge on her friend.,She vowed to exact retribution on her companion thereafter.
5d10a559017b2a000179ecb6,1,The two girls were at a camping trip,Both girls were on a camping excursion
5d10a559017b2a000179ecb6,2,which was part of their annual holiday.,as a segment of their yearly vacation.
5d10a559017b2a000179ecb6,3,They were looking at a frog,They observed a frog
5d10a559017b2a000179ecb6,4,near to the water`s edge.,close to the brink of the water.
5d10a559017b2a000179ecb6,5,One girl pushed the other girl in the water,One of the girls nudged her companion into the water
5d10a559017b2a000179ecb6,6,"and when she emerged,","and as she resurfaced,"
5d10a559017b2a000179ecb6,7,she saw the frog there.,the frog was in her sight.
5d10a559017b2a000179ecb6,8,She promised the other girl revenge,She vowed retaliation against her friend
5d10a559017b2a000179ecb6,9,for pushing her in the water.,for the playful shove into the water.
5d225f02bf7f840001701aa3,1,My best friend pushed me into a lake.,My closest companion shoved me into the water.
5d225f02bf7f840001701aa3,2,We were on a camping trip.,We had gone on a wilderness excursion.
5d225f02bf7f840001701aa3,3,It was a relaxed afternoon.,The afternoon was filled with ease.
5d225f02bf7f840001701aa3,4,We were at our favourite spot.,We were at the spot we loved most.
5d225f02bf7f840001701aa3,5,She asked me to catch a frog.,She challenged me to grab a frog.
5d225f02bf7f840001701aa3,6,I said no.,I declined.
5d225f02bf7f840001701aa3,7,She didn't take no for an answer,She wouldn't accept a refusal
5d225f02bf7f840001701aa3,8,and pushed me in.,and toppled me into the lake.
5d225f02bf7f840001701aa3,9,The frog jumped onto land,The frog leaped ashore
5d225f02bf7f840001701aa3,10,and she picked it up,and she scooped it up
5d225f02bf7f840001701aa3,11,and handed it to me.,then passed it to me.
5d225f02bf7f840001701aa3,12,I laughed uncontrollably,I burst into uncontrollable laughter
5d225f02bf7f840001701aa3,13,and swore to get my revenge.,and vowed to exact my vengeance.
5d27b8fee5af0b00157f41a6,1,"My best friend found a frog on the lake,","My closest companion discovered a frog by the lake,"
5d27b8fee5af0b00157f41a6,2,it was her favorite camping spot.,this place was her most cherished spot for camping.
5d39c859babfbf00185c09ac,1,My friend pushed me in the lake,My companion shoved me into the water
5d39c859babfbf00185c09ac,2,on our annual holiday.,during our yearly vacation.
5d39c859babfbf00185c09ac,3,There was a frog.,A frog was present.
5d39c859babfbf00185c09ac,4,She sneaked up on me,She crept up behind me
5d39c859babfbf00185c09ac,5,and pushed me in.,and thrust me forward.
5d39c859babfbf00185c09ac,6,I told her,I warned her
5d39c859babfbf00185c09ac,7,I would get my revenge.,that I would seek vengeance.
5d39c859babfbf00185c09ac,8,When I came out of the lake,As I emerged from the water
5d39c859babfbf00185c09ac,9,a frog was on the bank.,a frog rested at the water's edge.
5d39c859babfbf00185c09ac,10,She scooped it up,She quickly grabbed it
5d39c859babfbf00185c09ac,11,and put it in my hand.,and placed it into my palm.
5d39c859babfbf00185c09ac,12,We both laughed uncontrollably.,We erupted in uncontrollable laughter.
5d4e4f66ffbcf800199d5d2e,1,Two friends were on a summer camping trip,A pair of companions were on a summertime camping excursion
5d4e4f66ffbcf800199d5d2e,2,when one got pushed into the lake by the other.,when suddenly one was shoved into the water by the other.
5d4e4f66ffbcf800199d5d2e,3,The reason this happened is that as they were eating their sandwiches by the lake,This occurred as they were enjoying their sandwiches beside the water
5d4e4f66ffbcf800199d5d2e,4,they spotted a frog.,and noticed a frog.
5d4e4f66ffbcf800199d5d2e,5,One friend dared the other friend to pick it up,One companion challenged the other to pick up the amphibian
5d4e4f66ffbcf800199d5d2e,6,but she refused,but she declined
5d4e4f66ffbcf800199d5d2e,7,and the other friend pushed her in.,prompting the other to nudge her into the water.
5d4e4f66ffbcf800199d5d2e,8,"As the friend emerged from the lake,","Rising from the lake,"
5d4e4f66ffbcf800199d5d2e,9,she spotted the frog,she caught sight of the frog
5d4e4f66ffbcf800199d5d2e,10,and burst out laughing.,and couldn't help but laugh heartily.
5d4e4f66ffbcf800199d5d2e,11,Her friend scooped up the frog,Her companion picked up the frog
5d4e4f66ffbcf800199d5d2e,12,and put it back in the lake.,and returned it to its aquatic home.
5d4e4f66ffbcf800199d5d2e,13,The soggy friend told the other girl,The drenched friend warned the other
5d4e4f66ffbcf800199d5d2e,14,that she would get her revenge on her soon!,that she would soon enact her playful vengeance.
5e47ad846c3d4425c60ccbe5,1,Two friends were on their annual summer camping trip.,A pair of companions embarked on their yearly wilderness excursion.
5e47ad846c3d4425c60ccbe5,2,One friend decided to dare their other friend to go in the water,"During the trip, one of them challenged the other to venture into the lake"
5e47ad846c3d4425c60ccbe5,3,"as there was a frog on the waters edge,","since a frog was perched by the water's brink,"
5e47ad846c3d4425c60ccbe5,4,the other friend decided against the idea,but the challenged friend was not in favor of the idea
5e47ad846c3d4425c60ccbe5,5,"so whilst their friend wasn't paying attention,","and while the daring friend was distracted,"
5e47ad846c3d4425c60ccbe5,6,they crept up,the other stealthily approached
5e47ad846c3d4425c60ccbe5,7,and pushed their friend into the water.,and nudged their unsuspecting friend into the lake.
5e47ad846c3d4425c60ccbe5,8,"When she emerged,","As she resurfaced,"
5e47ad846c3d4425c60ccbe5,9,she was handed the frog that had been on the waters edge,she received the frog that had been sitting at the edge of the water
5e47ad846c3d4425c60ccbe5,10,to which erupted tumultuous laughter.,which led to an outburst of hearty laughter.
