,summary,total,len,rate,keypoints_id
1,"My best friend pushed me into the lake.|It happened during our annual summer camping trip.|We were enjoying a peaceful afternoon at our favorite spot.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I told her I wasn't interested because I was eating a sandwich.|She snuck up behind me and pushed me into the water.|When I emerged, she scooped up the frog and handed it to me.|I laughed uncontrollably after the incident.|I told her she would get her revenge soon.",134.78,490,0.28,10_2
6,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I told her I wasn't interested.|Friends don't always take no for an answer.|She snuck up behind me and pushed me.|I emerged from the water to see a frog on the shore.|She scooped up the frog and handed it to me.|I couldn't help but laugh uncontrollably.|I told her she would get her revenge soon.,151.96,502,0.3,12_1
16,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I was eating my sandwich.|I told her I wasn't interested.|Friends don't always take no for an answer.|She snuck up behind me.|She gave me a little nudge.|I emerged from the water.|She scooped up the frog.|She handed me the frog.|I couldn't help but laugh uncontrollably.|I said she would get hers soon enough.,160.45,515,0.31,15_2
9,My best friend pushed me into the lake.|This happened during our summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water.|She dared me to catch the frog.|I refused because I was eating a sandwich.|Friends don't always take no for an answer.|She snuck up behind me.|She gave me a little nudge into the water.|I emerged from the water with a frog nearby.|She scooped up the frog and handed it to me.|I laughed uncontrollably at the situation.|I planned to get revenge on her soon.,148.57,516,0.29,13_1
12,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I had just sat down to eat my sandwich.|I told her I wasn't interested.|Friends don't always take no for an answer.|She snuck up behind me.|She gave me a little nudge.|I emerged from the water.|She scooped up the frog and handed it to me.|I couldn't help but laugh uncontrollably.|I told her she would get hers soon enough.,167.68,529,0.32,14_1
10,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|We were at our favorite spot in the woods.|She dared me to catch the frog.|I had just sat down to eat my sandwich.|I told her I wasn't interested.|She didn't take no for an answer.|She snuck up behind me and nudged me.|I emerged from the water to find a frog on the shore.|She scooped up the frog and handed it to me.|I couldn't help but laugh uncontrollably.,182.14,533,0.34,13_2
11,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I was not interested because I was eating a sandwich.|Friends sometimes do not take no for an answer.|She snuck up behind me and nudged me into the lake.|I emerged from the water.|There was a frog on the shore.|She scooped up the frog and handed it to me.|I laughed uncontrollably.|I told her she would get her revenge soon enough.,162.33,537,0.3,13_3
17,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I had just sat down to eat my sandwich.|I told her I wasn't interested.|She didn't take no for an answer.|She snuck up behind me and nudged me.|I emerged from the water.|There was a frog on the shore.|She scooped it up and handed it to me.|I couldn't help but laugh uncontrollably.|I decided to get revenge.|I told her she'd get hers soon enough.,178.47,552,0.32,15_3
14,My best friend pushed me into the lake.|This happened during our annual summer camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|She dared me to catch the frog.|I told her I wasn't interested.|Friends don't always take no for an answer.|She snuck up behind me and nudged me into the water.|I emerged from the water.|There was a frog on the shore.|She scooped up the frog and handed it to me.|I couldn't help but laugh uncontrollably.|I naturally planned to get revenge.|I told her she'll get hers soon enough.,161.36,554,0.29,14_3
15,"My best friend pushed me into the lake.|This happened during our annual camping trip.|We were enjoying a peaceful afternoon.|She spotted a frog near the water's edge.|We were at our favorite spot in the woods.|She dared me to catch the frog.|I had just sat down to eat my sandwich.|I told her I wasn't interested in catching it.|Friends don't always take no for an answer.|She snuck up behind me and nudged me into the water.|When I emerged, there was a frog on the shore.|She scooped up the frog and handed it to me.|I couldn't help but laugh uncontrollably.|I planned to get revenge.|I told her she would get hers soon enough.",198.67,628,0.32,15_1
