recall_id,recall_text,len_original,recall rate,rephrased_text,len_rephrased,rate
59a66a62cf8b8d0001771fcd,a lady was eating a sandwich by the edge of some water when her friend pushed her in.,85,0.3,A woman was consuming a sub at the brink of a body of water as her companion shoved her into it.,96,0.16566834859447907
5d27b8fee5af0b00157f41a6,"My best friend found a frog on the lake, it was her favorite camping spot.",74,0.38,"My closest companion discovered a frog by the lake, this place was her most cherished spot for camping.",103,0.1900416813402912
5ea313378e994c25658eae92,My friend pushed me into a lake. This was during our summer picnic. She said she saw a frog in the water and asked me to jump in. She gave me a nudge and I fell in. When I got out there was a frog at the side of the lake.,221,0.13,A buddy of mine shoved me into a body of water. It happened at our picnic in the summertime. She claimed to have spotted a frog swimming. and urged me to take a leap into the lake. She prodded me forward gently causing me to tumble into the water. Upon emerging from the lake I noticed a frog perched by the water's edge.,321,0.06321345535993765
60355f4612906156ad917438,"A girl and her best friend went to a lake. She was sat by the water’s edge when the friend wanted to see if they could catch a frog, but the girl didn’t want to. The friend nudged her and she fell into the water. When she got out of the water the frog was on the shore.",269,0.11,"A young lady and her closest companion visited a lakeside. She found herself seated at the brink of the water while her companion expressed a desire to attempt frog-catching, yet the young lady was not in favor of the idea. Her companion gave her a gentle push which resulted in her tumbling into the lake. Upon emerging from the lake a frog was present on the bank.",366,0.07046243009319668
5683b9722c7f11000b3d08ba,It was a summers evening. It all started when there was a little frog near the lake. I'd just sat down to eat my sandwich when my friend suggested I get the frog out but I told her I wasn't interested. She then gave me a nudge and fell into the water.,251,0.12,The evening was warm with summer's touch. Everything began with a small frog beside the lake. I had only just settled to consume my sandwich as my companion proposed that I remove the frog yet I expressed my lack of interest. She proceeded to give me a gentle push which resulted in her tumbling into the water.,311,0.06743523700536976
64518e0e1d8bff225cd5e491,"I was with a friend down by the lake when she pushed me in. We were on holiday and down by the lake when I saw a frog and was trying to catch it. My friend was annoyed and so she pushed me in the lake. When I emerged she handed me the frog and said there you are. I said you wait, I will get you back sometime.",310,0.1,"My companion and I were beside the lake as she shoved me into the water. We were vacationing near the water's edge when I spotted a frog and attempted to capture it. My friend became irritated prompting her to push me into the water. As I came up from the lake she presented me with the frog and declared, here you go. I warned her, just you wait, I'll have my revenge eventually.",380,0.07007776071923683
60a7ac27f10784b94cec23df,A story of how her best friend pushed her into the rivers. They saw a frog and she dared her to catch it but then nudged her into the river and she fell in and there was the frog in front of her. She said that she will definitely get her revenge.,246,0.13,A tale about her closest companion nudging her towards the waterways. They spotted an amphibian and she was challenged to snatch it yet she was unexpectedly jostled into the water causing her to tumble in where the frog appeared right before her. She vowed to certainly seek retaliation.,287,0.060572940033519096
602b7ef25103a629e2004d70,my best friend pushed me into a lake. it happened over our summer vacation. near the lake my friend spotted a frog. she was eating a sandwich. I wanted one too. and she told me i would get mine soon enough.,206,0.15,"My closest companion shoved me into the water. This occurred during our summer break. Beside the lake, my buddy noticed a frog. She was consuming a sandwich at the time. I desired one as well. She assured me that I would receive mine shortly.",242,0.12566848639516523
5ad2254db438910001ac9c31,"It was on a camping trip, when my friend pushed me in the lake. She crept up behind me and gave me a nudge. As I got out of the water there was a frog. I told my friend that I would get her back for this.",204,0.16,"During a camping excursion, my companion shoved me into the lake. She sneaked up on me and prodded me forward. While I was emerging from the lake a frog was present. I informed my buddy that revenge would be mine.",213,0.11450232036037553
617221eb8868cd4fc83eb616,My best friend pushed me into the lake. The frog jumped out. She catches it. She put it into my hands. Soon I will get my revenge.,130,0.25,My closest companion shoved me into the water. The amphibian leaped away. She grasps it. She placed it in my palms. I shall soon exact my retribution.,150,0.1537437313523332
59ad3ee82d73c00001e5cb12,I went out with my best friend to the lake on summer's afternoon. We were sitting by the lake at our favourite spot eating our sandwiches when my friend said I couldn't catch the frog sitting nearby. Not being able to resist a challenge I stood up to catch the frog when my friend gave me a nudge and I fell into the water. I laughed uncontrollably. My friend caught the frog. I said I would get my revenge.,407,0.08,"My best friend and I headed to the lake on a summer afternoon. Seated by the water's edge at our preferred spot, we munched on our sandwiches as my friend teased that I wouldn't be able to grab the nearby frog. Incapable of turning down a dare I rose to apprehend the amphibian at which point my friend nudged me causing me to tumble into the lake. I burst into uncontrollable laughter. My companion succeeded in capturing the frog. I vowed to have my retribution.",464,0.07955015630879307
614fcba0d71b7a527a512011,A friend pushed me into the lake because I wouldn’t catch a frog. I laughed and when I came out of the lake there was a frog on the shore. I vowed to get revenge on my friend.,175,0.19,My companion shoved me into the water since I refused to grab a frog. I chuckled and as I emerged from the water a frog was sitting by the lakeside. I promised myself to retaliate against my buddy.,197,0.11370634673619284
5cf3168f70036500017cdf89,She was on a camping trip with her friend during summer. They were having a picnic by the water. They were at the edge of the forest. Her friend saw a frog and tried to make her chase it. She was then in the water and her friend threw the frog at her as a joke. She then promised to get her revenge on her friend.,313,0.11,"During the summer, she embarked on a camping excursion with her companion. By the water's edge, they enjoyed a leisurely picnic. They positioned themselves at the forest's boundary. Spotting a frog, her companion urged her to pursue it. Subsequently, she found herself in the water while her friend playfully tossed the frog at her. She vowed to exact retribution on her companion thereafter.",392,0.0847737009978316
63de9eece971e379ea3abbf1,"the participant was eating a sandwich by the lake. it was summer and her best friend pushed her in. There was something about a frog and being scared of it, stand at the edge. then she got revenge by pushing her friend into the lake too.",237,0.14,"The individual was consuming a sandwich beside the water. The season was summertime when her closest companion shoved her into the water. An incident involved a frog and a feeling of fear towards the amphibian, linger near the brink. subsequently, she exacted retribution by nudging her companion into the water as well.",320,0.0691213131617187
60fedccd65da849fc08a6498,"A girl was pushed into the water on a summers afternoon she nudged her into the water and when she got out she found a frog and gave it to her, she said she would get hers soon.",177,0.19,"The girl was shoved into the liquid during a summer's day pushing her gently into the water and upon her emergence she discovered an amphibian which she handed over to her friend, she declared retribution would come her way shortly.",232,0.09475634022452577
5f2ad10f2a2fc93c43768f1a,"My friend pushed me into the lake on our annual visit to lake, there was a frog, she wanted me to see it, I wasn't interested she pushed me in, then tried to hand me frog. I said I would get revenge.",199,0.17,"My companion shoved me into the water during our yearly trip to the lake, a frog was present, she was eager for me to spot it, I showed no enthusiasm she nudged me into the water, afterwards attempting to pass the frog to me. I declared my intent for retribution.",263,0.10629863897323197
63062f7d8fb591eee9806333,My best friend pushed me into the lake. They said they saw a frog. We were on a camping trip. I was sitting down to eat a sandwich. We both laughed about it. I said I would get my revenge on them.,196,0.18,My closest companion shoved me into the water. They claimed to have spotted a frog. We were on an outdoor excursion. I had just settled down to consume a sandwich. We chuckled together over the incident. I vowed to exact retribution on them.,241,0.13728338837307055
60fea505c8796961a71b67d9,It was a peaceful summers afternoon on our annual camping trip. My friend dared me to catch a frog. She nudged me and I fell into the water. The frog was at the waters edge. It made me laugh. I felt like getting revenge and said to my friend 'you'll get yours',260,0.14,"The afternoon was serene during the summer season during our yearly excursion into the wilderness. A challenge was issued by my companion to ensnare an amphibian. She gave me a slight push resulting in my tumble into the pond. At the edge of the water resided the frog. Its presence caused me to chuckle. The desire for playful retaliation grew within me as I addressed my comrade with a warning, 'your time will come.'",419,0.08127608109391404
5a84125d17ef350001708120,"She was on a camping trip with her mate that they do this every year and she was pushed in by her mate, as she spotted a frog. The other friend was eating so she didn't want get the frog so her mate pushed her in, the friend will get revenge , just gotta wait and see!",268,0.14,"She embarked on a wilderness adventure with her companion a tradition they upheld annually when her companion playfully shoved her in, upon her noticing a frog. Another pal was indulging in a meal thus she refrained from capturing the frog prompting her mate to nudge her into the water, vengeance is planned by the friend, time will reveal the outcome!",353,0.10887650662937676
6447a1d0a79b93156810e05f,"i was enjoying a peaceful afternoon with my friend. she noticed a frog and gave me a gentle nudge, i fell into the water and after i laughed uncontrollably. friend being friends you know... i said i will get you back.",217,0.18,"I spent a tranquil afternoon alongside my companion. She spotted a frog and nudged me softly, causing me to tumble into the water followed by my bursting into laughter. That's what friends do, after all... I declared my intention for playful revenge.",250,0.11295551315271996
5cc92c45a7f12900180c5d53,"I was with my best friend on the shore and she pushed me in the lake. It was a summers evening and there was a frog, my friend got the frog and then put it onto my hand I laughed uncontrollably and said you will get your karma.",227,0.17,"My best friend and I were on the lakeside together when she nudged me into the water. The evening was warm, characteristic of summer and a frog was present, which my friend promptly captured before placing it in my palm I couldn't stop laughing and proclaimed that retribution would come her way.",296,0.11475315295908783
60460afa467ff102d3c5b9f6,"a friend pushed the other friend in to the water, trying to catch a frog. The friend was sitting down eating a sandwich but the other friend could not take a no for an answer. The other friend promised to revenge.",213,0.2,"One companion shoved their peer into the liquid, in an attempt to snatch a frog. While seated, the friend was consuming a sandwich, yet the companion persisted, unwilling to accept a refusal. Vengeance was vowed by the drenched friend.",235,0.15009111446102125
5f9ed109e20fb249e3c484d4,"The friends were camping in the woods at the lake. It was the afternoon and one was eating a sandwich, the other wanted to catch a frog, so pushed the first one into the lake. When she emerged she had a frog on her head. She declared she would get revenge.",256,0.17,"The companions set up camp by the forested lakeside. The time was late afternoon, with one friend munching on a sandwich, while another was intent on capturing a frog, thus nudged the sandwich-eater into the water. As she surfaced, a frog perched atop her head. She vowed to exact retribution.",293,0.08609327110580198
5e47ad846c3d4425c60ccbe5,"Two friends were on their annual summer camping trip. One friend decided to dare their other friend to go in the water as there was a frog on the waters edge, the other friend decided against the idea so whilst their friend wasn't paying attention, they crept up and pushed their friend into the water. When she emerged, she was handed the frog that had been on the waters edge to which erupted tumultuous laughter.",415,0.1,"A pair of companions embarked on their yearly wilderness excursion. During the trip, one of them challenged the other to venture into the lake since a frog was perched by the water's brink, but the challenged friend was not in favor of the idea and while the daring friend was distracted, the other stealthily approached and nudged their unsuspecting friend into the lake. As she resurfaced, she received the frog that had been sitting at the edge of the water which led to an outburst of hearty laughter.",505,0.07227739114966333
5ccb7255d6dd220015fd965c,My friend pushed me into a lake. It was on our summer camping trip. I was sat by the water and she came up behind me and gave me a nudge. When I emerged there was a frog on the beach and she handed it to me. I said I would get my revenge soon.,243,0.18,My companion shoved me into the water. This occurred during our summer camp excursion. I was seated at the water's edge when she approached from behind and pushed me slightly. As I surfaced a frog was present on the shore which she passed to me. I vowed to retaliate before long.,279,0.11380371322150534
60be23c5a5d59757b99d0014,"We were at the lake on a summer camp, There was a front on the edge lake and my friend dared me to catch it, I said no so he sneaked up behind me and gave me a snug I fell into the lake and I couldn't stop laughing uncontrollably and swore that I would get her back soon enough.",278,0.16,"Our location was a lakeside during a summer retreat, A dock was situated at the lake's brink and a challenge was issued by my companion to seize it, I declined the dare thus he crept up on me from behind and embraced me tightly causing me to tumble into the water where I burst into uncontrollable laughter vowing to exact my revenge on her before long.",353,0.0653404528803116
60ba2bab477f5f776919e5ab,"My friend pushed into a lake, were at a summer camp and there was a frog at the edge of the lake, she asked me if I want to go see the frog I refused but, she pushed me in to the lake when I emerged I could help but laugh uncontrollably , I saw her with the frog in her hand and she asked me if I wanted to hold it, I said 'No'. the first thing on my mind was revenge. I told her I'll get her back.",398,0.11,"My companion shoved me into a body of water, while we were at a camp during the summer, and at the water's edge, there perched a frog, she inquired whether I was interested in observing the frog up close I declined, yet she nudged me into the aquatic expanse as I surfaced, I found myself laughing hysterically, I caught sight of her holding the amphibian, and she posed the question of whether I wished to handle it, I responded with a firm 'No'. thoughts of retribution were foremost in my mind. I assured her that I would have my payback.",541,0.04389630228563029
56c5c6489b720300057af888,My friend pushed me in to a lake. This happened at our annual picnic. I was just sitting down and she saw a frog sitting on the edge of the lake. She asked me to help it. I said No. Then she pushed me into the lake. As I got out she showed me a frog sitting on the side and gave it to me.,288,0.16,"My companion nudged me into a body of water. It occurred during our yearly outdoor gathering. I had just taken a seat when she noticed an amphibian perched by the water's brink. She requested my assistance with it. I declined. Subsequently, she propelled me into the water. While I was emerging she presented me with an amphibian on the shore and handed it over to me.",368,0.14101124714580426
5fa1db108aaea037919570d4,My friend pushed me into a lake at our favourite spot when I said I wouldn’t catch a frog. Then she saw a frog and handed it to me when I emerged from the lake and I said just you wait you’ll get yours,201,0.23,"My companion shoved me into the water at our most cherished location after I declared I wouldn't snag a frog. Subsequently, she spotted a frog and passed it to me as I surfaced from the water and I remarked your turn will come you'll have your turn",248,0.16413763254874994
5e852dd84fc423121601a0f8,my best friend pushed me at the lake while at summer trip camping. we were at our favorite spot and as i sat down eating my sandwich. she said i should catch a frog thats all i can recall,187,0.25,"My closest companion nudged me by the lakeside during our camping excursion in the summer. We had settled at the spot we loved most while I was seated, enjoying my sandwich. She suggested I try to capture a frog That's the entirety of what I remember",250,0.15560614772919992
5d39c859babfbf00185c09ac,My friend pushed me in the lake on our annual holiday. There was a frog. She sneaked up on me and pushed me in. I told her I would get my revenge. When I came out of the lake a frog was on the bank. She scooped it up and put it in my hand. We both laughed uncontrollably.,271,0.18,My companion shoved me into the water during our yearly vacation. A frog was present. She crept up behind me and thrust me forward. I warned her that I would seek vengeance. As I emerged from the water a frog rested at the water's edge. She quickly grabbed it and placed it into my palm. We erupted in uncontrollable laughter.,326,0.11483478556033741
60bc8694c10f8519a26ec749,"The girl's bestfriend pushed her in the lake. When the girl sat down to eat her sandwich, the friend asked her to pick up the frog that was on the edge. After refusing to do so, the bestfriend gave her a little nudge and she fell in. When the girl came up the friend handed her the frog and the girl said that she will get her revenge on the friend.",349,0.14,"Her closest companion nudged her into the water. As the girl settled down to enjoy her sandwich, her companion suggested she grab the frog perched at the brink. Upon her refusal, the best friend provided a gentle push resulting in her tumble into the water. Emerging from the lake, the companion extended the frog towards her and the girl vowed to exact her vengeance on her pal.",379,0.13355804183926115
64847582d222606dc6560f62,There were 2 friends on a camping trip. One dared her to try and catch the frog. The one friend tried to catch the frog and her friend pushed her into the water. When she got out of the water there stood a frog and her friend scooped it up and handed it to her. After she got pushed into the water the two friends starting laughing uncontrollably. The other friend said you just wait until I get revenge on you.,411,0.12,Two companions were on a wilderness excursion. One challenged the other to attempt to capture the amphibian. The companion made an effort to seize the frog while her companion nudged her into the aquatic body. Upon emerging from the water a frog was present and the other companion quickly grabbed it then presented it to her. Following her plunge into the water both companions burst into hysterical laughter. The other companion remarked just you wait for the retribution I have planned for you.,497,0.08475121358382293
6306776595b8bee0efa958a0,"Her friend pushed her in the water on their annual camping trip on the summer, she’d sat down at the side of the water to eat her sandwiches her friend nudged her in, when she got out her friend passed her a frog and the girl said she’d get her revenge.",253,0.2,Her companion shoved her into the water during their yearly wilderness outing in the midst of summer as she had settled by the water's edge to consume her packed lunch her companion gave her a little push once she emerged her companion handed her an amphibian and the young lady proclaimed that retribution would be hers.,321,0.13141922635498438
609252692568228b9e5399b0,"My friend pushed me into the lake. There was a frog on the side of the lake and this was our favourite game in the world. I had just sat down to eat my sandwich when she came up behind me and pushed me into the lake. When I got out of the lake, I found her by the shore waiting holding the frog in her hands. I told her that I was going to get my revenge and I just laughing uncontrollably.",390,0.13,"My companion shoved me into the water. A frog was perched at the lake's edge and this activity was our most cherished pastime. I had only just settled down to consume my sandwich when she snuck up on me and thrust me into the water. Emerging from the lake, I located her along the bank anticipating with the frog cradled in her palms. I declared my intent for playful retaliation while I was overcome with fits of laughter.",423,0.10712579866078016
6439e2d30873a9ffa6853281,"My best friend played a trick on me. We were camping, it was summer. We were by the lake. I was eating a sandwich. There was a frog. She dared me to catch the frog. I said no but she pushed me into the water. We laughed. I said I would get her back.",249,0.21,"My closest companion pulled a prank on me. We had set up camp, during the summertime. Our location was lakeside. I was consuming a sandwich. A frog was present. She challenged me to capture the frog. I declined yet she nudged me into the lake. We chuckled together. I vowed to retaliate.",287,0.1723910492818815
5f1587d28ee50f036977fe26,"Her and her mate were on their annual summer trip at a summer camp by the water. Whilst they were eating their lunch her mate dared her to catch a frog that was on the edge of the water. However, they just wanted to eat so said no. The friend decided to give her a little nudge towards the water. In which she fell in. The friend then picked up the frog. And handed it to her friend who was now covered in water. They both were laughing hysterically. And the mate that was soaking said she would get her revenge.",512,0.1,"She and her partner were spending their yearly summer vacation at a lakeside camp. While they were having their midday meal, her partner challenged her to grab a frog perched by the water's edge. Nevertheless, they preferred to continue eating and therefore declined. The companion playfully pushed her in the direction of the lake. Resulting in her tumbling into the water. The companion then scooped up the amphibian. And presented it to her drenched friend. Both erupted into uncontrollable laughter. And the drenched mate vowed to enact her vengeance.",555,0.10155303890111711
6034e8e3628ecdf282096ccf,"I went on a camping trip and my friend pushed me in the water this summer. I was sitting eating my sandwich and she nudged me to kiss a frog and I fell into the water, as I came up I remember wanting revenge as friends never really take no for an answer I yelled you will get yours soon enough.",294,0.18,"I embarked on a wilderness adventure where my companion shoved me into the liquid depths during this year's warmest season. While I was leisurely consuming my sandwich she prodded me to peck an amphibian resulting in my tumble into the aquatic embrace, emerging from the water I recall desiring retribution since pals seldom accept a refusal I proclaimed that recompense would be hers before long.",397,0.12939041266146092
59e721e0ac0af70001b36a13,Was with my friends on a summer trip and fell in to the lake is was peaceful was asked to catch a frog and I was eating a sandwich i said no she gave me a nudge and i fell in she saw a frog on the on the lakeside and scooped it up i said i would get revenge,257,0.21,Spent time with companions during a summer excursion and tumbled into the lake it felt serene received a request to capture a frog while I was consuming a sandwich I declined she pushed me gently and down I went she spotted a frog at the edge of the lake and quickly grabbed it I vowed to seek retribution,305,0.14847677274629506
614a43667262f5c9b6f3d394,my friend pushed me into the lake it was our annual camping trip she saw a frog at the edge of the lake i said i wasnt interested so she snuck up behind me and shoved me as i emerged from the lake i saw a frog on the edge and she scooped it up and handed it to me ii couldnt help but laugh.,290,0.19,"My companion nudged me into the water This was our yearly wilderness excursion She spotted a frog near the water's brink I declared my disinterest Thus, she crept up on me from behind Then pushed me in Rising from the water I noticed a frog at the shoreline She quickly grabbed it And presented it to me I burst out in laughter.",328,0.15323680943923776
64622d2f98e7fa08557b536c,"My best friend and I were by the lake, she saw a frog by the edge of the water and I told her to leave it. Because friends sometimes don't take no for an answer, she snuck up behind me and pushed me in. When I got out of the water she was laughing uncontrollably and I laughed too and told her ""Just wait your turn"".",316,0.17,"My closest companion and I stood beside the lake, she noticed a frog at the water's brink and I advised her to let it be. Given that friends often disregard refusals, she crept up on me stealthily and shoved me into the lake. As I emerged from the water she was in fits of laughter and I joined in the merriment and warned her, ""Your time will come.""",350,0.13331440520285712
586c4a8be9cb31000195ea04,"A person and their best friend went to a lake in the woods one peaceful summer day. It was lunchtime. The friend spotted a frog. The friend told the story teller to catch it. The story teller said no. They wanted to eat their lunch. So the friend, unwilling to accept the answer No, snuck up behind them. The friend pushed them into the lake. How they laughed! Then when the story teller got out of the lake the frog was sitting on the bank. Oh happy days!",456,0.12,"An individual and their closest companion ventured to a forested lake on a tranquil summer's day. The time was noon. The companion noticed a frog. The companion urged the narrator to seize the amphibian. The narrator declined. Their preference was to consume their midday meal. Thus, the companion, not taking no for an answer, crept up from behind. The companion nudged them into the water. What laughter ensued! Afterwards, as the narrator emerged from the water, the frog perched on the shore. Ah, such joyful times!",519,0.0957322897202697
60a256fa83da9572702726f0,Two friends went on a annual camping trip. One friend asked the other to catch a frog that was on the bank of the river. He declined because he sat down to have a sandwich. That's when the friend snuck up behind and pushed him in the water. They laughed. And he said she will get her turn.,289,0.19,"A pair of companions embarked on their yearly wilderness outing. One companion requested the other to seize a frog perched on the river's edge. He refused as he had just sat down to enjoy a sandwich. At that moment, the other friend stealthily approached from behind and nudged him into the water. They both chuckled heartily. And he proclaimed that she would have her moment as well.",384,0.14877369376145833
5d4e4f66ffbcf800199d5d2e,"Two friends were on a summer camping trip when one got pushed into the lake by the other. The reason this happened is that as they were eating their sandwiches by the lake they spotted a frog. One friend dared the other friend to pick it up but she refused and the other friend pushed her in. As the friend emerged from the lake, she spotted the frog and burst out laughing. Her friend scooped up the frog and put it back in the lake. The soggy friend told the other girl that she would get her revenge on her soon!",515,0.11,"A pair of companions were on a summertime camping excursion when suddenly one was shoved into the water by the other. This occurred as they were enjoying their sandwiches beside the water and noticed a frog. One companion challenged the other to pick up the amphibian but she declined prompting the other to nudge her into the water. Rising from the lake, she caught sight of the frog and couldn't help but laugh heartily. Her companion picked up the frog and returned it to its aquatic home. The drenched friend warned the other that she would soon enact her playful vengeance.",578,0.09542447229083044
5e7d21d4373d5e3a2a98d1fd,"My friend pushed me into a lake on our camping trip. I had just began to eat my sandwich in the woods when she spotted a frog. She nudged me into the lake and as I got out she handed me the frog and we laughed. I said ""just you wait I will get revenge""",252,0.22,"My companion shoved me into the water during our wilderness excursion. I was just starting to enjoy my sandwich among the trees when she caught sight of an amphibian. She gave me a push toward the water and as I emerged she presented me with the frog and we burst into laughter. I declared ""mark my words retribution will be mine""",330,0.1439998541134242
641c80af676f09a6e4add4d7,"A kid was at summer camp and was pushed into the lake by a friend, this happened because he was eating a sandwich and his friend asked him to catch a frog to which he declined because he wasn't interested but his friend didn't take no for an answer and pushed him in, to his surprise when he emerged from the water he spotted the frog and his friend grabbed the frog and he started laughing uncontrollably and vowed he would get his friend back soon enough.",457,0.13,"A child was at a summer retreat and found himself shoved into the water by a companion, the reason being his consumption of a sandwich while his companion challenged him to snag a frog which he refused as he had no interest in doing so yet his companion wouldn't accept a refusal and tipped him into the lake, unexpectedly, as he rose from the lake he noticed the frog and his companion seized the amphibian causing him to burst into uncontrollable laughter and he swore to retaliate against his friend before long.",515,0.1002160415322524
647ab0ae3a04a26f3243da7e,"My best friends pushed me into the lake. It started during summer camp. She dared me to catch a frog, but I wasn't interested. But friends, y'know, don't take no for an answer. Then she gave me a little nudge. ""Just you wait, your turn next"", she said.",252,0.23,"My closest companions shoved me into the water. The incident occurred at summer camp. She challenged me to grab a frog, yet I had no desire to do so. However, friends, as you understand, won't accept a refusal. Subsequently, she prodded me slightly. ""Mark my words, you're up next,"" she declared.",296,0.12203036780246618
5f4e826dade9a507a7c6c2d3,"My friend pushed me into the lake at our favourite spot in the woods. The reason was a frog that she saw, she wanted me to catch it. I disagreed, because I just started eating sandwich at this moment. She came behind me and pushed me into the water. I told her that I'm going to revange.",287,0.2,"My companion shoved me into the waterbody at the cherished location we have in the forest. This was due to a frog she spotted, her intention was for me to capture it. I was not in favor, since I had just begun to consume my sandwich then. She approached from my rear and thrust me into the aquatic depths. I declared to her my intent for retaliation.",350,0.14422412056674283
60a520c051c98eb480c2811f,"The story is about two friends. The first friend who wanted the other friend to touch a frog during their annual summer camp or was it at their favorite spot in the woods? The first friend gave the second friend a push and when the second friend emerged from the water, they were handed the frog. The friend who emerged from the water laughed uncontrollably and threatened that next time they were going to get their revenge.",425,0.14,"This tale revolves around a pair of companions. One of them urged their companion to handle a frog at their yearly summer retreat or could it have been in their cherished woodland hideaway? The instigating friend nudged the other and as the nudged friend surfaced from the aquatic depths, a frog was presented to them. The friend who came out of the water burst into hysterical laughter and vowed that in the future, they would exact their vengeance.",450,0.08463857870879996
579768e3dcff7d0001c7c462,I was by a lake in the woods with my friend. I was just about to have my lunch when she suggested we catch a frog in the lake. I said no because I was just starting lunch. However not taking no for an answer she pushed me in. When I managed to get out she handed me a frog she had scooped up from the lake shore. We both laughed thinking it was funny. I told her I would get revenge saying something like 'you will get yours!'.,427,0.14,"My friend and I were beside a woodland lake. I was on the verge of starting my meal when she proposed that we try to capture a frog from the lake. I declined as I was about to begin eating my lunch. Yet, she persisted, unwilling to accept my refusal and nudged me into the water. Once I climbed back to shore she presented me with a frog that she had gathered at the edge of the lake. We both burst into laughter finding the situation amusing. I warned her that I would have my payback with words to the effect of 'your time will come!'",536,0.10254302490610072
60a3cb60b3e2bdb82a865197,She was sitting at their favourite spot in the woods at their annual summer camp. After she had just sat down to eat her sandwich her best friend asked her to catch the frog. Upon her refusal her friend then gave her a little nudge into the pond. When she emerged she laughed and promised to get even with her friend.,317,0.19,She occupied their cherished location in the forest during their yearly summer retreat. Right after she settled in to consume her sandwich her closest companion requested that she seize the amphibian. Following her declination her companion playfully pushed her into the water. As she surfaced she chuckled and vowed to retaliate against her pal.,346,0.1852057904119942
5e9746fb1eed951eed404015,"Two friends went to their favorite spot to have lunch by a lake in the forest. One friend pushed the other when she refused to catch a frog and instead wanted to sit down and eat lunch. When the girl who was pushed into the lake emerged, a frog was present. The dry friend scooped the frog up as the girl who was pushed laughed and then warned her friend that she'll get back at her for the incident.",400,0.16,"A pair of companions headed to their cherished hangout to enjoy a midday meal beside a woodland lake. One comrade nudged the other for declining to grab a frog preferring instead to sit and commence their picnic. As the girl who got shoved into the water resurfaced, a frog was in attendance. The friend who remained dry quickly picked up the amphibian while the soaked girl chuckled and then cautioned her companion that she would seek revenge for the prank.",459,0.11042708562226577
