recall_id,chars,average,text
59ad3ee82d73c00001e5cb12,407,0.6735,I went out with my best friend to the lake on summer's afternoon. We were sitting by the lake at our favourite spot eating our sandwiches when my friend said I couldn't catch the frog sitting nearby. Not being able to resist a challenge I stood up to catch the frog when my friend gave me a nudge and I fell into the water. I laughed uncontrollably. My friend caught the frog. I said I would get my revenge.
64847582d222606dc6560f62,411,0.7774,There were 2 friends on a camping trip. One dared her to try and catch the frog. The one friend tried to catch the frog and her friend pushed her into the water. When she got out of the water there stood a frog and her friend scooped it up and handed it to her. After she got pushed into the water the two friends starting laughing uncontrollably. The other friend said you just wait until I get revenge on you.
5e47ad846c3d4425c60ccbe5,415,0.7075,"Two friends were on their annual summer camping trip. One friend decided to dare their other friend to go in the water as there was a frog on the waters edge, the other friend decided against the idea so whilst their friend wasn't paying attention, they crept up and pushed their friend into the water. When she emerged, she was handed the frog that had been on the waters edge to which erupted tumultuous laughter."
5c14dd3f5e545c0001e3f119,417,0.7371,"His best friend pushed me into the lake. This happened during their annual summer camping trip. They were enjoying their time by the lake. The friend wanted to catch frogs. He was eating a sandwich. She pushed him into the water. When he came out, there was a frog on the shore. She scooped up the frog. She handed the frog to him. There was a lot of laughter. He threatened revenge for getting pushed into the water."
60a520c051c98eb480c2811f,425,0.719,"The story is about two friends. The first friend who wanted the other friend to touch a frog during their annual summer camp or was it at their favorite spot in the woods? The first friend gave the second friend a push and when the second friend emerged from the water, they were handed the frog. The friend who emerged from the water laughed uncontrollably and threatened that next time they were going to get their revenge."
5b0d39f4641b1200010ef716,425,0.7381,"I was on my annual summer camping trip with my best friend. I was sat eating my sandwich when she dared me to catch a frog. I said I wasn't interested so she came behind me and gave me a nudge into the water and I fell in. When I emerged from the walk there was a frog on the shore, my friend just handed it to me and laughed. I laughed as well but planned my revenge and told her to ""just wait, you'll get yours soon enough"""
579768e3dcff7d0001c7c462,427,0.6939,I was by a lake in the woods with my friend. I was just about to have my lunch when she suggested we catch a frog in the lake. I said no because I was just starting lunch. However not taking no for an answer she pushed me in. When I managed to get out she handed me a frog she had scooped up from the lake shore. We both laughed thinking it was funny. I told her I would get revenge saying something like 'you will get yours!'.
5f67ae1b22c41c0e44275dc2,429,0.7114,"I was camping with my friend and fell in a lake. Well, more to say she pushed me. We were camping by a lake - our favorite place- when she saw a frog on the shoreline. She joked she was going to push me in but I said Np. 'Course friends don't always take no for an answer. She pushed me into the lake, and as I came up she scooped up the frog and handed it to me. I said ""just you wait"" ""just you wait and see. I'll get you back"""
5caf23c113dcf90016ad24ad,429,0.7206,"My friend pushed me into a lake. It all started on our annual summer camping trip. She saw a frog on the shore and dared me to catch it. If I had just continued eating my sandwich this wouldn't have happened. I said no, but sometimes friends don't always listen. She snuck up behind me and pushed me into the water. When I got out there was a frog on the bank and she scooped it up and handed it to me. I couldn't help but laugh."
5ad596f5e704600001542da4,433,0.6592,"I was at the lake with my best friend and I fell in. This had all started because of a frog. We were at our favourite part of the lake and my friend had told me to catch a frog. I told her I was not interested. Friends don't take no for an answer so she gave me a little nudge and pushed me in. When I got out of the lake she handed me a frog and I started to laugh uncontrollably. I said I would get revenge on her, ""just you wait""."
59ef45d37f3d71000171e3a7,433,0.7034,"My friend pushed me in the lake. We were at summer camp enjoying a peaceful afternoon. She saw a frog on the bank. I was just about to eat my sandwich when she nudged me and I fell in. As I emerged from the lake, the frog was sitting on the bank. My friend picked it up and handed it to me and we started laughing uncontrollably. Friends don't always do what they are supposed to and I told her ""just you wait"" as I will get revenge."
5f63dc32e5a9ed155d89bdeb,433,0.7112,"Someone was pushed into the lake by their best friend, during their annual summer trip. The friend had seen a frog by the lake and wanted to catch it, but the narrator said no, they were also eating sandwiches by their favorite spot. The friend snuck up behind the narrator and pushed them, when the narrator got out of the lake the frog was by the shore and their friend scooped it up. Then the narrator laughed at how funny it was."
5aea85695822e100014aba09,434,0.6831,"I was visiting a lake with my friend. It was our annual summer camping trip. We were sat down on the shore of the lake. Our favourite spot to hang out and relax. When she saw a frog at the lake's edge. ""Go catch it"" she said. ""Not a chance"" I replied. As I stood up to move away she gave me a nudge into the water. As I emerged I let out an uncontrollable laugh. She grabbed the frog and handed it to me. ""I'll get my revenge"" I said."
5e8a0e492f3e0c6b03e32740,442,0.6913,"A friend of mine pushed me in the lake. This happened on our camping trip in the afternoon. She saw a frog near the water at our favorite spot close to the wood. She asked me to catch it, I was eating a sandwich and I said no. She didn't take no for an answer, She came behind and pushed me into the water. When I came up, the frog was there, She picked up and gave it to me. All I did was laugh and I told her I wanted revenge and very soon."
641f24898edfbdc7328d686e,442,0.6669,Best friend pushed me into a lake on their annual summer camping trip one afternoon. Reason was because of a frog at the waters edge in a favourite spot in the woods. She was dared to catch it but had just started eating a sandwich so didn't want to. So the friend sneaked up and pushed her in. When she came back up the frog was on the shore which the friend scooped up and gave to her. So she laughed and said that she will get her revenge.
5cc9bc7031164b00011997fa,445,0.744,"My best friend pushed me in to a lake. It was on our annual camping trip. She saw a frog by the shore but I didn't want to look at it because I wanted to eat my sandwich. When I was crouched down she came up behind me and gave me a nudge. I went in the water. When I emerged there was a frog on the shoreline. She scooped it up and handed it to me. I started to laugh uncontrollable and said ""Just you wait"" and ""you'll get yours"" about revenge."
586c4a8be9cb31000195ea04,456,0.6853,"A person and their best friend went to a lake in the woods one peaceful summer day. It was lunchtime. The friend spotted a frog. The friend told the story teller to catch it. The story teller said no. They wanted to eat their lunch. So the friend, unwilling to accept the answer No, snuck up behind them. The friend pushed them into the lake. How they laughed! Then when the story teller got out of the lake the frog was sitting on the bank. Oh happy days!"
641c80af676f09a6e4add4d7,457,0.6837,"A kid was at summer camp and was pushed into the lake by a friend, this happened because he was eating a sandwich and his friend asked him to catch a frog to which he declined because he wasn't interested but his friend didn't take no for an answer and pushed him in, to his surprise when he emerged from the water he spotted the frog and his friend grabbed the frog and he started laughing uncontrollably and vowed he would get his friend back soon enough."
6447b97fcf178dac7047d45f,461,0.7371,"Today my friend pushed me into a lake. We were on our annual summer camping trip. She asked me to catch a frog, but I was eating my sandwich. She wouldn't take no for an answer, and pushed me into the lake. As I came out of the water a frog landed next the lake; my friend picked it up and gave it to me. I couldn't help but laugh uncontrollably. Of course, the first thing I could think of was revenge. ""Just you wait"" I said,. ""You'll get your's soon enough!"""
6474a4b973909ba4745f59df,469,0.716,"My best friend pushed me into the lake. I'll tell you how it all began. We were sitting by the edge of the lake-our favorite spot in the woods, when my friend saw a frog on the water. Get it! She said. No way! I answered. But- you know friends, they don't always take no for an answer. So she gave me a nudge. When I came up from the water there was a frog sitting on the shore. And I couldn't help but laugh- uncontrollably. Just you wait, I said, your turn will come!"
5fae55f1c1b83f2c4d05540d,495,0.7009,"I was on my annual camping trip with my friend, in our regular favorite spot. I was just sitting down eating my sandwich when my friend spotted a frog by the lake's edge. She dared me to catch it and I said no. But of course, with best friends, sometimes they don't take no for an answer. I was by the water edge when she snuck up behind me and pushed me in. She then picked up the frog and handed it to me and I laughed uncontrollably. Then I said to her ""look out you'll get yours eventually."""
63861a54c47e7f59fdb5a4c8,497,0.7012,"A person was on their annual summer camping trip with their friend. While enjoying their sandwich by the lake, their friend asked them to catch a frog they had seen near the waters edge. Though the story teller didn't want to do this, their friend gave them a gentle push and they fell into the water. When they emerged, their friend simply scooped up the frog in their hands. They both ended up laughing uncontrollably, but the story teller vowed he would get his revenge on his friend over time."
5e573763bb69b30f9aa4fb5e,510,0.7386,"Two friends went camping and one fell into the lake, it was their annual summer trip. One friend saw a frog and she did not want to catch it because had just sat down to eat a sandwich. The friend decided to give the friend a little nudge from behind causing her to fall into the lake. When she emerged from the lake the frog always sitting on the shore. The friend picked the frog up and handed it to her and she could do nothing but laugh uncontrollably. The friend said just you wait I will have my revenge."
5f1587d28ee50f036977fe26,512,0.7466,"Her and her mate were on their annual summer trip at a summer camp by the water. Whilst they were eating their lunch her mate dared her to catch a frog that was on the edge of the water. However, they just wanted to eat so said no. The friend decided to give her a little nudge towards the water. In which she fell in. The friend then picked up the frog. And handed it to her friend who was now covered in water. They both were laughing hysterically. And the mate that was soaking said she would get her revenge."
5d4e4f66ffbcf800199d5d2e,515,0.6837,"Two friends were on a summer camping trip when one got pushed into the lake by the other. The reason this happened is that as they were eating their sandwiches by the lake they spotted a frog. One friend dared the other friend to pick it up but she refused and the other friend pushed her in. As the friend emerged from the lake, she spotted the frog and burst out laughing. Her friend scooped up the frog and put it back in the lake. The soggy friend told the other girl that she would get her revenge on her soon!"
61059bef747539f1334fbe6b,529,0.7221,"My best friend pushed me into the lake. This happened on our annual camping trip. We were having a peaceful afternoon. She noticed a frog at the edge of the lake. She dared me to catch it. I said no thanks. But friends, you know, don't take no for an answer. When I tried to catch it, she came up behind me. She pushed me in. I couldn't help but laugh. When I tried to get out of the water, I saw the frog at the water's edge. She picked it up. I warned her that I would get my own back. At some point when she least expected it."
645be121a46b65188b41cdc3,535,0.7009,"My best friend pushed me into the lake. This happened at our annual camping trip, at our favourite spot. She spotted a frog at the edge and asked me to catch it. I had just sat down to eat my sandwich and refused. 'Course, thats the thing about friends, they dont always take no for an answer. She snuck up behind me and pushed me into the water. When I came back up, there was a frog on the shore, which she simply scooped up and handed it to me. I couldnt let this go without some revenge, so I told her ""just you wait"". She laughed."
6080566a0154142154b11ab6,590,0.6831,"My friend pushed me into the lake. Here's the story. It was our annual camping trip and we were sitting at our favourite spot by the lake and my friend dared me to pick up the frog which was by the waterside and I said no. We were eating our sandwiches at the time. I thought it was gross. But as friends commonly do, they don't take no for an answer and she nudged me into the water. When I got out of the water my friend picked up the frog and handed it to me. It wasn't as bad as I had expected. But I wanted revenge for her pushing me into the lake and I vowed to make her pay some day."
