recall_id,recall_chunk,narrative_chunk
66dbaacdf336df22101e14d3,But she was dead.,"And just as I turned my back, my daughter passed away."
66dbaacdf336df22101e14d3,The woman went home and her husband was waiting for her.,So when I got home – they took me home. ... My husband was sitting on the step.
66dbaacdf336df22101e14d3,She had to tell her husband - the father - the terrible news.,"He asked, “What’s the matter? What happened to you?” ... I said, “Mike, we lost Marie. Marie died.”"
66dbaacdf336df22101e14d3,He was so shocked he had a heart attack.,"It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
66dbaacdf336df22101e14d3,"She then had to tell her son, Michael.","Then my son, Michael, yeah."
66dbaacdf336df22101e14d3,"Unbelievably, he also suffered a heart attack.","That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
66dbaacdf336df22101e14d3,The woman's sisters went over to console her.,"My two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. ... My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”"
66dbaacdf336df22101e14d3,"Her sisters told her to contact them when Marie was brought home, ahead of the funeral.","My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”"
66dbaacdf336df22101e14d3,"Instead of going to tell them herself, she sent her young son, Jonathan.","So, I got home and called everybody, told them what happened. ... So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
66dbaacdf336df22101e14d3,He was very upset and told his aunts that Marie had died.,"They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
67740317948951ecb761e52f,"A woman named Mrs Costa tells the story of her daughter, Marie, who dies 28 years ago on the 30th of April.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah."
67740317948951ecb761e52f,"Marie was in the hospital and there was a chair next to her bed, and the doctors told Mrs Costa they were going to try and get Marie out of bed.","Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.”"
67740317948951ecb761e52f,"When they did, Marie collapsed and passed out so was put back into the bed.","So, they went to get her out of bed, and she passed out, and they had to put her back in bed."
67740317948951ecb761e52f,"Later, the hospital called Mrs Costa to tell her she could come and take Marie home, so they made a pot of tea and got some cakes from the bakery ready and took a dress for Marie to the hospital.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that. So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.” “All right, mother, go ahead,” she said, “I’ll finish up.” And I went myself. You know, I had the coat on my arm. She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right? It was kind of chilly. Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm."
67740317948951ecb761e52f,"When Mrs Costa arrived, she was asked if Marie had ever had fainting episodes, and was then told that Marie had died.","But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know. Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.” She took me away from the bed. The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? She was only eighteen years old. Beautiful girl, you can see from her picture. And just as I turned my back, my daughter passed away."
67740317948951ecb761e52f,"Mrs Costa began screaming at the nurses and doctors that they had killed her daughter, so they offered her some medication to calm down but she refused this.","I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. And the doctor rushed in, see, they were trying to get the doctor, you know.

So, I went hysterical. ... One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses. “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical."
67740317948951ecb761e52f,They told Mrs Costa that Marie had died of a blood clot.,"Later, they said it was a blood clot."
67740317948951ecb761e52f,"Mrs Costa's other daughter, Rita, also collapsed at the hospital when she heard that Millie had died, and her leg felt like a hard pole.","When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning. And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg."
67740317948951ecb761e52f,"Mrs Costa had to go home and tell her everyone that Marie had died, and when she told her husband he had a heart attack.","So when I got home – they took me home. ... My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess. I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
67740317948951ecb761e52f,Her son also had a heart attack when he heard that Marie was dead.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
67740317948951ecb761e52f,A young boy was also very upset and had red eyes after hearing about Maries death.,"I said, “Go tell Aunt Millie and Aunt Jenny.” ... But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
66a2812744e8026f80ef0879,It sounded like a rambling oral account of the death of the narrator's daughter many years ago (30 or so).,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah."
66a2812744e8026f80ef0879,The daughter was in the hospital and being discharged when she collapsed and died of a blood clot.,"She died at Methodist Hospital. She had an operation for appendicitis.

So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”

And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed. Later, they said it was a blood clot."
66a2812744e8026f80ef0879,"This happened when the mother was in the hospital, trying to bring her home.","I had all the clothes laid out on the table.

So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.”

And I went.

But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down...

Then a little nurse’s aide went to the closet and got some blankets...

The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room."
66a2812744e8026f80ef0879,"Some chaos ensued after this, with the woman's older daughter falling over and suffering a leg injury.","When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning. And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then."
66a2812744e8026f80ef0879,Then two other family members had heart attacks when they heard the news.,"My husband was sitting on the step. He asked, “What’s the matter? What happened to you?”

I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack. Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
66a2812744e8026f80ef0879,Somebody bought a large orange for Marie (the daughter who died).,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that."
66a2812744e8026f80ef0879,There was an office or workplace mentioned.,"The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us.

And I was in the main hallway, at the office."
66a2812744e8026f80ef0879,"An undertaker and young boy were mentioned, as was the state of the street.","I called my brother-in-law. He was an undertaker. My sister’s husband – he’s passed away now too.

But when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams.

So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement. They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
66a2812744e8026f80ef0879,"Apparently, Marie was looking forward to drinking coffee when she got home, so someone had prepared coffee and bought some baked goods.","And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that.

So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.”"
66a2812744e8026f80ef0879,The mother was very angry with the hospital staff and accused them of killing her daughter.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.

So, she came in and she said – I said, “You killed my daughter – what did you do to her?”

I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?”"
66a2812744e8026f80ef0879,She also threatened the staff.,"I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.”

One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said."
66a2812744e8026f80ef0879,The daughter was waling with someone else when she collapsed.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed."
56d56e550b5634000bdc5703,"A girl went into hospital and was sick, the doctors thought she would be fine and they told her mother that she could come pick her up,","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis.

So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
56d56e550b5634000bdc5703,"she came to pick her up but when she got there her daughter was sweating a lot and nurses didnt know what the matter was,","And I went.

But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know. Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her –

So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.”"
56d56e550b5634000bdc5703,the mother was very angry and argued with nurses.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.

The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean?

And I was in the main hallway, at the office. I was all pulled apart. One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses. “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical."
56d56e550b5634000bdc5703,Then they told her that her daughter had passed away.,"And just as I turned my back, my daughter passed away.

When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.”"
56d56e550b5634000bdc5703,"She wanted answers, but did not get any.","So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.”"
56d56e550b5634000bdc5703,"Then she went home and when she told her husband he had an heart attack and then she told her son and he had a heart attack,","So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess. I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack. Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
56d56e550b5634000bdc5703,then a little boy told some people and they where all upset and shocked by the news.,"So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement. They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said. Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody. That was a shock that –"
56d56e550b5634000bdc5703,Then her other daughter was told about the news and she fell to the floor,"When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor."
56d56e550b5634000bdc5703,and then later doctors told them it was a blood clot.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed. Later, they said it was a blood clot."
66e8c6e99be9621d5b1ed1fa,"So, there was a woman whose daughter, Marie, died almost twenty eight years ago this month.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah."
66e8c6e99be9621d5b1ed1fa,Marie had surgery at Methodist Hospital for appendicitis.,She died at Methodist Hospital. She had an operation for appendicitis.
66e8c6e99be9621d5b1ed1fa,The operation took place late on a Saturday afternoon.,"It was late Saturday afternoon when they operated, very late."
66e8c6e99be9621d5b1ed1fa,"The next day, Marie’s older sister, Victoria, went to visit her.","Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was."
66e8c6e99be9621d5b1ed1fa,"At that time, they used a lot of ether during surgery, and Marie was still under its effects.","She was still under ether. Back then, they used a lot of ether."
66e8c6e99be9621d5b1ed1fa,"There was a chair in the room because the hospital staff was beginning to get patients out of bed, but Marie was still too sick to be moved.","There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.”"
66e8c6e99be9621d5b1ed1fa,"Victoria questioned the nurse about the chair, and the nurse explained that it was the doctor’s orders to get her out of bed.","So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” ... But the nurse said, “Well, that’s the doctor’s orders.”"
66e8c6e99be9621d5b1ed1fa,"Victoria was worried since Marie was still unconscious, but they insisted.","She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.”"
66e8c6e99be9621d5b1ed1fa,"Later that afternoon, the woman was at home when she got a call from a neighbor at the store.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night."
66e8c6e99be9621d5b1ed1fa,"The hospital had called, saying Marie was being discharged and that she needed to go pick her up.","“Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
66e8c6e99be9621d5b1ed1fa,"She told her daughter Rita to finish cooking and prepare coffee, as Marie always liked to have a cup of coffee first thing in the morning.","And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” ... “And put a big pot of coffee on,” because she had been wishing for coffee. And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that."
66e8c6e99be9621d5b1ed1fa,"She prepared herself, taking her coat and Marie’s dress with her, and went to the hospital.","And I went myself. You know, I had the coat on my arm. ... Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm."
66e8c6e99be9621d5b1ed1fa,"When she arrived, the nurse asked her to sit down for a moment.","But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down"
66e8c6e99be9621d5b1ed1fa,"While waiting, the woman prayed for another patient in the hospital, a mother with ten children who was in very bad shape.","and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know."
66e8c6e99be9621d5b1ed1fa,"Suddenly, the woman started to feel chills and cold sweats.","Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”"
66e8c6e99be9621d5b1ed1fa,The nurses noticed and asked if Marie had ever fainted before.,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”"
66e8c6e99be9621d5b1ed1fa,"Realizing something was seriously wrong, they rushed her into Marie’s room.","“Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room."
66e8c6e99be9621d5b1ed1fa,"Marie was lying there in her slippers and housecoat, sweating heavily.","And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her"
66e8c6e99be9621d5b1ed1fa,The woman was devastated and accused the staff of killing her daughter.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling."
66e8c6e99be9621d5b1ed1fa,"The doctor, a lady named Dr. Montique who assisted Dr. Schwartz during the operation, came in but admitted they didn’t know what had happened.","And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.”"
66e8c6e99be9621d5b1ed1fa,"The woman became hysterical, pulling at her hair and banging her head against the wall.","And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? ... I was so hysterical. I was banging my head against the wall and everything. They had to grab me."
66e8c6e99be9621d5b1ed1fa,"Marie was only eighteen years old, beautiful, and was supposed to be going home that day.","She was only eighteen years old. Beautiful girl, you can see from her picture. And just as I turned my back, my daughter passed away. She was getting ready to go home. I had the clothes and everything ready."
66e8c6e99be9621d5b1ed1fa,"But just as the woman turned her back, Marie passed away.","And just as I turned my back, my daughter passed away."
66e8c6e99be9621d5b1ed1fa,"At home, the woman’s husband was waiting anxiously.","My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”"
66e8c6e99be9621d5b1ed1fa,"The hospital kept calling the store asking when Marie’s mother would arrive, not knowing the tragedy that had happened.","The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us. They asked, “When is the mother coming to pick up Marie? She’s discharged.”"
66e8c6e99be9621d5b1ed1fa,"The woman was so distraught that a doctor wanted to give her a sedative, but she refused, telling them they had already taken her daughter’s life, and she wasn’t about to let them take hers too.","One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?”"
66e8c6e99be9621d5b1ed1fa,"Her daughter Rita came to the hospital, and when she saw her mother’s state, she collapsed on the floor from shock.","So she came over with my son-in-law, in the car. And I was in the main hallway, at the office. I was all pulled apart. ... When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor."
66e8c6e99be9621d5b1ed1fa,"Ever since that day, Rita has suffered from terrible pain in her leg like a hard pole running through it that lasts for weeks and makes walking difficult.","And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then."
66e8c6e99be9621d5b1ed1fa,The cause of Marie’s death was later determined to be a blood clot.,"Later, they said it was a blood clot."
66e8c6e99be9621d5b1ed1fa,A girl who had been with Marie said that Marie had complained of pain in her leg and blindness before collapsing.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed."
66e8c6e99be9621d5b1ed1fa,The woman was furious and refused to let anyone touch Marie’s body afterward.,"I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her."
66e8c6e99be9621d5b1ed1fa,"When she finally went home, she was screaming loudly, drawing the attention of neighbors.","So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams."
66e8c6e99be9621d5b1ed1fa,She told her husband what had happened—they had lost Marie.,"My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” ... I said, “Mike, we lost Marie. Marie died.”"
66e8c6e99be9621d5b1ed1fa,The entire family and neighborhood were shocked.,"Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody. That was a shock that – The neighborhood –"
66e8c6e99be9621d5b1ed1fa,"Annie, a woman from the local store, still remembers Marie standing quietly on the step, a good and pleasant girl.","The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step. She was a real quiet girl, pleasant, didn’t talk much, but she was so good, I can’t even tell you."
