recall_id,recall_chunk,narrative_chunk
67503701c4ef8958767a58d9,the doctor really try their best,"And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.”"
67503701c4ef8958767a58d9,but she later give up,"And just as I turned my back, my daughter passed away."
67503701c4ef8958767a58d9,the woman was in shock and can't really believe her daughter is gone,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? She was only eighteen years old. Beautiful girl, you can see from her picture. And just as I turned my back, my daughter passed away. She was getting ready to go home. I had the clothes and everything ready."
645e967fad9bc8bdc1a16ac0,A lady lost her daughter.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital."
645e967fad9bc8bdc1a16ac0,I believe she had a brother called Michael and she asked Michael but he could not help.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
645e967fad9bc8bdc1a16ac0,She then asked other people but none of them knew where she was.,"The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us. They asked, “When is the mother coming to pick up Marie? She’s discharged.” And Rita said “That’s strange, the mother went to the hospital. She should be there.” So they came back to the hospital to look for us."
645e967fad9bc8bdc1a16ac0,I can remember certain bits being repeated but cannot remember what they were.,
645e967fad9bc8bdc1a16ac0,I cannot remember much more about it which is quite embarrassing.,
5bbb5e3f118c0600013c3202,Maria went to the hospital to have an operation.,"She died at Methodist Hospital. She had an operation for appendicitis. It was late Saturday afternoon when they operated, very late."
5bbb5e3f118c0600013c3202,Her mum the following day went to get her and took her some clothes.,"So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee.

...And I went myself. You know, I had the coat on my arm. She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right? It was kind of chilly. Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm."
5bbb5e3f118c0600013c3202,While Maria was saying her goodbyes to the other people she complained of feeing ill and she died.,"She saw me from the windows, from Wolf Street. She said, “My mother’s just coming.” She was with the girls, saying goodbye to everyone – you know how it is.

...And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed.

...And just as I turned my back, my daughter passed away."
5bbb5e3f118c0600013c3202,Marias mum was really upset and blamed the hospital on killing her daughter.,"And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.

...So, she came in and she said – I said, “You killed my daughter – what did you do to her?”

...Later, they said it was a blood clot. I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her."
5bbb5e3f118c0600013c3202,The hospital wanted to tranquilise Marias mum but she refused and demanded to go home.,"And I was in the main hallway, at the office. I was all pulled apart. One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses. “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.”

...So when I got home – they took me home."
5bbb5e3f118c0600013c3202,"Once home she told her youngest sn to go tell her two sisters that Maria had died so he went and did that,","So, I got home and called everybody, told them what happened. I called my brother-in-law. He was an undertaker. My sister’s husband – he’s passed away now too. God rest his soul.

So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”

...But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
5bbb5e3f118c0600013c3202,"the mum then waited for her husband who was working in the yard and told him that that Maria had died, he had a heart attack.","I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard.

...My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”

...My husband was sitting on the step. He asked, “What’s the matter? What happened to you?”

...I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
5bbb5e3f118c0600013c3202,She then told her oldest son what happened to Maria and he also had a heart attack.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
67d00ceb0de1512e5669d4c5,"The story was about a mother who lost her daughter, who died in hospital at a young adult age.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. ... She was only eighteen years old."
67d00ceb0de1512e5669d4c5,The mother described the whole expeience and how the tradegy affected her and the rest of the family.,"I went hysterical, you know what I mean? She was only eighteen years old. ... Then they brought me to the office, see. When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” ... Dropped to the floor, and that’s a marble floor. She went down like lightning. ... And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then. ... It was just a shock. My husband had a heart attack. Yes, he had a heart attack. Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding. ... Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody. That was a shock that – The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.”"
67d00ceb0de1512e5669d4c5,"The mother was incredibly distraught during that time, suffering a breakdown at the hospital and blaming staff for the death of her daughter.","And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. ... The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? ... And I was in the main hallway, at the office. I was all pulled apart. One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. ... “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical. I was banging my head against the wall and everything. They had to grab me."
67d00ceb0de1512e5669d4c5,There had been some kind of confusion about her treatment.,"Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.” So, they went to get her out of bed, and she passed out, and they had to put her back in bed. See, here, she never – I don’t know if they knew or what, but I blame them for the blood clot she got, taking her out of bed."
67d00ceb0de1512e5669d4c5,"The mother had been notified to go to the hospital to see her daughter, expecting her to alive when she got there, but she had become deceased around the time of her arrival.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” ... So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.” ... And I went. But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” ... The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. ... And just as I turned my back, my daughter passed away. She was getting ready to go home. I had the clothes and everything ready."
67d00ceb0de1512e5669d4c5,"Emotional, chaotic scenes followed at the hospital and accusations were made by the mother about the situation.","And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. ... The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? ... And I was in the main hallway, at the office. I was all pulled apart. One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” ... “Get out!” I said, “Don’t you dare come near me.” I was so hysterical. I was banging my head against the wall and everything. They had to grab me."
67d00ceb0de1512e5669d4c5,"She described how the news quickly traveled to the rest of the family, to her husband and her other children and extended family.","When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” ... So when I got home – they took me home. ... My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” ... I said, “Mike, we lost Marie. Marie died.” ... My two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. ... So, I got home and called everybody, told them what happened. I called my brother-in-law. He was an undertaker. ... but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.” ... “Aunt Jenny, Aunt Millie, Marie died,” he said. Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody."
67d00ceb0de1512e5669d4c5,Someone in the family suffered a heart attack.,"It was just a shock. My husband had a heart attack. Yes, he had a heart attack. Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
67d00ceb0de1512e5669d4c5,The mother's sense of grief and loss was extremely palpable throughout her telling of the story.,"My daughter died. It’ll be twenty-eight years this month. ... And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that. ... I went hysterical, you know what I mean? ... So, when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams."
675ab3f6c12c9e3fd27046b3,a lady lost her daughter.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital."
675ab3f6c12c9e3fd27046b3,the hospital was negligent.,"She had an operation for appendicitis. It was late Saturday afternoon when they operated, very late. Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.” So, they went to get her out of bed, and she passed out, and they had to put her back in bed. See, here, she never – I don’t know if they knew or what, but I blame them for the blood clot she got, taking her out of bed."
675ab3f6c12c9e3fd27046b3,the mum went to the hospital and her daughter was lying on the bed.,"And I went myself. You know, I had the coat on my arm. She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right? It was kind of chilly. Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm. She saw me from the windows, from Wolf Street. She said, “My mother’s just coming.” She was with the girls, saying goodbye to everyone – you know how it is. They told me on the phone, it would be ten dollars more for her board. And to make sure I brought her girdle to put on. I said, “All right, I’ll be right over.” And I went. But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down...

So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on."
675ab3f6c12c9e3fd27046b3,she became unwell.,"Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her"
675ab3f6c12c9e3fd27046b3,the mum took it very badly and became inconsolable.,"The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? ...

And I was in the main hallway, at the office. I was all pulled apart. One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses. “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical. I was banging my head against the wall and everything. They had to grab me."
675ab3f6c12c9e3fd27046b3,she told the hospital they killed her daughter.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. ... I said, “You killed my daughter – what did you do to her?”"
675ab3f6c12c9e3fd27046b3,she went home and her husband had a heart attack and then she told her son and he had a heart attack.,"So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess. I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack. Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
6637b21240220c2517fffa1a,"I think I might vaguely remember reading a story about a woman who lost her daughter but that's all I remember, if that.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah."
6637b21240220c2517fffa1a,"I have no memory of the details, the location, the tone or anything.",
6637b21240220c2517fffa1a,This worries me because I thought I had a good memory...,
6637b21240220c2517fffa1a,I have so much confidence in my memory that I'm wondering if the experiment is to see if I will make up a fake memory.,
6658c4239af9537eefdfbcc9,If I'm honest I don't remember anything about this story.,
6658c4239af9537eefdfbcc9,I have a vague memory of a woman going into work to meet a friend but that's about it.,
5a9fa90f873cda00010d29d8,"It is me Laura, my other daughter and myself, mom, here pondering.",
5a9fa90f873cda00010d29d8,The memories come back.,
5a9fa90f873cda00010d29d8,Fifteen years ago my daughter collapsed one day.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed."
5a9fa90f873cda00010d29d8,She collapsed on the floor and we took her to a hospital.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed."
5a9fa90f873cda00010d29d8,"At the hospital she was very frail, sickly.","So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!”"
5a9fa90f873cda00010d29d8,I cried and went back home to find my husband asking what happened and I explained the story.,"So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess. I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.”"
5a9fa90f873cda00010d29d8,Cousins also got very confused and wanted to see her at the hospital.,
5a9fa90f873cda00010d29d8,I decided to visit her at the hospital.,"And I went myself. You know, I had the coat on my arm."
5a9fa90f873cda00010d29d8,I called Laura and she said to take a scarf to my sick daughter so I looked for it in the closet.,
5a9fa90f873cda00010d29d8,I found a red scarf that she likes and so I went to the hospital with family to visit her.,"And I went myself. You know, I had the coat on my arm. She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right? It was kind of chilly. Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm."
5a9fa90f873cda00010d29d8,"Husband was on the phone, he did not hear what I said about going there.",
5a9fa90f873cda00010d29d8,When I went to the hospital I went into her room and there was another sick lady laying on the bed.,"So, I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know."
5a9fa90f873cda00010d29d8,She had dementia.,
5a9fa90f873cda00010d29d8,There was my daughter laying in bed.,"So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on."
5a9fa90f873cda00010d29d8,The doctor came in and told us she has cancer and I collapsed to the floor screaming from terror.,"And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.” She took me away from the bed. The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean?"
5a9fa90f873cda00010d29d8,Doctor said there was nothing they could do.,"She said, “We don’t know what happened, Mrs. Costa.”"
5a9fa90f873cda00010d29d8,"I cried and I held my daughter, I was very upset and it was the worst thing that could happen to a mother.","The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean?"
5a9fa90f873cda00010d29d8,My daughter was dying.,"The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”"
5a9fa90f873cda00010d29d8,I remember this day vividly.,
5a9fa90f873cda00010d29d8,My daughter was so beautiful and had long hair.,"She was only eighteen years old. Beautiful girl, you can see from her picture."
5a9fa90f873cda00010d29d8,"After she died me and Laura remembered her together, its like it happened yesterday and I remember every detail.",
682ac1b6669fa157b2399b41,we took our daughter to hospital for treatment.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis."
682ac1b6669fa157b2399b41,"she was admited and we used to go and visit during visit hours every day, me and my other daughter.","Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was."
