recall_id,clauses_original,len_original,c_original,n_original,clauses_again,len_again,c_again,n_again
645e967fad9bc8bdc1a16ac0,"1. I went to the hospital to see my daughter Marie,
2. it was the 28th of the month,
3. she had been very sick
4. and the doctors didn't know what was wrong with her,
5. they said to me Mrs. Costa we are not sure what is wrong with your daughter.
6. She then started to get better
7. and they said she could come home,
8. I took her nice dress and clothes for her to come home in,
9. there was a chair in front of her bed
10. and I asked why it was there
11. and they said she needed to sit in it.
12. They tried to put her in the seat
13. but she collapsed,
14. I left the room
15. and when I went back in she was on the bed,
16. they said she had a cold chill
17. and I noticed sweat on her giant sweat balls,
18. I said you have killed her,
19. she was so cold.
20. They tried to get her up
21. but she collapsed on the floor,
22. it was a marble floor
23. and she just lay there
24. and they said she was dead.
25. I asked how it could have happened
26. and they said it was a blood clot in her leg,
27. she was only 18 years old.
28. You killed her I screamed,
29. I screamed it at the nurses and doctors,
30. You Killed her,
31. over and over again.
32. Her brother Michael turned up
33. and I said Michael they killed her,
34. He said No,
35. We have prepared her room at home.
36. Her father had been working down the garden
37. but had also come to the hospital.
38. He said he needed to tell Auntie Jenny and Auntie Millie.
39. The whole town had heard that Marie had died,
40. she was only 18
41. and had died on the 30 no 28 years ago.
42. Michael had also died
43. as had his Dad.",1430,43,69,"1. A lady lost her daughter,
2. I believe she had a brother called Michael
3. and she asked Michael
4. but he could not help.
5. She then asked other people
6. but none of them knew where she was.
7. I can remember certain bits being repeated
8. but cannot remember what they were.
9. I cannot remember much more about it
10. which is quite embarrassing.",323,10,186
675ab3f6c12c9e3fd27046b3,"1. Mrs Costa had a daughter called Marie,
2. Marie had been in hospital
3. and was due to be discharged.
4. On the day she was being discharged
5. Mrs Costa went to the hospital,
6. she had packed her bag
7. and when she got to the hospital
8. Marie was on the bed.
9. There was a nurse aid and a doctor,
10. she was a female doctor.
11. They asked if Mrs Costa had ever had fainting spells.
12. Then the doctors were running.
13. It was Marie.
14. When Mrs Costa went into the room
15. Marie was on the bed
16. and had large beads of sweat dripping down her face.
17. Mrs Costa got very angry
18. and could see that Marie was very unwell.
19. She accused the hospital of killing her daughter.
20. The female doctor tried to calm her down
21. and give her a shot
22. but she refused,
23. she just kept yelling that she had killed her daughter.
24. When Mrs Costa left
25. the hospital hadn't told the admin team about what happened
26. so they kept calling her at the shop
27. asking if she had been to pick Marie up yet.
28. She went back to the hospital
29. and was shouting at them,
30. she was pulling her hair up.
31. When she went back home
32. she sat on the step
33. and told her husband what happened
34. and he had a heart attack.
35. Their son Michael then came home
36. and they told him about Marie
37. and he also had a heart attack.
38. Mrs Costa had two sisters
39. and their other son went to their house
40. to tell them what happened.
41. They had assumed that they were there to tell them Marie was home
42. as they had all been waiting for her to be discharged
43. but he told them she had died.",1453,43,77,"1. a lady lost her daughter
2. the hospital was negligent
3. the mum went to the hospital
4. her daughter was lying on the bed
5. she became unwell
6. the mum took it very badly
7. and became inconsolable
8. she told the hospital
9. they killed her daughter
10. she went home
11. and her husband had a heart attack
12. and then she told her son
13. and he had a heart attack",342,13,56
6710a58eeff954cb2243950e,"1. Mrs Costa lost her daughter Marie twenty eight years ago on 30th of April,
2. ten days after an operation which took place in the night at Methodist Hospital.
3. She was sedated with ether,
4. which was used in operation at that time.
5. While she was recovering gradually,
6. her sister Veronica came over to visit her,
7. but she was still sedated and was lying in bed.
8. However, one of the nurses insisted that she should be out of bed
9. and made her.
10. This caused Marie to collapse
11. and had to put her back in bed.
12. Mrs Costa was able to go home for a while.
13. She did not have a phone in those days,
14. so uses the Annie the shopkeeper's phone for the hospital to get in touch.
15. One day, the hospital called to tell her Marie has been discharged,
16. so she should go pick her up.
17. Then she began to take Marie's dress and coat to take to the hospital.
18. On arrival, she was informed that Marie had died,
19. having collapsed due to blood clot.
20. She was only thirteen years old.
21. Mrs Costa lost it completely
22. and accused all the medical staff of killing her daughter.
23. One of her daughters, Rita, whom she left at home
24. waited impatiently for their arrival
25. and when it was not forthcoming,
26. she headed to the hospital
27. only to be told that her sister has died
28. and she too lost it.
29. Then they had to drive home to inform Marie's dad, Mike
30. who was sitting on a step
31. and her other siblings that she has died.
32. On arrival back home,
33. Mrs Costa was screaming so loud
34. that the neighbours came out to find out what happened
35. and were sad that Marie had died.
36. When Mike was informed of his daughter's death,
37. he had a heart attack,
38. which happened to his son Michael as well.
39. The younger son Jamie was sent to inform their two Aunts - Jenny and Millie
40. that their niece had died.
41. The Aunts have been preparing and looking forward to Marie's arrival back home,
42. so they were shocked to discover she had passed.
43. Mrs Costa also informed her brother-in-law,
44. who has since passed and was an undertaker.",1934,44,94,"1. I think
2. I remember
3. her daughter was hospitalised
4. and the plan was
5. for her to be discharged.
6. Then it was discovered
7. that she collapsed
8. while she was about to get up from the bed.
9. Meanwhile her mother was already planning her homecoming
10. and was making her way to the hospital
11. to collect her daughter.
12. Unfortunately, her daughter died
13. shortly after she got to the hospital
14. and being overcome with grief,
15. she blamed all the hospital staff
16. for her loss.",448,16,81
66c8a81f25959e5f183e2bb3,"1. Mrs Costa's daughter Marie died 28 years ago
2. after an operation for appendicitis.
3. It was a shock
4. as she seemed to be recovered
5. and Mrs Costa was going to collect her with some clothes.
6. She left Rita, her other daughter, cooking
7. and making coffee ready for their return.
8. Her husband Mike was coming home,
9. after shaving he sat on the step to wait.
10. At the hospital Mrs Costa was waiting
11. when all the alarms sounded
12. and to her dismay it was for her daughter.
13. Marie died
14. and Mrs Costa was naturally hysterical.
15. She went home
16. and when she told her husband Mike and son Michael
17. they both had heart attacks.
18. Rita still gets a pain in her leg
19. in sympathy with Marie
20. who died from a similar blood clot.
21. She sent her other son Jamie
22. to inform her sisters of the tragic news.
23. I think she still lives in the same area
24. as the shopkeeper was talking to her about Marie.",852,24,45,"1. I read a story
2. about a woman
3. who unexpectedly lost her daughter
4. following a routine operation.
5. She went to pick her up
6. and wasn’t happy
7. with the way things were going.
8. She went home
9. and had to tell her husband and daughter
10. who were waiting at home.
11. The daughter was completing the meal.
12. The husband was so shocked by the news
13. that he died.
14. The daughter has a sympathetic leg problem.
15. The auntie was also involved
16. although I can’t remember how.",442,16,82
6637b21240220c2517fffa1a,"1. Mrs. Costa lost her daughter Marie 30 years ago this April.
2. She got a blood clot after an appendicitis operation.
3. Mrs. Costa went to the hospital to pick up her daughter.
4. She had Marie's dress and coat hanging on her arm.
5. She was sitting in the hospital waiting.
6. She was praying for a mother of 10 to survive.
7. Mrs. Costa had had 3 surgeries in one year.
8. She knew everyone at this hospital.
9. Then the nurse came in for a blanket.
10. She asked, ""Are you rushing for my daughter?""
11. The nurse said you can talk to her.
12. Marie had huge beads of sweat.
13. Marie was unconscious.
14. They made Marie walk after her surgery.
15. She was still under the Ether.
16. ""Why is this chair here?"" Mrs. Costa asked.
17. She was told the Doctor ordered it.
18. They wanted Marie to walk.
19. That caused the blood clot.
20. Mrs. Costa's other daughter Rita told everyone what happened.
21. Before she left, she told her to put a pot of coffee.
22. Every morning she had and brought that first cup to her daughter.
23. Her husband Mike was waiting on the steps.
24. Mrs. Costa got back.
25. He said, ""What happened to you.""
26. Her hair was all pulled.
27. Her face was a mess.
28. She was distraught at the hospital.
29. She was screaming, ""You killed my daughter.""
30. Mrs. Costa had her sons, Michael and James, tell the relatives about the death of Marie.
31. One had red eyes.
32. Aunt Milly and Aunt Jenny asked him why he was crying.
33. He said, ""Marie is dead.""",1423,33,187,"1. I think
2. I might vaguely remember reading a story
3. about a woman
4. who lost her daughter
5. but that's all I remember
6. if that.
7. I have no memory of the details,
8. the location,
9. the tone
10. or anything.
11. This worries me
12. because I thought I had a good memory.
13. I have so much confidence in my memory
14. that I'm wondering
15. if the experiment is to see
16. if I will make up a fake memory.",367,16,194
607dd554d9ec5e0fd85237cb,"1. Mrs. Costa's daughter, Marie, died 28 years ago.
2. She had gone to the hospital for an appendectomy.
3. Mrs. Costa had waited for the call to pick her up after 10 days.
4. When she got to the hospital she waited
5. and then the nurses took her into the room
6. and Marie was in a cold sweat.
7. Mrs. Costa was hysterical, screaming and such.
8. They took her to the office
9. and attempted to administer some medication to calm her down
10. but she refused
11. and threatened the hospital workers,
12. she threatened to burn down the hospital.
13. Eventually they took her home,
14. she was screaming on the car ride home
15. and in the driveway.
16. The neighbors were coming out because they heard all of the screaming.
17. Marie's father had been waiting on the step for her to arrive home with Mrs. Costa,
18. but when he heard that Marie had died
19. he had a heart attack.
20. Marie's brother also had a heart attack.
21. The youngest boy was sent to inform Mrs. Costa's sisters.
22. Later it was confirmed that Marie had complained of a pain in her leg
23. and loss of vision
24. while she was saying goodbye to other patients,
25. it turns out she had a blood clot.",1091,25,71,"1. I remember that a woman had lost her daughter.
2. They had taken her to a psychiatric hospital
3. and when she was due to be released
4. the mother used a neighbor's phone to call
5. and they indicated that the daughter was ready to be picked up.
6. When the mother arrived,
7. they asked her to sit down
8. and explained that the daughter had died,
9. apparently from a fall.
10. The mother went home
11. and found the brother sitting on the front porch,
12. he was given the news
13. and was told to go tell another family member
14. while the mother waited for the father to arrive home from work.
15. Neighbors noticed
16. and came out to give condolences.",609,16,45
607b0ffd5eba9d3a9d3f588d,"1. A young girl by the name of Marrie was hospitalised due to sickness.
2. I cannot remember the details of the sickness.
3. The girl was taken for medical procedure.
4. After the procedure, her sister went to visit her.
5. However, she was still sedated.
6. There was a chair in the room and the sister asked reason for the chair.
7. The nurse said they need to put Marrie in the chair as per Doctors orders.
8. Marrie's sister insisted that she must be left alone as she was still sedated.
9. The hospital forced and a blood clot developed in Marrie's body and it was not noticed.
10. Marrie's mother did not have a phone.
11. A few days later, the hospital called the store near Marie's to request Marie's mother to come to the hospital as Marrie was being discharged.
12. Mother went to the hospital.
13. While mother is in hospital, confusion happened where the hospital thought mother has not yet arrived to collect Marrie.
14. While mother is waiting, Marrie went on a walk with a hospital friend.
15. Marrie said goodbye to the friend as she was feeling pain in her leg which turns out to be the clot that developed when she was moved to the chair while sedated.
16. Unfortunately, she passed away.
17. The mother was furious, angry, and broken and requested that hospital staff must not touch her daughter or else she will kill them.
18. Marrie's sister and father also got hurt so bad by the incident.
19. Marrie's boy cousin was requested by Marrie's mother to go and tell Marrie's aunts that Marrie has passed away, as Marrie's mother was not able to go.
20. The boy arrived with tears filled in his eyes and shared the bad news.",1570,20,60,"1. The mother's young daughter was sick.
2. I believe the name was Soffy.
3. She was in hospital.
4. I do not remember what was wrong with her.
5. An operation was done in trying to help her.
6. After the operation, hospital physician was insisting on training the young girl to walk by starting to sit in the chair.
7. The mother refused as she believed it was too early and Soffy had not recovered from the operation.
8. Later, the hospital called for the mother through a store that had a cellphone that was closer to Soffy's home.
9. The mother was informed that she could come collect Soffy being discharged from the hospital.
10. When the mother got to the hospital, Soffy was not in her room.
11. She was out for a walk with a hospital friend.
12. While she was on the walk, she said goodbye to the friend.
13. She passed out and passed away.
14. The mother was devastated.
15. Later on, Soffy's close cousin was requested to go and inform Soffy's uncle and aunty about the death.
16. When the boy arrived to inform, he was already crying.
17. He informed them and everyone was crying.",994,17,176
67d00ceb0de1512e5669d4c5,"1. A mother, Mrs Costa, recalls the death of her daughter, Marie,
2. which occurred 28 years previously,
3. and describes the impact it had on herself and her family.
4. Marie had taken ill with appendicitis
5. and been admitted to hospital,
6. needing an operation.
7. After the operation and some time in hospital
8. Mrs Costa receives a call to collect her daughter
9. and take her home.
10. Mrs Costa makes her preparations
11. and turns up at the hospital
12. whereupon things take a sudden downward turn.
13. A nurse asks Mrs Costa if her daughter is prone to fainting.
14. It transpires Marie has taken very ill
15. and is sweating profusely,
16. then soon after dies in the hospital room
17. with Mrs Costa present.
18. Mrs Costa recalls the tragic moment,
19. how she was hysterical
20. and out of her mind with the shock.
21. She accused the hospital staff of killing her daughter.
22. Then afterwards she recounts telling her husband,
23. how the shock gave him a heart attack.
24. Then her son also suffered a heart attack
25. upon receiving the news.
26. She had to tell many other family members the tragic news,
27. her other offspring,
28. her sisters,
29. her brother in law who was an undertaker.
30. All this time later,
31. the shock and sadness of losing Marie
32. still resonates as much as ever.",1197,32,132,"1. The story was about a mother who lost her daughter,
2. who died in hospital at a young adult age.
3. The mother described the whole experience
4. and how the tragedy affected her and the rest of the family.
5. The mother was incredibly distraught during that time,
6. suffering a breakdown at the hospital
7. and blaming staff for the death of her daughter.
8. There had been some kind of confusion about her treatment.
9. The mother had been notified to go to the hospital to see her daughter,
10. expecting her to be alive when she got there,
11. but she had become deceased around the time of her arrival.
12. Emotional, chaotic scenes followed at the hospital
13. and accusations were made by the mother about the situation.
14. She described how the news quickly traveled to the rest of the family,
15. to her husband and her other children and extended family.
16. Someone in the family suffered a heart attack.
17. The mother's sense of grief and loss was extremely palpable throughout her telling of the story.",959,17,194
5c6cc9e2ffe5270001d3e90c,"1. My daughter died 28 years ago.
2. On the 30th of April.
3. My daughter Rita went to the hospital to see Marie
4. and there was a chair at the foot of the bed.
5. She asked the nurses why there was a chair there.
6. They said that Marie would have to sit on it.
7. Marie had blood clots in her leg.
8. She was eighteen.
9. Someone who called me 'Mrs Costa' called me
10. and told me to go to the hospital.
11. I had the coat and Marie's dress on my arm.
12. The nurses told me Marie had collapsed.
13. I told them that they killed her
14. and that I'd burn the hospital down.
15. Rita came in and collapsed,
16. fell down like lightning.
17. The back of her leg was hard as a pole.
18. She had phlebitis.
19. My husband was sat on the step outside our home.
20. My face was a mess
21. and I was screaming.
22. Everyone came out their doors because of the noise.
23. 'What happened?', he asked.
24. 'Marie, she's gone.
25. She's dead.'
26. He had a heart attack.
27. I told my son Michael
28. and he had a heart attack too.
29. I told my other son Jamie to go and tell his two aunts.
30. There was a girl called Millie
31. who was a very nice girl.",1036,31,36,"1. My daughter died at 28 years old in April.
2. Her sister was in the hospital with her
3. and asked the nurses why the chair was placed there.
4. They said they needed her to sit on the chair to avoid blood clotting.
5. I got a call that my daughter had died
6. and I went to the hospital.
7. I got very angry with the staff
8. and was shouting at them.
9. My other daughter came running in
10. and collapsed on the floor.
11. When we went home,
12. my husband was sat on the steps outside.
13. I told him that our daughter had died.
14. We went inside
15. and told our son to go to his aunts
16. and tell them what happened.
17. There was a coat hanging on the back of a chair
18. and I told my husband to take it.",655,18,73
676054ef296caad582258e02,"1. The woman's (Mary?) daughter, Marie, was in the hospital for an operation.
2. Everything seemed to be going okay
3. and the woman received a phone call to come and pick up her daughter
4. as she was to be discharged.
5. Her husband waited on the step
6. and she went.
7. She got to the hospital
8. and sat down
9. and someone asked her if her daughter ever fainted.
10. She asked if that was who the nurse was running for,
11. and then she went to her daughter's room.
12. Her daughter was dressed on the bed
13. with giant beads of sweat running down her head
14. and the mother started yelling why did you kill my daughter.
15. It's because you made her get up
16. because the doctor said she was to be moved
17. but the 18-year old was still under ether.
18. They got her up
19. and she said she had a pain in her leg
20. and collapsed.
21. The mother continued screaming
22. and pulling her own hair
23. and as she was turned around, her daughter passed.
24. Rita came
25. and she asked what was the matter
26. and the mother said that Marie had died.
27. They went home
28. and the husband was on the step
29. and he asked what's the matter
30. and he had a heart attack when he heard.
31. Her son Michael also had a heart attack.
32. A person said later how she could picture Marie standing near the store,
33. who was a shy and pleasant girl.",1232,33,91,"1. There was a lady
2. and her daughter was in hospital
3. (for an operation?).
4. She went to the hospital
5. and the nurses and doctors made her daughter get up
6. to move her to another bed?
7. She didn't think this was a good idea
8. but they did it anyway.
9. Her daughter went funny
10. and suddenly died
11. and the woman was very upset about it
12. and shouted (I think) at them.
13. Then she went home
14. after talking to someone in a waiting room,
15. or something.
16. The girl's brother or dad was waiting for the girl to come home
17. but the woman had to tell them she had died
18. and then the father killed himself
19. and someone remembered her in the shop a while back.",621,19,26
5f3287b83428cb05746e2214,"1. Marie was a quiet and shy girl.
2. One day she had to go under for an operation at the hospital.
3. This happened 28 years ago.
4. Her sister Rita visited the hospital.
5. She found the nurses carrying her from the bed.
6. She told them to stop.
7. Marie was still under anesthesia.
8. She was going to end up having a blood clot.
9. At home, her mother, Mrs. Costa, was waiting for her daughter to be discharged from the hospital.
10. The hospital tried reaching out to Mrs. Costa.
11. To no avail.
12. Because she didn't have a phone.
13. So they called at the shop.
14. The shop owner told Mrs. Costa that the hospital needs her to come and fetch her daughter.
15. She hurriedly left the house.
16. Asked her youngest daughter to finish cooking.
17. And made some coffee for herself.
18. When she arrived, her daughter was still alive.
19. But she eventually died.
20. Mrs. Costa got very mad.
21. She was shouting at the hospital staff.
22. Saying that they killed her daughter.
23. Her daughter Rita came to the hospital.
24. She was told the bad news.
25. She fell and hurt her leg.
26. Which is still giving her problems until now.
27. They left the hospital.
28. And went home.
29. Her husband was waiting to welcome her daughter.
30. Mrs. Costa then sent her lastborn son.
31. To tell her sisters and her mother what had happened.",1230,31,47,"1. The lady was at home,
2. she received a call from her neighbour who owned a shop.
3. It was the hospital where her daughter had been admitted,
4. they had tried to reach her,
5. but they couldn't.
6. So she went to the hospital,
7. and she left her youngest daughter at home making coffee for her father.
8. When she got to the hospital,
9. she asked to see her daughter,
10. they told her she was dead.
11. She was hurt and angry at the hospital staff,
12. saying that they killed her.
13. Her other daughter heard that her mom was at the hospital,
14. so she followed her.
15. She heard the bad news,
16. she fell and hurt her leg.
17. The mother went back home,
18. and everyone including her husband was expecting that she was going to come with her daughter who had been discharged from the hospital,
19. but she was alone.
20. She sent for her youngest son to go and tell her mother and her sisters about the bad news.",853,20,133
5d542c3a5af5900019bc80c4,"1. Mrs Costa's daughter, Marie, died about 38 years ago.
2. She had had an operation in April for appendicitis.
3. She made a good recovery.
4. She died 10 days later.
5. It was the day she was being discharged.
6. She had her housecoat on.
7. The Methodist hospital had rung the local shop.
8. They let them know Marie was ready to be discharged.
9. The Costa's didn't have a home phone.
10. Mrs Costa had to pay an extra $10 for her board.
11. Mrs Costa told her other daughter to have coffee ready for them.
12. They were getting back from the hospital.
13. Mrs Costa's sister had bought Marie an orange.
14. The orange was for when she got home.
15. When Mrs Costa got to the hospital, there was a delay.
16. She wondered what was going on.
17. The hospital kept ringing the shop.
18. They told them to tell Mrs Costa to pick up Marie.
19. The shop lady said she had already left.
20. Eventually, a nurse told Mrs Costa that there was a problem.
21. She ran down the corridor.
22. She saw Marie on the bed.
23. Marie was covered in sweat.
24. She had been walking down the corridor with a friend.
25. She told her she had a pain in her leg.
26. She couldn't see.
27. Then she collapsed.
28. Mrs Costa was distraught.
29. She tore her hair out of its style.
30. When she got home, she told her husband and son Michael.
31. They both had heart attacks.
32. The shop lady still talks about Marie.
33. She talks about how lovely she was.",1276,33,83,"1. The woman was telling the story of how her daughter had died.
2. This was a long time ago, over 20 years I think.
3. Her daughter had been in hospital for an operation.
4. The family didn't have a phone so they rang the local shop instead,
5. to pass on the message that she was ready to be discharged.
6. Her mother went in to collect her.
7. She was in the waiting room when she saw a commotion and lots of nurses running around.
8. No one was paying her any attention.
9. In the end she ran down the corridor into her daughter's room
10. and saw her daughter lying dead on the bed.
11. The doctors told her her daughter had just been walking down the corridor with a friend
12. when she suddenly collapsed.
13. There were no warning signs.
14. I think the girl had a blood clot that killed her instantly.
15. She had been in hospital for a couple of weeks.
16. The woman's husband died young because of it,
17. I think it was heart related.
18. The woman had to get her young son or nephew to tell the other relatives.
19. There was something about asking someone else in the house to make a fresh pot of coffee,
20. as her daughter had been looking forward to that.",1106,20,66
