recall_id,recall_chunk,narrative_chunk
58404fd8ad98e40001ce915f,When she returned home she was inconsoleable and told her youngest son to go and inform her sisters off the sad news.,"So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! ... So, I got home and called everybody, told them what happened. ... but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
58404fd8ad98e40001ce915f,One of the sisters had a large orange (!).,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that."
58404fd8ad98e40001ce915f,One of the sisters husbands was an undertaker.,I called my brother-in-law. He was an undertaker. My sister’s husband
58404fd8ad98e40001ce915f,He had subsequently passed away.,he’s passed away now too. God rest his soul.
58404fd8ad98e40001ce915f,The story was told looking back at this episode.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah."
5ad22ebba010190001b363e8,The daughter was in bed after having an operation on her gall bladder and they were trying to get her sat in a chair the mother stopped them as she was clearly anesthetised and so was not capable of sitting on the chair.,"She died at Methodist Hospital. She had an operation for appendicitis. It was late Saturday afternoon when they operated, very late. Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.”"
5ad22ebba010190001b363e8,But the nurses insisted they needed to get her moved.,"But the nurse said, “Well, that’s the doctor’s orders.” So, they went to get her out of bed, and she passed out, and they had to put her back in bed."
5ad22ebba010190001b363e8,The mother got the call that she could pick up her daughter from the lady at the shop as they did not have a phone at the time and to bring her girdle and that it would be $10 board if they did not pick her up.,"So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”

...They told me on the phone, it would be ten dollars more for her board. And to make sure I brought her girdle to put on. I said, “All right, I’ll be right over.”"
5ad22ebba010190001b363e8,She told her other daughter to put a pot of coffee on and order a cake for their return and her dad would be in soon (who was in the garden).,"And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee.

...So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.” “All right, mother, go ahead,” she said, “I’ll finish up.”"
5ad22ebba010190001b363e8,The mother went to pick up her daughter and was waiting when she saw a neighbour who has 10 children who the mother prayed for.,"And I went.

...So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.”"
5ad22ebba010190001b363e8,Whilst praying she noticed some of the nurses working frantically and on the phone (with one going to get a blanket).,"Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me."
5ad22ebba010190001b363e8,The nurse went over and asked if her daughter had a history of fainting and she realised they were frantic about her daughter.,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.”"
5ad22ebba010190001b363e8,The mother went in and the beads of sweat were massive (cold sweat).,"So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her –"
5ad22ebba010190001b363e8,The mother became distraught and asked what they had done to her daughter.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.

...So, she came in and she said – I said, “You killed my daughter – what did you do to her?”"
5ad22ebba010190001b363e8,They asked her to take a chair which the mother refused and whilst her back was turned to her daughter she died.,"She took me away from the bed. The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming.

...And just as I turned my back, my daughter passed away."
5ad22ebba010190001b363e8,Dr Schwarz but Dr Martinez came over and wanted to find what had happened to her daughter.,"She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor.

...So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.”"
5ad22ebba010190001b363e8,It was the 30th of March and the operation had happened 10 days earlier.,"She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right?"
5ad22ebba010190001b363e8,The mother screamed not to touch her daughter and that she would burn the hospital down she didn't care who was in it.,"Later, they said it was a blood clot. I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.”"
5ad22ebba010190001b363e8,"The mother was screaming so much the doctors wanted to give her a jab but she refused shouting ""do you want to kill me too?""","One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?”"
5ad22ebba010190001b363e8,The hospital kept phoning the shop to ask if they were picking up the daughter (as the hospital office was not aware) which confused the family so the other daughter and her boyfriend drove there to find the mother.,"The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us. They asked, “When is the mother coming to pick up Marie? She’s discharged.” And Rita said “That’s strange, the mother went to the hospital. She should be there.” So they came back to the hospital to look for us.

...So she came over with my son-in-law, in the car."
5ad22ebba010190001b363e8,They found the mother who told them their sister was dead and the daughter collapsed hurting her leg/back which she still suffers from today 30 years later.,"When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning. And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then."
5ad22ebba010190001b363e8,Someone who was in the room with her daughter explained that she had stood up and complained about her leg hurting and not being able to see and then collapsing.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed."
5ad22ebba010190001b363e8,It was a blood clot.,"Later, they said it was a blood clot."
5ad22ebba010190001b363e8,The Dad had gone in the house had a wash and shaved.,"My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting."
5ad22ebba010190001b363e8,When they got back they told him and he had a heart attack.,"My husband was sitting on the step.

...I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
5ad22ebba010190001b363e8,She also told her oldest son Mark and he also had a heart attack.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
5ad22ebba010190001b363e8,Her sisters were waiting for their return and were cleaning the floor.,"My two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call.

...I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement."
5ad22ebba010190001b363e8,The mother sent her youngest son and when he got near they could see his eyes were red and realised something was badly wrong.,"I said, “Go tell Aunt Millie and Aunt Jenny.”

...But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?”"
5ad22ebba010190001b363e8,It was so strange as her mum and sisters were all alive and well and it just didn't make sense.,"Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody. That was a shock that –"
5ad22ebba010190001b363e8,For years later the shop keep would say that she always thought of their daughter and where she stood in the shop whenever the mother went in.,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step."
6746ce67818ad1141aeeb211,"This is a story about Mrs Costa, whom her daughter died of appendis, at the methodist hospital.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis."
6746ce67818ad1141aeeb211,she is twenty eight years of age.,My daughter died. It’ll be twenty-eight years this month.
6746ce67818ad1141aeeb211,"then the lady from the hospital called mrs costa to pick her daughter,","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
6746ce67818ad1141aeeb211,"on getting to the hospital she met a woman who is also on a sick bed who has ten children, mrs Costa pray to God not to take the woman.","So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.”"
6746ce67818ad1141aeeb211,"Then mrs costa lost her daughter, and everyone have been waiting for her at home.","And just as I turned my back, my daughter passed away. She was getting ready to go home. I had the clothes and everything ready. My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”

My two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call."
6746ce67818ad1141aeeb211,Imediately her son micheal heard about the death of marie he colapse.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
60b7e1bcfe148de04d17624b,"A woman got a call from the hospital about her daughter, Marie, who was hospitalized and is now she was feeling better and is about to be discharged.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
60b7e1bcfe148de04d17624b,"When the lady heard the news, she went to the hospital, happy to bring Marie back home, and on her way, she made sure to bring a dress and a coat for Marie to wear because Marie had a surgery somewhere in winter when it was cold.","I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee.

...And I went myself. You know, I had the coat on my arm. She was operated on in March – No, April! So that was the thirtieth. She was operated – ten days before, so that would be the twentieth. The twentieth of April, right? It was kind of chilly. Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm."
60b7e1bcfe148de04d17624b,"Meanwhile, her Husband was at home working in the yard when he heard the news.","I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard."
60b7e1bcfe148de04d17624b,"He went to wash himself and got ready for his daughter Marie to be home, and as he waited on the stairs of the house.","My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”"
60b7e1bcfe148de04d17624b,"Marie was so excited, and she looked through the window as she saw her mother coming.","She saw me from the windows, from Wolf Street. She said, “My mother’s just coming.”"
60b7e1bcfe148de04d17624b,"And she started getting ready and saying goodbye to her friend, who was next to her.","She was with the girls, saying goodbye to everyone – you know how it is.

...And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene."
60b7e1bcfe148de04d17624b,"The lady arrived at the hospital, and as she walked, she saw a woman who was hospitalized, and this woman had many children, so Marie's mother prayed for the woman to get well.","But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know."
60b7e1bcfe148de04d17624b,Marie's mother then heard the nurse talking and rushing to the emergency room and Marie's mother thought it could that the women that she was praying for to get better that maybe somthing happend to her only to find out that the doctors were rushing to Marie's room because she collapsed and the lady started yelling and screaming upon hearing that it was her daughter Marie.,"Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room.

And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.

...And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed."
60b7e1bcfe148de04d17624b,later on the nurse told her that Marie have passed away and she was devastated and she started throwing things and the nurse hold her and asked her to if they could give her a shot and she refused because she knows all the nurses at this hospital due to her haiving many surgeries in less than a year and yelled at them to leave her and alone and not to touch her daughter that died.,"And just as I turned my back, my daughter passed away.

...And I was in the main hallway, at the office. I was all pulled apart. One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses. “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical. I was banging my head against the wall and everything. They had to grab me.

...Later, they said it was a blood clot. I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her."
60b7e1bcfe148de04d17624b,"At home now, the husband and her other daughter, Victoria, were worried because they did not know why it was taking her mother so long to get back home, and so she went to the hospital, and the lady sent her little son to go tell her two sisters that were also waiting for her to get back home with Marie.","My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?” The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us. They asked, “When is the mother coming to pick up Marie? She’s discharged.” And Rita said “That’s strange, the mother went to the hospital. She should be there.” So they came back to the hospital to look for us.

...Then my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
60b7e1bcfe148de04d17624b,"The son arrived at the aunties', crying, and they wondered why he was crying.","They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?”"
60b7e1bcfe148de04d17624b,"When the little boy told them that Marie had died, they were shocked and devastated at the news.","“Aunt Jenny, Aunt Millie, Marie died,” he said. Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody."
60b7e1bcfe148de04d17624b,"The lady arrived home, and because of the crying and yelling, the lady arrived in such a mess, and the neighbors were there at the house waiting for the lady as she got out of the car, and her hair was in such a mess because of her screaming and yelling and pulling her own hair for the loss of her daughter.","So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess."
6007421356226920359b5f3e,The womans daughter was sick.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis."
6007421356226920359b5f3e,She was in hospital recieving care.,She died at Methodist Hospital. She had an operation for appendicitis.
6007421356226920359b5f3e,There was some confusion over her care and how well she was recovering.,"Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.”"
6007421356226920359b5f3e,"There was an incident where the hospital staff tried to get her out of bed and into a chair, but she was too unwell to do so.","So, they went to get her out of bed, and she passed out, and they had to put her back in bed."
6007421356226920359b5f3e,"Her father was mostly absent throughout this, it wasn't mentioned that he went to visit his daughter at all, it was only mentioned that he worked and had a shave.","Daddy will be home soon.” He was working down in the yard.

My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting."
6007421356226920359b5f3e,Another relative was making a cake.,"So I said, “Put a pot of coffee on, and send for some cake from the bakery.”"
6007421356226920359b5f3e,"The daughter appeared to get better at some points, but then less well at other points.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital.

They told me on the phone, it would be ten dollars more for her board. And to make sure I brought her girdle to put on.

And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her"
6007421356226920359b5f3e,In the end the daughter ended up dying.,"And just as I turned my back, my daughter passed away."
6007421356226920359b5f3e,After she died the mother got into a confrontation with the doctor.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.” She took me away from the bed."
6007421356226920359b5f3e,The mothers sun was an undertaker so he helped out at this point.,I called my brother-in-law. He was an undertaker. My sister’s husband – he’s passed away now too.
6007421356226920359b5f3e,The mother had a younger sun also who was tasked with breaking the news to other relatives.,"I said, “Go tell Aunt Millie and Aunt Jenny.”"
6007421356226920359b5f3e,Friends and acquaintances of the daughter had positive memories of her.,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step. She was a real quiet girl, pleasant, didn’t talk much, but she was so good, I can’t even tell you."
6007421356226920359b5f3e,"The story was quite eratic and didn't always seem to follow logical sense, with some things happening which appeared out of character or without explanation.",
66e8c6e99be9621d5b1ed1fa,their is this a girl that just got discharged from the hospital.,"When she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
66e8c6e99be9621d5b1ed1fa,The doctors said she was getting better.,"When she was walking around to come home after ten days, I was waiting for the call from the hospital."
66e8c6e99be9621d5b1ed1fa,"Her mother got the call to come pick her up everyone was happy, relieved.","When she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. ... So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.”"
66e8c6e99be9621d5b1ed1fa,"Her aunt even went out to buy fruit, excited to welcome her back home.","My two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”"
66e8c6e99be9621d5b1ed1fa,"Her father was sitting outside on the staircase, waiting quietly for them to return.","My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”"
66e8c6e99be9621d5b1ed1fa,"But afer the mother reach the hospital, everything changed.","And I went myself. ... And I went. But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.”"
66e8c6e99be9621d5b1ed1fa,Another call came the girl had suddenly passed away.,"The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” ... But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” ... She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. ... And just as I turned my back, my daughter passed away."
66e8c6e99be9621d5b1ed1fa,"When the mother got home, she walked straight to her husband and told him the news.","So when I got home – they took me home. ... My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” ... I said, “Mike, we lost Marie. Marie died.”"
66e8c6e99be9621d5b1ed1fa,He fainted on the spot.,"It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
66e8c6e99be9621d5b1ed1fa,His brother fainted too when he heard.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
66e8c6e99be9621d5b1ed1fa,They had already started doing the pavement outside to welcome her back none of them knew it would turn into mourning.,"I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement. They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.”"
66e8c6e99be9621d5b1ed1fa,The mother sent her little son to tell the aunt.,"So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
66e8c6e99be9621d5b1ed1fa,"When he got there, his eyes were red.","But when he got there, the poor kid’s eyes were all red."
66e8c6e99be9621d5b1ed1fa,"They asked him,Is your mother back from the hospital?",
66e8c6e99be9621d5b1ed1fa,"He said quietly, “My sister passed away.”","They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
66e8c6e99be9621d5b1ed1fa,The women screamed and rushed to the house.,
