recall_id,recall_chunk,narrative_chunk
67503701c4ef8958767a58d9,my daughter died,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah."
67503701c4ef8958767a58d9,they killed her,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling."
67503701c4ef8958767a58d9,the nurse and the doctor did not take a very good care of her,"Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.” So, they went to get her out of bed, and she passed out, and they had to put her back in bed. See, here, she never – I don’t know if they knew or what, but I blame them for the blood clot she got, taking her out of bed.

So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.”"
67503701c4ef8958767a58d9,oops they have killed Marrie,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling."
67503701c4ef8958767a58d9,she is unable to drink what she likes to drink coffee,"And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that. So I said, “Put a pot of coffee on,” because she had been wishing for coffee."
67503701c4ef8958767a58d9,seeing her shows how sick she is,"So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her –"
67503701c4ef8958767a58d9,very sad,
67503701c4ef8958767a58d9,and my husband later had hearth attack and also died,"My husband had a heart attack. Yes, he had a heart attack."
67503701c4ef8958767a58d9,and my son also,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
682ac1b6669fa157b2399b41,"Mother took her daughter to hospital for operation, marie.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis."
682ac1b6669fa157b2399b41,"she was waiting that the daughter will go back home healed, the operation was done and everything was going down well.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” I had all the clothes laid out on the table."
682ac1b6669fa157b2399b41,they would go to vist her every now and then with her other elder daughter.,"Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was."
682ac1b6669fa157b2399b41,the sister would vist her they would talk and then go back home.,"Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was."
682ac1b6669fa157b2399b41,"on the day she was suuporsed to be discharged mother went to take her,","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then. The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.” ... And I went myself."
682ac1b6669fa157b2399b41,when she was waiting she would pray for another woman who was also operated to get well soon so that she go back to her kids little did she new her daugher condition was even worse.,"So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape. I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know."
682ac1b6669fa157b2399b41,"the nurse asked her if her daughter to faint,","The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”"
682ac1b6669fa157b2399b41,"as she was rushing towards her room, the mother followed her only to find the marlie dying.","“Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her –"
682ac1b6669fa157b2399b41,"She started to shout you have killed my daugter all over,","I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling."
682ac1b6669fa157b2399b41,she would not even listen to nurses that were trying to consult her.,"The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. ... One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses. “Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.”"
682ac1b6669fa157b2399b41,"At home they were all waiting for her to come back with Marlie,","I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. ... My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”"
682ac1b6669fa157b2399b41,the sister come to the hospital and when their mother told her marlie has died she collapsed.,"So she came over with my son-in-law, in the car. ... When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning."
682ac1b6669fa157b2399b41,"the mother was screaming all the way to their home,",So when I got home – they took me home. I was screaming in the car.
682ac1b6669fa157b2399b41,"the father asked what was the matter and he was told marlie has died,","My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” ... I said, “Mike, we lost Marie. Marie died.”"
682ac1b6669fa157b2399b41,the brother also was told.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
682ac1b6669fa157b2399b41,Her aunts were waiting to hear their niece was back so they can vist her.,"My two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”"
682ac1b6669fa157b2399b41,the brother was sent to the aunts place to tell them what happened.,"So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
682ac1b6669fa157b2399b41,"They were cleaning the compound whe he arrived and they were expecting good news only to realise the boys eyes were full red, he told them marlie died","They had cleaned the pavement, and done the cement work, and they were cleaning the pavement. They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
5a0efb83ab721b0001ef8509,It is a very sad tale of a mother and family.,My daughter died. It’ll be twenty-eight years this month.
5a0efb83ab721b0001ef8509,The mother's daughter died while in hospital.,She died at Methodist Hospital.
5a0efb83ab721b0001ef8509,She was recovering from an operation on her appendix and had been in the hospital 10 days.,"She had an operation for appendicitis. It was late Saturday afternoon when they operated, very late. ... So, when she was walking around to come home after ten days, I was waiting for the call from the hospital."
5a0efb83ab721b0001ef8509,The hospital had called and told the mother to come pick up her daughter as that she was due to be discharged.,"The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
5a0efb83ab721b0001ef8509,When she got there the mother even had the 10 dollars that they owed the hospital for the care given.,"They told me on the phone, it would be ten dollars more for her board."
5a0efb83ab721b0001ef8509,She had brought all the clothes the girl needed and was ready to take her home.,"I had all the clothes laid out on the table. ... Oh, and I had everything in a bag, and I had the coat on my arm and her dress hanging on my arm."
5a0efb83ab721b0001ef8509,She had left another daughter at home to finish cooking supper and to tell her father when he returned from work.,"And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard."
5a0efb83ab721b0001ef8509,At the hospital they did not immediately take her in to see her daughter.,"But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down..."
5a0efb83ab721b0001ef8509,There was a lot of commotion going on.,"Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me."
5a0efb83ab721b0001ef8509,Finally they took her in to see her daughter.,"She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room."
5a0efb83ab721b0001ef8509,She had collapsed while walking and was in a bad way now back in the hospital bed sweating profusely.,"And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her –"
5a0efb83ab721b0001ef8509,The mother became hysterical yelling at the nurses and especially the female attending doctor that they had killed her daughter.,"I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. ... see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” ... And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean?"
5a0efb83ab721b0001ef8509,The daughter died shortly after.,"And just as I turned my back, my daughter passed away. She was getting ready to go home."
5a0efb83ab721b0001ef8509,It was determined to be caused by a blood clot.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed. Later, they said it was a blood clot."
5a0efb83ab721b0001ef8509,The mother refused to allow the hospital to look at the girl afterwards threatening to burn the place down because they had killed her daughter.,"Later, they said it was a blood clot. I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her."
5a0efb83ab721b0001ef8509,Eventually the son showed up to take her home and she was besides herself.,"So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming!"
5a0efb83ab721b0001ef8509,Arriving home she told the waiting father the story and he had a heart attack.,"My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” ... I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
5a0efb83ab721b0001ef8509,The news had the same result on a brother who also had a heart attack when hearing it.,"Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding."
5a0efb83ab721b0001ef8509,The whole family was in shock.,"It was all – my two sisters were here, waiting until about half-past four. ... I got home and called everybody, told them what happened. ... Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody. That was a shock that –"
5a0efb83ab721b0001ef8509,Till this day 20 years later in the telling of the story the memory and the hurt is still vivid.,My daughter died. It’ll be twenty-eight years this month.
607b0ffd5eba9d3a9d3f588d,A young girl by the name of Marrie was hospitalised due to sickness.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis."
607b0ffd5eba9d3a9d3f588d,I cannot remember the details of the sickness.,
607b0ffd5eba9d3a9d3f588d,The girl was taken for medical procedure.,"She died at Methodist Hospital. She had an operation for appendicitis. It was late Saturday afternoon when they operated, very late."
607b0ffd5eba9d3a9d3f588d,"After the procedure, her sister went to visit her.","Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was."
607b0ffd5eba9d3a9d3f588d,"However, she was still sedated.","She was still under ether. Back then, they used a lot of ether."
607b0ffd5eba9d3a9d3f588d,The was a chair in the room and the sister asked reason for the chair.,"There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?”"
607b0ffd5eba9d3a9d3f588d,The nurse said they need to out Marrie in the chair as per Doctors orders.,"The nurse said, “Well, we’ve got to get her out of bed.” ... But the nurse said, “Well, that’s the doctor’s orders.”"
607b0ffd5eba9d3a9d3f588d,Marrie's sister insisted that she must be left alone as she was still sedated.,"She said, “What are you talking about? She’s still under ether.” “She’s too sick.”"
607b0ffd5eba9d3a9d3f588d,The hospital forced and a blood clot developed in Marrie's body and it was not noticed.,"So, they went to get her out of bed, and she passed out, and they had to put her back in bed. See, here, she never – I don’t know if they knew or what, but I blame them for the blood clot she got, taking her out of bed."
607b0ffd5eba9d3a9d3f588d,Marrie's mother did not have a phone.,I was waiting for the call from the hospital. I didn’t have a phone then.
607b0ffd5eba9d3a9d3f588d,"Few days later, the hospital called the store near Marie's to request Marie's mother to come to the hospital as Marire's was being discharged.","The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
607b0ffd5eba9d3a9d3f588d,Mother went to the hospital.,And I went myself.
607b0ffd5eba9d3a9d3f588d,"While mopther is in hospital, confusion happed where hospital thought mother has not yet arrived to collect Marrie.","My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?” The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us. They asked, “When is the mother coming to pick up Marie? She’s discharged.” And Rita said “That’s strange, the mother went to the hospital. She should be there.” So they came back to the hospital to look for us."
607b0ffd5eba9d3a9d3f588d,"While mohter is waiting, Marrie went on a work with hospital friend.","And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene."
607b0ffd5eba9d3a9d3f588d,Marrie said goodbye to the friend as she was feeling pain in her leg which turns out to be the clot that developed when she was moved to a chair while sedated.,"And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed. Later, they said it was a blood clot."
607b0ffd5eba9d3a9d3f588d,"Unfortunately, she passed away.","And just as I turned my back, my daughter passed away."
607b0ffd5eba9d3a9d3f588d,"The mother was furios, angry and broken and requested that hospital staff must not touch her daughter or else she will kill them.","I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. ... I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? ... Later, they said it was a blood clot. I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her."
607b0ffd5eba9d3a9d3f588d,Marrie's sister and father also got hurt so bad by the incident.,"Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning. And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then. ... I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack."
607b0ffd5eba9d3a9d3f588d,"Marrie's boy couson was requested by Marrie's mother to go and tell Marrie's aunts that Marrie has passed away, as Marrie's mother was not able to go.","So, I got home and called everybody, told them what happened. I called my brother-in-law. He was an undertaker. My sister’s husband – he’s passed away now too. God rest his soul. Maybe you know him... So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
607b0ffd5eba9d3a9d3f588d,The boy arrived with tears filled in his ears and shared the bad news.,"They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said."
607b0ffd5eba9d3a9d3f588d,End.,
607b0ffd5eba9d3a9d3f588d,r,
5f3287b83428cb05746e2214,Marie was a quiet and shy girl.,"Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step. She was a real quiet girl, pleasant, didn’t talk much, but she was so good, I can’t even tell you."
5f3287b83428cb05746e2214,"One day she had to go under for an operation at the hospital, this happened 28 years ago.","My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital. She had an operation for appendicitis."
5f3287b83428cb05746e2214,"Her sister Rita visited the hospital, and she found the nurses carrying her from the bed she told them to stop because Marie was still under anesthesia she was going to end up having a blood clot.","Sunday morning, my oldest daughter, Victoria, went to the hospital to see how she was. She was still under ether. Back then, they used a lot of ether. There was a chair there. They were just starting to get people out of bed, you know. So, Victoria saw the chair, and she said to the nurse, “What’s this chair doing here?” The nurse said, “Well, we’ve got to get her out of bed.” She said, “What are you talking about? She’s still under ether.” “She’s too sick.” But the nurse said, “Well, that’s the doctor’s orders.” So, they went to get her out of bed, and she passed out, and they had to put her back in bed. See, here, she never – I don’t know if they knew or what, but I blame them for the blood clot she got, taking her out of bed."
5f3287b83428cb05746e2214,"At home, her mother, Mrs Costa, was waiting for her daughter to be discharged from the hospital.","So, when she was walking around to come home after ten days, I was waiting for the call from the hospital."
5f3287b83428cb05746e2214,The hospital tried reaching out to Mrs Costa but to know avail because she didn't have a phone.,I was waiting for the call from the hospital. I didn’t have a phone then.
5f3287b83428cb05746e2214,So they called at the shop.,The lady from the store who had a phone called me
5f3287b83428cb05746e2214,The shop owner told Mrs Costa that the hospital needs her to come and fetch her daughter.,"The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
5f3287b83428cb05746e2214,"She hurriedly left the house, asked her youngest daughter to finish cooking, and made some coffee for herself.","I had all the clothes laid out on the table. And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that. So I said, “Put a pot of coffee on, and send for some cake from the bakery.” I’m going to get Marie; they called me.” “All right, mother, go ahead,” she said, “I’ll finish up.” And I went myself."
5f3287b83428cb05746e2214,"When she arrived, her daughter was still alive, but she eventually died.","So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said – I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.” She took me away from the bed. The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? She was only eighteen years old. Beautiful girl, you can see from her picture. And just as I turned my back, my daughter passed away. She was getting ready to go home. I had the clothes and everything ready."
5f3287b83428cb05746e2214,"Mrs Costa got very mad she was shouting at the hospital staff, saying that they killed her daughter.","I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling. ... When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.”"
5f3287b83428cb05746e2214,"Her daughter Rita came to the hospital, she was told the bad news, she fell and hurt her leg, which is still giving her problems until now.","So she came over with my son-in-law, in the car. ... When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning. And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then."
5f3287b83428cb05746e2214,"They left the hospital and went home, her husband was waiting to welcome her daughter.","So when I got home – they took me home. ... My husband was sitting on the step. He asked, “What’s the matter? What happened to you?”"
5f3287b83428cb05746e2214,Mrs Costa then sent her lastborn son to tell her sisters and her mother what had happened,"So, I got home and called everybody, told them what happened. ... So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.”"
673feeafa80a279f5cc63e33,A lady was telling the story about her daughter Marie who died in a hospital.,"My daughter died. It’ll be twenty-eight years this month. The thirtieth of this month, yeah. She died at Methodist Hospital."
673feeafa80a279f5cc63e33,She was there for her appendix and she was waiting to be called to come pick her up to bring her home.,"She had an operation for appendicitis. ... So, when she was walking around to come home after ten days, I was waiting for the call from the hospital. I didn’t have a phone then."
673feeafa80a279f5cc63e33,Finally the call came.,"The lady from the store who had a phone called me, “Mrs. Costa,” at aquarter to five at night. “Mrs. Costa, they just called you from the hospital. Go Pick Marie up. She’s discharged.”"
673feeafa80a279f5cc63e33,She had her daughter make coffee since Maria liked it so much and her husband was getting washed up and ready for Marie to come home.,"And Rita was – I was cooking, I said, “Rita, finish the cooking.” Daddy will be home soon.” He was working down in the yard. I said, “And put a big pot of coffee on,” because she had been wishing for coffee. And you know, every morning, that first cup of coffee, I offered it to her. When I get up in the morning, the first cup is hers. Since she’s gone, I never forget that."
673feeafa80a279f5cc63e33,He went and sat on the step to wait.,"My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting. “When is the mother coming?”"
673feeafa80a279f5cc63e33,When she arrived at the hospital she saw Marie and something was wrong.,"And I went. But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” ... The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.” So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big."
673feeafa80a279f5cc63e33,The nurses were trying to get her to stop and listen.,"But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” ... The nurse said to me, “Talk to her.”"
673feeafa80a279f5cc63e33,Finally they told her [Marie] died.,"And just as I turned my back, my daughter passed away."
673feeafa80a279f5cc63e33,She fainted and collapsed.,"When Rita came in and saw me like that, she asked, “Mother, what happened?” I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor."
