recall_id,text_original,c_original,n_original,text_again,c_again,n_again
5c6cc9e2ffe5270001d3e90c,"My daughter died 28 years ago. On the 30th of April. My daughter Rita went to the hospital to see Marie and there was a chair at the foot of the bed. She asked the nurses why there was a chair there. They said that Marie would have to sit on it. Marie had blood clots in her leg. She was eighteen. Someone who called me 'Mrs Costa' called me and told me to go to the hospital. I had the coat and Marie's dress on my arm. The nurses told me Marie had collapsed. I told them that they killed her and that I'd burn the hospital down. Rita came in and collapsed, fell down like lightning. The back of her leg was hard as a pole. She had phlebitis. My husband was sat on the step outside our home. My face was a mess and I was screaming. Everyone came out their doors because of the noise. 'What happened?', he asked. 'Marie, she's gone. She's dead.' He had a heart attack. I told my son Michael and he had a heart attack too. I told my other son Jamie to go and tell his two aunts. There was a girl called Millie who was a very nice girl.  ",31,41,"My daughter died at 28 years old in April. Her sister was in the hospital with her and asked the nurses why the chair was placed there. They said they needed her to sit on the chair to avoid blood clotting. I got a call that my daughter had died and I went to the hospital. I got very angry with the staff and was shouting at them. My other daughter came running in and collapsed on the floor. When we went home, my husband was sat on the steps outside. I told him that our daughter had died. We went inside and told our son to go to his aunts and tell them what happened. There was a coat hanging on the back of a chair and I told my husband to take it. ",18.0,52.0
676054ef296caad582258e02,"The woman's (Mary?) daughter, Marie, was in the hospital for an operation. Everything seemed to be going okay and the woman received a phone call to come and pick up her daughter as she was to be discharged. Her husband waited on the step and she went. She got to the hospital and sat down and someone asked her if her daughter ever fainted. She asked if that was who the nurse was running for, and then she went to her daughter's room. Her daughter was dressed on the bed with giant beads of sweat running down her head and the mother started yelling why did you kill my daughter. It's because you made her get up to because the doctor said she was to be moved but the 18-year old was still under ether. They got her up and she said she had a pain in her leg and collapsed. The mother continued screaming and pulling her own hair and as she was turned around, her daughter passed. Rita came and she asked what was the matter and the mother said that Marie had died. They went home and the husband was on the step and he asked what's the matter and he had a heart attack when he heard. Her son Michael also had a heart attack. A person said later how she could picture Marie standing near the store, who was a shy and pleasant girl.",33,75,"There was a lady and her daughter was in hospital (for an operation?). She went to the hospital and the nurses and doctors made her daughter get up to move her to another bed? She didn't think this was a good idea but they did it anyway. Her daughter went funny and suddenly died and the woman was very upset about it and shouted (I think) at them. Then she went home after talking to someone in a waiting room, or something. The girl's brother or dad was waiting for the girl to come home but the woman had to tell them she had died and then the father killed himself and someone remembered her in the shop a while back.",18.0,29.0
5a9fa90f873cda00010d29d8,"It was 28 years ago that my daughter died. My daughter Victoria is here. My daughter died on the 30th of April. Or 20th. It was ten days before. We were eager to see Marie as she collapsed on the ground one day and she was taken to a hospital. When doctor called to say to come in I was ready to do it and I told one of my daughters to stop cooking and I took a dress, Millies dress so that I could bring it to the hospital. Dad was also happy to go to hospital but he was busy. I have a few daughters. And Aunt Milly is also my relative. I also have a son in law. So I was eager to see Marie and I went to the hospital. I knew there was a lady in there who had gallblader problems and she was dying too. I saw my daughter with pearls of sweat on her head and her leg was like a pole, she was dead and I screamed no you killed her to the doctors but people kept trying to calm me. I was in shock and I screamed in my car and I kept saying no it cant happen, she is dead and they killed her. I called dad and explained it, he was so ready to see her and Rita as well and son in law. But she was dead and it turns out she had a blood clot in her leg which is why her leg was like a pole. My daughter Marie was dead and she was only 18 years old. I was devastated and I didnt let them touch my Marie as I did not want anyone to do anything to her more. I brought her dress but she was dead. Then after hearing it from me dad had a heart attack and my husband died from a heart attack. I could not believe it. Thats the story.",23,79,"It is me Laura, my other daughter and myself, mom, here pondering. The memories come back. Fifteen years ago my daughter collapsed one day. She collapsed on the floor and we took her to a hospital. At the hospital she was very frail, sickly. I cried and went back home to find my husband asking what happened and I explained the story. Cousins also got very confused and wanted to see her at the hospital. I decided to visit her at the hospital. I called Laura and she said to take a scarf to my sick daughter so I looked for it in the closet. I found a red scarf that she likes and so I went to the hospital with family to visit her. Husband was on the phone, he did not hear what I said about going there. When I went to the hospital I went into her room and there was another sick lady laying on the bed. She had dementia. There was my daughter laying in bed. The doctor came in and told us she has cancer and I collapsed to the floor screaming from terror. Doctor said there was nothing they could do. I cried and I held my daughter, I was very upset and it was the worst thing that could happen to a mother. My daughter was dying. I remember this day vividly. My daughter was so beautiful and had long hair. After she died me and Laura remembered her together, its like it happened yesterday and I remember every detail. ",21.0,146.0
66a7cf92e1fd4aa48ba59b52,"the story is a sad and heartbreaking one. was about a young lady Marie, a 28 year old, she died very close to her birthday. after staying a while in the hospital, everyone was expecting her return, a small party was likely gonna happened, but unfortunately, she died instead of getting discharged. The news shocked everyone. Her father and brother had instant heart attack when the news broke. Call wasn't made to Marie's aunt, young Jammie was sent, aunt was excited to see him, until she had a close look at him to realize his eyes were red from crying. Mrs Costa, Marie's mom was quiet popular in the neighbourhood, so is Marie, even though she a calm, quiet and easy going young lady. Mrs Costa doesn't have a phone, she got the call from a lady at the store at about a quarter to five in the night that Marie is getting discharged and she should pick her up.Rita was cooking and was told to finish ASAP. Mrs Costa ordered that coffee be made for Marie because she had long wished for it, cake was also ordered for from the bakery. Mrs Costa got really emotional at the hospital, accusing the doctors, nurses and aides of killing her daughter. she was a regular service user in the hospital, typically knows most of the staff there. she believed the blood clot her daughter had was the hospital's mistake.she was mad when  her daughter was about to be moved out of bed, she told them she is too sick and still under ether, but the nurse responded that it was the doctors' instruction she had to follow, even though they had to put her back on bed after she passed away",35,54,"a woman lost her daughter on a day close to her birthday. it was such a sad moment. she was very ill and was expected to be discharged shortly. her family was already expecting her, there was preparation for her homecoming, she loved coffee so much and had missed it, so it was part of the preparations underway a home. unfortunately she could not make it home, her mom was called on a phone in a nearby grocery store. it was so shocking. she stormed the hospital and cursed almost everyone. she blamed them all for negligence. Back at home, the deceased younger brother was sent to her aunt, aunt was expecting to be told that her sick siste was back home and better, but lo and behold, it was the other way round.",22.0,107.0
5c5cad3e4ee81200018eafe2,"Mrs Costa had a daughter who was in the hospital who had gone in for an operation for appendicitis. The day after the operation her other daughter went to see how Marie was but she was still under the effects of anaesthetic. But the nurses were trying to get her out of bed because the doctors had told them to do so. Then she seemed to get a blood clot but they wanted to discharge her. Back at home Mrs Costa was cooking and making coffee and getting clothes ready to take to the hospital for her discharge. She went to the hospital but when she got there her daughter had died. She was angry and upset and praying and being annoyed with the nurses for killing her daughter. She was hysterical at the hospital shouting at the doctors and nurses that they had killed her daughter.. 

Back at home she was still hysterical but told her son to tell the aunties that Marie had died but he was very upset and crying and didn't want to go and see them but he did and they were all in shock at the news, even people in the neighborhood or the store. They reminisced about Marie when she was young and playing at the store. ",31,60,"I think the lady's name was Mrs Costa and her daughter was in hospital to have an operation. She went to see her the day after the operation but her daughter was still dozy from the anaesthetic and wanted to stay in bed. But the doctor said she needed to get up and walk about. They tried to get her to get up so they could discharge her. Mrs Costa went home to get her some clothes to wear for when they did discharge her but when she went back her daughter had died. I think it was because she got a blood clot through not getting up and walking about so that wouldn't happen.

Mrs Costa was very angry and shouting and accused the hospital of killing her daughter. She went home and had to tell the family that her daughter had died unexpectedly but so was so upset that she couldn't go and tell them so she got her son to do it instead. He told everyone he could think of and many people started remembering her when she was young and used to play in the street",24.0,73.0
5f3287b83428cb05746e2214,"Marie was a quiet and shy girl. One day she had to go under for an operation at the hospital, this happened 28 years ago. Her sister Rita visited the hospital, and she found the nurses carrying her from the bed she told them to stop because Marie was still under anesthesia she was going to end up having a blood clot. At home, her mother, Mrs Cost,a was waiting for her daughter to be discharged from the hospital. The hospital tried reaching out to Mrs Costa but to know avail because she didn't have a phone. So they called at the shop.The shop owner told Mrs Costa that the hospital needs her to come and fetch her daughter. She hurriedly left the house, asked her youngest daughter to finish cooking, and made some coffee for herself. When she arrived, her daughter was still alive, but she eventually died. Mrs Costa got very mad she was shouting at the hospital staff, saying that they killed her daughter. Her daughter Rita came to the hospital, she was told the bad news, she fell and hurt her leg, which is still giving her problems until now. They left the hospital and went home, her husband was waiting to welcome her daughter. Mrs Costa then sent her lastborn son to tell her sisters and her mother what had happened",26,85,"The lady was at home , she received a call from her neighbour who owned a shop. It was the hospital were her daughterhad been admitted they had tried to reach her but they couldn't. So she went to the hospital , and she left her youngest daughter at home making coffee for her father. When she got to the hospital she asked to see her daughter,they told her she was dead. She was hurt and angry at the hospital staff saying that they killed her. Her other daughter heard that her mom was at the hospital , so she followed her. She heard the bad news, she fell and hurt her leg.The mother went back home , and everyone including her husband was expecting that she was going to come with her daughter who had been discharged from the hospital, but she was alone.She sent for her youngest son to go and tell her mother and her sisters about the bad news   ",26.0,116.0
5bbb5e3f118c0600013c3202,"Marie died twenty seven years ago in hospital. She had gone into hospital with appendicits. Her family went home to get her clothes to wait on the phone call to come and get her. The dad had a wash and a shave while the mother took the clothes and went to the hospital. When she got their the nurse wanted her help to put Marie in a chair which the mum couldn't understand but it had been the doctors orders. Marie had been talking to someone else in the hospital when she said she had a pain in her leg and she couldn't see. The nurse then told the mum that Maria was dead, the mum started screaming and told them not to touch her. The staff knew Maries mum as she had previously had three operations there. They tried to get the mum to calm down and to sedate her but they couldn't and they gave her a lift home while she screamed. The mum told her other daughter who got really upset then she told Mike and her husband who both had heart attacks. She sent her young son Jamie to her two sisters houses who wanted to know when Marie was home as they wanted to be there and had bought her a strange orange. Jamie had to tell them both that Marie had died.",14,167,"Maria went to the hospital to have an operation. Her mum the following day went to get her and took her some clothes. While Maria was saying her goodbyes to the other people she complained of feeing ill and she died. Marias mum was really upset and blamed the hospital on killing her daughter. The hospital wanted to tranquilise Marias mum but she refused and demanded to go home. Once home she told her youngest sn to go tell her two sisters that Maria had died so he went and did that, the mum then waited for her husband who was working in the yard and told him that that Maria had died, he had a heart attack.She then told her oldest son what happened to Maria and he also had a heart attack.",26.0,72.0
673feeafa80a279f5cc63e33,A lady was telling the story about her daughter Marie who died in a hospital. She was there for her appendix and she was waiting to be called to come pick her up to bring her home. finally the call came. she Had her daughter make coffee since Maria liked it so muchand her husband was getting washed up and ready for Marie to come home. he went and sat on the Step to wait. When she arrived at the hospital she saw Marie and something was wrong The nurses were trying to get her to stop and listen. finally they told her died She fainted and collapsed. They say it was from blood clot in her leg. The doctors came in and tried to speak to her but she didn't want to hear them she yelled you killed my daughter stay away from me. Stay away from my daughter. Eventually they took her home and she screamed in the car all the way home and was screaming when she got back to her home and all the neighbors came out of their doors to see what was happening. She told her husband and daughter Maria had died and her sisters were supposed to meet her when she got home so she had her little boy go tell the Aunts what had happened. When her husband found out he had a heart attack and no kidding her son also had a heart attack. They both did the same day.,40,164,A young girl[Emily?] was in the hospital and it was time to come home. Her Mom [Linda?] went to pick up her up. When she got there she was told her daughter died she was very distraught and couldn't believe this happened and wanted answers she didn't want any nurses or doctors touching her daughter or herself at this point she was very confused of what went on at this hospital for her daughter to have died. Her sister made coffee for when she arrived home and her father sat on the doorstep after showering waiting for her. Linda came home and told them she had died. Linda's sister was supposed to come over after she brought Emily home had wondered why she hadn't heard from her. When she told her husband he had a heart attack and her son Emily's brother also died of a heart attack around the same time. [That's all of my memory :)] ,27.0,119.0
5d542c3a5af5900019bc80c4,"Mrs Costa's daughter, Marie, died about 38 years ago. She had had an operation in April for appendicitis and made a good recovery but died 10 days later. It was the day she was being discharged and she had her housecoat on. The Methodist hospital had rung the local shop to let them know Marie was ready to be discharged as the Costa's didn't have a home phone. Mrs Costa had to pay an extra $10 for her board. Mrs Costa told her other daughter to have coffee ready for them when they got back from the hospital. Mrs Costa;s sister had bought Marie an orange for when she got home. 
When Mrs Costa got to the hospital there was a delay and she wondered what was going on. The hospital kept ringing the shop to tell them to tell mrs costa to pick up Marie but the shop lady said she had already left. Eventually a nurse told Mrs Costa that there was a problem. She ran down the corridor and and saw Marie on the bed. She was covered in sweat. She had been walking down the corridor with a friend and told her she had a pain in her leg and couldn't see, then she collapsed. Mrs Costa was distraught and tore her hair out of its style. WHen she got home she told her husband and son Michael They both had heart attacks
The shop lady still talks about Marie and how lovely she was",32,94,"The woman was telling the story of how her daughter had died. This was a long time ago, over 20 years I think. Her daughter had been in hospital for an operation. The family didn't have a phone so they rang the local shop instead, to pass on the message that she was ready to be discharged. Her mother went in to collect her. She was in the waiting room when she saw a commotion and lots of nurses running around. No one was paying her any attention. In the end she ran down the corridor into her daughters room and saw her daughter lying dead on the bed. The doctors told her her daughter had just been walking down the corridor with a friend when she suddenly collapsed. There were no warning signs. 

I think the girl had a blood clot that killed her instantly. She had been in hospital for a couple of weeks

The womans husband died young because of it, I think it was heart related. 

The woman had to get her young son or nephew to tell the other relatives. 

There was something about asking someone else in the house to make a fresh pot of coffee, as her daughter had been looking forward to that. ",36.0,42.0
67727a80c7d8eee59166d596,"Mary's daughter had to go to hospital to have an operation. She ended up being in hospital for 10 days. She was only 18 at the time. She then got the call to come and pick her up but they didn't have a phone so the hospital call the local store to pass the message on. When she went to pick up Maria (her daughter) from the hospital it turned out Maria had died while she was waiting. It was later found out it was a bloody clot that caused the death. Mrs Costa broken down and was going crazy, her husband was waiting at home for the mother and daughter to come home but they didn't. There other daughter went to the hospital to see where they were and found out that Maria had died and she collapsed as well. When they both eventually came back to the house and informed the family what had happen her husband had a heart attack and so did her son. Her two sisters were also there and were a mess when they were told the news",21,69,"So girl had gone to hospital to have a routine operation her mum had dropped at the hospital and she was told the hospital would be in contact to pick up up later. The mum didn't receive a call all day and the hospital could not get hold of her so they rang the local bar in the town and the woman behind the bar pass the message on to the mother that she need to go to the hospital. When she got to the hospital she was told that her daughter had died, she was distraught and collapsed on the floor say she wanted to see her and this couldn't be true. At the same time her other daughter had turned up at the hospital and saw her mum as she explained that her sister was dead. Her other daughter then fainted and the hospital wanted to help but the mum said you are not touching her as I don't want you to kill my other daughter as well. 

They had the phoned home to explain what had happened, the father was at the bar so he had to rush home and inform the family of what had happened. When the mother and daughter got home all the family were their, aunties, uncles etc and all very upset and trying to take stock of what had happened",36.0,191.0
682ac1b6669fa157b2399b41,"Mother took her daughter to hospital for operation, marie. she was waiting that the daughter will go back home healed, the operation was done and everything was going down well. they would go to vist her every now and then with her other elder daughter. the sister would vist her they would talk and then go back home. on the day she was suuporsed to be discharged mother went to take her, when she was waiting she would pray for another woman who was also operated to get well soon so that she go back to her kids little did she new her daugher condition was even worse. the nurse asked her if her daughter to faint, as she was rushing towards her room, the mother followed her only to find the marlie dying. She started to shout you have killed my daugter all over, she would not even listen to nurses that were trying to consult her. At home they were all waiting for her to come back with Marlie, the sister come to the hospital and when their mother told her marlie has died she collapsed. the mother was screaming all the way to their home, the father asked what was the matter and he was told marlie has died, the brother also was told. Her aunts were waiting to hear their niece was back so they can vist her. the brother was sent to the aunts place to tell them what happened. They were cleaning the compound whe he arrived and they were expecting good news only to realise the boys eyes were full red, he told them marlie died",23,170,"we took our daughter to hospital for treatment. she was admited and we used to go and visit during visit hours every day, me and my other daughter. she was doing well we had all hope of going with her back home sooner. one day i left as usual to go to the hospital, there father was around and he was hoping i will come back with her. i reached the hospital but i was denied to go in her ward as nurses claimed there was an emergency, they were running up and down. i was shocked but i heard to wait. i went in later and found her fainted, only to be told she was dead. i screamed everywhere feeling like this has happened due hospital recklessness, my second came and when she heard the news was so shocked, we all cried. we later went home only to find there father waiting for us unaware of what had happened. we told him, their younger brother was also told what had happened. the whole family started moarning. we sent the brother to their aunts place, he found them out doing there daily chore, they were happy to see him as they were expecting good news, probably she has been discharged only for them to see the sadness on his face and they knew all was not well, they were told the news and all became sad",38.0,157.0
