recall_id,text_original,c_original,n_original,text_again,c_again,n_again
611f672bc947518ca8b25524,The story tellers daughter was in hospital for some time and was visited by her mum. During this time actions possibly led to a blood clot which maybe could have been avoided. The storyteller appears confused like dementia or something. She goes to pick her daughter up on the day she is being discharged and on that day her daughter dies. She has a panic attack at the hospital and does not trust the hospital staff. When she gets home her husband who was waiting on the steps has a heart attack. I then found the story pretty confusing and hard to understand but there was a son who went to his aunts and told them Marie had died and an undertaker involved.,15,184,It was quite disjointed the story but I remember a lady was in hospital and her mother was coming to visit her in hospital. The lady got quite poorly but was still seemingly ready for discharge. She was discharged and her mother went to collect her to bring her home. On the day of collection she became very ill and ended up dying. The mother blamed the hospitals actions and the hospital took the mother home. When she got home various family members became involved. Her son went to the aunts and they thought he was coming to tell them the daughter wa shone but instead he told them she has passed. There was an older brother and an undertaker but it was very confusing and that’s all I can recall!,18.0,191.0
56d56e550b5634000bdc5703,"A girl went into hospital and was sick, the doctors thought she would be fine and they told her mother that she could come pick her up, she came to pick her up but when she got there her daughter was sweating a lot and nurses didnt know what the matter was, the mother was very angry and argued with nurses.  Then they told her that her daughter had passed away.  She wanted answers, but did not get any. Then she went home and when she told her husband he had an heart attack and then she told her son and he had a heart attack, then a little boy told some people and they where all upset and shocked by the news.  Then her other daughter was told about the news and she fell to the floor and then later doctors told them it was a blood clot. ",27,43,"There was a lady in the hospital, she was ill and the mother kept going to see her, they didnt want to believe that she was really ill. The mother blamed herself, and was angry with medical staff.  Later they found out her daughter in the hospital had died, the mother blamed the hospital and would not believe the news. The woman went and told her husband and when she told him, he had an heart attack, and then she told their son and he had an heart attack as well. There was a young boy and he found out about the news and told a lot of people about it, they where all very upset and couldnt believe that she had gone.  ",19.0,176.0
595e33a3558c93000171cd21,"A girl called marie was in hopspital with appendicitus on the 30th of the month she had an operation and was recovering when she started swaeting huge amouns and fainted and died. The mum was hysterical and kept screaming but they hadnt told the office staff of the hospital so they phoned everyone to say marie was discharged and could be picked up. The other daughter thought it was strange as the mum should be there so she went to the hospital and found the mum and found out marie had died. The dad was waiting on the dorr step for everyone to come home after he had finished gardening. The sister went home and told two men that Marie had died and they ended up having heart attacks. Before that the sister fell over after hearing the news her sister had dies and hurt her leg so badly it felt like it had a metal pole in it. 
Maries aunts we waitng my the phone to hear how marie was and if she was home but nobody had phones so they couldnt phone her. One of them wanted to give marie and orange. Because they didnt have phones they sent maries brother round who was a young boy he had been crying and he told them marie had died.  ",40,51,There was a lady called Marie who died. There was a lot of confusion about her coming home and there were phone calls saying she had been discharged however she fainted and unfortunately died. the mother blamed the doctors for killing her and she was hysterical. there were two aunts that were waitng by the phone one wanted to give Marie an orange they didn't know she had died so a small boy went round to tell them. There were a couple of people who had heart attacks after heearing the news. The dad was wating on the door step wating for her to come home. The sister fell over and hurt her leg and felt like there was a metal pole in it. Poor Marie was meant to be having a routine operation but things went wrong.  ,19.0,109.0
6742677ecc26fc2d7868aa9b,"Mrs Costa recalls the story of how her daughter Marie died 28 years ago on the 30th of March. Marie was in the hospital for an appendicitis removal operation. Mrs Costa got a call from the hospital telling her to pick Marie up. Everyone in the family was excited to welcome her home. When Mrs Costa got to the hospital, the nurses were running to Marie. Mrs Costa went into the room and Marie was sweating a lot then she passed away. Rita, her other daughter, came to the hospital after hearing no news. When she heard about her sister's death she fell and got a lifelong pain in her leg. When they got home and broke the news, both Mr Costa and their son Michael had a heart attack.",25,48,"A woman is telling a story of how her daughter died around 30 years ago. Her daughter went to the hospital to remove her appendix. On the day she was supposed to pick her daughter up, she got a call and went to the hospital. There, she saw a nurse rushing to her dying daughter who was covered in sweat. That was how she died. Her other daughter fainted and hurt her leg for life when she went to the hospital to check on her mother who hadn't returned. Her husband got a heart attack when he heard the news. ",20.0,37.0
66592dfcb3c1b6f73d81495c,"A mother was distraught trying to recall the story of her daughter, Marie, dying many years ago. It was April 30 and Marie was being discharged from the hospital. Mrs Rita, the mother, did not have a phone, so she would make and receive calls from the store in town. She had received a call to come pick her daughter up from the hospital. She made coffee for Marie so she would have comfort when she came home. She went down to the hospital and saw there was a chair next to her daughter's bed. Mrs Rita asked what the chair was for and was told her daughter needed to get up because she was being discharged. The mother tried to remind the staff that her daughter had fainting spells. The doctor's assistant said it was ok. As Mrs Rita was taking her daughter out of the hospital, Marie collapse, grabbing the back of her leg. Mrs Rita was distraught and started screaming at the staff that they had killed her daughter. Mrs Rita got a ride home, screaming the whole way. When she got home she told everyone that her daughter died.When finding out their daughter had died, the husband had a heart attack, as well as Mrs Rita's brother. Mrs Rita sent their young boy to tell his aunts about Marie's death, and he was crying and red-eyed when he told them.",23,156,"An older woman is recalling her daughter's hospital stay in April of some year. Her daughter is in the hospital, and the doctors want the daughter to stand and go sit in a chair. The old woman gets a phone call from the drug store in town, because the lady does not have a phone. The old woman preps by making coffee for her daughter for when she gets back. The woman gets a ride to the hospital and goes to her daughter's hospital room. Her daughter is not there, but returns eventually with a nurse. As the lady and her daughter are leaving the hospital, the girl collapses. She ends up not surviving and the mother yells and cries that the doctors killed her daughter. Eventually the staff calms the woman and sends her home. When she gets home and tells her husband, the husband has a heart attack. The woman sends her son to go get his aunts, one of which is named Jenny. ",20.0,81.0
58462977d2be990001174ae3,"Marie went to the hospital for appendicitis. While recovering she was forced out of bed, and she died a few days later when her mother came to pick her up. Her mother told the story of preparing to go to the hospital, and the people who were in the family who expected Marie to be released. The mother went into a fit of rage after her daughter's death and threatened the staff, who she knew.
The end of the story tells of her sending her young son to tell his aunts the news, and the mother calling family members to tell them of Marie's passing.",11,155,"A mother is telling the story of how, many years ago, one of her daughters died after going to the hospital for appendicitis. The daughter was moved and forced to get out of bed prematurely, and the girl died from a blood clot soon after. The mother arrived at the hospital to pick her up to go home and found she had passed.
The mother reacted furiously, yelling at the staff and hurting herself. She accused the hospital of being negligent and killing her daughter, and refused treatment.
The bulk of the remaining story is how other members of the family found out the news and how they reacted. The young son told two aunts, and the younger daughter informed some other family members.",21.0,88.0
676abc56272363fc9a095d5d,"It started with Marie getting an operation 10 days before the 30th of April (so the 20th). Her sister and mum visited in between and she was having fainting spells and her doctors said she was under ether (which was bed rest i think). Anyways there was a chair next to the bed so the nurse could move Marie but instead she fainted and everyone left Marie and went home to prepare for her coming back. They made food and put a pot of coffee on the table and asked to bring cake from the bakers. 

The dad came home after a long shift and his wife was gone as she went to pick Marie up from the hospital. When the mum got to the hospital the nurses asked for a doctor and then Marie passed away. The mum was riddled with sadness and anger and the doctor tried to give her a shot but failed.

Everyone kept asking for the woman as they heard she was being released form hospital and they didnt know she had already died. The dad waited on the step after having a shower for his daughter and when his wife returned and told him the news he had a heart attack. SO did his brother. Then they got their son James to tell the aunties that marie was dead",32,45,It was about a girl who was sick and would faint. I think her name might have been Maria and she basically was told to stand by other nurses even though she was on bed rest she tried and fell. On the day she was meant to return home the mother made the sister prepare a meal and the dad had a shave and shower. She went to pick up her daughter and found out she had died. Then when she went home there was an ordeal of some sorts. The father heard the news and had a heart attack. The mother sent her youngest son (the name might have been Jack) and he ran to tell the aunt that Maria had died and he was crying.,22.0,112.0
66a2812744e8026f80ef0879,"It sounded like a rambling oral account of the death of the narrator's daughter many years ago (30 or so). The daughter was in the hospital and being discharged when she collapsed and died of a blood clot. This happened when the mother was in the hospital, trying to bring her home. Some chaos ensued after this, with the woman's older daughter falling over and suffering a leg injury. Then two other family members had heart attacks when they heard the news. Somebody bought a large orange for Marie (the daughter who died). There was an office or workplace mentioned. An undertaker and young boy were mentioned, as was the state of the street. Apparently, Marie was looking forward to drinking coffee when she got home, so someone had prepared coffee and bought some baked goods. The mother was very angry with the hospital staff and accused them of killing her daughter. She also threatened the staff. The daughter was waling with someone else when she collapsed.",24,133,"I remember that there was a woman who was very angry. Her daughter was in the hospital and was supposed to be released, but she had a blood clot in her leg (?) and died from it while the mother was in the hospital waiting for her to be released. There was a store involved and maybe some coffee that the daughter was hoping to drink and a pastry. I think they bought a pastry and made some coffee for the daughter and had them at home for her, but she never had a chance to enjoy them. The woman was very mad at the doctor and the nurse(s). The husband was sitting on the front porch waiting for his wife and daughter to return from the hospital. I think there might have been another daughter in the story, but I don't remember anything about her. There was some mention of street repairs or something like that, but I'm not sure if that made any sense even when I read it initially. The story was a bit of a ramble (like this) and not so easy to process.",22.0,189.0
68bee2290db3ddc555097eb6,"Mary Costa's daughter, Marie, died almost thirty years ago on April 30 at the age of 18. Marie had been in the hospital for appendicitis. Marie's condition was not good. On a visit to the hospital, Marie's sister witnessed Marie collapsing after the doctor had given instructions to get out of bed. It was a blood clot. Because Mary didn't have a phone, she had been waiting for word from the general store on Marie's status. Finally she got the word that Marie was ready to be picked up to go home. On the day she was discharged, Mary had her other daughter Rita prepare a big pot of coffee so Marie could have the first cup like usual. Mary walked to the hospital with a dress, coat, and girdle. When Mary arrived, Marie was busy saying goodbye to all her hospital friends. Suddenly, Marie collapsed and turned pale. Mary knew instantly that Marie was dying. Mary began to devolve into hysteria, screaming at the hospital staff for killing her daughter. Meanwhile, back home, the rest of the neighbors and family were wondering why they hadn't heard from Marie. Rita and her husband went to go investigate. When Rita arrived at the hospital, she found out what happened, and her leg went stiff, causing her to collapse as well. She eventually developed a chronic leg condition that would last for months at a time. The symptoms were eerily similar to the symptoms experienced by Mary before Mary died suddenly. Meanwhile, hospital staff were trying to contain Marie but she was putting up a fight. Finally, Marie went home and broke the news to her husband. He proceeded to have a heart attack. Later that night, Marie's son also had a heart attack. Family and friends slowly became aware of Marie's death. ",23,163,"Mary recalls the death of her daughter, Maria. It all began when Maria was ill in the hospital with appendicitis; her name was Maria. Maria collapsed when her sister Rita was visiting her, so there was uncertainty around her condition. However, a week later, Mary was called to pick Maria up from the hospital. Mary prepared Maria's favorite coffee and brought her dress and garter to the hospital. When she arrived at the hospital, Maria was saying goodbye to her hospital friends. Suddenly, Maria collapsed. It became clear that the situation was dire. When Mary realized that Maria was not going to make it, she grew hysterical and blamed the hospital staff for murdering her daughter. Meanwhile, back home, Rita and Mary's husband were wondering why Mary had not returned yet. Rita and her husband decided to drive to the hospital to see what was going on. When Rita arrived at the hospital, Mary informed her that Maria had died. Rita's leg grew week, and she collapsed, developing a chronic leg condition that would persist for the rest of her life. When Mary was finally released from the hospital, she broke the news to her husband, who then had a heart attack. Mary's son also had a heart attack upon hearing the news. Soon, neighbors and family were informed of what happened and began to gather for the funeral. ",23.0,66.0
672135003f5e272c889620ea,"The story started with Mary telling us how long it has been since she lost her daughter. She also had a daughter who was in the hospital (Marie), Marie's sister went to check on her and felt uncomfortable that there was a chair there so she asked why it was there, the nurse told her that they'll need to carry her from the bed. Later Victoria told their mom about what happened in the hospital and they were looking forward to Marie's return home. Mary's husband was also waiting for her return. The hospital called Mary and asked her to come pick Marie up that she was discharged, while she was waiting, she was praying for a woman she saw in the hospital which was about to have an operation, and also she already told her sisters that she would call them when she goes to get Marie, so her sister got a big orange awaiting Marie's return. Something happened to Marie and there was a nurse and a nurse aide, they called the doctor and asked Mary to speak to the doctor. She was wondering what she was supposed to tell the doctor when her daughter is lying there dying. Mary's daughter died, she was crying and they wanted to drug her so she could calm down but she threatened to kick the doctor. They drove her home and she was screaming, her neighbours came out because of the scream, and her husband also came out and asked what happened. He heard the news and got a heart attack, his son Michael also got a heart attack and her little boy was sent to tell his aunt's (Mary's sisters) about the news. ",34,180,"A woman called Ann, had a daughter who was hospitalised. Her eldest daughter went to check on her and noticed some things she felt uncomfortable with. She went back home and updated them about the condition. Later, the hospital called and asked Ann to come pick up her daughter. Already she informed her sisters and her husband, her sisters were waiting for their niece's return with a big orange. Ann got to the hospital and saw a woman who was supposed to undergo a surgery and was silently praying for her. She was later informed that her daughter was dead and she cried. They drove her home with her screaming and crying in the van their neighbours came out wondering what had happened. Her husband came out and heard the disheartening news and also told his son. Their youngest son was asked to go tell their aunts the news and that was how it ended.",23.0,160.0
5ba104967b196f00019640a1,"an 18 year old girl called marie costa collapsed at home on the 20th of april and was taken to hospital for an operation, she was pt under using ether. The next day her sister went to see her and they were tring to move her to a chair. She was still under ether and was unable to sit so she collapsed and was put to bed again. The maother was waiting for a call to go pick her up 10 days later on the 30th april. the mother told her yonger daughter to keep cooking so she could go pick up marie from the hospital, told her to put some coffee on and get a cake. the mother went down to the hospital but there was a panic and the daughter had taken a turn for the worst, the nurses were calling for a lady doctor to come see marie, marie was suffering from cold sweats and sadly died shortly after. the mother went hysteryical and was accusing the nurses and doctor that they had killed her daughter from a blood clot, she was screaming and banging her head against the wall. rita the younger dauhgter went down to see what was happening and found her mother being hysterical and asked what happened. when she was told marie had died she collapsed to the floor like lightning. the father was waiting at home after returning from work and after a wash and shave and was on the front porch waiting. when the mother and rita got home and told the father he had a heart attack, also the uncle of marie had a heart attack also after finding out about marie. the mother sent her youngest son jimmy to tell his two aunts about marie, the younger aunt had bought a large orange for marie. thats all i remember.",39,64,"a young girl who was about 18 years old had to go to the hospital, whilst she was recovering her sister went to see her. They tried to put her into a chair but the girl was too weak. The sister left and then the mother went to visit and was shocked at her daughters condition. the mother got very mad and accused the nurses and doctors of trying to kill her daughter and made a large scene, banging the walls and shouting at the top of her voice. Sadly the daughter died and the mother was sent home. The mother sent her younger son to tell her two sisters that their niece had died. The father was waiting for the mother on the porch after he got back from work after he had cleaned himself up, when he heard that his daughter was dead he had a heart attack and died as well. Then the son also died of a heart attack.",23.0,121.0
66e7381b679a09a5e859d755,"marie went into hospital to have an operation on her appendix. Her mum went home and got her dress and bag and brought them into the hospital the following day. Marie was saying goodbye to everyone when she collapsed after complaining of pains. Mrs Costa took it really badly and the hospital staff wanted to sedate her but she refused and accused them of killing her daughter. When she got home she had to wait as her husband was working in the yard and he went to have a shave, mrs costa sent her youngest son to tell maries aunties that she had died. SO he went and told them. Mrs costa told her husband that their daughter had died and he had a heart attach next she told her oldest son that Marie had died and he also had a heart attack",28,70,"Marie went to the hospital to get her appendix out. Her mum went to collect her the next day taking her a dress and shoes, as the daughter went to get ready and was saying goodbye to people she complained of pains. The girl died and the mum got really upset and the doctors wanted to sedate her but she refused blaming the hospital for killing her daughter. She went home and told her youngest son who went to the two aunties house to tell them that Marie had died, they were really upset. The dad came home from work and went to shave and change and the mum had to tell him and the older brother Michael that Marie had died and both him and his dad had serious heart attacks after hearing the news",24.0,71.0
6695278758244f9d6186746e,"Mrs Costa's daughter Marie was in the hospital. She went to visit Marie and was curious about why the chair was out, the nurse told her that it was to put her in, which confused Mrs Costa.
The father was at home, having washed and shaved, and sitting on the porch, waiting.
Mrs Costa had prepared coffee, as Marie always liked the first coffee in the morning, and had asked Marie's sister to get some cake from the bakery.
Mrs Costa went to the hospital to see Marie, with a coat underneath her arm. When she got to the hospital, the nurse's assistant was present. One of Mrs Costa's neighbours was seriously unwell, and she was very worried about her, and her ten children.
One of the nurses approached her and asked if Marie ever had any fainting spells, which caused anxiety. When visiting Marie, it was noticed that she was unwell and had large beads of sweat. Moments after, Marie passed away and Mrs Costa broke down in rage. It was from a blood-clot that Mrs Costa believed was caused by the chair depicted earlier.
Everyone back home and at the store was wondering where Mrs Costa was, including a sister-in-law who had brought a notably large orange.
Marie's sister went to the hospital and saw Mrs Costa in the corridor, and it was revealed that Marie had died. She collapsed to the floor upon hearing the news, and her leg went solid like a pole, which often results of weeks of pain. The doctors offered Mrs Costa something to help, as they were familiar with her as she had already been in hospital herself for several operations.
When they went home, it was clear the news was bad as Mrs Costa did not look well and had been picking at her hair.
The news was revealed to people in the neighbourhood, including to a young boy over the telephone, who then revealed the news to his two aunts while in tears.",46,161,"A woman's daughter was in hospital. There was an earlier moment where the daughter was put into a seat by the nurses, which the mother believed caused the blood clot that eventually killed her.

The daughter's father was at home waiting on the porch, while the woman visited the hospital. Also waiting were her aunts, one with a very large orange, waiting her return.

On arrival at the hospital, the woman saw a nurse rummaging through a closet. She visited her daughter at her hospital bed, turned around just as she had passed away. The woman became inconsolable and was blaming the hospital staff for her daughter's death.

Everyone back at home was still waiting, curious as to where she was. The woman's other daughter came to the hospital and saw the mother devastated as the news was revealed. Her leg became solid like a pole and she dropped to the ground.

When back at home, the news was to be revealed to family and friends. On one occasion, the news was broken to a nephew, a young boy, who in turn revealed the news to his aunts who broke down in tears.",24.0,104.0
6007421356226920359b5f3e,"The main characters daughter was sick in hospital. She was quite unwell, but it wasn't exactly clear the best course of action to take regarding her care, between her mother and other healthcare staff at the hospital. There were events such as trying to get her out of bed and onto a chair when she wasn't well enough to stand and move on her own. There seemed to be confusion within hospital as to how best treat her. At this time her father was working in the yard and not present. At some points they expected her to come home and made preparations such as getting clothes ready for her. However she did not get better and was not able to return home. He conditioned worsened and she died in the hospital. There seemed some confusion around what exactly happened regarding this. Her mother was very angry, and got into a disagreement with the doctor who threatened her. Her father never visited, but instead had a shave before being informed of the news by her mother. Her mother called her brother who was an undertaker for assistance, and her son for help. She called on her other younger son to deliver the news to the extended family. Everyone was very upset by the news, recalling that she was a very pleasant and quiet girl. The story at times didn't make sense and often contradicted itself, and overall felt confused and lacking direction. ",27,150,"The womans daughter was sick. She was in hospital recieving care. There was some confusion over her care and how well she was recovering. There was an incident where the hospital staff tried to get her out of bed and into a chair, but she was too unwell to do so. Her father was mostly absent throughout this, it wasn't mentioned that he went to visit his daughter at all, it was only mentioned that he worked and had a shave. Another relative was making a cake. The daughter appeared to get better at some points, but then less well at other points. In the end the daughter ended up dying. After she died the mother got into a confrontation with the doctor. The mothers sun was an undertaker so he helped out at this point. The mother had a younger sun also who was tasked with breaking the news to other relatives. Friends and acquaintances of the daughter had positive memories of her. The story was quite eratic and didn't always seem to follow logical sense, with some things happening which appeared out of character or without explanation. ",25.0,151.0
