segment_ids,text,keypoint
"(63, 69)","Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.” The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.”","I shiver, aides notice my cold sweat, and nurses rush me toward Marie’s room"
"(70, 76)","So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her – I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.","Finding sweat-soaked Marie, I scream that the nurses have killed my daughter"
"(77, 82)","And the doctor rushed in, see, they were trying to get the doctor, you know. She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said –",Doctors are frantically summoned; Dr. Montique arrives amid the chaos
"(83, 90)","I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.” She took me away from the bed. The nurse said to me, “Talk to her.” I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? She was only eighteen years old.","Hysterical, I confront the doctors as they admit ignorance and Marie dies"
"(91, 96)","Beautiful girl, you can see from her picture. And just as I turned my back, my daughter passed away. She was getting ready to go home. I had the clothes and everything ready. My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting.",Our waiting preparations at home stand in heartbreaking contrast to her death
"(97, 104)","“When is the mother coming?” The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us. They asked, “When is the mother coming to pick up Marie? She’s discharged.” And Rita said “That’s strange, the mother went to the hospital. She should be there.” So they came back to the hospital to look for us.",Hospital keeps calling about discharge while Rita searches the wards for us
"(105, 111)","Rita said, “Gee, that’s strange,” she said, “Mother must’ve gotten really worked up about Marie.” You know, I’ve always had a bad heart. “Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought. So she came over with my son-in-law, in the car. And I was in the main hallway, at the office. I was all pulled apart.",Family thinks I am ill; Rita discovers me shattered in a hospital hallway
"(112, 119)","One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?” Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses.",I violently refuse sedatives as familiar nurses fail to calm my grief
"(120, 126)","“Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical. I was banging my head against the wall and everything. They had to grab me. Then they brought me to the office, see. When Rita came in and saw me like that, she asked, “Mother, what happened?”","Restrained, I finally tell Rita the terrible truth that Marie is gone"
"(127, 132)","I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita. She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning.",The news drops Rita to the marble floor in utter shock
"(133, 139)","And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering. Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then.",Rita’s leg injury lingers for decades as we carry the weight of loss
"(140, 145)","And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.” And then Marie collapsed. Later, they said it was a blood clot.",Witnesses recount Marie’s final leg pain; doctors attribute death to a clot
"(146, 152)","I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her.",In fury I forbid an autopsy and threaten anyone who touches her body
"(153, 160)","So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming! Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess.","Driven home screaming, I stun neighbors and my waiting husband"
"(161, 167)","I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack. Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding.",Telling Mike of the loss triggers heart attacks in both husband and son
"(168, 175)","It was all – my two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.” I said, “All right.” So, I got home and called everybody, told them what happened. I called my brother-in-law. He was an undertaker.","Sisters and undertaker relatives, expecting good news, receive my devastating calls"
"(176, 182)","My sister’s husband – he’s passed away now too. God rest his soul. Maybe you know him... So they were waiting for my call, you know, but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement.",I send little James to inform the aunts while they work outside
"(183, 189)","They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said. Well, my sisters and my mother, you know, they were all alive.","Aunts anticipate Marie’s arrival, but James tearfully tells of her death"
"(190, 194)","It was a shock to everybody. That was a shock that – The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step. She was a real quiet girl, pleasant, didn’t talk much, but she was so good, I can’t even tell you. That’s all. So that’s what happened.","Neighbors still picture quiet, kind Marie—my story ends with their shared sorrow"
