segment_id,segment_text,real_p_caught,gpt4o_emulated_p_caught,diff,abs_diff
124,They had to grab me.,45,44,1,1
116,Another nurse came over.,43,44,-1,1
104,So they came back to the hospital to look for us.,43,44,-1,1
97,“When is the mother coming?”,45,44,1,1
91,"Beautiful girl, you can see from her picture.",32,33,-1,1
78,"see, they were trying to get the doctor, you know.",32,33,-1,1
98,The hospital kept calling.,43,44,-1,1
28,Go Pick Marie up.,77,77,0,0
30,I had all the clothes laid out on the table.,44,44,0,0
148,I don’t care who’s in it.”,44,44,0,0
110,"And I was in the main hallway, at the office.",44,44,0,0
55,"I said, “All right, I’ll be right over.”",22,22,0,0
62,"I was praying for her, you know.",22,22,0,0
