segment_id,segment_text,real_rec,gpt4o_all,gpt4,gpt4o_idxmx
62,"I was praying for her, you know.",1.02,0.57,0.0,0.0
63,Then a little nurse’s aide went to the closet and got some blankets.,2.04,0.57,0.0,0.0
64,"I started getting the chills,",6.12,3.45,0.0,0.0
65,"and I was thinking about it,",0.0,0.0,0.0,0.0
66,"when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”",3.06,3.45,0.0,0.0
67,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”",13.27,13.22,0.0,0.0
68,"“Oh my God!” I said, “Don’t tell me you’re running for my daughter!”",3.06,0.57,0.0,0.0
69,"“Yes,” she said, “come on in.”",3.06,0.0,0.0,0.0
70,"So, I went into the room.",3.06,1.15,0.0,0.0
71,And my daughter was on the bed with her bedroom slippers and her housecoat on.,12.24,3.45,0.0,0.0
72,"And the beads of sweat – honest to God, not to exaggerate, they were that big.",6.12,3.45,0.0,0.0
73,It came – just poured from her –,0.0,0.0,0.0,0.0
74,"I said, “What did you do, kill my daughter?",23.47,8.05,0.0,0.0
75,You killed her! You killed her!”,20.41,1.72,0.0,0.0
76,That’s what I kept yelling.,3.06,0.0,0.0,0.0
77,"And the doctor rushed in,",2.04,0.0,0.0,0.0
78,"see, they were trying to get the doctor, you know.",0.0,0.0,0.0,0.0
79,She was a lady doctor.,2.04,0.57,0.0,0.0
80,"Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",8.16,1.72,0.0,0.0
81,She was a lady doctor.,11.22,0.57,0.0,0.0
82,"So, she came in and she said –",0.0,0.0,0.0,0.0
83,"I said, “You killed my daughter – what did you do to her?”",4.08,0.57,0.0,0.0
84,"She said, “We don’t know what happened, Mrs. Costa.”",8.16,4.02,0.0,0.0
85,She took me away from the bed.,1.02,0.0,0.0,0.0
86,"The nurse said to me, “Talk to her.”",3.06,1.15,0.0,0.0
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",2.04,0.0,0.0,0.0
88,And I was screaming.,7.14,4.02,10.0,0.0
89,My hair was all pulled out.,4.08,0.0,0.0,0.0
90,"I went hysterical, you know what I mean? She was only eighteen years old.",10.2,4.02,10.0,0.0
91,"Beautiful girl, you can see from her picture.",2.04,0.0,0.0,0.0
92,"And just as I turned my back, my daughter passed away.",7.14,15.52,0.0,0.0
93,She was getting ready to go home.,1.02,3.45,0.0,0.0
94,I had the clothes and everything ready.,1.02,0.0,0.0,0.0
95,My husband was waiting for her.,4.08,6.32,0.0,0.0
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",7.14,1.15,0.0,0.0
97,“When is the mother coming?”,0.0,0.0,0.0,0.0
98,The hospital kept calling.,3.06,6.32,0.0,0.0
99,The people in the office didn’t know what had happened yet.,1.02,0.0,0.0,0.0
100,"They kept calling the store, trying to reach us.",0.0,0.57,0.0,0.0
101,"They asked, “When is the mother coming to pick up Marie?",3.06,1.15,0.0,0.0
102,She’s discharged.”,2.04,0.57,10.0,0.0
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",5.1,3.45,0.0,0.0
104,So they came back to the hospital to look for us.,1.02,0.0,0.0,0.0
105,"Rita said, “Gee, that’s strange,”",0.0,0.0,0.0,0.0
106,"she said, “Mother must’ve gotten really worked up about Marie.”",0.0,0.57,0.0,0.0
107,"You know, I’ve always had a bad heart.",1.02,0.57,0.0,0.0
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",0.0,0.57,0.0,0.0
109,"So she came over with my son-in-law, in the car.",3.06,6.9,0.0,0.0
110,"And I was in the main hallway, at the office.",0.0,0.57,0.0,0.0
111,I was all pulled apart.,0.0,0.57,0.0,0.0
112,One doctor wanted to give me a shot.,2.04,1.72,0.0,0.0
113,"I said, “Get out of here,",1.02,0.0,0.0,0.0
114,"I’ll kick you,” I said.",1.02,0.0,0.0,0.0
115,"“You killed my daughter, now you want to kill me?”",8.16,2.3,0.0,0.0
116,Another nurse came over.,1.02,1.15,0.0,0.0
117,"See, they all knew me.",3.06,0.57,0.0,0.0
118,"I had three operations in no time, not even a year.",6.12,0.0,0.0,0.0
119,And I knew all the nurses.,4.08,0.0,0.0,0.0
120,"“Mrs. Costa, please, take –”",0.0,0.0,0.0,0.0
121,"“Get out!” I said, “Don’t you dare come near me.”",2.04,0.0,0.0,0.0
122,I was so hysterical.,2.04,5.17,0.0,0.0
123,I was banging my head against the wall and everything.,1.02,0.0,0.0,0.0
124,They had to grab me.,0.0,0.0,0.0,0.0
125,"Then they brought me to the office, see.",0.0,0.57,0.0,0.0
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",2.04,1.15,0.0,0.0
127,"I said, “We lost Marie.",5.1,1.72,0.0,0.0
128,Marie died.”,15.31,2.87,0.0,0.0
129,"Well, that’s this one. This is a picture of Rita.",0.0,0.0,0.0,0.0
130,She went down like lightning.,7.14,5.75,0.0,0.0
131,"Dropped to the floor, and that’s a marble floor.",5.1,1.15,0.0,0.0
132,She went down like lightning.,1.02,0.0,0.0,0.0
133,"And the back of her leg, it felt just like a pole.",1.02,0.0,0.0,0.0
134,"Hard like a pole, the back of her leg.",1.02,0.0,0.0,0.0
135,And that girl is suffering.,0.0,0.57,0.0,0.0
136,"Thirty – no, twenty-eight years since her sister died?",1.02,0.0,0.0,0.0
137,"When she gets that pain, it’s like she has phlebitis from it.",5.1,4.6,0.0,11.11
138,"She suffers – seven, eight, nine weeks at a time.",2.04,0.57,0.0,0.0
139,"She can’t walk, she goes through such pain since then.",2.04,0.57,0.0,0.0
140,And how did they figure how Marie died?,4.08,0.57,0.0,0.0
141,"The girl who was walking with Marie,",1.02,0.0,0.0,0.0
142,told the doctor that Marie was saying goodbye to Arlene.,2.04,0.0,0.0,0.0
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",12.24,9.2,10.0,0.0
144,And then Marie collapsed.,7.14,2.87,20.0,0.0
145,"Later, they said it was a blood clot.",31.63,13.79,40.0,0.0
146,"I said, “Don’t you dare touch my daughter.",7.14,1.15,0.0,0.0
147,I’ll burn this hospital down!,6.12,0.0,0.0,0.0
148,I don’t care who’s in it.”,0.0,0.0,0.0,0.0
149,"I said, “Don’t you dare touch my daughter.",4.08,0.0,0.0,0.0
150,You want to find out what she died from.”,0.0,0.0,0.0,0.0
151,"But if you touch my daughter, I’ll kill you.”",4.08,1.15,0.0,0.0
152,I wouldn’t let them touch her.,0.0,6.32,0.0,0.0
153,So when I got home – they took me home.,5.1,1.72,0.0,0.0
154,I was screaming in the car.,6.12,4.6,0.0,0.0
155,"I couldn’t get out, you know, I couldn’t –",0.0,0.0,0.0,0.0
156,I was screaming!,6.12,1.15,0.0,0.0
157,"Everybody came out, coming out of their doors because they could hear the screams.",4.08,2.87,0.0,0.0
158,My husband was sitting on the step.,11.22,0.57,0.0,0.0
159,"He asked, “What’s the matter? What happened to you?”",11.22,0.0,0.0,0.0
160,"Well, my hair was all pulled, and my face – I was a mess.",1.02,0.0,0.0,0.0
161,I didn’t know what I had done to myself.,0.0,0.0,0.0,0.0
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",24.49,5.75,0.0,0.0
163,My husband had a heart attack.,52.04,17.82,20.0,33.33
164,"Yes, he had a heart attack.",31.63,6.32,30.0,44.44
165,"Then my son, Michael, yeah. That night.",16.33,2.87,0.0,0.0
166,"Right there, my Michael came, and my Michael collapsed.",21.43,4.02,20.0,11.11
167,"He had a heart attack too, no kidding.",29.59,5.17,10.0,22.22
168,"It was all – my two sisters were here, waiting until about half-past four.",0.0,0.57,0.0,0.0
169,"They waited because they knew she was coming home that day, waiting for the call.",0.0,3.45,0.0,0.0
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",13.27,1.72,10.0,0.0
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",0.0,0.0,0.0,0.0
172,"I said, “All right.”",0.0,0.0,0.0,0.0
173,"So, I got home and called everybody, told them what happened.",4.08,5.17,0.0,0.0
174,I called my brother-in-law.,7.14,1.15,0.0,0.0
175,He was an undertaker.,4.08,0.0,0.0,0.0
176,My sister’s husband – he’s passed away now too. God rest his soul.,3.06,0.0,0.0,0.0
177,Maybe you know him...,0.0,0.0,0.0,0.0
178,"So they were waiting for my call, you know,",0.0,0.0,0.0,0.0
179,"but instead, I sent my son James, he was little then.",7.14,0.0,0.0,0.0
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",15.31,6.32,0.0,0.0
181,"They had cleaned the pavement,",0.0,0.0,0.0,0.0
182,"and done the cement work, and they were cleaning the pavement.",0.0,0.0,0.0,0.0
183,"They said, “Here comes little Jamie,” and now they said,",0.0,0.0,0.0,0.0
184,“Maybe he’s come to tell us Marie’s home.”,0.0,0.0,0.0,0.0
185,"But when he got there, the poor kid’s eyes were all red.",6.12,0.57,0.0,0.0
186,"They said, “James, what’s the matter, honey?",1.02,0.0,0.0,0.0
187,Why are you crying?”,1.02,0.0,0.0,0.0
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",19.39,1.72,0.0,0.0
189,"Well, my sisters and my mother, you know, they were all alive.",0.0,0.0,0.0,0.0
190,It was a shock to everybody. That was a shock that –,3.06,6.9,0.0,11.11
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",14.29,11.49,10.0,0.0
192,"She was a real quiet girl, pleasant, didn’t talk much,",14.29,10.34,10.0,0.0
193,"but she was so good, I can’t even tell you.",8.16,2.87,10.0,0.0
194,That’s all. So that’s what happened.,4.08,3.45,0.0,0.0
