recall_id,recall_text,rephrased_test,len,sum,rate
28,28 years ago My daughter died She had appendicitis The nurse made her get up to walk and she collapsed My husband had a heart attack My son had a heart attack I will burn the hospital down That's all That's what happened,Twenty-eight years prior I lost my daughter She suffered from appendicitis The nurse insisted she walk and she fell down My spouse suffered a cardiac arrest My son experienced a cardiac arrest I am determined to destroy the hospital That is everything That is the sequence of events,282,-2.2332123820720717,-0.007919192844227204
29,"Mr's Costa's daughter died at Methodist hospital, 30 years later, she was in for appendicitis. There was a chair in the hospital room, she asked them what it was for, they said it was good for her daughter to get up, they tried getting her up, then she fainted, and they think it caused a blood clot. Mrs. Costa was called to collect her daughter from the hospital, Rita (her other daughter) took over the cooking, and waited for their dad to get home. When Mrs. Costa was at the hospital, the nurses were called for a painting that was falling, it was her daughter. Mrs. Costa screamed at them that they had killed her daughter, they wanted to give her a shot, but she screamed that they wanted to kill her too. Rita, her other daughter, is still affected by her sister's death 30 years on, and has pains in her legs for weeks at a time, and people have fond memories of her daughter even after her death, such as the shop keeper, who remembers her standing in her shop.","Ms. Costa's child passed away at the Methodist medical center, three decades on, she had been admitted for an appendectomy. A seat was present in the patient's room, she inquired about its purpose, they explained it was beneficial for her child to stand, they attempted to help her stand, at which point she collapsed, and they suspected it led to a thrombosis. Mrs. Costa received a summons to retrieve her child from the medical facility, Rita (the other daughter) assumed responsibility for the meal preparation, and awaited the return of their father. While Mrs. Costa was present at the medical institution, the medical staff were summoned due to a painting that seemed to be slipping, it turned out to be her child. Mrs. Costa accused them of causing her child's demise, they offered to administer an injection, but she protested, claiming they intended to harm her as well. Rita, the surviving daughter, remains deeply impacted by her sibling's passing even after three decades, suffering from leg discomfort that persists for weeks on end, and the community retains cherished recollections of her child posthumously, including the store owner, who recalls her frequenting the store.",1190,48.12276032253892,0.04043929438868817
30,"A woman's daughter died in the hospital, she got upset about it, her husband and son had heart attacks when they found out.","The lady's child passed away in the medical facility, which caused her great distress, her spouse and male offspring suffered cardiac arrests upon receiving the news.",166,-21.49836508385409,-0.1295082233967114
31,"Marie was in hospital having an operation. It was the 20th of April. Marie was recovering in hospital and was getting ready to be discharged, when she fainted. Mrs. Costa got to the hospital ready to collect Marie when a nurse wanted to speak to her. She thought it was about her friend who had a gall bladder operation but no, it was about Marie who had died. Mrs. Costa was hysterical and didn't want to be with the doctors or nurses who she believed killed her daughter. She was going crazy banging her head against the wall. It turned out she died from a blood clot in her leg. Mrs. Costa got taken home but she felt trapped in the car and just wanted to get out. When she got home she told her husband and he had a heart attack. Her uncle was an undertaker. She got James her son to go and tell his two aunties. When he arrived","Marie was admitted to the hospital undergoing surgery. The date was April 20th. Marie was in the process of recuperating at the hospital preparing for her release, when suddenly she collapsed. Mrs. Costa arrived at the medical facility to pick up Marie as a nurse requested a moment with her. She assumed the discussion would involve her companion who underwent a cholecystectomy but instead, the conversation concerned Marie who had passed away. Mrs. Costa became inconsolable refusing to stay with the medical staff whom she accused of causing her daughter's death. She lost control of herself slamming her head into the wall repeatedly. It was later revealed that a venous thrombosis in her leg was the cause of death. Mrs. Costa was escorted back to her residence feeling confined within the vehicle desperate to escape. Upon her arrival at home she informed her spouse who suffered a myocardial infarction. Her relative was a funeral director. She sent James, her son, to inform his two aunts. Upon his reaching their place",1028,18.46272999796125,0.017959854083619893
32,Mrs Costa’s daughter had died. 28 years ago. At the Methodist hospital. The eldest daughter Victoria had gone to the hospital. Marie was under ether. There was a chair there. Nurse was going to get Marie to sit on it. Victoria was startled. As to why they would try and get her on the chair. Mrs Costa was at home. Her other daughter Rita was cooking. They never had a phone. So a store owner they knew was able to call the hospital. So they could go and get Marie. Rita was sent away to get some cake. While Mrs Costa would go to the hospital. It had been 10 days. Before the 28 April. And would have cost $10 more for board. When Mrs Costa arrived at the hospital. She was praying for the recovery of another woman she knew. Who had 10 children. When they tried to bring out Marie. She went into a cold sweat. And fell on the hard marble floor. The nurse and doctors tried to save her. And asked Mrs Costa to talk to her. But she died. She was only 18 years old. Her husband Mike had also now come to the hospital. And he suffered a heart attack. At the news Marie had died. When Mrs Costa had come out of the hospital. The brother Michael also collapsed. At the shocking news. Sister brought an orange for Marie.,"The daughter of Mrs. Costa had passed away. This occurred 28 years prior. The location was the Methodist medical center. Victoria, the oldest daughter, made her way to the medical facility. Marie was anesthetized with ether. A chair was present in the room. The intention of the nurse was to have Marie seated on the chair. Victoria was taken aback. She was puzzled about the attempt to place her on the chair. Back at her residence was Mrs. Costa. Rita, her other child, was preparing a meal. A telephone was something they did not possess. Consequently, an acquaintance who owned a store managed to contact the hospital. This was so they could retrieve Marie. Rita was dispatched to purchase some cake. Meanwhile, Mrs. Costa would make her way to the medical center. A total of 10 days had elapsed. This was before the date of April 28th. Staying longer would have incurred an additional charge of $10 for room and board. Upon Mrs. Costa's arrival at the medical institution. She offered prayers for the well-being of another acquaintance. This woman was a mother to 10 offspring. Efforts were made to bring Marie out. She experienced a sudden chill and perspiration. Subsequently, she collapsed onto the unforgiving marble surface. The medical staff, including nurses and doctors, endeavored to rescue her. They requested Mrs. Costa to speak to her daughter. Nevertheless, she succumbed. At the young age of 18, she was no more. Her spouse, Mike, had by then arrived at the medical center. He was stricken with a cardiac arrest. This was upon hearing the devastating news of Marie's demise. As Mrs. Costa exited the medical facility. Her son Michael also gave way under the strain. He was overwhelmed by the grievous update. The sister had brought an orange intended for Marie.",1780,124.39062378834917,0.06988237291480291
33,"A woman named Mary has a daughter named Marie who was a very good and quiet child who went into the hospital for appendicitis. During recovery, she was made to get up from the bed and sit in a chair where she fainted that caused a blood clot that led to her death 28 years ago on the 30th of April when she was only 18 years old. Mary did not have a phone at home so the woman from the store received the call when it was time to retrieve Marie from the hospital. But she died shortly after she arrived after saying goodbye to Arlene and other women at the hospital. Mary became very distraught, screaming and pulling at her hair and threatening to kick and kill people and burn the hospital to the ground with everyone in it. They tried to give her a shot and she wondered if they wanted to kill her, too, after killing her daughter. Mary had three surgeries over a short period of time at the hospital so all of the nurses knew her. She was taken home by hospital staff and screamed the entire way. People came out of their houses to see what the matter was. Her husband had come home from work to wash and shave and wait for her and Marie to arrive from the hospital, then had a heart attack upon hearing the news. Her older son (Michael?) also had a heart attack. Her sisters, Jenny and Millie, were to be there to greet Marie. One had brought her a big orange. The youngest son, James, was sent to tell them the news, and arrived with reddened eyes.","A lady by the name of Mary had a daughter called Marie who was exceptionally well-behaved and tranquil who underwent surgery for an inflamed appendix. While recuperating, she was encouraged to rise from her bed and take a seat in a nearby chair where she lost consciousness which resulted in the formation of a thrombus which ultimately caused her demise twenty-eight years prior on April 30th at the tender age of eighteen. Mary lacked a telephone in her residence thus the call was received by the storekeeper when the moment came to collect Marie from the medical facility. But she passed away shortly after her arrival having bid farewell to Arlene and the other ladies at the medical center. Mary was overcome with grief, yelling and tugging at her locks while threatening to assault and slay individuals and to incinerate the hospital with all inside. Attempts were made to administer an injection to her and she pondered whether they intended to end her life as well, following the death of her child. Mary underwent three operations in a brief span within the same medical institution making her a familiar face to the nursing staff. She was escorted home by the hospital employees and wailed throughout the journey. Residents emerged from their dwellings to investigate the commotion. Her spouse had returned from his job to cleanse himself and shave anticipating the homecoming of her and Marie from the medical center, then suffered a cardiac arrest upon receiving the tragic update. Her eldest son, possibly Michael, also experienced a cardiac arrest. Her sisters, Jenny and Millie, were expected to welcome Marie home. One of them had brought a large orange for her. The youngest son, James, was dispatched to deliver the tragic tidings, arriving with eyes that had turned red from emotion.",1803,137.00425712721423,0.07598683146268122
34,"Daughter Marie went to hospital for an operation for appendicitis. She had the operation on Saturday afternoon. Her sister visited her and she was still under ether. They tried to get her out of bed and mother felt it was too soon but it was the doctors' order. She fainted so they put her back to bed. Mrs. Costa, the mother, was called to go to the hospital to pick up her daughter as she was being discharged. She felt this was too early to be discharged. Mrs. Costa went to the hospital but when she got there [she found out] that her daughter died. Mrs. Costa went home and told her husband who then had a heart attack. Son Michael also had a heart attack at the news.","Marie, the daughter, proceeded to the hospital to undergo surgery due to appendicitis. The surgical procedure was performed in the late hours of Saturday. Her sibling paid her a visit while she was still affected by the anesthesia. Efforts were made to assist her in rising from the bed and the mother sensed that this was premature yet it followed the physicians' instructions. She lost consciousness prompting her return to the bed. The mother, Mrs. Costa, received a summons to make her way to the medical facility to collect her child who was being released. She harbored the belief that the discharge was precipitous and untimely. Mrs. Costa set off for the hospital yet upon her arrival she discovered her daughter had passed away. Returning home, Mrs. Costa informed her spouse who suffered a cardiac arrest as a result. Their son Michael experienced a cardiac arrest too upon hearing the tragic news.",908,28.57415351878497,0.03146933206914644
35,"My daughter died twenty eight years ago, on the 13th of April on a chilly day. She had gone in for surgery on her appendix at a hospital I had 3 surgeries at in the past. Her sister, Victoria, often went to visit her. I was at the store with Rita when the hospital called me to come and pick her up. She had been in hospital for 10 days and the nurses took her out of bed to ensure she wouldn't get clots. Marie had been excited to come home. I took her coat with me. While I was on my way my husband was shaving and getting ready to welcome her home, waiting on the step outside our house for her. When I got to the hospital there were doctors and nurses running, a nurse came up to me and asked if I was Marie's mother. I asked her if all the running was for my daughter and they said yes. They took me into her room and told me to talk to her, I said 'what am I meant to say, my daughter is dying.' She passed away soon afterwards from a blood clot. I was pulling my hair out and hitting my head on the wall outside the office. They drove me home and when I told my husband what had happened he had a heart attack. My son Michael also came out and when I told him he had a heart attack too. My nephew, Jamie, was there too and went to tell my sisters and my mother. My sister's brother has since passed away. Marie was only 18 when she died.","Twenty-eight years ago, I lost my daughter, it was April 13th on a brisk day. She was undergoing an appendectomy within a medical facility where I previously had three surgeries. Her sibling, Victoria, made frequent visits to see her. Rita accompanied me to the store at the moment the hospital rang requesting my presence to collect her. She had been admitted for a duration of 10 days and the medical staff had her leave her bed to prevent the formation of blood clots. Marie was looking forward to returning home. I brought her jacket along. As I made my way there my spouse was in the midst of shaving and preparing to greet her back at home, eagerly awaiting on our front step for her arrival. Upon my arrival at the medical center I saw medical personnel rushing about, a nurse approached me inquiring if I was the mother of Marie. I questioned whether the commotion was because of my child to which they confirmed it was. They escorted me to her chamber urging me to speak to her, I uttered, 'What should I say, my child is slipping away.' Shortly after, she succumbed to a thrombosis. I found myself tearing at my hair and banging my head against the wall outside their office. They transported me back home and upon revealing the tragic news to my spouse he suffered a cardiac arrest. Our son Michael also emerged and upon hearing the news he too experienced a cardiac arrest. My nephew, Jamie, was present as well and he went to inform my sisters and mother. Since then, my sister's brother has also passed on. Marie was merely 18 at the time of her passing.",1568,63.30420405658738,0.040372579117721547
36,"OK. A mother showed up at the hospital to take who I believe to be her daughter (Marie) home from a hospital stay. Just before she was to take Marie home, Marie died. Then the mother went insane threatening to kill people, even threatening to burn the hospital down. She then proceeded to inform the immediate family. That's the general idea as near as I could discern from this poorly written hodgepodge of a story.","Understood. A mother arrived at the medical center intending to collect what seemed to be her daughter (Marie) to go home after being hospitalized. Right before she was about to bring Marie back home, Marie passed away. Subsequently, the mother lost her sanity issuing threats to take lives, and even made threats to set the hospital ablaze. She went on to notify the close relatives. That summarizes the main point as best as I could make out from this disorganized mess of a narrative.",487,-29.539744316154092,-0.06065655917074762
37,"The woman from the store called us because we didn't have a phone. She told us that the hospital called — they wanted us to pick Marie up. I told my daughter to put a pot of coffee on, dad would be finished in the yard soon. I always gave Marie the first cup in the morning, I always remember that. Anyway, I went to the hospital. I saw a chair by her bed. ""What's that for?"" The nurse told me they were going to sit Marie. ""What? No."" She said it was the doctor's orders. Well, they tried but she passed out, so they put her back in bed. Marie saw me from the window. The nurse told me to wait. Next thing, she was rushing around. ""Don't tell me it's my daughter you're rushing for?"" It was. We ran to her room where we found her in a cold sweat. Drenched. I went berserk. ""Oh my god, you've killed my daughter!"" The doctor, a female doctor, came in. She told me to be with Marie. ""What can I possibly say to her?"" I was out of my mind. As soon as I turned my back, she passed away. I kept screaming ""You've killed my daughter."" The doctor couldn't tell me why she died. Eventually they escorted me out of the hospital and put me in a car. I screamed all the way home, pulling my hair out. By the time I got home, I didn't realise what a mess I looked. All the neighbors came out to see who was screaming. My husband came out and asked what was wrong. ""It's Marie, she's dead."" He had a heart attack. My other daughter has been chronically ill for the twenty-eight years since. Her leg goes stiff for weeks at a time. I sent my son to tell his aunts the news. Seeing his red eyes, they asked him why he was crying. He told them the news. My other daughter got a phone call from the hospital. They wanted her to pick me up. They were trying to sedate me but I told them ""Don't come near me!"". I knew all the nurses because I'd already been in three times that year for operations.","The lady from the shop gave us a ring since we lacked a telephone. She informed us the hospital had been in touch — their request was for us to collect Marie. I instructed my daughter to start brewing some coffee, as dad would soon be done with the yard work. Marie always received the initial cup of coffee in the morning from me, That's a memory I hold onto. In any case, I made my way to the hospital. I noticed a chair next to her bed. ""For what purpose is this?"" A nurse explained they planned to have Marie sit up. ""What? Absolutely not."" She mentioned it was per the physician's directive. They attempted, yet she fainted, thus they laid her back down. Marie caught sight of me through the window. The nurse advised me to hold on. Suddenly, she was in a flurry of activity. ""Surely it isn't my daughter you're bustling about for?"" Indeed it was. We hurried to her chamber to discover her soaked in a cold perspiration. Completely soaked. I lost control. ""Oh my god, you've taken my daughter's life!"" The doctor, who was a woman, entered. She urged me to stay with Marie. ""What am I supposed to tell her now?"" I was beside myself. The moment I looked away, she slipped away. I kept yelling ""You've taken my daughter's life."" The physician had no explanation for her passing. After a while, they led me out of the medical facility and escorted me into a vehicle. I wailed all the journey back, tearing at my hair. Upon arriving home, I was oblivious to my disheveled appearance. All the neighbors emerged to investigate the commotion. My spouse stepped outside to inquire about the matter. ""Marie, she's gone."" He suffered a cardiac arrest. Ever since that day, my other daughter has been battling chronic illness for twenty-eight years. Her leg becomes rigid for extended periods. I dispatched my son to relay the news to his aunts. Noticing his tear-stained face, they questioned why he was upset. He relayed the tragic update. My other daughter received a call from the medical center. Their request was for her to come and fetch me. They attempted to calm me with medication, but I resisted, saying ""Stay away from me!"" I was familiar with all the nursing staff as I had been admitted thrice that year for surgeries.",2225,47.91576177796742,0.021535173832794345
38,"A mother (Mary) lost her daughter (Marie). She had taken her for an operation, when they visited the hospital staff tried to get her out of bed and she collapsed, because she clearly wasn’t ready to do that. Later, on the 18th of April she took her for another surgery performed by a female doctor, and ten days later she died. Mary went to collect her from the hospital carrying her coat and Marie's clothes on her arm, and when Mary arrived Marie had collapsed and died. Mary accused the doctors of killing her daughter. She didn’t want the doctors to operate and find the cause of death. She had to go home and tell everyone. The news shocked her husband and son so much they both collapsed of a heart attack. Her other daughter has suffered with pain for 28 years because of this. Even the shop lady nearby felt the pain of her death, and recalled how nice, quiet, and kind Marie was. Mary sent Jamie, her other son, to tell their other family members.","A woman named Mary was devastated by the loss of her daughter, Marie. She had accompanied her to undergo a surgical procedure, during their visit to the medical facility where the hospital personnel attempted to assist her to stand, resulting in her collapsing, evidently because she was not yet strong enough for such activity. Subsequently, on April 18th, Mary brought her back for an additional operation which was conducted by a woman surgeon, and sadly, she passed away ten days following the procedure. Mary arrived at the hospital to bring her home, with her own coat and Marie's garments draped over her arm, only to discover upon arrival that Marie had tragically collapsed and passed away. Mary held the medical staff responsible for her daughter's demise. She was opposed to the doctors performing the surgery and determining the cause of her daughter's passing. She faced the heartbreaking task of informing everyone back home. The announcement profoundly shocked her spouse and their son, to the extent that both suffered heart attacks and fell. Her remaining daughter has endured agony for twenty-eight years as a consequence of the tragedy. The local shopkeeper also shared in the grief over her passing, remembering Marie as a pleasant, reserved, and generous individual. Mary tasked her other son, Jamie, with notifying the rest of the family.",1360,36.024375182822176,0.026488511163839837
39,"Daughter went in for surgery for appendicitis at the local hospital and it was on the 20th of the month. The mother did not have a phone at the house so had someone else that would take calls when the daughter was ready to be picked up. The mother prepared to pick up the daughter by getting clothes and other items ready for when he picked her up. The mother then received a message that her daughter was ready to be picked up by the lady at the store with the phone. When the mother got to the hospital the nurses had her sit down for a bit while she waited. They then asked her if her daughter had a history of fainting and then was taken to the room her daughter was in. She seen her daughter in a poor state with beads of sweat dripping and suddenly came to the realization that something is seriously wrong and started yelling ""you killed my daughter"". The nurses and doctors did try to calm her down but she would not. The mother's other daughter arrived at the hospital soon and found out what was happening and collapsed to the floor and died at the hospital also. The mother was even more distraught and threatened to burn the hospital down. When the mother told the husband and brother they both suffered heart attacks and died. It was a tragic story overall.","The daughter underwent an appendectomy at the nearby medical center which took place on the twentieth day of that month. The mother lacked a telephone at her residence thus she arranged for someone else to receive calls regarding the time to collect her daughter. The mother made arrangements to fetch her daughter by preparing garments and additional necessities for the moment she would retrieve her. Subsequently, the mother got a notification informing her that her daughter was ready for pickup from the woman at the shop who had a phone. Upon the mother's arrival at the medical facility the nursing staff requested she take a moment to sit as she awaited. They inquired whether her daughter had any fainting episodes in the past before escorting her to her daughter's room. She observed her daughter looking very unwell with perspiration trickling down and it dawned on her abruptly that the situation was gravely serious and she began to scream, ""You've killed my daughter!"" Although the medical staff attempted to soothe her her distress was inconsolable. The mother's other daughter reached the hospital shortly after and upon discovering the situation she fell to the ground in shock and also passed away at the hospital. The mother became even more overcome with grief and threatened to set the hospital ablaze. When the mother informed the husband and the brother both succumbed to cardiac arrests and perished. The entire episode was deeply tragic.",1462,9.006042368225584,0.006160083699196706
41,"Mrs Costa lost a daughter named Marie who had died from an appendicitis operation. She had told everyone and the entire neighbourhood her daughter would be coming back the same day, but instead the daughter passed away. She was devastated and the doctors asked to give her something and she declined. She went home and told her husband who end up having a heart attack and her son Micheal who also had a heart attack. She sent her little son Jamie to go tell his two aunts about the death. The operation happened 20th of April and a male doctor performed the operation with the help of a female doctor. Mrs Costa had her hair pulled and she kept screaming until everybody came out and stood at their door.","Mrs. Costa suffered the loss of her daughter, Marie who succumbed to complications from surgery for appendicitis. She had informed everyone as well as the whole neighborhood that her daughter was expected to return home that very day, yet tragically, her daughter did not survive. She was heartbroken and when the physicians offered her medication she refused it. She returned to her house and broke the news to her spouse who suffered a heart attack as a result and to her son Michael who also experienced a cardiac arrest. She dispatched her youngest son Jamie to inform his two aunts of the tragic event. The surgical procedure took place on April 20th and was conducted by a male surgeon assisted by a female colleague. Mrs. Costa was so distraught she tore at her hair and her screams persisted until everyone emerged and gathered at their respective doorways.",865,9.888760619130931,0.011432093201307435
42,"Marie had a appendectomy done, The next day she was in a lot of pain, when nurses tried to move her from bed to chair. But she had to be taken back to the bed. This might have caused a blood clot, the surgery was done in April. When her mother came to take her home, after she was discharged, Marie was very happy to see her, but sadly she passed away soon after. Her mother was very upset, and cried a lot, when she got home, her husband passed out from a heart attack. The community was also saddened, by Marie's death, as everyone was waiting to welcome her back.","Marie underwent an appendectomy, She experienced severe pain the following day, as nurses attempted to shift her from the bed to a chair. However, she needed to be returned to the bed. This action could have led to a thrombosis, the operation took place in April. Upon her mother's arrival to bring her home, subsequent to her release, Marie felt extremely relieved to see her mother, yet tragically, she succumbed shortly thereafter. Her mother was deeply distressed, shedding many tears, once she arrived back home, her spouse collapsed from cardiac arrest. The local community felt a profound sense of loss, due to Marie's untimely demise, since they all anticipated her return with eagerness.",696,1.1092635618153643,0.0015937694853669028
43,Mrs Costa's daughter Marie died from a blood clot after an operation for appendicitis. She was 18 and it happened 28 years ago. Her father and brother had heart attacks.,"Marie, the daughter of Mrs. Costa, passed away due to a thrombus following a surgical procedure to remove her appendix. At the time of her death, she was eighteen years old and the event occurred twenty-eight years prior. Both her brother and father suffered cardiac arrests.",275,5.216973806825825,0.018970813843003
44,"A woman recalls the death of her daughter which occurred 28 years ago following an operation for appendicitis at Methodist Hospital. After the surgery, her daughter was still under ether anesthesia. Despite this, a nurse followed the doctor’s orders to get her out of bed, though she was too weak. The woman believes this action led to her daughter developing a blood clot, which she holds the hospital staff responsible for. The woman recounts her reaction to her daughter's sudden decline after surgery, accusing the doctors of killing her. She recalls screaming at the doctors, particularly Dr. Montique, the assistant to Dr. Schwartz, who performed the operation. Despite being told to talk to her daughter, the woman was too distraught, as her daughter was dying. Overcome with hysteria, she describes her daughter, only 18 and ready to come home, passing away while she briefly turned away. Her husband was waiting for their daughter at home, unaware of the tragedy unfolding at the hospital. The woman recalls confronting Dr. Montique, the assistant to Dr. Schwartz who performed the operation, accusing her of killing her daughter. Dr. Montique admitted they didn’t know what went wrong. The nurse urged her to speak to her dying daughter, but the woman was too hysterical. Overwhelmed with grief, she describes her daughter, only 18 and beautiful, passing away the moment she turned her back.","A lady reminisces about her daughter's passing, which took place 28 years prior, after undergoing an appendectomy, at the Methodist Hospital. Following the procedure, her daughter remained under the effects of ether anesthesia. Nonetheless, a nurse executed the physician's instructions to assist her out of bed, despite her frail condition. The mother is convinced that this measure resulted in her daughter forming a blood clot, for which she blames the medical staff. The mother details her response to her daughter's rapid deterioration post-operation, holding the physicians accountable for her death. She remembers yelling at the medical team, specifically Dr. Montique, who was Dr. Schwartz's associate, the surgeon who conducted the surgery. Although advised to communicate with her daughter, the mother was too overwhelmed with emotion, as her daughter lay dying. Engulfed in hysteria, she portrays her daughter, at the age of 18 and prepared to return home, succumbing as she momentarily looked away. Her spouse was at home waiting, expecting their daughter's return, oblivious to the calamity occurring at the hospital. The lady recounts her confrontation with Dr. Montique, Dr. Schwartz's assistant who had carried out the surgery, blaming her for her daughter's demise. Dr. Montique confessed that they were uncertain about the cause of the complications. The nurse encouraged her to talk to her expiring daughter, but the mother was overcome with hysteria. Drowning in sorrow, she depicts her daughter, at 18 and strikingly beautiful, slipping away as soon as she diverted her gaze.",1596,75.43501171557341,0.0472650449345698
45,"Marie, the daughter of Mrs Costa, died in hospital after suffering from a suspected blood clot in her leg. Mrs Costa recalls telling her other children Rita & James that their sister had died. Rita reacted in a bad way to the news, whilst James was then given the task of passing on the news to his two aunties Millie & Jenny.","Marie, Mrs Costa's child, passed away in the medical facility following complications from a presumed leg thrombosis. Mrs Costa remembers informing her other offspring, Rita and James, about the demise of their sibling. Rita responded negatively to the information, while James was subsequently assigned the duty to convey the somber update to his aunts Millie and Jenny.",371,-19.400227592288047,-0.05229171857759581
46,"Ms Costa tells the story of how her daughter Marie died at the hospital ten days after an operation she had, from a blood clot. The daughter was in the hospital and the nurses tried to pick her up from the bed and have her sit on a chair, under the doctor's orders. When they got her out of the bed, she passed out so they had to put her back to bed. After ten days, they called Ms Costa from the hospital to come and pick her daughter up and return her home. A lady from a store called her and told her that her daughter was discharged. Mr Costa told her daughter Rita to put a pot of coffee on and buy some cake from the bakery. She went then to the hospital where she saw her daughter collapsed with heavy beads of sweat on her forehead. She started screaming the doctor came but they couldn't save her daughter. She went home and first she told her husband and the rest of the family. Unfortunately, the husband had a heart attack due to the terrible news and so did her son. She also called her brother-in-law who worked as an undertaker.","Ms Costa recounts the tragic tale of her daughter Marie's demise in the hospital a mere ten days following a surgical procedure she underwent, due to a thrombus. Her daughter was a patient in the medical facility where the nursing staff attempted to lift her from the bed to seat her in a chair, following the physician's instructions. As they moved her from the bed, she lost consciousness necessitating her return to the bed. After a period of ten days, the hospital contacted Ms Costa requesting she retrieve her daughter to take her back home. A store clerk made a phone call to her informing her of her daughter's release from the hospital. Mr Costa instructed his daughter Rita to prepare a pot of coffee and to purchase some pastries from the local bakery. She then proceeded to the hospital only to find her daughter in a state of collapse with profuse perspiration on her brow. She began to shriek in horror, prompting the doctor's arrival, yet they were unable to rescue her daughter. She returned to her residence, where she first informed her spouse and the other family members. Regrettably, the husband suffered a cardiac arrest as a result of the distressing news, and their son experienced the same fate. She made a call to her brother-in-law as well, who was employed as a funeral director.",1307,90.4074448999109,0.06917172524859289
47,"Mrs. Costa's daughter Marie passed away, and she's recalling the story. She mentions how she was in hospital, only 18 years old at the time. She was there for 10 days, and there was an issue with getting Marie out of bed and the usage of ether, and another daughter, Victoria, helped a nurse get Marie out of bed when they shouldn't have. Marie got a blood clot, and passed away because of that. The family was waiting to bring her home, and Mrs. Costa went to the hospital, getting Marie's clothes all lined up. Meanwhile, the father shaved and got ready for her return. At the hospital, a nurse's aide came to Mrs. Costa and explained that Marie had collapsed, and that they weren't sure exactly what happened. When Mrs. Costa got upset, they offered her a shot and she refused, saying they had killed her daughter and were trying to kill her, and she would trust the female Dr. Schwartz. The rest of the family had to be informed as well, and they sent a small male to tell her sisters and mother, and they all thought the boy was coming to tell them the good news, that Marie had returned safely, when it was actually bad news. This all happened around April 20th or so. Now, even when Mrs Costa goes to the store, the cashier there mentions how she used to see Marie sitting out on the step looking at the store.","Marie, the daughter of Mrs. Costa, has died, as she reminisces about the events. She recounts her time in the medical facility, being just 18 at that moment. Her hospital stay lasted ten days, and they encountered difficulties in moving Marie from her bed, involving the application of ether, while Victoria, another one of her daughters, assisted a nurse in lifting Marie, which was against advice. Marie developed a thrombosis, which led to her demise. Her family anticipated her return home, with Mrs. Costa heading to the medical center, arranging Marie's attire in preparation. Simultaneously, her father groomed himself, readying for Marie's homecoming. At the medical center, an aide approached Mrs. Costa to convey that Marie had suffered a collapse, and the exact cause was uncertain. Upon becoming distressed, an injection was offered to Mrs. Costa, which she declined, accusing them of causing her daughter's death and attempting to do the same to her, declaring her trust only in Dr. Schwartz, a woman. The news had to reach the rest of the family too, so they dispatched a young boy to inform her sisters and mother, who all assumed the boy brought joyful tidings, believing Marie had come back unharmed, but the reality was grim. These events unfolded around the 20th of April, give or take. Currently, whenever Mrs. Costa visits the market, the checkout clerk recalls seeing Marie often seated on the stoop, gazing toward the store.",1447,8.14389378796227,0.005628122866594519
48,"My daughter Marie was sick, and I went to the hospital to see how she was, she was still under, back then, they used a lot of ether. There was a chair there. They were just starting to get people out of the bed, you know. Victoria saw the chair and she said to the nurse, ""What's this chair doing here?"" And the nurse said, ""Well, we've got to get her out of bed."" She said, ""What are you talking about? She's still under ether and too sick."" But the nurse insisted that was the doctor's orders. So they went to get her out of bed and she passed out back in bed. Dr. Monique, she was a lady doctor, so she came in and said ""You killed my daughter, what did you do to her?"" She said, ""Calm down, Mrs. Costa,"" She took me away from the bed, and the nurse said to her, ""Talk to her,"" My daughter Marie is dying, what am I supposed to tell her? And Costa was screaming, with her hair all pulled out. I was hysterical, you know. I walked into the room, my daughter collapsed on the hard floor when I told her about Marie and I told the doctors not to touch her, I kept screaming and hitting my head on the wall, I was hysterical, they took me home, I was screaming and neighbors were coming out and my husband was sitting on the stairs, he asked, ""What is wrong with you?"" I told him Marie died, My sisters were with us till 4 a.m. waiting for Marie to come home.","Marie, my child, was unwell, so I made my way to the hospital to check on her condition, she remained unconscious, at that time, ether was heavily utilized. A chair was present in the room. They had just begun encouraging patients to leave their beds. Upon noticing the chair, Victoria questioned the nurse, ""Why is this chair here?"" The nurse replied, ""We need to have her start moving out of the bed."" Victoria protested, ""What do you mean? She's still affected by the ether and is too ill."" Yet the nurse maintained it was per the physician's instructions. As they attempted to move her from the bed, she fainted and fell back onto it. Dr. Monique, who was a female physician, burst in exclaiming, ""You've harmed my child, what have you done to her?"" She urged, ""Please, Mrs. Costa, remain calm,"" She led me away from the bedside, and the nurse suggested to her, ""Speak with her,"" How am I to speak to her when my daughter Marie is on the brink of death? And there was Costa, shrieking, her hair in disarray. I was beside myself with panic. I entered the chamber, my daughter hit the solid ground as I broke the news of Marie's condition and I demanded the medical staff refrain from intervening, I continued to yell and banged my head against the wall, Overcome with emotion, they escorted me back to my residence, my cries drew the attention of nearby residents and there sat my husband on the steps, he inquired, ""What has happened to you?"" I disclosed to him that Marie had passed away, My siblings stayed with us until 4 in the morning, awaiting Marie's return.",1569,107.51295523285592,0.06852323469270613
