segment_ids,text,keypoint
"(132, 135)","She went down like lightning. And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering.",Rita's leg pain persists decades later
"(136, 139)","Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then.",Rita's pain is a constant reminder of Marie
"(140, 143)","And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",Marie's friend described her sudden collapse
"(144, 145)","And then Marie collapsed. Later, they said it was a blood clot.",Marie died from a blood clot
"(146, 149)","I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.” I said, “Don’t you dare touch my daughter.",I threatened the hospital staff in my grief
"(150, 152)","You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her.",I refused an autopsy for Marie
"(153, 156)","So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming!",I was inconsolable on the way home
"(157, 160)","Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess.",My husband was shocked by the news
"(161, 164)","I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.” It was just a shock. My husband had a heart attack. Yes, he had a heart attack.",The news caused my husband a heart attack
"(165, 167)","Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding.",My son also had a heart attack from the shock
"(168, 171)","It was all – my two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",My family was waiting for Marie's return
"(172, 175)","I said, “All right.” So, I got home and called everybody, told them what happened. I called my brother-in-law. He was an undertaker.",I informed everyone of Marie's death
"(176, 179)","My sister’s husband – he’s passed away now too. God rest his soul. Maybe you know him... So they were waiting for my call, you know, but instead, I sent my son James, he was little then.",I sent my son to tell the family
"(180, 183)","I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement. They said, “Here comes little Jamie,” and now they said,","My sisters were cleaning, expecting good news"
"(184, 187)","“Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey? Why are you crying?”",My son delivered the tragic news
"(188, 190)","“Aunt Jenny, Aunt Millie, Marie died,” he said. Well, my sisters and my mother, you know, they were all alive. It was a shock to everybody. That was a shock that –",The death shocked the entire family
"(191, 194)","The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step. She was a real quiet girl, pleasant, didn’t talk much, but she was so good, I can’t even tell you. That’s all. So that’s what happened.",Marie's memory is still vivid in the neighborhood
