index,len,rate,keypoints,mbits,"produced
key points","required
key points",attempt,rephrase,rephrase_len,rephrased_mbits,rephrase_rate
10,475,0.0428,"My daughter died at Methodist Hospital. She had an operation for appendicitis. The nurse ignored her condition under ether. The hospital said she was discharged to go home. I was preparing to bring her home and made coffee. At the hospital, I was told my daughter was in distress. I blamed the hospital for a blood clot she had. I was hysterical when she died unexpectedly. My family was devastated and suffered from the shock. My son delivered the tragic news to my sisters.",20.35,10,10,1,"My child passed away at Methodist Hospital. She underwent surgery for her appendix. The nurse neglected her state while she was under anesthesia. The medical center claimed she was released to return home. I was getting ready to fetch her home and brewed some coffee. Upon arrival at the hospital, I received information that my daughter was in crisis. I held the hospital accountable for the thrombosis she developed. I became distraught when her passing occurred out of the blue. My relatives were heartbroken and overwhelmed by the sudden loss. My son broke the heart-wrenching news to my siblings.",601,-44.765671047600115,-0.0745
11,493,0.0502,"My daughter died at Methodist Hospital after an appendicitis operation. Victoria visited the hospital and questioned the nurse about my daughter's condition. Marie was discharged, and I prepared to bring her home. The hospital informed me Marie had fainted and was in a critical condition. I arrived to find Marie had died from a suspected blood clot. My family was devastated, and the news caused chaos and hysteria. My son James informed my sisters, and the neighborhood shared in our grief.",24.73,7,7,2,"My child passed away at Methodist Hospital following surgery for appendicitis. Victoria made a visit to the hospital and inquired with the nurse regarding my daughter's health. Marie received her discharge papers, and I got ready to take her back home. The hospital notified me that Marie had collapsed and her condition was critical. Upon my arrival, I discovered that Marie had succumbed to what was believed to be a blood clot. Our family was shattered, and the news brought about turmoil and extreme distress. My son James relayed the information to my sisters, and our neighbors joined us in mourning.",606,-9.77819850818914,-0.0161
12,510,0.1312,"I lost my daughter 28 years ago this month. She died after an appendicitis operation at Methodist Hospital. Victoria, my oldest daughter, found her still under ether when visiting. The hospital tried to get her out of bed too early. Marie was discharged but collapsed due to a blood clot. I arrived at the hospital to find she had died. Her passing caused a chain of grief in my family. My husband and son both had heart attacks from the shock. Our neighborhood and family were deeply affected by Marie's loss.",66.93,9,9,1,"It's been 28 years since I experienced the loss of my daughter this very month. Her life was cut short following surgery for appendicitis at Methodist Hospital. During a visit, Victoria, my eldest, discovered her still unconscious from the anesthesia. The medical staff attempted to mobilize her prematurely. After being released, Marie collapsed from a thrombosis. Upon my arrival at the medical center, I was met with the news of her demise. Her death triggered a wave of sorrow throughout our family. The trauma led to my husband and my son suffering myocardial infarctions. Marie's departure profoundly impacted our friends and relatives in the community.",659,27.42469031654364,0.0416
13,552,0.0889,"I lost my daughter twenty-eight years ago. She died after an operation for appendicitis. Victoria visited her in the hospital the next day. The nurse tried to move my daughter too soon. I believe it caused a blood clot in her leg. I was told to pick her up after ten days. At the hospital, I felt something was wrong. The nurse informed me my daughter was dying. She died right when I turned away. My husband and son both had heart attacks after hearing the news. The entire neighborhood was shocked by her death. Many people still remember her fondly.",49.1,12,12,1,"Twenty-eight years have passed since I lost my daughter. She passed away following a surgical procedure for appendicitis. The following day, Victoria paid her a visit at the hospital. A nurse attempted to shift my daughter prematurely. I suspect this led to the formation of a blood clot in her leg. I received instructions to collect her after a period of ten days. Upon arriving at the hospital, I sensed that something wasn't right. The nurse broke the news to me that my daughter was on the brink of death. She passed away just as I looked away. Both my husband and my son suffered heart attacks upon learning the news. Her death came as a shock to the entire community. She is still remembered with affection by many.",722,38.02422386070426,0.0527
14,578,0.1159,"My daughter died at Methodist Hospital after an appendicitis operation. Victoria noticed something was wrong when they tried to get her out of bed. I was called to pick Marie up from the hospital when she was discharged. I prepared coffee and clothes to welcome Marie home. At the hospital, I was told Marie had fainted before I saw her sweating heavily. I confronted the doctors, but Marie died before we could leave the hospital. The news of Marie's death caused my husband and son to have heart attacks. Everyone in the neighborhood was shocked and saddened by Marie's death.",67.01,8,8,1,"My child succumbed to complications following an appendectomy at Methodist Hospital. Victoria sensed something amiss when they attempted to stand her up. They summoned me to collect Marie from the hospital upon her release. I got coffee ready and laid out clothes to greet Marie at home. Upon arrival at the hospital, I learned Marie had collapsed and was perspiring profusely before I could see her. I challenged the medical staff, yet Marie passed away before we managed to depart the facility. The devastating news of Marie's passing triggered heart attacks in both my husband and son. Marie's untimely demise left our entire community in a state of shock and mourning.",672,9.419813818246919,0.014
15,580,0.097,"My daughter Marie died 28 years ago this month. Marie had surgery for appendicitis and was discharged from the hospital. Victoria, my oldest daughter, saw Marie was still under ether. Nurses tried to get Marie out of bed against doctor's orders. Marie fainted when she was out of bed and later had a blood clot. I went to the hospital to pick Marie up, expecting her to come home. Marie collapsed saying she had a pain in her leg and couldn't see. Doctors said Marie died from a blood clot, and I was devastated. The news of Marie's death caused my family immense grief and shock.",56.26,9,9,2,"Twenty-eight years ago this month, I lost my daughter Marie. After undergoing an appendectomy, Marie was released from the medical facility. Victoria, my eldest, noticed that Marie was still affected by the anesthesia. Despite the physician's instructions, the nursing staff attempted to have Marie stand up. Marie lost consciousness after getting out of bed and subsequently developed a thrombosis. I arrived at the hospital ready to bring Marie home, anticipating her discharge. Collapsing, Marie complained of leg pain and a loss of vision. The physicians confirmed that a thrombus was the cause of Marie's death, leaving me shattered. Marie's passing brought profound sorrow and disbelief to our household.",710,20.861590461369055,0.0294
16,584,0.0523,My daughter died 28 years ago this month. She had an operation for appendicitis at Methodist Hospital. They used a lot of ether during her operation. The nurse told my daughter needed to get out of bed by doctor's orders. I blame the hospital for my daughter's blood clot. I went to pick up my daughter from the hospital. My daughter was still unwell when I arrived. I was told my daughter died from a blood clot. I was hysterical and blamed the hospital for her death. My family was devastated by my daughter's death. My husband and son both had heart attacks after hearing the news.,30.56,11,11,2,"It's been 28 years since my daughter passed away this month. She underwent surgery for appendicitis at Methodist Hospital. A considerable amount of ether was administered during her surgery. The nurse insisted that my daughter had to rise from her bed, as per the doctor's instructions. I hold the hospital responsible for the blood clot that took my daughter's life. I arrived at the hospital to collect my daughter. Upon my arrival, my daughter was still feeling ill. I received the news that a blood clot had caused my daughter's demise. Overcome with hysteria, I accused the hospital of causing her demise. The loss of my daughter left my family in a state of profound grief. Both my husband and son suffered heart attacks upon learning of the tragic event.",761,27.78964867533164,0.0365
17,595,0.1245,"My daughter died twenty-eight years ago this month. She had an operation for appendicitis at Methodist Hospital. After the operation, she remained under ether. They tried to get her out of bed and she passed out. I blame the hospital for causing her blood clot by moving her. I was called to pick her up when she was discharged. At the hospital, I found my daughter in a cold sweat and she passed away. I reacted hysterically, blaming the hospital staff. The doctors later said it was a blood clot that caused her death. My family and I were devastated, and my husband and son had heart attacks.",74.05,10,10,2,"Twenty-eight years ago this month, I lost my daughter. She underwent surgery for appendicitis at Methodist Hospital. She was kept under the effects of ether following the surgery. When they attempted to help her stand, she collapsed. I hold the hospital responsible for her fatal blood clot due to their actions. I received a call to collect her upon her release. Upon arrival at the hospital, I discovered my daughter sweating profusely before she died. I was overcome with hysteria, directing my anger at the medical staff. The physicians subsequently attributed her passing to a blood clot. The tragedy left my family and me in shambles, resulting in heart attacks for both my husband and son.",696,28.100576728557392,0.0404
18,611,0.0931,"My daughter died twenty-eight years ago. She died at Methodist Hospital after an appendicitis operation. The nurse tried to get her out of bed too soon. I blame them for causing a blood clot. When I went to the hospital, I found my daughter very sick. My daughter passed away as I was waiting in the hallway. I blamed the doctors and nurses for her death. My family was waiting for her to come home. Rita and my son-in-law arrived at the hospital. I was hysterical and could not believe my daughter died. My husband and son both had heart attacks from the shock. The whole neighborhood was shocked by her death.",56.87,12,12,2,"Twenty-eight years have passed since my daughter's passing. Her life ended at Methodist Hospital following surgery for appendicitis. The attending nurse attempted to mobilize her prematurely. I hold them responsible for triggering a thrombosis. Upon my arrival at the hospital, I discovered my daughter gravely ill. As I lingered in the corridor, my daughter succumbed. I attributed her demise to the medical staff's actions. We were all anticipating her return home. Rita, alongside my son-in-law, made their way to the medical center. Overwhelmed with hysteria, I couldn't grasp that my daughter was gone. Both my husband and son suffered cardiac arrests due to the distress. Her untimely passing left our entire neighborhood in disbelief.",741,20.746726266413443,0.028
19,632,0.0989,"My daughter Marie died 28 years ago this month. She had an operation for appendicitis at Methodist Hospital. My oldest daughter, Victoria, visited her after the surgery. They tried to get Marie out of bed too soon after surgery. I blame early mobilization for causing a blood clot. I was called to pick up Marie, believing she was discharged. At the hospital, I found out Marie was in critical condition. Marie died after suffering from a massive blood clot. My family was devastated at the news of Marie's death. My husband and son both had heart attacks from the shock. The entire neighborhood was shocked by Marie's sudden death.",62.49,11,11,1,"Twenty-eight years ago this month, I lost my daughter Marie. She underwent an appendectomy at Methodist Hospital. After her operation, her elder sister, Victoria, came to see her. They attempted to have Marie stand up prematurely following her operation. I hold the premature ambulation responsible for triggering a clot in her blood. I received a call to collect Marie, under the impression she was ready to go home. Upon arriving at the hospital, I was confronted with the reality that Marie was in a grave state. Marie passed away due to a severe blood clot. The news of Marie's passing left my family in utter despair. Both my husband and my son suffered heart attacks due to the distress. Marie's abrupt passing sent a wave of disbelief throughout our community.",767,35.895985398290435,0.0468
20,644,0.0794,"My daughter Marie died 28 years ago. She had an appendicitis operation. My daughter Victoria visited her in the hospital. The nurse followed doctor's orders despite Marie's condition. I think they caused the blood clot by moving Marie. I went to pick Marie up from the hospital after 10 days. The hospital called me for Marie's discharge. I prepared everything for Marie to come home. At the hospital, they asked me to wait. Marie had a severe reaction and died suddenly. I blamed the hospital staff for her death. My family was devastated by Marie's death. My husband and son both had heart attacks. Our community was shocked by Marie's death.",51.14,14,14,1,"Twenty-eight years ago, I lost my daughter Marie. She underwent surgery for appendicitis. Her sister Victoria paid her a visit at the hospital. The nurse adhered to the doctor's instructions despite Marie's worsening state. I suspect their actions in moving Marie led to the formation of a blood clot. After a period of 10 days, I arrived at the hospital to bring Marie home. I received a call from the hospital to come for Marie's release. I made all the necessary preparations for Marie's return. Upon arrival at the hospital, I was requested to wait. Marie experienced a critical reaction and passed away abruptly. I held the hospital personnel responsible for her passing. Marie's passing left my family in a state of profound grief. Both my husband and son suffered from cardiac arrests. The sudden loss of Marie sent ripples of shock through our local community.",868,31.383533204768632,0.0362
21,658,0.155,"I lost my daughter. She died twenty-eight years ago. She was at Methodist Hospital. Marie had an appendicitis operation. Victoria visited her after the operation. Marie was still under ether. They tried to get Marie out of bed. Marie fainted when they moved her. I blame them for the blood clot. Marie was supposed to come home. The hospital discharged Marie. I prepared coffee and cake for Marie. At the hospital, the nurse stopped me. I prayed for another patient. Marie was in bad condition. Marie passed away in the hospital. I went hysterical after her death. My family came to the hospital. The news was a shock to everyone. Marie was a wonderful girl.",102.0,20,20,1,"My daughter was lost to me. Twenty-eight years have passed since her death. She had been admitted to Methodist Hospital. She underwent surgery for appendicitis. After the surgery, Victoria paid her a visit. At that time, Marie was still affected by the anesthesia. They attempted to help Marie stand. Marie lost consciousness as they shifted her. I hold them responsible for the thrombosis. Marie was meant to return home. The hospital released Marie. I had prepared coffee and cake in anticipation of Marie's return. At the hospital, a nurse halted me. I offered prayers for a different patient. Marie's condition was grave. Marie succumbed while in the hospital. I became hysterical following her passing. Relatives arrived at the hospital. The news stunned us all. Marie was an exceptional young woman.",805,47.02022941954942,0.0584
22,679,0.1916,My daughter died twenty-eight years ago. She had an operation for appendicitis. Victoria visited her at the hospital. The nurse insisted on getting her out of bed. I blame them for the blood clot. I prepared to pick her up from the hospital. I prayed for a woman with ten children. A nurse asked about fainting spells. My daughter passed away suddenly. I was told she had a blood clot. I was hysterical at the hospital. Rita was shocked when she learned. My husband had a heart attack from grief. My son Michael had a heart attack too. My family was expecting Marie home. My sisters were shocked by the news. The neighborhood remembers Marie. Marie was a quiet and pleasant girl.,130.09,18,18,2,Twenty-eight years have passed since my daughter's death. She underwent surgery to remove her appendix. Victoria paid her a visit in the hospital. The nurse was adamant about having her stand up. I hold them responsible for the thrombosis. I was getting ready to bring her home from the hospital. I offered prayers for a mother of ten. A nurse inquired if she had episodes of fainting. My daughter's death came abruptly. I received information that she suffered a thrombus. I became frantic at the hospital. Rita was taken aback upon hearing the news. Grief led to my husband suffering a cardiac arrest. My son Michael also experienced a cardiac arrest. Marie's return was anticipated by our family. The news stunned my sisters. The local community keeps Marie in memory. Marie was known to be a reserved and amiable young lady.,828,73.59693679495521,0.0889
23,728,0.1725,"My daughter died at Methodist Hospital. She had an operation for appendicitis. Victoria visited her the next morning. She was still under ether during the visit. The nurse insisted to get her out of bed. Marie passed out when they tried. I blame them for her blood clot. Marie was to be discharged after ten days. A call came to pick her up. I prepared everything for her return. At the hospital, I was made to wait. I prayed for another patient. Marie's condition worsened unexpectedly. The doctor couldn't explain her condition. Marie died during my visit. My husband had a heart attack from the news. My son Michael also collapsed that night. Family and neighbors shared the shock. Marie was remembered as a quiet, good girl.",125.61,19,19,1,"My child succumbed at Methodist Hospital. She underwent surgery for her appendix. Victoria paid her a visit the following day. During the visit, she was still affected by the anesthesia. The nurse was adamant about getting her to stand. Marie fainted when they attempted it. I hold them responsible for her thrombosis. Marie was scheduled to leave the hospital after ten days. I received a call to collect her. I arranged everything for her homecoming. Upon arrival at the hospital, I encountered a delay. I offered prayers for a different patient. Marie's health took a sudden turn for the worse. The physician was at a loss to account for her sudden decline. Marie passed away during my presence. The news triggered a cardiac arrest in my husband. That same night, my son Michael also gave way under the strain. Relatives and neighbors were united in their astonishment. Marie was commemorated as a reserved and kind-hearted young lady.",938,77.34121848164234,0.0825
24,729,0.1666,"My daughter died twenty-eight years ago this month. She had an operation for appendicitis at Methodist Hospital. My oldest daughter, Victoria, visited her after the operation. The nurse tried to get her out of bed too soon after surgery. I blame them for the blood clot she got. The hospital called me to pick Marie up after ten days. I got ready to bring Marie home. At the hospital, the nurse told me to sit down. I was praying for another patient when a nurse asked about fainting. My daughter passed away while I was at the hospital. I was extremely hysterical after her death. Rita fainted when she heard about her sister's death. We later learned Marie had a blood clot. The whole neighborhood was shocked by Marie's death.",121.44,14,14,2,"Twenty-eight years ago this month, I lost my daughter. She underwent surgery for appendicitis at Methodist Hospital. Victoria, my eldest daughter, went to see her following the surgery. Post-operation, the nurse attempted to make her stand too early. I hold them responsible for the thrombosis she developed. After a ten-day stay, the hospital summoned me to collect Marie. I prepared myself to take Marie back home. Once at the hospital, a nurse advised me to take a seat. While I was praying for someone else, a nurse inquired about my experience with fainting spells. My daughter died while I was present in the hospital. Following her passing, I became utterly distraught. Rita collapsed upon learning of her sister's passing. It was later revealed that Marie had developed a blood clot. Marie's sudden passing left the entire neighborhood in disbelief.",857,95.53863875774289,0.1115
25,737,0.1282,"I lost my daughter 28 years ago. She died at Methodist Hospital after surgery. Victoria visited her in the hospital. Doctors used ether, and she was still unconscious. They tried to get her out of bed too soon. I blame them for the blood clot. I was called to pick her up from the hospital. I prepared to welcome her home. Doctors said Marie had a pain in her leg. She collapsed and died suddenly. I was devastated and hysterical. Rita also became upset and fainted. The hospital determined a blood clot caused her death. I refused to let them examine her further. I informed my family of her death. My husband had a heart attack from the news. My son Michael also collapsed from the shock. The neighborhood was shocked by Marie's death.",94.51,18,18,1,"My daughter was lost to me 28 years prior. She passed away at Methodist Hospital following an operation. Victoria paid her a visit while she was in the hospital. Ether was administered by the physicians, leaving her unconscious. They attempted to make her stand too early. I hold them responsible for the thrombosis. The hospital summoned me to collect her. I got ready to receive her at home. The medical staff mentioned Marie felt leg pain. She fell and expired abruptly. I was shattered and overcome with hysteria. Rita was also distressed and lost consciousness. The hospital ascertained a thrombus was the cause of her demise. I declined any further post-mortem examination on her. I notified my relatives about her passing. The news caused my husband to suffer a cardiac arrest. My son Michael too was struck down by the news. Marie's passing sent a wave of disbelief through our community.",896,67.56135133742032,0.0754
26,756,0.0868,"My daughter, Marie, died twenty-eight years ago. She died after an operation for appendicitis at Methodist Hospital. Victoria, my oldest daughter, visited Marie after the operation. The hospital staff insisted on getting Marie out of bed too soon. I received a call to pick up Marie from the hospital. I prepared Marie's clothes and a welcome home meal. When I got to the hospital, I was told to sit and wait. A nurse informed me that Marie had experienced a fainting spell. Marie was sweating heavily and passed away in front of me. The hospital later said Marie died from a blood clot. I was hysterical and resisted hospital staff's attempts to help. The news of Marie's death shocked my entire family. Marie was a quiet, pleasant, and good-natured girl.",65.64,13,13,2,"Twenty-eight years have passed since my daughter, Marie, passed away. Her death occurred post-appendectomy at Methodist Hospital. Marie received a visit from Victoria, my eldest daughter, following her surgery. The medical team at the hospital urged Marie to get out of bed prematurely. I was summoned by the hospital to collect Marie. I arranged Marie's attire and prepared a meal to welcome her back home. Upon my arrival at the hospital, I was instructed to wait. A nurse relayed to me that Marie had suffered a syncopal episode. Marie was perspiring profusely and succumbed in my presence. Subsequently, the hospital attributed Marie's demise to a thrombus. Overcome with hysteria, I rebuffed the hospital staff's efforts to console me. Marie's untimely passing sent shockwaves through our family. Marie was known for her quiet demeanor, amiability, and gentle nature.",872,22.896177339524883,0.0263
27,764,0.1769,"My daughter died twenty-eight years ago this month. Marie was operated on for appendicitis. Victoria visited Marie in the hospital. The nurse insisted on getting Marie out of bed. I blame them for the blood clot she got. Marie was supposed to come home after ten days. The store called me to pick up Marie. I prepared everything for Marie's return. At the hospital, they told me to sit down. I prayed for another patient there. The nurse asked if Marie ever fainted. Marie was in bed with sweat beads. I accused them of killing Marie. Marie died while getting ready to go home. My husband and I were devastated. Rita collapsed from shock. They said Marie died from a blood clot. I wouldn't let them touch Marie after death. Our family was in shock and deeply hurt.",135.15,19,19,2,"Twenty-eight years ago this month, I lost my daughter. Marie underwent surgery for her appendix. Victoria paid a visit to Marie at the medical facility. The attending nurse was adamant about Marie getting up. I hold them responsible for the thrombosis she developed. Marie was expected to be discharged after a ten-day stay. The shop contacted me to collect Marie. I arranged everything in anticipation of Marie's homecoming. Upon arrival at the hospital, I was advised to take a seat. I offered prayers for another individual being treated there. The nurse inquired whether Marie had ever lost consciousness. Marie lay in her bed, her forehead dotted with perspiration. I held them accountable for Marie's demise. Marie passed away while preparing to leave for home. My spouse and I were shattered by the loss. Rita was overcome with shock and collapsed. They concluded that a thrombus was the cause of Marie's death. After her passing, I refused to allow them to lay a hand on Marie. Our entire family was left reeling and profoundly wounded.",1044,75.6529109245856,0.0725
28,775,0.1254,My daughter died from a blood clot. She died 28 years ago on the thirtieth of this month. She had an operation for appendicitis at Methodist Hospital. Victoria saw her under ether at the hospital. The nurse insisted on doctor’s orders to move her. I blame the hospital for the blood clot. I prepared for her return home after 10 days. We even planned a celebration with coffee and cake. Marie was discharged and I went to pick her up. I was called to sit by the nurse at the hospital. I was told Marie was in critical condition. Marie died as I was taken into her room. I was hysterical and screamed at the hospital staff. Rita collapsed when I told her Marie died. The family was shocked and my husband had a heart attack. Our community was deeply impacted by Marie’s death.,97.17,16,16,1,"My child succumbed to a thrombosis. It has been 28 years since she passed away on this month's thirtieth day. She underwent surgery for an inflamed appendix at the Methodist Hospital. Victoria witnessed her anesthetized at the medical facility. The attending nurse demanded she be moved based on the physician's directives. I hold the medical center responsible for the thrombosis. I made arrangements for her homecoming after a ten-day stay. We had even organized a small party with coffee and cake. Marie was released and I arrived to collect her. The nurse summoned me to sit beside her at the medical center. I received information that Marie's condition was dire. As I entered her room, Marie took her last breath. Overcome with hysteria, I yelled at the medical staff. Rita was overcome with grief upon hearing of Marie's passing. The family was left in disbelief, and my spouse suffered a cardiac arrest. Marie's passing had a profound effect on our local community.",973,46.28922698873697,0.0476
29,780,0.1281,"My daughter died twenty-eight years ago this month. She died at Methodist Hospital after an appendicitis operation. Victoria, my oldest daughter, visited her the morning after the operation. The nurse tried to get her out of bed, but she passed out. I blame them for the blood clot due to getting her out of bed. I prepared to pick Marie up from the hospital after her discharge. When I arrived, they told me Marie had collapsed. Marie died due to a blood clot, they later said. I was hysterical and refused to let anyone touch her body. My husband and son both had heart attacks after hearing the news. I informed my family and neighbors about Marie's death. Everyone in the neighborhood was shocked by her death. Marie was known as a quiet and pleasant girl in the neighborhood.",99.94,13,13,1,"Twenty-eight years have passed since my daughter's passing this month. She succumbed to complications following an appendectomy at Methodist Hospital. Her elder sister, Victoria, paid her a visit the day after her surgery. Attempting to help her stand, she fainted in the nurse's care. I hold them accountable for the thrombosis that occurred after they attempted to mobilize her. I was making arrangements to collect Marie from the hospital post-discharge. Upon my arrival, I was informed of Marie's sudden collapse. They subsequently attributed Marie's demise to a thrombus. Overcome with grief, I protested against anyone handling her remains. Both my husband and son suffered cardiac arrests upon receiving the tragic update. I relayed the sorrowful news of Marie's passing to my kin and neighbors. The entire local community was taken aback by her untimely departure. In our community, Marie was regarded as a reserved and amiable young woman.",948,61.698213089712496,0.0651
30,798,0.159,My daughter died 28 years ago this month. She died after an operation for appendicitis. Victoria visited her the morning after the operation. The nurse tried to get her out of bed too soon. Taking her out of bed possibly caused a blood clot. I was called to pick Marie up because she was discharged. I prepared coffee and cake for her return. I went to the hospital with her clothes. The hospital staff told me to wait. I was praying for another patient while I waited. I learned my daughter had a fainting spell. Marie was sweating heavily before she died. I blamed the hospital staff for Marie's death. I was hysterical and refused hospital staff's help. Rita and my son-in-law came to the hospital. Rita collapsed upon hearing Marie died. My husband and son both had heart attacks from the news.,126.87,17,17,2,"Twenty-eight years ago this month, I lost my daughter. Her death occurred following an appendectomy. Victoria paid her a visit the next morning after her surgery. A nurse attempted to make her stand too early. It's possible that moving her caused a thrombosis. They summoned me to collect Marie since she was being released. I made coffee and baked a cake in anticipation of her homecoming. I arrived at the medical facility with her garments. The medical personnel instructed me to hold on. While waiting, I offered prayers for a different patient. It was then I was informed about my daughter's syncopal episode. Before her passing, Marie was perspiring profusely. I held the medical team accountable for Marie's passing. Overwhelmed with grief, I rejected any assistance from the hospital staff. Rita and my son-in-law rushed to the hospital. Rita was overcome and fainted when she learned of Marie's passing. The devastating news caused both my husband and son to suffer cardiac arrests.",991,56.84880442873962,0.0574
