segment_ids,text,keypoint
"(50, 52)","She saw me from the windows, from Wolf Street. She said, “My mother’s just coming.” She was with the girls, saying goodbye to everyone – you know how it is.",Marie spotted me from the window while saying farewells
"(53, 56)","They told me on the phone, it would be ten dollars more for her board. And to make sure I brought her girdle to put on. I said, “All right, I’ll be right over.” And I went.",Hospital demanded extra board and girdle; I complied
"(57, 60)","But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.” So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder. She lived near my sister, and she had ten children. They had said she was in very bad shape.","Seated, I prayed for another mother after surgery"
"(61, 62)","I prayed, “Oh dear God, don’t take that mother away from her children.” I was praying for her, you know.",I kept praying for that mother’s recovery
"(63, 66)","Then a little nurse’s aide went to the closet and got some blankets. I started getting the chills, and I was thinking about it, when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”",I felt chills as aide noted my cold sweat
"(67, 69)","The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?” “Oh my God!” I said, “Don’t tell me you’re running for my daughter!” “Yes,” she said, “come on in.”",Nurse asked about fainting; I feared bad news
"(70, 73)","So, I went into the room. And my daughter was on the bed with her bedroom slippers and her housecoat on. And the beads of sweat – honest to God, not to exaggerate, they were that big. It came – just poured from her –",I found Marie drenched in sweat on the bed
"(74, 76)","I said, “What did you do, kill my daughter? You killed her! You killed her!” That’s what I kept yelling.",I screamed that they had murdered my daughter
"(77, 78)","And the doctor rushed in, see, they were trying to get the doctor, you know.",Doctors were being urgently summoned before my eyes
"(79, 82)","She was a lady doctor. Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique. She was a lady doctor. So, she came in and she said –","A lady assistant, Dr. Montique, finally rushed in"
"(83, 86)","I said, “You killed my daughter – what did you do to her?” She said, “We don’t know what happened, Mrs. Costa.” She took me away from the bed. The nurse said to me, “Talk to her.”",I accused; doctor confessed confusion and pulled me aside
"(87, 90)","I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?” And I was screaming. My hair was all pulled out. I went hysterical, you know what I mean? She was only eighteen years old.","I went hysterical, unable to comfort dying Marie"
"(91, 92)","Beautiful girl, you can see from her picture. And just as I turned my back, my daughter passed away.",I watched my beautiful eighteen-year-old Marie pass
"(93, 96)","She was getting ready to go home. I had the clothes and everything ready. My husband was waiting for her. He came home, went upstairs to shave and wash, then sat on the step, waiting.",We had clothes ready at home expecting her arrival
"(97, 100)","“When is the mother coming?” The hospital kept calling. The people in the office didn’t know what had happened yet. They kept calling the store, trying to reach us.",Hospital kept calling store asking when I’d arrive
"(101, 104)","They asked, “When is the mother coming to pick up Marie? She’s discharged.” And Rita said “That’s strange, the mother went to the hospital. She should be there.” So they came back to the hospital to look for us.",Staff assumed I was coming; Rita returned to hospital
"(105, 108)","Rita said, “Gee, that’s strange,” she said, “Mother must’ve gotten really worked up about Marie.” You know, I’ve always had a bad heart. “Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",Rita feared I had fallen sick over Marie
"(109, 111)","So she came over with my son-in-law, in the car. And I was in the main hallway, at the office. I was all pulled apart.",Rita found me shattered in the hospital hallway
"(112, 115)","One doctor wanted to give me a shot. I said, “Get out of here, I’ll kick you,” I said. “You killed my daughter, now you want to kill me?”","I refused sedatives, accusing doctors of killing us"
"(116, 119)","Another nurse came over. See, they all knew me. I had three operations in no time, not even a year. And I knew all the nurses.",Familiar nurses pleaded but I still resisted help
"(120, 123)","“Mrs. Costa, please, take –” “Get out!” I said, “Don’t you dare come near me.” I was so hysterical. I was banging my head against the wall and everything.","I raged, banging my head against the wall"
"(124, 126)","They had to grab me. Then they brought me to the office, see. When Rita came in and saw me like that, she asked, “Mother, what happened?”",They restrained me; Rita asked what had happened
"(127, 129)","I said, “We lost Marie. Marie died.” Well, that’s this one. This is a picture of Rita.",I told Rita Marie died and showed her picture
"(130, 132)","She went down like lightning. Dropped to the floor, and that’s a marble floor. She went down like lightning.",I saw Rita faint onto the hard marble floor
"(133, 135)","And the back of her leg, it felt just like a pole. Hard like a pole, the back of her leg. And that girl is suffering.",Her leg stiffened; I feared her lasting pain
"(136, 139)","Thirty – no, twenty-eight years since her sister died? When she gets that pain, it’s like she has phlebitis from it. She suffers – seven, eight, nine weeks at a time. She can’t walk, she goes through such pain since then.",For decades Rita suffers phlebitis; I witness it all
"(140, 143)","And how did they figure how Marie died? The girl who was walking with Marie, told the doctor that Marie was saying goodbye to Arlene. And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",I learned Marie complained of leg pain and blindness
"(144, 145)","And then Marie collapsed. Later, they said it was a blood clot.","Doctors said a blood clot killed her, I’m told"
"(146, 148)","I said, “Don’t you dare touch my daughter. I’ll burn this hospital down! I don’t care who’s in it.”",I threatened to burn hospital if they touched Marie
"(149, 152)","I said, “Don’t you dare touch my daughter. You want to find out what she died from.” But if you touch my daughter, I’ll kill you.” I wouldn’t let them touch her.","I forbade autopsy, warning staff not to touch her"
"(153, 156)","So when I got home – they took me home. I was screaming in the car. I couldn’t get out, you know, I couldn’t – I was screaming!",Family drove me home while I screamed uncontrollably
"(157, 160)","Everybody came out, coming out of their doors because they could hear the screams. My husband was sitting on the step. He asked, “What’s the matter? What happened to you?” Well, my hair was all pulled, and my face – I was a mess.",Neighbors gathered as my husband saw my condition
"(161, 162)","I didn’t know what I had done to myself. I said, “Mike, we lost Marie. Marie died.” It was just a shock.",I told Mike we had lost our Marie
"(163, 164)","My husband had a heart attack. Yes, he had a heart attack.",My husband immediately suffered a heart attack
"(165, 167)","Then my son, Michael, yeah. That night. Right there, my Michael came, and my Michael collapsed. He had a heart attack too, no kidding.",My son Michael arrived and collapsed with heart attack
"(168, 171)","It was all – my two sisters were here, waiting until about half-past four. They waited because they knew she was coming home that day, waiting for the call. My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that. She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",My sisters waited with a giant orange for Marie
"(172, 175)","I said, “All right.” So, I got home and called everybody, told them what happened. I called my brother-in-law. He was an undertaker.",I phoned relatives and our undertaker brother-in-law
"(176, 178)","My sister’s husband – he’s passed away now too. God rest his soul. Maybe you know him... So they were waiting for my call, you know,",They awaited good news; I instead sent little James
"(179, 182)","but instead, I sent my son James, he was little then. I said, “Go tell Aunt Millie and Aunt Jenny.” They had cleaned the pavement, and done the cement work, and they were cleaning the pavement.",I sent James to tell aunts while they cleaned pavement
"(183, 186)","They said, “Here comes little Jamie,” and now they said, “Maybe he’s come to tell us Marie’s home.” But when he got there, the poor kid’s eyes were all red. They said, “James, what’s the matter, honey?",Aunts asked why he cried; I was not there
"(187, 189)","Why are you crying?” “Aunt Jenny, Aunt Millie, Marie died,” he said. Well, my sisters and my mother, you know, they were all alive.",He said Marie died; my family was devastated
"(190, 193)","It was a shock to everybody. That was a shock that – The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step. She was a real quiet girl, pleasant, didn’t talk much, but she was so good, I can’t even tell you.","Neighborhood mourned the quiet, good girl I lost"
"(194, 194)",That’s all. So that’s what happened.,That is all; I have recounted what happened
